<doc id="wr_1759-03-10" attrs="word" year="1759" month="03" day="10" corpus="2">
<head id="h2_d329e3434">
Münden	w1_d329e3438
gewiß	w11_d329e17827
an	w13_d329e17831
stimmten	w1_d329e17836
zumelden	w1_d329e17841
und	w1_d329e17847
mit	w3_d329e17850
ihrer	w5_d329e17853
Liquidation	w7_d329e17856
zu	w9_d329e17859
erschei	w11_d329e17862
nen	w1_d329e17867
haben	w3_d329e17870
als	w1_d329e17875
im	w3_d329e17878
widrigen	w5_d329e17881
denenjenigen,	w7_d329e17884
wel	w9_d329e17887
che	w1_d329e17892
sich	w3_d329e17895
bey	w5_d329e17898
dieser	w7_d329e17901
Tagsatzung	w9_d329e17904
nicht	w11_d329e17907
angemeldet,	w13_d329e17911
und	w1_d329e17917
erschienen	w3_d329e17920
seynd,	w5_d329e17923
das	w7_d329e17926
ewige	w9_d329e17929
Stillschweigen	w11_d329e17932
auferleget,	w1_d329e17937
und	w1_d329e17942
sie	w3_d329e17945
von	w5_d329e17948
dieser	w7_d329e17951
Crida	w9_d329e17954
gänzlich	w11_d329e17957
aus	w13_d329e17961
Wien	w1_d329e17966
den	w3_d329e17969
29.	w5_d329e17972
Jan.	w7_d329e17975
1759.	w9_d329e17978
geschlossen	w1_d329e17984
seyn	w3_d329e17987
sollen.	w5_d329e17990
Rudolph	w1_d329e17995
cy	w3_d329e17998
herr	w5_d329e18001
v.	w7_d329e18004
Ludwigstorf.	w9_d329e18007
Johann	w1_d329e18012
Adam	w3_d329e18015
Edler	w5_d329e18018
v.	w7_d329e18021
Gall.	w9_d329e18024
</p>
<head id="h2_d329e18123">
Lisabon	w1_d329e18127
5.	w3_d329e18130
Febr.	w5_d329e18133
</head>
<p id="p4_d329e18136">
worden.	w1_d329e18140
Diese	w3_d329e18143
mit	w5_d329e18146
Dero	w7_d329e18149
Authorität	w9_d329e18152
be	w11_d329e18155
kannt	w1_d329e18160
gemachte	w3_d329e18163
Schrift,	w5_d329e18166
welche	w7_d329e18169
zu	w9_d329e18172
unserer	w11_d329e18175
Zeit=geschichte	w1_d329e18180
gehöret,	w3_d329e18183
ist	w5_d329e18186
folgender	w7_d329e18189
gestalten	w9_d329e18192
abgefaßt:	w1_d329e18198
Jn	w1_d329e18203
Folge	w3_d329e18206
der	w5_d329e18209
nach	w7_d329e18212
aller	w9_d329e18215
Form	w11_d329e18218
der	w13_d329e18222
Gesätze	w15_d329e18225
und	w1_d329e18230
Verordnungen	w3_d329e18233
Sr.	w5_d329e18236
Majest.	w7_d329e18239
gegen	w9_d329e18242
die	w1_d329e18247
peinlich	w3_d329e18250
beklagten	w5_d329e18253
Joseph	w7_d329e18256
Mascarenhas,	w9_d329e18259
ehemaligen	w1_d329e18265
Herzogen	w3_d329e18268
von	w5_d329e18271
Aveiro;	w7_d329e18274
Donna	w9_d329e18277
Leonora	w1_d329e18282
de	w3_d329e18285
Tavora,	w5_d329e18288
ehemalige	w7_d329e18291
Marquise	w9_d329e18294
die	w11_d329e18297
ses	w1_d329e18302
Namens,	w3_d329e18305
Franz	w5_d329e18308
d'Asis	w7_d329e18311
de	w9_d329e18314
Tavo	w11_d329e18317
ra,	w1_d329e18322
ehemaligen	w3_d329e18325
Marquis	w5_d329e18328
dieses	w7_d329e18331
Namens;	w9_d329e18334
D.	w1_d329e18340
Jeremias	w3_d329e18343
d'Ataide,	w5_d329e18346
ehemaligen	w7_d329e18349
Grafen	w9_d329e18352
von	w1_d329e18357
Atouguia;	w3_d329e18360
Joseph	w5_d329e18363
Maria	w7_d329e18366
de	w9_d329e18369
Tavora,	w11_d329e18372
ehemaligen	w1_d329e18377
Adjutanten	w3_d329e18380
des	w5_d329e18383
Marquis	w7_d329e18386
seines	w9_d329e18389
Vatters;	w1_d329e18394
Braz=Joseph	w3_d329e18397
Romeiro,	w5_d329e18400
Capitain	w7_d329e18403
von	w1_d329e18409
der	w3_d329e18412
Cavallerie	w5_d329e18415
im	w7_d329e18418
Regiment	w9_d329e18421
des	w11_d329e18424
peinlich	w13_d329e18428
beklagten	w1_d329e18433
Ludwig	w3_d329e18436
Bernhard	w5_d329e18439
de	w7_d329e18442
Tavora;	w9_d329e18445
An	w11_d329e18448
ton	w1_d329e18453
Alvarez	w3_d329e18456
Ferreira,	w5_d329e18459
Cammer=dienern	w7_d329e18462
des	w9_d329e18465
peinlich	w1_d329e18470
beklagten	w3_d329e18473
Joseph	w5_d329e18476
Mascarenhas,	w7_d329e18479
und	w9_d329e18482
Johann	w1_d329e18488
Michael,	w3_d329e18491
Lackeyen	w5_d329e18494
eben	w7_d329e18497
desselben,	w9_d329e18500
zusammen	w1_d329e18505
gebrachten	w3_d329e18508
Acten,	w5_d329e18511
nebst	w7_d329e18514
beygeleg	w9_d329e18517
ten	w1_d329e18522
Jnformationen,	w3_d329e18525
und	w5_d329e18528
darzu	w7_d329e18531
gehöriger	w9_d329e18534
Stücken,	w1_d329e18539
wie	w3_d329e18542
auch	w5_d329e18545
deren	w7_d329e18548
Einwendungen,	w9_d329e18551
Articuln,	w1_d329e18557
und	w3_d329e18560
von	w5_d329e18563
denen	w7_d329e18566
peinlich	w9_d329e18569
beklagten	w11_d329e18572
beygebrachten	w1_d329e18577
Vertheidigungen	w3_d329e18580
ist:	w5_d329e18583
</p>
<p id="p6_d329e18586">
Auf	w1_d329e18590
besondern	w3_d329e18593
Befehl	w5_d329e18596
Sr.	w7_d329e18599
Majestät	w9_d329e18602
des	w11_d329e18605
Königs	w1_d329e18610
ist	w3_d329e18613
der	w5_d329e18616
Proceß,	w7_d329e18619
und	w9_d329e18622
das	w11_d329e18625
Urtheil	w13_d329e18629
der	w15_d329e18632
hingerichteten	w1_d329e18637
Personen	w3_d329e18640
offentlich	w5_d329e18643
gedruckt	w7_d329e18646
</p>
<p id="p8_d329e18649">
Erstlich	w1_d329e18653
durch	w3_d329e18656
die	w5_d329e18659
Geständnüsse	w7_d329e18662
des	w9_d329e18665
grö	w11_d329e18668
sten	w1_d329e18673
Theils	w3_d329e18676
ernanntenneilich	w5_d329e18679
Beklagter	w7_d329e18682
selbst,	w9_d329e18685
sodann	w1_d329e18690
durch	w3_d329e18693
die	w5_d329e18696
Auffähen	w7_d329e18699
verschiedener	w9_d329e18702
Au	w11_d329e18705
gen=zeugen	w1_d329e18711
und	w3_d329e18714
anderer	w5_d329e18717
dazu	w7_d329e18720
gehöriger	w9_d329e18723
Tha	w11_d329e18726
ten,	w1_d329e18731
völlig	w3_d329e18734
erwiesen,	w5_d329e18737
daß	w7_d329e18740
peinlich	w9_d329e18743
beklagter	w11_d329e18746
Joseph	w1_d329e18751
Mascarenhas	w3_d329e18754
einen	w5_d329e18757
frechen,	w7_d329e18760
gotts	w9_d329e18763
vergessenen,	w1_d329e18768
und	w3_d329e18771
unversöhnlichen	w5_d329e18774
Haß	w7_d329e18777
gegen	w9_d329e18780
die	w1_d329e18786
Allerhöchst=geheiligte	w3_d329e18789
Person	w5_d329e18792
des	w7_d329e18795
Königs	w9_d329e18798
unseres	w1_d329e18803
Herrns	w3_d329e18806
gefasset	w5_d329e18809
hatte,	w7_d329e18812
weil	w9_d329e18815
Se.	w11_d329e18818
Ma	w13_d329e18822
</p>
<p id="p10_d329e18825">
jestät	w1_d329e18829
durch	w3_d329e18832
ihre	w5_d329e18835
Königl.	w7_d329e18838
Weis	w9_d329e18841
und	w11_d329e18844
Klugheit	w13_d329e18848
und	w1_d329e18853
höchst=gerechten	w3_d329e18856
Befehle,	w5_d329e18859
die	w7_d329e18862
arglistige	w9_d329e18865
und	w1_d329e18870
verwegene	w3_d329e18873
Maas=reguln	w5_d329e18876
vereitelt	w7_d329e18879
und	w9_d329e18882
unkräftig	w1_d329e18888
gemacht	w3_d329e18891
haben,	w5_d329e18894
welche	w7_d329e18897
besagter	w9_d329e18900
Mascarenhas	w1_d329e18905
eingeschlagen	w3_d329e18908
hatte,	w5_d329e18911
um	w7_d329e18914
sich,	w9_d329e18917
während	w1_d329e18922
der	w3_d329e18925
glücklichen	w5_d329e18928
Regierung	w7_d329e18931
dieser	w9_d329e18934
Königreiche,	w1_d329e18939
allen	w3_d329e18942
schädlichen	w5_d329e18945
Credit,	w7_d329e18948
den	w9_d329e18951
er	w11_d329e18954
in	w1_d329e18960
denen	w3_d329e18963
letzteren	w5_d329e18966
Jahren	w7_d329e18969
der	w9_d329e18972
vorigen	w11_d329e18975
Re	w13_d329e18979
gierung,	w1_d329e18984
mittelst	w3_d329e18987
des	w5_d329e18990
Ansehens	w7_d329e18993
seines	w9_d329e18996
Oheims,	w11_d329e18999
Frater	w1_d329e19004
Gaspard	w3_d329e19007
von	w5_d329e19010
der	w7_d329e19013
Menschwerdung,	w9_d329e19016
gehabt	w1_d329e19021
hatte,	w3_d329e19024
zu	w5_d329e19027
erhalten;	w7_d329e19030
wie	w9_d329e19033
auch	w11_d329e19036
weilen	w13_d329e19040
Se.	w1_d329e19046
Maj.	w3_d329e19049
nicht	w5_d329e19052
mehr	w7_d329e19055
dulden	w9_d329e19058
wollten,	w11_d329e19061
daß	w13_d329e19065
er	w1_d329e19070
mit	w3_d329e19073
denen	w5_d329e19076
Königlichen	w7_d329e19079
und	w9_d329e19082
Erb=gütern	w11_d329e19085
des	w1_d329e19090
Hauses	w3_d329e19093
Aveiro,	w5_d329e19096
die	w7_d329e19099
reiche	w9_d329e19102
Beneficien,	w11_d329e19105
welche	w1_d329e19110
die	w3_d329e19113
Administratoren	w5_d329e19116
dieser	w7_d329e19119
Famille	w9_d329e19122
in	w1_d329e19128
ihrem	w3_d329e19131
Leben	w5_d329e19134
besessen	w7_d329e19137
hatten,	w9_d329e19140
fernerhin	w11_d329e19143
verknüpfen	w1_d329e19148
solle,	w3_d329e19151
sintemal	w5_d329e19154
die	w7_d329e19157
Regeln	w9_d329e19160
deren	w11_d329e19163
Beneficien	w1_d329e19168
der	w3_d329e19171
Kirche,	w5_d329e19174
ihm	w7_d329e19177
nicht	w9_d329e19180
gestatteten,	w11_d329e19183
den	w1_d329e19188
geringsten	w3_d329e19191
Anspruch	w5_d329e19194
darauf	w7_d329e19197
zu	w9_d329e19200
machen,	w11_d329e19203
er	w1_d329e19209
auch	w3_d329e19212
nicht	w5_d329e19215
den	w7_d329e19218
mindesten	w9_d329e19221
Personal=titul	w11_d329e19224
aufweisen	w1_d329e19229
konnte,	w3_d329e19232
der	w5_d329e19235
ihn	w7_d329e19238
zum	w9_d329e19241
Besitz	w11_d329e19244
dersel	w13_d329e19248
ben	w1_d329e19253
berechtiget	w3_d329e19256
hätte,	w5_d329e19259
und	w7_d329e19262
weilen	w9_d329e19265
endlich	w11_d329e19268
höchst=besagte	w1_d329e19273
Se.	w3_d329e19276
Majest.	w5_d329e19279
der	w7_d329e19282
König	w9_d329e19285
sich	w11_d329e19288
der	w1_d329e19294
Heyrat	w3_d329e19297
widersetzet	w5_d329e19300
hatten,	w7_d329e19303
welche	w9_d329e19306
erwehni	w11_d329e19309
peinlich	w1_d329e19314
Beklagter	w3_d329e19317
eben	w5_d329e19320
so	w7_d329e19323
unbedächtlich,	w9_d329e19326
als	w11_d329e19329
Gewinn=süchtiger	w1_d329e19334
Weise,	w3_d329e19337
zwischen	w5_d329e19340
seinem	w7_d329e19343
Sohn	w1_d329e19348
dem	w3_d329e19351
Marquis	w5_d329e19354
de	w7_d329e19357
Gouvea	w9_d329e19360
und	w11_d329e19363
Donna	w13_d329e19367
Margaretha	w1_d329e19373
von	w3_d329e19376
Lothringen,	w5_d329e19379
Schwester	w7_d329e19382
des	w9_d329e19385
Don	w1_d329e19390
Nuno	w3_d329e19393
Cajetano	w5_d329e19396
de	w7_d329e19399
Mello,	w9_d329e19402
Herzogs	w11_d329e19405
von	w13_d329e19409
Cadaval,	w1_d329e19414
vermutlich	w3_d329e19417
zu	w5_d329e19420
dem	w7_d329e19423
Ende	w9_d329e19426
zu	w11_d329e19429
Stande	w13_d329e19433
zu	w15_d329e19436
bringen	w1_d329e19441
suchte,	w3_d329e19444
um	w5_d329e19447
mittelst	w7_d329e19450
dieser	w9_d329e19453
Heyrat	w11_d329e19456
in	w1_d329e19462
sein	w3_d329e19465
eigenes	w5_d329e19468
Hause,	w7_d329e19471
die	w9_d329e19474
Güter	w11_d329e19477
des	w13_d329e19481
ho	w15_d329e19484
hen	w1_d329e19489
Hauses	w3_d329e19492
Cadaval	w5_d329e19495
zu	w7_d329e19498
verwickeln,	w9_d329e19501
sintemal	w11_d329e19504
das	w1_d329e19509
Haupt	w3_d329e19512
dieses	w5_d329e19515
letzteren	w7_d329e19518
minder=jährig,	w9_d329e19521
den	w11_d329e19524
seiner	w1_d329e19529
Famille	w3_d329e19532
so	w5_d329e19535
fatalen	w7_d329e19538
Schwachheite	w9_d329e19541
unter	w11_d329e19544
worfen,	w1_d329e19550
und	w3_d329e19553
noch	w5_d329e19556
unvermählet	w7_d329e19559
ist;	w9_d329e19562
peinlich	w1_d329e19567
Beklagter	w1_d329e19572
auch,	w3_d329e19575
um	w5_d329e19578
ihn	w7_d329e19581
von	w9_d329e19584
aller	w11_d329e19587
Vermäh	w13_d329e19591
</p>
<p id="p16_d329e19605">
lung	w1_d329e19609
abzuhalten,	w3_d329e19612
ihm	w5_d329e19615
eine	w7_d329e19618
Menge	w9_d329e19621
Processe	w11_d329e19624
und	w1_d329e19629
Beschläge	w3_d329e19632
auf	w5_d329e19635
den	w7_d329e19638
Hals	w9_d329e19641
zu	w11_d329e19644
werfen	w13_d329e19648
wu	w15_d329e19651
ste,	w1_d329e19656
welche	w3_d329e19659
die	w5_d329e19662
Güter	w7_d329e19665
und	w9_d329e19668
Einkünfte	w11_d329e19671
dieses	w13_d329e19675
minderjährigen	w1_d329e19681
Herzogs	w3_d329e19684
in	w5_d329e19687
solche	w7_d329e19690
Unordnung	w9_d329e19693
und	w1_d329e19698
Weitläuffigkeit	w3_d329e19701
setzten,	w5_d329e19704
daß	w7_d329e19707
sie	w9_d329e19710
nicht	w11_d329e19713
im	w13_d329e19717
Stande	w1_d329e19722
waren,	w3_d329e19725
die	w5_d329e19728
nöthige	w7_d329e19731
Mittel	w9_d329e19734
abzu	w11_d329e19737
werfen,	w1_d329e19742
welche	w3_d329e19745
die	w5_d329e19748
Unkosten	w7_d329e19751
einer	w9_d329e19754
Einrichtung	w11_d329e19757
für	w1_d329e19763
den	w3_d329e19766
Herzog	w5_d329e19769
von	w7_d329e19772
Cadaval,	w9_d329e19775
um	w11_d329e19778
sein	w13_d329e19782
ho	w15_d329e19785
hes	w1_d329e19790
und	w3_d329e19793
berühmtes	w5_d329e19796
Haus	w7_d329e19799
fortzupflanzen,	w9_d329e19802
nohtwendig	w1_d329e19807
erfordert	w3_d329e19810
hätten.	w5_d329e19813
</p>
<p id="p18_d329e19816">
Zweytens	w1_d329e19820
ist	w3_d329e19823
auch	w5_d329e19826
bewiesen,	w7_d329e19829
daß	w9_d329e19832
mehrer	w11_d329e19835
meldeter	w1_d329e19840
peinlich	w3_d329e19843
beklagter	w5_d329e19846
Don	w7_d329e19849
Joseph	w9_d329e19852
Mascarenhas,	w1_d329e19857
von	w3_d329e19860
denen	w5_d329e19863
bösen	w7_d329e19866
Geistern	w9_d329e19869
des	w11_d329e19872
Stolzes,	w1_d329e19878
der	w3_d329e19881
Ehrsucht,	w5_d329e19884
und	w7_d329e19887
des	w9_d329e19890
Geitzes,	w11_d329e19893
wie	w13_d329e19897
auch	w1_d329e19902
eines	w3_d329e19905
unversöhnlichen	w5_d329e19908
Hasses	w7_d329e19911
gegen	w9_d329e19914
die	w11_d329e19917
Allerhöchste	w1_d329e19922
und	w3_d329e19925
wolthätige	w5_d329e19928
Person	w7_d329e19931
Sr.	w9_d329e19934
Ma	w11_d329e19937
jest,	w1_d329e19942
teuflischer	w3_d329e19945
Weise	w5_d329e19948
belebet,	w7_d329e19951
nichts	w9_d329e19954
unterlas	w11_d329e19957
sen,	w1_d329e19963
den	w3_d329e19966
Weeg	w5_d329e19969
auch	w7_d329e19972
noch	w9_d329e19975
anderen	w11_d329e19978
abgeschmack	w13_d329e19982
ten	w1_d329e19987
Projecten	w3_d329e19990
zu	w5_d329e19993
bahnen,	w7_d329e19996
welche	w9_d329e19999
ihn	w11_d329e20002
dann	w13_d329e20006
bewegten,	w1_d329e20011
alle	w3_d329e20014
Personen,	w5_d329e20017
die	w7_d329e20020
in	w9_d329e20023
Ungnade	w11_d329e20026
Sr.	w1_d329e20031
Majestät	w3_d329e20034
gefallen,	w5_d329e20037
oder	w7_d329e20040
die	w9_d329e20043
sonst	w11_d329e20046
über	w1_d329e20052
Dero	w3_d329e20055
höchst=begleckte	w5_d329e20058
Regierung	w7_d329e20061
miß	w9_d329e20064
vergnügt	w1_d329e20069
waren,	w3_d329e20072
an	w5_d329e20075
sich	w7_d329e20078
zu	w9_d329e20081
ziehen,	w11_d329e20084
so,	w13_d329e20088
daß	w15_d329e20091
er	w17_d329e20094
sich	w1_d329e20099
alle	w3_d329e20102
Mühe	w5_d329e20105
gegeben,	w7_d329e20108
selbige	w9_d329e20111
noch	w11_d329e20114
mehr	w13_d329e20118
abgeneigt	w1_d329e20123
zu	w3_d329e20126
machen,	w5_d329e20129
und	w7_d329e20132
zwar	w9_d329e20135
durch	w11_d329e20138
das	w13_d329e20142
verderbliche	w1_d329e20148
Beyspiel	w3_d329e20151
seiner	w5_d329e20154
gottsvergesse	w7_d329e20157
nen	w1_d329e20162
Verleumdungen	w3_d329e20165
und	w5_d329e20168
seines	w7_d329e20171
Hasses	w9_d329e20174
gegen	w11_d329e20177
den	w1_d329e20182
Königlichen	w3_d329e20185
Dienst,	w5_d329e20188
den	w7_d329e20191
er	w9_d329e20194
auf	w11_d329e20197
eine	w13_d329e20201
in	w15_d329e20204
same	w1_d329e20209
Weise	w3_d329e20212
aus	w5_d329e20215
denen	w7_d329e20218
Augen	w9_d329e20221
zu	w11_d329e20224
setzen,	w13_d329e20228
kein	w15_d329e20231
Bedenken	w1_d329e20237
getragen,	w3_d329e20240
so	w5_d329e20243
gar,	w7_d329e20246
daß	w9_d329e20249
er	w11_d329e20252
dahin	w13_d329e20256
verfallen,	w1_d329e20261
diese	w3_d329e20264
rasend=hochmütige	w5_d329e20267
Worte	w7_d329e20270
auszustossen:	w1_d329e20275
Es	w3_d329e20278
seye	w5_d329e20281
für	w7_d329e20284
ihn	w9_d329e20287
einerley,	w11_d329e20290
ob	w13_d329e20294
man	w1_d329e20299
ihm	w3_d329e20302
befehle,	w5_d329e20305
nach	w7_d329e20308
Hof	w9_d329e20311
zu	w11_d329e20314
kommen,	w13_d329e20318
oder	w15_d329e20321
ihme	w1_d329e20327
die	w3_d329e20330
Beine	w5_d329e20333
entzwey	w7_d329e20336
zu	w9_d329e20339
schlagen;	w11_d329e20342
ja,	w13_d329e20346
sein	w15_d329e20349
verwegen	w1_d329e20354
und	w3_d329e20357
boßhafter	w5_d329e20360
Sinn	w7_d329e20363
trieb	w9_d329e20366
ihn	w11_d329e20369
so	w13_d329e20373
gar	w1_d329e20378
so	w3_d329e20381
weit,	w5_d329e20384
daß	w7_d329e20387
er	w9_d329e20390
sich	w11_d329e20393
die	w13_d329e20397
schmeichelhafte	w15_d329e20400
Einbildung	w1_d329e20405
machte,	w3_d329e20408
und	w5_d329e20411
sichs	w7_d329e20414
gar	w9_d329e20417
oft	w11_d329e20420
mit	w13_d329e20424
seiner	w1_d329e20430
grossen	w3_d329e20433
Genehmung	w5_d329e20436
vorsagen	w7_d329e20439
liesse:	w9_d329e20442
daß	w1_d329e20447
nun	w3_d329e20450
keine	w5_d329e20453
Stuffe	w7_d329e20456
zu	w9_d329e20459
besteigen	w11_d329e20462
für	w13_d329e20466
ihn	w15_d329e20469
übrig	w1_d329e20474
seye,	w3_d329e20477
als	w5_d329e20480
der	w7_d329e20483
Thron	w9_d329e20486
selbst,	w11_d329e20489
und	w13_d329e20493
König	w15_d329e20496
zu	w1_d329e20501
seyn.	w3_d329e20504
So	w5_d329e20507
ist	w7_d329e20510
es	w9_d329e20513
auch	w11_d329e20516
</p>
<p id="p20_d329e20519">
Drittens	w1_d329e20523
vollkommen	w3_d329e20526
bewiesen,	w5_d329e20529
daß	w7_d329e20532
oben	w9_d329e20535
gemeldeter	w1_d329e20540
peinlich	w3_d329e20543
Beklagter,	w5_d329e20546
welcher	w7_d329e20549
sich	w9_d329e20552
</p>
<p id="p22_d329e20555">
mehr	w1_d329e20559
und	w3_d329e20562
mehr	w5_d329e20565
in	w7_d329e20568
dem	w9_d329e20571
verfluchten	w11_d329e20574
und	w13_d329e20578
höl	w15_d329e20581
lischen	w1_d329e20586
System	w3_d329e20589
von	w5_d329e20592
Haß	w7_d329e20595
und	w9_d329e20598
insamer	w11_d329e20601
Meu	w13_d329e20605
terey	w1_d329e20610
befestigte,	w3_d329e20613
selbst	w5_d329e20616
zu	w7_d329e20619
der	w9_d329e20622
Zeit,	w11_d329e20625
als	w13_d329e20629
zwi	w15_d329e20632
schen	w1_d329e20638
ihm	w3_d329e20641
und	w5_d329e20644
denen	w7_d329e20647
Patribus	w9_d329e20650
S.	w11_d329e20653
J.	w13_d329e20657
ein	w15_d329e20660
un	w17_d329e20663
versöhnlicher	w1_d329e20668
Wider=wille,	w3_d329e20671
ja	w5_d329e20674
offenbare	w7_d329e20677
Feind	w9_d329e20680
schaft	w1_d329e20685
obwaltete,	w3_d329e20688
welche	w5_d329e20691
in	w7_d329e20694
der	w9_d329e20697
ganzen	w11_d329e20700
Zeit	w13_d329e20704
der	w1_d329e20709
Ministerschaft	w3_d329e20712
seines	w5_d329e20715
Oncles,	w7_d329e20718
Fraters	w9_d329e20721
Gaspard	w1_d329e20727
von	w3_d329e20730
der	w5_d329e20733
Menschwerdung	w7_d329e20736
auf	w9_d329e20739
eine	w11_d329e20742
niederträchtige	w1_d329e20747
Art	w3_d329e20750
den	w5_d329e20753
ganzen	w7_d329e20756
Hof	w9_d329e20759
und	w11_d329e20762
das	w13_d329e20766
gesammte	w1_d329e20771
Königreich	w3_d329e20774
geärgert,	w5_d329e20777
und	w7_d329e20780
welche	w9_d329e20783
nach	w1_d329e20788
dem	w3_d329e20791
Tod	w5_d329e20794
des	w7_d329e20797
Fraters	w9_d329e20800
Gaspard	w11_d329e20803
mit	w13_d329e20807
eben	w1_d329e20813
so	w3_d329e20816
grosser	w5_d329e20819
Heftigkeit,	w7_d329e20822
als	w9_d329e20825
vorher	w11_d329e20828
fortge	w13_d329e20832
setzet	w1_d329e20837
worden,	w3_d329e20840
und	w5_d329e20843
es	w7_d329e20846
sich	w9_d329e20849
zutrug,	w11_d329e20852
daß	w13_d329e20856
diese	w15_d329e20859
Patres	w1_d329e20864
von	w3_d329e20867
dem	w5_d329e20870
Amt	w7_d329e20873
derer	w9_d329e20876
Beicht=vätter	w11_d329e20879
Jh	w13_d329e20883
rer	w1_d329e20888
Majestäten	w3_d329e20891
und	w5_d329e20894
Königl.	w7_d329e20897
Hoheiten	w9_d329e20900
abge	w11_d329e20903
setzet,	w1_d329e20909
und	w3_d329e20912
ihnen	w5_d329e20915
der	w7_d329e20918
Zutritt	w9_d329e20921
bey	w11_d329e20924
Hof,	w13_d329e20928
wegen	w15_d329e20931
der	w1_d329e20936
Griffe,	w3_d329e20939
die	w5_d329e20942
sie	w7_d329e20945
angewendet,	w9_d329e20948
um	w11_d329e20951
gewisse	w13_d329e20955
fremde	w1_d329e20960
Höfe	w3_d329e20963
von	w5_d329e20966
der	w7_d329e20969
Freundschaft	w9_d329e20972
und	w11_d329e20975
Ver	w13_d329e20979
bindung	w1_d329e20984
mit	w3_d329e20987
Sr.	w5_d329e20990
Majest.	w7_d329e20993
abzubringen,	w9_d329e20996
or	w11_d329e20999
dentlichen	w1_d329e21005
Aufruhr	w3_d329e21008
und	w5_d329e21011
offenbaren	w7_d329e21014
Krieg	w9_d329e21017
zu	w11_d329e21020
erregen,	w1_d329e21025
den	w3_d329e21028
sie	w5_d329e21031
Sr.	w7_d329e21034
Majest.	w9_d329e21037
zu	w11_d329e21040
Uraguay	w13_d329e21044
und	w15_d329e21047
Maragnan	w1_d329e21052
angezettelt,	w3_d329e21055
gänzlich	w5_d329e21058
verbotten	w7_d329e21061
worden,	w1_d329e21066
er	w3_d329e21069
besagter	w5_d329e21072
peinlich	w7_d329e21075
Beklagter	w9_d329e21078
gleich	w11_d329e21081
wol	w1_d329e21087
anstatt	w3_d329e21090
die	w5_d329e21093
Gesellschaft	w7_d329e21096
und	w9_d329e21099
den	w11_d329e21102
Umgang	w13_d329e21106
dieser	w1_d329e21111
Religiosen,	w3_d329e21114
als	w5_d329e21117
schädlicher	w7_d329e21120
Leuten,	w9_d329e21123
sei	w11_d329e21126
ner	w1_d329e21131
Schuldigkeit,	w3_d329e21134
der	w5_d329e21137
Verbindung	w7_d329e21140
seines	w9_d329e21143
Amts	w11_d329e21146
und	w1_d329e21151
seiner	w3_d329e21154
Eigenschaft	w5_d329e21157
eines	w7_d329e21160
Unterthanen	w9_d329e21163
ge	w11_d329e21166
mäß	w1_d329e21172
zu	w3_d329e21175
fliehen,	w5_d329e21178
vielmehr	w7_d329e21181
gerade	w9_d329e21184
das	w11_d329e21187
Wider	w13_d329e21191
spiel	w1_d329e21196
gethan,	w3_d329e21199
und	w5_d329e21202
sich	w7_d329e21205
arglistig	w9_d329e21208
und	w11_d329e21211
schnell	w13_d329e21215
mit	w1_d329e21220
diesen	w3_d329e21223
Patribus	w5_d329e21226
ausgesöhnet,	w7_d329e21229
welches	w9_d329e21232
bis	w11_d329e21235
dahin	w1_d329e21240
mit	w3_d329e21243
seinem	w5_d329e21246
unaussprechlichen	w7_d329e21249
Hoch	w9_d329e21252
mut	w1_d329e21258
ganz	w3_d329e21261
und	w5_d329e21264
gar	w7_d329e21267
nicht	w9_d329e21270
übereintreflich	w11_d329e21273
ge	w13_d329e21277
schienen;	w1_d329e21282
ja	w3_d329e21285
sich	w5_d329e21288
recht	w7_d329e21291
bestrebet,	w9_d329e21294
sich	w11_d329e21297
mit	w13_d329e21301
eben	w15_d329e21304
diesen	w1_d329e21309
Patribus	w3_d329e21312
zu	w5_d329e21315
vereinigen,	w7_d329e21318
und	w9_d329e21321
in	w11_d329e21324
engstes	w13_d329e21328
Vertrauen	w1_d329e21333
einzulassen,	w3_d329e21336
nunmehro	w5_d329e21339
anfieng	w7_d329e21342
sie	w9_d329e21345
öfters	w1_d329e21351
zu	w3_d329e21354
besuchen,	w5_d329e21357
auch	w7_d329e21360
von	w9_d329e21363
ihnen	w11_d329e21366
Besuche	w13_d329e21370
in	w1_d329e21375
seinem	w3_d329e21378
Hause	w5_d329e21381
anzunehmen,	w7_d329e21384
lange	w9_d329e21387
Zusam	w11_d329e21390
menkünfte	w1_d329e21395
mit	w3_d329e21398
ihnen	w5_d329e21401
zu	w7_d329e21404
halten,	w9_d329e21407
und	w11_d329e21410
seinem	w13_d329e21414
Gesinde	w1_d329e21419
und	w3_d329e21422
Haus=genossenen	w5_d329e21425
zu	w7_d329e21428
befehlen,	w9_d329e21431
sel	w11_d329e21434
bige,	w1_d329e21440
sobald	w3_d329e21443
sie	w5_d329e21446
nur	w7_d329e21449
kämen,	w9_d329e21452
einzulassen,	w11_d329e21455
wo	w13_d329e21459
bey	w1_d329e21464
er	w3_d329e21467
diesen	w5_d329e21470
zugleich	w7_d329e21473
ein	w9_d329e21476
unverbrüchliches,	w11_d329e21479
hinterlistig	w1_d329e21484
und	w3_d329e21487
ganz	w5_d329e21490
besonderes	w7_d329e21493
Geheimnuß	w9_d329e21496
die	w1_d329e21501
aus	w3_d329e21504
sothanen	w5_d329e21507
Visiten,	w7_d329e21510
die	w9_d329e21513
er	w11_d329e21516
bey	w13_d329e21520
dene	w15_d329e21523
