<doc id="edoc_wd_1772-06-24" attrs="word" year="1772" month="06" day="24" corpus="1">
<head id="hl1">
London	w28
Gebrauch	w7210
der	w7211
kuhrbayrischen	w7212
Schulen	w7213
der	w7214
G	w7215
<g/>
.
J	w7217
8	w7218
<g/>
.
30	w7220
<g/>
.
kr	w7222
<g/>
.
</p>
<p id="p68">
Briefwechsel	w7224
zwischen	w7225
einen	w7226
jungen	w7227
Prinzen	w7228
<g/>
,
und	w7230
seinen	w7231
Hofmeister	w7232
<g/>
(
Grafen	w7234
v	w7235
<g/>
.
Scheffer	w7237
<g/>
)
Franz	w7239
<g/>
.
und	w7241
Deutsch	w7242
<g/>
,
gr	w7244
<g/>
.
8	w7246
<g/>
.
Leipz	w7248
<g/>
.
1	w7250
<g/>
.
fl	w7252
<g/>
.
30	w7254
<g/>
.
kr	w7256
<g/>
.
</p>
<p id="p69">
Scelta	w7258
delle	w7259
Lettere	w7260
Familiari	w7261
del	w7262
Commen-datore	w7263
<g/>
-
Hannibal	w7265
Caro	w7266
<g/>
,
data	w7268
in	w7269
luce	w7270
da	w7271
I	w7272
<g/>
.
G	w7274
<g/>
.
di	w7276
Fraporta	w7277
<g/>
,
8	w7279
<g/>
.
Lips	w7281
<g/>
.
1	w7283
fl	w7284
<g/>
.
15	w7286
<g/>
.
kr	w7288
<g/>
.
</p>
<p id="p70">
Schauspiele	w7290
<g/>
(
neue	w7292
<g/>
)
aufgeführet	w7294
in	w7295
den	w7296
kais	w7297
<g/>
.
kön	w7299
<g/>
.
Theatern	w7301
zu	w7302
Wien	w7303
<g/>
,
2	w7305
<g/>
.
Thl	w7307
<g/>
.
8	w7309
<g/>
.
Preßb	w7311
<g/>
.
2	w7313
<g/>
.
fl	w7315
<g/>
.
</p>
<p id="p71">
Catalogus	w7317
von	w7318
juristisch	w7319
<g/>
=
historisch	w7321
<g/>
=
politisch=philosophisch	w7323
<g/>
=
<g/>
,
mathematisch	w7326
<g/>
=
phisisch	w7328
und	w7329
sehr	w7330
vielen	w7331
andern	w7332
Büchern	w7333
<g/>
,
welche	w7335
um	w7336
beygesetzten	w7337
bil=ligsten	w7338
<g/>
=
Preise	w7340
<g/>
,
in	w7342
obbenannter	w7343
Handlung	w7344
zu	w7345
haben	w7346
sind	w7347
<g/>
,
1772	w7349
<g/>
.
20	w7351
<g/>
.
kr	w7353
<g/>
.
</p>
<p id="p72">
Von	w7355
des	w7356
hochgräflich	w7357
Schönbernischen	w7358
Amts=verwaltung	w7359
<g/>
=
der	w7361
Herrschaft	w7362
Mauttern	w7363
in	w7364
N	w7365
<g/>
.
Oe	w7367
<g/>
.
wird	w7369
hiemit	w7370
jedermänniglich	w7371
kund	w7372
und	w7373
zu	w7374
wissen	w7375
gemacht	w7376
<g/>
:
Wasgestalten	w7378
auf	w7379
Absterben	w7380
Gertraud	w7381
Pichlerinn	w7382
hiesiger	w7383
Herrschafts	w7384
Pupillinn	w7385
zu	w7386
Pach	w7387
seel	w7388
<g/>
.
denen	w7390
zwey	w7391
Wieländerischen	w7392
Söhnen	w7393
Ma=thias	w7394
<g/>
=
und	w7396
Joseph	w7397
beede	w7398
der	w7399
hochgräflich	w7400
Kollore=dischen	w7401
<g/>
=
Herrschaft	w7403
Walperstorf	w7404
unterthänige	w7405
Pu=pillen	w7406
<g/>
=
zu	w7408
Abstorf	w7409
<g/>
(
so	w7411
sich	w7412
den	w7413
Vernehmen	w7414
nach	w7415
in	w7416
das	w7417
Soldatenleben	w7418
begeben	w7419
haben	w7420
sollen	w7421
<g/>
)
als	w7423
nächsten	w7424
Befreundten	w7425
eine	w7426
Erbsportion	w7427
angefallen	w7428
<g/>
,
und	w7430
bey	w7431
allhiesiger	w7432
Waisenkassa	w7433
anliegend	w7434
ist	w7435
<g/>
.
Wann	w7437
nun	w7438
aber	w7439
diese	w7440
nicht	w7441
wissend	w7442
sind	w7443
<g/>
,
und	w7445
zumahlen	w7446
die	w7447
Ordnung	w7448
erfordert	w7449
<g/>
,
daß	w7451
diese	w7452
durch	w7453
ein	w7454
öffentliches	w7455
Edikt	w7456
erinnert	w7457
werden	w7458
<g/>
:
als	w7460
wird	w7461
ihnen	w7462
bereits	w7463
über	w7464
32	w7465
<g/>
.
Jahr	w7467
unwissenden	w7468
Erbs=nehmern	w7469
<g/>
=
angedeutet	w7471
<g/>
,
daß	w7473
selbe	w7474
in	w7475
allhiesiger	w7476
Amtskanzley	w7477
innerbalb	w7478
einer	w7479
Zeit	w7480
von	w7481
1	w7482
<g/>
.
Jahr	w7484
<g/>
,
6	w7486
<g/>
.
Wochen	w7488
<g/>
,
3	w7490
<g/>
.
Täg	w7492
erscheinen	w7493
<g/>
,
sich	w7495
anmelden	w7496
<g/>
,
</p>
<p id="p73">
und	w7498
gebührend	w7499
legitimiren	w7500
<g/>
,
wie	w7502
in	w7503
widrigen	w7504
die=selben	w7505
<g/>
=
für	w7507
tod	w7508
geachtet	w7509
<g/>
,
und	w7511
nicht	w7512
mehr	w7513
gehöret	w7514
<g/>
,
dann	w7516
besagte	w7517
Erbstheile	w7518
denen	w7519
übrigen	w7520
nächsten	w7521
Anverwandten	w7522
ohne	w7523
weitern	w7524
ausgefolget	w7525
werden	w7526
sollen	w7527
<g/>
.
Geben	w7529
Schloß	w7530
Mauttern	w7531
den	w7532
1	w7533
<g/>
.
Juny	w7535
1772	w7536
<g/>
.
</p>
<p id="p74">
Von	w7538
des	w7539
fürstl	w7540
<g/>
.
Stifts	w7542
Lilienfeld	w7543
incorporir=ter	w7544
<g/>
=
Herrschaft	w7546
Kreispacher	w7547
Amtskanzley	w7548
wird	w7549
hiemit	w7550
jedermänniglich	w7551
kund	w7552
und	w7553
zu	w7554
wissen	w7555
ge=macht	w7556
<g/>
=
<g/>
,
daß	w7559
den	w7560
27	w7561
<g/>
.
Julii	w7563
dieß	w7564
Jahrs	w7565
die	w7566
in	w7567
dem	w7568
Markt	w7569
Wilhelmspurg	w7570
befindl	w7571
<g/>
.
Ferdinand	w7573
Weick=manische	w7574
<g/>
=
Behausung	w7576
Nro	w7577
<g/>
.
17	w7579
<g/>
.
mit	w7581
dem	w7582
Fleisch=hackergewerb	w7583
<g/>
=
und	w7585
Schankgerechtigkeit	w7586
licitando	w7587
verkaufet	w7588
werden	w7589
wird	w7590
<g/>
.
Die	w7592
Liebhaber	w7593
werden	w7594
sich	w7595
an	w7596
gemelten	w7597
Tage	w7598
früh	w7599
um	w7600
9	w7601
<g/>
.
Uhr	w7603
bey	w7604
dasi=ger	w7605
<g/>
=
Amtskanzley	w7607
einzufinden	w7608
haben	w7609
<g/>
,
die	w7611
Credito=res	w7612
<g/>
=
des	w7614
ersagten	w7615
Ferdinand	w7616
Weickmanns	w7617
hinge=gen	w7618
<g/>
=
<g/>
,
so	w7621
ihre	w7622
Forderungen	w7623
noch	w7624
nicht	w7625
eingelegt	w7626
<g/>
,
haben	w7628
sich	w7629
wehrender	w7630
Zeit	w7631
<g/>
,
und	w7633
zwar	w7634
sub	w7635
clau-sula	w7636
<g/>
-
præclusipraeclusi	w7638
dießfalls	w7639
zu	w7640
melden	w7641
<g/>
,
da	w7643
im	w7644
widri=gen	w7645
<g/>
=
nach	w7647
Verfliessung	w7648
obbenannten	w7649
27	w7650
<g/>
.
Julii	w7652
dieselbe	w7653
nicht	w7654
mehr	w7655
angehöret	w7656
werden	w7657
würden	w7658
<g/>
.
</p>
<head id="hl19">
Nachricht	w7660
<g/>
.
</head>
<p id="p75">
Das	w7662
Reißgejaid	w7663
bey	w7664
der	w7665
gräfl	w7666
<g/>
.
Schulenburg=Oeynhaußischen	w7668
<g/>
=
Herrschaft	w7670
Tribuswinkl	w7671
<g/>
,
nahe	w7673
an	w7674
Baaden	w7675
ist	w7676
sammt	w7677
der	w7678
Bewohnung	w7679
des	w7680
Schlo=ßes	w7681
<g/>
=
daselbst	w7683
auf	w7684
drey	w7685
auch	w7686
mehr	w7687
oder	w7688
wenigere	w7689
Jahre	w7690
alltäglich	w7691
in	w7692
Bestand	w7693
zu	w7694
verlassen	w7695
<g/>
.
Wer	w7697
hiezu	w7698
Belieben	w7699
tragt	w7700
<g/>
,
kann	w7702
sich	w7703
des	w7704
näheren	w7705
bey	w7706
dortiger	w7707
Amtskanzley	w7708
erkundigen	w7709
<g/>
,
woselbst	w7711
auch	w7712
sonach	w7713
der	w7714
Bestandskontract	w7715
geschloßen	w7716
werden	w7717
wird	w7718
<g/>
.
</p>
<p id="p76">
Von	w7720
N	w7721
<g/>
.
Richter	w7723
und	w7724
Rath	w7725
der	w7726
Landesfürstl	w7727
<g/>
.
Stadt	w7729
Waydhofen	w7730
an	w7731
der	w7732
Theya	w7733
wird	w7734
hiemit	w7735
jedermänniglich	w7736
kund	w7737
und	w7738
zu	w7739
wissen	w7740
gemacht	w7741
<g/>
:
daß	w7743
die	w7744
zu	w7745
gemeiner	w7746
Stadt	w7747
anhero	w7748
gehörig	w7749
Theils	w7750
eigenthumlich	w7751
theils	w7752
Bestandweiß	w7753
anheuer	w7754
zu	w7755
ge=niessen	w7756
<g/>
=
habende	w7758
Zehent	w7759
<g/>
,
gleich	w7761
anderen	w7762
Jahren	w7763
<g/>
,
den	w7765
Meistbietenden	w7766
licitando	w7767
in	w7768
Bestand	w7769
verlas=sen	w7770
<g/>
=
werden	w7772
<g/>
,
und	w7774
da	w7775
dann	w7776
zu	w7777
dem	w7778
Ende	w7779
auf	w7780
den	w7781
8ten	w7782
eingehenden	w7783
Monats	w7784
Julii	w7785
die	w7786
Licitations=tagsatzung	w7787
<g/>
=
anberaumet	w7789
worden	w7790
<g/>
;
als	w7792
werden	w7793
an	w7794
diesen	w7795
Tag	w7796
<g/>
,
nemlich	w7798
den	w7799
8ten	w7800
mox	w7801
dicti	w7802
mensis	w7803
diejenige	w7804
<g/>
(
so	w7806
etwan	w7807
erwehnte	w7808
Zehend	w7809
in	w7810
Bestand	w7811
zu	w7812
nehmen	w7813
gedenken	w7814
<g/>
)
auf	w7816
gemeiner	w7817
Stadt	w7818
Rath=haus	w7819
<g/>
=
fruhe	w7821
um	w7822
8	w7823
<g/>
.
Uhr	w7825
erscheinen	w7826
<g/>
,
und	w7828
sich	w7829
allda	w7830
durch	w7831
den	w7832
Rathsdiener	w7833
anmelden	w7834
lassen	w7835
<g/>
.
</p>
<p id="p77">
Den	w7837
30	w7838
<g/>
.
Juny	w7840
werden	w7841
in	w7842
Sammischen	w7843
Haus	w7844
auf	w7845
der	w7846
Landstrassen	w7847
Vormittag	w7848
von	w7849
9	w7850
<g/>
.
bis	w7852
12	w7853
<g/>
.
und	w7855
Nachmittag	w7856
von	w7857
3	w7858
<g/>
.
dis	w7860
6	w7861
<g/>
.
Uhr	w7863
verschiedene	w7864
Verlassenschaftseffekten	w7865
<g/>
:
als	w7867
etwas	w7868
Silber	w7869
<g/>
,
Frauenkleider	w7871
<g/>
,
Wäsch	w7873
<g/>
,
Bethgewand	w7875
<g/>
,
Tisch	w7877
<g/>
,
Ses=sel	w7879
<g/>
=
<g/>
,
Kästen	w7882
<g/>
,
Zinn	w7884
<g/>
,
Bilder	w7886
und	w7887
mehrere	w7888
Einrich=tungssachen	w7889
<g/>
=
<g/>
,
dann	w7892
etliche	w7893
Eimer	w7894
Wein	w7895
und	w7896
leere	w7897
Faß	w7898
licitando	w7899
verkaufet	w7900
werden	w7901
<g/>
.
</p>
<head id="hl20">
Stockholm	w7916
<g/>
,
den	w7918
2	w7919
<g/>
.
Junii	w7921
<g/>
.
</head>
<p id="p78">
Man	w7923
hat	w7924
itzt	w7925
eine	w7926
gedruckte	w7927
Beschreibung	w7928
von	w7929
der	w7930
am	w7931
29sten	w7932
May	w7933
erfolgten	w7934
Krö=nungsceremonie	w7935
<g/>
=
<g/>
,
die	w7938
mehr	w7939
als	w7940
ein	w7941
Zeitungs=stück	w7942
<g/>
=
anfüllen	w7944
würde	w7945
<g/>
.
Der	w7947
König	w7948
ritt	w7949
in	w7950
der	w7951
Proceßion	w7952
in	w7953
seinem	w7954
vorigen	w7955
Kronprinzenha=bit	w7956
<g/>
=
<g/>
.
Das	w7959
Kleid	w7960
war	w7961
von	w7962
Drap	w7963
d'Argent	w7964
<g/>
,
mit	w7966
eingewirkten	w7967
silbernen	w7968
Kronen	w7969
und	w7970
Flam=men	w7971
<g/>
=
<g/>
,
und	w7974
mit	w7975
Points	w7976
d'Espagne	w7977
übersetzt	w7978
<g/>
.
Die	w7980
Stiefeln	w7981
waren	w7982
von	w7983
Seiden	w7984
<g/>
=
Serge	w7986
<g/>
,
purpur=färbig	w7988
<g/>
=
und	w7990
mit	w7991
brodirten	w7992
Kronen	w7993
<g/>
.
Ueber	w7995
Sr	w7996
<g/>
.
Majestät	w7998
ward	w7999
ein	w8000
reich	w8001
brodirter	w8002
Himmel	w8003
von	w8004
Präsidenten	w8005
und	w8006
Amtmännern	w8007
getragen	w8008
<g/>
.
Der	w8010
Prinz	w8011
Karl	w8012
und	w8013
Friedrich	w8014
Adolph	w8015
königl	w8016
<g/>
.
Hoheiten	w8018
ritten	w8019
mit	w8020
offenen	w8021
fürstlichen	w8022
Kro=nen	w8023
<g/>
=
und	w8025
Fürstenmänteln	w8026
<g/>
.
Jhro	w8028
Majestät	w8029
<g/>
,
die	w8031
Königin	w8032
<g/>
,
die	w8034
in	w8035
einem	w8036
mit	w8037
8	w8038
Pferden	w8039
be=spanten	w8040
<g/>
=
Wagen	w8042
sassen	w8043
<g/>
,
waren	w8045
in	w8046
Drap	w8047
d'Ar=gent	w8048
<g/>
=
<g/>
,
mit	w8051
eingewebten	w8052
Kronen	w8053
<g/>
,
gekleidet	w8055
<g/>
,
und	w8057
dieses	w8058
Kleid	w8059
war	w8060
mit	w8061
einer	w8062
reichen	w8063
Broderie	w8064
von	w8065
Gold	w8066
und	w8067
Silber	w8068
garnirt	w8069
<g/>
.
Der	w8071
Wagen	w8072
wurde	w8073
von	w8074
dem	w8075
Hofstallmeister	w8076
und	w8077
Ritter	w8078
Baas	w8079
gefahren	w8080
<g/>
,
und	w8082
die	w8083
Pferde	w8084
vor	w8085
diesem	w8086
Krönungswagen	w8087
wurden	w8088
von	w8089
8	w8090
Kapitains	w8091
geführt	w8092
<g/>
.
</p>
<p id="p79">
Als	w8094
der	w8095
König	w8096
in	w8097
die	w8098
Kirche	w8099
kam	w8100
<g/>
,
empfieng	w8102
ihn	w8103
der	w8104
Bischof	w8105
von	w8106
Linköping	w8107
<g/>
,
mit	w8109
den	w8110
Wor=ten	w8111
<g/>
=
<g/>
:
<g/>
„
Gesegnet	w8115
war	w8116
Er	w8117
<g/>
,
der	w8119
im	w8120
Namen	w8121
des	w8122
HErrn	w8123
kam	w8124
<g/>
.
<g/>
“
Se	w8127
<g/>
.
Majestät	w8129
nahmen	w8130
<g/>
,
nach	w8132
einem	w8133
kurzen	w8134
von	w8135
dem	w8136
Bischofe	w8137
von	w8138
Sca=ra	w8139
<g/>
=
verlesenen	w8141
Gebethe	w8142
<g/>
,
Jhren	w8144
Sitz	w8145
auf	w8146
den	w8147
für	w8148
Sie	w8149
errichteten	w8150
Thron	w8151
<g/>
.
Der	w8153
Erzbischof	w8154
stellete	w8155
sich	w8156
vor	w8157
dem	w8158
Altar	w8159
<g/>
,
und	w8161
die	w8162
Hälfte	w8163
der	w8164
Bischöfe	w8165
und	w8166
Superintendenten	w8167
zur	w8168
Seite	w8169
<g/>
.
</p>
<p id="p80">
Jhro	w8171
Majestät	w8172
<g/>
,
die	w8174
Königinn	w8175
<g/>
,
wurden	w8177
auf	w8178
gleiche	w8179
Weise	w8180
<g/>
,
wie	w8182
der	w8183
König	w8184
<g/>
,
von	w8186
demsel=ben	w8187
<g/>
=
Bischof	w8189
empfangen	w8190
und	w8191
nahmen	w8192
hiernächst	w8193
den	w8194
für	w8195
Sie	w8196
errichteten	w8197
Thron	w8198
ein	w8199
<g/>
.
</p>
<p id="p81">
Jhro	w8201
Hoheiten	w8202
<g/>
,
die	w8204
Prinzen	w8205
<g/>
,
nahmen	w8207
ih=re	w8208
<g/>
=
Sitze	w8210
zu	w8211
den	w8212
Seiten	w8213
des	w8214
königl	w8215
<g/>
.
Thrones	w8217
<g/>
.
</p>
<p id="p82">
Als	w8219
alles	w8220
Platz	w8221
genommen	w8222
hatte	w8223
<g/>
,
nahm	w8225
</p>
<p id="p83">
der	w8226
Gottesdienst	w8227
seinen	w8228
Anfang	w8229
<g/>
.
Der	w8231
Bi=schof	w8232
<g/>
=
<g/>
,
Dokt	w8235
<g/>
.
Filenius	w8237
<g/>
,
hielte	w8239
die	w8240
Predigt	w8241
über	w8242
Josua	w8243
1	w8244
Kap	w8245
<g/>
.
9	w8247
V	w8248
<g/>
.
<g/>
„
Siehe	w8251
<g/>
,
ich	w8253
habe	w8254
dir	w8255
gebothen	w8256
<g/>
,
daß	w8258
du	w8259
getrost	w8260
und	w8261
freudig	w8262
seyst	w8263
<g/>
.
Laß	w8265
dir	w8266
nicht	w8267
grauen	w8268
<g/>
,
und	w8270
entsetze	w8271
dich	w8272
nicht	w8273
<g/>
:
denn	w8275
der	w8276
Herr	w8277
<g/>
,
dein	w8279
Gott	w8280
<g/>
,
ist	w8282
mit	w8283
dir	w8284
in	w8285
allem	w8286
<g/>
,
was	w8288
du	w8289
thun	w8290
wirst	w8291
<g/>
.
<g/>
“
</p>
<p id="p84">
Als	w8294
die	w8295
Predigt	w8296
und	w8297
Litaney	w8298
vor	w8299
dem	w8300
Altar	w8301
geendiget	w8302
waren	w8303
<g/>
,
begaben	w8305
sich	w8306
der	w8307
Erbfürsten	w8308
Hoheiten	w8309
zum	w8310
königl	w8311
<g/>
.
Thron	w8313
<g/>
,
und	w8315
begleiteten	w8316
Se	w8317
<g/>
.
Majestät	w8319
zum	w8320
Altar	w8321
<g/>
,
zu	w8323
dem	w8324
mitten	w8325
gegen	w8326
der	w8327
Bibel	w8328
über	w8329
gesetzten	w8330
silbernen	w8331
Stuhl	w8332
<g/>
,
über	w8334
welchem	w8335
ein	w8336
Himmel	w8337
befestiget	w8338
war	w8339
<g/>
.
Die	w8341
Reichsräthe	w8342
und	w8343
übrige	w8344
vornehmste	w8345
Beamte	w8346
stelleten	w8347
sich	w8348
umher	w8349
<g/>
.
Se	w8351
<g/>
.
Majestät	w8353
gaben	w8354
Dero	w8355
Mantel	w8356
und	w8357
Krone	w8358
von	w8359
sich	w8360
<g/>
,
die	w8362
auf	w8363
den	w8364
Altar	w8365
gelegt	w8366
wurden	w8367
<g/>
.
Der	w8369
Reichsrath	w8370
<g/>
,
Baron	w8372
von	w8373
Düben	w8374
<g/>
,
und	w8376
der	w8377
Erzbischof	w8378
<g/>
,
nah=men	w8380
<g/>
=
hiernächst	w8382
den	w8383
Mantel	w8384
wieder	w8385
vom	w8386
Al=tar	w8387
<g/>
=
<g/>
,
und	w8390
legten	w8391
ihn	w8392
Sr	w8393
<g/>
.
Majestät	w8395
über	w8396
die	w8397
Achseln	w8398
<g/>
;
worauf	w8400
der	w8401
König	w8402
vor	w8403
der	w8404
Bibel	w8405
nie=derkniete	w8406
<g/>
=
<g/>
,
in	w8409
welcher	w8410
der	w8411
Erzbischof	w8412
das	w8413
ob=gedachte	w8414
<g/>
=
Kapitel	w8416
des	w8417
Buchs	w8418
Josua	w8419
aufschlug	w8420
<g/>
.
Se	w8422
<g/>
.
Majestät	w8424
hielten	w8425
drey	w8426
Finger	w8427
auf	w8428
die	w8429
Bi=bel	w8430
<g/>
=
<g/>
,
und	w8433
der	w8434
Herr	w8435
Reichsrath	w8436
von	w8437
Düben	w8438
lase	w8439
Sr	w8440
<g/>
.
Majestät	w8442
die	w8443
Eidesformul	w8444
vor	w8445
<g/>
.
Nun=mehro	w8447
<g/>
=
ergrief	w8449
der	w8450
Erzbischof	w8451
das	w8452
Salbhorn	w8453
<g/>
,
und	w8455
salbeten	w8456
Se	w8457
<g/>
.
Majestät	w8459
mit	w8460
einem	w8461
darzu	w8462
verfaßten	w8463
Gebethe	w8464
<g/>
.
Der	w8466
König	w8467
stand	w8468
hernach	w8469
auf	w8470
<g/>
,
und	w8472
setzte	w8473
sich	w8474
wieder	w8475
auf	w8476
den	w8477
Stuhl	w8478
<g/>
;
worauf	w8480
der	w8481
Hr	w8482
<g/>
.
Reichsrath	w8484
<g/>
,
Graf	w8486
Horn	w8487
<g/>
,
die	w8489
Krone	w8490
vom	w8491
Altar	w8492
nahm	w8493
<g/>
,
und	w8495
dieselbe	w8496
<g/>
,
mit	w8498
Hülfe	w8499
des	w8500
Erzbischofs	w8501
<g/>
,
Sr	w8503
<g/>
.
Majestät	w8505
auf=setzte	w8506
<g/>
=
<g/>
.
Hiernächst	w8509
traten	w8510
andere	w8511
Herren	w8512
Reichsräthe	w8513
zum	w8514
Altar	w8515
<g/>
,
wo	w8517
auch	w8518
die	w8519
übrigen	w8520
Regalien	w8521
lagen	w8522
<g/>
,
und	w8524
übergaben	w8525
dieselben	w8526
dem	w8527
Monarchen	w8528
<g/>
,
welches	w8530
alles	w8531
unter	w8532
darzu	w8533
verfer=tigten	w8534
<g/>
=
Gebethen	w8536
geschahe	w8537
<g/>
.
Nach	w8539
diesem	w8540
wur=de	w8541
<g/>
=
von	w8543
zwey	w8544
Herolden	w8545
vor	w8546
dem	w8547
königl	w8548
<g/>
.
Throne	w8550
ausgerufen	w8551
<g/>
:
<g/>
„
Nun	w8554
ist	w8555
Gustav	w8556
der	w8557
Dritte	w8558
gekrönter	w8559
König	w8560
über	w8561
Schweden	w8562
und	w8563
Gothen	w8564
Land	w8565
und	w8566
dessen	w8567
umliegenden	w8568
Provinzen	w8569
<g/>
,
Er	w8571
</p>
<p id="p85">
und	w8572
kein	w8573
anderer	w8574
<g/>
.
<g/>
“
Jndem	w8577
dieses	w8578
geschahe	w8579
<g/>
,
wurden	w8581
zugleich	w8582
von	w8583
der	w8584
kön	w8585
<g/>
.
Artillerie	w8587
112	w8588
<g/>
,
und	w8590
von	w8591
der	w8592
Admiralität	w8593
eben	w8594
so	w8595
viele	w8596
Kano=nenschüsse	w8597
<g/>
=
gelöset	w8599
<g/>
,
und	w8601
von	w8602
den	w8603
Garden	w8604
und	w8605
der	w8606
Bürgerschaft	w8607
aus	w8608
ihrem	w8609
Handgewehre	w8610
Salven	w8611
gegeben	w8612
<g/>
.
Kaum	w8614
war	w8615
der	w8616
Ausruf	w8617
der	w8618
Herolde	w8619
geendiget	w8620
<g/>
,
so	w8622
erscholl	w8623
ein	w8624
allgemei=nes	w8625
<g/>
=
<g/>
:
Es	w8628
lebe	w8629
König	w8630
Gustav	w8631
<g/>
!
Worauf	w8633
das	w8634
Orchester	w8635
mit	w8636
Musik	w8637
und	w8638
Gesang	w8639
nachdem	w8640
1	w8641
B	w8642
<g/>
.
der	w8644
Könige	w8645
<g/>
,
C	w8647
<g/>
.
10	w8649
V	w8650
<g/>
.
24	w8652
einstimmete	w8653
<g/>
,
und	w8655
dann	w8656
die	w8657
Versammlung	w8658
einen	w8659
Lobgesang	w8660
absang	w8661
<g/>
.
Endlich	w8663
wurde	w8664
von	w8665
dem	w8666
Bischofe	w8667
Mennander	w8668
der	w8669
Segen	w8670
ertheilt	w8671
<g/>
;
worauf	w8673
der	w8674
König	w8675
sich	w8676
nach	w8677
seinem	w8678
Throne	w8679
zurück	w8680
begab	w8681
<g/>
.
</p>
<p id="p86">
Die	w8683
Krönung	w8684
der	w8685
Königinn	w8686
geschahe	w8687
nach	w8688
diesem	w8689
mit	w8690
ganz	w8691
ähnlichen	w8692
Ceremonien	w8693
<g/>
.
Auch	w8695
die	w8696
Prinzen	w8697
führten	w8698
Jhro	w8699
Majestät	w8700
zum	w8701
Altar	w8702
<g/>
.
</p>
<p id="p87">
Als	w8704
Jhro	w8705
Majestäten	w8706
mit	w8707
der	w8708
Proceßion	w8709
nach	w8710
dem	w8711
Schlosse	w8712
zurückkamen	w8713
<g/>
,
wurde	w8715
mit	w8716
224	w8717
Kanonenschüssen	w8718
<g/>
,
und	w8720
zweymal	w8721
180	w8722
Schüssen	w8723
aus	w8724
dem	w8725
Handgewehre	w8726
salutiret	w8727
<g/>
.
Jmmeltst	w8729
war	w8730
das	w8731
königl	w8732
<g/>
.
Banquet	w8734
für	w8735
Jhro	w8736
Majestäten	w8737
zubereitet	w8738
<g/>
,
und	w8740
es	w8741
ward	w8742
Abends	w8743
öffentlich	w8744
im	w8745
Rittersale	w8746
gespeiset	w8747
<g/>
,
wo	w8749
eine	w8750
Tafel	w8751
auf	w8752
einer	w8753
Estrade	w8754
für	w8755
Jhro	w8756
Majestäten	w8757
<g/>
,
und	w8759
eine	w8760
andere	w8761
in	w8762
einiger	w8763
Entfernung	w8764
für	w8765
Jh=ro	w8766
<g/>
=
königl	w8768
<g/>
.
Hoheiten	w8770
war	w8771
<g/>
.
</p>
<p id="p88">
Noch	w8773
den	w8774
Tag	w8775
vor	w8776
der	w8777
Krönung	w8778
berief	w8779
der	w8780
König	w8781
die	w8782
Ordenskapitel	w8783
zusamm	w8784
<g/>
,
und	w8786
er=nannte	w8787
<g/>
=
verschiedene	w8789
Personen	w8790
zu	w8791
Ritter	w8792
von	w8793
königl	w8794
<g/>
.
Schwerdt	w8796
<g/>
=
und	w8798
Nordsternorden	w8799
<g/>
.
Zu=gleich	w8801
<g/>
=
gaben	w8803
Se	w8804
<g/>
.
Maj	w8806
<g/>
.
zu	w8808
erkennen	w8809
<g/>
,
wie	w8811
sie	w8812
bey	w8813
Gelegenheit	w8814
ihrer	w8815
Krönung	w8816
gut	w8817
gefunden	w8818
<g/>
,
einen	w8820
neuen	w8821
Ritterorden	w8822
zu	w8823
stiften	w8824
<g/>
,
zur	w8826
Be=lohnung	w8827
<g/>
=
für	w8829
solche	w8830
Männer	w8831
<g/>
,
die	w8833
sich	w8834
<g/>
,
durch	w8836
angewandten	w8837
Fleiß	w8838
bey	w8839
dem	w8840
Ackerbau	w8841
und	w8842
Bergwerken	w8843
<g/>
,
imgleichen	w8845
durch	w8846
Künste	w8847
und	w8848
Handel	w8849
<g/>
,
um	w8851
das	w8852
Vaterland	w8853
besonders	w8854
wohl	w8855
verdient	w8856
gemacht	w8857
hätten	w8858
<g/>
.
Diesem	w8860
Orden	w8861
wä=re	w8862
<g/>
=
von	w8864
Sr	w8865
<g/>
.
Majestät	w8867
der	w8868
Name	w8869
von	w8870
Wasa	w8871
beygeleget	w8872
worden	w8873
<g/>
,
theils	w8875
zum	w8876
Andenken	w8877
der	w8878
großen	w8879
Könige	w8880
<g/>
,
Jhrer	w8882
Vorfahren	w8883
<g/>
,
die	w8885
aus	w8886
dem	w8887
edlen	w8888
Geschlechte	w8889
Wasa	w8890
entsprossen	w8891
<g/>
,
und	w8893
sich	w8894
so	w8895
mannichfaltig	w8896
der	w8897
Verbesserung	w8898
des	w8899
Landbaues	w8900
<g/>
,
nebst	w8902
dem	w8903
Gedeihen	w8904
aller	w8905
Nahrung	w8906
<g/>
,
in	w8908
Schweden	w8909
angelegen	w8910
seyn	w8911
las=sen	w8912
<g/>
=
<g/>
;
theils	w8915
auch	w8916
und	w8917
insonderheit	w8918
<g/>
,
weil	w8920
die	w8921
Wasa	w8922
<g/>
,
das	w8924
Wappen	w8925
dieses	w8926
Geschlechts	w8927
<g/>
,
am	w8929
lebhaftesten	w8930
den	w8931
Ackerbau	w8932
bezeichnete	w8933
<g/>
,
wel=chen	w8935
<g/>
=
Se	w8937
<g/>
.
Majestät	w8939
durch	w8940
diese	w8941
Stifung	w8942
eieigentlich	w8943
<g/>
=
</p>
<p id="p89">
gentlich	w8945
und	w8946
als	w8947
eine	w8948
Mutter	w8949
aller	w8950
andern	w8951
Nahrung	w8952
ehren	w8953
<g/>
,
aufmuntern	w8955
und	w8956
belohnen	w8957
