<doc id="wr_1761-03-21" attrs="word" year="1761" month="03" day="21" corpus="2">
<head id="h2_d537e2811">
Madtid	w1_d537e2815
Centurio	w13_d537e17216
nische	w1_d537e17221
Testament	w3_d537e17224
zum	w5_d537e17227
Vorschein	w7_d537e17230
gekommen,	w9_d537e17233
und	w11_d537e17236
darimen	w1_d537e17241
das	w3_d537e17244
Kaiserl.	w5_d537e17247
Königl.	w7_d537e17250
Spanische	w9_d537e17253
Spi	w11_d537e17256
tal	w1_d537e17261
zum	w3_d537e17264
Universal=erben	w5_d537e17267
instituiret	w7_d537e17270
worden;	w9_d537e17273
als	w11_d537e17276
batte	w1_d537e17282
er,	w3_d537e17285
womit	w5_d537e17288
zu	w7_d537e17291
Beschleunigung	w9_d537e17294
dieser	w11_d537e17297
Ver	w13_d537e17301
lassenschaft,	w1_d537e17306
nachdeme	w3_d537e17309
es	w5_d537e17312
nunmehro	w7_d537e17315
nicht	w9_d537e17318
mehr	w11_d537e17321
um	w1_d537e17326
die	w3_d537e17329
Jntestat=sondern	w5_d537e17332
lediglich	w7_d537e17335
um	w9_d537e17338
die	w11_d537e17341
Cen	w13_d537e17345
turionische	w1_d537e17350
Creditores	w3_d537e17353
in	w5_d537e17356
Erfahrung	w7_d537e17359
zu	w9_d537e17362
bringen,	w11_d537e17365
zu	w1_d537e17371
thuen	w3_d537e17374
wäre,	w5_d537e17377
diese	w7_d537e17380
Letztere	w9_d537e17383
einberuffen	w11_d537e17386
werden	w13_d537e17390
möchten.	w1_d537e17395
Wann	w3_d537e17398
nun	w5_d537e17401
Regierung	w7_d537e17404
um	w9_d537e17407
das	w11_d537e17410
bey	w13_d537e17414
die	w15_d537e17417
ser	w1_d537e17422
Verlassenschaft	w3_d537e17425
etwa	w5_d537e17428
vorhandene	w7_d537e17431
Æis	w9_d537e17434
alienum	w11_d537e17437
ausfindig	w1_d537e17442
zu	w3_d537e17445
machen,	w5_d537e17448
folgsam	w7_d537e17451
zu	w9_d537e17454
Abhandlung	w11_d537e17457
solcher	w1_d537e17463
Verlassenschaft	w3_d537e17466
vorschreiten	w5_d537e17469
zu	w7_d537e17472
können	w9_d537e17475
eine	w11_d537e17478
Nohtdurft	w1_d537e17483
zu	w3_d537e17486
seyn	w5_d537e17489
befunden	w7_d537e17492
hat,	w9_d537e17495
alle	w11_d537e17498
hieran	w13_d537e17502
Theilnehmende,	w1_d537e17507
sowol	w3_d537e17510
in	w5_d537e17513
als	w7_d537e17516
ausser	w9_d537e17519
Land	w11_d537e17522
befind	w13_d537e17526
liche	w1_d537e17531
Personen	w3_d537e17534
durch	w5_d537e17537
dieses	w7_d537e17540
offentliche	w9_d537e17543
Edict	w11_d537e17546
zu	w13_d537e17550
AnmeldLegitimir	w1_d537e17556
und	w3_d537e17559
Liquidirung	w5_d537e17562
ihrer	w7_d537e17565
an	w9_d537e17568
ob	w11_d537e17571
bemeldte	w1_d537e17576
Verlassenschaft	w3_d537e17579
ex	w5_d537e17582
quacunque	w7_d537e17585
causa	w9_d537e17588
vel	w11_d537e17591
titulo	w1_d537e17596
habender	w3_d537e17599
Sprüch	w5_d537e17602
und	w7_d537e17605
Forderungen	w9_d537e17608
gericht	w11_d537e17611
lich	w1_d537e17616
vorzuladen	w3_d537e17619
und	w5_d537e17622
einzuberuffen;	w7_d537e17625
zu	w9_d537e17628
welchem	w11_d537e17631
Ende	w1_d537e17637
dann	w3_d537e17640
denenselben	w5_d537e17643
der	w7_d537e17646
10.	w9_d537e17649
Tag	w11_d537e17652
des	w13_d537e17656
künfti	w15_d537e17659
gen	w1_d537e17664
Monats	w3_d537e17667
Aprilis	w5_d537e17670
1761.	w7_d537e17673
Nachmittags	w9_d537e17676
um	w11_d537e17679
4.	w13_d537e17683
Uhr	w1_d537e17688
zur	w3_d537e17691
gewöhnlichen	w5_d537e17694
Convocations	w7_d537e17697
und	w9_d537e17700
Anmel	w11_d537e17703
dungs=tagsatzung	w1_d537e17708
zu	w3_d537e17711
all	w5_d537e17714
endlicher	w7_d537e17717
Frist	w9_d537e17720
anberau	w11_d537e17723
met	w1_d537e17729
worden.	w3_d537e17732
Solchemnach	w5_d537e17735
werden	w7_d537e17738
alle	w9_d537e17741
und	w11_d537e17744
jede,	w13_d537e17748
welche	w1_d537e17753
bey	w3_d537e17756
gedacht	w5_d537e17759
Julii	w7_d537e17762
Centurionischen	w9_d537e17765
Verlas	w11_d537e17768
senschaft	w1_d537e17773
um	w3_d537e17776
rechtmäßiger	w5_d537e17779
Schuldforderung	w7_d537e17782
willen	w1_d537e17787
einige	w3_d537e17790
Sprüch	w5_d537e17793
haben,	w7_d537e17796
oder	w9_d537e17799
zu	w11_d537e17802
haben	w13_d537e17806
ver	w15_d537e17809
meinen,	w1_d537e17815
an	w3_d537e17818
obbestimmten	w5_d537e17821
Tag	w7_d537e17824
und	w9_d537e17827
Stund	w11_d537e17830
vor	w13_d537e17834
Regierung	w1_d537e17839
in	w3_d537e17842
der	w5_d537e17845
daselbst	w7_d537e17848
zu	w9_d537e17851
solchem	w11_d537e17854
Ende	w13_d537e17858
offen	w15_d537e17861
haltenden	w1_d537e17866
Commißions=stuben	w3_d537e17869
entweder	w5_d537e17872
selbst	w7_d537e17875
persönlich,	w1_d537e17880
oder	w3_d537e17883
durch	w5_d537e17886
hiezu	w7_d537e17889
genugsam	w9_d537e17892
gevollmäch	w11_d537e17895
tigte	w1_d537e17901
Gewalt=tragere	w3_d537e17904
also	w5_d537e17907
gewiß	w7_d537e17910
zu	w9_d537e17913
erscheinen,	w11_d537e17916
und	w1_d537e17921
ihre	w3_d537e17924
an	w5_d537e17927
solche	w7_d537e17930
Verlassenschaft	w9_d537e17933
habende	w11_d537e17936
Anfor	w13_d537e17940
derungen	w1_d537e17945
anzumelden,	w3_d537e17948
rechtlich	w5_d537e17951
zu	w7_d537e17954
legitimiren,	w9_d537e17957
und	w1_d537e17962
zu	w3_d537e17965
liquidiren	w5_d537e17968
haben;	w7_d537e17971
als	w9_d537e17974
im	w11_d537e17977
widrigen	w13_d537e17981
die	w15_d537e17984
Abhandlung	w1_d537e17990
gleichwolen	w3_d537e17993
vorgenommen,	w5_d537e17996
und	w7_d537e17999
un	w9_d537e18002
gehindert	w1_d537e18007
deren	w3_d537e18010
etwa	w5_d537e18013
vorhandenen	w7_d537e18016
Glaubigern,	w9_d537e18019
so	w1_d537e18024
sich	w3_d537e18027
mit	w5_d537e18030
ihren	w7_d537e18033
Schuld=forderungen	w9_d537e18036
in	w11_d537e18039
bestimm	w13_d537e18043
ter	w1_d537e18048
Zeit	w3_d537e18051
nicht	w5_d537e18054
angemeldet,	w7_d537e18057
solche	w9_d537e18060
Verlassenschaft	w11_d537e18063
dem	w1_d537e18069
Kaiserl.	w3_d537e18072
Königl	w5_d537e18075
Spanischen	w7_d537e18078
Spital,	w9_d537e18081
als	w11_d537e18084
Te	w13_d537e18088
stament	w1_d537e18093
instituirten	w3_d537e18096
Universal=erben	w5_d537e18099
eingeantwor	w7_d537e18102
tet,	w1_d537e18107
auch	w3_d537e18110
ansonsten	w5_d537e18113
ex	w7_d537e18116
officio	w9_d537e18119
vorgekehret	w11_d537e18122
wer	w13_d537e18126
den	w1_d537e18131
solle,	w3_d537e18134
was	w5_d537e18137
Rechtens	w7_d537e18140
ist.	w9_d537e18143
Wornach	w11_d537e18146
sich	w13_d537e18150
also	w15_d537e18153
ein	w1_d537e18159
jeder	w3_d537e18162
zu	w5_d537e18165
richten	w7_d537e18168
wissen	w9_d537e18171
wird.	w11_d537e18174
</p>
<p id="p12_d537e18178">
Auf	w1_d537e18182
hohe	w3_d537e18185
Verordnung	w5_d537e18188
werden	w7_d537e18191
den	w9_d537e18194
27.	w11_d537e18197
dies	w13_d537e18201
fruh	w1_d537e18206
von	w3_d537e18209
9.	w5_d537e18212
bis	w7_d537e18215
12.	w9_d537e18218
Uhr	w11_d537e18221
in	w13_d537e18225
der	w15_d537e18228
Stadt	w17_d537e18231
in	w19_d537e18234
dem	w21_d537e18237
so	w23_d537e18240
genannten	w1_d537e18245
kleinen	w3_d537e18248
Ofenloch	w5_d537e18251
im	w7_d537e18254
anderten	w9_d537e18257
Stock	w11_d537e18260
auf	w1_d537e18266
der	w3_d537e18269
mitteren	w5_d537e18272
Stiegen	w7_d537e18275
einige	w9_d537e18278
Effecten	w11_d537e18281
dem	w13_d537e18285
Meistbeitenden	w1_d537e18290
käuflich	w3_d537e18293
hindann	w5_d537e18296
grlassen	w7_d537e18299
werden.	w9_d537e18302
</p>
<head id="h2_d537e18400">
Jena	w1_d537e18404
11.	w3_d537e18407
Mart.	w5_d537e18410
</head>
<p id="p4_d537e18413">
Nachdeme	w1_d537e18417
der	w3_d537e18420
Herr	w5_d537e18423
General=leutenant	w7_d537e18426
von	w1_d537e18431
Rosenfeld	w3_d537e18434
von	w5_d537e18437
dem	w7_d537e18440
Herrn	w9_d537e18443
Gene	w11_d537e18446
ralen	w1_d537e18451
von	w3_d537e18454
Haddick	w5_d537e18457
Befehl	w7_d537e18460
bekommen,	w9_d537e18463
mit	w11_d537e18466
seinem	w1_d537e18472
unterhabenden	w3_d537e18475
Corps	w5_d537e18478
vorzurücken,	w7_d537e18481
um	w1_d537e18486
den	w3_d537e18489
Posten	w5_d537e18492
von	w7_d537e18495
Saalfeld	w9_d537e18498
wieder	w11_d537e18501
zu	w13_d537e18505
be	w15_d537e18508
setzen,	w1_d537e18513
und	w3_d537e18516
auf	w5_d537e18519
die	w7_d537e18522
Preußische	w9_d537e18525
Trupen	w11_d537e18528
los	w13_d537e18532
zugehen,	w1_d537e18537
welche	w3_d537e18540
den	w5_d537e18543
ganzen	w7_d537e18546
Neustädter=creiß	w9_d537e18549
mit	w1_d537e18555
Aufhebung	w3_d537e18558
der	w5_d537e18561
tauglichen	w7_d537e18564
Mannschaft	w9_d537e18567
und	w1_d537e18572
gewaltthätiger	w3_d537e18575
Wegnehmung	w5_d537e18578
des	w7_d537e18581
Viehes	w9_d537e18584
sowol,	w1_d537e18589
als	w3_d537e18592
des	w5_d537e18595
Gelds,	w7_d537e18598
Lebens=mittel,	w9_d537e18601
und	w11_d537e18604
Fourage	w1_d537e18609
zu	w3_d537e18612
verwüsten	w5_d537e18615
trachteten;	w7_d537e18618
als	w9_d537e18621
hat	w11_d537e18624
sich	w1_d537e18630
gedachter	w3_d537e18633
Herr	w5_d537e18636
von	w7_d537e18639
Rosenfeld	w9_d537e18642
seinem	w11_d537e18645
aufhabenden	w1_d537e18650
Befehle	w3_d537e18653
gemäß	w5_d537e18656
den	w7_d537e18659
9ten	w9_d537e18662
die	w11_d537e18665
ses	w1_d537e18670
in	w3_d537e18673
Marsche	w5_d537e18676
gesetzet,	w7_d537e18679
und	w9_d537e18682
schickte	w11_d537e18685
seine	w13_d537e18689
Avant=garde	w1_d537e18694
unter	w3_d537e18697
der	w5_d537e18700
Anführung	w7_d537e18703
des	w9_d537e18706
Herrn	w1_d537e18712
Generalens	w3_d537e18715
Barons	w5_d537e18718
von	w7_d537e18721
Weczey	w9_d537e18724
vor	w11_d537e18727
aus,	w1_d537e18732
welcher	w3_d537e18735
den	w5_d537e18738
10ten	w7_d537e18741
darauf	w9_d537e18744
zwischen	w11_d537e18747
Bolsneck,	w1_d537e18752
und	w3_d537e18755
Neustadt	w5_d537e18758
jenseits	w7_d537e18761
der	w9_d537e18764
Orla	w11_d537e18767
ein	w1_d537e18772
grosses	w3_d537e18775
Hussaren=detaschement	w5_d537e18778
von	w7_d537e18781
dem	w9_d537e18784
Ziethenschen	w1_d537e18790
Regiment	w3_d537e18793
angetroffen,	w5_d537e18796
eine	w7_d537e18799
grosse	w1_d537e18804
Menge	w3_d537e18807
davon	w5_d537e18810
nieder	w7_d537e18813
gemacht,	w9_d537e18816
und	w11_d537e18819
endlichen	w1_d537e18824
über	w3_d537e18827
den	w5_d537e18830
Hauffen	w7_d537e18833
geworfen,	w9_d537e18836
hier	w11_d537e18839
auf	w1_d537e18844
wurden	w3_d537e18847
die	w5_d537e18850
flüchtige	w7_d537e18853
Feinde	w9_d537e18856
bis	w11_d537e18859
Neu	w13_d537e18863
stadt	w1_d537e18869
verfolget,	w3_d537e18872
und	w5_d537e18875
während	w7_d537e18878
der	w9_d537e18881
Flucht	w11_d537e18884
noch	w13_d537e18888
einige	w1_d537e18893
zu	w3_d537e18896
Kriegs=gefangenen	w5_d537e18899
gemacht,	w7_d537e18902
alt	w9_d537e18905
da	w1_d537e18910
stiesse	w3_d537e18913
aber	w5_d537e18916
ein	w7_d537e18919
Bataillon	w9_d537e18922
von	w11_d537e18925
Luderitz,	w13_d537e18929
so	w15_d537e18932
auf	w1_d537e18937
der	w3_d537e18940
Anhöhe	w5_d537e18943
von	w7_d537e18946
Sachsenburg	w9_d537e18949
bey	w11_d537e18952
dem	w13_d537e18956
Eingang	w1_d537e18962
des	w3_d537e18965
Waldes	w5_d537e18968
mit	w7_d537e18971
2.	w9_d537e18974
Canonen	w11_d537e18977
in	w13_d537e18981
Schlacht=ordnung	w1_d537e18986
postiret	w3_d537e18989
ware,	w5_d537e18992
zu	w7_d537e18995
ihnen;	w9_d537e18998
der	w1_d537e19003
Herr	w3_d537e19006
von	w5_d537e19009
Weczey	w7_d537e19012
attaquirte	w9_d537e19015
sodann	w11_d537e19018
die	w13_d537e19022
ses	w1_d537e19027
Bataillon	w3_d537e19030
augenblicklich,	w5_d537e19033
ungeachtet	w7_d537e19036
es	w9_d537e19039
eine	w1_d537e19045
sehr	w3_d537e19048
vortheilhafte	w5_d537e19051
Position	w7_d537e19054
innen	w9_d537e19057
hatte	w11_d537e19060
und	w1_d537e19065
jagte	w3_d537e19068
dasselbe	w5_d537e19071
nach	w7_d537e19074
einem	w9_d537e19077
ausgehaltenen	w11_d537e19080
hartnäckigen	w1_d537e19085
Widerstand	w3_d537e19088
endlichen	w5_d537e19091
in	w7_d537e19094
die	w9_d537e19097
Flucht.	w1_d537e19102
Die	w3_d537e19105
feindliche	w5_d537e19108
Arrier=garde	w7_d537e19111
wurde	w9_d537e19114
völlig	w1_d537e19120
in	w3_d537e19123
Stücken	w5_d537e19126
gehauen,	w7_d537e19129
und	w9_d537e19132
ihr	w11_d537e19135
Com	w13_d537e19139
</p>
<p id="p6_d537e19142">
mandant	w1_d537e19146
der	w3_d537e19149
Capitain	w5_d537e19152
Baron	w7_d537e19155
von	w9_d537e19158
Chan	w11_d537e19161
montet	w1_d537e19166
mit	w3_d537e19169
50.	w5_d537e19172
seiner	w7_d537e19175
Leute	w9_d537e19178
zu	w11_d537e19181
Kriegsge	w13_d537e19185
fangenen	w1_d537e19190
gemacht;	w3_d537e19193
der	w5_d537e19196
Schaden	w7_d537e19199
der	w9_d537e19202
Wec	w11_d537e19205
zeyischen	w1_d537e19211
Trupen	w3_d537e19214
hingegen	w5_d537e19217
belauffet	w7_d537e19220
sich	w9_d537e19223
nicht	w11_d537e19226
höher,	w1_d537e19231
als	w3_d537e19234
auf	w5_d537e19237
3.	w7_d537e19240
oder	w9_d537e19243
4.	w11_d537e19246
todte	w13_d537e19250
Pferde,	w15_d537e19253
und	w17_d537e19256
einem	w1_d537e19261
bleßirten	w3_d537e19264
Hussaren=leutenant,	w5_d537e19267
nebst	w7_d537e19270
6.	w1_d537e19275
Gemeinen.	w3_d537e19278
</p>
<p id="p8_d537e19281">
Der	w1_d537e19285
Herr	w3_d537e19288
von	w5_d537e19291
Weczey	w7_d537e19294
postirte	w9_d537e19297
sich	w11_d537e19300
hierauf	w13_d537e19304
alsogleich	w1_d537e19309
zu	w3_d537e19312
Neustadt,	w5_d537e19315
wordurch	w7_d537e19318
endlichen	w9_d537e19321
der	w1_d537e19326
ganze	w3_d537e19329
Creiß	w5_d537e19332
dieses	w7_d537e19335
Namens	w9_d537e19338
von	w11_d537e19341
dene	w13_d537e19345
feind	w15_d537e19348
lichen	w1_d537e19354
Plünderungen	w3_d537e19357
und	w5_d537e19360
anderen	w7_d537e19363
von	w9_d537e19366
ihnen	w11_d537e19369
allda	w1_d537e19374
ausgeübten	w3_d537e19377
Excessen	w5_d537e19380
befreyet	w7_d537e19383
worden.	w9_d537e19386
</p>
<p id="p10_d537e19389">
Bey	w1_d537e19393
dem	w3_d537e19396
Löbl.	w5_d537e19399
Stift,	w7_d537e19402
und	w9_d537e19405
würdigen	w11_d537e19408
unser	w13_d537e19412
lis	w15_d537e19415
ben	w1_d537e19420
Frauen	w3_d537e19423
GOttes	w5_d537e19426
haus	w7_d537e19429
zu	w9_d537e19432
den	w11_d537e19435
Schotten	w13_d537e19439
in	w15_d537e19442
Wien	w17_d537e19445
bestellten	w1_d537e19450
Hof	w3_d537e19453
und	w5_d537e19456
Grund=gericht	w7_d537e19459
wirdet	w9_d537e19462
den	w11_d537e19465
18.	w13_d537e19469
künftigen	w1_d537e19475
Monats	w3_d537e19478
Aprilis	w5_d537e19481
Vormittag	w7_d537e19484
um	w9_d537e19487
9.	w11_d537e19490
Uhr	w13_d537e19494
Jnhalt	w1_d537e19499
des	w3_d537e19502
bereits	w5_d537e19505
affigirten	w7_d537e19508
Licitations=edict	w9_d537e19511
das	w1_d537e19516
am	w3_d537e19519
Neubau	w5_d537e19522
ligend,	w7_d537e19525
zum	w9_d537e19528
goldenen	w11_d537e19531
Adler	w13_d537e19535
be	w15_d537e19538
schildete,	w1_d537e19543
mit	w3_d537e19546
der	w5_d537e19549
Schank=gerechtigkeit	w7_d537e19552
begabte,	w9_d537e19555
und	w1_d537e19561
bereits	w3_d537e19564
gerichtlich	w5_d537e19567
geschätzte	w7_d537e19570
Anton	w9_d537e19573
Huberi	w11_d537e19576
sche	w1_d537e19581
Haus,	w3_d537e19584
samt	w5_d537e19587
dem	w7_d537e19590
darzu	w9_d537e19593
gehörigen	w11_d537e19596
Garten	w13_d537e19600
plus	w15_d537e19603
offerenri	w1_d537e19608
licitando	w3_d537e19611
verkauffet,	w5_d537e19614
und	w7_d537e19617
der	w9_d537e19620
Kauf	w11_d537e19623
mit	w13_d537e19627
dem	w1_d537e19632
Meist=bietenden	w3_d537e19635
gegen	w5_d537e19638
baaren	w7_d537e19641
Erlag	w9_d537e19644
ex	w11_d537e19647
offi-	w13_d537e19651
cio	w1_d537e19657
geschlossen	w3_d537e19660
werden.	w5_d537e19663
</p>
<p id="p12_d537e19667">
Auf	w1_d537e19671
Verordnung	w3_d537e19674
eines	w5_d537e19677
Hochlöbl.	w7_d537e19680
in	w9_d537e19683
Wechsel	w11_d537e19686
sa	w13_d537e19690
chen	w1_d537e19695
aus	w3_d537e19698
Regierung	w5_d537e19701
aufgestellten	w7_d537e19704
Judicii	w9_d537e19707
Delegati	w11_d537e19710
werden	w1_d537e19715
2.	w3_d537e19718
grosse	w5_d537e19721
halb=rund=vergripfte	w7_d537e19724
3.	w9_d537e19727
Schuh	w11_d537e19730
und	w1_d537e19736
1	w3_d537e19739
Vierttl	w5_d537e19742
lang,	w7_d537e19745
und	w9_d537e19748
20.	w11_d537e19751
Zoll	w13_d537e19755
breite	w15_d537e19758
von	w17_d537e19761
un	w19_d537e19764
terschiedlichem	w1_d537e19769
Marmor,	w3_d537e19772
(eine	w5_d537e19775
Landschaft	w7_d537e19778
mit	w9_d537e19781
Fi	w11_d537e19784
guren	w1_d537e19789
und	w3_d537e19792
Vögeln	w5_d537e19795
vorstellend)	w7_d537e19798
eingelegte	w9_d537e19801
Tisch	w11_d537e19804
blatten,	w1_d537e19809
dann	w3_d537e19812
4.	w5_d537e19815
dergleichen	w7_d537e19818
kleinere	w9_d537e19821
Ecketisch	w11_d537e19824
blat.	w13_d537e19828
ten,	w1_d537e19834
jedes	w3_d537e19837
16.	w5_d537e19840
Zoll	w7_d537e19843
lang,	w9_d537e19846
und	w11_d537e19849
16.	w13_d537e19853
Zoll	w15_d537e19856
breit	w17_d537e19859
in	w19_d537e19862
der	w21_d537e19865
Römer=staassen	w1_d537e19870
im	w3_d537e19873
Heyingerischen	w5_d537e19876
Haus	w7_d537e19879
im	w9_d537e19882
ersten	w11_d537e19885
Stock	w1_d537e19890
den	w3_d537e19893
27.	w5_d537e19896
Martii	w7_d537e19899
fruhe	w9_d537e19902
um	w11_d537e19905
9.	w13_d537e19909
Uhr	w15_d537e19912
licitando	w17_d537e19915
dem	w1_d537e19920
Meist=bietenden	w3_d537e19923
verkauffet	w5_d537e19926
werden,	w7_d537e19929
</p>
<p id="p14_d537e19932">
Den	w1_d537e19936
10.	w3_d537e19939
Aptil	w5_d537e19942
wird	w7_d537e19945
in	w9_d537e19948
dem	w11_d537e19951
Hochfürstlichen	w13_d537e19955
Er	w15_d537e19958
bistum	w1_d537e19963
Wienerischen	w3_d537e19966
Grund	w5_d537e19969
buch	w7_d537e19972
allhier	w9_d537e19975
die	w11_d537e19978
Gene	w13_d537e19982
tal=Engelshofische	w1_d537e19987
Behausung	w3_d537e19990
zu	w5_d537e19993
Simmering	w7_d537e19996
samt	w9_d537e19999
ganzer	w1_d537e20005
Einrichtung	w3_d537e20008
frube	w5_d537e20011
um	w7_d537e20014
9	w9_d537e20017
Uhr	w11_d537e20020
dem	w13_d537e20024
Meistbie	w15_d537e20027
tenden	w1_d537e20032
licitando	w3_d537e20035
verkauffet	w5_d537e20038
werden,	w7_d537e20041
wer	w9_d537e20044
also	w11_d537e20047
sol	w13_d537e20051
che	w1_d537e20056
Behausung	w3_d537e20059
zu	w5_d537e20062
sehen	w7_d537e20065
verlanget,	w9_d537e20068
hat	w11_d537e20071
sich	w13_d537e20075
in	w15_d537e20078
dem	w17_d537e20081
Gräflich	w1_d537e20086
groß=Gollischen	w3_d537e20089
Haus	w5_d537e20092
in	w7_d537e20095
der	w9_d537e20098
Weinbutg	w11_d537e20101
gassen	w1_d537e20107
im	w3_d537e20110
ersten	w5_d537e20113
Stock	w7_d537e20116
zu	w9_d537e20119
melden.	w11_d537e20122
</p>
<p id="p20_d537e20135">
Den	w1_d537e20139
4.	w3_d537e20142
April	w5_d537e20145
1761.	w7_d537e20148
fruhe	w9_d537e20151
um	w11_d537e20154
9.	w13_d537e20158
Uhr	w15_d537e20161
wird	w17_d537e20164
in	w19_d537e20167
der	w21_d537e20170
Schotten=grund	w1_d537e20175
staben	w3_d537e20178
allhier	w5_d537e20181
das	w7_d537e20184
Moserische	w9_d537e20187
Haus	w1_d537e20192
zum	w3_d537e20195
weissen	w5_d537e20198
Adler	w7_d537e20201
ausser	w9_d537e20204
Maria	w11_d537e20207
hülf	w13_d537e20211
ausge	w15_d537e20214
feiekt,	w1_d537e20220
und	w3_d537e20223
dem	w5_d537e20226
Meist	w7_d537e20229
bietenden	w9_d537e20232
verkauffet	w11_d537e20235
werden.	w13_d537e20239
</p>
<p id="p22_d537e20242">
Den	w1_d537e20246
9.	w3_d537e20249
deto	w5_d537e20252
frühe	w7_d537e20255
um	w9_d537e20258
9.	w11_d537e20261
Uhr	w13_d537e20265
wird	w15_d537e20268
das	w17_d537e20271
Gräflich	w19_d537e20274
Raabische	w1_d537e20279
Haus	w3_d537e20282
und	w5_d537e20285
Garten	w7_d537e20288
zu	w9_d537e20291
Traiskirchen	w11_d537e20294
in	w13_d537e20298
der	w15_d537e20301
Amts=canzley	w1_d537e20306
allda	w3_d537e20309
ausgefeilet,	w5_d537e20312
und	w7_d537e20315
dem	w9_d537e20318
Meist	w11_d537e20321
bietenden	w1_d537e20327
verkauffet	w3_d537e20330
werden.	w5_d537e20333
</p>
<p id="p24_d537e20337">
Den	w1_d537e20341
10.	w3_d537e20344
April	w5_d537e20347
fruh	w7_d537e20350
um	w9_d537e20353
9.	w11_d537e20356
Uhr	w13_d537e20360
werden	w15_d537e20363
auf	w17_d537e20366
ge	w19_d537e20369
meiner	w1_d537e20374
Stadt	w3_d537e20377
Wien	w5_d537e20380
Grund=stuben	w7_d537e20383
die	w9_d537e20386
Langenaui	w11_d537e20389
sche	w1_d537e20394
2.	w3_d537e20397
Häuser,	w5_d537e20400
als	w7_d537e20403
das	w9_d537e20406
erste	w11_d537e20409
in	w13_d537e20413
der	w15_d537e20416
Schuler=stras.	w17_d537e20419
sen	w1_d537e20425
in	w3_d537e20428
der	w5_d537e20431
Stadt	w7_d537e20434
zum	w9_d537e20437
grünen	w11_d537e20440
Rössel,	w13_d537e20444
und	w15_d537e20447
das	w17_d537e20450
zweyte	w19_d537e20453
auf	w1_d537e20458
der	w3_d537e20461
Wieden	w5_d537e20464
zum	w7_d537e20467
roten	w9_d537e20470
Rössel	w11_d537e20473
genannt,	w13_d537e20477
noch	w15_d537e20480
mals	w1_d537e20485
offentlich	w3_d537e20488
ausgefeilet,	w5_d537e20491
und	w7_d537e20494
dem	w9_d537e20497
Meistbieten	w11_d537e20500
den	w1_d537e20505
verkauffet	w3_d537e20508
werden.	w5_d537e20511
</p>
<p id="p26_d537e20514">
Den	w1_d537e20518
15.	w3_d537e20521
April	w5_d537e20524
fruh	w7_d537e20527
um	w9_d537e20530
9.	w11_d537e20533
Uhr	w13_d537e20537
wird	w15_d537e20540
in	w17_d537e20543
der	w19_d537e20546
Schotten=grund=stuben	w1_d537e20551
allhier	w3_d537e20554
das	w5_d537e20557
Christian	w7_d537e20560
Thierische	w1_d537e20565
Haus	w3_d537e20568
zur	w5_d537e20571
weissen	w7_d537e20574
Tauben	w9_d537e20577
ausser	w11_d537e20580
Maria	w13_d537e20584
hülf	w1_d537e20590
nochmals	w3_d537e20593
offentlich	w5_d537e20596
ausgefeilet,	w7_d537e20599
und	w9_d537e20602
dem	w11_d537e20605
Meistbietenden	w1_d537e20610
verkauffet	w3_d537e20613
werden.	w5_d537e20616
</p>
<p id="p28_d537e20623">
Den	w1_d537e20627
23.	w3_d537e20630
April	w5_d537e20633
fruh	w7_d537e20636
um	w9_d537e20639
9.	w11_d537e20642
Uhr	w13_d537e20646
wird	w15_d537e20649
in	w17_d537e20652
der	w19_d537e20655
Bur	w21_d537e20658
ger=spital=grund=stuben	w1_d537e20663
allhier	w3_d537e20666
die	w5_d537e20669
vorhin	w7_d537e20672
Schweitzhardisch	w1_d537e20677
nunmehro	w3_d537e20680
Stockhammerische	w5_d537e20683
Behausung	w1_d537e20689
hinter	w3_d537e20692
dem	w5_d537e20695
Klag=baum	w7_d537e20698
auf	w9_d537e20701
der	w11_d537e20704
neuen	w13_d537e20708
Wieden,	w1_d537e20713
samt	w3_d537e20716
daranstossenden	w5_d537e20719
Grund	w7_d537e20722
und	w9_d537e20725
Stadl	w11_d537e20728
mit	w1_d537e20733
3.	w3_d537e20736
Abtheilungen	w5_d537e20739
nochmals	w7_d537e20742
offentlich	w9_d537e20745
ausgefei	w11_d537e20748
let,	w1_d537e20753
und	w3_d537e20756
dem	w5_d537e20759
Meistbietenden	w7_d537e20762
verkauffet	w9_d537e20765
werden.	w11_d537e20768
</p>
<p id="p30_d537e20771">
Es	w1_d537e20775
ist	w3_d537e20778
vergangenen	w5_d537e20781
Samstag	w7_d537e20784
ein	w9_d537e20787
kleiner	w11_d537e20790
weisser	w13_d537e20794
Hund	w1_d537e20799
von	w3_d537e20802
Bologneser=art,	w5_d537e20805
das	w7_d537e20808
linke	w9_d537e20811
Ohr	w11_d537e20814
schwarz	w13_d537e20818
gezeichnet,	w1_d537e20823
einen	w3_d537e20826
schwarzen	w5_d537e20829
Fleck	w7_d537e20832
an	w9_d537e20835
der	w11_d537e20838
Seiten,	w13_d537e20842
neben	w1_d537e20848
der	w3_d537e20851
Brust	w5_d537e20854
aber	w7_d537e20857
lang	w9_d537e20860
berunter	w11_d537e20863
hangende	w13_d537e20867
Haa	w15_d537e20870
re,	w1_d537e20875
dann	w3_d537e20878
einen	w5_d537e20881
langen	w7_d537e20884
zottigten	w9_d537e20887
Schweif	w11_d537e20890
habend,	w13_d537e20894
