<doc id="wr_1760-05-10" attrs="word" year="1760" month="05" day="10" corpus="2">
<head id="h2_d448e2992">
Konitz	w1_d448e2996
Gräfin	w3_d448e17463
von	w5_d448e17466
Schallenberg,	w7_d448e17469
gebornen	w9_d448e17472
Gräfin	w1_d448e17477
von	w3_d448e17480
Lamberg,	w5_d448e17483
seel.	w7_d448e17486
Verlassenschaft	w9_d448e17489
einige	w11_d448e17492
Sprüch	w1_d448e17497
und	w3_d448e17500
Anforderungen	w5_d448e17503
haben,	w7_d448e17506
oder	w9_d448e17509
zu	w11_d448e17512
ha	w13_d448e17516
ben	w1_d448e17522
vermeinen,)	w3_d448e17525
hiemit	w5_d448e17528
zu	w7_d448e17531
wissen:	w9_d448e17534
welcherge	w11_d448e17537
stalten	w1_d448e17542
wir	w3_d448e17545
zufolge	w5_d448e17548
der	w7_d448e17551
untern	w9_d448e17554
24.	w11_d448e17557
Martii	w13_d448e17561
dies	w15_d448e17564
Jahrs	w1_d448e17569
an	w3_d448e17572
uns	w5_d448e17575
ergangenen	w7_d448e17578
gerichtlichen	w9_d448e17581
Auflag	w11_d448e17584
eine	w13_d448e17588
peremptorie	w1_d448e17593
clausulirte	w3_d448e17596
Convocatious	w5_d448e17599
und	w7_d448e17602
Liqui	w9_d448e17605
dations=tagsatzung	w1_d448e17611
auf	w3_d448e17614
den	w5_d448e17617
19.	w7_d448e17620
Junii	w9_d448e17623
dies	w11_d448e17626
Jahrs	w13_d448e17630
Nachmittags	w1_d448e17635
um	w3_d448e17638
2.	w5_d448e17641
Uhr	w7_d448e17644
in	w9_d448e17647
mein	w11_d448e17650
Land=schrei	w13_d448e17654
bers	w1_d448e17659
in	w3_d448e17662
dem	w5_d448e17665
vorhin	w7_d448e17668
Zichinisch=nun	w9_d448e17671
aber	w11_d448e17674
Harten	w13_d448e17678
bergischen	w1_d448e17683
Haus	w3_d448e17686
in	w5_d448e17689
der	w7_d448e17692
Wald=zeil	w9_d448e17695
im	w11_d448e17698
anderten	w13_d448e17702
Stock	w1_d448e17708
habenden	w3_d448e17711
Wohnung	w5_d448e17714
zu	w7_d448e17717
erscheinen,	w9_d448e17720
pro	w11_d448e17723
imo.	w13_d448e17727
2do.	w1_d448e17732
ac	w3_d448e17735
ultimo	w5_d448e17738
fermino	w7_d448e17741
bestimmet	w9_d448e17744
haben.	w11_d448e17747
</p>
<p id="p38_d448e17750">
Solchemnach	w1_d448e17754
werden	w3_d448e17757
alle	w5_d448e17760
und	w7_d448e17763
jede	w9_d448e17766
Jntereßirte,	w11_d448e17769
so	w1_d448e17774
an	w3_d448e17777
obbenannter	w5_d448e17780
Frauen	w7_d448e17783
Josephä	w9_d448e17786
Antoniä	w11_d448e17789
Gra	w13_d448e17793
fin	w1_d448e17798
von	w3_d448e17801
Schallenberg	w5_d448e17804
seel.	w7_d448e17807
Verlassenschaft	w9_d448e17810
Spruch	w11_d448e17813
und	w1_d448e17819
Anforderung	w3_d448e17822
haben,	w5_d448e17825
oder	w7_d448e17828
zu	w9_d448e17831
haben	w11_d448e17834
vermei	w13_d448e17838
nen,	w1_d448e17843
an	w3_d448e17846
obgedachtem	w5_d448e17849
Tag,	w7_d448e17852
Stund,	w9_d448e17855
und	w11_d448e17858
Ort	w13_d448e17862
also	w1_d448e17867
gewiß	w3_d448e17870
persönlich,	w5_d448e17873
oder	w7_d448e17876
durch	w9_d448e17879
genugsam	w11_d448e17882
Ge	w13_d448e17886
vollmächtigte	w1_d448e17891
erscheinen,	w3_d448e17894
ihre	w5_d448e17897
Sprüch	w7_d448e17900
anmelden,	w9_d448e17903
und	w1_d448e17909
zugleich	w3_d448e17912
der	w5_d448e17915
Ordnung	w7_d448e17918
nach	w9_d448e17921
behörig	w11_d448e17924
liquioi	w13_d448e17928
ren;	w1_d448e17933
als	w3_d448e17936
im	w5_d448e17939
widrigen	w7_d448e17942
die	w9_d448e17945
Abhandlung	w11_d448e17948
vorgenom	w13_d448e17952
men,	w1_d448e17957
hierüber	w3_d448e17960
ex	w5_d448e17963
officlo	w7_d448e17966
relationiret,	w9_d448e17969
denen	w11_d448e17972
Abwesenden	w1_d448e17977
aber	w3_d448e17980
das	w5_d448e17983
ewige	w7_d448e17986
Stillschweigen	w9_d448e17989
auf	w11_d448e17992
erlegt	w1_d448e17998
werden	w3_d448e18001
solle.	w5_d448e18004
</p>
<head id="h2_d448e18150">
Resolvirte,	w1_d448e18154
neu	w3_d448e18157
an	w5_d448e18160
und	w7_d448e18163
aufgenom	w9_d448e18166
mene	w1_d448e18171
Hoch=adeliche	w3_d448e18174
Sternkreutzordens	w5_d448e18177
damen	w1_d448e18182
den	w3_d448e18185
3.	w5_d448e18188
May	w7_d448e18191
1760.	w9_d448e18194
</head>
<p id="p4_d448e18197">
Jhre	w1_d448e18201
Kaiserl.	w3_d448e18204
Königl.	w5_d448e18207
Apostolische	w7_d448e18210
Maj.	w1_d448e18215
haben	w3_d448e18218
durch	w5_d448e18221
Jhre	w7_d448e18224
Königl.	w9_d448e18227
Hoheit	w1_d448e18232
Erz=herzogin	w3_d448e18235
Maria	w5_d448e18238
Anna,	w7_d448e18241
für	w1_d448e18247
die	w3_d448e18250
Durchleuchtigste	w5_d448e18253
Frau,	w7_d448e18256
Frau	w9_d448e18259
Elisabetha	w1_d448e18264
Prinzeßin	w3_d448e18267
von	w5_d448e18270
Parma,	w7_d448e18273
rc.	w9_d448e18276
den	w1_d448e18281
Stern=kreutz=orden	w3_d448e18284
empfangen	w5_d448e18287
lassen.	w1_d448e18292
</p>
<p id="p6_d448e18295">
Gabriela	w1_d448e18299
Fräule	w3_d448e18302
Freyin	w5_d448e18305
von	w7_d448e18308
Reischach.	w9_d448e18311
Kaiserl.	w1_d448e18316
Königl.	w3_d448e18319
Hof=dame.	w5_d448e18322
</p>
<head id="h2_d448e18328">
Aus	w1_d448e18332
dem	w3_d448e18335
Hoch=adelichen	w5_d448e18338
Stern	w7_d448e18341
kreutz=orden	w1_d448e18346
seynd	w3_d448e18349
vom	w5_d448e18352
14.	w7_d448e18355
September	w9_d448e18358
1759.	w1_d448e18363
bis	w3_d448e18366
3.	w5_d448e18369
Mäy	w7_d448e18372
1760.	w9_d448e18375
in	w11_d448e18378
GOtt	w13_d448e18382
seelig	w15_d448e18385
entschlaffen,	w1_d448e18391
die	w3_d448e18394
Hoch	w5_d448e18397
und	w7_d448e18400
Wolgeborne	w9_d448e18403
Frauen,	w1_d448e18408
Frauen	w3_d448e18411
</head>
<list id="l4_d448e18414">
Contessa	w1_d448e18418
di	w3_d448e18421
V'alvasonc,	w5_d448e18424
à	w7_d448e18427
Venezia.	w9_d448e18430
Constantia	w1_d448e18435
Gräfin	w3_d448e18438
von	w5_d448e18441
Poniatowsky	w7_d448e18444
geborne	w1_d448e18449
Fürstin	w3_d448e18452
Czartorirzky,	w5_d448e18455
zu	w7_d448e18458
Warschau.	w9_d448e18461
Helena	w1_d448e18467
Juditha	w3_d448e18470
Freyin	w5_d448e18473
Bordogna	w7_d448e18476
von	w9_d448e18479
Taßis,	w1_d448e18484
geborne	w3_d448e18487
Freyin	w5_d448e18490
Crosina	w7_d448e18493
von	w9_d448e18496
Man	w11_d448e18499
burg,	w1_d448e18504
zu	w3_d448e18507
Trient.	w5_d448e18510
</list>
<list id="l6_d448e18514">
Maria	w1_d448e18518
Elisabetha	w3_d448e18521
Freyin	w5_d448e18524
von	w7_d448e18527
Kalkreut,	w9_d448e18530
ge	w11_d448e18533
borne	w1_d448e18538
Schmerowskyn	w3_d448e18541
von	w5_d448e18544
Littowitz	w7_d448e18547
/	w9_d448e18550
zu	w11_d448e18553
Kam	w13_d448e18557
mendorf	w1_d448e18562
in	w3_d448e18565
Schlesien.	w5_d448e18568
Maria	w1_d448e18574
Contessa	w3_d448e18577
Pastroni,	w5_d448e18580
nata	w7_d448e18583
Marchesa	w9_d448e18586
Guerrieri,	w1_d448e18591
à	w3_d448e18594
Casale.	w5_d448e18597
Barbara	w1_d448e18602
Gräfin	w3_d448e18605
von	w5_d448e18608
Esterhasy,	w7_d448e18611
geborne	w9_d448e18614
zu	w11_d448e18617
Koslup	w13_d448e18621
in	w15_d448e18624
Böheim.	w17_d448e18627
Gräfin	w1_d448e18632
von	w3_d448e18635
Bereni,	w5_d448e18638
zu	w7_d448e18641
Preßburg.	w9_d448e18644
Theresia	w1_d448e18650
Gräfin	w3_d448e18653
von	w5_d448e18656
Witzay,	w7_d448e18659
geborne	w9_d448e18662
Gräfin	w1_d448e18667
von	w3_d448e18670
Draskowitz,	w5_d448e18673
zu	w7_d448e18676
Höderwar	w9_d448e18679
in	w11_d448e18682
Hungarn.	w1_d448e18687
</list>
<list id="l8_d448e18691">
geborne	w1_d448e18695
Gräfin	w3_d448e18698
von	w5_d448e18701
Gilleis,	w7_d448e18704
zu	w9_d448e18707
Wien.	w11_d448e18710
Maria	w1_d448e18715
Catharina	w3_d448e18718
Freyin	w5_d448e18721
von	w7_d448e18724
Surlet,	w9_d448e18727
Gräfin	w1_d448e18732
von	w3_d448e18735
Liedekerke,	w5_d448e18738
geborne	w7_d448e18741
Gräfin	w9_d448e18744
von	w11_d448e18747
Liedekerke,	w1_d448e18753
zu	w3_d448e18756
Mastricht.	w5_d448e18759
Maria	w1_d448e18764
Polixena	w3_d448e18767
Gräfin	w5_d448e18770
von	w7_d448e18773
Nostitz,	w9_d448e18776
ge	w11_d448e18779
borne	w1_d448e18784
Reichs=freyin	w3_d448e18787
von	w5_d448e18790
Ratschin,	w7_d448e18793
zu	w9_d448e18796
Wien.	w11_d448e18799
Giuglia	w1_d448e18804
Maria	w3_d448e18807
Contessa	w5_d448e18810
Somaglua,	w7_d448e18813
nata	w9_d448e18816
Contessa	w1_d448e18822
di	w3_d448e18825
Vimercate,	w5_d448e18828
à	w7_d448e18831
Milano.	w9_d448e18834
Anna	w1_d448e18839
Francisca	w3_d448e18842
Gräfin	w5_d448e18845
von	w7_d448e18848
Althann,	w9_d448e18851
ge	w11_d448e18854
borne	w1_d448e18859
Gräfin	w3_d448e18862
von	w5_d448e18865
Opperstorf	w7_d448e18868
,	w9_d448e18871
zu	w11_d448e18874
Wien	w13_d448e18878
Maria	w1_d448e18883
Juliana	w3_d448e18886
Gräfin	w5_d448e18889
von	w7_d448e18892
Attems,	w9_d448e18895
ge	w11_d448e18898
borne	w1_d448e18904
Gräfin	w3_d448e18907
von	w5_d448e18910
Wildenstein,	w7_d448e18913
zu	w9_d448e18916
Grätz.	w11_d448e18919
Cleonora	w1_d448e18924
Gräfin	w3_d448e18927
von	w5_d448e18930
Almeslo,	w7_d448e18933
geborne	w9_d448e18936
Gräfin	w1_d448e18941
von	w3_d448e18944
Goes,	w5_d448e18947
zu	w7_d448e18950
Bertholsdorf	w9_d448e18953
in	w11_d448e18956
Nie	w13_d448e18960
der	w1_d448e18965
schlesien.	w3_d448e18968
Maximiliana	w1_d448e18974
Gräfin	w3_d448e18977
von	w5_d448e18980
Hoditz	w7_d448e18983
und	w9_d448e18986
Wolfranitz,	w1_d448e18991
geborne	w3_d448e18994
Freyin	w5_d448e18997
Skribensky	w7_d448e19000
von	w9_d448e19003
Schönhof,	w1_d448e19008
zu	w3_d448e19011
Teschen.	w5_d448e19014
Jsabella	w1_d448e19019
Gräfin	w3_d448e19022
von	w5_d448e19025
Hochenfeld,	w7_d448e19028
geborne	w9_d448e19031
Freyin	w1_d448e19037
von	w3_d448e19040
Stadl,	w5_d448e19043
zu	w7_d448e19046
Wien.	w9_d448e19049
Charlotta	w1_d448e19054
Dorothea	w3_d448e19057
Gräfin	w5_d448e19060
von	w7_d448e19063
Rögen	w9_d448e19066
dorf,	w1_d448e19071
geborne	w3_d448e19074
Gräfin	w5_d448e19077
von	w7_d448e19080
Palfy,	w9_d448e19083
zu	w11_d448e19086
Slaup	w13_d448e19090
in	w1_d448e19095
Mähren.	w3_d448e19098
Louise	w1_d448e19104
Fürstin	w3_d448e19107
von	w5_d448e19110
Thurn	w7_d448e19113
und	w9_d448e19116
Taxis,	w11_d448e19119
ge	w13_d448e19123
</list>
<list id="l10_d448e19127">
Maria	w1_d448e19131
Francisca	w3_d448e19134
Gräfin	w5_d448e19137
von	w7_d448e19140
Lamberg,	w9_d448e19143
</list>
<list id="l12_d448e19148">
borne	w1_d448e19152
Gräfin	w3_d448e19155
von	w5_d448e19158
Martigny,	w7_d448e19161
zu	w9_d448e19164
Wien.	w11_d448e19167
Theresia	w1_d448e19172
Freyin	w3_d448e19175
von	w5_d448e19178
Würzburg,	w7_d448e19181
geborne	w9_d448e19184
Freyin	w1_d448e19189
von	w3_d448e19192
Bechtelseyn,	w5_d448e19195
zu	w7_d448e19198
Würzburg.	w9_d448e19201
Maria	w1_d448e19207
Anna	w3_d448e19210
Gräfin	w5_d448e19213
von	w7_d448e19216
Attems,	w9_d448e19219
gebor	w11_d448e19222
</list>
<list id="l14_d448e19226">
Theresia	w1_d448e19230
Gräfin	w3_d448e19233
von	w5_d448e19236
Bathyan,	w7_d448e19239
geborner	w9_d448e19242
Gräfin	w1_d448e19247
von	w3_d448e19250
Strattmann,	w5_d448e19253
zu	w7_d448e19256
Wien.	w9_d448e19259
</list>
<head id="h4_d448e19276">
Rom	w1_d448e19280
12.	w3_d448e19283
April.	w5_d448e19286
</head>
<p id="p6_d448e19289">
Durch	w1_d448e19293
Brife,	w3_d448e19296
die	w5_d448e19299
der	w7_d448e19302
Malthesische	w9_d448e19305
Abge	w11_d448e19308
ssandte	w1_d448e19313
allhier	w3_d448e19316
von	w5_d448e19319
seinem	w7_d448e19322
Hofe	w9_d448e19325
erhalten,	w11_d448e19328
ist	w13_d448e19332
ffolgende	w1_d448e19337
Nachricht	w3_d448e19340
bekannt	w5_d448e19343
worden:	w7_d448e19346
da	w9_d448e19349
die	w11_d448e19352
dasigen	w1_d448e19358
Galeeren	w3_d448e19361
auslauffen	w5_d448e19364
sollten,	w7_d448e19367
um	w9_d448e19370
nach	w1_d448e19375
Siracusa	w3_d448e19378
zu	w5_d448e19381
segeln,	w7_d448e19384
verlangte	w9_d448e19387
ein	w11_d448e19390
Sol	w13_d448e19394
dat	w1_d448e19399
mit	w3_d448e19402
dem	w5_d448e19405
Capitain	w7_d448e19408
zu	w9_d448e19411
sprechen,	w11_d448e19414
und	w13_d448e19418
ent	w15_d448e19421
deckte	w1_d448e19426
demselben	w3_d448e19429
eine	w5_d448e19432
Zusammenverschwö	w7_d448e19435
rung,	w1_d448e19441
welche	w3_d448e19444
die	w5_d448e19447
Türkischen	w7_d448e19450
Sclaven	w9_d448e19453
unter	w11_d448e19456
sich	w1_d448e19461
geschmiedet,	w3_d448e19464
und	w5_d448e19467
die	w7_d448e19470
sie,	w9_d448e19473
sobald	w11_d448e19476
sie	w13_d448e19480
ab	w15_d448e19483
gefahren,	w1_d448e19488
vollstrecken	w3_d448e19491
wollten.	w5_d448e19494
Man	w7_d448e19497
be	w9_d448e19500
mächtigte	w1_d448e19505
sich	w3_d448e19508
daher	w5_d448e19511
der	w7_d448e19514
Rädelsführer,	w9_d448e19517
und	w11_d448e19520
brachte	w1_d448e19526
durch	w3_d448e19529
die	w5_d448e19532
Folter	w7_d448e19535
das	w9_d448e19538
Geständnüß	w11_d448e19541
heraus,	w1_d448e19546
daß	w3_d448e19549
sie	w5_d448e19552
Vorhabens	w7_d448e19555
gewesen,	w9_d448e19558
alle	w11_d448e19561
Maltheser	w1_d448e19566
zu	w3_d448e19569
ermorden,	w5_d448e19572
und	w7_d448e19575
sodann	w9_d448e19578
mit	w11_d448e19581
denen	w1_d448e19586
Galeeren	w3_d448e19589
die	w5_d448e19592
Flucht	w7_d448e19595
zu	w9_d448e19598
nehmen.	w11_d448e19601
</p>
<p id="p8_d448e19604">
Zufolge	w1_d448e19608
des	w3_d448e19611
gewöhnlichen	w5_d448e19614
Verzeichnüsses,	w7_d448e19617
welches	w1_d448e19622
hier,	w3_d448e19625
auf	w5_d448e19628
Befehl	w7_d448e19631
der	w9_d448e19634
Regierung,	w11_d448e19637
alle	w13_d448e19641
Ostern	w1_d448e19646
herauskommt,	w3_d448e19649
erstehet	w5_d448e19652
man,	w7_d448e19655
daß	w9_d448e19658
sich	w1_d448e19664
gegenwärtig	w3_d448e19667
in	w5_d448e19670
unserer	w7_d448e19673
Haupt=stadt	w9_d448e19676
155	w1_d448e19681
184.	w3_d448e19684
Einwohner	w5_d448e19687
befinden,	w7_d448e19690
welche	w9_d448e19693
36485.	w1_d448e19698
Haushaltungen	w3_d448e19701
und	w5_d448e19704
Familien	w7_d448e19707
aus	w9_d448e19710
machen.	w1_d448e19715
Darunter	w3_d448e19718
sind	w5_d448e19721
begriffen	w7_d448e19724
2827.	w9_d448e19727
weltliche	w1_d448e19733
Priester,	w3_d448e19736
3847.	w5_d448e19739
Mönche	w7_d448e19742
von	w9_d448e19745
ver	w11_d448e19748
Din	w1_d448e19753
Orden,	w3_d448e19756
1910.	w5_d448e19759
Kloster=nonnen,	w7_d448e19762
schiedene	w1_d448e19767
1065.	w1_d448e19772
Studenten,	w3_d448e19775
1470.	w5_d448e19778
Armen	w7_d448e19781
in	w9_d448e19784
denen	w11_d448e19787
GOttes=häusern,	w1_d448e19793
7.	w3_d448e19796
Mohren,	w5_d448e19799
52.	w7_d448e19802
Uncatho	w9_d448e19805
lische,	w1_d448e19810
ausgenommen	w3_d448e19813
die	w5_d448e19816
Juden	w7_d448e19819
und	w9_d448e19822
14.	w11_d448e19825
Begynen.	w1_d448e19830
Von	w3_d448e19833
Ostern	w5_d448e19836
1759.	w7_d448e19839
bis	w9_d448e19842
Ostern	w11_d448e19845
1760.	w1_d448e19850
sind	w3_d448e19853
hier	w5_d448e19856
5138.	w7_d448e19859
Personen	w9_d448e19862
geboren,	w11_d448e19865
und	w1_d448e19871
7181.	w3_d448e19874
gestorben.	w5_d448e19877
Dieser	w7_d448e19880
Ueberschlag	w9_d448e19883
ist	w1_d448e19888
in	w3_d448e19891
denen	w5_d448e19894
81.	w7_d448e19897
Parochien	w9_d448e19900
gemacht,	w11_d448e19903
die	w13_d448e19907
sich	w15_d448e19910
in	w1_d448e19915
unserer	w3_d448e19918
Stadt	w5_d448e19921
und	w7_d448e19924
ihren	w9_d448e19927
umligenden	w11_d448e19930
Ge	w13_d448e19934
genden	w1_d448e19939
befinden,	w3_d448e19942
welche	w5_d448e19945
letztere	w7_d448e19948
einen	w9_d448e19951
Bezirk	w11_d448e19954
von	w1_d448e19960
5.	w3_d448e19963
bis	w5_d448e19966
6.	w7_d448e19969
Jtalienischen	w9_d448e19972
Meilen	w11_d448e19975
in	w13_d448e19979
die	w15_d448e19982
Runde	w1_d448e19987
betragen,	w3_d448e19990
und	w5_d448e19993
mehrentheils	w7_d448e19996
aus	w9_d448e19999
Hö	w11_d448e20002
fen,	w1_d448e20007
Weinbergen,	w3_d448e20010
und	w5_d448e20013
Kraut=gärten	w7_d448e20016
bestehen;	w9_d448e20019
denn	w1_d448e20024
was	w3_d448e20027
weiter	w5_d448e20030
gegen	w7_d448e20033
Civita=vecchia	w9_d448e20036
hier	w11_d448e20039
liget,	w1_d448e20045
ist	w3_d448e20048
ungeachtet	w5_d448e20051
des	w7_d448e20054
fruchtbaresten	w9_d448e20057
Bo	w11_d448e20060
dens,	w1_d448e20065
beynahe	w3_d448e20068
unbewohnt,	w5_d448e20071
und	w7_d448e20074
unbebauet,	w9_d448e20077
und	w1_d448e20082
in	w3_d448e20085
einem	w5_d448e20088
Striche	w7_d448e20091
von	w9_d448e20094
30.	w11_d448e20097
bis	w13_d448e20101
40.	w15_d448e20104
Mei	w17_d448e20107
Anen	w1_d448e20112
die	w3_d448e20115
Länge	w5_d448e20118
und	w7_d448e20121
Breite	w9_d448e20124
stehet	w11_d448e20127
man	w13_d448e20131
wei	w15_d448e20134
</p>
<p id="p10_d448e20137">
ter	w1_d448e20141
nichts,	w3_d448e20144
als	w5_d448e20147
3.	w7_d448e20150
Herbergen	w9_d448e20153
zur	w11_d448e20156
Bequemlich	w13_d448e20160
keit	w1_d448e20165
der	w3_d448e20168
Reisenden.	w5_d448e20171
</p>
<head id="h2_d448e20177">
Frankfurt	w1_d448e20181
29.	w3_d448e20184
April.	w5_d448e20187
</head>
<p id="p4_d448e20190">
Vor	w1_d448e20194
einigen	w3_d448e20197
Tagen	w5_d448e20200
ist	w7_d448e20203
der	w9_d448e20206
Kaiserl.	w11_d448e20209
Kö	w13_d448e20213
nigl.	w1_d448e20218
Herr	w3_d448e20221
General=feld=marschall	w5_d448e20224
Graf	w7_d448e20227
von	w1_d448e20232
Serbelloni,	w3_d448e20235
von	w5_d448e20238
Bamberg	w7_d448e20241
abgereiset,	w9_d448e20244
und	w1_d448e20250
dem	w3_d448e20253
angekommenen	w5_d448e20256
Herrn	w7_d448e20259
General	w9_d448e20262
von	w11_d448e20265
Haddick	w1_d448e20270
das	w3_d448e20273
Commando	w5_d448e20276
vom	w7_d448e20279
selbigen	w9_d448e20282
über	w11_d448e20285
geben	w1_d448e20290
worden.	w3_d448e20293
</p>
<p id="p6_d448e20296">
Von	w1_d448e20300
der	w3_d448e20303
Kaiserl.	w5_d448e20306
Königl.	w7_d448e20309
im	w9_d448e20312
Erz=herzogtun	w11_d448e20315
Oesterreich	w1_d448e20320
ob	w3_d448e20323
und	w5_d448e20326
unter	w7_d448e20329
der	w9_d448e20332
Ennß	w11_d448e20335
aufgestellten	w13_d448e20339
Jud	w1_d448e20344
Del.	w3_d448e20347
Mil.	w5_d448e20350
mixt.	w7_d448e20353
wegen,	w9_d448e20356
wird	w11_d448e20359
hiemit	w13_d448e20363
durch	w15_d448e20366
dieses	w1_d448e20372
offentliche	w3_d448e20375
Edict	w5_d448e20378
weil.	w7_d448e20381
Herrn	w9_d448e20384
Ernest	w11_d448e20387
Gun	w13_d448e20391
dacker	w1_d448e20396
Grafensvon	w3_d448e20399
Herberstein,	w5_d448e20402
gewest=Kaiserl.	w7_d448e20405
Königl.	w1_d448e20410
General=feld=marschall=leutenants	w3_d448e20413
und	w5_d448e20416
Commandantens	w1_d448e20421
zu	w3_d448e20424
Segedin	w5_d448e20427
seel.	w7_d448e20430
hinterlassenen	w9_d448e20433
Creditoren	w1_d448e20439
benanntlich:	w3_d448e20442
dem	w5_d448e20445
Rubert	w7_d448e20448
Schlizo	w9_d448e20451
viccs	w1_d448e20456
Medico	w3_d448e20459
zu	w5_d448e20462
Segedin,	w7_d448e20465
Herrn	w9_d448e20468
Franz	w11_d448e20471
Grafen	w13_d448e20475
von	w1_d448e20480
Herberstein.,	w3_d448e20483
Mariä	w5_d448e20486
Nicolitz,	w7_d448e20489
vorhin	w9_d448e20492
ver	w11_d448e20495
ehelicht	w1_d448e20500
gewester	w3_d448e20503
Belgradinin,	w5_d448e20506
des	w7_d448e20509
General	w9_d448e20512
Graf	w11_d448e20515
Wallisischen	w1_d448e20521
Regiments	w3_d448e20524
Haupt=mann	w5_d448e20527
Jech	w7_d448e20530
Ehe	w9_d448e20533
frauen	w1_d448e20538
Judithä,	w3_d448e20541
als	w5_d448e20544
des	w7_d448e20547
Johann	w9_d448e20550
Wenzel	w11_d448e20553
Bu	w13_d448e20557
chofsky,	w1_d448e20562
gewest=Alexander	w3_d448e20565
Würtembergischen	w5_d448e20568
Re	w7_d448e20571
giments	w1_d448e20576
Obrist	w3_d448e20579
wachtmeisters	w5_d448e20582
Eheleiblichen	w7_d448e20585
Schwe	w9_d448e20588
ster	w1_d448e20594
und	w3_d448e20597
Erbin	w5_d448e20600
Frauen	w7_d448e20603
Franciscä	w9_d448e20606
Theresiäa	w11_d448e20609
Freyin	w13_d448e20613
v.	w15_d448e20616
Pfundenstein,	w1_d448e20621
oder	w3_d448e20624
Ceßionario	w5_d448e20627
Schwarz,	w7_d448e20630
Stephan	w9_d448e20633
Knoll,	w1_d448e20638
und	w3_d448e20641
Compagnie	w5_d448e20644
Cessionario	w7_d448e20647
omine	w9_d448e20650
denen	w11_d448e20653
Juden	w1_d448e20658
und	w3_d448e20661
Gebrüdern	w5_d448e20664
Jacob,	w7_d448e20667
und	w9_d448e20670
Abraham	w11_d448e20673
Koppitsch,	w1_d448e20679
Conrad	w3_d448e20682
Schmid,	w5_d448e20685
Frauen	w7_d448e20688
Catharina	w9_d448e20691
Freyin	w1_d448e20696
von	w3_d448e20699
Leobanegg,	w5_d448e20702
geborner	w7_d448e20705
Gräfin	w9_d448e20708
von	w11_d448e20711
Her	w13_d448e20715
berstein,	w1_d448e20720
Mariä	w3_d448e20723
Anna	w5_d448e20726
von	w7_d448e20729
Hubenfeld,	w9_d448e20732
Justina	w11_d448e20735
Hetzerin,	w1_d448e20740
verwittibter	w3_d448e20743
Schif=obrist=leutenantin,	w5_d448e20746
Johann	w1_d448e20752
Schrod,	w3_d448e20755
Salz=wagenmeister	w5_d448e20758
zu	w7_d448e20761
Segedin,	w9_d448e20764
Johann	w1_d448e20769
Parsch,	w3_d448e20772
gewesten	w5_d448e20775
Stadt=brauer	w7_d448e20778
in	w9_d448e20781
Se	w11_d448e20784
gedin,	w1_d448e20789
Carl	w3_d448e20792
Joseph	w5_d448e20795
Bonono,	w7_d448e20798
General	w9_d448e20801
Graf	w11_d448e20804
Schönbornischen	w1_d448e20809
Regiments	w3_d448e20812
Leutenanten	w5_d448e20815
uxorio	w7_d448e20818
nomine,	w1_d448e20824
Johann	w3_d448e20827
Conrad	w5_d448e20830
Franzenau,	w7_d448e20833
Kaiserl.	w9_d448e20836
Königl.	w1_d448e20841
Post=amts=officieren,	w3_d448e20844
Lorenz	w5_d448e20847
Anton	w7_d448e20850
Premlechner	w1_d448e20855
Handls=mann,	w3_d448e20858
Johann	w5_d448e20861
Michaet	w7_d448e20864
Paumann,	w1_d448e20869
Franz	w3_d448e20872
Joseph	w5_d448e20875
Platberger	w7_d448e20878
Burgern	w9_d448e20881
zu	w1_d448e20887
Peterwardein	w3_d448e20890
uxorio	w5_d448e20893
nomine,	w7_d448e20896
Juden	w9_d448e20899
Jesat	w11_d448e20902
Moyses,	w1_d448e20907
Thomas	w3_d448e20910
Eremiz,	w5_d448e20913
Capitain	w7_d448e20916
und	w9_d448e20919
Com	w11_d448e20922
pagnon,	w1_d448e20927
und	w3_d448e20930
endlich	w5_d448e20933
dem	w7_d448e20936
Millos	w9_d448e20939
Adamowich,	w11_d448e20942
Handls=mann	w1_d448e20947
zu	w3_d448e20950
Segedin,	w5_d448e20953
oder	w7_d448e20956
allenfalls	w9_d448e20959
be	w11_d448e20962
nen	w1_d448e20968
von	w3_d448e20971
mehr	w5_d448e20974
bemeldeten	w7_d448e20977
Creditoren	w9_d448e20980
etwa	w11_d448e20983
hin	w13_d448e20987
terlassenen	w1_d448e20992
Erben	w3_d448e20995
kund	w5_d448e20998
und	w7_d448e21001
zu	w9_d448e21004
wissen	w11_d448e21007
gemacht	w13_d448e21011
Es	w1_d448e21016
habe	w3_d448e21019
der	w5_d448e21022
weil.	w7_d448e21025
Herrn	w9_d448e21028
Ernest	w11_d448e21031
Gundacker	w13_d448e21035
</p>
<p id="p8_d448e21038">
Grafens	w1_d448e21042
von	w3_d448e21045
Herberstein,	w5_d448e21048
gewest=Kaiserl.	w7_d448e21051
Kö	w9_d448e21054
nigl.	w1_d448e21059
General=feld=marschallen=leutenants	w3_d448e21062
und	w5_d448e21065
Commandantens	w1_d448e21070
zu	w3_d448e21073
Segedin	w5_d448e21076
Verlassenschaft	w7_d448e21079
ge	w9_d448e21082
richtlich	w1_d448e21088
aufgestellter	w3_d448e21091
Curgtor	w5_d448e21094
Kriegs=agent	w7_d448e21097
Wu	w9_d448e21100
rian	w1_d448e21105
allda	w3_d448e21108
angezeiget,	w5_d448e21111
welcher=gestalten	w7_d448e21114
er	w9_d448e21117
