<doc id="wr_1757-10-26" attrs="word" year="1757" month="10" day="26" corpus="2">
<head id="h2_d190e3644">
Zarskoje=Selo	w1_d190e3648
zu	w7_d190e21572
Leipzig	w9_d190e21575
„sowol,	w1_d190e21581
als	w3_d190e21584
sämtlichen	w5_d190e21587
Kauf=leuten	w7_d190e21590
daselbst	w9_d190e21593
„ernstlich	w1_d190e21598
zu	w3_d190e21601
wissen	w5_d190e21604
gethan,	w7_d190e21607
daß	w9_d190e21610
dieselbe	w11_d190e21613
zwischen	w1_d190e21618
heut	w3_d190e21621
und	w5_d190e21624
dem	w7_d190e21627
9.	w9_d190e21630
dieses	w11_d190e21633
Monats	w13_d190e21637
„die	w1_d190e21642
Summe	w3_d190e21645
von	w5_d190e21648
300000.	w7_d190e21651
Rthlr	w9_d190e21654
gemäß	w11_d190e21657
der	w13_d190e21661
„des	w1_d190e21667
Endes	w3_d190e21670
gemachter	w5_d190e21673
Repartition	w7_d190e21676
zu	w9_d190e21679
erlegen	w11_d190e21682
haben.	w1_d190e21687
Man	w3_d190e21690
vermutet	w5_d190e21693
ihrer	w7_d190e21696
Seits	w9_d190e21699
keine	w11_d190e21702
„Wider=rede,	w1_d190e21707
viel	w3_d190e21710
weniger	w5_d190e21713
einen	w7_d190e21716
Abschlag,	w9_d190e21719
„sondern	w1_d190e21724
man	w3_d190e21727
versichert	w5_d190e21730
sich	w7_d190e21733
im	w9_d190e21736
Gegentheil	w11_d190e21739
„aller	w1_d190e21745
Bereitschaft	w3_d190e21748
das	w5_d190e21751
jenige	w7_d190e21754
zu	w9_d190e21757
vollziehen,	w11_d190e21760
„was	w1_d190e21765
ihnen	w3_d190e21768
dadurch	w5_d190e21771
aufgetragen	w7_d190e21774
wird,	w9_d190e21777
und	w11_d190e21780
„daß	w1_d190e21785
ein	w3_d190e21788
jeder	w5_d190e21791
sein	w7_d190e21794
ihm	w9_d190e21797
angewiesenes	w11_d190e21800
Contin	w13_d190e21804
„gent	w1_d190e21809
zu	w3_d190e21812
entrichten	w5_d190e21815
unermangeln	w7_d190e21818
werde,	w9_d190e21821
damit	w11_d190e21824
„durch	w1_d190e21830
die	w3_d190e21833
bezeigente	w5_d190e21836
Fertigkeit	w7_d190e21839
der	w9_d190e21842
Militari	w11_d190e21845
</p>
<p id="p12_d190e21859">
„schen	w1_d190e21863
Execution	w3_d190e21866
(welche	w5_d190e21869
in	w7_d190e21872
Entstehungs=fall	w9_d190e21875
„gegen	w1_d190e21880
sie	w3_d190e21883
auf	w5_d190e21886
das	w7_d190e21889
schärfeste	w9_d190e21892
ausgeübet,	w11_d190e21895
„	w1_d190e21900
und	w3_d190e21903
darzu	w5_d190e21906
die	w7_d190e21909
Officiers,	w9_d190e21912
Unter=officiers,	w11_d190e21915
und	w13_d190e21919
Gemeinen	w1_d190e21925
gebraucht	w3_d190e21928
werden	w5_d190e21931
solle,	w7_d190e21934
um	w9_d190e21937
auf	w11_d190e21940
sol	w13_d190e21944
sche	w1_d190e21949
Art	w3_d190e21952
obgemeldete	w5_d190e21955
Summe	w7_d190e21958
von	w9_d190e21961
denen	w11_d190e21964
zu	w13_d190e21968
„erzwingen,	w1_d190e21973
welche	w3_d190e21976
dieselbe	w5_d190e21979
herzugeben	w7_d190e21982
in	w9_d190e21985
der	w11_d190e21988
"Güte	w1_d190e21993
abschlagen)	w3_d190e21996
vorgebeugt,	w5_d190e21999
werden	w7_d190e22002
„möge.	w1_d190e22008
Meines	w3_d190e22011
Theils	w5_d190e22014
hoffe	w7_d190e22017
ich	w9_d190e22020
nicht,	w11_d190e22023
daß	w13_d190e22027
„diese	w1_d190e22032
Sach	w3_d190e22035
zu	w5_d190e22038
solcher	w7_d190e22041
Extremität	w9_d190e22044
gedeihen	w11_d190e22047
„solle,	w1_d190e22052
um	w3_d190e22055
so	w5_d190e22058
mehr,	w7_d190e22061
als	w9_d190e22064
ich	w11_d190e22067
ansonst	w13_d190e22071
umumgäng	w15_d190e22074
nlich	w1_d190e22079
genöhtiget	w3_d190e22082
wurde,	w5_d190e22085
vor=angezeigte	w7_d190e22088
Mit	w9_d190e22091
tel	w1_d190e22097
zu	w3_d190e22100
ergreiffen,	w5_d190e22103
um	w7_d190e22106
an	w9_d190e22109
denen	w11_d190e22112
jenigen	w13_d190e22116
ihre	w15_d190e22119
„Halsstärrigkeit	w1_d190e22124
zu	w3_d190e22127
bestraffen,	w5_d190e22130
welche	w7_d190e22133
in	w9_d190e22136
der	w11_d190e22139
"Vollziehung	w1_d190e22144
aufsätzlich	w3_d190e22147
saumen	w5_d190e22150
würden,	w7_d190e22153
„	w1_d190e22158
wol	w3_d190e22161
erwogen,	w5_d190e22164
ich	w7_d190e22167
mich	w9_d190e22170
einzig	w11_d190e22173
und	w13_d190e22177
allein	w15_d190e22180
an	w17_d190e22183
„„denen	w1_d190e22189
in	w3_d190e22192
der	w5_d190e22195
Repartition	w7_d190e22198
benannten	w9_d190e22201
Perso	w11_d190e22204
„nen	w1_d190e22209
auf	w3_d190e22212
das	w5_d190e22215
genaueste	w7_d190e22218
halten	w9_d190e22221
werde,	w11_d190e22224
um	w13_d190e22228
„die	w1_d190e22233
Zahlung	w3_d190e22236
der	w5_d190e22239
ihnen	w7_d190e22242
auferlegten	w9_d190e22245
Contri	w11_d190e22248
butionen	w1_d190e22253
herbey	w3_d190e22256
zu	w5_d190e22259
schaffen.	w7_d190e22262
Diesemnächst	w9_d190e22265
„füge	w1_d190e22271
ich	w3_d190e22274
die	w5_d190e22277
Erklärung	w7_d190e22280
bey,	w9_d190e22283
daß	w11_d190e22286
im	w13_d190e22290
Fall	w15_d190e22293
„sie	w1_d190e22298
die	w3_d190e22301
geziemende	w5_d190e22304
Achtung	w7_d190e22307
haben	w9_d190e22310
werden,	w11_d190e22313
ich	w13_d190e22317
„meines	w1_d190e22322
Orts	w3_d190e22325
mir	w5_d190e22328
alle	w7_d190e22331
Mühe	w9_d190e22334
geben	w11_d190e22337
werde,	w13_d190e22341
um	w15_d190e22344
„ihnen	w1_d190e22349
ihre	w3_d190e22352
anoch	w5_d190e22355
sequestrirte	w7_d190e22358
Comptoirbü	w9_d190e22361
cher	w1_d190e22367
wiederum	w3_d190e22370
auf	w5_d190e22373
das	w7_d190e22376
baldigste	w9_d190e22379
zuruck	w11_d190e22382
zu	w13_d190e22386
„verschaffen.	w1_d190e22391
Leipzig,	w3_d190e22394
den	w5_d190e22397
3ten	w7_d190e22400
Octob	w9_d190e22403
1757.	w11_d190e22406
</p>
<head id="h2_d190e22413">
Friderich	w1_d190e22417
von	w3_d190e22420
Hausen.	w5_d190e22423
</head>
<p id="p4_d190e22426">
Es	w1_d190e22430
ist	w3_d190e22433
nicht	w5_d190e22436
auszusprechen,	w7_d190e22439
was	w9_d190e22442
diese	w11_d190e22445
Or	w13_d190e22449
donance	w1_d190e22454
für	w3_d190e22457
eine	w5_d190e22460
grosse	w7_d190e22463
Verwirrung	w9_d190e22466
in	w11_d190e22469
dieser	w13_d190e22473
Stadt	w1_d190e22478
verursachet,	w3_d190e22481
massen	w5_d190e22484
es	w7_d190e22487
schier	w9_d190e22490
unmög	w11_d190e22493
lich	w1_d190e22499
ist,	w3_d190e22502
eine	w5_d190e22505
solche	w7_d190e22508
Summa	w9_d190e22511
Gelds,	w11_d190e22514
in	w13_d190e22518
so	w15_d190e22521
kur	w17_d190e22524
zer	w1_d190e22529
Zeit	w3_d190e22532
noch	w5_d190e22535
beyzubringen.	w7_d190e22538
</p>
<p id="p6_d190e22541">
Die	w1_d190e22545
Eintheilung	w3_d190e22548
zu	w5_d190e22551
Lieferung	w7_d190e22554
dieser	w9_d190e22557
300000.	w11_d190e22560
Rthlr,	w1_d190e22565
welche	w3_d190e22568
schon	w5_d190e22571
morgen	w7_d190e22574
bey	w9_d190e22577
Straffe	w11_d190e22580
Mi	w13_d190e22584
llitarischer	w1_d190e22589
Execution	w3_d190e22592
geschehen	w5_d190e22595
soll,	w7_d190e22598
ist	w9_d190e22601
fol	w11_d190e22604
gende:	w1_d190e22610
Geheimer	w3_d190e22613
Kriegs=raht	w5_d190e22616
Kißner	w7_d190e22619
10000.	w9_d190e22622
Rthlr.	w1_d190e22627
Vice=canzler	w3_d190e22630
Born	w5_d190e22633
10000.	w7_d190e22636
Hof	w9_d190e22639
raht	w1_d190e22644
Trier	w3_d190e22647
7000.	w5_d190e22650
Cammer=raht	w7_d190e22653
Homan	w9_d190e22656
10000.	w1_d190e22661
Hr.	w3_d190e22664
Winkler	w5_d190e22667
6000.	w7_d190e22670
Hr.	w9_d190e22673
Hauck	w11_d190e22676
8000.	w1_d190e22682
Hr.	w3_d190e22685
Frege	w5_d190e22688
10000.	w7_d190e22691
Hr.	w9_d190e22694
Schröder	w11_d190e22697
4000.	w1_d190e22702
Hr.	w3_d190e22705
Schnurbein	w5_d190e22708
10000.	w7_d190e22711
Hr.	w9_d190e22714
Sattler	w11_d190e22717
6000.	w1_d190e22722
Hr.	w3_d190e22725
Mittweider	w5_d190e22728
4000.	w7_d190e22731
Hr.	w9_d190e22734
Benelle	w11_d190e22737
6000.	w1_d190e22742
Hr.	w3_d190e22745
du	w5_d190e22748
Four	w7_d190e22751
8000.	w9_d190e22754
Hr.	w11_d190e22757
Bart	w13_d190e22761
6000.	w15_d190e22764
Weidemännische	w1_d190e22770
Handlung	w3_d190e22773
5000.	w5_d190e22776
Gledit	w7_d190e22779
schische	w1_d190e22784
Handlung	w3_d190e22787
5000.	w5_d190e22790
Breitkopfische	w7_d190e22793
Handlung	w1_d190e22798
5000	w3_d190e22801
Hr.	w5_d190e22804
Stephan	w7_d190e22807
Richter	w9_d190e22810
6000.	w11_d190e22813
Hr	w1_d190e22818
Richter	w3_d190e22821
und	w5_d190e22824
Neuhauß	w7_d190e22827
6000.	w9_d190e22830
Hr.	w11_d190e22833
Beyer	w13_d190e22837
3000.	w1_d190e22843
Hr.	w3_d190e22846
Ortel	w5_d190e22849
4000.	w7_d190e22852
Hr.	w9_d190e22855
Hochheimer	w11_d190e22858
3000.	w1_d190e22863
Hr	w3_d190e22866
Hansen	w5_d190e22869
6000.	w7_d190e22872
Hr.	w9_d190e22875
Bering	w11_d190e22878
3000.	w13_d190e22882
Hr.	w1_d190e22887
Heming	w3_d190e22890
3000.	w5_d190e22893
Hr.	w7_d190e22896
Bertrand	w9_d190e22899
und	w11_d190e22902
Stei	w13_d190e22906
nemann	w1_d190e22911
8000.	w3_d190e22914
Gebrüder	w5_d190e22917
Schmidt	w7_d190e22920
4000.	w9_d190e22923
Hr.	w1_d190e22929
Muckler	w3_d190e22932
und	w5_d190e22935
Maury	w7_d190e22938
6000.	w9_d190e22941
Hr.	w11_d190e22944
Kausen	w13_d190e22948
</p>
<p id="p8_d190e22951">
und	w1_d190e22955
Fritsch	w3_d190e22958
4000.	w5_d190e22961
Hr.	w7_d190e22964
Kütfner	w9_d190e22967
und	w11_d190e22970
Compa	w13_d190e22974
gnie	w1_d190e22979
6000.	w3_d190e22982
Hr.	w5_d190e22985
Schuhbart	w7_d190e22988
3000.	w9_d190e22991
Hr.	w11_d190e22994
Rabens	w1_d190e22999
Erbert	w3_d190e23002
4020.	w5_d190e23005
Hr.	w7_d190e23008
Gräf	w9_d190e23011
3000.	w11_d190e23014
Hr.	w1_d190e23020
Cammer=raht	w3_d190e23023
Hor	w5_d190e23026
10000.	w7_d190e23029
Hr.	w9_d190e23032
Rum	w11_d190e23035
mel	w1_d190e23040
6000.	w3_d190e23043
Hr.	w5_d190e23046
Eitelwein	w7_d190e23049
6000.	w9_d190e23052
Hr.	w11_d190e23055
Schmid	w1_d190e23060
Holländischer	w3_d190e23063
Kaufmann	w5_d190e23066
6000.	w7_d190e23069
Hr.	w9_d190e23072
Treitscher	w1_d190e23077
6000.	w3_d190e23080
Hr.	w5_d190e23083
Zombrock	w7_d190e23086
8000.	w9_d190e23089
Hr.	w1_d190e23095
du	w3_d190e23098
Ment	w5_d190e23101
8000.	w7_d190e23104
Hr.	w9_d190e23107
Bertrand	w11_d190e23110
10000.	w13_d190e23114
Hr.	w1_d190e23119
Schildbach	w3_d190e23122
8000.	w5_d190e23125
Hr.	w7_d190e23128
Beck	w9_d190e23131
6000.	w11_d190e23134
Hr.	w13_d190e23138
Bachmann	w1_d190e23143
6000.	w3_d190e23146
Hr.	w5_d190e23149
Zemisch	w7_d190e23152
6000.	w9_d190e23155
Hr.	w11_d190e23158
Lamprecht	w1_d190e23163
6000.	w3_d190e23166
Herren	w5_d190e23169
Sichard,	w7_d190e23172
jeder	w9_d190e23175
6000.	w1_d190e23181
Und	w3_d190e23184
Hr.	w5_d190e23187
Mewisch	w7_d190e23190
4000.	w9_d190e23193
Thut	w11_d190e23196
zu	w13_d190e23200
sammen	w1_d190e23205
300000.	w3_d190e23208
Thaler.	w5_d190e23211
</p>
<p id="p10_d190e23214">
Auf	w1_d190e23218
den	w3_d190e23221
27.	w5_d190e23224
und	w7_d190e23227
28.	w9_d190e23230
Octob.	w11_d190e23233
fruhe	w13_d190e23237
von	w15_d190e23240
9.	w17_d190e23243
bis	w1_d190e23248
12	w3_d190e23251
Uhr,	w5_d190e23254
und	w7_d190e23257
Nachmittag	w9_d190e23260
von	w11_d190e23263
3.	w13_d190e23267
bis	w15_d190e23270
6.	w17_d190e23273
Uhr,	w1_d190e23278
und	w3_d190e23281
folgende	w5_d190e23284
Täg	w7_d190e23287
wird	w9_d190e23290
continuirt	w11_d190e23293
werden	w13_d190e23297
auf	w1_d190e23303
dem	w3_d190e23306
alten	w5_d190e23309
Fleisch=markt,	w7_d190e23312
in	w9_d190e23315
den	w11_d190e23318
so	w13_d190e23322
genannt	w1_d190e23327
Seiterischen,	w3_d190e23330
nanmehro	w5_d190e23333
Churfeldi	w7_d190e23336
schen	w1_d190e23341
Haus	w3_d190e23344
im	w5_d190e23347
ersten	w7_d190e23350
Stock,	w9_d190e23353
die	w11_d190e23356
hinterlas	w13_d190e23360
sene	w1_d190e23365
Baron	w3_d190e23368
Locherische	w5_d190e23371
Bibliotheck	w7_d190e23374
von	w9_d190e23377
ver	w11_d190e23380
schiedenen	w1_d190e23386
kostbaren	w3_d190e23389
Büchern,	w5_d190e23392
dem	w7_d190e23395
Meist	w9_d190e23398
bietenden	w1_d190e23403
zu	w3_d190e23406
verkauffen.	w5_d190e23409
Wovon	w7_d190e23412
der	w9_d190e23415
ge	w11_d190e23418
druckte	w1_d190e23423
Catalogus	w3_d190e23426
auf	w5_d190e23429
der	w7_d190e23432
hohen	w9_d190e23435
Brucken,	w11_d190e23438
im	w1_d190e23443
Buchladen	w3_d190e23446
zum	w5_d190e23449
goldenen	w7_d190e23452
Vlies,	w9_d190e23455
gratis	w11_d190e23458
zu	w1_d190e23464
haben	w3_d190e23467
ist	w5_d190e23470
</p>
<p id="p12_d190e23474">
Es	w1_d190e23478
wird	w3_d190e23481
hiemit	w5_d190e23484
jedermänniglich	w7_d190e23487
kund	w9_d190e23490
und	w11_d190e23493
zu	w1_d190e23498
wissen	w3_d190e23501
gemacht,	w5_d190e23504
daß	w7_d190e23507
den	w9_d190e23510
10.	w11_d190e23513
künftigen	w13_d190e23517
Monats	w1_d190e23522
November	w3_d190e23525
dies	w5_d190e23528
lauffenden	w7_d190e23531
1757.	w9_d190e23534
Jahrs,	w1_d190e23540
die	w3_d190e23543
in	w5_d190e23546
die	w7_d190e23549
Gräflich=Johann	w9_d190e23552
Leopold	w11_d190e23555
Kuefsteinische	w1_d190e23560
Massam	w3_d190e23563
gehörig	w5_d190e23566
und	w7_d190e23569
bereits	w9_d190e23572
geschätzte	w1_d190e23577
Stück,	w3_d190e23580
Gülten,	w5_d190e23583
und	w7_d190e23586
Unterthanen	w9_d190e23589
auf	w1_d190e23594
dem	w3_d190e23597
Land,	w5_d190e23600
als	w7_d190e23603
zwey	w9_d190e23606
Unterthanen	w11_d190e23609
zu	w13_d190e23613
Loy	w15_d190e23616
benreith,	w1_d190e23622
geschätzt	w3_d190e23625
pr.	w5_d190e23628
976.	w7_d190e23631
fl.	w9_d190e23634
50.	w11_d190e23637
Kr.	w13_d190e23641
die	w15_d190e23644
von	w1_d190e23649
Raab	w3_d190e23652
übernommene	w5_d190e23655
Gülten	w7_d190e23658
nebst	w9_d190e23661
einem	w11_d190e23664
Unterthanen	w1_d190e23669
zu	w3_d190e23672
Loybenreith	w5_d190e23675
pr.	w7_d190e23678
354.	w9_d190e23681
fl.	w11_d190e23684
40.	w13_d190e23688
Kr.	w1_d190e23693
zwey	w3_d190e23696
Unterthanen	w5_d190e23699
zu	w7_d190e23702
Möstreichs,	w9_d190e23705
pr.	w11_d190e23708
422.	w1_d190e23714
fl.	w3_d190e23717
30	w5_d190e23720
Kr.	w7_d190e23723
zwey	w9_d190e23726
Gräfl.	w11_d190e23729
Carl	w13_d190e23733
Lamber	w15_d190e23736
gische	w1_d190e23741
Unterthanen	w3_d190e23744
zu	w5_d190e23747
Altenpöllen	w7_d190e23750
pr.	w9_d190e23753
575.	w11_d190e23756
fl.	w1_d190e23761
15	w3_d190e23764
Kr.	w5_d190e23767
und	w7_d190e23770
der	w9_d190e23773
von	w11_d190e23776
dem	w13_d190e23780
Kloster	w15_d190e23783
Alten	w17_d190e23786
burg	w1_d190e23791
erkaufte	w3_d190e23794
Zehend	w5_d190e23797
auf	w7_d190e23800
der	w9_d190e23803
Herrschaft	w11_d190e23806
Brai	w13_d190e23810
ten	w1_d190e23816
zu	w3_d190e23819
Greillenstein	w5_d190e23822
geschätzt	w7_d190e23825
pr.	w9_d190e23828
1395.	w11_d190e23831
fl.	w13_d190e23835
bey	w1_d190e23840
dem	w3_d190e23843
Löbl.	w5_d190e23846
Land=marschallischen	w7_d190e23849
Gericht,	w9_d190e23852
licitando	w1_d190e23857
an	w3_d190e23860
den	w5_d190e23863
Meist=biettenden	w7_d190e23866
werden	w9_d190e23869
verkauffet	w1_d190e23874
werden,	w3_d190e23877
wer	w5_d190e23880
also	w7_d190e23883
die	w9_d190e23886
ob	w11_d190e23889
pecificir-	w13_d190e23893
te	w1_d190e23899
Stück,	w3_d190e23902
Gütten,	w5_d190e23905
und	w7_d190e23908
Unterthanen	w9_d190e23911
käuf	w11_d190e23914
lichen	w1_d190e23919
an	w3_d190e23922
sich	w5_d190e23925
zu	w7_d190e23928
bringen	w9_d190e23931
gedenket,	w11_d190e23934
derselbe	w13_d190e23938
kan	w1_d190e23943
sich	w3_d190e23946
an	w5_d190e23949
obbestimmten	w7_d190e23952
Tag	w9_d190e23955
früh	w11_d190e23958
um	w13_d190e23962
8.	w15_d190e23965
Uhr,	w1_d190e23970
2d	w3_d190e23973
licitandum	w5_d190e23976
vor	w7_d190e23979
dem	w9_d190e23982
Löbl.	w11_d190e23985
Land	w13_d190e23989
marschallischen	w1_d190e23995
Gericht	w3_d190e23998
behörig	w5_d190e24001
anmelden.	w7_d190e24004
</p>
<list id="l16_d190e24009">
Jn	w1_d190e24013
der	w3_d190e24016
Buchhandlung	w5_d190e24019
zum	w7_d190e24022
goldenen	w9_d190e24025
Vlies	w11_d190e24028
(auf	w1_d190e24033
der	w3_d190e24036
hohen	w5_d190e24039
Brucken,	w7_d190e24042
seynd,	w9_d190e24045
nebst	w11_d190e24048
vielen	w13_d190e24052
an	w15_d190e24055
dern,	w1_d190e24060
folgende	w3_d190e24063
Bücher	w5_d190e24066
zu	w7_d190e24069
bekommen:	w9_d190e24072
Betrübter	w1_d190e24078
Zustand	w3_d190e24081
deren	w5_d190e24084
Christglaubigen	w7_d190e24087
Seelen	w1_d190e24092
im	w3_d190e24095
Fegfeuer,	w5_d190e24098
und	w7_d190e24101
derenselben	w9_d190e24104
gegen	w11_d190e24107
ihre	w1_d190e24112
Wohlthätere	w3_d190e24115
bezeigende	w5_d190e24118
Dankbarkeit	w7_d190e24121
/	w9_d190e24124
von	w11_d190e24127
R.	w1_d190e24132
P.	w3_d190e24135
Martino	w5_d190e24138
Roa,	w7_d190e24141
der	w9_d190e24144
Gesellschaft	w11_d190e24147
JEsu	w13_d190e24151
Priestern.	w1_d190e24157
Vormahlen	w3_d190e24160
in	w5_d190e24163
Hispanischer	w7_d190e24166
Spra	w9_d190e24169
che	w1_d190e24174
vorgestellet,	w3_d190e24177
nachgehends	w5_d190e24180
aber	w7_d190e24183
in	w9_d190e24186
die	w11_d190e24189
Wel	w13_d190e24193
sche	w1_d190e24198
und	w3_d190e24201
Lateinische,	w5_d190e24204
nunmehro	w7_d190e24207
endlichen	w9_d190e24210
in	w11_d190e24213
die	w1_d190e24218
Deutsche	w3_d190e24221
Sprache	w5_d190e24224
versetzet,	w7_d190e24227
und	w9_d190e24230
mit	w11_d190e24233
eini	w13_d190e24237
gen	w1_d190e24243
auserlesenen	w3_d190e24246
Andachts=Ubungen	w5_d190e24249
vermeh	w7_d190e24252
ret,	w1_d190e24257
in	w3_d190e24260
8.	w5_d190e24263
gebunden	w7_d190e24266
per	w9_d190e24269
34.	w11_d190e24272
Kr.	w13_d190e24276
Pfalter	w1_d190e24281
des	w3_d190e24284
Königlichen	w5_d190e24287
Prophetens	w7_d190e24290
Da	w9_d190e24293
vid,	w1_d190e24298
mnebst	w3_d190e24301
denen	w5_d190e24304
aus	w7_d190e24307
der	w9_d190e24310
heiligen	w11_d190e24313
Schrift	w13_d190e24317
ge	w15_d190e24320
zogenen	w1_d190e24326
Lob=Gesängen;	w3_d190e24329
dann	w5_d190e24332
jeglichen	w7_d190e24335
Psalm	w9_d190e24338
beygefügten	w1_d190e24343
Gebettern,	w3_d190e24346
und	w5_d190e24349
andern	w7_d190e24352
mehreren	w9_d190e24355
auferbaulichen	w1_d190e24360
Andachten	w3_d190e24363
zu	w5_d190e24366
Hülf	w7_d190e24369
und	w9_d190e24372
Trost	w11_d190e24375
deren	w1_d190e24380
nothleidenden	w3_d190e24383
Christgläubigen	w5_d190e24386
Seelen	w7_d190e24389
im	w1_d190e24395
Fegfeuer,	w3_d190e24398
auf	w5_d190e24401
das	w7_d190e24404
neue	w9_d190e24407
zum	w11_d190e24410
Druck	w13_d190e24414
beför	w15_d190e24417
dert,	w1_d190e24422
in	w3_d190e24425
8.	w5_d190e24428
gebunden	w7_d190e24431
per	w9_d190e24434
1	w11_d190e24437
Fl.	w13_d190e24441
8	w15_d190e24444
Kr.	w17_d190e24447
Historia	w1_d190e24452
Familiæ	w3_d190e24455
sacræ	w5_d190e24458
ex	w7_d190e24461
antiquis	w9_d190e24464
mo-	w11_d190e24467
taunentis=collecta,	w1_d190e24472
opera	w3_d190e24475
&	w5_d190e24478
studio	w7_d190e24481
Anto-	w9_d190e24484
nii	w1_d190e24490
Sandini,	w3_d190e24493
In	w5_d190e24496
4to	w7_d190e24499
Viennæ,	w9_d190e24502
pr.	w11_d190e24505
1	w13_d190e24509
fl.	w15_d190e24512
8.	w17_d190e24515
kr.	w19_d190e24518
Francisci	w1_d190e24523
à	w3_d190e24526
Mesynien	w5_d190e24529
Meninsk	w7_d190e24532
I.	w9_d190e24535
Insti-	w11_d190e24538
tutiones	w1_d190e24543
Linguæ	w3_d190e24546
Turcicæ,	w5_d190e24549
eum	w7_d190e24552
rudimen-	w9_d190e24555
tis	w1_d190e24560
parallelis	w3_d190e24563
Linguarum	w5_d190e24566
Arabicæ	w7_d190e24569
&	w9_d190e24572
Per-	w11_d190e24575
sicæ.	w1_d190e24581
Editio	w3_d190e24584
altera	w5_d190e24587
methodo	w7_d190e24590
linguam	w9_d190e24593
Turcicam	w1_d190e24598
suo	w3_d190e24601
Marte	w5_d190e24604
discendi	w7_d190e24607
aucta,	w9_d190e24610
en-	w11_d190e24613
rante	w1_d190e24618
Adamo	w3_d190e24621
Francisco	w5_d190e24624
Kollar,	w7_d190e24627
Hunga-	w9_d190e24630
ro-Neosoliensi	w1_d190e24635
Augustæ	w3_d190e24638
Bibliothecæ	w5_d190e24641
Vin-	w7_d190e24644
dotonensis	w1_d190e24650
Custode,	w3_d190e24653
2.	w5_d190e24656
Tomi	w7_d190e24659
4	w9_d190e24662
Vindobo-	w11_d190e24665
næ	w1_d190e24670
1756.	w3_d190e24673
in	w5_d190e24676
Franz=band	w7_d190e24679
gebunden	w9_d190e24682
pr.	w11_d190e24685
3.	w13_d190e24689
fl.	w15_d190e24692
30	w1_d190e24697
kr.	w3_d190e24700
Unter=oesterreichischer	w1_d190e24705
Land=compaß,	w3_d190e24708
aus	w5_d190e24711
welchem	w1_d190e24717
unterschiedliche	w3_d190e24720
schöne	w5_d190e24723
Landes	w7_d190e24726
bräuche	w1_d190e24731
und	w3_d190e24734
Gewohnheiten,	w5_d190e24737
auch	w7_d190e24740
ein	w9_d190e24743
gewisser	w11_d190e24746
Entwurf	w1_d190e24751
der	w3_d190e24754
Anschläge	w5_d190e24757
und	w7_d190e24760
Schatzunge,	w9_d190e24763
neben	w11_d190e24766
anderen	w1_d190e24771
Eigenschaften	w3_d190e24774
des	w5_d190e24777
Landes,	w7_d190e24780
wie	w9_d190e24783
selbe	w11_d190e24786
bishero	w1_d190e24792
gepflogen	w3_d190e24795
worden,	w5_d190e24798
angezeiget	w7_d190e24801
werden,	w9_d190e24804
durch	w1_d190e24809
Stephan	w3_d190e24812
Sixsey,	w5_d190e24815
in	w7_d190e24818
8vo.	w9_d190e24821
Wien	w11_d190e24824
1749.	w13_d190e24828
pr.	w1_d190e24833
17.	w3_d190e24836
kr.	w5_d190e24839
</list>
<list id="l18_d190e24843">
Jn	w1_d190e24847
der	w3_d190e24850
Emerich	w5_d190e24853
Felix	w7_d190e24856
Baderischen	w9_d190e24859
Buch	w11_d190e24862
handlung	w1_d190e24867
in	w3_d190e24870
der	w5_d190e24873
Bogner=gassen	w7_d190e24876
nebst	w9_d190e24879
dem	w11_d190e24882
Todten=kopf	w1_d190e24887
ist	w3_d190e24890
zu	w5_d190e24893
haben:	w7_d190e24896
Nouveau	w1_d190e24902
Theatre	w3_d190e24905
de	w5_d190e24908
Guerre,	w7_d190e24911
ou	w9_d190e24914
Atlas	w11_d190e24917
Geographique	w1_d190e24922
&	w3_d190e24925
militaire	w5_d190e24928
qui	w7_d190e24931
comprend	w9_d190e24934
le	w1_d190e24939
Royaume	w3_d190e24942
de	w5_d190e24945
Boheme,	w7_d190e24948
le	w9_d190e24951
Comté	w11_d190e24954
de	w13_d190e24958
Glaz,	w1_d190e24963
le	w3_d190e24966
Duché	w5_d190e24969
de	w7_d190e24972
Silesie,	w9_d190e24975
le	w11_d190e24978
Marquisats	w13_d190e24982
</list>
<list id="l20_d190e24986">
de	w1_d190e24990
Moravie	w3_d190e24993
&	w5_d190e24996
de	w7_d190e24999
Lusace,	w9_d190e25002
la	w11_d190e25005
Saxe	w13_d190e25009
Td-	w15_d190e25012
ctorale,	w1_d190e25017
&	w3_d190e25020
les	w5_d190e25023
frontieres	w7_d190e25026
du	w9_d190e25029
Brandebourz	w11_d190e25032
de	w1_d190e25037
Pologne,	w3_d190e25040
de	w5_d190e25043
Hongrie,	w7_d190e25046
d'Autriche,	w9_d190e25049
de	w1_d190e25055
Baviere	w3_d190e25058
&	w5_d190e25061
du	w7_d190e25064
haut	w9_d190e25067
Lalatinat.	w11_d190e25070
4.	w13_d190e25074
Paris	w15_d190e25077
1757.	w1_d190e25082
12.	w3_d190e25085
fl	w5_d190e25088
30.	w7_d190e25091
kr.	w9_d190e25094
La	w1_d190e25099
Geograp.	w3_d190e25102
ie	w5_d190e25105
universelle,	w7_d190e25108
od	w9_d190e25111
l'on	w11_d190e25114
donnetune	w1_d190e25119
Idée	w3_d190e25122
abregée	w5_d190e25125
de	w7_d190e25128
quatre	w9_d190e25131
Par-	w11_d190e25134
ties	w1_d190e25140
du	w3_d190e25143
Monde,	w5_d190e25146
&	w7_d190e25149
des	w9_d190e25152
