<doc id="wr_1756-01-31" attrs="word" year="1756" month="01" day="31" corpus="2">
<head id="h2_d9e2606">
Belem	w1_d9e2610
Thadäo	w5_d9e17195
Schrottenbach	w7_d9e17198
durch	w9_d9e17201
ge	w11_d9e17204
genwärtig	w1_d9e17210
offentliches	w3_d9e17213
Edict	w5_d9e17216
hiemit	w7_d9e17219
anbefoh	w9_d9e17222
len,	w1_d9e17227
daß	w3_d9e17230
er	w5_d9e17233
an	w7_d9e17236
obbestimmten	w9_d9e17239
Tag	w11_d9e17242
als	w13_d9e17246
den	w15_d9e17249
16	w1_d9e17254
künftigen	w3_d9e17257
Monats	w5_d9e17260
Februarii	w7_d9e17263
fruh	w9_d9e17266
um	w11_d9e17269
9.	w13_d9e17273
Uhr	w1_d9e17278
persönlich	w3_d9e17281
vor	w5_d9e17284
sie	w7_d9e17287
Regierung	w9_d9e17290
in	w11_d9e17293
Justitz	w13_d9e17297
sachen	w1_d9e17303
bey	w3_d9e17306
10.	w5_d9e17309
Ducaten	w7_d9e17312
Pönfall	w9_d9e17315
erscheinen,	w11_d9e17318
und	w1_d9e17323
sich	w3_d9e17326
alda	w5_d9e17329
durch	w7_d9e17332
einen	w9_d9e17335
Thürhütter	w11_d9e17338
an	w13_d9e17342
anmelden	w1_d9e17347
lassen	w3_d9e17350
solle.	w5_d9e17353
Wien	w7_d9e17356
den	w9_d9e17359
8.	w11_d9e17362
Janua	w13_d9e17366
tii	w1_d9e17371
1756.	w3_d9e17374
</p>
<head id="h2_d9e17380">
EDICT.	w1_d9e17384
</head>
<p id="p4_d9e17387">
andern	w1_d9e17391
Büchern	w3_d9e17394
zu	w5_d9e17397
haben.	w7_d9e17400
Courbon.	w1_d9e17405
Betrachtung	w3_d9e17408
über	w5_d9e17411
das	w7_d9e17414
bittere	w9_d9e17417
Leiden	w1_d9e17422
und	w3_d9e17425
Sterben	w5_d9e17428
JEsu	w7_d9e17431
Christi	w9_d9e17434
auf	w11_d9e17437
jeden	w13_d9e17441
Tag	w1_d9e17447
des	w3_d9e17450
Monats	w5_d9e17453
in	w7_d9e17456
12mo	w9_d9e17459
1755.	w11_d9e17462
pr.	w13_d9e17466
17	w15_d9e17469
kr.	w17_d9e17472
Gottscheds	w1_d9e17477
erste	w3_d9e17480
Gründe	w5_d9e17483
der	w7_d9e17486
gesamten	w9_d9e17489
Welt=weißheit,	w1_d9e17494
darinnen	w3_d9e17497
alle	w5_d9e17500
Philosophische	w7_d9e17503
Wissenschaften	w1_d9e17508
abgehandelt	w3_d9e17511
werden	w5_d9e17514
2.	w7_d9e17517
Theile	w9_d9e17520
mit	w1_d9e17526
Kupf.	w3_d9e17529
gr.	w5_d9e17532
8vo	w7_d9e17535
Leipzig	w9_d9e17538
1756.	w11_d9e17541
pr.	w13_d9e17545
2.	w15_d9e17548
fl.	w17_d9e17551
45.	w1_d9e17556
kr.	w3_d9e17559
Zum	w5_d9e17562
Vergnügen	w7_d9e17565
dritte	w9_d9e17568
und	w11_d9e17571
ver	w13_d9e17575
mehrte	w1_d9e17580
Auflage	w3_d9e17583
12.	w5_d9e17586
Leipzig	w7_d9e17589
1756.	w9_d9e17592
pr.	w11_d9e17595
24	w13_d9e17599
kr.	w15_d9e17602
</p>
<list id="l6_d9e17605">
NB.	w1_d9e17609
Bey	w3_d9e17612
Johann	w5_d9e17615
Paul	w7_d9e17618
Krauß,	w9_d9e17621
Buch	w11_d9e17624
führern	w1_d9e17629
nächst	w3_d9e17632
der	w5_d9e17635
Kaiserl.	w7_d9e17638
Burg	w9_d9e17641
ist	w11_d9e17644
nebst	w13_d9e17648
Ubersetzung	w1_d9e17653
der	w3_d9e17656
allgemeinen	w5_d9e17659
Welt=historie	w7_d9e17662
</list>
<p id="p8_d9e17666">
die	w1_d9e17670
in	w3_d9e17673
England	w5_d9e17676
durch	w7_d9e17679
eine	w9_d9e17682
Gesellschaft	w11_d9e17685
von	w13_d9e17689
Gelehrten	w1_d9e17694
ausgefertiget	w3_d9e17697
worden.	w5_d9e17700
XV.	w7_d9e17703
Thei	w9_d9e17706
le	w1_d9e17711
vermehrt	w3_d9e17714
von	w5_d9e17717
Siegm.	w7_d9e17720
Jac.	w9_d9e17723
Baumgarten	w11_d9e17726
mit	w1_d9e17732
Kupf	w3_d9e17735
in	w5_d9e17738
groß	w7_d9e17741
4to.	w9_d9e17744
ist	w11_d9e17747
in	w13_d9e17751
Franz,	w15_d9e17754
Band	w17_d9e17757
und	w1_d9e17762
auch	w3_d9e17765
rohe	w5_d9e17768
zu	w7_d9e17771
haben.	w9_d9e17774
</p>
<p id="p10_d9e17777">
Allgemeine	w1_d9e17781
Geschichte	w3_d9e17784
von	w5_d9e17787
Teutschland,	w7_d9e17790
vor	w1_d9e17795
und	w3_d9e17798
nach	w5_d9e17801
Errichtung	w7_d9e17804
des	w9_d9e17807
Kaisertums	w11_d9e17810
bis	w1_d9e17815
auf	w3_d9e17818
jetzige	w5_d9e17821
Zeiten,	w7_d9e17824
abgefasset	w9_d9e17827
von	w11_d9e17830
Hrn.	w13_d9e17834
P.	w1_d9e17840
Jos.	w3_d9e17843
Barre.	w5_d9e17846
Aus	w7_d9e17849
dem	w9_d9e17852
Französischen	w11_d9e17855
über	w13_d9e17859
setzt	w1_d9e17864
mit	w3_d9e17867
Anmerkungen	w5_d9e17870
vermehrt.	w7_d9e17873
VIII.	w9_d9e17876
Thei	w11_d9e17879
le	w1_d9e17884
in	w3_d9e17887
groß	w5_d9e17890
4to	w7_d9e17893
kostet	w9_d9e17896
32.	w11_d9e17899
fl.	w13_d9e17903
ist	w15_d9e17906
auch	w17_d9e17909
in	w19_d9e17912
Franz	w21_d9e17915
Band	w1_d9e17920
zu	w3_d9e17923
haben.	w5_d9e17926
</p>
<list id="l12_d9e17930">
stieæ	w1_d9e17934
centum	w3_d9e17937
sermones	w5_d9e17940
de	w7_d9e17943
dignitate,	w9_d9e17946
fructu,	w1_d9e17951
ac	w3_d9e17954
merito	w5_d9e17957
sacratissimi	w7_d9e17960
Mariani	w9_d9e17963
Rosarii	w1_d9e17968
4.	w3_d9e17971
Aug.	w5_d9e17974
V.	w7_d9e17977
1755.	w9_d9e17980
per	w11_d9e17983
3.	w13_d9e17987
fl.	w15_d9e17990
30.	w17_d9e17993
xr.	w19_d9e17996
R.	w1_d9e18002
P.	w3_d9e18005
Berth.	w5_d9e18008
Hauser	w7_d9e18011
S.	w9_d9e18014
J.	w11_d9e18017
Philoiophia	w13_d9e18021
Rationalis	w1_d9e18026
&	w3_d9e18029
Experimentalis	w5_d9e18032
cum	w7_d9e18035
fig.	w9_d9e18038
tomus	w1_d9e18043
I.	w3_d9e18046
&	w5_d9e18049
II.	w7_d9e18052
8.	w9_d9e18055
Aug.	w11_d9e18058
V.	w13_d9e18062
1756.	w15_d9e18065
per	w17_d9e18068
2	w19_d9e18071
fl.	w21_d9e18074
Scriptores	w1_d9e18079
rerum	w3_d9e18082
Hungaricarum	w5_d9e18085
ve-	w7_d9e18088
teres	w1_d9e18094
ac	w3_d9e18097
genuini,	w5_d9e18100
ex	w7_d9e18103
MSS.	w9_d9e18106
Codicibus,	w11_d9e18109
&	w1_d9e18114
rarissimis	w3_d9e18117
Editionibus,	w5_d9e18120
Bibliotheon	w7_d9e18123
Augustæ	w1_d9e18128
Vindobonensis	w3_d9e18131
ab	w5_d9e18134
innumeris	w7_d9e18137
mendis	w1_d9e18142
vindicati	w3_d9e18145
c.	w5_d9e18148
Præfat.	w7_d9e18151
M.	w9_d9e18154
Belii,	w11_d9e18157
cura	w1_d9e18163
&	w3_d9e18166
studio	w5_d9e18169
J.	w7_d9e18172
G.	w9_d9e18175
Schwandtoeri	w11_d9e18178
III.	w13_d9e18182
tomi	w1_d9e18187
cum	w3_d9e18190
fig.	w5_d9e18193
fol.	w7_d9e18196
per	w9_d9e18199
18.	w11_d9e18202
fl.	w13_d9e18206
in	w15_d9e18209
charta	w17_d9e18212
majori	w1_d9e18217
per	w3_d9e18220
27.	w5_d9e18223
fl.	w7_d9e18226
Memoires	w1_d9e18231
de	w3_d9e18234
Mr.	w5_d9e18237
l'Abbé	w7_d9e18240
de	w9_d9e18243
Mont-	w11_d9e18246
gon,	w1_d9e18252
contenant,	w3_d9e18255
les	w5_d9e18258
differentes	w7_d9e18261
Rego-	w9_d9e18264
tiations,	w1_d9e18269
dont	w3_d9e18272
il	w5_d9e18275
a	w7_d9e18278
été	w9_d9e18281
chargé	w11_d9e18284
dans	w13_d9e18288
les	w15_d9e18291
Cours	w1_d9e18296
de	w3_d9e18299
France,	w5_d9e18302
d'Espagne,	w7_d9e18305
&	w9_d9e18308
de	w11_d9e18311
Por-	w13_d9e18315
tugal,	w1_d9e18320
&	w3_d9e18323
diverses	w5_d9e18326
evénemens	w7_d9e18329
qui	w9_d9e18332
sont	w11_d9e18335
arrivés	w1_d9e18341
depuis	w3_d9e18344
l'Anné	w5_d9e18347
1725.	w7_d9e18350
jusqu'à	w9_d9e18353
1731.	w11_d9e18356
VIII.	w1_d9e18361
tomes	w3_d9e18364
gr.	w5_d9e18367
12.	w7_d9e18370
Lausane	w9_d9e18373
pour	w11_d9e18376
12.	w13_d9e18380
fl.	w15_d9e18383
Geographie	w1_d9e18388
des	w3_d9e18391
Enfans,	w5_d9e18394
ou	w7_d9e18397
Methode	w9_d9e18400
abregée	w1_d9e18405
de	w3_d9e18408
la	w5_d9e18411
Geographie,	w7_d9e18414
divisée	w9_d9e18417
par	w11_d9e18420
Lecons,	w1_d9e18426
avec	w3_d9e18429
la	w5_d9e18432
Liste	w7_d9e18435
des	w9_d9e18438
Cartes	w11_d9e18441
neces-	w13_d9e18445
saires	w1_d9e18450
aux	w3_d9e18453
Enfans	w5_d9e18456
par	w7_d9e18459
Mr.	w9_d9e18462
l’Abbée	w11_d9e18465
Len-	w13_d9e18469
glet	w1_d9e18474
Dufresnoi	w3_d9e18477
gr.	w5_d9e18480
12.	w7_d9e18483
Lausane	w9_d9e18486
1754.	w11_d9e18489
po.	w13_d9e18493
ur	w1_d9e18498
30.	w3_d9e18501
xr.	w5_d9e18504
Histoire	w1_d9e18510
Naturelle	w3_d9e18513
de	w5_d9e18516
la	w7_d9e18519
Litologie,	w9_d9e18522
Conchylogie,	w1_d9e18527
l’Oryctologie,	w3_d9e18530
des	w5_d9e18533
Pier-	w7_d9e18536
res,	w1_d9e18541
des	w3_d9e18544
Métaux,	w5_d9e18547
Mineraux,	w7_d9e18550
&	w9_d9e18553
autres	w11_d9e18556
Fos	w13_d9e18560
files	w1_d9e18565
par	w3_d9e18568
Argenviller	w5_d9e18571
II.	w7_d9e18574
tomes	w9_d9e18577
av.	w11_d9e18580
fig.	w13_d9e18584
gr.	w1_d9e18590
4.	w3_d9e18593
Paris	w5_d9e18596
1755.	w7_d9e18599
pour	w9_d9e18602
26.	w11_d9e18605
fl.	w13_d9e18609
Entretien	w1_d9e18614
d'un	w3_d9e18617
Européan	w5_d9e18620
avec	w7_d9e18623
un	w9_d9e18626
In-	w11_d9e18629
sulaire	w1_d9e18634
du	w3_d9e18637
Royaume	w5_d9e18640
de	w7_d9e18643
Dumocala	w9_d9e18646
in	w11_d9e18649
Pa-	w13_d9e18653
ris	w1_d9e18658
1755.	w3_d9e18661
pour	w5_d9e18664
24.	w7_d9e18667
xr.	w9_d9e18670
La	w1_d9e18676
Vie	w3_d9e18679
des	w5_d9e18682
Peintres	w7_d9e18685
Flamands,	w9_d9e18688
Alle-	w11_d9e18691
mands,	w1_d9e18696
&	w3_d9e18699
Hollandois,	w5_d9e18702
avec	w7_d9e18705
des	w9_d9e18708
Portra-	w11_d9e18711
its	w1_d9e18716
II.	w3_d9e18719
tomes	w5_d9e18722
8.	w7_d9e18725
Paris	w9_d9e18728
1754.	w11_d9e18731
pour	w13_d9e18735
10.fl.	w15_d9e18738
Essai	w1_d9e18743
sur	w3_d9e18746
l’Architecture	w5_d9e18749
avec	w7_d9e18752
un	w9_d9e18755
Di-	w11_d9e18758
ctionaire	w1_d9e18764
des	w3_d9e18767
termes,	w5_d9e18770
par	w7_d9e18773
Langier	w9_d9e18776
gr.	w11_d9e18779
8.	w13_d9e18783
Paris	w1_d9e18788
1755.	w3_d9e18791
pour	w5_d9e18794
2.	w7_d9e18797
fl.	w9_d9e18800
15.	w11_d9e18803
xr.	w13_d9e18807
</list>
<list id="l14_d9e18811">
Conr.	w1_d9e18815
Prigelii	w3_d9e18818
Ord.	w5_d9e18821
Præd.	w7_d9e18824
Rosæ	w9_d9e18827
My-	w11_d9e18830
</list>
<head id="h2_d9e18922">
Aus	w1_d9e18926
Frankreich.	w3_d9e18929
Paris	w1_d9e18934
10.	w3_d9e18937
Jan.	w5_d9e18940
</head>
<p id="p4_d9e18943">
DEr	w1_d9e18947
Marschall	w3_d9e18950
Herzog	w5_d9e18953
von	w7_d9e18956
Bell=ißle,	w9_d9e18959
welchen	w1_d9e18964
der	w3_d9e18967
König	w5_d9e18970
ernannt	w7_d9e18973
hat,	w9_d9e18976
die	w11_d9e18979
Truppen	w1_d9e18984
langs	w3_d9e18987
der	w5_d9e18990
Küsten	w7_d9e18993
von	w9_d9e18996
Dünkirchen	w11_d9e18999
bis	w1_d9e19005
Bajone	w3_d9e19008
zu	w5_d9e19011
commandireu,	w7_d9e19014
ist	w9_d9e19017
abgereiset,	w11_d9e19020
um	w1_d9e19025
sich	w3_d9e19028
nach	w5_d9e19031
dem	w7_d9e19034
ersten	w9_d9e19037
dieser	w11_d9e19040
Plätzen	w13_d9e19044
zu	w15_d9e19047
be	w17_d9e19050
geben;	w1_d9e19055
der	w3_d9e19058
Marschall	w5_d9e19061
Herzog	w7_d9e19064
von	w9_d9e19067
Richelieu,	w11_d9e19070
welchem	w1_d9e19075
das	w3_d9e19078
General=commando	w5_d9e19081
deren	w7_d9e19084
Trix	w9_d9e19087
pen	w1_d9e19093
längs	w3_d9e19096
deren	w5_d9e19099
Küsten	w7_d9e19102
des	w9_d9e19105
Mittelländischen	w11_d9e19108
Meers	w1_d9e19113
aufgetragen	w3_d9e19116
ist,	w5_d9e19119
soll	w7_d9e19122
ebenfals	w9_d9e19125
in	w11_d9e19128
kur	w13_d9e19132
zem	w1_d9e19137
abreisen,	w3_d9e19140
um	w5_d9e19143
die	w7_d9e19146
dieserhalben	w9_d9e19149
erforderli	w11_d9e19152
che	w1_d9e19157
Anstalten	w3_d9e19160
vorzukehren.	w5_d9e19163
</p>
<p id="p6_d9e19166">
Aus	w1_d9e19170
Bourdeaux	w3_d9e19173
wird	w5_d9e19176
eine	w7_d9e19179
grosse	w9_d9e19182
Feuers	w11_d9e19185
brunst	w1_d9e19190
benachrichtiget,	w3_d9e19193
wodurch	w5_d9e19196
ein	w7_d9e19199
Theil	w9_d9e19202
des	w1_d9e19207
Stadt=hauses,	w3_d9e19210
und	w5_d9e19213
der	w7_d9e19216
schöne	w9_d9e19219
Saal	w11_d9e19222
mit	w13_d9e19226
der	w1_d9e19232
Schau=bühne	w3_d9e19235
der	w5_d9e19238
Opera	w7_d9e19241
in	w9_d9e19244
traurige	w11_d9e19247
Asche	w13_d9e19251
verwandelt	w1_d9e19256
worden.	w3_d9e19259
Durch	w5_d9e19262
eine	w7_d9e19265
zu	w9_d9e19268
Lisabon	w11_d9e19271
den	w1_d9e19276
21.	w3_d9e19279
December	w5_d9e19282
erfolgte	w7_d9e19285
neue	w9_d9e19288
Erschütte	w11_d9e19291
rung	w1_d9e19296
seynd	w3_d9e19299
viele	w5_d9e19302
zerborstene	w7_d9e19305
Häuser	w9_d9e19308
völlig	w11_d9e19311
ein	w13_d9e19315
gestürzet,	w1_d9e19321
und	w3_d9e19324
mehr	w5_d9e19327
als	w7_d9e19330
3000.	w9_d9e19333
Menschen	w11_d9e19336
da	w13_d9e19340
runter	w1_d9e19345
neuerdingen	w3_d9e19348
umgekommen.	w5_d9e19351
</p>
<head id="h2_d9e19357">
Aus	w1_d9e19361
Niederland.	w3_d9e19364
Haag	w1_d9e19369
6.	w3_d9e19372
Jan.	w5_d9e19375
</head>
<p id="p4_d9e19378">
Nachdeme	w1_d9e19382
die	w3_d9e19385
beyde	w5_d9e19388
in	w7_d9e19391
dem	w9_d9e19394
Haag	w11_d9e19397
sich	w13_d9e19401
be	w15_d9e19404
findliche	w1_d9e19409
Französische	w3_d9e19412
Ministri	w5_d9e19415
abgewichenen	w7_d9e19418
Dienstag	w1_d9e19423
von	w3_d9e19426
ihrem	w5_d9e19429
Hof	w7_d9e19432
einen	w9_d9e19435
Curier	w11_d9e19438
mit	w13_d9e19442
Briefschaften,	w1_d9e19448
und	w3_d9e19451
mit	w5_d9e19454
denselben	w7_d9e19457
die	w9_d9e19460
Erlaub	w11_d9e19463
nuß	w1_d9e19468
erhalten,	w3_d9e19471
sich	w5_d9e19474
auf	w7_d9e19477
eben	w9_d9e19480
diejenige	w11_d9e19483
Weise	w13_d9e19487
zu	w1_d9e19492
betragen	w3_d9e19495
welche	w5_d9e19498
in	w7_d9e19501
hiesigen	w9_d9e19504
Landen	w11_d9e19507
üb	w13_d9e19511
lich	w1_d9e19516
ist,	w3_d9e19519
wann	w5_d9e19522
fremde	w7_d9e19525
Ministere	w9_d9e19528
bey	w11_d9e19531
der	w13_d9e19535
Re	w15_d9e19538
publick	w1_d9e19544
einige	w3_d9e19547
Unterhandlung	w5_d9e19550
auf	w7_d9e19553
sich	w9_d9e19556
haben,	w11_d9e19559
und	w1_d9e19564
welches	w3_d9e19567
dann	w5_d9e19570
entweder	w7_d9e19573
durch	w9_d9e19576
Memoria	w11_d9e19579
lien	w1_d9e19584
oder	w3_d9e19587
mündlich	w5_d9e19590
in	w7_d9e19593
einer	w9_d9e19596
aus	w11_d9e19599
etlichen	w13_d9e19603
Glie	w15_d9e19606
bern	w1_d9e19611
der	w3_d9e19614
Versammlung	w5_d9e19617
deren	w7_d9e19620
Herren	w9_d9e19623
General	w11_d9e19626
Staaten	w1_d9e19632
bestehenden	w3_d9e19635
Unterredung	w5_d9e19638
geschiehet,	w7_d9e19641
als	w1_d9e19646
haben	w3_d9e19649
dieselbe	w5_d9e19652
gleich	w7_d9e19655
den	w9_d9e19658
folgenden	w11_d9e19661
Tag	w13_d9e19665
des	w1_d9e19670
Morgens	w3_d9e19673
den	w5_d9e19676
Entschluß	w7_d9e19679
ihres	w9_d9e19682
Hofes	w11_d9e19685
dem	w13_d9e19689
Herrn	w1_d9e19694
Greffier	w3_d9e19697
Fagel,	w5_d9e19700
und	w7_d9e19703
dem	w9_d9e19706
Confeiller	w11_d9e19709
Pensionaire	w1_d9e19715
Stein	w3_d9e19718
eröfnet,	w5_d9e19721
und	w7_d9e19724
anbey	w9_d9e19727
auch	w11_d9e19730
eine	w1_d9e19735
Unterredung	w3_d9e19738
begehret,	w5_d9e19741
und	w7_d9e19744
nachdeme	w9_d9e19747
ih	w11_d9e19750
nen	w1_d9e19755
nun	w3_d9e19758
solche	w5_d9e19761
noch	w7_d9e19764
an	w9_d9e19767
gleichem	w11_d9e19770
Tag	w13_d9e19774
bewilli	w15_d9e19777
get	w1_d9e19782
wurde,	w3_d9e19785
haben	w5_d9e19788
sich	w7_d9e19791
nicht	w9_d9e19794
nur	w11_d9e19797
in	w13_d9e19801
derselben	w15_d9e19804
</p>
<p id="p6_d9e19807">
die	w1_d9e19811
neulich	w3_d9e19814
gedachter	w5_d9e19817
massen	w7_d9e19820
eingebrachte	w9_d9e19823
Kla	w11_d9e19826
gen	w1_d9e19831
über	w3_d9e19834
die	w5_d9e19837
Aufführung	w7_d9e19840
der	w9_d9e19843
Engländer	w11_d9e19846
ge	w13_d9e19850
gen	w1_d9e19855
die	w3_d9e19858
Franzosen	w5_d9e19861
wiederholet,	w7_d9e19864
sondern	w9_d9e19867
auch	w11_d9e19870
noch	w1_d9e19876
im	w3_d9e19879
Namen	w5_d9e19882
ihres	w7_d9e19885
Königs	w9_d9e19888
eine	w11_d9e19891
cathego	w13_d9e19895
rische	w1_d9e19900
Antwort	w3_d9e19903
begehret,	w5_d9e19906
was	w7_d9e19909
die	w9_d9e19912
Republick,	w11_d9e19915
im	w1_d9e19920
Fall	w3_d9e19923
das	w5_d9e19926
Kriegs=feuer	w7_d9e19929
zwischen	w9_d9e19932
ihrem	w11_d9e19935
und	w1_d9e19940
dem	w3_d9e19943
Groß=brittannischen	w5_d9e19946
Hof	w7_d9e19949
ausbre	w9_d9e19952
chen	w1_d9e19958
dörfte,	w3_d9e19961
für	w5_d9e19964
eine	w7_d9e19967
Parthey	w9_d9e19970
zu	w11_d9e19973
ergreiffen,	w13_d9e19977
gesinnet	w1_d9e19982
seye,	w3_d9e19985
worauf	w5_d9e19988
ihnen	w7_d9e19991
gedachter	w9_d9e19994
Herr	w11_d9e19997
Greffier	w1_d9e20002
Fagel,	w3_d9e20005
nachdeme	w5_d9e20008
er	w7_d9e20011
alles	w9_d9e20014
was	w11_d9e20017
diese	w13_d9e20021
Herren	w1_d9e20026
ausgesagt,	w3_d9e20029
zu	w5_d9e20032
Papier	w7_d9e20035
gebracht,	w9_d9e20038
in	w11_d9e20041
Antwort	w1_d9e20047
ertheilet,	w3_d9e20050
daß	w5_d9e20053
er	w7_d9e20056
sich	w9_d9e20059
werde	w11_d9e20062
angele	w13_d9e20066
gen	w1_d9e20071
seyn	w3_d9e20074
lassen,	w5_d9e20077
die	w7_d9e20080
Abschriften	w9_d9e20083
davon	w11_d9e20086
denen	w13_d9e20090
Staaten	w1_d9e20095
allseitiger	w3_d9e20098
Provinzen	w5_d9e20101
mitzutheilen,	w7_d9e20104
damit	w1_d9e20109
sie	w3_d9e20112
sich	w5_d9e20115
über	w7_d9e20118
dieses	w9_d9e20121
Begehren	w11_d9e20124
beraht	w13_d9e20128
schlagen,	w1_d9e20134
und	w3_d9e20137
sodann	w5_d9e20140
ihren	w7_d9e20143
hierüber	w9_d9e20146
gefaßten	w11_d9e20149
Entschluß	w1_d9e20154
an	w3_d9e20157
ihre	w5_d9e20160
Deputirte	w7_d9e20163
bey	w9_d9e20166
denen	w11_d9e20169
Her	w13_d9e20173
ren	w1_d9e20178
General=staaten	w3_d9e20181
einfenden	w5_d9e20184
können,	w7_d9e20187
und	w9_d9e20190
da	w1_d9e20195
man	w3_d9e20198
nun	w5_d9e20201
weiß,	w7_d9e20204
daß	w9_d9e20207
dieselben	w11_d9e20210
die	w13_d9e20214
bemel	w15_d9e20217
dete	w1_d9e20223
Abschriften	w3_d9e20226
bereits	w5_d9e20229
an	w7_d9e20232
die	w9_d9e20235
sämmtliche	w11_d9e20238
Verbündete	w1_d9e20243
übrige	w3_d9e20246
Provinzen	w5_d9e20249
abgefertiget,	w7_d9e20252
so	w9_d9e20255
ist	w1_d9e20260
ganz	w3_d9e20263
wahrscheinlich,	w5_d9e20266
daß	w7_d9e20269
die	w9_d9e20272
Staaten	w11_d9e20275
all	w13_d9e20279
seitiger	w1_d9e20284
Provinzen	w3_d9e20287
ehestens	w5_d9e20290
werden	w7_d9e20293
zusam	w9_d9e20296
men	w1_d9e20302
beruffen	w3_d9e20305
werden,	w5_d9e20308
um	w7_d9e20311
in	w9_d9e20314
Stande	w11_d9e20317
zu	w13_d9e20321
seyn,	w15_d9e20324
diesfalls	w1_d9e20329
die	w3_d9e20332
nöhtige	w5_d9e20335
Verhaltungs=befehle	w7_d9e20338
an	w9_d9e20341
ihre	w1_d9e20346
Deputirte	w3_d9e20349
abzuschicken.	w5_d9e20352
</p>
<head id="h2_d9e20358">
Aus	w1_d9e20362
Teutschland.	w3_d9e20365
Stade	w1_d9e20370
7.	w3_d9e20373
Jan.	w5_d9e20376
</head>
<p id="p4_d9e20379">
Da	w1_d9e20383
der	w3_d9e20386
Hafen	w5_d9e20389
dieser	w7_d9e20392
Stadt	w9_d9e20395
von	w11_d9e20398
allen	w13_d9e20402
den	w15_d9e20405
jenigen	w1_d9e20410
in	w3_d9e20413
denen	w5_d9e20416
Staaten	w7_d9e20419
Sr.	w9_d9e20422
Großbrittan	w11_d9e20425
nischen	w1_d9e20430
Majestät	w3_d9e20433
in	w5_d9e20436
Teutschland,	w7_d9e20439
am	w9_d9e20442
geleg	w11_d9e20445
nesten	w1_d9e20451
zur	w3_d9e20454
Gemeinschaft	w5_d9e20457
mit	w7_d9e20460
England	w9_d9e20463
ist,	w11_d9e20466
so	w13_d9e20470
hat	w1_d9e20475
man	w3_d9e20478
verwichenes	w5_d9e20481
Jahr	w7_d9e20484
die	w9_d9e20487
Festungs	w11_d9e20490
werke	w1_d9e20495
derselben	w3_d9e20498
ansehnlich	w5_d9e20501
vermehret,	w7_d9e20504
und	w9_d9e20507
man	w1_d9e20512
hat	w3_d9e20515
auch	w5_d9e20518
die	w7_d9e20521
Werke,	w9_d9e20524
des	w11_d9e20527
am	w13_d9e20531
Ausfluß	w15_d9e20534
der	w1_d9e20540
Schwine	w3_d9e20543
gelegenen	w5_d9e20546
Forts	w7_d9e20549
mit	w9_d9e20552
einigen	w11_d9e20555
neuen	w13_d9e20559
mehrers	w1_d9e20564
befestiget.	w3_d9e20567
Die	w5_d9e20570
Magazinen	w7_d9e20573
seynd	w9_d9e20576
auch	w1_d9e20581
mit	w3_d9e20584
einer	w5_d9e20587
solchen	w7_d9e20590
grossen	w9_d9e20593
Menge	w11_d9e20596
Lebens	w13_d9e20600
mitteln	w1_d9e20605
versehen	w3_d9e20608
worden,	w5_d9e20611
daß	w7_d9e20614
die	w9_d9e20617
Einwohner,	w11_d9e20620
und	w1_d9e20626
die	w3_d9e20629
Garnison	w5_d9e20632
mehr	w7_d9e20635
als	w9_d9e20638
ein	w11_d9e20641
Jahr	w13_d9e20645
lang	w15_d9e20648
da	w17_d9e20651
von	w1_d9e20656
subsistiren	w3_d9e20659
können.	w5_d9e20662
Die	w7_d9e20665
Artillerie	w9_d9e20668
ist	w11_d9e20671
mit	w13_d9e20675
vielen	w1_d9e20680
schweren	w3_d9e20683
Canonen	w5_d9e20686
vermehret	w7_d9e20689
worden,	w9_d9e20692
welche	w1_d9e20697
man	w3_d9e20700
im	w5_d9e20703
verwichenen	w7_d9e20706
Jahr	w9_d9e20709
sowol,	w11_d9e20712
als	w13_d9e20716
auch	w1_d9e20722
alle	w3_d9e20725
diejenige,	w5_d9e20728
so	w7_d9e20731
schon	w9_d9e20734
auf	w11_d9e20737
denen	w13_d9e20741
Wäl	w15_d9e20744
</p>
<p id="p10_d9e20757">
in	w1_d9e20761
gestanden,	w3_d9e20764
und	w5_d9e20767
im	w7_d9e20770
Zeug=haus	w9_d9e20773
gewesen	w11_d9e20776
seynd,	w1_d9e20781
probiert	w3_d9e20784
hat.	w5_d9e20787
Der	w7_d9e20790
General	w9_d9e20793
Baron	w11_d9e20796
von	w1_d9e20801
Zastrow,	w3_d9e20804
unser	w5_d9e20807
Gouverneur,	w7_d9e20810
hat	w9_d9e20813
über	w11_d9e20816
alle	w13_d9e20820
diese	w1_d9e20826
Vorkehrungen	w3_d9e20829
die	w5_d9e20832
Ober=aufsicht	w7_d9e20835
gehabt,	w9_d9e20838
und	w1_d9e20843
dieselbe	w3_d9e20846
mit	w5_d9e20849
allem	w7_d9e20852
möglichen	w9_d9e20855
Eifer,	w11_d9e20858
und	w13_d9e20862
Fleiß	w1_d9e20867
bewerkstelliget.	w3_d9e20870
Die	w5_d9e20873
Garnison	w7_d9e20876
des	w9_d9e20879
Forts	w1_d9e20884
an	w3_d9e20887
der	w5_d9e20890
Swine	w7_d9e20893
ist	w9_d9e20896
verdoppelt	w11_d9e20899
worden,	w13_d9e20903
und	w1_d9e20909
man	w3_d9e20912
hat	w5_d9e20915
die	w7_d9e20918
von	w9_d9e20921
der	w11_d9e20924
Stadt	w13_d9e20928
ebenfalls	w15_d9e20931
sehr	w1_d9e20936
