<doc id="wr_1757-11-05" attrs="word" year="1757" month="11" day="05" corpus="2">
<head id="h2_d193e3132">
Marseille	w1_d193e3136
welches	w7_d193e17467
durchaus	w9_d193e17470
gut,	w1_d193e17475
Regulair	w3_d193e17478
und	w5_d193e17481
gelegensam	w7_d193e17484
gebauet,	w9_d193e17487
und	w1_d193e17492
nebst	w3_d193e17495
einer	w5_d193e17498
breiten	w7_d193e17501
Haupt=stiegen,	w9_d193e17504
mit	w11_d193e17507
7.	w1_d193e17512
bequemen	w3_d193e17515
Zimmern	w5_d193e17518
im	w7_d193e17521
ersten	w9_d193e17524
Stock,	w11_d193e17527
dann	w1_d193e17533
zu	w3_d193e17536
ebener	w5_d193e17539
Erd	w7_d193e17542
mit	w9_d193e17545
6.	w11_d193e17548
gewölbten	w13_d193e17552
Zim	w15_d193e17555
mern	w1_d193e17560
und	w3_d193e17563
2	w5_d193e17566
Kucheln,	w7_d193e17569
desgleichen	w9_d193e17572
mit	w11_d193e17575
einem	w13_d193e17579
Keller	w1_d193e17584
auf	w3_d193e17587
800.	w5_d193e17590
Emmer	w7_d193e17593
Wein,	w9_d193e17596
Stallung	w11_d193e17599
auf	w1_d193e17604
6.	w3_d193e17607
Pferd,	w5_d193e17610
und	w7_d193e17613
einer	w9_d193e17616
grossen	w11_d193e17619
Wagen	w13_d193e17623
Schupfen	w1_d193e17629
versehen	w3_d193e17632
ist,	w5_d193e17635
samt	w7_d193e17638
den	w9_d193e17641
daran	w11_d193e17644
stossend	w1_d193e17649
mit	w3_d193e17652
hohen	w5_d193e17655
Mauren	w7_d193e17658
geschlossenen	w9_d193e17661
Obst	w11_d193e17664
garten,	w1_d193e17669
um	w3_d193e17672
Jährl	w5_d193e17675
250	w7_d193e17678
fl.	w9_d193e17681
Zinns	w11_d193e17684
zu	w13_d193e17688
ver	w15_d193e17691
lassen.	w1_d193e17696
Worüber	w3_d193e17699
allenfalls	w5_d193e17702
ein	w7_d193e17705
Contract	w9_d193e17708
auf	w1_d193e17714
2.	w3_d193e17717
3.	w5_d193e17720
4.	w7_d193e17723
auch	w9_d193e17726
6.	w11_d193e17729
Jahr	w13_d193e17733
eingerichtet	w15_d193e17736
wer	w17_d193e17739
den	w1_d193e17744
kan.	w3_d193e17747
Wer	w5_d193e17750
solches	w7_d193e17753
bestehen	w9_d193e17756
will,	w11_d193e17759
belie	w13_d193e17763
be	w1_d193e17768
sich	w3_d193e17771
bey	w5_d193e17774
Herrn	w7_d193e17777
Lebiller,	w9_d193e17780
Apotheckern	w11_d193e17783
zur	w13_d193e17787
goldnen	w1_d193e17792
Cron	w3_d193e17795
daselbst	w5_d193e17798
zu	w7_d193e17801
melden.	w9_d193e17804
</p>
<p id="p14_d193e17807">
Es	w1_d193e17811
wird	w3_d193e17814
hiemit	w5_d193e17817
jedermänniglich	w7_d193e17820
kund	w9_d193e17823
und	w11_d193e17826
zu	w1_d193e17831
wissen	w3_d193e17834
gemacht,	w5_d193e17837
daß	w7_d193e17840
den	w9_d193e17843
26.	w11_d193e17846
dies	w13_d193e17850
lauf	w15_d193e17853
fenden	w1_d193e17858
Monats	w3_d193e17861
November	w5_d193e17864
die	w7_d193e17867
unweit	w9_d193e17870
des	w11_d193e17873
roten	w1_d193e17879
Thurns	w3_d193e17882
gelegene=zum	w5_d193e17885
schwarzen	w7_d193e17888
Adler	w9_d193e17891
genannte	w1_d193e17896
Behausung,	w3_d193e17899
auf	w5_d193e17902
welcher	w7_d193e17905
Behausung	w9_d193e17908
zugleich	w1_d193e17913
die	w3_d193e17916
Wirts=haus=gerechtigkeit	w5_d193e17919
radi	w7_d193e17922
ciret	w1_d193e17927
ist,	w3_d193e17930
auf	w5_d193e17933
dem	w7_d193e17936
Raht=haus	w9_d193e17939
alhier	w11_d193e17942
licitande	w13_d193e17946
an	w1_d193e17952
dem	w3_d193e17955
Meist	w5_d193e17958
bietenden	w7_d193e17961
werde	w9_d193e17964
verkauft	w11_d193e17967
wer	w13_d193e17971
den,	w1_d193e17976
wer	w3_d193e17979
also	w5_d193e17982
diese	w7_d193e17985
Behausung	w9_d193e17988
käuflichen	w11_d193e17991
an	w1_d193e17996
sich	w3_d193e17999
zu	w5_d193e18002
bringen	w7_d193e18005
gedenket,	w9_d193e18008
derselbe	w11_d193e18011
kan	w13_d193e18015
sich	w15_d193e18018
an	w1_d193e18023
ob=bestimmten	w3_d193e18026
Tag	w5_d193e18029
auf	w7_d193e18032
dem	w9_d193e18035
alhiesigen	w11_d193e18038
Raht=haus	w1_d193e18044
um	w3_d193e18047
8	w5_d193e18050
Uhr	w7_d193e18053
behörig	w9_d193e18056
anmelden.	w11_d193e18059
</p>
<p id="p16_d193e18062">
Es	w1_d193e18066
wird	w3_d193e18069
hiemit	w5_d193e18072
jedermänniglich	w7_d193e18075
kund	w9_d193e18078
und	w11_d193e18081
zu	w1_d193e18086
wissen	w3_d193e18089
gemacht,	w5_d193e18092
daß	w7_d193e18095
den	w9_d193e18098
18.	w11_d193e18101
dieses	w13_d193e18105
Mo	w15_d193e18108
nats	w1_d193e18113
November	w3_d193e18116
die	w5_d193e18119
zum	w7_d193e18122
Samson	w9_d193e18125
genannte	w11_d193e18128
Behausung	w1_d193e18134
am	w3_d193e18137
Kohl=markt	w5_d193e18140
auf	w7_d193e18143
dem	w9_d193e18146
Raht	w11_d193e18149
hauß	w1_d193e18154
alhier	w3_d193e18157
licitando	w5_d193e18160
an	w7_d193e18163
den	w9_d193e18166
Meistbieten	w11_d193e18169
den	w1_d193e18174
werde	w3_d193e18177
verkauft	w5_d193e18180
werden,	w7_d193e18183
wer	w9_d193e18186
also	w11_d193e18189
diese	w13_d193e18193
käuflichen	w1_d193e18198
an	w3_d193e18201
sich	w5_d193e18204
zu	w7_d193e18207
bringen	w9_d193e18210
gedenket,	w11_d193e18213
der	w13_d193e18217
selbe	w1_d193e18223
kan	w3_d193e18226
sich	w5_d193e18229
an	w7_d193e18232
ab=bestimmten	w9_d193e18235
Tag	w11_d193e18238
auf	w13_d193e18242
dem	w15_d193e18245
alhiesigen	w1_d193e18250
Raht=hauß	w3_d193e18253
früh	w5_d193e18256
um	w7_d193e18259
9.	w9_d193e18262
Uhr	w11_d193e18265
behö	w13_d193e18269
rig	w1_d193e18274
anmelden.	w3_d193e18277
</p>
<p id="p18_d193e18280">
Es	w1_d193e18284
ist	w3_d193e18287
an	w5_d193e18290
letzt	w7_d193e18293
verflossenen	w9_d193e18296
Michaelis=tag	w11_d193e18299
durch	w1_d193e18304
mutmaßliche	w3_d193e18307
Untreue	w5_d193e18310
einer	w7_d193e18313
ausgewi	w9_d193e18316
chenen	w1_d193e18321
Dienst=magd,	w3_d193e18324
ein	w5_d193e18327
ganz	w7_d193e18330
weisses	w9_d193e18333
Bologneser	w1_d193e18339
Hündel,	w3_d193e18342
ein	w5_d193e18345
Weibel	w7_d193e18348
etwas	w9_d193e18351
unter	w11_d193e18354
mit	w1_d193e18359
terer	w3_d193e18362
Grösse,	w5_d193e18365
mit	w7_d193e18368
einig	w9_d193e18371
gelblichten	w11_d193e18374
Haaren	w13_d193e18378
am	w1_d193e18383
linken	w3_d193e18386
Ohr,	w5_d193e18389
und	w7_d193e18392
einem	w9_d193e18395
langgeflamm	w11_d193e18398
ten	w1_d193e18403
Schweif	w3_d193e18406
verloren,	w5_d193e18409
oder	w7_d193e18412
verpracticiret	w9_d193e18415
</p>
<p id="p20_d193e18418">
worden.	w1_d193e18422
Da	w3_d193e18425
min	w5_d193e18428
dieses	w7_d193e18431
Hündel,	w9_d193e18434
der	w11_d193e18437
Per	w13_d193e18441
son,	w1_d193e18446
welche	w3_d193e18449
selbiges	w5_d193e18452
verloren,	w7_d193e18455
von	w9_d193e18458
einer	w11_d193e18461
siche	w13_d193e18465
ren	w1_d193e18470
Herrschaft	w3_d193e18473
in	w5_d193e18476
Versorgung	w7_d193e18479
gegeben	w9_d193e18482
wor	w11_d193e18485
den,	w1_d193e18491
und	w3_d193e18494
nun	w5_d193e18497
anstatt	w7_d193e18500
desselben	w9_d193e18503
24.	w11_d193e18506
Ducaten	w13_d193e18510
begehret	w1_d193e18515
werden;	w3_d193e18518
als	w5_d193e18521
wird	w7_d193e18524
jedermänniglich	w9_d193e18527
so	w1_d193e18532
von	w3_d193e18535
diesem	w5_d193e18538
Hündel	w7_d193e18541
Wissenschaft	w9_d193e18544
haben	w11_d193e18547
möchte,	w1_d193e18552
geziemend	w3_d193e18555
ersuchet,	w5_d193e18558
solches	w7_d193e18561
dem	w9_d193e18564
Verleger	w1_d193e18570
des	w3_d193e18573
Wienerischen	w5_d193e18576
Diarii	w7_d193e18579
gegen	w9_d193e18582
eine	w11_d193e18585
gute	w1_d193e18590
Recompens	w3_d193e18593
anzuzeigen.	w5_d193e18596
</p>
<p id="p22_d193e18599">
NB.	w1_d193e18603
Das	w3_d193e18606
5te	w5_d193e18609
mahl	w7_d193e18612
aufgelegte,	w9_d193e18615
mit	w11_d193e18618
einem	w13_d193e18622
Beytrag	w1_d193e18627
ergroßerte,	w3_d193e18630
von	w5_d193e18633
der	w7_d193e18636
Welschen	w9_d193e18639
Practik	w11_d193e18642
und	w1_d193e18647
deutlichen	w3_d193e18650
Fundamenten	w5_d193e18653
handelnde	w7_d193e18656
Re	w9_d193e18659
chen=büchel,	w1_d193e18665
der	w3_d193e18668
Haupt=schlüssel	w5_d193e18671
betitult,	w7_d193e18674
aus	w1_d193e18679
welchen	w3_d193e18682
viele	w5_d193e18685
das	w7_d193e18688
Rechnen	w9_d193e18691
ohne	w11_d193e18694
Lehr	w13_d193e18698
meister	w1_d193e18703
ergriffen,	w3_d193e18706
ist	w5_d193e18709
wegen	w7_d193e18712
leichterer	w9_d193e18715
Erfra	w11_d193e18718
gung	w1_d193e18723
im	w3_d193e18726
Fisch=hof	w5_d193e18729
im	w7_d193e18732
Kupferstecher=gewölb,	w9_d193e18735
vom	w1_d193e18741
Autore	w3_d193e18744
selbsten	w5_d193e18747
aber	w7_d193e18750
im	w9_d193e18753
Hafner=bad	w11_d193e18756
an	w13_d193e18760
denen	w1_d193e18765
Zwölf	w3_d193e18768
Aposteln,	w5_d193e18771
unweit	w7_d193e18774
des	w9_d193e18777
Roten	w11_d193e18780
thurns,	w1_d193e18785
im	w3_d193e18788
ersten	w5_d193e18791
Stock	w7_d193e18794
im	w9_d193e18797
Hof,	w11_d193e18800
corrigirt,	w13_d193e18804
und	w1_d193e18809
eingebunden	w3_d193e18812
sammt	w5_d193e18815
Beytrag	w7_d193e18818
per	w9_d193e18821
1.	w11_d193e18824
Fl.	w13_d193e18828
ohne	w1_d193e18834
demselben	w3_d193e18837
51.	w5_d193e18840
Kr.	w7_d193e18843
zu	w9_d193e18846
haben,	w11_d193e18849
gezeichnet	w13_d193e18853
mit	w1_d193e18858
einem	w3_d193e18861
Antiken=köpfel	w5_d193e18864
und	w7_d193e18867
Unterschrift.	w9_d193e18870
Er	w1_d193e18875
gibet	w3_d193e18878
auch	w5_d193e18881
Lectionen	w7_d193e18884
von	w9_d193e18887
diesen	w11_d193e18890
und	w13_d193e18894
an	w15_d193e18897
dern	w1_d193e18902
Regeln.	w3_d193e18905
</p>
<p id="p24_d193e18909">
Es	w1_d193e18913
dienet	w3_d193e18916
dem	w5_d193e18919
Publico	w7_d193e18922
zur	w9_d193e18925
Nachricht,	w11_d193e18928
daß	w1_d193e18933
den	w3_d193e18936
16den	w5_d193e18939
November	w7_d193e18942
in	w9_d193e18945
der	w11_d193e18948
Oberbäcker	w13_d193e18952
strassen	w1_d193e18957
im	w3_d193e18960
Schmerlingischen=haus	w5_d193e18963
3ten	w7_d193e18966
Stock	w1_d193e18972
verschiedene	w3_d193e18975
Historische	w5_d193e18978
Theologische	w7_d193e18981
rc.	w9_d193e18984
Bücher	w1_d193e18989
licitando	w3_d193e18992
verkauft	w5_d193e18995
werden	w7_d193e18998
sollen.	w9_d193e19001
Der	w1_d193e19006
Catalogus	w3_d193e19009
ist	w5_d193e19012
auf	w7_d193e19015
der	w9_d193e19018
Hohen=brucken	w11_d193e19021
</p>
<p id="p26_d193e19024">
in	w1_d193e19028
der	w3_d193e19031
Buch=handlung	w5_d193e19034
zum	w7_d193e19037
goldenen	w9_d193e19040
Vließ	w11_d193e19043
gratis	w1_d193e19048
zu	w3_d193e19051
bekommen.	w5_d193e19054
</p>
<p id="p28_d193e19057">
Es	w1_d193e19061
wird	w3_d193e19064
dem	w5_d193e19067
Publico	w7_d193e19070
zu	w9_d193e19073
wissen	w11_d193e19076
gethan,	w13_d193e19080
daß	w1_d193e19085
ein	w3_d193e19088
französisches	w5_d193e19091
Frauen=zimmer	w7_d193e19094
all	w9_d193e19097
hier,	w1_d193e19102
welches	w3_d193e19105
die	w5_d193e19108
Jugend	w7_d193e19111
in	w9_d193e19114
der	w11_d193e19117
französi	w13_d193e19121
chen	w1_d193e19127
Sprach,	w3_d193e19130
schönen	w5_d193e19133
Sitten,	w7_d193e19136
und	w9_d193e19139
sonsten	w11_d193e19142
allerhand	w1_d193e19147
weiblicher	w3_d193e19150
Arbeit	w5_d193e19153
unterweiset,	w7_d193e19156
die	w9_d193e19159
jenige	w1_d193e19164
Eltern,	w3_d193e19167
so	w5_d193e19170
ihre	w7_d193e19173
Kinder	w9_d193e19176
zu	w11_d193e19179
ihr	w13_d193e19183
zu	w15_d193e19186
schi	w17_d193e19189
cken	w1_d193e19194
gesinnet,	w3_d193e19197
belieben	w5_d193e19200
sich	w7_d193e19203
bey	w9_d193e19206
dem	w11_d193e19209
Verle	w13_d193e19213
ger	w1_d193e19219
des	w3_d193e19222
Wienerischen	w5_d193e19225
Diarii	w7_d193e19228
anzumelden,	w9_d193e19231
da	w1_d193e19236
sie	w3_d193e19239
alsdann	w5_d193e19242
weitere	w7_d193e19245
Nachricht	w9_d193e19248
bekom	w11_d193e19251
men	w1_d193e19256
werden.	w3_d193e19259
</p>
<p id="p30_d193e19262">
Bey	w1_d193e19266
dem	w3_d193e19269
Verleger	w5_d193e19272
des	w7_d193e19275
Wienerischen	w9_d193e19278
Digii	w11_d193e19281
ist	w1_d193e19286
zu	w3_d193e19289
haben:	w5_d193e19292
Historiæ	w7_d193e19295
latinorum	w9_d193e19298
Majoris	w11_d193e19301
Nominis	w1_d193e19306
Pœetarum	w3_d193e19309
Specimen	w5_d193e19312
I.	w7_d193e19315
de	w9_d193e19318
M.	w11_d193e19321
Accio	w1_d193e19327
Plauto	w3_d193e19330
&	w5_d193e19333
B.	w7_d193e19336
Terencio	w9_d193e19339
Afro.	w11_d193e19342
Auc-	w13_d193e19346
tore	w1_d193e19351
Josepho	w3_d193e19354
antonio	w5_d193e19357
Riegger	w7_d193e19360
ænipon-	w9_d193e19363
tano	w1_d193e19368
Tyrolensi	w3_d193e19371
in	w5_d193e19374
8vo	w7_d193e19377
das	w9_d193e19380
Stück	w11_d193e19383
pr.	w13_d193e19387
17.	w15_d193e19390
kr.	w17_d193e19393
</p>
<head id="h2_d193e19484">
Fortsetzung	w1_d193e19488
der	w3_d193e19491
Pariser=Relation	w5_d193e19494
von	w1_d193e19499
denen	w3_d193e19502
Kriegsbegebenhei	w5_d193e19505
ten	w1_d193e19510
in	w3_d193e19513
Canada.	w5_d193e19516
</head>
<p id="p4_d193e19519">
DEr	w1_d193e19523
Marquis	w3_d193e19526
de	w5_d193e19529
Vaudreuil	w7_d193e19532
begnügte	w9_d193e19535
sich	w11_d193e19538
nicht	w1_d193e19543
an	w3_d193e19546
denen	w5_d193e19549
Hindernüssen,	w7_d193e19552
welche	w9_d193e19555
ein	w11_d193e19558
andurch	w1_d193e19563
der	w3_d193e19566
Bewerkstelligung	w5_d193e19569
deren	w7_d193e19572
feindlichen	w9_d193e19575
Absichten	w1_d193e19581
an	w3_d193e19584
Seiten	w5_d193e19587
des	w7_d193e19590
Sees	w9_d193e19593
des	w11_d193e19596
Heil.	w13_d193e19600
Sa	w15_d193e19603
craments	w1_d193e19608
in	w3_d193e19611
den	w5_d193e19614
Weeg	w7_d193e19617
gelegt,	w9_d193e19620
sondern	w11_d193e19623
er	w13_d193e19627
ver	w15_d193e19630
stärkte	w1_d193e19635
zugleich	w3_d193e19638
die	w5_d193e19641
Besatzungen	w7_d193e19644
deren	w9_d193e19647
Posten	w11_d193e19650
an	w1_d193e19655
dasiger	w3_d193e19658
Gränze	w5_d193e19661
auf	w7_d193e19664
das	w9_d193e19667
neue,	w11_d193e19670
und	w13_d193e19674
mit	w15_d193e19677
telst	w1_d193e19683
deren	w3_d193e19686
vermehrten	w5_d193e19689
Trupen	w7_d193e19692
und	w9_d193e19695
übrigen	w11_d193e19698
Succurses,	w1_d193e19703
so	w3_d193e19706
der	w5_d193e19709
König	w7_d193e19712
nacher	w9_d193e19715
Canada	w11_d193e19718
ab	w13_d193e19722
geschickt	w1_d193e19727
hatte,	w3_d193e19730
sahe	w5_d193e19733
dieser	w7_d193e19736
Gouverneur	w9_d193e19739
um	w1_d193e19744
auch	w3_d193e19747
offensive	w5_d193e19750
wider	w7_d193e19753
den	w9_d193e19756
Feind	w11_d193e19759
zu	w13_d193e19763
agiren,	w15_d193e19766
sich	w1_d193e19772
in	w3_d193e19775
dem	w5_d193e19778
Stand	w7_d193e19781
gesetzet.	w9_d193e19784
</p>
<p id="p6_d193e19787">
An	w1_d193e19791
Seite	w3_d193e19794
des	w5_d193e19797
sogenannten	w7_d193e19800
Schönen	w9_d193e19803
Flusses	w11_d193e19806
ließe	w1_d193e19811
er	w3_d193e19814
verschiedene	w5_d193e19817
kleine	w7_d193e19820
von	w9_d193e19823
dem	w11_d193e19826
Feind	w13_d193e19830
er	w15_d193e19833
richtete	w1_d193e19838
Forts	w3_d193e19841
niederreissen.	w5_d193e19844
</p>
<p id="p8_d193e19847">
Um	w1_d193e19851
nun	w3_d193e19854
von	w5_d193e19857
denen	w7_d193e19860
Vortheilen	w9_d193e19863
der	w11_d193e19866
Expedition	w1_d193e19871
des	w3_d193e19874
Hrn.	w5_d193e19877
Rigand,	w7_d193e19880
und	w9_d193e19883
von	w11_d193e19886
der	w1_d193e19891
Situation,	w3_d193e19894
in	w5_d193e19897
welcher	w7_d193e19900
sich	w9_d193e19903
die	w11_d193e19906
Colonie	w13_d193e19910
an	w15_d193e19913
der	w1_d193e19919
Meer=seite	w3_d193e19922
befand,	w5_d193e19925
werkthätig	w7_d193e19928
zu	w9_d193e19931
pro	w11_d193e19934
fitiren,	w1_d193e19939
nahme	w3_d193e19942
er	w5_d193e19945
sich	w7_d193e19948
vor,	w9_d193e19951
das	w11_d193e19954
Fort	w13_d193e19958
Georg	w15_d193e19961
zu	w1_d193e19966
eroberen.	w3_d193e19969
</p>
<p id="p10_d193e19972">
Die	w1_d193e19976
Errichtung	w3_d193e19979
dieses	w5_d193e19982
Forts	w7_d193e19985
so	w9_d193e19988
nur	w11_d193e19991
erst	w13_d193e19995
vor,	w15_d193e19998
kurzer	w1_d193e20003
Zeit	w3_d193e20006
beschehen,	w5_d193e20009
ware	w7_d193e20012
eine	w9_d193e20015
Gattung	w11_d193e20018
feindlichen.	w1_d193e20023
Unternehmungen,	w3_d193e20026
deren	w5_d193e20029
die	w7_d193e20032
Engländer	w1_d193e20038
zu	w3_d193e20041
Friedens=zeiten	w5_d193e20044
wider	w7_d193e20047
die	w9_d193e20050
Län	w11_d193e20053
der	w1_d193e20058
ihrer	w3_d193e20061
Nachbarn	w5_d193e20064
sich	w7_d193e20067
zu	w9_d193e20070
bedienen	w11_d193e20073
pflegen	w13_d193e20077
und	w1_d193e20082
eben	w3_d193e20085
dieses	w5_d193e20088
Fort	w7_d193e20091
erleichterte	w9_d193e20094
ihnen	w11_d193e20097
in	w13_d193e20101
all	w15_d193e20104
weg	w1_d193e20109
die	w3_d193e20112
Gelegenheit	w5_d193e20115
in	w7_d193e20118
den	w9_d193e20121
Mittel=punct	w11_d193e20124
von	w13_d193e20128
Canada	w1_d193e20134
einzufallen.	w3_d193e20137
</p>
<p id="p12_d193e20141">
Der	w1_d193e20145
Marquis	w3_d193e20148
de	w5_d193e20151
Vaudrevil	w7_d193e20154
truge	w9_d193e20157
diese	w11_d193e20160
wichtige	w1_d193e20165
Unternehmung	w3_d193e20168
dem	w5_d193e20171
Marechall	w7_d193e20174
de	w9_d193e20177
Camp,	w1_d193e20182
Marquis	w3_d193e20185
de	w5_d193e20188
Montcalm	w7_d193e20191
auf.	w9_d193e20194
Das	w11_d193e20197
Corps	w1_d193e20203
Trupen,	w3_d193e20206
so	w5_d193e20209
er	w7_d193e20212
hierzu	w9_d193e20215
anzuwenden	w11_d193e20218
be	w13_d193e20222
schlossen,	w1_d193e20227
bestunde	w3_d193e20230
in	w5_d193e20233
6.	w7_d193e20236
Battaillonen	w9_d193e20239
Land	w11_d193e20242
volk,	w1_d193e20247
einem	w3_d193e20250
Detaschement	w5_d193e20253
regulirter	w7_d193e20256
Trupen,	w9_d193e20259
von	w1_d193e20264
der	w3_d193e20267
Colonie,	w5_d193e20270
einigen	w7_d193e20273
Detaschementern	w9_d193e20276
Mi	w11_d193e20279
litz,	w1_d193e20285
und	w3_d193e20288
verschiedenen	w5_d193e20291
Partheyen	w7_d193e20294
Wilden.	w9_d193e20297
Al	w11_d193e20300
dle	w1_d193e20305
diese	w3_d193e20308
Trupen	w5_d193e20311
wurden	w7_d193e20314
den	w9_d193e20317
20.	w11_d193e20320
Julii	w13_d193e20324
zu	w15_d193e20327
Ca	w17_d193e20330
rillon	w1_d193e20335
versammelt,	w3_d193e20338
allwo	w5_d193e20341
der	w7_d193e20344
Hr.	w9_d193e20347
von	w11_d193e20350
Bour	w13_d193e20354
lamaque	w1_d193e20359
Obrister	w3_d193e20362
der	w5_d193e20365
Jnfanterie	w7_d193e20368
bereits	w9_d193e20371
die	w11_d193e20374
vorläuffige	w1_d193e20380
Anstalten	w3_d193e20383
zu	w5_d193e20386
dem	w7_d193e20389
Marsche	w9_d193e20392
der	w11_d193e20395
Ar	w13_d193e20399
nee	w1_d193e20404
gemacht	w3_d193e20407
hatte.	w5_d193e20410
</p>
<p id="p14_d193e20413">
De	w1_d193e20417
Altuisbe	w3_d193e20420
Mautellin	w5_d193e20423
dael	w7_d193e20426
Kiden	w9_d193e20429
einige	w1_d193e20434
Zeit	w3_d193e20437
zuvor	w5_d193e20440
dahin	w7_d193e20443
begeben.	w9_d193e20446
Während	w11_d193e20449
deme,	w1_d193e20454
daß	w3_d193e20457
die	w5_d193e20460
Armee	w7_d193e20463
sich	w9_d193e20466
in	w11_d193e20469
den	w13_d193e20473
Marsch	w15_d193e20476
se	w17_d193e20479
tzete,	w1_d193e20485
schickte	w3_d193e20488
er	w5_d193e20491
den	w7_d193e20494
Hrn.	w9_d193e20497
Rigand	w11_d193e20500
de	w13_d193e20504
Vau	w15_d193e20507
drevil	w1_d193e20512
mit	w3_d193e20515
einem	w5_d193e20518
Corps	w7_d193e20521
Trupen	w9_d193e20524
von	w11_d193e20527
der	w13_d193e20531
Co	w15_d193e20534
lonie,	w1_d193e20539
von	w3_d193e20542
Canadiern,	w5_d193e20545
und	w7_d193e20548
von	w9_d193e20551
Wilden	w11_d193e20554
ab,	w13_d193e20558
um	w15_d193e20561
sich	w1_d193e20566
der	w3_d193e20569
Tete	w5_d193e20572
du	w7_d193e20575
Portage	w9_d193e20578
an	w11_d193e20581
dem	w13_d193e20585
See	w15_d193e20588
des	w17_d193e20591
Heil.	w19_d193e20594
Sacraments	w1_d193e20600
zu	w3_d193e20603
bemeistern.	w5_d193e20606
Da	w7_d193e20609
nun	w9_d193e20612
der	w11_d193e20615
Hr.	w13_d193e20619
Rigand	w1_d193e20624
de	w3_d193e20627
Vaudrevil	w5_d193e20630
allda	w7_d193e20633
Posto	w9_d193e20636
gefasset	w11_d193e20639
hatte,	w1_d193e20644
schickte	w3_d193e20647
er	w5_d193e20650
3.	w7_d193e20653
Detaschementer	w9_d193e20656
zur	w11_d193e20659
Aus	w13_d193e20663
kundschaftung	w1_d193e20668
aus.	w3_d193e20671
</p>
<p id="p16_d193e20674">
Das	w1_d193e20678
erste,	w3_d193e20681
so	w5_d193e20684
nur	w7_d193e20687
aus	w9_d193e20690
10.	w11_d193e20693
Mann	w13_d193e20697
bestunde,	w15_d193e20700
wurde	w1_d193e20705
auf	w3_d193e20708
dem	w5_d193e20711
See	w7_d193e20714
des	w9_d193e20717
Heil.	w11_d193e20720
Sacraments	w13_d193e20724
von	w1_d193e20729
verschiedenen	w3_d193e20732
feindlichen	w5_d193e20735
Kahnen,	w7_d193e20738
darin	w9_d193e20741
nen	w1_d193e20747
120.	w3_d193e20750
bis	w5_d193e20753
130.	w7_d193e20756
Engländer	w9_d193e20759
waren,	w11_d193e20762
ange	w13_d193e20766
griffen.	w1_d193e20771
Wiewolen	w3_d193e20774
nun	w5_d193e20777
aber	w7_d193e20780
der	w9_d193e20783
Hr.	w11_d193e20786
Saint	w13_d193e20790
Ours	w1_d193e20795
Leutenant	w3_d193e20798
bey	w5_d193e20801
der	w7_d193e20804
Colonie,	w9_d193e20807
welcher	w11_d193e20810
sie	w13_d193e20814
auch	w1_d193e20819
commandirte,	w3_d193e20822
gleich	w5_d193e20825
bey	w7_d193e20828
der	w9_d193e20831
ersten	w11_d193e20834
Ab	w13_d193e20838
feurung	w1_d193e20844
bleßiret	w3_d193e20847
wurde,	w5_d193e20850
so	w7_d193e20853
vertheidigte	w9_d193e20856
er	w11_d193e20859
sich	w13_d193e20863
doch	w1_d193e20868
mit	w3_d193e20871
solcher	w5_d193e20874
Standhaftigkeit,	w7_d193e20877
daß	w9_d193e20880
er	w11_d193e20883
end	w13_d193e20887
lich	w1_d193e20892
die	w3_d193e20895
Feinde	w5_d193e20898
in	w7_d193e20901
die	w9_d193e20904
Flucht	w11_d193e20907
brachte.	w13_d193e20911
Das	w15_d193e20914
anderie,	w1_d193e20919
welches	w3_d193e20922
ziemlich	w5_d193e20925
stark	w7_d193e20928
ware,	w9_d193e20931
wurde	w11_d193e20934
von	w1_d193e20940
dem	w3_d193e20943
Hrn.	w5_d193e20946
Marin	w7_d193e20949
gleichmäßigen	w9_d193e20952
Leute	w11_d193e20955
nant	w1_d193e20960
commandiret.	w3_d193e20963
Dieser	w5_d193e20966
liesse	w7_d193e20969
8.	w9_d193e20972
Wilde	w11_d193e20975
anstatt	w1_d193e20980
seiner	w3_d193e20983
Avant=garde	w5_d193e20986
voraus	w7_d193e20989
gehen.	w9_d193e20992
Kaum	w1_d193e20997
waren	w3_d193e21000
selbe	w5_d193e21003
vorwärts	w7_d193e21006
gerucket,	w9_d193e21009
so	w11_d193e21012
ka	w13_d193e21016
men	w1_d193e21022
ihnen	w3_d193e21025
40.	w5_d193e21028
Engländer	w7_d193e21031
entgegen.	w9_d193e21034
Die	w11_d193e21037
Wilden	w1_d193e21042
schossen	w3_d193e21045
auf	w5_d193e21048
ihre	w7_d193e21051
Feinde,	w9_d193e21054
und	w11_d193e21057
erleg	w13_d193e21061
ten	w1_d193e21066
sogleich	w3_d193e21069
den	w5_d193e21072
Commandirenden	w7_d193e21075
derenselben,	w9_d193e21078
worauf	w1_d193e21083
die	w3_d193e21086
übrige	w5_d193e21089
die	w7_d193e21092
Flucht	w9_d193e21095
nahmen	w11_d193e21098
Der	w13_d193e21102
Hr.	w1_d193e21108
Marin,	w3_d193e21111
nachdeme	w5_d193e21114
er	w7_d193e21117
seine	w9_d193e21120
Avant=garde	w11_d193e21123
eingeholet	w1_d193e21128
hatte,	w3_d193e21131
setzte	w5_d193e21134
sein	w7_d193e21137
Detaschement	w9_d193e21140
auf	w1_d193e21145
150.	w3_d193e21148
Köpfe,	w5_d193e21151
und	w7_d193e21154
zwar	w9_d193e21157
lauter	w11_d193e21160
