<doc id="wr_1760-01-02" attrs="word" year="1760" month="01" day="02" corpus="2">
<head id="h2_d411e2925">
Erfurt	w1_d411e2929
Denkmal	w3_d411e17490
stiften	w5_d411e17493
wird.	w7_d411e17496
Vier	w9_d411e17499
hundert	w11_d411e17502
Jndianer	w1_d411e17507
von	w3_d411e17510
verschiedenen	w5_d411e17513
Völkern,	w7_d411e17516
inson	w9_d411e17519
derheit	w1_d411e17524
die	w3_d411e17527
Tamas	w5_d411e17530
und	w7_d411e17533
Wydadots	w9_d411e17536
sind	w11_d411e17539
hie	w13_d411e17543
her	w1_d411e17548
gekommen,	w3_d411e17551
uns	w5_d411e17554
ihre	w7_d411e17557
Ehrfurcht	w9_d411e17560
zu	w11_d411e17563
bezeu	w13_d411e17567
gen,	w1_d411e17573
und	w3_d411e17576
uns	w5_d411e17579
ihren	w7_d411e17582
Beystand	w9_d411e17585
zu	w11_d411e17588
versprechen,	w13_d411e17592
wenn	w1_d411e17597
wir	w3_d411e17600
solchen	w5_d411e17603
erfordern	w7_d411e17606
würden.	w9_d411e17609
</p>
<p id="p6_d411e17612">
Unsere	w1_d411e17616
Nachrichten	w3_d411e17619
aus	w5_d411e17622
America	w7_d411e17625
geben	w9_d411e17628
</p>
<p id="p8_d411e17631">
Am	w1_d411e17635
30.	w3_d411e17638
Septemb.	w5_d411e17641
empfienge	w7_d411e17644
der	w9_d411e17647
dasi	w11_d411e17650
ge	w1_d411e17655
Gouverneur	w3_d411e17658
einen	w5_d411e17661
am	w7_d411e17664
26.	w9_d411e17667
abgefertigten	w11_d411e17670
Erpressen	w1_d411e17675
von	w3_d411e17678
dem	w5_d411e17681
Commandanten	w7_d411e17684
der	w9_d411e17687
Stadt	w1_d411e17693
London	w3_d411e17696
und	w5_d411e17699
Prinz	w7_d411e17702
Georg.	w9_d411e17705
Man	w11_d411e17708
hat	w1_d411e17713
hierdurch	w3_d411e17716
erfahren,	w5_d411e17719
daß	w7_d411e17722
die	w9_d411e17725
Cherokees	w11_d411e17728
dem	w1_d411e17733
erstern	w3_d411e17736
von	w5_d411e17739
diesen	w7_d411e17742
Forts,	w9_d411e17745
die	w11_d411e17748
Commu	w13_d411e17752
nication	w1_d411e17757
abgeschnitten,	w3_d411e17760
und	w5_d411e17763
2.	w7_d411e17766
Soldaten	w9_d411e17769
von	w11_d411e17772
der	w1_d411e17778
Besatzung,	w3_d411e17781
nebst	w5_d411e17784
einem	w7_d411e17787
Particulier	w9_d411e17790
geschunden	w1_d411e17795
haben.	w3_d411e17798
Alle	w5_d411e17801
Kaufleute	w7_d411e17804
in	w9_d411e17807
die	w11_d411e17810
sen	w1_d411e17815
Gegenden,	w3_d411e17818
nur	w5_d411e17821
einen	w7_d411e17824
ausgenommen,	w9_d411e17827
von	w11_d411e17830
dem	w1_d411e17835
man	w3_d411e17838
fürchtet,	w5_d411e17841
daß	w7_d411e17844
er	w9_d411e17847
gleichfalls	w11_d411e17850
ermo	w13_d411e17854
det	w1_d411e17860
seye,	w3_d411e17863
sind	w5_d411e17866
in	w7_d411e17869
dem	w9_d411e17872
Fort	w11_d411e17875
Prinz	w13_d411e17879
Georg	w15_d411e17882
an	w17_d411e17885
gekommen,	w1_d411e17890
dahin	w3_d411e17893
sie	w5_d411e17896
bey	w7_d411e17899
Nachtzeit	w9_d411e17902
von	w11_d411e17905
eini	w13_d411e17909
gen	w1_d411e17914
mit	w3_d411e17917
uns	w5_d411e17920
verbundenen	w7_d411e17923
Wilden,	w9_d411e17926
durch	w11_d411e17929
den	w13_d411e17933
Wald	w1_d411e17938
geleitet	w3_d411e17941
wurden.	w5_d411e17944
Diese	w7_d411e17947
gute	w9_d411e17950
Leute	w11_d411e17953
haben	w1_d411e17959
aber	w3_d411e17962
vieles	w5_d411e17965
von	w7_d411e17968
ihren	w9_d411e17971
mitgenomme	w11_d411e17974
nen	w1_d411e17979
Habseligkeiten	w3_d411e17982
verloren,	w5_d411e17985
weil	w7_d411e17988
unsere	w9_d411e17991
Feinde	w1_d411e17996
die	w3_d411e17999
Zugänge	w5_d411e18002
nach	w7_d411e18005
dem	w9_d411e18008
Wald	w11_d411e18011
bese	w13_d411e18015
tzet	w1_d411e18020
hatten.	w3_d411e18023
Der	w5_d411e18026
sogenannte	w7_d411e18029
kleine	w9_d411e18032
Carpen	w11_d411e18035
ter,	w1_d411e18041
einer	w3_d411e18044
von	w5_d411e18047
denen	w7_d411e18050
Anführern	w9_d411e18053
derer	w11_d411e18056
Jndia	w13_d411e18060
ner	w1_d411e18065
streiffet	w3_d411e18068
seit	w5_d411e18071
einiger	w7_d411e18074
Zeit	w9_d411e18077
umher,	w11_d411e18080
unter	w13_d411e18084
</p>
<p id="p10_d411e18087">
dem	w1_d411e18091
Vorwand,	w3_d411e18094
die	w5_d411e18097
Franzosen	w7_d411e18100
zu	w9_d411e18103
beunruhl	w11_d411e18106
gen;	w1_d411e18111
aber	w3_d411e18114
man	w5_d411e18117
zweifelt	w7_d411e18120
sehr	w9_d411e18123
an	w11_d411e18126
der	w13_d411e18130
Redlich	w15_d411e18133
keit	w1_d411e18138
seiner	w3_d411e18141
Gesinnungen.	w5_d411e18144
Wenigstens	w7_d411e18147
sagt	w9_d411e18150
man,	w1_d411e18156
daß	w3_d411e18159
der	w5_d411e18162
sogenannte	w7_d411e18165
Freund	w9_d411e18168
des	w11_d411e18171
Rich	w13_d411e18175
ters,	w1_d411e18180
ein	w3_d411e18183
anderes	w5_d411e18186
Ober=haupt	w7_d411e18189
deren	w9_d411e18192
Wilden,	w11_d411e18195
den	w1_d411e18200
man	w3_d411e18203
allezeit	w5_d411e18206
als	w7_d411e18209
sehr	w9_d411e18212
geneigt	w11_d411e18215
für	w13_d411e18219
uns	w15_d411e18222
an	w17_d411e18225
gesehen	w1_d411e18230
hat,	w3_d411e18233
die	w5_d411e18236
Trieb=feder	w7_d411e18239
von	w9_d411e18242
diesen	w11_d411e18245
Un	w13_d411e18249
ruhen	w1_d411e18255
seye.	w3_d411e18258
Er	w5_d411e18261
ist	w7_d411e18264
nach	w9_d411e18267
Keomee	w11_d411e18270
gekom	w13_d411e18274
men,	w1_d411e18279
und	w3_d411e18282
hat	w5_d411e18285
die	w7_d411e18288
daselbst	w9_d411e18291
zusammen	w11_d411e18294
gebrach	w13_d411e18298
te	w1_d411e18303
Munition	w3_d411e18306
gefordert,	w5_d411e18309
die	w7_d411e18312
ihm	w9_d411e18315
aber	w11_d411e18318
völlig	w13_d411e18322
abgeschlagen	w1_d411e18327
worden.	w3_d411e18330
Auf	w5_d411e18333
diese	w7_d411e18336
Rachricht	w9_d411e18339
verordnete	w1_d411e18345
unser	w3_d411e18348
Herr	w5_d411e18351
Gouverneur	w7_d411e18354
eine	w9_d411e18357
allgemeine	w1_d411e18362
Zusammenkunft	w3_d411e18365
dieser	w5_d411e18368
Provinz,	w7_d411e18371
die	w1_d411e18376
sonst	w3_d411e18379
bis	w5_d411e18382
auf	w7_d411e18385
den	w9_d411e18388
19.	w11_d411e18391
November	w13_d411e18395
ausge	w15_d411e18398
setzet	w1_d411e18403
war.	w3_d411e18406
</p>
<p id="p12_d411e18410">
Diese	w1_d411e18414
umständliche	w3_d411e18417
Neuigkeiten	w5_d411e18420
erforden	w7_d411e18423
ten	w1_d411e18428
allerdings	w3_d411e18431
muntere	w5_d411e18434
Gegen=veranstaitung.	w7_d411e18437
Es	w1_d411e18442
sind	w3_d411e18445
schon	w5_d411e18448
Couriers	w7_d411e18451
an	w9_d411e18454
den	w11_d411e18457
General	w13_d411e18461
Stanwix,	w1_d411e18467
an	w3_d411e18470
die	w5_d411e18473
Gouverneurs	w7_d411e18476
von	w9_d411e18479
Virgi	w11_d411e18482
nien,	w1_d411e18487
von	w3_d411e18490
Nordearolina,	w5_d411e18493
von	w7_d411e18496
Georgien,	w9_d411e18499
wie	w1_d411e18504
auch	w3_d411e18507
an	w5_d411e18510
die	w7_d411e18513
Catewtas,	w9_d411e18516
und	w11_d411e18519
Chickachas,	w13_d411e18523
unsere	w1_d411e18528
getreuen	w3_d411e18531
Alliirten,	w5_d411e18534
und	w7_d411e18537
Freunde,	w9_d411e18540
ab	w11_d411e18543
gesendet	w1_d411e18549
worden,	w3_d411e18552
und	w5_d411e18555
man	w7_d411e18558
bemühet	w9_d411e18561
sich	w11_d411e18564
äusserst,	w1_d411e18569
dieses	w3_d411e18572
Unglück	w5_d411e18575
gleich	w7_d411e18578
im	w9_d411e18581
Anfang	w11_d411e18584
zu	w13_d411e18588
dämpfen,	w1_d411e18593
welches	w3_d411e18596
bey	w5_d411e18599
weiterem	w7_d411e18602
Fortgange	w9_d411e18605
sehr	w1_d411e18610
gefährliche	w3_d411e18613
Folgen	w5_d411e18616
haben	w7_d411e18619
könnte.	w9_d411e18622
Ein	w11_d411e18625
Umstand	w1_d411e18631
beruhiget	w3_d411e18634
uns	w5_d411e18637
noch	w7_d411e18640
sehr	w9_d411e18643
dabey	w11_d411e18646
nämlich,	w1_d411e18651
daß	w3_d411e18654
das	w5_d411e18657
Fort	w7_d411e18660
Prinz	w9_d411e18663
George	w11_d411e18666
und	w13_d411e18670
London	w1_d411e18675
sehr	w3_d411e18678
gut	w5_d411e18681
mit	w7_d411e18684
allen	w9_d411e18687
Arten	w11_d411e18690
von	w13_d411e18694
Le	w15_d411e18697
bens=mitteln	w1_d411e18702
versehen	w3_d411e18705
seynd.	w5_d411e18708
Den	w7_d411e18711
Augen	w9_d411e18714
blick	w1_d411e18720
vorher,	w3_d411e18723
ehe	w5_d411e18726
die	w7_d411e18729
beyden	w9_d411e18732
Soldaten	w11_d411e18735
ge	w13_d411e18739
schunden	w1_d411e18744
worden,	w3_d411e18747
waren	w5_d411e18750
noch	w7_d411e18753
70.	w9_d411e18756
Ochsen	w11_d411e18759
unter	w1_d411e18764
Bedeckung	w3_d411e18767
in	w5_d411e18770
dem	w7_d411e18773
Fort	w9_d411e18776
London	w11_d411e18779
ein	w13_d411e18783
gebracht,	w1_d411e18788
welche	w3_d411e18791
mit	w5_d411e18794
vieler	w7_d411e18797
Mühe	w9_d411e18800
einer	w11_d411e18803
Par	w13_d411e18807
they	w1_d411e18813
Wilden	w3_d411e18816
entgangen	w5_d411e18819
sind,	w7_d411e18822
die	w9_d411e18825
sich	w11_d411e18828
in	w13_d411e18832
einem	w1_d411e18837
Busche,	w3_d411e18840
sie	w5_d411e18843
aufzufangen,	w7_d411e18846
verborgen	w9_d411e18849
hielten.	w1_d411e18854
</p>
<p id="p18_d411e18867">
Jn	w1_d411e18871
einem	w3_d411e18874
Briefe	w5_d411e18877
von	w7_d411e18880
Augusta	w9_d411e18883
den	w11_d411e18886
23.	w13_d411e18890
Sept.	w1_d411e18895
wird	w3_d411e18898
uns	w5_d411e18901
folgendes	w7_d411e18904
gemeldet:	w9_d411e18907
50.	w11_d411e18910
deren	w1_d411e18915
Vornehmen	w3_d411e18918
unter	w5_d411e18921
denen	w7_d411e18924
Creckischen	w9_d411e18927
Jndianern	w1_d411e18933
seynd	w3_d411e18936
hier	w5_d411e18939
vor	w7_d411e18942
etlichen	w9_d411e18945
Tagen	w11_d411e18948
auf	w1_d411e18953
unserer	w3_d411e18956
Nachbarschaft	w5_d411e18959
vorbey	w7_d411e18962
gegangen.	w9_d411e18965
Sie	w1_d411e18970
kamen	w3_d411e18973
von	w5_d411e18976
Coweta,	w7_d411e18979
und	w9_d411e18982
wollten	w11_d411e18985
bey	w13_d411e18989
dem	w1_d411e18994
Gouverneur	w3_d411e18997
einen	w5_d411e19000
Besuch	w7_d411e19003
abstatten.	w9_d411e19006
Doch	w1_d411e19012
versicherten	w3_d411e19015
sie	w5_d411e19018
auf	w7_d411e19021
das	w9_d411e19024
stärkeste,	w11_d411e19027
daß	w13_d411e19031
sie	w1_d411e19036
an	w3_d411e19039
dem	w5_d411e19042
Vorhaben	w7_d411e19045
der	w9_d411e19048
Cherokeesen	w11_d411e19051
kei	w13_d411e19055
nen	w1_d411e19060
Theil	w3_d411e19063
hätten.	w5_d411e19066
Wir	w7_d411e19069
freuen	w9_d411e19072
uns	w11_d411e19075
sehr	w13_d411e19079
über	w1_d411e19084
die	w3_d411e19087
Nachricht,	w5_d411e19090
daß	w7_d411e19093
der	w9_d411e19096
Capitain	w11_d411e19099
Stuart	w13_d411e19103
sich	w1_d411e19109
gegen	w3_d411e19112
das	w5_d411e19115
Land	w7_d411e19118
der	w9_d411e19121
Cherokeesen	w11_d411e19124
in	w13_d411e19128
den	w15_d411e19131
Marsch	w1_d411e19136
gesetzet	w3_d411e19139
habe.	w5_d411e19142
Wir	w7_d411e19145
schätzen	w9_d411e19148
seine	w11_d411e19151
Fähigkeit	w1_d411e19156
um	w3_d411e19159
desto	w5_d411e19162
höher,	w7_d411e19165
je	w9_d411e19168
bekannter	w11_d411e19171
er	w13_d411e19175
sich	w1_d411e19180
mit	w3_d411e19183
denen	w5_d411e19186
Judianischen	w7_d411e19189
Affairen	w9_d411e19192
gemacht	w11_d411e19195
hat.	w1_d411e19201
Unsere	w3_d411e19204
Kauflleute	w5_d411e19207
seynd	w7_d411e19210
aus	w9_d411e19213
dem	w11_d411e19216
Lande	w1_d411e19221
der	w3_d411e19224
Chactaws	w5_d411e19227
noch	w7_d411e19230
nicht	w9_d411e19233
wieder	w11_d411e19236
zu	w13_d411e19240
rück	w1_d411e19245
gekommen.	w3_d411e19248
Der	w5_d411e19251
Hr.	w7_d411e19254
Atkins	w9_d411e19257
befindet	w11_d411e19260
sich	w1_d411e19265
noch	w3_d411e19268
zu	w5_d411e19271
Mucculaßi,	w7_d411e19274
unter	w9_d411e19277
dem	w11_d411e19280
Schutz	w13_d411e19284
des	w1_d411e19290
Wolfkings,	w3_d411e19293
eines	w5_d411e19296
bekannten	w7_d411e19299
Haupts	w9_d411e19302
der	w11_d411e19305
Wilden.	w1_d411e19310
Eine	w3_d411e19313
Liste	w5_d411e19316
von	w7_d411e19319
Dörfern,	w9_d411e19322
die	w11_d411e19325
die	w13_d411e19329
Cherokeesen	w1_d411e19334
bewohnen,	w3_d411e19337
ist	w5_d411e19340
uns	w7_d411e19343
in	w9_d411e19346
die	w11_d411e19349
Hän	w13_d411e19353
de	w1_d411e19358
gerahten,	w3_d411e19361
woraus	w5_d411e19364
sich	w7_d411e19367
ergiebt,	w9_d411e19370
daß	w11_d411e19373
diese	w13_d411e19377
Nation	w1_d411e19383
nicht	w3_d411e19386
über	w5_d411e19389
2000.	w7_d411e19392
Mann	w9_d411e19395
aufbrin	w11_d411e19398
gen	w1_d411e19403
könne,	w3_d411e19406
die	w5_d411e19409
zum	w7_d411e19412
Krieg	w9_d411e19415
tüchtig	w11_d411e19418
seynd;	w13_d411e19422
wie	w15_d411e19425
wol	w1_d411e19430
andere	w3_d411e19433
dieselbige	w5_d411e19436
bis	w7_d411e19439
auf	w9_d411e19442
2500.	w11_d411e19445
erhe	w13_d411e19449
ben,	w1_d411e19454
und	w3_d411e19457
noch	w5_d411e19460
wol	w7_d411e19463
darüber.	w9_d411e19466
Wir	w11_d411e19469
verneh	w13_d411e19473
men,	w1_d411e19479
daß	w3_d411e19482
die	w5_d411e19485
Land	w7_d411e19488
und	w9_d411e19491
Frey	w11_d411e19494
compagnien	w13_d411e19498
Or	w15_d411e19501
dre	w1_d411e19506
erhalten	w3_d411e19509
haben,	w5_d411e19512
sich	w7_d411e19515
nach	w9_d411e19518
einer	w11_d411e19521
Stunde,	w13_d411e19525
da	w1_d411e19530
es	w3_d411e19533
angesagt	w5_d411e19536
worden,	w7_d411e19539
marschfertig	w9_d411e19542
zu	w11_d411e19545
hal	w13_d411e19549
ten,	w1_d411e19554
und	w3_d411e19557
daß	w5_d411e19560
gleiche	w7_d411e19563
Ordre	w9_d411e19566
an	w11_d411e19569
die	w13_d411e19573
Landvöl	w15_d411e19576
ker	w1_d411e19582
in	w3_d411e19585
denen	w5_d411e19588
Colonien,	w7_d411e19591
die	w9_d411e19594
am	w11_d411e19597
weitesten	w13_d411e19601
im	w15_d411e19604
Lande	w1_d411e19609
hinein	w3_d411e19612
ligen,	w5_d411e19615
ergangen	w7_d411e19618
seye.	w9_d411e19621
</p>
<p id="p20_d411e19624">
Obgleich	w1_d411e19628
unsere	w3_d411e19631
Leute	w5_d411e19634
mit	w7_d411e19637
Eifer	w9_d411e19640
arbei	w11_d411e19643
ten,	w1_d411e19648
unsere	w3_d411e19651
Festungs=werke	w5_d411e19654
wieder	w7_d411e19657
herzu	w9_d411e19660
stellen	w1_d411e19665
und	w3_d411e19668
zu	w5_d411e19671
vermehren,	w7_d411e19674
so	w9_d411e19677
siehet	w11_d411e19680
man	w13_d411e19684
doch	w15_d411e19687
mit	w1_d411e19693
Vergnügen,	w3_d411e19696
daß	w5_d411e19699
sie,	w7_d411e19702
so	w9_d411e19705
beschwerlich	w11_d411e19708
auch	w13_d411e19712
diese	w1_d411e19717
Beschäftigung	w3_d411e19720
ist,	w5_d411e19723
sich	w7_d411e19726
dennoch	w9_d411e19729
sehr	w11_d411e19732
wol	w1_d411e19737
befinden.	w3_d411e19740
Diese	w5_d411e19743
Festung	w7_d411e19746
ist,	w9_d411e19749
oder	w11_d411e19752
wird	w1_d411e19757
vielmehr,	w3_d411e19760
wenn	w5_d411e19763
die	w7_d411e19766
Arbeit	w9_d411e19769
vollendet	w11_d411e19772
seyn	w1_d411e19778
wird,	w3_d411e19781
die	w5_d411e19784
wichtigste	w7_d411e19787
in	w9_d411e19790
ganz	w11_d411e19793
America	w13_d411e19797
</p>
<p id="p22_d411e19800">
seyn,	w1_d411e19804
und	w3_d411e19807
man	w5_d411e19810
meinet,	w7_d411e19813
sie	w9_d411e19816
noch	w11_d411e19819
vor	w13_d411e19823
Ablauf	w15_d411e19826
dieses	w1_d411e19831
Jahrs	w3_d411e19834
in	w5_d411e19837
diesen	w7_d411e19840
Stand	w9_d411e19843
zu	w11_d411e19846
sehen.	w13_d411e19850
Wir	w15_d411e19853
stehen	w1_d411e19858
im	w3_d411e19861
Begrif,	w5_d411e19864
die	w7_d411e19867
Expedition	w9_d411e19870
unterhalb	w11_d411e19873
des	w1_d411e19879
Sees	w3_d411e19882
Champlain	w5_d411e19885
vorzunehmen.	w7_d411e19888
Eine	w9_d411e19891
Stunde	w1_d411e19896
auf	w3_d411e19899
erhaltene	w5_d411e19902
Nachricht	w7_d411e19905
muß	w9_d411e19908
alles	w11_d411e19911
in	w1_d411e19916
Bereitschaft	w3_d411e19919
stehen.	w5_d411e19922
Die	w7_d411e19925
kleine	w9_d411e19928
Flotte,	w11_d411e19931
welche	w1_d411e19936
uns	w3_d411e19939
über	w5_d411e19942
den	w7_d411e19945
See	w9_d411e19948
bringen	w11_d411e19951
muß,	w13_d411e19955
wird	w15_d411e19958
von	w1_d411e19964
einem	w3_d411e19967
grossen	w5_d411e19970
Prahm,	w7_d411e19973
auf	w9_d411e19976
welchen	w11_d411e19979
sich	w13_d411e19983
6.	w1_d411e19988
Canonen	w3_d411e19991
von	w5_d411e19994
24.	w7_d411e19997
Pfund	w9_d411e20000
befinden,	w11_d411e20003
einer	w13_d411e20007
Schaluppe	w1_d411e20012
von	w3_d411e20015
18.	w5_d411e20018
Canonen	w7_d411e20021
von	w9_d411e20024
8.	w11_d411e20027
Pfund	w13_d411e20031
einem	w1_d411e20036
Schif	w3_d411e20039
von	w5_d411e20042
12.	w7_d411e20045
Canonen	w9_d411e20048
von	w11_d411e20051
6.	w13_d411e20055
Pf.	w15_d411e20058
und	w1_d411e20064
2.	w3_d411e20067
kleinen	w5_d411e20070
Prahmen,	w7_d411e20073
von	w9_d411e20076
gleichem	w11_d411e20079
Ca	w13_d411e20083
libre,	w1_d411e20088
mit	w3_d411e20091
2.	w5_d411e20094
Mörsern	w7_d411e20097
nebst	w9_d411e20100
4.	w11_d411e20103
Galeeren,	w13_d411e20107
davon	w1_d411e20112
jegliche	w3_d411e20115
eine	w5_d411e20118
Canone	w7_d411e20121
von	w9_d411e20124
24.	w11_d411e20127
Pfund	w13_d411e20131
und	w1_d411e20136
1.	w3_d411e20139
Haubitze	w5_d411e20142
führet,	w7_d411e20145
bedecket.	w9_d411e20148
Unsere	w11_d411e20151
Schiffe	w1_d411e20157
sind	w3_d411e20160
alle	w5_d411e20163
ausgebessert,	w7_d411e20166
und	w9_d411e20169
mit	w11_d411e20172
Ma	w13_d411e20176
sten,	w1_d411e20181
und	w3_d411e20184
Seegeln	w5_d411e20187
versehen;	w7_d411e20190
aber	w9_d411e20193
ich	w11_d411e20196
besor	w13_d411e20200
ge	w1_d411e20205
sehr,	w3_d411e20208
daß	w5_d411e20211
diese	w7_d411e20214
Masten,	w9_d411e20217
und	w11_d411e20220
diese	w13_d411e20224
See	w15_d411e20227
gel	w1_d411e20232
die	w3_d411e20235
Ursache	w5_d411e20238
seyn	w7_d411e20241
werden,	w9_d411e20244
wann	w11_d411e20247
einige	w13_d411e20251
derselben	w1_d411e20257
zu	w3_d411e20260
Grunde	w5_d411e20263
gehen,	w7_d411e20266
insonderheit	w9_d411e20269
weil	w11_d411e20272
der	w1_d411e20277
See	w3_d411e20280
Champlain,	w5_d411e20283
und	w7_d411e20286
der	w9_d411e20289
See	w11_d411e20292
George	w13_d411e20296
darinn	w1_d411e20301
von	w3_d411e20304
einander	w5_d411e20307
abgehen,	w7_d411e20310
daß	w9_d411e20313
der	w11_d411e20316
erste	w13_d411e20320
re	w1_d411e20325
seine	w3_d411e20328
Wellen	w5_d411e20331
so	w7_d411e20334
hoch	w9_d411e20337
als	w11_d411e20340
wie	w13_d411e20344
der	w15_d411e20347
Occan	w17_d411e20350
treibt,	w1_d411e20356
und	w3_d411e20359
daß	w5_d411e20362
er	w7_d411e20365
in	w9_d411e20368
einer	w11_d411e20371
Länge	w13_d411e20375
von	w15_d411e20378
80.	w17_d411e20381
Meilen	w1_d411e20386
so	w3_d411e20389
breit	w5_d411e20392
ist,	w7_d411e20395
daß	w9_d411e20398
man	w11_d411e20401
von	w13_d411e20405
einem	w15_d411e20408
Ufer	w17_d411e20411
bis	w1_d411e20416
zu	w3_d411e20419
dem	w5_d411e20422
andern	w7_d411e20425
mit	w9_d411e20428
denen	w11_d411e20431
Augen	w13_d411e20435
nicht	w15_d411e20438
reichen	w1_d411e20443
kan.	w3_d411e20446
Wir	w5_d411e20449
seynd	w7_d411e20452
heute	w9_d411e20455
sehr	w11_d411e20458
beschäf	w13_d411e20462
tiget,	w1_d411e20468
die	w3_d411e20471
Artillerie,	w5_d411e20474
Lebens=mittel,	w7_d411e20477
rc.	w9_d411e20480
an	w11_d411e20483
Bord	w1_d411e20488
zu	w3_d411e20491
bringen.	w5_d411e20494
Man	w7_d411e20497
saget,	w9_d411e20500
daß	w11_d411e20503
einige	w13_d411e20507
Land	w1_d411e20512
völker	w3_d411e20515
sich	w5_d411e20518
mit	w7_d411e20521
uns	w9_d411e20524
auf	w11_d411e20527
den	w13_d411e20531
Zug	w15_d411e20534
bege	w17_d411e20537
ben	w1_d411e20542
werden;	w3_d411e20545
doch	w5_d411e20548
ka	w7_d411e20551
ich	w9_d411e20554
es	w11_d411e20557
nicht	w13_d411e20561
mit	w15_d411e20564
Ge	w17_d411e20567
wißheit	w1_d411e20573
versichern.	w3_d411e20576
Die	w5_d411e20579
regulairen	w7_d411e20582
Tru	w9_d411e20585
pen	w1_d411e20590
aber,	w3_d411e20593
welche	w5_d411e20596
denselben	w7_d411e20599
ausmachen	w9_d411e20602
sol	w11_d411e20605
len,	w1_d411e20610
seynd	w3_d411e20613
ernannt,	w5_d411e20616
und	w7_d411e20619
folgende:	w9_d411e20622
488.	w11_d411e20625
Mann	w1_d411e20630
von	w3_d411e20633
dem	w5_d411e20636
Regiment	w7_d411e20639
Royal	w9_d411e20642
Schwei	w11_d411e20645
tzer,	w1_d411e20651
379.	w3_d411e20654
von	w5_d411e20657
dem	w7_d411e20660
Regiment	w9_d411e20663
Forbes,	w11_d411e20666
354.	w1_d411e20671
von	w3_d411e20674
Jnniskilling,	w5_d411e20677
435.	w7_d411e20680
von	w9_d411e20683
Royal	w11_d411e20686
Berg=schetten,	w1_d411e20691
377.	w3_d411e20694
Prideaux,	w5_d411e20697
540.	w7_d411e20700
von	w9_d411e20703
Montgomery,	w1_d411e20708
600.	w3_d411e20711
Grenadiers,	w5_d411e20714
600.	w7_d411e20717
Mann	w1_d411e20723
leichte	w3_d411e20726
Jnfanterie.	w5_d411e20729
</p>
<p id="p28_d411e20743">
Wir	w1_d411e20747
N.	w3_d411e20750
N.	w5_d411e20753
Superintendenten	w7_d411e20756
und	w9_d411e20759
Spitalmel	w11_d411e20762
stere	w1_d411e20767
des	w3_d411e20770
Löbl.	w5_d411e20773
Burger	w7_d411e20776
spitals	w9_d411e20779
in	w11_d411e20782
Wien	w13_d411e20786
geben	w15_d411e20789
je	w17_d411e20792
dermanniglich,	w1_d411e20797
zuvorderist	w3_d411e20800
aber	w5_d411e20803
denenjenigen	w7_d411e20806
Par	w9_d411e20809
theyen,	w1_d411e20815
so	w3_d411e20818
auf	w5_d411e20821
anuo	w7_d411e20824
1745.	w9_d411e20827
ab	w11_d411e20830
in	w13_d411e20834
estato	w15_d411e20837
erfolgtes	w17_d411e20840
Absterben	w1_d411e20845
des	w3_d411e20848
Mathiä	w5_d411e20851
Fridschall,	w7_d411e20854
gewesten	w9_d411e20857
Bur	w11_d411e20860
gerl.	w1_d411e20865
Peruquen=machers,	w3_d411e20868
und	w5_d411e20871
behausten	w7_d411e20874
Nachbars	w9_d411e20877
am	w1_d411e20882
Spitalberg	w3_d411e20885
seel.	w5_d411e20888
zu	w7_d411e20891
Boßabrunn	w9_d411e20894
in	w11_d411e20897
Unter	w13_d411e20901
öster	w15_d411e20904
reich	w1_d411e20910
jennseits	w3_d411e20913
der	w5_d411e20916
Donau	w7_d411e20919
gebürtig,	w9_d411e20922
an	w11_d411e20925
desselben	w13_d411e20929
Verlassenschaft	w1_d411e20934
(zumalen	w3_d411e20937
der	w5_d411e20940
Schulden=halber	w7_d411e20943
bereits	w1_d411e20948
den	w3_d411e20951
23.	w5_d411e20954
Septemb.	w7_d411e20957
1745.	w9_d411e20960
das	w11_d411e20963
behörige	w13_d411e20967
Convocations	w1_d411e20972
und	w3_d411e20975
Liquidations=edict	w5_d411e20978
affigiret,	w7_d411e20981
auch	w1_d411e20987
die	w3_d411e20990
Schuldner	w5_d411e20993
der	w7_d411e20996
Ordnung	w9_d411e20999
nach	w11_d411e21002
claßifici	w13_d411e21006
ret	w1_d411e21011
worden,	w3_d411e21014
und	w5_d411e21017
nunmehro	w7_d411e21020
ein	w9_d411e21023
Uebermaß	w11_d411e21026
sich	w13_d411e21030
er	w15_d411e21033
gibet)	w1_d411e21038
in	w3_d411e21041
Erb=sachen	w5_d411e21044
einige	w7_d411e21047
Sprüch	w9_d411e21050
und	w11_d411e21053
Forderun	w13_d411e21057
gen	w1_d411e21062
haben,	w3_d411e21065
oder	w5_d411e21068
zu	w7_d411e21071
stellen	w9_d411e21074
vermeinen,	w11_d411e21077
hiemit	w13_d411e21081
of	w15_d411e21084
fentlich	w1_d411e21090
zu	w3_d411e21093
vernehmen:	w5_d411e21096
daß	w7_d411e21099
selbe	w9_d411e21102
bey	w11_d411e21105
der	w13_d411e21109
auf	w15_d411e21112
den	w17_d411e21115
12.	w1_d411e21120
Febr.	w3_d411e21123
nächst=künftigen	w5_d411e21126
1760sten	w7_d411e21129
Jahrs	w9_d411e21132
Vor	w11_d411e21135
mittag	w1_d411e21140
um	w3_d411e21143
9	w5_d411e21146
Uhr	w7_d411e21149
in	w9_d411e21152
des	w11_d411e21155
Wienerischen	w13_d411e21159
Burger	w15_d411e21162
spitals	w1_d411e21167
Grund=stuben	w3_d411e21170
