<doc id="wr_1762-01-06" attrs="word" year="1762" month="01" day="06" corpus="2">
<head id="h2_d619e3497">
Lißbon	w1_d619e3501
im	w5_d619e17918
Erzherzogtum	w7_d619e17921
Oesterreich	w9_d619e17924
unter	w11_d619e17927
und	w1_d619e17932
ob	w3_d619e17935
der	w5_d619e17938
Ennß	w7_d619e17941
wegen,	w9_d619e17944
wir	w11_d619e17947
zi	w1_d619e17953
durch	w1_d619e17960
die	w3_d619e17963
ses	w1_d619e17968
offentliche	w3_d619e17971
Edic	w5_d619e17974
it	w1_d619e17980
denen	w3_d619e17983
in	w5_d619e17986
dem	w7_d619e17989
General	w9_d619e17992
Ba	w11_d619e17995
LWittorsischer	w1_d619e18002
Cridä=abschied	w3_d619e18005
in	w5_d619e18008
Classe	w7_d619e18011
2da.	w9_d619e18014
&	w1_d619e18019
3tia.	w3_d619e18022
einkommenden	w5_d619e18025
Creditoren,	w7_d619e18028
benanntlichen:	w9_d619e18031
dem	w1_d619e18037
Johann	w3_d619e18040
Ludwig	w5_d619e18043
Pürkl,	w7_d619e18046
Herrn	w9_d619e18049
Hugo	w11_d619e18052
Wil	w13_d619e18056
helm	w1_d619e18061
Freyherrn	w3_d619e18064
von	w5_d619e18067
Wetzl,	w7_d619e18070
denen	w9_d619e18073
Kriegs=agent	w11_d619e18076
Johann	w1_d619e18081
Neinlingerischen	w3_d619e18084
Erben,	w5_d619e18087
denen	w7_d619e18090
N.	w9_d619e18093
Fahl	w11_d619e18096
ner,	w1_d619e18101
und	w3_d619e18104
Kreuer,	w5_d619e18107
N.	w7_d619e18110
Glatzlin,	w9_d619e18113
Johann	w11_d619e18116
Georg	w13_d619e18120
Winter,	w1_d619e18126
Johann	w3_d619e18129
Burkner,	w5_d619e18132
Leutenant	w7_d619e18135
du	w9_d619e18138
Freues,	w11_d619e18141
Gertrand	w1_d619e18146
Schmidin,	w3_d619e18149
und	w5_d619e18152
Johann	w7_d619e18155
Adam	w9_d619e18158
Kern,	w11_d619e18161
oder	w1_d619e18166
allenfalls	w3_d619e18169
denen	w5_d619e18172
vor	w7_d619e18175
mehr	w9_d619e18178
bemeldten	w11_d619e18181
Credi	w13_d619e18185
toren	w1_d619e18190
etwa	w3_d619e18193
hinterlassenen	w5_d619e18196
Erben	w7_d619e18199
kund	w9_d619e18202
und	w11_d619e18205
zu	w13_d619e18209
wis	w15_d619e18212
sen	w1_d619e18218
gemacht:	w3_d619e18221
Es	w5_d619e18224
habe	w7_d619e18227
der	w9_d619e18230
gerichtlich	w11_d619e18233
aufgestellte	w13_d619e18237
General	w1_d619e18242
Baron	w3_d619e18245
Wittorfische	w5_d619e18248
Carator	w7_d619e18251
ad	w9_d619e18254
actum	w11_d619e18257
Au	w13_d619e18261
gustin	w1_d619e18266
Böck,	w3_d619e18269
J.	w5_d619e18272
U.	w7_d619e18275
D.	w9_d619e18278
auch	w11_d619e18281
Hof=kriegs=rahts,	w13_d619e18285
und	w1_d619e18290
Gerichts=advocat	w3_d619e18293
allda	w5_d619e18296
angezeiget,	w7_d619e18299
welcher	w9_d619e18302
gestalten	w1_d619e18308
die	w3_d619e18311
aus	w5_d619e18314
denen	w7_d619e18317
verkauft=General	w9_d619e18320
Baron	w11_d619e18323
Wittorsischen	w1_d619e18328
Effecten	w3_d619e18331
erlöste	w5_d619e18334
75.	w7_d619e18337
fl.	w9_d619e18340
23.	w11_d619e18343
kr.	w13_d619e18347
und	w15_d619e18350
in	w1_d619e18355
depositis	w3_d619e18358
befindliche	w5_d619e18361
209.	w7_d619e18364
fl.	w9_d619e18367
21.	w11_d619e18370
kr.	w13_d619e18374
zusammen	w15_d619e18377
also	w1_d619e18382
284.	w3_d619e18385
fl.	w5_d619e18388
44.	w7_d619e18391
kr.	w9_d619e18394
unter	w11_d619e18397
sie	w13_d619e18401
Eingangs	w15_d619e18404
benannte	w17_d619e18407
Creditores	w1_d619e18413
zu	w3_d619e18416
vertheilen	w5_d619e18419
kommeten,	w7_d619e18422
und	w9_d619e18425
dahero	w11_d619e18428
zu	w1_d619e18433
Vornehmung	w3_d619e18436
sothaner	w5_d619e18439
Repartition	w7_d619e18442
um	w9_d619e18445
Anord	w11_d619e18448
nung	w1_d619e18453
einer	w3_d619e18456
clausulirten	w5_d619e18459
Tagsatzung	w7_d619e18462
gebetten;	w9_d619e18465
gleich	w11_d619e18468
wie	w1_d619e18473
nun	w3_d619e18476
zu	w5_d619e18479
diesem	w7_d619e18482
Ende	w9_d619e18485
eine	w11_d619e18488
Erforderung	w13_d619e18492
bey	w15_d619e18495
diesem	w1_d619e18501
Kaiserl.	w3_d619e18504
Königl.	w5_d619e18507
Judicio	w7_d619e18510
Delegato	w9_d619e18513
Miti-	w11_d619e18516
tari	w1_d619e18521
mixto	w3_d619e18524
mit	w5_d619e18527
Zuziehung	w7_d619e18530
mehr	w9_d619e18533
ermeldtGene	w11_d619e18536
ral	w1_d619e18541
Baron	w3_d619e18544
Wittorsischen	w5_d619e18547
Creditoren	w7_d619e18550
auf	w9_d619e18553
den	w11_d619e18556
28.	w13_d619e18560
April	w1_d619e18565
dies	w3_d619e18568
Jahrs	w5_d619e18571
fruh	w7_d619e18574
um	w9_d619e18577
9.	w11_d619e18580
Uhr	w13_d619e18584
sub	w15_d619e18587
clausula	w17_d619e18590
contumaciæ	w1_d619e18596
bestimmet	w3_d619e18599
worden,	w5_d619e18602
solche	w7_d619e18605
aber	w9_d619e18608
de	w11_d619e18611
nenselben	w1_d619e18616
ihres	w3_d619e18619
unwissenden	w5_d619e18622
Aufenthalts	w7_d619e18625
halber	w9_d619e18628
gebräuchiger	w1_d619e18633
Massen	w3_d619e18636
ad	w5_d619e18639
Ædes	w7_d619e18642
nicht	w9_d619e18645
intimiret	w11_d619e18648
werden	w1_d619e18653
kan;	w3_d619e18656
Als	w5_d619e18659
wird	w7_d619e18662
demnach	w9_d619e18665
ihnen	w11_d619e18668
mehr	w13_d619e18672
be	w15_d619e18675
sagt	w1_d619e18681
Wittorfischen	w3_d619e18684
Creditoren	w5_d619e18687
obbemelte	w7_d619e18690
Erfor	w9_d619e18693
derung	w1_d619e18698
zu	w3_d619e18701
dem	w5_d619e18704
Ende	w7_d619e18707
per	w9_d619e18710
Edictum	w11_d619e18713
ad	w13_d619e18717
valvas	w15_d619e18720
in	w17_d619e18723
timiret,	w1_d619e18728
auf	w3_d619e18731
daß	w5_d619e18734
dieselbe	w7_d619e18737
vor	w9_d619e18740
diesem	w11_d619e18743
Kaiserl.	w13_d619e18747
Königl.	w1_d619e18752
Judicio	w3_d619e18755
Delegato	w5_d619e18758
militari	w7_d619e18761
mixro	w9_d619e18764
an	w11_d619e18767
ob	w13_d619e18771
bestimmten	w1_d619e18777
Tag	w3_d619e18780
und	w5_d619e18783
Stund	w7_d619e18786
entweder	w9_d619e18789
selbst	w11_d619e18792
per	w13_d619e18796
sönlich,	w1_d619e18801
oder	w3_d619e18804
durch	w5_d619e18807
einen	w7_d619e18810
genugsam	w9_d619e18813
instruirten	w11_d619e18816
Mandatarium	w1_d619e18821
also	w3_d619e18824
gewiß	w5_d619e18827
erscheinen,	w7_d619e18830
wie	w9_d619e18833
im	w11_d619e18836
wi	w13_d619e18840
drigen	w1_d619e18845
die	w3_d619e18848
Ausbleibende	w5_d619e18851
nicht	w7_d619e18854
mehr	w9_d619e18857
gehöret,	w11_d619e18860
son	w13_d619e18864
dern	w1_d619e18870
ex	w3_d619e18873
officio	w5_d619e18876
was	w7_d619e18879
Rechtens	w9_d619e18882
ist,	w11_d619e18885
vorgekehret	w13_d619e18889
werden	w1_d619e18894
solle.	w3_d619e18897
Wornach	w5_d619e18900
sich	w7_d619e18903
also	w9_d619e18906
dieselbe	w11_d619e18909
zu	w13_d619e18913
rich	w15_d619e18916
ten,	w1_d619e18921
und	w3_d619e18924
ihrem	w5_d619e18927
Recht	w7_d619e18930
bestens	w9_d619e18933
zu	w11_d619e18936
invigiliren	w13_d619e18940
ha	w15_d619e18943
ben	w1_d619e18948
werden.	w3_d619e18951
</p>
<list id="l36_d619e18955">
Bey	w1_d619e18959
denen	w3_d619e18962
Verlegern	w5_d619e18965
des	w7_d619e18968
Wienerischen	w9_d619e18971
Diarii	w11_d619e18974
ist	w1_d619e18979
zu	w3_d619e18982
haben.	w5_d619e18985
Calendarium	w1_d619e18990
Tyrnaviense,	w3_d619e18993
ad	w5_d619e18996
Annum	w7_d619e18999
JEsu	w9_d619e19002
Christi	w1_d619e19008
M.	w3_d619e19011
DCC.	w5_d619e19014
LXII.	w7_d619e19017
secundum	w9_d619e19020
post	w11_d619e19023
Biflexti-	w13_d619e19027
lem.	w1_d619e19032
Das	w3_d619e19035
Stuck	w5_d619e19038
eingebunden	w7_d619e19041
pr.	w9_d619e19044
36.	w11_d619e19047
kr.	w13_d619e19051
</list>
<head id="h2_d619e19153">
Fortsetzung	w1_d619e19157
der	w3_d619e19160
historischen	w5_d619e19163
Be	w7_d619e19166
schreibung	w1_d619e19171
der	w3_d619e19174
zwischen	w5_d619e19177
Frankreich	w7_d619e19180
und	w1_d619e19185
England	w3_d619e19188
unternommenen	w5_d619e19191
Friedens=handlung	w1_d619e19197
rc.	w3_d619e19200
</head>
<p id="p4_d619e19203">
rt.	w1_d619e19207
VI.	w3_d619e19210
Es	w5_d619e19213
würde	w7_d619e19216
vortheilhaft	w9_d619e19219
seyn,	w11_d619e19222
1/(2	w1_d619e19227
wenn	w1_d619e19232
die	w3_d619e19235
Ost=indische	w5_d619e19238
Compagnien	w7_d619e19241
„der	w1_d619e19247
beyden	w3_d619e19250
Nationen,	w5_d619e19253
auf	w7_d619e19256
beständig	w9_d619e19259
von	w11_d619e19262
„allen	w1_d619e19267
kriegerischen	w3_d619e19270
und	w5_d619e19273
Eroberungsabsich	w7_d619e19276
„ten	w1_d619e19281
abliessen,	w3_d619e19284
um	w5_d619e19287
sich	w7_d619e19290
unter	w9_d619e19293
einander	w11_d619e19296
in	w13_d619e19300
de	w15_d619e19303
,nen	w1_d619e19308
Handlungs=ideen,	w3_d619e19311
die	w5_d619e19314
ihnen	w7_d619e19317
eigen	w9_d619e19320
„sind,	w1_d619e19326
zu	w3_d619e19329
beschränken,	w5_d619e19332
und	w7_d619e19335
zu	w9_d619e19338
helfen.	w11_d619e19341
Man	w13_d619e19345
„hat	w1_d619e19350
in	w3_d619e19353
Frankreich	w5_d619e19356
von	w7_d619e19359
der	w9_d619e19362
genauen	w11_d619e19365
Stellung,	w13_d619e19369
„worinn	w1_d619e19374
die	w3_d619e19377
beyden	w5_d619e19380
Nationen	w7_d619e19383
sich	w9_d619e19386
in	w11_d619e19389
Ost	w13_d619e19393
in	w15_d619e19396
„dien	w1_d619e19401
befinden,	w3_d619e19404
keine	w5_d619e19407
Nachricht;	w7_d619e19410
und	w9_d619e19413
des	w11_d619e19416
„wegen	w1_d619e19422
geschiehet	w3_d619e19425
es,	w5_d619e19428
daß	w7_d619e19431
der	w9_d619e19434
König,	w11_d619e19437
um	w13_d619e19441
sich	w15_d619e19444
„in	w1_d619e19449
diesem	w3_d619e19452
Welt=theile	w5_d619e19455
in	w7_d619e19458
dem	w9_d619e19461
für	w11_d619e19464
das	w13_d619e19468
Ge	w15_d619e19471
„genwärtige	w1_d619e19476
und	w3_d619e19479
Künftige	w5_d619e19482
beyden	w7_d619e19485
Compa	w9_d619e19488
„gnien	w1_d619e19493
nützlichem	w3_d619e19496
Gegenstande	w5_d619e19499
zu	w7_d619e19502
beschrän	w9_d619e19505
„ken,	w1_d619e19511
dem	w3_d619e19514
Könige	w5_d619e19517
von	w7_d619e19520
England	w9_d619e19523
den	w11_d619e19526
zwi	w13_d619e19530
„schen	w1_d619e19535
denen	w3_d619e19538
Herren	w5_d619e19541
Godehen	w7_d619e19544
und	w9_d619e19547
Saun	w11_d619e19550
„ders	w1_d619e19555
geschlossenen	w3_d619e19558
Tractat	w5_d619e19561
zu	w7_d619e19564
Grund	w9_d619e19567
der	w11_d619e19570
„Wiederherstellung	w1_d619e19575
in	w3_d619e19578
Asien,	w5_d619e19581
vorschläget.	w7_d619e19584
</p>
<p id="p6_d619e19587">
„Art.	w1_d619e19591
VII.	w3_d619e19594
Die	w5_d619e19597
von	w7_d619e19600
Frankreich	w9_d619e19603
in	w11_d619e19606
Süd	w13_d619e19610
namerica	w1_d619e19615
vorher	w3_d619e19618
besessene	w5_d619e19621
Colonien,	w7_d619e19624
ge	w9_d619e19627
„brauchen	w1_d619e19632
unumgänglich	w3_d619e19635
der	w5_d619e19638
Negers	w7_d619e19641
zu	w9_d619e19644
ihrer	w11_d619e19647
„Cultur;	w1_d619e19653
die	w3_d619e19656
Französische	w5_d619e19659
Etablissements	w7_d619e19662
„auf	w1_d619e19667
Senegal	w3_d619e19670
und	w5_d619e19673
Goree,	w7_d619e19676
lieferten	w9_d619e19679
den	w11_d619e19682
Fran	w13_d619e19686
"zösischen	w1_d619e19691
Colonien	w3_d619e19694
in	w5_d619e19697
diesem	w7_d619e19700
Stücke	w9_d619e19703
ihre	w11_d619e19706
„Bedürfnüsse.	w1_d619e19711
England	w3_d619e19714
würde,	w5_d619e19717
wenn	w7_d619e19720
es	w9_d619e19723
„diese	w1_d619e19729
Etablissements	w3_d619e19732
behielte,	w5_d619e19735
Frankreich	w7_d619e19738
„Schaden	w1_d619e19743
zufügen,	w3_d619e19746
ohne	w5_d619e19749
sich	w7_d619e19752
einen	w9_d619e19755
würkli	w11_d619e19758
chen	w1_d619e19763
Vortheil	w3_d619e19766
zu	w5_d619e19769
verschaffen,	w7_d619e19772
und	w9_d619e19775
die	w11_d619e19778
Ei	w13_d619e19782
„nigkeit,	w1_d619e19787
welche	w3_d619e19790
die	w5_d619e19793
Souverains	w7_d619e19796
so	w9_d619e19799
aufrich	w11_d619e19802
„tig	w1_d619e19808
zwischen	w3_d619e19811
beyden	w5_d619e19814
Kronen	w7_d619e19817
wieder	w9_d619e19820
herzu	w11_d619e19823
„stellen	w1_d619e19828
wünschen,	w3_d619e19831
erlaubet	w5_d619e19834
nicht,	w7_d619e19837
diese	w9_d619e19840
Lust	w11_d619e19843
„zu	w1_d619e19848
schaden,	w3_d619e19851
bey	w5_d619e19854
dem	w7_d619e19857
Hofe	w9_d619e19860
von	w11_d619e19863
Londen	w13_d619e19867
zu	w15_d619e19870
</p>
<p id="p8_d619e19873">
„vermuten.	w1_d619e19877
Unterdessen	w3_d619e19880
bietet	w5_d619e19883
doch	w7_d619e19886
Frank	w9_d619e19889
„reich,	w1_d619e19894
um	w3_d619e19897
des	w5_d619e19900
Guts	w7_d619e19903
des	w9_d619e19906
Friedens	w11_d619e19909
willen,	w13_d619e19913
„an	w1_d619e19918
Engl	w3_d619e19921
and	w5_d619e19924
die	w7_d619e19927
Wahl	w9_d619e19930
des	w11_d619e19933
Besitzes	w13_d619e19937
von	w15_d619e19940
Se	w17_d619e19943
„negal,	w1_d619e19949
oder	w3_d619e19952
von	w5_d619e19955
der	w7_d619e19958
Jnsel	w9_d619e19961
Goree	w11_d619e19964
an;	w13_d619e19968
mit	w15_d619e19971
der	w17_d619e19974
"Bedingniß,	w1_d619e19979
daß	w3_d619e19982
die	w5_d619e19985
eine	w7_d619e19988
oder	w9_d619e19991
die	w11_d619e19994
andere	w13_d619e19998
„Besitzung	w1_d619e20003
dem	w3_d619e20006
Könige	w5_d619e20009
durch	w7_d619e20012
Se.	w9_d619e20015
Groß	w11_d619e20018
„brittantsche	w1_d619e20023
Majestät	w3_d619e20026
zurück	w5_d619e20029
gegeben,	w7_d619e20032
und	w9_d619e20035
„garantiret	w1_d619e20041
werde.	w3_d619e20044
</p>
<p id="p10_d619e20047">
„Art.	w1_d619e20051
VIII.	w3_d619e20054
Die	w5_d619e20057
Jnsel	w7_d619e20060
Belletisle	w9_d619e20063
und	w11_d619e20066
„ihre	w1_d619e20071
Festung,	w3_d619e20074
welche	w5_d619e20077
durch	w7_d619e20080
die	w9_d619e20083
Engl.	w11_d619e20086
Waffen	w13_d619e20090
„erobert	w1_d619e20095
ist,	w3_d619e20098
wird,	w5_d619e20101
nebst	w7_d619e20104
der	w9_d619e20107
mit	w11_d619e20110
dem	w13_d619e20114
Wap	w15_d619e20117
„pen	w1_d619e20123
Sr.	w3_d619e20126
Allerchristl.	w5_d619e20129
Majestät	w7_d619e20132
bezeichne	w9_d619e20135
„ten	w1_d619e20140
Artillerie,	w3_d619e20143
die	w5_d619e20146
sich	w7_d619e20149
bey	w9_d619e20152
ihrer	w11_d619e20155
Eroberung	w13_d619e20159
„daselbst	w1_d619e20164
befunden	w3_d619e20167
hat,	w5_d619e20170
an	w7_d619e20173
Frankreich	w9_d619e20176
zurück	w11_d619e20179
„gegeben	w1_d619e20184
werden.	w3_d619e20187
</p>
<p id="p12_d619e20191">
„Art.	w1_d619e20195
IX.	w3_d619e20198
Jn	w5_d619e20201
Betracht	w7_d619e20204
des	w9_d619e20207
von	w11_d619e20210
Eng	w13_d619e20214
,land	w1_d619e20219
bewilligten	w3_d619e20222
VIII.	w5_d619e20225
Art.	w7_d619e20228
wird	w9_d619e20231
der	w11_d619e20234
König	w13_d619e20238
„von	w1_d619e20243
seinen	w3_d619e20246
Armeen	w5_d619e20249
in	w7_d619e20252
Teu=schland,	w9_d619e20255
die	w11_d619e20258
Land	w13_d619e20262
„grafschaft	w1_d619e20268
Hessen,	w3_d619e20271
die	w5_d619e20274
Grafschaft	w7_d619e20277
Hanau,	w9_d619e20280
„so	w1_d619e20285
wie	w3_d619e20288
die	w5_d619e20291
Stadt,	w7_d619e20294
die	w9_d619e20297
von	w11_d619e20300
keinen	w13_d619e20304
Trupen	w15_d619e20307
„beyder	w1_d619e20312
Mächte	w3_d619e20315
besetzet,	w5_d619e20318
und	w7_d619e20321
die	w9_d619e20324
Schiffahrt	w11_d619e20327
„auf	w1_d619e20332
dem	w3_d619e20335
Mayne,	w5_d619e20338
freygelassen	w7_d619e20341
werden	w9_d619e20344
wird,	w11_d619e20347
„imgleichen	w1_d619e20353
die	w3_d619e20356
von	w5_d619e20359
den	w7_d619e20362
Französischen	w9_d619e20365
Völ	w11_d619e20368
„kern	w1_d619e20373
besetzten	w3_d619e20376
Stücke	w5_d619e20379
des	w7_d619e20382
Churfürstentums	w9_d619e20385
„Hanover	w1_d619e20390
räumen	w3_d619e20393
lassen;	w5_d619e20396
und	w7_d619e20399
vor	w9_d619e20402
diesen	w11_d619e20405
"Räumungen	w1_d619e20410
soll	w3_d619e20413
ein	w5_d619e20416
Waffen=stillstand	w7_d619e20419
„zwischen	w1_d619e20425
beyden	w3_d619e20428
Kronen	w5_d619e20431
hergehen,	w7_d619e20434
der	w9_d619e20437
von	w11_d619e20440
„dem	w1_d619e20445
Tage	w3_d619e20448
der	w5_d619e20451
Ratification	w7_d619e20454
der	w9_d619e20457
Prälimi	w11_d619e20460
,nair=artickel,	w1_d619e20465
oder	w3_d619e20468
des	w5_d619e20471
Definitiv=tractats	w7_d619e20474
„an,	w1_d619e20479
nicht	w3_d619e20482
nur	w5_d619e20485
in	w7_d619e20488
Teutschland,	w9_d619e20491
sondern	w11_d619e20494
in	w13_d619e20498
„allen	w1_d619e20504
Welt=theilen,	w3_d619e20507
wo	w5_d619e20510
Frankreich,	w7_d619e20513
und	w9_d619e20516
„England	w1_d619e20521
Krieg	w3_d619e20524
führen,	w5_d619e20527
gerechnet	w7_d619e20530
werden	w9_d619e20533
soll.	w11_d619e20536
</p>
<p id="p14_d619e20539">
„Art.	w1_d619e20543
X.	w3_d619e20546
Weil	w5_d619e20549
der	w7_d619e20552
König	w9_d619e20555
durch	w11_d619e20558
einen	w13_d619e20562
„Tractat	w1_d619e20567
mit	w3_d619e20570
der	w5_d619e20573
Kaiserin	w7_d619e20576
Königin	w9_d619e20579
verbun	w11_d619e20582
</p>
<p id="p20_d619e20595">
den	w1_d619e20599
ist,	w3_d619e20602
in	w5_d619e20605
seinem	w7_d619e20608
Friedkus=tractate	w9_d619e20611
mit	w11_d619e20614
„E	w1_d619e20619
gland	w3_d619e20622
nichts	w5_d619e20625
zu	w7_d619e20628
stipuliren,	w9_d619e20631
was	w11_d619e20634
Jhrer	w13_d619e20638
„Kaiserl.	w1_d619e20643
Majestät	w3_d619e20646
nachtheilig	w5_d619e20649
seyn	w7_d619e20652
könte,	w9_d619e20655
„und	w1_d619e20661
weil	w3_d619e20664
man	w5_d619e20667
den	w7_d619e20670
Fall	w9_d619e20673
vorher	w11_d619e20676
gesehen	w13_d619e20680
hat,	w15_d619e20683
„in	w1_d619e20688
welchem	w3_d619e20691
durch	w5_d619e20694
einen	w7_d619e20697
Waffen=stillstand	w9_d619e20700
„zwischen	w1_d619e20705
den	w3_d619e20708
Französischen	w5_d619e20711
und	w7_d619e20714
Großbrit	w9_d619e20717
„tanischen	w1_d619e20722
Armeen,	w3_d619e20725
die	w5_d619e20728
Teutsche,	w7_d619e20731
in	w9_d619e20734
Eng	w11_d619e20737
„lands	w1_d619e20743
Solde	w3_d619e20746
stehende	w5_d619e20749
Volker,	w7_d619e20752
sich	w9_d619e20755
mit	w11_d619e20758
de	w13_d619e20762
„nen	w1_d619e20767
des	w3_d619e20770
Königs	w5_d619e20773
in	w7_d619e20776
Preussen	w9_d619e20779
wider	w11_d619e20782
die	w13_d619e20786
Oe	w15_d619e20789
„sterreichische	w1_d619e20794
Armeen	w3_d619e20797
vereinigen	w5_d619e20800
könten;	w7_d619e20803
„so	w1_d619e20808
schlägt	w3_d619e20811
der	w5_d619e20814
König,	w7_d619e20817
welcher	w9_d619e20820
in	w11_d619e20823
seinen	w13_d619e20827
Ver	w15_d619e20830
„bindungen	w1_d619e20836
gegen	w3_d619e20839
seine	w5_d619e20842
Bundes=genossene	w7_d619e20845
„getreu,	w1_d619e20850
und	w3_d619e20853
weit	w5_d619e20856
davon	w7_d619e20859
entfernet	w9_d619e20862
ist,	w11_d619e20865
etwas	w13_d619e20869
„ihnen	w1_d619e20874
Nachtheiliges	w3_d619e20877
zu	w5_d619e20880
beschliessen,	w7_d619e20883
dem	w9_d619e20886
„Könige	w1_d619e20891
von	w3_d619e20894
England	w5_d619e20897
vor,	w7_d619e20900
darin	w9_d619e20903
überein	w11_d619e20906
zu	w13_d619e20910
„kommen,	w1_d619e20916
daß	w3_d619e20919
Se.	w5_d619e20922
Großbrittanische	w7_d619e20925
Maje	w9_d619e20928
„stät	w1_d619e20933
sich	w3_d619e20936
verbindlich	w5_d619e20939
machen,	w7_d619e20942
daß	w9_d619e20945
kein	w11_d619e20948
Theil	w13_d619e20952
„der	w1_d619e20957
Trupen,	w3_d619e20960
aus	w5_d619e20963
welchen	w7_d619e20966
die	w9_d619e20969
Armee	w11_d619e20972
des	w13_d619e20976
„Prinzen	w1_d619e20981
Ferdinands	w3_d619e20984
bestehet,	w5_d619e20987
unter	w7_d619e20990
wel	w9_d619e20993
chem	w1_d619e20999
Vorwande,	w3_d619e21002
oder	w5_d619e21005
unter	w7_d619e21008
welchem	w9_d619e21011
Na	w11_d619e21014
„men	w1_d619e21019
es	w3_d619e21022
auch	w5_d619e21025
seyn	w7_d619e21028
möchte,	w9_d619e21031
sich	w11_d619e21034
mit	w13_d619e21038
der	w15_d619e21041
Ar	w17_d619e21044
„mee	w1_d619e21049
Sr.	w3_d619e21052
Preußischen	w5_d619e21055
Majestät	w7_d619e21058
vereinige,	w9_d619e21061
„oder	w1_d619e21066
offensiv	w3_d619e21069
wider	w5_d619e21072
die	w7_d619e21075
Trupen	w9_d619e21078
der	w11_d619e21081
Kaise	w13_d619e21085
„rin	w1_d619e21091
Königin,	w3_d619e21094
und	w5_d619e21097
ihrer	w7_d619e21100
Bunds=genossene	w9_d619e21103
„agire;	w1_d619e21108
so	w3_d619e21111
wie	w5_d619e21114
gleichfals	w7_d619e21117
kein	w9_d619e21120
Französischer	w11_d619e21123
„Hauffen,	w1_d619e21128
unter	w3_d619e21131
einigerley	w5_d619e21134
Vorwande,	w7_d619e21137
zu	w9_d619e21140
„der	w1_d619e21145
Kaiserl.	w3_d619e21148
Armee	w5_d619e21151
stossen,	w7_d619e21154
und	w9_d619e21157
wider	w11_d619e21160
die	w13_d619e21164
„Alliirtrn	w1_d619e21170
von	w3_d619e21173
Großbrittanien	w5_d619e21176
agiren	w7_d619e21179
soll.	w9_d619e21182
„Um	w1_d619e21187
die	w3_d619e21190
Positionen	w5_d619e21193
zu	w7_d619e21196
vergewissern,	w9_d619e21199
soll	w11_d619e21202
„überdem	w1_d619e21207
beschlossen	w3_d619e21210
werden,	w5_d619e21213
daß	w7_d619e21216
nach	w9_d619e21219
de	w11_d619e21222
„nen	w1_d619e21227
Evacuationen,	w3_d619e21230
die	w5_d619e21233
von	w7_d619e21236
dem	w9_d619e21239
Marschalle	w11_d619e21242
„von	w1_d619e21248
Broglie	w3_d619e21251
cammandirte	w5_d619e21254
Armee	w7_d619e21257
sich	w9_d619e21260
über	w11_d619e21263
„den	w1_d619e21268
Mayn,	w3_d619e21271
Neckar,	w5_d619e21274
und	w7_d619e21277
Rhein	w9_d619e21280
ziehe,	w11_d619e21283
in	w13_d619e21287
„dem	w1_d619e21292
sie	w3_d619e21295
Frankfurt	w5_d619e21298
besetzt	w7_d619e21301
hält,	w9_d619e21304
und	w11_d619e21307
daß	w13_d619e21311
„die	w1_d619e21316
von	w3_d619e21319
dem	w5_d619e21322
Marschalle	w7_d619e21325
von	w9_d619e21328
Soubise	w11_d619e21331
com	w13_d619e21335
„mandirte,	w1_d619e21341
sich	w3_d619e21344
ihrer	w5_d619e21347
Seits	w7_d619e21350
ebenfalls	w9_d619e21353
über	w11_d619e21356
„den	w1_d619e21361
Rhein	w3_d619e21364
zurück	w5_d619e21367
ziehe	w7_d619e21370
indem	w9_d619e21373
sie	w11_d619e21376
Wesel	w13_d619e21380
„	w1_d619e21385
und	w3_d619e21388
Geldern	w5_d619e21391
besetzt.	w7_d619e21394
</p>
<p id="p22_d619e21397">
"Die	w1_d619e21401
Lande	w3_d619e21404
des	w5_d619e21407
Königs	w7_d619e21410
in	w9_d619e21413
Preussen	w11_d619e21416
am	w13_d619e21420
„Nieder=rheine	w1_d619e21425
sind	w3_d619e21428
im	w5_d619e21431
Namen	w7_d619e21434
der	w9_d619e21437
Kai	w11_d619e21440
„serin	w1_d619e21445
Königin	w3_d619e21448
erobert,	w5_d619e21451
und	w7_d619e21454
werden	w9_d619e21457
in	w11_d619e21460
</p>
<p id="p24_d619e21464">
selbigem	w1_d619e21468
jetzo	w3_d619e21471
regieret;	w5_d619e21474
der	w7_d619e21477
König	w9_d619e21480
wollte	w11_d619e21483
„sich	w1_d619e21488
nicht	w3_d619e21491
dazu	w5_d619e21494
anheischig	w7_d619e21497
machen,	w9_d619e21500
sie	w11_d619e21503
oh	w13_d619e21507
„ne	w1_d619e21512
Einwilligung	w3_d619e21515
Jhrer	w5_d619e21518
Kaiserl.	w7_d619e21521
Majestät	w9_d619e21524
„vor	w1_d619e21530
dem	w3_d619e21533
Congresse	w5_d619e21536
zu	w7_d619e21539
Augspurg	w9_d619e21542
zu	w11_d619e21545
räu	w13_d619e21549
„men,	w1_d619e21554
welcher	w3_d619e21557
den	w5_d619e21560
Frieden	w7_d619e21563
zwischen	w9_d619e21566
der	w11_d619e21569
„Kaiserin,	w1_d619e21574
und	w3_d619e21577
dem	w5_d619e21580
Könige	w7_d619e21583
in	w9_d619e21586
Preuffen	w11_d619e21589
„wieder	w1_d619e21594
herstellen	w3_d619e21597
soll:	w5_d619e21600
da	w7_d619e21603
es	w9_d619e21606
aber	w11_d619e21609
beyden	w13_d619e21613
„Cronen	w1_d619e21619
nachtheilig	w3_d619e21622
seyn	w5_d619e21625
würde,	w7_d619e21628
ein	w9_d619e21631
an	w11_d619e21634
