<doc id="wr_1757-02-12" attrs="word" year="1757" month="02" day="12" corpus="2">
<head id="h2_d117e3051">
Port=louis	w1_d117e3055
Frauen=kleider,	w5_d117e17457
Brußler	w7_d117e17460
und	w1_d117e17465
andere	w3_d117e17468
Spitz,	w5_d117e17471
Wäderl,	w7_d117e17474
Tüchel,	w9_d117e17477
Tätzel	w11_d117e17480
und	w1_d117e17485
andere	w3_d117e17488
Wäsch,	w5_d117e17491
Sessel,	w7_d117e17494
dann	w9_d117e17497
mehr	w11_d117e17500
an	w13_d117e17504
dere	w1_d117e17510
Mobilien	w3_d117e17513
Vormittag	w5_d117e17516
von	w7_d117e17519
9.	w9_d117e17522
bis	w11_d117e17525
12.	w13_d117e17529
und	w1_d117e17534
Nachmittag	w3_d117e17537
von	w5_d117e17540
3.	w7_d117e17543
bis	w9_d117e17546
6	w11_d117e17549
Uhr	w13_d117e17553
dem	w15_d117e17556
meist	w17_d117e17559
bietenden	w1_d117e17564
verkauft	w3_d117e17567
werden.	w5_d117e17570
</p>
<p id="p38_d117e17573">
NB.	w1_d117e17577
Beydem	w3_d117e17580
Hern	w5_d117e17583
Teciuk	w7_d117e17586
auf	w9_d117e17589
der	w11_d117e17592
Brandt	w13_d117e17596
stadt	w1_d117e17601
in	w3_d117e17604
dem	w5_d117e17607
Raitzen=kopf	w7_d117e17610
ist	w9_d117e17613
zu	w11_d117e17616
bekommen	w13_d117e17620
ein	w15_d117e17623
extra	w1_d117e17628
guter	w3_d117e17631
Maraschinerosolio	w5_d117e17634
vor	w7_d117e17637
ara,	w1_d117e17643
nebt.	w3_d117e17646
verschiedenen	w1_d117e17651
andern	w3_d117e17654
Gattungen.	w5_d117e17657
</p>
<p id="p40_d117e17660">
NB.	w1_d117e17664
Es	w3_d117e17667
dienet	w5_d117e17670
dem	w7_d117e17673
Publico	w9_d117e17676
zur	w11_d117e17679
Nachricht	w13_d117e17683
daß	w1_d117e17688
den	w3_d117e17691
28zigsten	w5_d117e17694
künftigen	w7_d117e17697
Monats	w9_d117e17700
Februarii	w11_d117e17703
in	w1_d117e17708
dem	w3_d117e17711
Hochfürstl.	w5_d117e17714
grossen	w7_d117e17717
Passauer=hof	w9_d117e17720
die	w11_d117e17723
Peterneggische	w1_d117e17729
ehemals	w3_d117e17732
Pentenriederische	w5_d117e17735
Bi	w7_d117e17738
bliotheque	w1_d117e17743
licitando	w3_d117e17746
verkauft	w5_d117e17749
werden	w7_d117e17752
solle.	w9_d117e17755
Der	w11_d117e17758
Catalogus	w1_d117e17763
ist	w3_d117e17766
auf	w5_d117e17769
der	w7_d117e17772
hohen	w9_d117e17775
Brucken	w11_d117e17778
im	w13_d117e17782
Buch	w15_d117e17785
laden	w1_d117e17790
zum	w3_d117e17793
goldenen	w5_d117e17796
Vließ	w7_d117e17799
gratis	w9_d117e17802
zu	w11_d117e17805
haben.	w13_d117e17809
</p>
<p id="p42_d117e17812">
Bey	w1_d117e17816
dem	w3_d117e17819
Verleger	w5_d117e17822
des	w7_d117e17825
Wienerischen	w9_d117e17828
Diarii	w11_d117e17831
ist	w1_d117e17836
zu	w3_d117e17839
haben:	w5_d117e17842
der	w7_d117e17845
gegenwärgtige	w9_d117e17848
Zustand	w11_d117e17851
des	w13_d117e17855
Wienerischen	w1_d117e17860
stadii	w3_d117e17863
juridici	w5_d117e17866
in	w7_d117e17869
einem	w9_d117e17872
Ge	w11_d117e17875
spräch	w1_d117e17881
zwischen	w3_d117e17884
A.	w5_d117e17887
und	w7_d117e17890
N.	w9_d117e17893
worinnen	w11_d117e17896
nicht	w13_d117e17900
nur	w15_d117e17903
allein	w1_d117e17908
eine	w3_d117e17911
unpartheyische	w5_d117e17914
Vertheidigung	w7_d117e17917
dieses	w9_d117e17920
reformirten	w1_d117e17925
studii,	w3_d117e17928
samt	w5_d117e17931
der	w7_d117e17934
Ordnung	w9_d117e17937
der	w11_d117e17940
Lese=stunden,	w1_d117e17945
sondern	w3_d117e17948
auch	w5_d117e17951
die	w7_d117e17954
Namen	w9_d117e17957
der	w11_d117e17960
Herren	w1_d117e17966
Professoren,	w3_d117e17969
und	w5_d117e17972
ihrer	w7_d117e17975
vornehmsten	w9_d117e17978
herausgekommenen	w1_d117e17983
Schriften,	w3_d117e17986
nebst	w5_d117e17989
denen	w7_d117e17992
vor	w9_d117e17995
geschriebenen	w1_d117e18000
Authoribus,	w3_d117e18003
und	w5_d117e18006
der	w7_d117e18009
Verhält	w9_d117e18012
naß	w1_d117e18017
mit	w3_d117e18020
dem	w5_d117e18023
jetzigen	w7_d117e18026
Gradu	w9_d117e18029
doctorali	w11_d117e18032
anzu	w13_d117e18036
treffen	w1_d117e18042
ist,	w3_d117e18045
8vo	w5_d117e18048
Wien	w7_d117e18051
1757.	w9_d117e18054
kostet	w11_d117e18057
14.	w13_d117e18061
kr.	w15_d117e18064
</p>
<p id="p44_d117e18067">
NB.	w1_d117e18071
Jn	w3_d117e18074
der	w5_d117e18077
Emerich	w7_d117e18080
Felix	w9_d117e18083
Baderischen	w11_d117e18086
Buchhandlung	w1_d117e18091
in	w3_d117e18094
der	w5_d117e18097
Bogner=gassen	w7_d117e18100
neben	w9_d117e18103
dem	w1_d117e18108
Todten=kopf	w3_d117e18111
ist	w5_d117e18114
zu	w7_d117e18117
haben:	w9_d117e18120
</p>
<p id="p46_d117e18123">
Histoire	w1_d117e18127
generale	w3_d117e18130
des	w5_d117e18133
Voyages,	w7_d117e18136
ou	w9_d117e18139
nouvelle	w1_d117e18144
Collection	w3_d117e18147
de	w5_d117e18150
toutes	w7_d117e18153
les	w9_d117e18156
Rela-	w11_d117e18159
tions	w1_d117e18164
de	w3_d117e18167
Voyages	w5_d117e18170
par	w7_d117e18173
mer	w9_d117e18176
&	w11_d117e18179
pariterre,	w13_d117e18183
qui	w1_d117e18189
ont	w3_d117e18192
eté	w5_d117e18195
publiés	w7_d117e18198
jusqu'	w9_d117e18201
à	w11_d117e18204
present	w13_d117e18208
dans	w1_d117e18213
les	w3_d117e18216
differentes	w5_d117e18219
Langues	w7_d117e18222
de	w9_d117e18225
toutes	w11_d117e18228
les	w1_d117e18233
narions.	w3_d117e18236
connues:	w5_d117e18239
Contennant	w7_d117e18242
ce	w9_d117e18245
qu'il	w1_d117e18250
7	w3_d117e18253
a	w5_d117e18256
de	w7_d117e18259
plus	w9_d117e18262
remarquable,	w11_d117e18265
de	w13_d117e18269
plus	w15_d117e18272
utile,	w1_d117e18278
&	w3_d117e18281
de	w5_d117e18284
mieux	w7_d117e18287
avéré,	w9_d117e18290
dans	w11_d117e18293
les	w13_d117e18297
Pays	w15_d117e18300
od	w1_d117e18305
les	w3_d117e18308
Voyageurs	w5_d117e18311
ont	w7_d117e18314
pénétré,	w9_d117e18317
touchant	w11_d117e18320
leur	w1_d117e18325
Situation,	w3_d117e18328
leur	w5_d117e18331
Etendue,	w7_d117e18334
leurs	w9_d117e18337
Li-	w11_d117e18340
mites	w1_d117e18345
&	w3_d117e18348
c.	w5_d117e18351
avec	w7_d117e18354
les	w9_d117e18357
moeurs	w11_d117e18360
&	w13_d117e18364
les	w15_d117e18367
Usa-	w17_d117e18370
ges	w1_d117e18376
des	w3_d117e18379
Habitans,	w5_d117e18382
leur	w7_d117e18385
Religion	w9_d117e18388
leur	w11_d117e18391
Gouvernement	w1_d117e18396
&c.	w3_d117e18399
Pour	w5_d117e18402
former	w7_d117e18405
un	w9_d117e18408
Sy.	w11_d117e18411
steme	w1_d117e18416
complet	w3_d117e18419
d'Histoire	w5_d117e18422
&	w7_d117e18425
de	w9_d117e18428
Geogra	w11_d117e18431
phie	w1_d117e18436
moderne,	w3_d117e18439
qui	w5_d117e18442
representera	w7_d117e18445
l'Etat	w9_d117e18448
actuel	w1_d117e18454
de	w3_d117e18457
töutes	w5_d117e18460
les	w7_d117e18463
nations;	w9_d117e18466
Enrichi	w11_d117e18469
de	w13_d117e18473
Cartes	w1_d117e18478
Geographiques,	w3_d117e18481
de	w5_d117e18484
Plans,	w7_d117e18487
&	w9_d117e18490
de	w11_d117e18493
Perspectives;	w1_d117e18498
de	w3_d117e18501
Figures	w5_d117e18504
d'Animaux,	w7_d117e18507
de	w9_d117e18510
Vegetauz,	w1_d117e18515
Habits,	w3_d117e18518
Antiquités	w5_d117e18521
&c.	w7_d117e18524
Nou-	w9_d117e18527
velle	w1_d117e18533
Edition	w3_d117e18536
XIV.	w5_d117e18539
Tomes	w7_d117e18542
à	w9_d117e18545
la	w11_d117e18548
Haye	w13_d117e18552
1747	w1_d117e18557
—	w3_d117e18560
1756.	w5_d117e18563
</p>
<p id="p48_d117e18567">
Les	w1_d117e18571
Agremens	w3_d117e18574
de	w5_d117e18577
la	w7_d117e18580
Campagne,	w9_d117e18583
ob	w11_d117e18586
Remarques	w1_d117e18591
particulieres	w3_d117e18594
sur	w5_d117e18597
la	w7_d117e18600
Constru-	w9_d117e18603
ction	w1_d117e18608
des	w3_d117e18611
Maisons	w5_d117e18614
de	w7_d117e18617
Campagne,	w9_d117e18620
plus	w11_d117e18623
cu	w1_d117e18629
moins	w3_d117e18632
magnifiques,	w5_d117e18635
des	w7_d117e18638
Jardins	w9_d117e18641
de	w11_d117e18644
Plaisance,	w1_d117e18649
&	w3_d117e18652
des	w5_d117e18655
Plantages,	w7_d117e18658
avec	w9_d117e18661
les	w11_d117e18664
Ornemens	w1_d117e18669
qui	w3_d117e18672
en	w5_d117e18675
dependent	w7_d117e18678
&c.	w9_d117e18681
Ony	w11_d117e18684
a	w13_d117e18688
ajouté	w1_d117e18693
un	w3_d117e18696
Traité	w5_d117e18699
touchant	w7_d117e18702
la	w9_d117e18705
maniere	w11_d117e18708
de	w1_d117e18714
couper	w3_d117e18717
&	w5_d117e18720
de	w7_d117e18723
multiplier	w9_d117e18726
les	w11_d117e18729
Arbres	w13_d117e18733
fruitiers	w1_d117e18738
&	w3_d117e18741
sauvages	w5_d117e18744
&	w7_d117e18747
c.	w9_d117e18750
&	w11_d117e18753
comment	w13_d117e18757
on	w15_d117e18760
peur	w1_d117e18765
cultiver	w3_d117e18768
&	w5_d117e18771
multiplier	w7_d117e18774
dans	w9_d117e18777
ce	w11_d117e18780
Pais	w13_d117e18784
froid	w1_d117e18789
les	w3_d117e18792
ananas,	w5_d117e18795
les	w7_d117e18798
Citroniers,	w9_d117e18801
les	w11_d117e18804
Limoniers,	w1_d117e18810
les	w3_d117e18813
Oranges,	w5_d117e18816
&	w7_d117e18819
autres	w9_d117e18822
Plantes	w11_d117e18825
des	w1_d117e18830
Climats	w3_d117e18833
chauds.	w5_d117e18836
Avec	w7_d117e18839
une	w9_d117e18842
Jnstru-	w11_d117e18845
ction	w1_d117e18850
pour	w3_d117e18853
la	w5_d117e18856
maniere	w7_d117e18859
de	w9_d117e18862
construire	w11_d117e18865
les	w13_d117e18869
Thermometres	w1_d117e18874
necessaires	w3_d117e18877
en	w5_d117e18880
pareil	w7_d117e18883
Cas	w1_d117e18889
&	w3_d117e18892
c.	w5_d117e18895
Le	w7_d117e18898
tont	w9_d117e18901
orné	w11_d117e18904
des	w13_d117e18908
Planches	w15_d117e18911
ne	w17_d117e18914
cessaires,	w1_d117e18919
&	w3_d117e18922
fondé	w5_d117e18925
sur	w7_d117e18928
l'Experience	w9_d117e18931
&	w11_d117e18934
sur	w1_d117e18939
des	w3_d117e18942
Observationes	w5_d117e18945
faites	w7_d117e18948
avec	w9_d117e18951
soin	w11_d117e18954
pendant	w1_d117e18959
l'Espace	w3_d117e18962
de	w5_d117e18965
cinquante	w7_d117e18968
ans.	w9_d117e18971
4t0	w11_d117e18974
Leyde	w1_d117e18980
1750.	w3_d117e18983
pr.	w5_d117e18986
6.	w7_d117e18989
fl.	w9_d117e18992
30.	w11_d117e18995
kr.	w13_d117e18999
</p>
<head id="h2_d117e19098">
Auszug	w1_d117e19102
verschidener	w3_d117e19105
Briefen	w5_d117e19108
von	w7_d117e19111
London,	w1_d117e19116
vom	w3_d117e19119
28.	w5_d117e19122
und	w7_d117e19125
31.	w9_d117e19128
Dec.	w11_d117e19131
und	w1_d117e19136
4.	w3_d117e19139
7.	w5_d117e19142
11.	w7_d117e19145
und	w9_d117e19148
14.	w11_d117e19151
Jan.	w13_d117e19155
</head>
<p id="p4_d117e19158">
JAehrend	w1_d117e19162
denen	w3_d117e19165
Parlements=ferien	w5_d117e19168
ist	w1_d117e19173
das	w3_d117e19176
Ministerium	w5_d117e19179
mit	w7_d117e19182
einem	w9_d117e19185
Ope	w11_d117e19188
rations=plan	w1_d117e19193
für	w3_d117e19196
das	w5_d117e19199
künftige	w7_d117e19202
Jahr	w9_d117e19205
beschäf	w11_d117e19208
tiget	w1_d117e19214
gewesen,	w3_d117e19217
und	w5_d117e19220
hat	w7_d117e19223
alle	w9_d117e19226
Aufmerksamkeit	w11_d117e19229
dahin	w1_d117e19234
gerichtet;	w3_d117e19237
man	w5_d117e19240
erwartet	w7_d117e19243
nun	w9_d117e19246
sehr	w11_d117e19249
kräftige	w1_d117e19254
Maß=reguln.	w3_d117e19257
Es	w5_d117e19260
kommen	w7_d117e19263
anjetzo	w9_d117e19266
die	w1_d117e19271
Couriers	w3_d117e19274
häuffiger	w5_d117e19277
als	w7_d117e19280
jemals	w9_d117e19283
an,	w11_d117e19286
und	w13_d117e19290
die	w1_d117e19296
Berahtschlagungen	w3_d117e19299
über	w5_d117e19302
ihre	w7_d117e19305
mitbringen	w9_d117e19308
de	w1_d117e19313
Brief=schaften	w3_d117e19316
nehmen	w5_d117e19319
bey	w7_d117e19322
bem	w9_d117e19325
Hof	w11_d117e19328
kein	w13_d117e19332
Ende.	w1_d117e19337
So	w3_d117e19340
Aufmerksam	w5_d117e19343
man	w7_d117e19346
nun	w9_d117e19349
auf	w11_d117e19352
die	w13_d117e19356
auswärtige	w1_d117e19361
Angelegenheiten	w3_d117e19364
ist,	w5_d117e19367
so	w7_d117e19370
sehr	w9_d117e19373
be	w11_d117e19376
herziget	w1_d117e19382
man	w3_d117e19385
auch	w5_d117e19388
die	w7_d117e19391
innerlichen	w9_d117e19394
derer	w11_d117e19397
drey	w13_d117e19401
Königreiche.	w1_d117e19406
Jn	w3_d117e19409
Schottland	w5_d117e19412
werden	w7_d117e19415
2.	w9_d117e19418
neue	w11_d117e19421
Regimenter	w1_d117e19426
von	w3_d117e19429
Schottländern,	w5_d117e19432
jegliches	w7_d117e19435
von	w9_d117e19438
1000.	w1_d117e19443
Mann	w3_d117e19446
errichtet,	w5_d117e19449
und	w7_d117e19452
in	w9_d117e19455
Jrrland	w11_d117e19458
rich	w13_d117e19462
tet	w1_d117e19468
man	w3_d117e19471
gleichfalls	w5_d117e19474
6.	w7_d117e19477
National=regimenter	w9_d117e19480
auf,	w1_d117e19485
welche	w3_d117e19488
aber	w5_d117e19491
nur	w7_d117e19494
währeno	w9_d117e19497
dem	w11_d117e19500
Krieg	w13_d117e19504
Bestand	w1_d117e19509
haben	w3_d117e19512
sollen.	w5_d117e19515
Jm	w7_d117e19518
kurzen	w9_d117e19521
sollen	w11_d117e19524
auch	w1_d117e19529
10000.	w3_d117e19532
Mann	w5_d117e19535
deren	w7_d117e19538
Königl.	w9_d117e19541
Völkern,	w11_d117e19544
Nebst	w1_d117e19550
einem	w3_d117e19553
Zug	w5_d117e19556
von	w7_d117e19559
40.	w9_d117e19562
Stücken	w11_d117e19565
nach	w13_d117e19569
Ame	w15_d117e19572
rica	w1_d117e19577
abgehen;	w3_d117e19580
wie	w5_d117e19583
man	w7_d117e19586
dann	w9_d117e19589
bereits	w11_d117e19592
Vor	w13_d117e19596
gestern	w1_d117e19601
3.	w3_d117e19604
Wägen	w5_d117e19607
mit	w7_d117e19610
Gewehr,	w9_d117e19613
und	w11_d117e19616
Muni	w13_d117e19620
tion	w1_d117e19625
für	w3_d117e19628
dieselben	w5_d117e19631
nach	w7_d117e19634
Portsmout	w9_d117e19637
gebracht.	w11_d117e19640
Jn	w1_d117e19646
dem	w3_d117e19649
Mittäglichen	w5_d117e19652
Theil	w7_d117e19655
dieses	w9_d117e19658
König	w11_d117e19661
reichs,	w1_d117e19666
wird	w3_d117e19669
dies	w5_d117e19672
Jahr	w7_d117e19675
ein	w9_d117e19678
Lager	w11_d117e19681
von	w13_d117e19685
10000	w15_d117e19688
Mann	w1_d117e19693
geschlagen	w3_d117e19696
werden;	w5_d117e19699
zu	w7_d117e19702
welchem	w9_d117e19705
Ende	w11_d117e19708
man	w1_d117e19713
allbereits	w3_d117e19716
allda	w5_d117e19719
die	w7_d117e19722
nöhtige	w9_d117e19725
Provision,	w11_d117e19728
und	w1_d117e19734
Fourages=Magazins	w3_d117e19737
aufrichtet;	w5_d117e19740
auch	w7_d117e19743
sollen	w1_d117e19748
noch	w3_d117e19751
einige	w5_d117e19754
andere	w7_d117e19757
kleine	w9_d117e19760
Corps	w11_d117e19763
in	w13_d117e19767
ver	w15_d117e19770
schiedenen	w1_d117e19775
Orten	w3_d117e19778
sich	w5_d117e19781
lagern.	w7_d117e19784
Jndessen	w9_d117e19787
wird	w11_d117e19790
das	w1_d117e19795
Matrosen=pressen	w3_d117e19798
stärker	w5_d117e19801
als	w7_d117e19804
jemalen	w9_d117e19807
fortgesetzet,	w1_d117e19813
wie	w3_d117e19816
man	w5_d117e19819
dann	w7_d117e19822
erst	w9_d117e19825
kürzlich	w11_d117e19828
eine	w13_d117e19832
grosse	w1_d117e19837
Anzahl	w3_d117e19840
abgehen	w5_d117e19843
lassen,	w7_d117e19846
um	w9_d117e19849
das	w11_d117e19852
Schifs	w13_d117e19856
volk	w1_d117e19861
derjenigen	w3_d117e19864
Kriegs=schiffen,	w5_d117e19867
welche	w7_d117e19870
im	w9_d117e19873
Segel=fertigem	w1_d117e19878
Stand	w3_d117e19881
seynd,	w5_d117e19884
damit	w7_d117e19887
zu	w9_d117e19890
er	w11_d117e19893
gänzen.	w1_d117e19899
Se.	w3_d117e19902
Majestät	w5_d117e19905
der	w7_d117e19908
König,	w9_d117e19911
haben	w11_d117e19914
auch	w1_d117e19919
zu	w3_d117e19922
Erleichterung	w5_d117e19925
der	w7_d117e19928
Matrosen=werbung	w9_d117e19931
eine	w1_d117e19936
Verordnung	w3_d117e19939
ergehen	w5_d117e19942
lassen;	w7_d117e19945
wodurch	w9_d117e19948
denen	w1_d117e19953
Ausreissern,	w3_d117e19956
wann	w5_d117e19959
sie	w7_d117e19962
wieder	w9_d117e19965
Dienste	w11_d117e19968
nehmen	w1_d117e19974
werden,	w3_d117e19977
Pardon	w5_d117e19980
ertheilet	w7_d117e19983
wird;	w9_d117e19986
auch	w11_d117e19989
</p>
<p id="p6_d117e19992">
weiden	w1_d117e19996
dardurch	w3_d117e19999
denenjenigen,	w5_d117e20002
welche	w7_d117e20005
ver	w9_d117e20008
borgene,	w1_d117e20013
oder	w3_d117e20016
irrende	w5_d117e20019
Matrosen	w7_d117e20022
angeben,	w9_d117e20025
oder	w1_d117e20030
wegnehmen	w3_d117e20033
werden,	w5_d117e20036
Belohnungen	w7_d117e20039
ver	w9_d117e20042
sprochen.	w1_d117e20048
Diese	w3_d117e20051
Verordnung,	w5_d117e20054
welche	w7_d117e20057
bis	w9_d117e20060
den	w1_d117e20065
10ten	w3_d117e20068
Februarii	w5_d117e20071
Bestand	w7_d117e20074
haben	w9_d117e20077
wird,	w11_d117e20080
hat	w1_d117e20085
bereits	w3_d117e20088
eine	w5_d117e20091
so	w7_d117e20094
gute	w9_d117e20097
Würkung	w11_d117e20100
gehabt,	w13_d117e20104
daß	w1_d117e20109
sich	w3_d117e20112
täglich	w5_d117e20115
sehr	w7_d117e20118
viele	w9_d117e20121
Freywillige	w11_d117e20124
zum	w13_d117e20128
Dienst	w1_d117e20134
angeben.	w3_d117e20137
Mit	w5_d117e20140
einem	w7_d117e20143
Wort,	w9_d117e20146
man	w11_d117e20149
unterlasset	w1_d117e20154
nichts,	w3_d117e20157
um	w5_d117e20160
in	w7_d117e20163
balden	w9_d117e20166
die	w11_d117e20169
derma	w13_d117e20173
len	w1_d117e20178
benöhtigte	w3_d117e20181
Matrosen	w5_d117e20184
herbey	w7_d117e20187
zu	w9_d117e20190
schaffen.	w11_d117e20193
Mit	w1_d117e20198
gleichem	w3_d117e20201
Eifer	w5_d117e20204
wird	w7_d117e20207
auch	w9_d117e20210
die	w11_d117e20213
Ausrü	w13_d117e20217
stung	w1_d117e20223
derer	w3_d117e20226
Kriegs=schiffen	w5_d117e20229
fortgesetzet,	w7_d117e20232
und	w9_d117e20235
wir	w1_d117e20240
werden	w3_d117e20243
im	w5_d117e20246
Kurzem	w7_d117e20249
zu	w9_d117e20252
Spithead	w11_d117e20255
die	w13_d117e20259
schönste	w1_d117e20264
und	w3_d117e20267
mächtigste	w5_d117e20270
Flotte	w7_d117e20273
haben,	w9_d117e20276
als	w11_d117e20279
man	w1_d117e20284
in	w3_d117e20287
langer	w5_d117e20290
Zeit	w7_d117e20293
alda	w9_d117e20296
nicht	w11_d117e20299
gesehen.	w13_d117e20303
Man	w15_d117e20306
arbeitet	w1_d117e20312
Tag	w3_d117e20315
und	w5_d117e20318
Nacht	w7_d117e20321
auf	w9_d117e20324
denen	w11_d117e20327
Schifs	w13_d117e20331
zimmer=plätzen,	w1_d117e20336
diejenige	w3_d117e20339
Schiffe,	w5_d117e20342
so	w7_d117e20345
es	w9_d117e20348
be	w11_d117e20351
nöhtig	w1_d117e20356
seynd,	w3_d117e20359
auszubessern;	w5_d117e20362
auch	w7_d117e20365
seynd	w9_d117e20368
die	w11_d117e20371
Befehle	w1_d117e20376
ergangen,	w3_d117e20379
15.	w5_d117e20382
neue	w7_d117e20385
Battaillons	w9_d117e20388
völker	w1_d117e20394
anzuwerben,	w3_d117e20397
welche	w5_d117e20400
denen	w7_d117e20403
in	w9_d117e20406
Eng	w11_d117e20409
land	w1_d117e20414
neu=aufgerichteten	w3_d117e20417
15.	w5_d117e20420
Reginjentern	w7_d117e20423
bey	w9_d117e20426
gefüget	w1_d117e20431
werden	w3_d117e20434
sollen.	w5_d117e20437
Der	w7_d117e20440
Staatssecreta	w9_d117e20443
rius	w1_d117e20448
Herr	w3_d117e20451
Pitt,	w5_d117e20454
welcher	w7_d117e20457
von	w9_d117e20460
seiner	w11_d117e20463
Unpäß	w13_d117e20467
lichkeit,	w1_d117e20473
noch	w3_d117e20476
nicht	w5_d117e20479
gänzlich	w7_d117e20482
wieder	w9_d117e20485
hergestel	w11_d117e20488
let	w1_d117e20493
ist,	w3_d117e20496
kan	w5_d117e20499
doch	w7_d117e20502
gleichwohl	w9_d117e20505
denen	w11_d117e20508
Staats	w13_d117e20512
conferenzen	w1_d117e20517
beywohnen;	w3_d117e20520
und	w5_d117e20523
damit	w7_d117e20526
das	w9_d117e20529
Mi	w11_d117e20532
nisterium	w1_d117e20537
die	w3_d117e20540
Nation	w5_d117e20543
vollkommen	w7_d117e20546
überzeuge,	w9_d117e20549
daß	w1_d117e20555
es	w3_d117e20558
ihm	w5_d117e20561
ein	w7_d117e20564
völliger	w9_d117e20567
Ernst	w11_d117e20570
seye,	w13_d117e20574
sich	w15_d117e20577
ge	w17_d117e20580
gen	w1_d117e20585
die	w3_d117e20588
Feinde	w5_d117e20591
Groß=brittanniens	w7_d117e20594
in	w9_d117e20597
die	w11_d117e20600
be	w13_d117e20604
ste	w1_d117e20609
Verfassung	w3_d117e20612
zu	w5_d117e20615
setzen,	w7_d117e20618
so	w9_d117e20621
arbeitet	w11_d117e20624
es	w13_d117e20628
ge	w15_d117e20631
genwärtig	w1_d117e20636
mit	w3_d117e20639
14.	w5_d117e20642
Gliedern	w7_d117e20645
der	w9_d117e20648
Untern	w11_d117e20651
Kam	w13_d117e20655
mer	w1_d117e20661
an	w3_d117e20664
Errichtung	w5_d117e20667
einer	w7_d117e20670
allgemeinen	w9_d117e20673
Milit	w11_d117e20676
in	w1_d117e20681
England,	w3_d117e20684
bey	w5_d117e20687
welcher	w7_d117e20690
man	w9_d117e20693
fremde	w11_d117e20696
Vol	w13_d117e20700
ker	w1_d117e20705
gar	w3_d117e20708
wol	w5_d117e20711
entbähren	w7_d117e20714
könnte.	w9_d117e20717
So	w11_d117e20720
bald	w13_d117e20724
die	w15_d117e20727
Hannöverische	w1_d117e20732
vollends	w3_d117e20735
in	w5_d117e20738
ihr	w7_d117e20741
Vatterland	w9_d117e20744
zuruckgebracht	w1_d117e20750
seynd,	w3_d117e20753
wird	w5_d117e20756
auch	w7_d117e20759
ein	w9_d117e20762
gleiches	w11_d117e20765
mit	w1_d117e20770
denen	w3_d117e20773
Heßischen	w5_d117e20776
geschehen,	w7_d117e20779
zumal,	w9_d117e20782
da	w11_d117e20785
man	w1_d117e20790
sagt:	w3_d117e20793
Es	w5_d117e20796
habe	w7_d117e20799
der	w9_d117e20802
Hessen=casselische	w11_d117e20805
Minister,	w1_d117e20810
Herr	w3_d117e20813
Alt,	w5_d117e20816
dem	w7_d117e20819
Hofe	w9_d117e20822
im	w11_d117e20825
Namen	w13_d117e20829
seines	w1_d117e20835
Fürstens	w3_d117e20838
ihrentwegen	w5_d117e20841
sehr	w7_d117e20844
triftig	w9_d117e20847
Vorstellungen	w1_d117e20852
gemacht.	w3_d117e20855
Unter	w5_d117e20858
denen	w7_d117e20861
neuen	w9_d117e20864
Einrichtungen,	w1_d117e20869
so	w3_d117e20872
die	w5_d117e20875
Admiralität	w7_d117e20878
vor	w9_d117e20881
gekehret,	w1_d117e20886
befindet	w3_d117e20889
sich	w5_d117e20892
eine,	w7_d117e20895
welche	w9_d117e20898
die	w11_d117e20901
See	w13_d117e20905
officiers,	w1_d117e20911
die	w3_d117e20914
würklich	w5_d117e20917
nicht	w7_d117e20920
gebraucht	w9_d117e20923
wer	w11_d117e20926
den	w1_d117e20931
</p>
<p id="p10_d117e20936">
den,	w1_d117e20940
betrift;	w3_d117e20943
Selbe	w5_d117e20946
haben	w7_d117e20949
Befehl,	w9_d117e20952
nech	w11_d117e20955
ver	w13_d117e20959
dem	w1_d117e20964
ersten	w3_d117e20967
dieses	w5_d117e20970
ihre	w7_d117e20973
Namen	w9_d117e20976
und	w11_d117e20979
Woh	w13_d117e20983
nungen,	w1_d117e20988
bey	w3_d117e20991
Straf	w5_d117e20994
von	w7_d117e20997
der	w9_d117e21000
Liste	w11_d117e21003
ausgethan	w13_d117e21007
zu	w1_d117e21013
werden,	w3_d117e21016
an	w5_d117e21019
das	w7_d117e21022
Amt	w9_d117e21025
einzuschicken.	w11_d117e21028
Auch	w1_d117e21033
wird	w3_d117e21036
von	w5_d117e21039
einem	w7_d117e21042
neuen	w9_d117e21045
Mittel	w11_d117e21048
gespro	w13_d117e21052
chen,	w1_d117e21057
die	w3_d117e21060
Sce	w5_d117e21063
und	w7_d117e21066
Land=völker	w9_d117e21069
des	w11_d117e21072
Königs	w13_d117e21076
auf	w1_d117e21081
eine	w3_d117e21084
leichtere	w5_d117e21087
Weise	w7_d117e21090
zu	w9_d117e21093
ergänzen:	w11_d117e21096
nach	w13_d117e21100
diesem	w1_d117e21106
Vorschlag	w3_d117e21109
wird	w5_d117e21112
eine	w7_d117e21115
jede	w9_d117e21118
Pfarr=kirche	w11_d117e21121
des	w1_d117e21126
Königrrichs	w3_d117e21129
taxiret,	w5_d117e21132
nach	w7_d117e21135
Proportion	w9_d117e21138
ihres	w1_d117e21143
Umfangs,	w3_d117e21146
Leute	w5_d117e21149
anzuschaffen,	w7_d117e21152
und	w9_d117e21155
ins	w1_d117e21160
künftige	w3_d117e21163
solle	w5_d117e21166
man	w7_d117e21169
nur	w9_d117e21172
auf	w11_d117e21175
5.	w13_d117e21179
Jahr	w15_d117e21182
lang,	w17_d117e21185
Leute	w1_d117e21191
zum	w3_d117e21194
Land	w5_d117e21197
