<doc id="wr_1760-05-03" attrs="word" year="1760" month="05" day="03" corpus="2">
<head id="h2_d446e3161">
Neu=pork	w1_d446e3165
1756.	w11_d446e17632
in	w13_d446e17636
das	w15_d446e17639
in	w17_d446e17642
derley	w1_d446e17647
Fällen	w3_d446e17650
gewöhnliche	w5_d446e17653
Amortisations=edict	w7_d446e17656
gewilliget,	w1_d446e17661
und	w3_d446e17664
derowegen	w5_d446e17667
das	w7_d446e17670
Nöhtige	w9_d446e17673
an	w11_d446e17676
seine	w13_d446e17680
Behörde	w1_d446e17685
erlassen	w3_d446e17688
werden	w5_d446e17691
möchte.	w7_d446e17694
Gleichwie	w9_d446e17697
nun	w11_d446e17700
in	w1_d446e17706
solches	w3_d446e17709
des	w5_d446e17712
Suplicantens	w7_d446e17715
billiches	w9_d446e17718
Anlangen	w11_d446e17721
von	w1_d446e17726
Rechts	w3_d446e17729
wegen	w5_d446e17732
solchergestalten	w7_d446e17735
gewilliget	w9_d446e17738
wor	w11_d446e17741
den,	w1_d446e17746
daß	w3_d446e17749
wann	w5_d446e17752
jemand	w7_d446e17755
an	w9_d446e17758
mehr=berührte	w11_d446e17761
Ha	w13_d446e17765
daunische	w1_d446e17770
Kupfer=amts=obligation	w3_d446e17773
einen	w5_d446e17776
Ansprüch	w7_d446e17779
zu	w1_d446e17785
machen,	w3_d446e17788
oder	w5_d446e17791
diese	w7_d446e17794
etwa	w9_d446e17797
wieder	w11_d446e17800
Vermuten	w13_d446e17804
annoch	w1_d446e17809
existirende	w3_d446e17812
Obligation	w5_d446e17815
selbsten	w7_d446e17818
in	w9_d446e17821
Handen	w11_d446e17824
hätte,	w1_d446e17829
selber	w3_d446e17832
sich	w5_d446e17835
in	w7_d446e17838
Zeit	w9_d446e17841
eines	w11_d446e17844
Jahrs,	w13_d446e17848
sechs	w15_d446e17851
Wochen	w1_d446e17856
und	w3_d446e17859
3.	w5_d446e17862
Tägen	w7_d446e17865
bey	w9_d446e17868
Jhr	w11_d446e17871
Justitzbancs	w13_d446e17875
deputation	w1_d446e17881
melden,	w3_d446e17884
die	w5_d446e17887
etwa	w7_d446e17890
in	w9_d446e17893
Handen	w11_d446e17896
habende	w13_d446e17900
oberdeute	w1_d446e17905
Obligation	w3_d446e17908
mitbringen,	w5_d446e17911
und	w7_d446e17914
hiezu	w9_d446e17917
sich	w11_d446e17920
legitimiren,	w1_d446e17925
oder	w3_d446e17928
seine	w5_d446e17931
darauf	w7_d446e17934
zu	w9_d446e17937
stellen	w11_d446e17940
vermet	w13_d446e17944
nende	w1_d446e17949
Fürforderung	w3_d446e17952
liquidiren,	w5_d446e17955
wie	w7_d446e17958
im	w9_d446e17961
wiere	w11_d446e17964
gen	w1_d446e17970
nach	w3_d446e17973
Verfliessung	w5_d446e17976
obigen	w7_d446e17979
Termins	w9_d446e17982
derselbe	w11_d446e17985
nicht	w1_d446e17990
mehr	w3_d446e17993
angehöret,	w5_d446e17996
sondern	w7_d446e17999
Eingangs	w9_d446e18002
ersag	w11_d446e18005
tem	w1_d446e18010
Suplicanten	w3_d446e18013
eine	w5_d446e18016
neue	w7_d446e18019
Kupferamtsobei	w9_d446e18022
gation	w1_d446e18027
pr.	w3_d446e18030
1000.	w5_d446e18033
fl.	w7_d446e18036
auf	w9_d446e18039
seinen	w11_d446e18042
Namen	w13_d446e18046
ausge	w15_d446e18049
fertiget	w1_d446e18055
werden	w3_d446e18058
solle.	w5_d446e18061
So	w7_d446e18064
wird	w9_d446e18067
dieses	w11_d446e18070
jederman	w13_d446e18074
niglich	w1_d446e18079
durch	w3_d446e18082
gegenwärtig=offenes	w5_d446e18085
Edict	w7_d446e18088
zur	w9_d446e18091
Nach	w11_d446e18094
richt	w1_d446e18099
erinneret	w3_d446e18102
</p>
<list id="l46_d446e18105">
Bey	w1_d446e18109
Johann	w3_d446e18112
Jacob	w5_d446e18115
Lidl	w7_d446e18118
Kupfer=stechern	w9_d446e18121
im	w11_d446e18124
Docter	w1_d446e18129
Deimlischen	w3_d446e18132
Haus	w5_d446e18135
neben	w7_d446e18138
der	w9_d446e18141
Heil.	w11_d446e18144
Drey	w13_d446e18148
faltigkeit	w1_d446e18153
ist	w3_d446e18156
zu	w5_d446e18159
haben:	w7_d446e18162
Entwurf	w1_d446e18168
der	w3_d446e18171
Chur=sächsischen	w5_d446e18174
Haupt	w7_d446e18177
und	w9_d446e18180
Re	w11_d446e18183
sidenz=stadt	w1_d446e18188
Dresden,	w3_d446e18191
nebst	w5_d446e18194
umligender	w7_d446e18197
Gegend	w9_d446e18200
von	w1_d446e18205
drey	w3_d446e18208
Meilen	w5_d446e18211
in	w7_d446e18214
Umkreis,	w9_d446e18217
worinnen	w11_d446e18220
alle	w13_d446e18224
Ort	w15_d446e18227
schaften	w1_d446e18232
genau	w3_d446e18235
angemerket,	w5_d446e18238
in	w7_d446e18241
ordinari	w9_d446e18244
Bogens	w11_d446e18247
grösse	w1_d446e18253
das	w3_d446e18256
Stuck	w5_d446e18259
schwarz	w7_d446e18262
pr.	w9_d446e18265
17.	w11_d446e18268
Kr.	w13_d446e18272
Zlume	w15_d446e18275
nirter	w1_d446e18280
pr.	w3_d446e18283
21.	w5_d446e18286
Kr.	w7_d446e18289
</list>
<head id="h2_d446e18381">
Lissabon	w1_d446e18385
13.	w3_d446e18388
März.	w5_d446e18391
</head>
<p id="p4_d446e18394">
(s	w1_d446e18398
war	w3_d446e18401
jüngst=gedachtermassen	w5_d446e18404
am	w7_d446e18407
11.	w9_d446e18410
März,	w1_d446e18415
als	w3_d446e18418
der	w5_d446e18421
alhier	w7_d446e18424
an	w9_d446e18427
die	w11_d446e18430
Stelle	w13_d446e18434
des	w1_d446e18439
Hrn.	w3_d446e18442
de	w5_d446e18445
la	w7_d446e18448
Calmette	w9_d446e18451
angelangte	w11_d446e18454
neue	w13_d446e18458
Minister	w1_d446e18464
der	w3_d446e18467
General=staaten,	w5_d446e18470
Hr.	w7_d446e18473
von	w9_d446e18476
Kretschmar	w1_d446e18481
bey	w3_d446e18484
beeden	w5_d446e18487
Königl.	w7_d446e18490
Majestäten	w9_d446e18493
seine	w1_d446e18498
erste	w3_d446e18501
öffentliche	w5_d446e18504
Audienzen	w7_d446e18507
erhalten,	w9_d446e18510
und	w1_d446e18515
seine	w3_d446e18518
Beglaubigungs=schreiben	w5_d446e18521
über	w7_d446e18524
reichet.	w1_d446e18530
Die	w3_d446e18533
Reden,	w5_d446e18536
welche	w7_d446e18539
er	w9_d446e18542
bey	w11_d446e18545
Gele	w13_d446e18549
genheit	w1_d446e18554
an	w3_d446e18557
Höchst=dieselbe,	w5_d446e18560
und	w7_d446e18563
zwar	w9_d446e18566
in	w11_d446e18569
Fran	w13_d446e18573
zösischer	w1_d446e18578
Sprache	w3_d446e18581
gehalten,	w5_d446e18584
lauteten	w7_d446e18587
wie	w9_d446e18590
folgt:	w1_d446e18595
</p>
<head id="h2_d446e18601">
Sire!	w1_d446e18605
</head>
<p id="p4_d446e18608">
Die	w1_d446e18612
General=staaten	w3_d446e18615
der	w5_d446e18618
vereinigten	w7_d446e18621
Provinzen,	w1_d446e18626
meine	w3_d446e18629
Herren,	w5_d446e18632
schicken	w7_d446e18635
mich	w9_d446e18638
an	w11_d446e18641
Ew.	w1_d446e18646
Majest.	w3_d446e18649
um	w5_d446e18652
Deroselben	w7_d446e18655
die	w9_d446e18658
Versiche	w11_d446e18661
rungen	w1_d446e18667
ihrer	w3_d446e18670
vollkommenen	w5_d446e18673
und	w7_d446e18676
aufrichtigen	w9_d446e18679
Freundschaft	w1_d446e18684
zu	w3_d446e18687
erneuern,	w5_d446e18690
und	w7_d446e18693
um	w9_d446e18696
an	w11_d446e18699
Die	w13_d446e18703
selbe	w1_d446e18708
die	w3_d446e18711
brünstigsten	w5_d446e18714
Wünsche	w7_d446e18717
gelangen	w9_d446e18720
zu	w1_d446e18725
lassen,	w3_d446e18728
welche	w5_d446e18731
sie	w7_d446e18734
unaufhörlich	w9_d446e18737
für	w11_d446e18740
Dero	w13_d446e18744
Ruhm	w1_d446e18750
und	w3_d446e18753
für	w5_d446e18756
Dero	w7_d446e18759
Wohlergehen	w9_d446e18762
hegen.	w11_d446e18765
</p>
<p id="p6_d446e18768">
Jhro	w1_d446e18772
Hochmögende	w3_d446e18775
haben	w5_d446e18778
mir	w7_d446e18781
sehr	w9_d446e18784
aus	w11_d446e18787
brücklich	w1_d446e18792
anbefohlen,	w3_d446e18795
Ew.	w5_d446e18798
Majest.	w7_d446e18801
zu	w9_d446e18804
bezei	w11_d446e18807
gen,	w1_d446e18812
wie	w3_d446e18815
sehnlich	w5_d446e18818
sie	w7_d446e18821
wünschen,	w9_d446e18824
die	w11_d446e18827
zwi	w13_d446e18831
schen	w1_d446e18837
beeden	w3_d446e18840
Staaten	w5_d446e18843
so	w7_d446e18846
glücklich	w9_d446e18849
bestehen	w11_d446e18852
de	w1_d446e18857
Einigkeit	w3_d446e18860
und	w5_d446e18863
gute	w7_d446e18866
Einverständnüß	w9_d446e18869
fort	w11_d446e18872
zupflanzen,	w1_d446e18877
und	w3_d446e18880
Dieselbe	w5_d446e18883
zu	w7_d446e18886
versicheren,	w9_d446e18889
daß	w11_d446e18892
Sie	w1_d446e18897
jederzeit	w3_d446e18900
alles,	w5_d446e18903
was	w7_d446e18906
von	w9_d446e18909
ihnen	w11_d446e18912
abhan	w13_d446e18916
gen	w1_d446e18922
wird,	w3_d446e18925
thun	w5_d446e18928
werden,	w7_d446e18931
um	w9_d446e18934
die	w11_d446e18937
eine	w13_d446e18941
und	w15_d446e18944
die	w1_d446e18949
andere	w3_d446e18952
je	w5_d446e18955
mehr	w7_d446e18958
und	w9_d446e18961
mehr	w11_d446e18964
zu	w13_d446e18968
befestigen	w15_d446e18971
in	w1_d446e18976
der	w3_d446e18979
gewissen	w5_d446e18982
Hofnung,	w7_d446e18985
daß	w9_d446e18988
Ew.	w11_d446e18991
Majest.	w13_d446e18995
Dero	w1_d446e19000
Freundschaft	w3_d446e19003
gegen	w5_d446e19006
Sie	w7_d446e19009
ferner	w9_d446e19012
erhal	w11_d446e19015
ten,	w1_d446e19021
und	w3_d446e19024
Jhren	w5_d446e19027
Unterthanen	w7_d446e19030
die	w9_d446e19033
Würkungen	w11_d446e19036
Dero	w1_d446e19041
hohen	w3_d446e19044
Wol=wollens	w5_d446e19047
empfinden	w7_d446e19050
las	w9_d446e19053
sen	w1_d446e19058
Berden.	w3_d446e19061
</p>
<p id="p8_d446e19064">
Euer	w1_d446e19068
Majest.	w3_d446e19071
werden	w5_d446e19074
aus	w7_d446e19077
diesem	w9_d446e19080
Schrei	w11_d446e19083
dc	w1_d446e19088
dees	w3_d446e19091
Besudggng	w5_d446e19094
ven	w7_d446e19097
denern	w9_d446e19100
Sasun	w11_d446e19103
</p>
<p id="p10_d446e19106">
gen	w1_d446e19110
Jhro	w3_d446e19113
Hochmögenden	w5_d446e19116
zu	w7_d446e19119
ersehen	w9_d446e19122
belieben.	w11_d446e19125
Jch	w1_d446e19130
weiß	w3_d446e19133
alles,	w5_d446e19136
Sire,	w7_d446e19139
was	w9_d446e19142
sie	w11_d446e19145
von	w13_d446e19149
mir	w15_d446e19152
for	w17_d446e19155
dern,	w1_d446e19160
und	w3_d446e19163
ich	w5_d446e19166
werde	w7_d446e19169
alle	w9_d446e19172
Augenblicke	w11_d446e19175
als	w13_d446e19179
ver	w15_d446e19182
loren	w1_d446e19188
schätzen,	w3_d446e19191
welche	w5_d446e19194
nicht	w7_d446e19197
dazu	w9_d446e19200
werden	w11_d446e19203
an	w13_d446e19207
gewendet	w1_d446e19212
werden,	w3_d446e19215
Sie	w5_d446e19218
in	w7_d446e19221
ihr	w9_d446e19224
volles	w11_d446e19227
Licht	w13_d446e19231
zu	w15_d446e19234
setzen.	w1_d446e19239
Und	w3_d446e19242
alle	w5_d446e19245
meine	w7_d446e19248
Worte	w9_d446e19251
werden	w11_d446e19254
nicht	w13_d446e19258
hinreichend	w1_d446e19263
seyn,	w3_d446e19266
meine	w5_d446e19269
Glückseeligkeit	w7_d446e19272
aus	w9_d446e19275
zudrücken,	w1_d446e19281
wann	w3_d446e19284
ich	w5_d446e19287
bey	w7_d446e19290
der	w9_d446e19293
Vollziehung	w11_d446e19296
der	w13_d446e19300
Befehle	w1_d446e19305
meiner	w3_d446e19308
Herren	w5_d446e19311
Euer	w7_d446e19314
Majestät	w9_d446e19317
hohen	w11_d446e19320
Beyfall	w1_d446e19325
erwerben	w3_d446e19328
kan.	w5_d446e19331
</p>
<p id="p12_d446e19335">
Jhro	w1_d446e19339
Majestät	w3_d446e19342
die	w5_d446e19345
Königin	w7_d446e19348
redete	w9_d446e19351
er	w11_d446e19354
also	w1_d446e19359
an:	w3_d446e19362
</p>
<head id="h2_d446e19368">
Madame	w1_d446e19372
</head>
<p id="p4_d446e19375">
Die	w1_d446e19379
General=staaten,	w3_d446e19382
meine	w5_d446e19385
Herren	w7_d446e19388
ha	w9_d446e19391
ben,	w1_d446e19396
da	w3_d446e19399
Sie	w5_d446e19402
mich	w7_d446e19405
an	w9_d446e19408
Seine	w11_d446e19411
Majestät	w13_d446e19415
Dero	w15_d446e19418
Durchl.	w1_d446e19423
Gemahl,	w3_d446e19426
zu	w5_d446e19429
Unterhaltung	w7_d446e19432
der	w9_d446e19435
zwi	w11_d446e19438
schen	w1_d446e19444
Deroselben	w3_d446e19447
und	w5_d446e19450
Jhro	w7_d446e19453
Hochmögenden	w9_d446e19456
bestehenden	w1_d446e19461
Einigkeit,	w3_d446e19464
und	w5_d446e19467
guten	w7_d446e19470
Einver	w9_d446e19473
ständniß	w1_d446e19478
geschicket,	w3_d446e19481
mir	w5_d446e19484
anbefohlen,	w7_d446e19487
Euer	w9_d446e19490
Majestät	w1_d446e19495
Jhrer	w3_d446e19498
vollkommenen	w5_d446e19501
und	w7_d446e19504
aufrich	w9_d446e19507
tigen	w1_d446e19513
Freundschaft,	w3_d446e19516
ihrer	w5_d446e19519
für	w7_d446e19522
Dero	w9_d446e19525
Tugen	w11_d446e19528
den	w1_d446e19533
hegenden	w3_d446e19536
Bewunderung,	w5_d446e19539
und	w7_d446e19542
ihres	w9_d446e19545
an	w11_d446e19548
den	w1_d446e19553
Wol	w3_d446e19556
Euer	w5_d446e19559
Majestät,	w7_d446e19562
und	w9_d446e19565
Dero	w11_d446e19568
Durchl	w13_d446e19572
Hauses	w1_d446e19577
beständig	w3_d446e19580
nehmenden	w5_d446e19583
Antheils	w7_d446e19586
zu	w9_d446e19589
versicheren.	w1_d446e19595
</p>
<p id="p6_d446e19598">
Das	w1_d446e19602
Schreiben,	w3_d446e19605
welches	w5_d446e19608
Euer	w7_d446e19611
Majestät	w9_d446e19614
zu	w1_d446e19619
überreichen	w3_d446e19622
die	w5_d446e19625
Ehre	w7_d446e19628
habe,	w9_d446e19631
wird	w11_d446e19634
Dero	w13_d446e19638
selben	w1_d446e19643
zu	w3_d446e19646
erkennen	w5_d446e19649
geben,	w7_d446e19652
wie	w9_d446e19655
sehr	w11_d446e19658
Jhre	w13_d446e19662
Hochmogenden	w1_d446e19668
die	w3_d446e19671
Fortpflanzung	w5_d446e19674
des	w7_d446e19677
guten	w9_d446e19680
Vernehmens	w1_d446e19685
zwischen	w3_d446e19688
beeden	w5_d446e19691
Staaten	w7_d446e19694
im	w9_d446e19697
Herzen	w1_d446e19702
haben.	w3_d446e19705
Sie	w5_d446e19708
bitten	w7_d446e19711
Euer	w9_d446e19714
Majestät	w11_d446e19717
inständig	w1_d446e19722
dazu	w3_d446e19725
beyzutragen,	w5_d446e19728
und	w7_d446e19731
die	w9_d446e19734
Bestre	w11_d446e19737
bungen,	w1_d446e19743
welche	w3_d446e19746
ich	w5_d446e19749
zu	w7_d446e19752
Erreichung	w9_d446e19755
dieses	w11_d446e19758
End	w13_d446e19762
zwecks	w1_d446e19767
anwenden	w3_d446e19770
werde,	w5_d446e19773
mit	w7_d446e19776
Dero	w9_d446e19779
mächti	w11_d446e19782
gen	w1_d446e19787
Protection	w3_d446e19790
zu	w5_d446e19793
unterstützen	w7_d446e19796
</p>
<p id="p8_d446e19799">
Der	w1_d446e19803
Caracter,	w3_d446e19806
den	w5_d446e19809
ich	w7_d446e19812
heute	w9_d446e19815
öffentlich	w11_d446e19818
darlege,	w1_d446e19823
überhäuffet	w3_d446e19826
mich	w5_d446e19829
mit	w7_d446e19832
Freuden,	w9_d446e19835
und	w11_d446e19838
</p>
<p id="p14_d446e19852">
mit	w1_d446e19856
Glückseeligkeit,	w3_d446e19859
weil	w5_d446e19862
er	w7_d446e19865
mich	w9_d446e19868
zugleich	w11_d446e19871
in	w13_d446e19875
den	w1_d446e19880
Umstand	w3_d446e19883
setzet,	w5_d446e19886
vor	w7_d446e19889
Euer	w9_d446e19892
Majestät	w11_d446e19895
zu	w13_d446e19899
erscheinen,	w1_d446e19904
und	w3_d446e19907
die	w5_d446e19910
strahlende	w7_d446e19913
Eigenschaften,	w9_d446e19916
welche	w1_d446e19922
Europa	w3_d446e19925
in	w5_d446e19928
Deroselben	w7_d446e19931
bewunderet,	w9_d446e19934
zu	w1_d446e19939
betrachten;	w3_d446e19942
mein	w5_d446e19945
Glück	w7_d446e19948
aber	w9_d446e19951
wird	w11_d446e19954
von	w13_d446e19958
sehr	w1_d446e19963
kurzer	w3_d446e19966
Dauer	w5_d446e19969
seyn,	w7_d446e19972
wann	w9_d446e19975
Euer	w11_d446e19978
Maje	w13_d446e19982
stät	w1_d446e19987
nicht	w3_d446e19990
geruben,	w5_d446e19993
meiner	w7_d446e19996
Aufführung	w9_d446e19999
De	w11_d446e20002
ro	w1_d446e20008
Beyfall	w3_d446e20011
zu	w5_d446e20014
schenken.	w7_d446e20017
Jch	w9_d446e20020
werde	w11_d446e20023
wah	w13_d446e20027
rend	w1_d446e20032
dem	w3_d446e20035
Lauffe	w5_d446e20038
meiner	w7_d446e20041
Ministerschaft	w9_d446e20044
mich	w11_d446e20047
äusserst	w1_d446e20052
bestreben,	w3_d446e20055
sie	w5_d446e20058
durch	w7_d446e20061
die	w9_d446e20064
tieffeste	w11_d446e20067
Ehr	w13_d446e20071
erbietung,	w1_d446e20076
und	w3_d446e20079
durch	w5_d446e20082
unabläßige	w7_d446e20085
Wünsche	w9_d446e20088
für	w1_d446e20094
den	w3_d446e20097
Ruhm,	w5_d446e20100
und	w7_d446e20103
für	w9_d446e20106
die	w11_d446e20109
Wolfahrt	w13_d446e20113
der	w15_d446e20116
Königl.	w1_d446e20121
Familie	w3_d446e20124
von	w5_d446e20127
Portugal	w7_d446e20130
zu	w9_d446e20133
verdienen	w11_d446e20136
</p>
<p id="p16_d446e20141">
Den	w1_d446e20145
12.	w3_d446e20148
May	w5_d446e20151
und	w7_d446e20154
folgende	w9_d446e20157
Täge	w11_d446e20160
im	w13_d446e20164
Berg	w15_d446e20167
ho	w17_d446e20170
unweit	w1_d446e20175
des	w3_d446e20178
Hohenmarkts	w5_d446e20181
in	w7_d446e20184
dem	w9_d446e20187
Widemanische	w11_d446e20190
Haus	w1_d446e20195
seynd	w3_d446e20198
im	w5_d446e20201
ersten	w7_d446e20204
Stock	w9_d446e20207
verschiedene	w11_d446e20210
Verlassen	w13_d446e20214
schafts=effecten,	w1_d446e20220
als	w3_d446e20223
Gold,	w5_d446e20226
Silber,	w7_d446e20229
Manns=kleider,	w9_d446e20232
Wäsch,	w1_d446e20237
Spiegel,	w3_d446e20240
Spallier,	w5_d446e20243
Uhren,	w7_d446e20246
Sessel,	w9_d446e20249
Bilder,	w11_d446e20252
und	w1_d446e20257
andere	w3_d446e20260
Einrichtung,	w5_d446e20263
wie	w7_d446e20266
auch	w9_d446e20269
gute	w11_d446e20272
Oesterrei	w13_d446e20276
cher	w1_d446e20281
Weine,	w3_d446e20284
samt	w5_d446e20287
Fässern	w7_d446e20290
Vormittag	w9_d446e20293
von	w11_d446e20296
9.	w13_d446e20300
bis	w15_d446e20303
11.;	w1_d446e20309
und	w3_d446e20312
Nachmittag	w5_d446e20315
von	w7_d446e20318
3.	w9_d446e20321
bis	w11_d446e20324
6.	w13_d446e20328
Uhr	w15_d446e20331
licitando	w17_d446e20334
zu	w1_d446e20339
verkauffen.	w3_d446e20342
</p>
<p id="p18_d446e20345">
Es	w1_d446e20349
ist	w3_d446e20352
zu	w5_d446e20355
Hochenwart	w7_d446e20358
in	w9_d446e20361
Oesterreich	w11_d446e20364
in	w13_d446e20368
V.	w15_d446e20371
Auter=mänharts=berg	w1_d446e20376
ein	w3_d446e20379
neu=erbautes	w5_d446e20382
Haus,	w7_d446e20385
darauf	w1_d446e20390
ein	w3_d446e20393
Bäcken=gewerb	w5_d446e20396
ist,	w7_d446e20399
so	w9_d446e20402
unter	w11_d446e20405
die	w13_d446e20409
Herr	w15_d446e20412
schaft	w1_d446e20418
Lilienfeld	w3_d446e20421
unterthänig,	w5_d446e20424
wobey	w7_d446e20427
25.	w9_d446e20430
Joch	w11_d446e20433
Ae	w13_d446e20437
cker,	w1_d446e20442
7.	w3_d446e20445
Viertl	w5_d446e20448
Weingarten,	w7_d446e20451
ein	w9_d446e20454
Obst=garten,	w11_d446e20457
den	w13_d446e20461
29.	w1_d446e20466
May	w3_d446e20469
fruh	w5_d446e20472
um	w7_d446e20475
9.	w9_d446e20478
Uhr	w11_d446e20481
licitando	w13_d446e20485
zu	w15_d446e20488
verkauffen.	w17_d446e20491
</p>
<p id="p20_d446e20494">
Von	w1_d446e20498
eines	w3_d446e20501
Hochwürdigen	w5_d446e20504
Metropolitanischen	w7_d446e20507
Dom=capituls	w1_d446e20512
bey	w3_d446e20515
St.	w5_d446e20518
Stephan	w7_d446e20521
alhier	w9_d446e20524
wegen,	w11_d446e20527
wird	w1_d446e20532
hiemit	w3_d446e20535
jedermänniglich	w5_d446e20538
kund	w7_d446e20541
und	w9_d446e20544
zu	w11_d446e20547
wissen	w13_d446e20551
gemacht:	w1_d446e20557
Es	w3_d446e20560
seye	w5_d446e20563
auf	w7_d446e20566
Anlangen	w9_d446e20569
Herrn	w11_d446e20572
Martin	w13_d446e20576
Anton	w1_d446e20581
Prokesch,	w3_d446e20584
gewest	w5_d446e20587
Kaiserl.	w7_d446e20590
Königl.	w9_d446e20593
Haupt	w11_d446e20596
manus,	w1_d446e20601
wider	w3_d446e20604
Herrn	w5_d446e20607
Johann	w7_d446e20610
Baptist	w9_d446e20613
Bauer,	w11_d446e20616
J.	w1_d446e20621
U.	w3_d446e20624
Dostorem,	w5_d446e20627
als	w7_d446e20630
gerichtlich	w9_d446e20633
verordneten	w11_d446e20636
Lie	w13_d446e20640
berischen	w1_d446e20646
Gerhaben	w3_d446e20649
in	w5_d446e20652
pnucto	w7_d446e20655
eingeklagt	w9_d446e20658
schuldi	w11_d446e20661
gen	w1_d446e20666
Satz=capitals	w3_d446e20669
pr.	w5_d446e20672
2000.	w7_d446e20675
fl.	w9_d446e20678
una	w11_d446e20681
cum	w13_d446e20685
sua	w15_d446e20688
causa	w1_d446e20693
unterm	w3_d446e20696
26.	w5_d446e20699
lauffenden	w7_d446e20702
Monats	w9_d446e20705
und	w11_d446e20708
Jahrs	w13_d446e20712
in	w1_d446e20717
die	w3_d446e20720
nochmalige	w5_d446e20723
Licitirung	w7_d446e20726
der	w9_d446e20729
denen	w11_d446e20732
Lieberi	w13_d446e20736
schen	w1_d446e20742
Pupillen	w3_d446e20745
angehörigen,	w5_d446e20748
zum	w7_d446e20751
goldenen	w9_d446e20754
Wa	w11_d446e20757
gen	w1_d446e20762
genannten	w3_d446e20765
Behausung	w5_d446e20768
zu	w7_d446e20771
Maria	w9_d446e20774
Hülf	w11_d446e20777
abso	w13_d446e20781
lute	w1_d446e20786
gewilliget,	w3_d446e20789
und	w5_d446e20792
hierzu	w7_d446e20795
der	w9_d446e20798
12.	w11_d446e20801
dies	w13_d446e20805
Monats	w15_d446e20808
May	w1_d446e20813
fruh	w3_d446e20816
um	w5_d446e20819
9.	w7_d446e20822
Uhr	w9_d446e20825
in	w11_d446e20828
der	w13_d446e20832
Dom=capitlischen	w15_d446e20835
Hofmeister=amts=canzley	w1_d446e20841
nächst	w3_d446e20844
St.	w5_d446e20847
Stephan	w7_d446e20850
im	w1_d446e20855
Zwettl=hof	w3_d446e20858
zu	w5_d446e20861
erscheinen	w7_d446e20864
bestimmet	w9_d446e20867
worden,	w11_d446e20870
dannenhero	w1_d446e20875
diejenige,	w3_d446e20878
welche	w5_d446e20881
obbemeldte	w7_d446e20884
Behau	w9_d446e20887
sung	w1_d446e20892
käuflich	w3_d446e20895
an	w5_d446e20898
sich	w7_d446e20901
zu	w9_d446e20904
bringen	w11_d446e20907
gedenken,	w13_d446e20911
an	w15_d446e20914
gleich	w1_d446e20920
besagtem	w3_d446e20923
Tag,	w5_d446e20926
Stund	w7_d446e20929
und	w9_d446e20932
Ort	w11_d446e20935
entweder	w13_d446e20939
persönlich,	w1_d446e20944
oder	w3_d446e20947
durch	w5_d446e20950
hinlänglich	w7_d446e20953
ad	w9_d446e20956
tractandum	w11_d446e20959
&	w1_d446e20964
concludendum	w3_d446e20967
Bevollmächtigte	w5_d446e20970
zu	w7_d446e20973
erscheinen	w9_d446e20976
haben	w1_d446e20981
werden;	w3_d446e20984
wo	w5_d446e20987
sodann	w7_d446e20990
mit	w9_d446e20993
dem	w11_d446e20996
Meistbieten	w13_d446e21000
den	w1_d446e21006
der	w3_d446e21009
Kauf	w5_d446e21012
hierumen	w7_d446e21015
geschlossen,	w9_d446e21018
und	w11_d446e21021
das	w13_d446e21025
Wei	w15_d446e21028
</p>
<p id="p22_d446e21031">
tere	w1_d446e21035
rechtlicher	w3_d446e21038
Ordnung	w5_d446e21041
nach	w7_d446e21044
vorgekehret	w9_d446e21047
werden	w11_d446e21050
solle.	w1_d446e21055
Wien	w3_d446e21058
den	w5_d446e21061
26.	w7_d446e21064
Aprilis	w9_d446e21067
1760.	w11_d446e21070
</p>
<p id="p24_d446e21074">
Wir	w1_d446e21078
N.	w3_d446e21081
Stadt=richter	w5_d446e21084
Amts=verwalter	w7_d446e21087
und	w9_d446e21090
Raht	w1_d446e21095
der	w3_d446e21098
Kaiserl.	w5_d446e21101
Königl.	w7_d446e21104
und	w9_d446e21107
Landes=fürstl	w11_d446e21110
Stadt	w1_d446e21115
Baden,	w3_d446e21118
thnen	w5_d446e21121
hiemit	w7_d446e21124
nochmalen	w9_d446e21127
kund	w11_d446e21130
und	w1_d446e21136
zu	w3_d446e21139
wissen:	w5_d446e21142
welcher	w7_d446e21145
gestalten	w9_d446e21148
wir	w11_d446e21151
bemüßiget	w13_d446e21155
seyen	w1_d446e21160
hiernach	w3_d446e21163
benannte	w5_d446e21166
Burgerl.	w7_d446e21169
Häuser,	w9_d446e21172
als:	w11_d446e21175
das	w1_d446e21180
alt	w3_d446e21183
Gastische	w5_d446e21186
in	w7_d446e21189
der	w9_d446e21192
sogenannten	w11_d446e21195
Polz=gassen,	w13_d446e21199
das	w1_d446e21204
Wannerische	w3_d446e21207
Tracteur=haus	w5_d446e21210
zum	w7_d446e21213
grün	w9_d446e21216
Baum	w11_d446e21219
nebst	w1_d446e21225
Sadt=kochs=schilds=gerechtigkeit,	w3_d446e21228
dann	w5_d446e21231
das	w7_d446e21234
Millöggische	w1_d446e21239
Haus,	w3_d446e21242
beede	w5_d446e21245
nachst	w7_d446e21248
dem	w9_d446e21251
Herzog=bad	w11_d446e21254
ligend,	w1_d446e21259
ingleichen	w3_d446e21262
das	w5_d446e21265
Mayrbeutlische	w7_d446e21268
Haus	w9_d446e21271
bey	w11_d446e21274
dem	w1_d446e21279
Wiener=thor	w3_d446e21282
nebst	w5_d446e21285
Landkutschirungsfrey	w7_d446e21288
heit,	w1_d446e21294
