<doc id="wr_1759-06-06" attrs="word" year="1759" month="06" day="06" corpus="2">
<head id="h2_d354e3045">
Petersburg	w1_d354e3049
folgender	w1_d354e17534
diesfalls	w3_d354e17537
weiterer	w5_d354e17540
ergangener	w7_d354e17543
Ver	w9_d354e17546
ordnungen	w1_d354e17551
und	w3_d354e17554
Schlüssen,	w5_d354e17557
für	w7_d354e17560
eine	w9_d354e17563
Landfrie	w11_d354e17566
dens=brüchige	w1_d354e17572
Vergewaltigung	w3_d354e17575
und	w5_d354e17578
Empö	w7_d354e17581
rung	w1_d354e17586
declariret,	w3_d354e17589
und	w5_d354e17592
zu	w7_d354e17595
Einhalt	w9_d354e17598
dieses	w11_d354e17601
höchst	w13_d354e17605
berponten	w1_d354e17610
Beginnens	w3_d354e17613
die	w5_d354e17616
Reichsexecutions	w7_d354e17619
armee	w1_d354e17624
aufgestellet	w3_d354e17627
worden.	w5_d354e17630
</p>
<p id="p8_d354e17633">
Nun	w1_d354e17637
wird	w3_d354e17640
die	w5_d354e17643
natürliche	w7_d354e17646
Folge	w9_d354e17649
davon	w11_d354e17652
zwar	w1_d354e17657
einem	w3_d354e17660
jeden	w5_d354e17663
von	w7_d354e17666
selbst	w9_d354e17669
ohne	w11_d354e17672
weiteren	w13_d354e17676
Erinneren	w1_d354e17681
in	w3_d354e17684
die	w5_d354e17687
Augen	w7_d354e17690
fallen	w9_d354e17693
müssen,	w11_d354e17696
daß	w13_d354e17700
nänlich	w1_d354e17706
die	w3_d354e17709
euch	w5_d354e17712
als	w7_d354e17715
Chur=sächsischen	w9_d354e17718
Ge	w11_d354e17721
neralen,	w1_d354e17726
Ober=officiers,	w3_d354e17729
und	w5_d354e17732
Kriegs=leuten	w7_d354e17735
kurz	w1_d354e17740
vor	w3_d354e17743
Fassung	w5_d354e17746
sothanen	w7_d354e17749
Entschlusses	w9_d354e17752
un	w11_d354e17755
</p>
<p id="p10_d354e17758">
term	w1_d354e17762
16.	w3_d354e17765
Octob.	w5_d354e17768
1756.	w7_d354e17771
durch	w9_d354e17774
die	w11_d354e17777
ungerech	w13_d354e17781
test=äusserste	w1_d354e17786
Gewalt	w3_d354e17789
abgedrungene	w5_d354e17792
sogenann	w7_d354e17795
te	w1_d354e17800
Capitulation	w3_d354e17803
in	w5_d354e17806
Ansehung	w7_d354e17809
Unser	w9_d354e17812
und	w11_d354e17815
des	w13_d354e17819
Reichs	w1_d354e17825
null	w3_d354e17828
und	w5_d354e17831
nichtig,	w7_d354e17834
mithin	w9_d354e17837
ohne	w11_d354e17840
aller	w13_d354e17844
Verbindlichkeit	w1_d354e17849
und	w3_d354e17852
Würkung	w5_d354e17855
seye,	w7_d354e17858
folglich	w9_d354e17861
daß	w1_d354e17866
derjenige,	w3_d354e17869
so	w5_d354e17872
dieser	w7_d354e17875
ungültigen	w9_d354e17878
Handlung	w11_d354e17881
einige	w1_d354e17886
Verbindlichkeit	w3_d354e17889
zuschreiben,	w5_d354e17892
und	w7_d354e17895
sich	w9_d354e17898
dadurch	w1_d354e17904
von	w3_d354e17907
deme,	w5_d354e17910
wozu	w7_d354e17913
ihn	w9_d354e17916
die	w11_d354e17919
Schul	w13_d354e17923
digkeit	w1_d354e17928
gegen	w3_d354e17931
Uns	w5_d354e17934
und	w7_d354e17937
das	w9_d354e17940
gesammte	w11_d354e17943
Reich,	w13_d354e17947
insonderheit	w1_d354e17952
aber	w3_d354e17955
auch	w5_d354e17958
Unsere	w7_d354e17961
unterm	w9_d354e17964
13.	w11_d354e17967
Septemb.	w1_d354e17972
1756.	w3_d354e17975
und	w5_d354e17978
22.	w7_d354e17981
Aug.	w9_d354e17984
1757.	w11_d354e17987
er	w13_d354e17991
lassene	w1_d354e17997
Kaiserl.	w3_d354e18000
Avocatorien	w5_d354e18003
gemessen	w7_d354e18006
an	w9_d354e18009
weisen,	w1_d354e18014
zu	w3_d354e18017
entziehen,	w5_d354e18020
oder	w7_d354e18023
gar	w9_d354e18026
unter	w11_d354e18029
des	w13_d354e18033
Chur	w15_d354e18036
fürstens	w1_d354e18041
zu	w3_d354e18044
Brandenburg	w5_d354e18047
Kriegs=völkern	w7_d354e18050
Dienste	w1_d354e18055
zu	w3_d354e18058
leisten	w5_d354e18061
vermeinete,	w7_d354e18064
damit	w9_d354e18067
an	w11_d354e18070
der	w13_d354e18074
bösen	w1_d354e18080
Sache	w3_d354e18083
des	w5_d354e18086
Königs	w7_d354e18089
in	w9_d354e18092
Preussen,	w11_d354e18095
Chur	w13_d354e18099
fürstens	w1_d354e18104
zu	w3_d354e18107
Brandenburg	w5_d354e18110
Theil	w7_d354e18113
nehmen,	w9_d354e18116
mit	w11_d354e18119
hin	w1_d354e18124
sich	w3_d354e18127
denen	w5_d354e18130
in	w7_d354e18133
erwehnten	w9_d354e18136
Avocatorien	w11_d354e18139
an	w13_d354e18143
gedeuteten	w1_d354e18148
Straffen	w3_d354e18151
geflissentlich	w5_d354e18154
aussetzen	w7_d354e18157
wurde.	w1_d354e18163
Zu	w3_d354e18166
allem	w5_d354e18169
Uerbefluß	w7_d354e18172
aber,	w9_d354e18175
und	w11_d354e18178
damit	w13_d354e18182
sich	w1_d354e18187
gleichwol	w3_d354e18190
niemand	w5_d354e18193
mit	w7_d354e18196
der	w9_d354e18199
Unwissenheit	w11_d354e18202
oder	w1_d354e18207
Mangel	w3_d354e18210
genugsamer	w5_d354e18213
Einsicht	w7_d354e18216
entschul	w9_d354e18219
digen	w1_d354e18224
könne,	w3_d354e18227
so	w5_d354e18230
wird	w7_d354e18233
euch	w9_d354e18236
Eingangsge	w11_d354e18239
meldeten	w1_d354e18245
Königl.	w3_d354e18248
Pohlnisch	w5_d354e18251
und	w7_d354e18254
Churfürstl.	w9_d354e18257
Sächsischen	w1_d354e18262
Generalen,	w3_d354e18265
Ober	w5_d354e18268
und	w7_d354e18271
Unter	w9_d354e18274
Officieren,	w1_d354e18279
auch	w3_d354e18282
gemeinen	w5_d354e18285
Soldaten,	w7_d354e18288
alles	w9_d354e18291
dieses,	w1_d354e18296
insonderheit	w3_d354e18299
aber	w5_d354e18302
die	w7_d354e18305
Ungültigkeit	w9_d354e18308
und	w11_d354e18311
Unverbindlichkeit	w1_d354e18317
gedachter	w3_d354e18320
Convention	w5_d354e18323
hie	w7_d354e18326
mit	w1_d354e18331
offentlich	w3_d354e18334
bekannt,	w5_d354e18337
und	w7_d354e18340
zugleich	w9_d354e18343
dieses	w11_d354e18346
wissend	w1_d354e18351
gemacht,	w3_d354e18354
daß	w5_d354e18357
der	w7_d354e18360
König	w9_d354e18363
in	w11_d354e18366
Preus	w13_d354e18370
fen,	w1_d354e18375
Chur=fürst	w3_d354e18378
zu	w5_d354e18381
Brandenburg,	w7_d354e18384
durchaus	w9_d354e18387
kein	w1_d354e18393
Recht	w3_d354e18396
habe,	w5_d354e18399
sich	w7_d354e18402
auf	w9_d354e18405
dieselbe	w11_d354e18408
zu	w13_d354e18412
beruf	w15_d354e18415
fen,	w1_d354e18420
und	w3_d354e18423
in	w5_d354e18426
deren	w7_d354e18429
Gefolg	w9_d354e18432
euch	w11_d354e18435
als	w13_d354e18439
capituli	w15_d354e18442
rende	w1_d354e18447
Kriegs=gefangene	w3_d354e18450
zu	w5_d354e18453
tractiren,	w7_d354e18456
oder	w9_d354e18459
wie	w1_d354e18464
denen	w3_d354e18467
an	w5_d354e18470
Uns	w7_d354e18473
gekommenen	w9_d354e18476
glaubhaften	w11_d354e18479
Anzeigen	w1_d354e18485
nach	w3_d354e18488
geschehen,	w5_d354e18491
euch	w7_d354e18494
durch	w9_d354e18497
ver	w11_d354e18500
meintliche	w1_d354e18505
Abruffungs=patenten	w3_d354e18508
von	w5_d354e18511
eurer	w7_d354e18514
Pflicht	w1_d354e18519
und	w3_d354e18522
Dienst=leistung,	w5_d354e18525
deren	w7_d354e18528
ihr	w9_d354e18531
euch	w11_d354e18534
</p>
<p id="p14_d354e18540">
bis	w1_d354e18544
anhero	w3_d354e18547
so	w5_d354e18550
tapfer	w7_d354e18553
und	w9_d354e18556
rühmlich	w11_d354e18559
beflissen,	w13_d354e18563
abzuziehen,	w1_d354e18568
oder	w3_d354e18571
sonst	w5_d354e18574
auf	w7_d354e18577
irgend	w9_d354e18580
einige	w11_d354e18583
Wei	w13_d354e18587
se	w1_d354e18592
in	w3_d354e18595
eurer	w5_d354e18598
Schuldigkeit	w7_d354e18601
irre	w9_d354e18604
zu	w11_d354e18607
machen,	w13_d354e18611
mit	w1_d354e18617
der	w3_d354e18620
Verwarnung,	w5_d354e18623
daß	w7_d354e18626
jeder,	w9_d354e18629
der	w11_d354e18632
sich	w13_d354e18636
wi	w15_d354e18639
der	w1_d354e18644
alles	w3_d354e18647
Zutrauen	w5_d354e18650
und	w7_d354e18653
Vermuten	w9_d354e18656
dieser	w11_d354e18659
Pflicht	w1_d354e18664
und	w3_d354e18667
Schuldigkeit	w5_d354e18670
unter	w7_d354e18673
solchen	w9_d354e18676
Vor	w11_d354e18679
wand	w1_d354e18684
entladen	w3_d354e18687
wollte,	w5_d354e18690
sich	w7_d354e18693
selbst	w9_d354e18696
zuzuschrei	w11_d354e18699
ben	w1_d354e18705
habe,	w3_d354e18708
wann	w5_d354e18711
er	w7_d354e18714
als	w9_d354e18717
ein	w11_d354e18720
Verbrecher	w13_d354e18724
ge	w15_d354e18727
gen	w1_d354e18732
die	w3_d354e18735
Ruhe	w5_d354e18738
des	w7_d354e18741
Teutschen	w9_d354e18744
Vatterlandes,	w11_d354e18747
und	w1_d354e18752
Theil=nehmer	w3_d354e18755
an	w5_d354e18758
der	w7_d354e18761
Empörung	w9_d354e18764
ange	w11_d354e18767
sehen,	w1_d354e18772
und	w3_d354e18775
bestraffet	w5_d354e18778
wird.	w7_d354e18781
Wornach	w9_d354e18784
sich	w11_d354e18787
dann	w1_d354e18793
ein	w3_d354e18796
jeder	w5_d354e18799
achten,	w7_d354e18802
und	w9_d354e18805
solchergestalt	w11_d354e18808
zum	w1_d354e18813
voraus	w3_d354e18816
wissen	w5_d354e18819
solle,	w7_d354e18822
daß	w9_d354e18825
ihme	w11_d354e18828
die	w13_d354e18832
soge	w15_d354e18835
nannte	w1_d354e18840
Liliensteiner	w3_d354e18843
Capitulation,	w5_d354e18846
und	w7_d354e18849
die	w1_d354e18854
von	w3_d354e18857
dem	w5_d354e18860
König	w7_d354e18863
in	w9_d354e18866
Preussen,	w11_d354e18869
Churfür	w13_d354e18873
sten	w1_d354e18879
zu	w3_d354e18882
Brandenburg	w5_d354e18885
darauf	w7_d354e18888
gegründete	w9_d354e18891
nichtige	w1_d354e18896
Patente	w3_d354e18899
gegen	w5_d354e18902
die	w7_d354e18905
in	w9_d354e18908
denen	w11_d354e18911
Reichs	w13_d354e18915
gesätzen	w1_d354e18920
und	w3_d354e18923
Unseren	w5_d354e18926
Kaiserl.	w7_d354e18929
Avocatorien	w9_d354e18932
enthaltenen	w1_d354e18937
Straffen	w3_d354e18940
in	w5_d354e18943
mindesten	w7_d354e18946
nicht	w9_d354e18949
zu	w11_d354e18952
einigen	w1_d354e18958
Behelf	w3_d354e18961
oder	w5_d354e18964
Entschuldigung	w7_d354e18967
gerei	w9_d354e18970
chen	w1_d354e18975
können,	w3_d354e18978
noch	w5_d354e18981
werden.	w7_d354e18984
Wornach	w9_d354e18987
ihr	w11_d354e18990
euch	w1_d354e18995
also	w3_d354e18998
zu	w5_d354e19001
richten	w7_d354e19004
wissen	w9_d354e19007
werdet.	w11_d354e19010
</p>
<p id="p16_d354e19013">
Nächst=künftigen	w1_d354e19017
Freytag	w3_d354e19020
als	w5_d354e19023
den	w7_d354e19026
8.	w9_d354e19029
dieses	w11_d354e19032
Mo	w13_d354e19036
nats	w1_d354e19041
Junii	w3_d354e19044
werden	w5_d354e19047
in	w7_d354e19050
dem	w9_d354e19053
Stockadorerischen	w11_d354e19056
Haus	w13_d354e19060
in	w1_d354e19065
der	w3_d354e19068
Wildwerker=strassen	w5_d354e19071
im	w7_d354e19074
4ten	w9_d354e19077
Stock	w11_d354e19080
etwas	w13_d354e19084
Silber,	w1_d354e19090
dann	w3_d354e19093
Manns=kleider,	w5_d354e19096
Wäsch,	w7_d354e19099
Kästen	w9_d354e19102
und	w11_d354e19105
andere	w1_d354e19110
Fahrnussen	w3_d354e19113
Vormittag	w5_d354e19116
von	w7_d354e19119
9.	w9_d354e19122
bis	w11_d354e19125
12	w13_d354e19129
Nach	w15_d354e19132
mittag	w1_d354e19137
aber	w3_d354e19140
von	w5_d354e19143
3.	w7_d354e19146
bis	w9_d354e19149
6.	w11_d354e19152
Uhr	w13_d354e19156
dem	w15_d354e19159
Meist=bietenden	w17_d354e19162
licitando	w1_d354e19167
verkauffet	w3_d354e19170
werden.	w5_d354e19173
</p>
<p id="p18_d354e19176">
Es	w1_d354e19180
wird	w3_d354e19183
hiemit	w5_d354e19186
jedermänniglich	w7_d354e19189
kund	w9_d354e19192
und	w11_d354e19195
zu	w13_d354e19199
wissen	w1_d354e19204
gemacht,	w3_d354e19207
welcher	w5_d354e19210
gestalten	w7_d354e19213
die	w9_d354e19216
zu	w11_d354e19219
Maria	w13_d354e19223
hilf	w1_d354e19228
ligend=dem	w3_d354e19231
löbl.	w5_d354e19234
Metropolitan.	w7_d354e19237
Dom=capitul	w9_d354e19240
dienstbat=dem	w1_d354e19246
Georg	w3_d354e19249
Ferdinand	w5_d354e19252
Failler,	w7_d354e19255
und	w9_d354e19258
Ma	w11_d354e19261
riä	w1_d354e19266
Catharinä	w3_d354e19269
dessen	w5_d354e19272
Ehewirtin	w7_d354e19275
eigentumlich	w9_d354e19278
an	w11_d354e19281
gehörig=zum	w1_d354e19286
blauen	w3_d354e19289
Bock	w5_d354e19292
genannt	w7_d354e19295
und	w9_d354e19298
gerichtlich	w11_d354e19301
geschätzte	w1_d354e19306
Behausung	w3_d354e19309
den	w5_d354e19312
20.	w7_d354e19315
Monats	w9_d354e19318
Junii	w11_d354e19321
fruh	w13_d354e19325
um	w1_d354e19331
9.	w3_d354e19334
Uhr	w5_d354e19337
in	w7_d354e19340
der	w9_d354e19343
löblichen	w11_d354e19346
Dom=capitlischen	w13_d354e19350
Hof	w15_d354e19353
meister=amts=canzley	w1_d354e19358
gerichtlich	w3_d354e19361
feil=geboten	w5_d354e19364
wer	w7_d354e19367
den	w1_d354e19372
wird,	w3_d354e19375
wer	w5_d354e19378
also	w7_d354e19381
diese	w9_d354e19384
käuflich	w11_d354e19387
an	w13_d354e19391
sich	w15_d354e19394
zu	w17_d354e19397
brin	w19_d354e19400
gen	w1_d354e19405
gedenket,	w3_d354e19408
an	w5_d354e19411
erst	w7_d354e19414
bemeldetem	w9_d354e19417
Tag	w11_d354e19420
und	w13_d354e19424
Stund	w15_d354e19427
sich	w1_d354e19433
alda	w3_d354e19436
anzumelden	w5_d354e19439
beliebe.	w7_d354e19442
</p>
<p id="p20_d354e19445">
Auf	w1_d354e19449
Verordnung	w3_d354e19452
einer	w5_d354e19455
Löbl.	w7_d354e19458
Kais.	w9_d354e19461
Kön.	w11_d354e19464
N.	w13_d354e19468
Oe.	w15_d354e19471
Vieedom=amts=administration	w1_d354e19476
werden	w3_d354e19479
zu	w5_d354e19482
Penzing	w7_d354e19485
des	w1_d354e19490
weil.	w3_d354e19493
Leopold	w5_d354e19496
Michael	w7_d354e19499
Hubers,	w9_d354e19502
und	w11_d354e19505
Rosaliä	w13_d354e19509
Uxoris	w1_d354e19515
beeder	w3_d354e19518
seligen	w5_d354e19521
Behausung	w7_d354e19524
mit	w9_d354e19527
zugehörigem	w11_d354e19530
Gärtel,	w1_d354e19535
und	w3_d354e19538
Hof=saat=wein=garten	w5_d354e19541
daran,	w7_d354e19544
wie	w9_d354e19547
auch	w11_d354e19550
einige	w1_d354e19555
Uberländ=grund=stucke,	w3_d354e19558
als:	w5_d354e19561
5.	w7_d354e19564
Viertel	w9_d354e19567
Wein=gärten,	w1_d354e19572
4	w3_d354e19575
Joch	w5_d354e19578
Acker,	w7_d354e19581
und	w9_d354e19584
5.	w11_d354e19587
Achtel	w13_d354e19591
Wis	w15_d354e19594
maten	w1_d354e19600
samt	w3_d354e19603
239.	w5_d354e19606
Emer	w7_d354e19609
weissen	w9_d354e19612
und	w11_d354e19615
10.	w13_d354e19619
Emer	w15_d354e19622
ro	w17_d354e19625
</p>
<p id="p22_d354e19628">
ten	w1_d354e19632
Wein	w3_d354e19635
1757.	w5_d354e19638
und	w7_d354e19641
1758.	w9_d354e19644
Gewächses,	w11_d354e19647
item	w13_d354e19651
148.	w15_d354e19654
Eimer	w1_d354e19659
leere	w3_d354e19662
eisene	w5_d354e19665
Band,	w7_d354e19668
Kleidungen,	w9_d354e19671
Leinund	w11_d354e19674
Beht=gewand,	w1_d354e19679
2.	w3_d354e19682
goldene	w5_d354e19685
Ringel,	w7_d354e19688
10	w9_d354e19691
silberne	w11_d354e19694
Löf	w13_d354e19698
fel,	w1_d354e19704
6.	w3_d354e19707
paar	w5_d354e19710
Mesfer	w7_d354e19713
mit	w9_d354e19716
silbernen	w11_d354e19719
Bläteln,	w13_d354e19723
1.	w15_d354e19726
sil	w17_d354e19729
berne	w1_d354e19734
Sack	w3_d354e19737
und	w5_d354e19740
2.	w7_d354e19743
Stock=uhren,	w9_d354e19746
1.	w11_d354e19749
Spiegel,	w13_d354e19753
Bil	w15_d354e19756
der,	w1_d354e19761
Tisch,	w3_d354e19764
Sesseln,	w5_d354e19767
Kästen,	w7_d354e19770
Gewehr,	w9_d354e19773
Kupfer,	w11_d354e19776
Zinn,	w1_d354e19781
und	w3_d354e19784
anderes	w5_d354e19787
Kuchel=geschirr,	w7_d354e19790
und	w9_d354e19793
derley	w11_d354e19796
übrige	w1_d354e19802
Haus=gerätschaften	w3_d354e19805
in	w5_d354e19808
ob=besagtem	w7_d354e19811
Huberi	w9_d354e19814
schen	w1_d354e19819
Haus	w3_d354e19822
den	w5_d354e19825
12.	w7_d354e19828
dies	w9_d354e19831
Monats	w11_d354e19834
Junii	w13_d354e19838
Vormittag	w15_d354e19841
um	w1_d354e19846
9.,	w3_d354e19849
dann	w5_d354e19852
Nachmittag	w7_d354e19855
um	w9_d354e19858
3.	w11_d354e19861
Uhr	w13_d354e19865
dem	w15_d354e19868
Meist	w17_d354e19871
bietenden	w1_d354e19876
verkauffet	w3_d354e19879
werden.	w5_d354e19882
</p>
<p id="p24_d354e19886">
Den	w1_d354e19890
25.	w3_d354e19893
Augusti	w5_d354e19896
dies	w7_d354e19899
1759.	w9_d354e19902
Jahrs	w11_d354e19905
fruh	w13_d354e19909
um	w15_d354e19912
9.	w17_d354e19915
Uhr	w1_d354e19920
haben	w3_d354e19923
all	w5_d354e19926
und	w7_d354e19929
jede,	w9_d354e19932
so	w11_d354e19935
an	w13_d354e19939
weil	w15_d354e19942
(Titl)	w17_d354e19945
Herrn	w19_d354e19948
Franz	w1_d354e19953
Andre	w3_d354e19956
Grafens	w5_d354e19959
v.	w7_d354e19962
Valentiani,	w9_d354e19965
gewest=K.	w11_d354e19968
K.	w13_d354e19972
General=feld=wacht=meisters	w1_d354e19978
seel.	w3_d354e19981
Verlassenschaft	w5_d354e19984
einige	w1_d354e19989
Sprüch,	w3_d354e19992
oder	w5_d354e19995
Anforderungen	w7_d354e19998
haben,	w9_d354e20001
in	w11_d354e20004
des	w13_d354e20008
allhiesig=hoch=löbl.	w1_d354e20013
Kais.	w3_d354e20016
Kön.	w5_d354e20019
Judicii	w7_d354e20022
Del.	w9_d354e20025
Mil.	w11_d354e20028
mixti	w1_d354e20033
auf	w3_d354e20036
der	w5_d354e20039
Sailer=stadt	w7_d354e20042
in	w9_d354e20045
der	w11_d354e20048
so=genannten	w13_d354e20052
Holler=stauden	w1_d354e20058
im	w3_d354e20061
1ten	w5_d354e20064
Stock	w7_d354e20067
befindlicher	w9_d354e20070
Canzley	w11_d354e20073
pro	w1_d354e20078
1mo,	w3_d354e20081
2do,	w5_d354e20084
&	w7_d354e20087
3tio	w9_d354e20090
termino	w11_d354e20093
sub	w13_d354e20097
clausa	w15_d354e20100
præ-	w17_d354e20103
clusi	w1_d354e20108
zu	w3_d354e20111
erscheinen,	w5_d354e20114
und	w7_d354e20117
zu	w9_d354e20120
liquidiren.	w11_d354e20123
</p>
<head id="h2_d354e20129">
Land=marschall.	w1_d354e20133
</head>
<p id="p4_d354e20136">
Es	w1_d354e20140
habe	w3_d354e20143
bey	w5_d354e20146
dem	w7_d354e20149
mir	w9_d354e20152
allergnädigst	w11_d354e20155
anvertrau	w13_d354e20159
ten	w1_d354e20164
N.	w3_d354e20167
Oe.	w5_d354e20170
Landmarschallischen	w7_d354e20173
Gericht,	w9_d354e20176
der	w11_d354e20179
ge	w13_d354e20183
richtlich	w1_d354e20188
verordnete	w3_d354e20191
Mathia	w5_d354e20194
Adam	w7_d354e20197
Schendlische	w9_d354e20200
Curator	w1_d354e20206
ad	w3_d354e20209
lites	w5_d354e20212
Doctor	w7_d354e20215
Wachtl	w9_d354e20218
abermahlen	w11_d354e20221
schriftlich	w1_d354e20226
vorgestellet,	w3_d354e20229
welchergestalten	w5_d354e20232
die	w7_d354e20235
vorhin	w9_d354e20238
angeordnet=geweste	w1_d354e20243
Licitations-tagsatzung,	w3_d354e20246
der	w5_d354e20249
bereits	w1_d354e20254
geschatztübergeschätzt	w3_d354e20257
und	w5_d354e20260
arbitrirten	w7_d354e20263
Herr	w9_d354e20266
schaft	w1_d354e20272
Rossatz	w3_d354e20275
cum	w5_d354e20278
appertinentiis	w7_d354e20281
in	w9_d354e20284
Ermanglung	w11_d354e20287
einiger	w1_d354e20292
Kausser,	w3_d354e20295
ihren	w5_d354e20298
Fortgang	w7_d354e20301
nicht	w9_d354e20304
hätte	w11_d354e20307
errei	w13_d354e20311
chen	w1_d354e20316
können,	w3_d354e20319
diesemnach	w5_d354e20322
gehorsamst	w7_d354e20325
gebetten,	w9_d354e20328
ich	w11_d354e20331
geruhete	w1_d354e20336
ein	w3_d354e20339
nochmaliges	w5_d354e20342
Licitations-Edict	w7_d354e20345
bey	w9_d354e20348
der	w1_d354e20354
Canzley	w3_d354e20357
ausfertigen	w5_d354e20360
zu	w7_d354e20363
lassen;	w9_d354e20366
Wann	w11_d354e20369
uns	w13_d354e20373
hierinfalls	w1_d354e20378
verwilliget,	w3_d354e20381
und	w5_d354e20384
zur	w7_d354e20387
nochmaligen	w9_d354e20390
Lic-	w11_d354e20393
tations-tagsatzung	w1_d354e20398
der	w3_d354e20401
15.	w5_d354e20404
künftigen	w7_d354e20407
Monats	w9_d354e20410
Junii	w1_d354e20415
bestimmet	w3_d354e20418
worden	w5_d354e20421
ist.	w7_d354e20424
</p>
<p id="p6_d354e20427">
Als	w1_d354e20431
hat	w3_d354e20434
man	w5_d354e20437
ein	w7_d354e20440
solches	w9_d354e20443
hiemit	w11_d354e20446
jedermännigli	w13_d354e20450
chen	w1_d354e20455
nochmalen	w3_d354e20458
kund	w5_d354e20461
machen	w7_d354e20464
wollen,	w9_d354e20467
damit	w11_d354e20470
der	w13_d354e20474
oder	w1_d354e20479
diejenige,	w3_d354e20482
so	w5_d354e20485
ermeldete	w7_d354e20488
Herrschaft	w9_d354e20491
Rossatz	w11_d354e20494
sammt	w1_d354e20500
Appertinentien	w3_d354e20503
käuflichen	w5_d354e20506
an	w7_d354e20509
sich	w9_d354e20512
zu	w11_d354e20515
brin	w13_d354e20519
gen	w1_d354e20524
Willens	w3_d354e20527
seynd,	w5_d354e20530
an	w7_d354e20533
obbestimten	w9_d354e20536
Tag	w11_d354e20539
früh	w13_d354e20543
um	w15_d354e20546
8.	w1_d354e20551
Uhr	w3_d354e20554
ad	w5_d354e20557
licitandum	w7_d354e20560
&	w9_d354e20563
tractandum	w11_d354e20566
vor	w13_d354e20570
Gericht	w15_d354e20573
zu	w1_d354e20578
erscheinen	w3_d354e20581
wissen.	w5_d354e20584
Wien	w7_d354e20587
den	w9_d354e20590
18.	w11_d354e20593
May	w13_d354e20597
1759.	w15_d354e20600
</p>
<p id="p8_d354e20603">
Von	w1_d354e20607
einer	w3_d354e20610
Hochlöbl.	w5_d354e20613
N.	w7_d354e20616
Oe.	w9_d354e20619
Regierung	w11_d354e20622
werden	w13_d354e20626
anstatt	w1_d354e20631
den	w3_d354e20634
6.	w5_d354e20637
den	w7_d354e20640
8.	w9_d354e20643
Jun.	w11_d354e20646
Vormittag	w13_d354e20650
von	w15_d354e20653
9.	w17_d354e20656
bis	w19_d354e20659
12.	w1_d354e20664
Nachmittag	w3_d354e20667
von	w5_d354e20670
3.	w7_d354e20673
bis	w9_d354e20676
6.	w11_d354e20679
Uhr	w13_d354e20683
im	w15_d354e20686
untern	w17_d354e20689
J.	w19_d354e20692
nal	w1_d354e20698
neben	w3_d354e20701
dem	w5_d354e20704
tieffen	w7_d354e20707
Graben	w9_d354e20710
auf	w11_d354e20713
dem	w13_d354e20717
Salz=gries	w15_d354e20720
im	w1_d354e20725
ersten	w3_d354e20728
Stock,	w5_d354e20731
und	w7_d354e20734
folgende	w9_d354e20737
Täge	w11_d354e20740
von	w13_d354e20744
guten	w15_d354e20747
Meistern	w1_d354e20752
extra	w3_d354e20755
schöne	w5_d354e20758
Bilder,	w7_d354e20761
worunter	w9_d354e20764
auch	w11_d354e20767
die	w13_d354e20771
12.	w1_d354e20776
Sibillen,	w3_d354e20779
nebst	w5_d354e20782
verschiedenen	w7_d354e20785
Büchern,	w9_d354e20788
als	w11_d354e20791
Theolog.	w1_d354e20797
Jurid.	w3_d354e20800
Medic.	w5_d354e20803
Philosoph.	w7_d354e20806
Histor.	w9_d354e20809
Polit.	w11_d354e20812
ac	w1_d354e20817
aliarum	w3_d354e20820
artium	w5_d354e20823
denen	w7_d354e20826
Meistbietenden	w9_d354e20829
bindan	w11_d354e20832
gegeben.	w1_d354e20837
NB.	w3_d354e20840
der	w5_d354e20843
Catalogus	w7_d354e20846
librorum	w9_d354e20849
ist	w11_d354e20852
gra-	w13_d354e20856
tis	w1_d354e20861
auf	w3_d354e20864
der	w5_d354e20867
Hohen=brucken	w7_d354e20870
bey	w9_d354e20873
dem	w11_d354e20876
goldnen	w13_d354e20880
Vlie	w15_d354e20883
zu	w1_d354e20889
haben.	w3_d354e20892
</p>
<head id="h2_d354e20931">
JOURNAL	w1_d354e20935
Aus	w1_d354e20940
dem	w3_d354e20943
Kaiserl.	w5_d354e20946
Königl.	w7_d354e20949
Haupt=quartier	w9_d354e20952
Schurz,	w11_d354e20955
vom	w1_d354e20960
28.	w3_d354e20963
bis	w5_d354e20966
31.	w7_d354e20969
May	w9_d354e20972
1759.	w11_d354e20975
</head>
<p id="p4_d354e20978">
Den	w1_d354e20982
28sten	w3_d354e20985
ware	w5_d354e20988
aus	w7_d354e20991
denen	w9_d354e20994
erhaltenen	w11_d354e20997
Nachrichten	w13_d354e21001
mehrmalen	w15_d354e21004
nichtes	w17_d354e21007
anderes	w1_d354e21012
zu	w3_d354e21015
entnehmen,	w5_d354e21018
als	w7_d354e21021
daß	w9_d354e21024
der	w11_d354e21027
König	w13_d354e21031
in	w15_d354e21034
Preussen	w17_d354e21037
sich	w19_d354e21040
noch	w21_d354e21043
immer	w1_d354e21048
in	w3_d354e21051
Landshut,	w5_d354e21054
oder	w7_d354e21057
Reich=hennerstorf	w9_d354e21060
befinde,	w11_d354e21063
nächst	w13_d354e21067
welchletzte	w15_d354e21070
rem	w1_d354e21076
Ort	w3_d354e21079
auch	w5_d354e21082
die	w7_d354e21085
gegentheilige	w9_d354e21088
Armee	w11_d354e21091
dermalen	w13_d354e21095
gelagert	w15_d354e21098
ist,	w17_d354e21101
dann	w19_d354e21104
daß	w21_d354e21107
der	w1_d354e21112
Wald	w3_d354e21115
