<doc id="wr_1760-01-19" attrs="word" year="1760" month="01" day="19" corpus="2">
<head id="h2_d416e2465">
Friedberg	w1_d416e2469
worinnen	w7_d416e16928
die	w9_d416e16931
Einfuhr	w1_d416e16937
des	w3_d416e16940
fremden	w5_d416e16943
Mehls	w7_d416e16946
ins	w9_d416e16949
Reich	w11_d416e16952
ver	w13_d416e16956
boten,	w1_d416e16961
und	w3_d416e16964
verschiedene	w5_d416e16967
Sorten	w7_d416e16970
Getraide	w9_d416e16973
und	w11_d416e16976
Gritze	w1_d416e16981
mit	w3_d416e16984
höheren	w5_d416e16987
Abgaben	w7_d416e16990
beleget	w9_d416e16993
wor	w11_d416e16996
den,	w1_d416e17001
nunmehro	w3_d416e17004
von	w5_d416e17007
dem	w7_d416e17010
1.	w9_d416e17013
Januarii	w11_d416e17016
des	w13_d416e17020
nächsten	w1_d416e17026
Jahrs	w3_d416e17029
1760.	w5_d416e17032
zu	w7_d416e17035
stellen,	w9_d416e17038
daß	w11_d416e17041
1.)	w13_d416e17045
nach	w15_d416e17048
erwehntem	w1_d416e17053
1.	w3_d416e17056
Januarii	w5_d416e17059
kein	w7_d416e17062
ausländisches	w9_d416e17065
Waitzen=mehl	w1_d416e17070
nicht	w3_d416e17073
einmal	w5_d416e17076
von	w7_d416e17079
Pommern	w9_d416e17082
weiter	w1_d416e17087
als	w3_d416e17090
für	w5_d416e17093
den	w7_d416e17096
Königl.	w9_d416e17099
Hof	w11_d416e17102
und	w13_d416e17106
ande	w15_d416e17109
re	w1_d416e17115
privilegirte	w3_d416e17118
Personen,	w5_d416e17121
die	w7_d416e17124
jedoch	w9_d416e17127
für	w11_d416e17130
jeder	w13_d416e17134
Lispfund	w1_d416e17139
ausser	w3_d416e17142
allem	w5_d416e17145
andern	w7_d416e17148
vor	w9_d416e17151
denen	w11_d416e17154
zu	w13_d416e17158
bezahlenden	w1_d416e17163
Umgeldern,	w3_d416e17166
eine	w5_d416e17169
Zulage	w7_d416e17172
von	w9_d416e17175
4	w11_d416e17178
Thaler	w1_d416e17183
Kupfer=münze	w3_d416e17186
erlegen	w5_d416e17189
müssen,	w7_d416e17192
einge	w9_d416e17195
führet	w1_d416e17201
werden	w3_d416e17204
solle.	w5_d416e17207
2.)	w7_d416e17210
Für	w9_d416e17213
eine	w11_d416e17216
jede	w13_d416e17220
ankommende	w1_d416e17225
Tonne	w3_d416e17228
Waitzen	w5_d416e17231
9.	w7_d416e17234
Thaler	w9_d416e17237
Ku	w11_d416e17240
pfer=münze,	w1_d416e17245
ausser	w3_d416e17248
denen	w5_d416e17251
schon	w7_d416e17254
vorhin	w9_d416e17257
darauf	w11_d416e17260
gelegten	w1_d416e17265
Umgeldern,	w3_d416e17268
bezahlet	w5_d416e17271
werden,	w7_d416e17274
wovor	w9_d416e17277
privilegirte	w1_d416e17283
Personen	w3_d416e17286
nicht	w5_d416e17289
ausgenommen.	w7_d416e17292
3.)	w1_d416e17297
Für	w3_d416e17300
eine	w5_d416e17303
jede	w7_d416e17306
Tonne	w9_d416e17309
Malz	w11_d416e17312
und	w13_d416e17316
Ha	w15_d416e17319
ber,	w1_d416e17324
so	w3_d416e17327
von	w5_d416e17330
denen	w7_d416e17333
Landschaften	w9_d416e17336
und	w11_d416e17339
Oertern	w13_d416e17343
die	w1_d416e17348
nicht	w3_d416e17351
unter	w5_d416e17354
der	w7_d416e17357
Schwedischen	w9_d416e17360
Cron	w11_d416e17363
botmäßigkeit	w1_d416e17369
stehen,	w3_d416e17372
einkommt,	w5_d416e17375
eine	w7_d416e17378
neue	w9_d416e17381
Abgabe	w1_d416e17386
im	w3_d416e17389
Jahr	w5_d416e17392
1760.	w7_d416e17395
von	w9_d416e17398
einem	w11_d416e17401
Thlr.	w13_d416e17405
und	w1_d416e17410
1762.	w3_d416e17413
von	w5_d416e17416
2.	w7_d416e17419
Thaler	w9_d416e17422
alles	w11_d416e17425
Silber	w13_d416e17429
münze	w1_d416e17434
erleget,	w3_d416e17437
1763.	w5_d416e17440
aber	w7_d416e17443
alle	w9_d416e17446
Einfuhre	w11_d416e17449
fremden	w1_d416e17455
Malzes	w3_d416e17458
und	w5_d416e17461
Habers	w7_d416e17464
für	w9_d416e17467
verboten	w11_d416e17470
</p>
<p id="p6_d416e17473">
angesehen	w1_d416e17477
werden,	w3_d416e17480
daferne	w5_d416e17483
Se.	w7_d416e17486
Königl.	w9_d416e17489
Ma	w11_d416e17492
jest.	w1_d416e17497
alsdann	w3_d416e17500
zur	w5_d416e17503
Einschreibung	w7_d416e17506
dieser	w9_d416e17509
Waa	w11_d416e17512
ren,	w1_d416e17517
keine	w3_d416e17520
längere	w5_d416e17523
Zeit	w7_d416e17526
nöhtig	w9_d416e17529
prüfen	w11_d416e17532
sollten,	w13_d416e17536
in	w1_d416e17542
welchem	w3_d416e17545
Fall	w5_d416e17548
jedoch	w7_d416e17551
letzt=gemeldete	w9_d416e17554
Ab	w11_d416e17557
gaben	w1_d416e17562
zu	w3_d416e17565
bezahlen.	w5_d416e17568
Gleichwie	w7_d416e17571
auch	w9_d416e17574
Se.	w11_d416e17577
Königl.	w1_d416e17582
Majest.	w3_d416e17585
bey	w5_d416e17588
einem	w7_d416e17591
etwann	w9_d416e17594
sich	w11_d416e17597
er	w13_d416e17601
eignenden	w1_d416e17606
Mißwachse	w3_d416e17609
Bedacht	w5_d416e17612
darauf	w7_d416e17615
neh	w9_d416e17618
men	w1_d416e17624
wollen,	w3_d416e17627
wie	w5_d416e17630
weit	w7_d416e17633
der	w9_d416e17636
Haber,	w11_d416e17639
dessen	w13_d416e17643
sich	w15_d416e17646
verschiedene	w1_d416e17651
Orte	w3_d416e17654
im	w5_d416e17657
Reiche	w7_d416e17660
zur	w9_d416e17663
Nahrung	w11_d416e17666
bedienen,	w1_d416e17671
mit	w3_d416e17674
gedachten	w5_d416e17677
Abgaben	w7_d416e17680
zu	w9_d416e17683
bele	w11_d416e17686
gen.	w1_d416e17691
4)	w3_d416e17694
Was	w5_d416e17697
die	w7_d416e17700
von	w9_d416e17703
dem	w11_d416e17706
Schwedischen	w13_d416e17710
Pommern	w1_d416e17716
einkommende	w3_d416e17719
Malz	w5_d416e17722
und	w7_d416e17725
Haber	w9_d416e17728
betrift,	w1_d416e17733
diese	w3_d416e17736
Sorten	w5_d416e17739
nicht	w7_d416e17742
mit	w9_d416e17745
höheren	w11_d416e17748
Ab	w13_d416e17752
gaben,	w1_d416e17757
als	w3_d416e17760
einem	w5_d416e17763
Thaler	w7_d416e17766
Kupfer=münze	w9_d416e17769
für	w11_d416e17772
jede	w1_d416e17777
Tonne,	w3_d416e17780
beschweret,	w5_d416e17783
und	w7_d416e17786
mit	w9_d416e17789
gedachter	w11_d416e17792
Abgabe	w1_d416e17798
das	w3_d416e17801
nächste	w5_d416e17804
Jahr	w7_d416e17807
1760.	w9_d416e17810
angefan	w11_d416e17813
gen,	w1_d416e17818
und,	w3_d416e17821
daferne	w5_d416e17824
kein	w7_d416e17827
besonderer	w9_d416e17830
Mißwachs	w11_d416e17833
einfiele,	w1_d416e17838
bis	w3_d416e17841
zu	w5_d416e17844
des	w7_d416e17847
1762sten	w9_d416e17850
Jahres	w11_d416e17853
Schluß	w13_d416e17857
fortgefahren	w1_d416e17862
werden	w3_d416e17865
solle.	w5_d416e17868
5.)	w7_d416e17871
Alle	w9_d416e17874
von	w11_d416e17877
auswärtigen	w1_d416e17883
Orten	w3_d416e17886
einkommende	w5_d416e17889
Buchwai	w7_d416e17892
tzenHaberHirse	w1_d416e17897
und	w3_d416e17900
Gersten=gritze,	w5_d416e17903
nebst	w7_d416e17906
denen	w1_d416e17911
Perl	w3_d416e17914
und	w5_d416e17917
Gersten=grauben,	w7_d416e17920
welche	w9_d416e17923
zu	w11_d416e17926
vor	w1_d416e17931
zum	w3_d416e17934
Manufactur=fond	w5_d416e17937
eine	w7_d416e17940
Abgabe	w9_d416e17943
von	w11_d416e17946
6.	w1_d416e17952
Oeren	w3_d416e17955
Silber=münze	w5_d416e17958
für	w7_d416e17961
jedes	w9_d416e17964
Lis	w11_d416e17967
pfund	w1_d416e17972
entrichtet,	w3_d416e17975
das	w5_d416e17978
nächste	w7_d416e17981
Jahr	w9_d416e17984
1760.	w11_d416e17987
nach	w1_d416e17992
der	w3_d416e17995
1756.	w5_d416e17998
erneuerten	w7_d416e18001
Manufactur	w9_d416e18004
fonds=taxe,	w1_d416e18009
12.	w3_d416e18012
Oere	w5_d416e18015
Silber=münze	w7_d416e18018
für	w9_d416e18021
je	w11_d416e18024
des	w1_d416e18030
Lispfund	w3_d416e18033
bezahlen,	w5_d416e18036
nachhero	w7_d416e18039
aber	w9_d416e18042
gar	w11_d416e18045
nicht	w1_d416e18050
eingefüret	w3_d416e18053
werden	w5_d416e18056
dürfen.	w7_d416e18059
6)	w9_d416e18062
Alle	w11_d416e18065
fremde	w1_d416e18070
Rogken	w3_d416e18073
und	w5_d416e18076
Gersten,	w7_d416e18079
so	w9_d416e18082
nach	w11_d416e18085
dem	w13_d416e18089
1sten	w1_d416e18094
Jan.	w3_d416e18097
1760.	w5_d416e18100
hieselbst	w7_d416e18103
eingeführet	w9_d416e18106
wird,	w11_d416e18109
an	w1_d416e18115
Magazins=abgabe,	w3_d416e18118
2.	w5_d416e18121
Thaler	w7_d416e18124
Kupfer	w9_d416e18127
münze	w1_d416e18132
für	w3_d416e18135
jede	w5_d416e18138
Tonne	w7_d416e18141
erlegen	w9_d416e18144
solle.	w11_d416e18147
</p>
<p id="p8_d416e18150">
Von	w1_d416e18154
Jhro	w3_d416e18157
Hochwürden	w5_d416e18160
und	w7_d416e18163
Graden	w9_d416e18166
Herrr	w11_d416e18169
Officialen,	w1_d416e18174
und	w3_d416e18177
Venerabilis	w5_d416e18180
Archi-Episeopalis	w7_d416e18183
Confistorii	w1_d416e18188
Viennensis,	w3_d416e18191
wegen	w5_d416e18194
allen	w7_d416e18197
und	w9_d416e18200
jeden,	w11_d416e18203
welche	w1_d416e18209
bey	w3_d416e18212
und	w5_d416e18215
an	w7_d416e18218
des	w9_d416e18221
weil.	w11_d416e18224
Franz	w13_d416e18228
Heinrich	w15_d416e18231
van	w17_d416e18234
Ghelen,	w1_d416e18239
gewest=Weltlichen	w3_d416e18242
Priesters	w5_d416e18245
seel.	w7_d416e18248
Ver	w9_d416e18251
lassenschaft,	w1_d416e18256
etwas	w3_d416e18259
an	w5_d416e18262
Erb=schaft,	w7_d416e18265
Schulden,	w9_d416e18268
oder	w11_d416e18271
</p>
<p id="p12_d416e18277">
nuk	w1_d416e18281
all=andere	w3_d416e18284
Art	w5_d416e18287
und	w7_d416e18290
Weiß	w9_d416e18293
zu	w11_d416e18296
fordern	w13_d416e18300
haben,	w15_d416e18303
oder	w1_d416e18308
zu	w3_d416e18311
haben	w5_d416e18314
vermeinen,	w7_d416e18317
hiemit	w9_d416e18320
anzufügen,	w11_d416e18323
daß	w1_d416e18328
eine	w3_d416e18331
Convocation	w5_d416e18334
verordnet,	w7_d416e18337
und	w9_d416e18340
auf	w11_d416e18343
den	w13_d416e18347
28.	w1_d416e18353
kommenden	w3_d416e18356
Monats	w5_d416e18359
Februarii	w7_d416e18362
dies	w9_d416e18365
lauffen	w11_d416e18368
den	w1_d416e18373
Jahrs	w3_d416e18376
Nachmittag	w5_d416e18379
um	w7_d416e18382
2.	w9_d416e18385
Uhr	w11_d416e18388
in	w13_d416e18392
der	w15_d416e18395
Erz	w17_d416e18398
bischöflichen	w1_d416e18403
Consistorial=canzley	w3_d416e18406
zu	w5_d416e18409
erscheinen,	w7_d416e18412
der	w1_d416e18417
Tag	w3_d416e18420
und	w5_d416e18423
Stund	w7_d416e18426
benennet	w9_d416e18429
seye;	w11_d416e18432
Solchemnach	w13_d416e18436
werden	w1_d416e18442
alle	w3_d416e18445
die	w5_d416e18448
jenige,	w7_d416e18451
so	w9_d416e18454
Eingangs	w11_d416e18457
ermeldter	w13_d416e18461
massen	w1_d416e18466
sub	w3_d416e18469
quacunque	w5_d416e18472
causa	w7_d416e18475
vel	w9_d416e18478
titulo	w11_d416e18481
etiam	w13_d416e18485
Aæreditatis	w1_d416e18490
Jure	w3_d416e18493
Sprüch	w5_d416e18496
haben,	w7_d416e18499
oder	w9_d416e18502
zu	w11_d416e18505
haben	w13_d416e18509
vermeinen,	w1_d416e18514
mit	w3_d416e18517
denenselben	w5_d416e18520
an	w7_d416e18523
bemeldten	w9_d416e18526
Tag,	w11_d416e18529
und	w1_d416e18535
Stund,	w3_d416e18538
peremptorie	w5_d416e18541
cum	w7_d416e18544
clausula	w9_d416e18547
præclusi	w11_d416e18550
sub	w1_d416e18555
termino	w3_d416e18558
primo,	w5_d416e18561
secundo	w7_d416e18564
&	w9_d416e18567
tertio	w11_d416e18570
sich	w13_d416e18574
also	w15_d416e18577
gewiß	w1_d416e18582
anmelden,	w3_d416e18585
als	w5_d416e18588
im	w7_d416e18591
widrigen	w9_d416e18594
die	w11_d416e18597
Ausblei	w13_d416e18601
bende	w1_d416e18606
nicht	w3_d416e18609
mehr	w5_d416e18612
gehöret,	w7_d416e18615
sondern	w9_d416e18618
eoipso	w11_d416e18621
mit	w13_d416e18625
ihren	w1_d416e18631
Sprüchen	w3_d416e18634
ausgeschlossen,	w5_d416e18637
&	w7_d416e18640
cum	w9_d416e18643
perpetuo	w11_d416e18646
silentio	w1_d416e18651
abgewiesen,	w3_d416e18654
und	w5_d416e18657
das	w7_d416e18660
Behörige	w9_d416e18663
ex	w11_d416e18666
officio	w13_d416e18670
fürgekehret	w1_d416e18675
werden	w3_d416e18678
solle.	w5_d416e18681
Ex	w7_d416e18684
Consistorio	w9_d416e18687
Archi-	w11_d416e18690
Eniscopali	w1_d416e18695
Viennensi	w3_d416e18698
den	w5_d416e18701
7.	w7_d416e18704
Jenner	w9_d416e18707
1760.	w11_d416e18710
</p>
<p id="p14_d416e18713">
Es	w1_d416e18717
seynd	w3_d416e18720
bey	w5_d416e18723
einer	w7_d416e18726
auf	w9_d416e18729
den	w11_d416e18732
Kaiserl.	w13_d416e18736
Königl.	w15_d416e18739
Stadt	w1_d416e18744
und	w3_d416e18747
Land=gericht	w5_d416e18750
arrestirlich	w7_d416e18753
innen	w9_d416e18756
ligen	w11_d416e18759
den	w1_d416e18764
Mauns	w3_d416e18767
person,	w5_d416e18770
verschiedene	w7_d416e18773
theils	w9_d416e18776
gefast	w11_d416e18779
theils	w1_d416e18785
gemahlene	w3_d416e18788
kleine	w5_d416e18791
Bilder,	w7_d416e18794
und	w9_d416e18797
andere	w11_d416e18800
Klei	w13_d416e18804
nigkeiten,	w1_d416e18809
wie	w3_d416e18812
auch	w5_d416e18815
ein	w7_d416e18818
mit	w9_d416e18821
Sammet	w11_d416e18824
gefütter	w13_d416e18828
tes	w1_d416e18833
Futteral,	w3_d416e18836
zu	w5_d416e18839
einen	w7_d416e18842
Tisch=service	w9_d416e18845
gefunden	w11_d416e18848
wor	w13_d416e18852
den,	w1_d416e18857
welche	w3_d416e18860
diese	w5_d416e18863
Manns	w7_d416e18866
person	w9_d416e18869
auf	w11_d416e18872
einen	w13_d416e18876
Bo	w15_d416e18879
den,	w1_d416e18885
in	w3_d416e18888
einen	w5_d416e18891
nicht	w7_d416e18894
zu	w9_d416e18897
nennen	w11_d416e18900
wissenden	w13_d416e18904
Haus,	w15_d416e18907
alhier	w1_d416e18912
in	w3_d416e18915
der	w5_d416e18918
Stadt,	w7_d416e18921
um	w9_d416e18924
Ostern	w11_d416e18927
vorigen	w13_d416e18931
Jahrs	w15_d416e18934
eurfremdet	w1_d416e18939
zu	w3_d416e18942
haben	w5_d416e18945
geständig	w7_d416e18948
ist,	w9_d416e18951
zumalen	w11_d416e18954
aber	w13_d416e18958
der	w1_d416e18963
Zeit	w3_d416e18966
die	w5_d416e18969
Eigentümere	w7_d416e18972
dieser	w9_d416e18975
Effecten	w11_d416e18978
nicht	w13_d416e18982
zu	w1_d416e18988
erfahren	w3_d416e18991
gewesen;	w5_d416e18994
als	w7_d416e18997
wird	w9_d416e19000
jederman	w11_d416e19003
hiemit	w13_d416e19007
kund	w1_d416e19012
gemacht,	w3_d416e19015
daß	w5_d416e19018
weme	w7_d416e19021
derley	w9_d416e19024
Effecten	w11_d416e19027
etwann	w13_d416e19031
entfremdet	w1_d416e19036
worden	w3_d416e19039
seyn	w5_d416e19042
möchten,	w7_d416e19045
der	w9_d416e19048
oder	w11_d416e19051
die	w13_d416e19055
selbe	w1_d416e19060
deshalben	w3_d416e19063
wegen	w5_d416e19066
unentgeldlicher	w7_d416e19069
Zuruck	w9_d416e19072
empfangung	w1_d416e19078
sothaner	w3_d416e19081
Sachen,	w5_d416e19084
bey	w7_d416e19087
dem	w9_d416e19090
alhiesig	w11_d416e19093
Kaiserl.	w1_d416e19098
Königl.	w3_d416e19101
Stadt	w5_d416e19104
und	w7_d416e19107
Land=gericht	w9_d416e19110
sich	w11_d416e19113
an	w13_d416e19117
welden	w1_d416e19122
sollen.	w3_d416e19125
</p>
<p id="p16_d416e19128">
Wir	w1_d416e19132
Burger=meister	w3_d416e19135
Amts=verwalter,	w5_d416e19138
und	w7_d416e19141
Raht	w1_d416e19146
der	w3_d416e19149
Stadt	w5_d416e19152
Wien,	w7_d416e19155
geben	w9_d416e19158
dem	w11_d416e19161
Johann	w13_d416e19165
Philipp	w1_d416e19170
Herbort	w3_d416e19173
hiemit	w5_d416e19176
zu	w7_d416e19179
vernehmen,	w9_d416e19182
und	w11_d416e19185
ist	w13_d416e19189
demselben	w1_d416e19195
ohnehin	w3_d416e19198
bekannt;	w5_d416e19201
welcher	w7_d416e19204
gestalten	w9_d416e19207
auf	w11_d416e19210
dessen	w1_d416e19215
bereits	w3_d416e19218
unterm	w5_d416e19221
4.	w7_d416e19224
Novembris	w9_d416e19227
1754.	w11_d416e19230
bey	w13_d416e19234
einem	w1_d416e19239
Stadt=raht	w3_d416e19242
beschehenes	w5_d416e19245
Anlangen	w7_d416e19248
in	w9_d416e19251
ein	w11_d416e19254
gerichtlichen	w1_d416e19259
Verbott	w3_d416e19262
auf	w5_d416e19265
die	w7_d416e19268
Platoische	w9_d416e19271
Ver	w11_d416e19274
lassenschaft,	w1_d416e19280
wider	w3_d416e19283
die	w5_d416e19286
Mariam	w7_d416e19289
Annam	w9_d416e19292
Sartorin,	w11_d416e19295
als	w1_d416e19300
Platoische	w3_d416e19303
Universal=erbin	w5_d416e19306
gewilliget	w7_d416e19309
worden	w9_d416e19312
seye;	w1_d416e19317
wiezumalen	w3_d416e19320
aber	w5_d416e19323
derselbe	w7_d416e19326
diese	w9_d416e19329
Sache	w11_d416e19332
bis	w13_d416e19336
nun	w1_d416e19341
zu	w3_d416e19344
gänzlich	w5_d416e19347
ersitzen	w7_d416e19350
lassen,	w9_d416e19353
und	w11_d416e19356
dessen	w13_d416e19360
Auf	w15_d416e19363
enthalt	w1_d416e19369
unbekannt	w3_d416e19372
ist,	w5_d416e19375
hat	w7_d416e19378
besagte	w9_d416e19381
Universal=erbin	w11_d416e19384
zu	w1_d416e19389
Beylegung	w3_d416e19392
derselben	w5_d416e19395
um	w7_d416e19398
Ausfertigung	w9_d416e19401
eines	w11_d416e19404
Velval=edicts	w1_d416e19409
gebetten,	w3_d416e19412
und	w5_d416e19415
da	w7_d416e19418
wir	w9_d416e19421
diesem	w11_d416e19424
Ge	w13_d416e19428
such	w1_d416e19433
auch	w3_d416e19436
deferiret,	w5_d416e19439
als	w7_d416e19442
wirdet	w9_d416e19445
ihme	w11_d416e19448
Herbort	w13_d416e19452
in	w15_d416e19455
folge	w1_d416e19461
dessen	w3_d416e19464
kund	w5_d416e19467
gemacht,	w7_d416e19470
daß	w9_d416e19473
selber	w11_d416e19476
den	w13_d416e19480
4.	w15_d416e19483
Fe	w17_d416e19486
bruarii	w1_d416e19491
des	w3_d416e19494
1760.	w5_d416e19497
Jahrs	w7_d416e19500
Vormittag	w9_d416e19503
um	w11_d416e19506
9.	w13_d416e19510
Uhr	w15_d416e19513
auf	w1_d416e19518
gemeiner	w3_d416e19521
Stadt	w5_d416e19524
Pupillen=rait=cammer	w7_d416e19527
per	w9_d416e19530
sönlich,	w1_d416e19535
oder	w3_d416e19538
durch	w5_d416e19541
einen	w7_d416e19544
genugsam	w9_d416e19547
bevollmäch	w11_d416e19550
tigten	w1_d416e19556
alsogewis	w3_d416e19559
erscheinen,	w5_d416e19562
und	w7_d416e19565
das	w9_d416e19568
Verbott	w11_d416e19571
instisiciren,	w1_d416e19576
wie	w3_d416e19579
im	w5_d416e19582
widrigen	w7_d416e19585
solches	w9_d416e19588
ex	w11_d416e19591
officio	w13_d416e19595
</p>
<p id="p18_d416e19598">
aufgehoben	w1_d416e19602
werden	w3_d416e19605
solle.	w5_d416e19608
Actum	w7_d416e19611
Wien	w9_d416e19614
den	w11_d416e19617
22.	w13_d416e19621
December	w1_d416e19626
1759.	w3_d416e19629
</p>
<p id="p20_d416e19632">
Wir	w1_d416e19636
N.	w3_d416e19639
Rector	w5_d416e19642
&	w7_d416e19645
Consistorium	w9_d416e19648
in	w11_d416e19651
Judiciali-	w13_d416e19655
bus	w1_d416e19660
der	w3_d416e19663
uralt	w5_d416e19666
und	w7_d416e19669
weit	w9_d416e19672
berühmten	w11_d416e19675
Universitat	w13_d416e19679
alhier:	w1_d416e19684
Geben	w3_d416e19687
hiemit	w5_d416e19690
durch	w7_d416e19693
dieses	w9_d416e19696
offentliche	w11_d416e19699
Edict	w1_d416e19705
allen	w3_d416e19708
und	w5_d416e19711
jeden	w7_d416e19714
Jung=Andeneggischen	w9_d416e19717
Cre	w11_d416e19720
dits=partheyen	w1_d416e19725
zu	w3_d416e19728
vernehmen:	w5_d416e19731
welcher	w7_d416e19734
gestalten	w9_d416e19737
wir	w1_d416e19742
über	w3_d416e19745
die	w5_d416e19748
von	w7_d416e19751
Jung=Andeneggischen	w9_d416e19754
Curatore	w11_d416e19757
bonorum,	w1_d416e19762
&	w3_d416e19765
ad	w5_d416e19768
lites	w7_d416e19771
Herrn	w9_d416e19774
J.	w11_d416e19777
U.	w13_d416e19781
Doctore	w15_d416e19784
Ha	w17_d416e19787
cker,	w1_d416e19793
wider	w3_d416e19796
die	w5_d416e19799
Jung=Andeneggische	w7_d416e19802
Creditores	w9_d416e19805
ausgewürkte	w1_d416e19810
Tagsatzung,	w3_d416e19813
und	w5_d416e19816
bey	w7_d416e19819
solchen	w9_d416e19822
ver	w11_d416e19825
handleten	w1_d416e19830
Nohtdurften	w3_d416e19833
eine	w5_d416e19836
extra	w7_d416e19839
Judicial-com-	w9_d416e19842
mimhon	w1_d416e19847
anzuordnen	w3_d416e19850
veranlast;	w5_d416e19853
zu	w7_d416e19856
Commissarien	w9_d416e19859
aber	w1_d416e19865
die	w3_d416e19868
Spectabiles,	w5_d416e19871
&	w7_d416e19874
Clarissimos	w9_d416e19877
Dominos	w11_d416e19880
Consiliarios	w1_d416e19885
Aigner,	w3_d416e19888
und	w5_d416e19891
Ertl,	w7_d416e19894
J.	w9_d416e19897
U.	w11_d416e19900
Doctores	w13_d416e19904
mit	w1_d416e19909
der	w3_d416e19912
Auflag	w5_d416e19915
benennet	w7_d416e19918
haben,	w9_d416e19921
daß	w11_d416e19924
dieselbe	w13_d416e19928
hierzu	w1_d416e19933
Tag	w3_d416e19936
und	w5_d416e19939
Stund	w7_d416e19942
ansetzen,	w9_d416e19945
die	w11_d416e19948
diesfallige	w13_d416e19952
Creditores	w1_d416e19958
sub	w3_d416e19961
pona	w5_d416e19964
exclusionis	w7_d416e19967
citiret,	w9_d416e19970
und	w11_d416e19973
die	w1_d416e19978
Abwesend	w3_d416e19981
oder	w5_d416e19984
zu	w7_d416e19987
betretten	w9_d416e19990
Unwissende	w11_d416e19993
per	w13_d416e19997
Edictum	w1_d416e20002
ad	w3_d416e20005
valvas	w5_d416e20008
vorgeforderet,	w7_d416e20011
annedens	w9_d416e20014
der	w11_d416e20017
Status	w1_d416e20022
activus	w3_d416e20025
von	w5_d416e20028
dem	w7_d416e20031
Herrn	w9_d416e20034
Curatore	w11_d416e20037
mitge	w13_d416e20041
bracht,	w1_d416e20047
und	w3_d416e20050
mit	w5_d416e20053
denen	w7_d416e20056
Credits=partheyen	w9_d416e20059
liqui	w11_d416e20062
diret,	w1_d416e20067
folglich	w3_d416e20070
nach	w5_d416e20073
Jnnhalt	w7_d416e20076
des	w9_d416e20079
sub	w11_d416e20082
Dato	w13_d416e20086
25.	w15_d416e20089
Septemb.	w1_d416e20094
1753.	w3_d416e20097
ergangenen	w5_d416e20100
Relations=ausschlags,	w7_d416e20103
und	w1_d416e20108
sub	w3_d416e20111
Dato	w5_d416e20114
2.	w7_d416e20117
Octob.	w9_d416e20120
1759.	w11_d416e20123
eingelangtKas	w13_d416e20127
serl.	w1_d416e20133
Königl.	w3_d416e20136
Hof=resolution	w5_d416e20139
die	w7_d416e20142
Repartition	w9_d416e20145
ge	w11_d416e20148
machet,	w1_d416e20153
folgsam	w3_d416e20156
hierüber	w5_d416e20159
an	w7_d416e20162
das	w9_d416e20165
Consistorium	w11_d416e20168
Judiciale	w1_d416e20173
relationiret	w3_d416e20176
werden	w5_d416e20179
solle.	w7_d416e20182
Wann	w9_d416e20185
dann	w11_d416e20188
in	w1_d416e20193
Folge	w3_d416e20196
dieser	w5_d416e20199
Veranlassung,	w7_d416e20202
und	w9_d416e20205
der	w11_d416e20208
weiters	w13_d416e20212
hin	w1_d416e20218
ergangenen	w3_d416e20221
Auflag	w5_d416e20224
der	w7_d416e20227
27.	w9_d416e20230
nächstkommen	w11_d416e20233
den	w1_d416e20238
Monats	w3_d416e20241
Febr.	w5_d416e20244
dies	w7_d416e20247
Jahrs	w9_d416e20250
zur	w11_d416e20253
Tagsatzung	w13_d416e20257
ad	w15_d416e20260
liquitandum	w1_d416e20265
bestimmet	w3_d416e20268
worden.	w5_d416e20271
Als	w7_d416e20274
wird	w9_d416e20277
ihnen	w11_d416e20280
Jung=Andeneggischen	w1_d416e20285
Creditoren	w3_d416e20288
ein	w5_d416e20291
solches	w7_d416e20294
durch	w9_d416e20297
gegenwärtiges	w1_d416e20303
Valval=edict	w3_d416e20306
anmit	w5_d416e20309
zu	w7_d416e20312
dem	w9_d416e20315
Ende	w11_d416e20318
erinneret,	w1_d416e20323
daß	w3_d416e20326
selbe	w5_d416e20329
bey	w7_d416e20332
der	w9_d416e20335
auf	w11_d416e20338
den	w13_d416e20342
27.	w15_d416e20345
Febr.	w17_d416e20348
Nachmittag	w1_d416e20353
præcise	w3_d416e20356
um	w5_d416e20359
3.	w7_d416e20362
Uhr	w9_d416e20365
in	w11_d416e20368
ædibus	w13_d416e20372
des	w15_d416e20375
Herrn	w1_d416e20380
Spectabilis	w3_d416e20383
Aigner,	w5_d416e20386
in	w7_d416e20389
dessen	w9_d416e20392
am	w11_d416e20395
alten	w13_d416e20399
Fleisch=markt	w1_d416e20405
im	w3_d416e20408
Streitfurthisen	w5_d416e20411
Haus	w7_d416e20414
haben	w9_d416e20417
den	w1_d416e20422
Hof=quartier	w3_d416e20425
also	w5_d416e20428
gewiß	w7_d416e20431
erscheinen,	w9_d416e20434
auch	w11_d416e20437
ihre	w1_d416e20442
angemeldt	w3_d416e20445
und	w5_d416e20448
claßificirte	w7_d416e20451
Forderungen	w9_d416e20454
li	w11_d416e20457
quidiren,	w1_d416e20462
wie	w3_d416e20465
im	w5_d416e20468
widrigen	w7_d416e20471
die	w9_d416e20474
Ausbleibende,	w11_d416e20477
oder	w1_d416e20483
nicht	w3_d416e20486
Liquidirende	w5_d416e20489
pro	w7_d416e20492
Exclusis	w9_d416e20495
gehalten,	w11_d416e20498
die	w1_d416e20503
Repartition	w3_d416e20506
