<doc id="wr_1757-01-12" attrs="word" year="1757" month="01" day="12" corpus="2">
<head id="h2_d108e2817">
Malta	w1_d108e2821
1200.	w7_d108e17183
fl.	w9_d108e17186
dermalen	w11_d108e17189
aber	w13_d108e17193
nur	w1_d108e17198
noch	w3_d108e17201
haftende	w5_d108e17204
1000.	w7_d108e17207
fl.	w9_d108e17210
so	w11_d108e17213
aber	w13_d108e17217
an	w15_d108e17220
den	w17_d108e17223
Gregori	w1_d108e17228
Horvath	w3_d108e17231
cediret	w5_d108e17234
worden;	w7_d108e17237
samment	w9_d108e17240
lich	w1_d108e17246
also	w3_d108e17249
3500.	w5_d108e17252
fl.	w7_d108e17255
betragend,	w9_d108e17258
und	w11_d108e17261
mit	w13_d108e17265
5.	w15_d108e17268
pro	w1_d108e17273
Cento	w3_d108e17276
lauffenden	w5_d108e17279
Jnteresse	w7_d108e17282
in	w9_d108e17285
Verlust	w11_d108e17288
ge	w13_d108e17292
rahten	w1_d108e17297
wären;	w3_d108e17300
damit	w5_d108e17303
nun	w7_d108e17306
erwehnte	w9_d108e17309
Obliga	w11_d108e17312
tiones	w1_d108e17317
durch	w3_d108e17320
Affigirung	w5_d108e17323
eines	w7_d108e17326
gewöhnlichen	w9_d108e17329
Valval=edicts	w1_d108e17335
der	w3_d108e17338
Ordnung	w5_d108e17341
nach	w7_d108e17344
amorti	w9_d108e17347
siret,	w1_d108e17352
und	w3_d108e17355
ihr	w5_d108e17358
Horvathin	w7_d108e17361
sodann	w9_d108e17364
dafür	w11_d108e17367
an	w13_d108e17371
dere	w1_d108e17376
dergleichen	w3_d108e17379
ausgestellet	w5_d108e17382
werden	w7_d108e17385
möchten.	w9_d108e17388
Als	w1_d108e17393
wird	w3_d108e17396
jedermänniglich	w5_d108e17399
durch	w7_d108e17402
dieses	w9_d108e17405
offene	w11_d108e17408
Edict	w1_d108e17414
erinnert,	w3_d108e17417
daß,	w5_d108e17420
wann	w7_d108e17423
binnen	w9_d108e17426
einem	w11_d108e17429
Jahr,	w1_d108e17434
6	w3_d108e17437
Wochen,	w5_d108e17440
und	w7_d108e17443
3.	w9_d108e17446
Täg	w11_d108e17449
von	w13_d108e17453
Zeit	w15_d108e17456
der	w1_d108e17461
Affigirung	w3_d108e17464
dieses	w5_d108e17467
Edicts	w7_d108e17470
auszurechnen,	w9_d108e17473
sich	w1_d108e17478
niemand	w3_d108e17481
zu	w5_d108e17484
obigen	w7_d108e17487
in	w9_d108e17490
Verlust	w11_d108e17493
gerahte	w13_d108e17497
nen,	w1_d108e17503
auf	w3_d108e17506
obgedachte	w5_d108e17509
Namen	w7_d108e17512
lautenden	w9_d108e17515
vier	w11_d108e17518
Stadt	w1_d108e17523
Banco=obligationen	w3_d108e17526
de	w5_d108e17529
diversis	w7_d108e17532
Datis	w1_d108e17537
im	w3_d108e17540
Betrag	w5_d108e17543
zusammen	w7_d108e17546
pr.	w9_d108e17549
3500.	w11_d108e17552
fl.	w13_d108e17556
rechtlichen	w1_d108e17561
legitimiren,	w3_d108e17564
oder	w5_d108e17567
solche	w7_d108e17570
in	w9_d108e17573
Ori	w11_d108e17576
ginali	w1_d108e17582
produciren	w3_d108e17585
wurde,	w5_d108e17588
selbe	w7_d108e17591
alsdann	w9_d108e17594
für	w11_d108e17597
null	w1_d108e17602
und	w3_d108e17605
nichtig	w5_d108e17608
gehalten,	w7_d108e17611
folgsam	w9_d108e17614
nach	w11_d108e17617
Verfliessung	w1_d108e17622
besagten	w3_d108e17625
Termins	w5_d108e17628
der	w7_d108e17631
Horva	w9_d108e17634
thin	w1_d108e17639
neue	w3_d108e17642
derley	w5_d108e17645
Obligationes	w7_d108e17648
ausgeferti	w9_d108e17651
get,	w1_d108e17657
und	w3_d108e17660
zugestellet	w5_d108e17663
werden	w7_d108e17666
sollen.	w9_d108e17669
Wor	w11_d108e17672
nach	w1_d108e17677
sich	w3_d108e17680
ein	w5_d108e17683
jeder	w7_d108e17686
zu	w9_d108e17689
richten	w11_d108e17692
wissen	w13_d108e17696
wird.	w15_d108e17699
Wien	w1_d108e17704
den	w3_d108e17707
12.	w5_d108e17710
December	w7_d108e17713
1755.	w9_d108e17716
</p>
<p id="p10_d108e17719">
Den	w1_d108e17723
21.	w3_d108e17726
Januarii	w5_d108e17729
des	w7_d108e17732
inn=lebenden	w9_d108e17735
Jahrs	w11_d108e17738
1757.	w1_d108e17743
wird	w3_d108e17746
alhier	w5_d108e17749
in	w7_d108e17752
dem	w9_d108e17755
Kaisirl.	w11_d108e17758
Königl.	w13_d108e17762
Wald=amt,	w1_d108e17767
auch	w3_d108e17770
in	w5_d108e17773
dem	w7_d108e17776
Kaiserl.	w9_d108e17779
Königl.	w11_d108e17782
Salz=ober=amt	w1_d108e17788
nächst	w3_d108e17791
der	w5_d108e17794
schwarzen	w7_d108e17797
Bürsten	w9_d108e17800
das	w1_d108e17805
bey	w3_d108e17808
der	w5_d108e17811
so	w7_d108e17814
genannt	w9_d108e17817
und	w11_d108e17820
ab	w13_d108e17824
ærario	w15_d108e17827
re-	w17_d108e17830
luirten	w1_d108e17835
Schällischen	w3_d108e17838
Glaß=hütten	w5_d108e17841
am	w7_d108e17844
Pölla	w9_d108e17847
daselbst	w1_d108e17852
stehende	w3_d108e17855
Hauptwirtschafts	w5_d108e17858
und	w7_d108e17861
Wohnungs=gebäu,	w1_d108e17867
wie	w3_d108e17870
auch	w5_d108e17873
die	w7_d108e17876
darzugenos	w9_d108e17879
sene	w1_d108e17884
20.	w3_d108e17887
unterschiedliche	w5_d108e17890
Tagwerks=wiesen	w7_d108e17893
dann	w1_d108e17898
8.	w3_d108e17901
und	w5_d108e17904
2.	w7_d108e17907
Viertl	w9_d108e17910
Joch=acker,	w11_d108e17913
und	w13_d108e17917
24.	w15_d108e17920
und	w1_d108e17925
2.	w3_d108e17928
Viertl	w5_d108e17931
Tagwerks=vieh=weid,	w7_d108e17934
desglei	w9_d108e17937
chen	w1_d108e17943
4.	w3_d108e17946
bey	w5_d108e17949
sothannen	w7_d108e17952
Gebäu	w9_d108e17955
befindliche	w11_d108e17958
Holtz=hacker=häusel,	w1_d108e17963
mehr	w3_d108e17966
ein	w5_d108e17969
auf	w7_d108e17972
einem	w9_d108e17975
</p>
<p id="p12_d108e17979">
über=land=grund	w1_d108e17983
der	w3_d108e17986
sogenannten	w5_d108e17989
Kleinham	w7_d108e17992
nerin	w1_d108e17997
neu=erbautes	w3_d108e18000
Häus,	w5_d108e18003
dann	w7_d108e18006
15.	w9_d108e18009
und	w11_d108e18012
3.	w1_d108e18017
Viertl	w3_d108e18020
Tagwerks=grund=stücke	w5_d108e18023
über	w7_d108e18026
Land	w9_d108e18029
als	w1_d108e18035
4.	w3_d108e18038
und	w5_d108e18041
1.	w7_d108e18044
Viertl	w9_d108e18047
Tagwerks=wiesen	w11_d108e18050
in	w13_d108e18054
Pölla,	w1_d108e18059
worauf	w3_d108e18062
gedachtes	w5_d108e18065
Haus	w7_d108e18068
stehet,	w9_d108e18071
dann	w1_d108e18076
1.	w3_d108e18079
und	w5_d108e18082
3.	w7_d108e18085
Viertl	w9_d108e18088
Tagwerks=wiesen,	w11_d108e18091
die	w13_d108e18095
Scheibalterin	w1_d108e18100
genannt,	w3_d108e18103
und	w5_d108e18106
6.	w7_d108e18109
Tagwerks	w9_d108e18112
wiesen	w1_d108e18118
die	w3_d108e18121
Hallmerin,	w5_d108e18124
welche	w7_d108e18127
zugleich	w9_d108e18130
in	w11_d108e18133
ei	w13_d108e18137
nem	w1_d108e18142
schönen	w3_d108e18145
Obst=garten	w5_d108e18148
bestehen,	w7_d108e18151
und	w9_d108e18154
wor	w11_d108e18157
auf	w1_d108e18162
eben	w3_d108e18165
ein	w5_d108e18168
kleines	w7_d108e18171
Haus,	w9_d108e18174
und	w11_d108e18177
Keller	w13_d108e18181
be	w15_d108e18184
findlich,	w1_d108e18189
nicht	w3_d108e18192
weniger	w5_d108e18195
1.	w7_d108e18198
Tagwerks=wiesen	w9_d108e18201
die	w1_d108e18207
Türnkhalterin,	w3_d108e18210
1.	w5_d108e18213
und	w7_d108e18216
3.	w9_d108e18219
Viertl	w11_d108e18222
Tag	w13_d108e18226
werks=wiesen	w1_d108e18231
die	w3_d108e18234
Bäurin,	w5_d108e18237
und	w7_d108e18240
1	w9_d108e18243
Tagwerks	w11_d108e18246
wiesen;	w1_d108e18251
auf	w3_d108e18254
der	w5_d108e18257
Schön	w7_d108e18260
genannt,	w9_d108e18263
nebst	w11_d108e18266
bem	w13_d108e18270
vorhanden	w1_d108e18275
in	w3_d108e18278
zwey	w5_d108e18281
starken	w7_d108e18284
Zug=ochsen,	w9_d108e18287
2.	w11_d108e18290
detti	w1_d108e18296
vier=jährigen	w3_d108e18299
etwas	w5_d108e18302
kleineren,	w7_d108e18305
5.	w9_d108e18308
Stuck	w11_d108e18311
Kühn,	w1_d108e18316
und	w3_d108e18319
einem	w5_d108e18322
dreyjährigen	w7_d108e18325
gemeinen	w9_d108e18328
Stier	w11_d108e18331
bestehenden	w1_d108e18336
Vieh,	w3_d108e18339
endlich	w5_d108e18342
der	w7_d108e18345
unweit	w9_d108e18348
des	w11_d108e18351
er	w13_d108e18355
wehnten	w1_d108e18360
Haupt=gebäudes	w3_d108e18363
befindlichen	w5_d108e18366
Säg	w7_d108e18369
und	w1_d108e18375
Mahl=mühl	w3_d108e18378
plus	w5_d108e18381
offerenti	w7_d108e18384
verkauffet	w9_d108e18387
werden.	w1_d108e18392
</p>
<p id="p14_d108e18395">
Auf	w1_d108e18399
Verordnung	w3_d108e18402
eines	w5_d108e18405
Löbl.	w7_d108e18408
Landmar	w9_d108e18411
schallischen	w1_d108e18416
Gerichts	w3_d108e18419
werden	w5_d108e18422
in	w7_d108e18425
der	w9_d108e18428
grossen	w11_d108e18431
Wein=trauben	w1_d108e18436
auf	w3_d108e18439
dem	w5_d108e18442
Hof	w7_d108e18445
alhier,	w9_d108e18448
heute	w11_d108e18451
den	w13_d108e18455
12ten	w1_d108e18461
dieses	w3_d108e18464
Monats	w5_d108e18467
Januarii,	w7_d108e18470
und	w9_d108e18473
folgende	w11_d108e18476
Täge	w1_d108e18481
Vormittag	w3_d108e18484
um	w5_d108e18487
9.,	w7_d108e18490
Nachmittag	w9_d108e18493
um	w11_d108e18496
3.	w13_d108e18500
Uhr	w1_d108e18505
verschiedene	w3_d108e18508
Mobilien	w5_d108e18511
und	w7_d108e18514
Effecten,	w9_d108e18517
be	w11_d108e18520
stehend	w1_d108e18525
in	w3_d108e18528
Gold,	w5_d108e18531
Silber,	w7_d108e18534
Porcelan,	w9_d108e18537
schönen	w11_d108e18540
Römischen	w1_d108e18546
Majolica=geschirr,	w3_d108e18549
Uhren,	w5_d108e18552
Spie	w7_d108e18555
geln,	w1_d108e18560
reichen	w3_d108e18563
Kleidern,	w5_d108e18566
Tischeln,	w7_d108e18569
Kästen,	w9_d108e18572
Damast	w1_d108e18577
und	w3_d108e18580
andern	w5_d108e18583
Sesseln,	w7_d108e18586
Damast	w9_d108e18589
und	w11_d108e18592
Niederländer=spallieren,	w1_d108e18597
Spanisch,	w3_d108e18600
und	w5_d108e18603
an	w7_d108e18606
dern	w1_d108e18612
Gewehr,	w3_d108e18615
kostbaren	w5_d108e18618
Mahlereyen,	w7_d108e18621
dann	w9_d108e18624
Wägen,	w1_d108e18629
worunter	w3_d108e18632
ein	w5_d108e18635
ganz	w7_d108e18638
neuer	w9_d108e18641
Berliner	w11_d108e18644
wagen,	w1_d108e18649
phuis	w3_d108e18652
offerenti	w5_d108e18655
licitando	w7_d108e18658
verkauffet.	w9_d108e18661
</p>
<p id="p16_d108e18664">
Es	w1_d108e18668
wird	w3_d108e18671
hiemit	w5_d108e18674
jederman	w7_d108e18677
kund	w9_d108e18680
und	w11_d108e18683
zuwis	w13_d108e18687
sen	w1_d108e18692
gemacht,	w3_d108e18695
welcher	w5_d108e18698
gestalten	w7_d108e18701
auf	w9_d108e18704
der	w11_d108e18707
Hoch	w13_d108e18711
gräflichen	w1_d108e18716
Kuefsteinischen	w3_d108e18719
Herrschaft	w5_d108e18722
Thall	w7_d108e18725
heim	w1_d108e18731
nächst	w3_d108e18734
Perschling	w5_d108e18737
bis	w7_d108e18740
2000.	w9_d108e18743
Emmer	w11_d108e18746
gu	w13_d108e18750
ter	w1_d108e18755
Oesterreicher=wein,	w3_d108e18758
und	w5_d108e18761
meistentheils	w7_d108e18764
1735.,	w1_d108e18769
und	w3_d108e18772
1746ger=Gewächs	w5_d108e18775
um	w7_d108e18778
einen	w9_d108e18781
billi	w11_d108e18784
chen	w1_d108e18789
Preis	w3_d108e18792
zu	w5_d108e18795
verkauffen	w7_d108e18798
seynd,	w9_d108e18801
wer	w11_d108e18804
also	w13_d108e18808
die	w15_d108e18811
se	w1_d108e18817
Wein	w3_d108e18820
käuflichen	w5_d108e18823
an	w7_d108e18826
sich	w9_d108e18829
zu	w11_d108e18832
bringen	w13_d108e18836
geden	w15_d108e18839
ket,	w1_d108e18844
der	w3_d108e18847
kann	w5_d108e18850
sich	w7_d108e18853
bey	w9_d108e18856
der	w11_d108e18859
(Titl.)	w13_d108e18863
Frauen	w15_d108e18866
Gräfin	w1_d108e18871
von	w3_d108e18874
Kuefstein	w5_d108e18877
bey	w7_d108e18880
denen	w9_d108e18883
3.	w11_d108e18886
Lauffern	w13_d108e18890
am	w1_d108e18895
Kohlmarkt	w3_d108e18898
im	w5_d108e18901
ersten	w7_d108e18904
Sock,	w9_d108e18907
auch	w11_d108e18910
allen	w13_d108e18914
fals	w1_d108e18920
wegen	w3_d108e18923
Verkostung	w5_d108e18926
deren	w7_d108e18929
Weinen	w9_d108e18932
zu	w11_d108e18935
ob	w13_d108e18939
gedachten	w1_d108e18944
Thallheim	w3_d108e18947
nächst	w5_d108e18950
Perschling	w7_d108e18953
anmel	w9_d108e18956
den,	w1_d108e18961
allwo	w3_d108e18964
sodann	w5_d108e18967
der	w7_d108e18970
weitere	w9_d108e18973
Kauf	w11_d108e18976
geschlos	w13_d108e18980
sen	w1_d108e18985
werden	w3_d108e18988
solle.	w5_d108e18991
</p>
<head id="h2_d108e19037">
Auszug	w1_d108e19041
eines	w3_d108e19044
Schreibens	w5_d108e19047
von	w7_d108e19050
Regensburg	w9_d108e19053
vom	w1_d108e19058
19ten	w3_d108e19061
December	w5_d108e19064
1756.	w7_d108e19067
</head>
<p id="p4_d108e19070">
DEgen	w1_d108e19074
Affigirung	w3_d108e19077
der	w5_d108e19080
Kaiserlichen	w7_d108e19083
Avocatorien	w9_d108e19086
und	w11_d108e19089
Abstellung	w13_d108e19093
der	w1_d108e19098
Königl.	w3_d108e19101
Preußischen	w5_d108e19104
Werbung,	w7_d108e19107
seynd	w9_d108e19110
nicht	w11_d108e19113
nur	w13_d108e19117
abermal	w15_d108e19120
wider	w1_d108e19125
die	w3_d108e19128
Reichs=stadt	w5_d108e19131
Frankfort,	w7_d108e19134
sondern	w9_d108e19137
auch	w11_d108e19140
wider	w13_d108e19144
Nürnberg	w15_d108e19147
weite	w17_d108e19150
re	w1_d108e19156
Reichs=hof=rahts=conclusa	w3_d108e19159
ergangen.	w5_d108e19162
Jn	w7_d108e19165
dem	w9_d108e19168
Concluso	w11_d108e19171
wider	w13_d108e19175
die	w1_d108e19180
letztere	w3_d108e19183
Stadt,	w5_d108e19186
welches	w7_d108e19189
vom	w9_d108e19192
24ten	w11_d108e19195
November	w13_d108e19199
jüngsthin	w15_d108e19202
datirt	w17_d108e19205
ist,	w19_d108e19208
wird	w1_d108e19213
genehmiget,	w3_d108e19216
daß	w5_d108e19219
der	w7_d108e19222
Magistrat	w9_d108e19225
die	w11_d108e19228
Preußische	w13_d108e19232
Werbung	w15_d108e19235
aufge	w17_d108e19238
sagt	w1_d108e19243
habe;	w3_d108e19246
hingegen	w5_d108e19249
wird	w7_d108e19252
ihm	w9_d108e19255
nachdrücklich	w11_d108e19258
befohlen,	w13_d108e19262
die	w15_d108e19265
Kaiserliche	w17_d108e19268
Patente	w1_d108e19274
zu	w3_d108e19277
publiciren,	w5_d108e19280
und	w7_d108e19283
keine	w9_d108e19286
heimliche	w11_d108e19289
Werbungen	w13_d108e19293
zu	w15_d108e19296
gestatten.	w17_d108e19299
Mit	w1_d108e19304
der	w3_d108e19307
Stadt	w5_d108e19310
Frankfort	w7_d108e19313
hingegen	w9_d108e19316
seynd	w11_d108e19319
die	w13_d108e19323
Sachen	w15_d108e19326
noch	w17_d108e19329
viel	w19_d108e19332
wei	w21_d108e19335
ter	w1_d108e19340
gekommen.	w3_d108e19343
Diese	w5_d108e19346
Reichs=stadt	w7_d108e19349
hatte	w9_d108e19352
die	w11_d108e19355
Kaiserl.	w13_d108e19359
Avocatoria	w15_d108e19362
ohne	w1_d108e19367
offentlichen	w3_d108e19370
Trommel=schlag	w5_d108e19373
affigiret	w7_d108e19376
und	w9_d108e19379
dem	w11_d108e19382
daselbst	w13_d108e19386
befindli	w15_d108e19389
chen	w1_d108e19395
vornehmsten	w3_d108e19398
Preußischen	w5_d108e19401
Werb=officier,	w7_d108e19404
le	w9_d108e19407
Noble,	w11_d108e19410
zugleich	w13_d108e19414
die	w15_d108e19417
Kaiserliche	w1_d108e19422
Willens=meinung,	w3_d108e19425
wegen	w5_d108e19428
Aufhebung	w7_d108e19431
der	w9_d108e19434
Preußischen	w11_d108e19437
Werbungen,	w1_d108e19442
wissen	w3_d108e19445
lassen.	w5_d108e19448
Da	w7_d108e19451
dieser	w9_d108e19454
aber	w11_d108e19457
bey	w13_d108e19461
dem	w15_d108e19464
Magistrat	w17_d108e19467
da	w19_d108e19470
wider	w1_d108e19475
Gegen=vorstellung	w3_d108e19478
gethan,	w5_d108e19481
und	w7_d108e19484
sich	w9_d108e19487
am	w11_d108e19490
Ende	w13_d108e19494
dahin	w15_d108e19497
erklärt	w17_d108e19500
hatte,	w1_d108e19506
daß	w3_d108e19509
er	w5_d108e19512
es	w7_d108e19515
allenfalls	w9_d108e19518
aufs	w11_d108e19521
Aeußerste	w13_d108e19525
ankommen	w15_d108e19528
lassen	w17_d108e19531
würde;	w19_d108e19534
so	w1_d108e19539
fand	w3_d108e19542
der	w5_d108e19545
Magistrat	w7_d108e19548
bedenklich,	w9_d108e19551
wider	w11_d108e19554
denselben	w13_d108e19558
mit	w15_d108e19561
der	w17_d108e19564
Gewalt	w19_d108e19567
vorzuschreiten,	w1_d108e19572
und	w3_d108e19575
überreichte	w5_d108e19578
durch	w7_d108e19581
seinen	w9_d108e19584
Syndicum	w11_d108e19587
von	w13_d108e19591
Harp	w15_d108e19594
precht	w1_d108e19599
zu	w3_d108e19602
Wien,	w5_d108e19605
unter	w7_d108e19608
dem	w9_d108e19611
20ten	w11_d108e19614
des	w13_d108e19618
Verwichenen	w15_d108e19621
bey	w17_d108e19624
dem	w19_d108e19627
Reichs	w21_d108e19630
hof=rahte	w1_d108e19636
die	w3_d108e19639
allerunterthänigste	w5_d108e19642
Paritions=anzeige	w7_d108e19645
der	w9_d108e19648
Kaiserlichen	w11_d108e19651
Rescripte	w1_d108e19656
vom	w3_d108e19659
10.	w5_d108e19662
und	w7_d108e19665
29ten	w9_d108e19668
October	w11_d108e19671
jüngsthin,	w13_d108e19675
mit	w15_d108e19678
Bitte,	w17_d108e19681
das	w19_d108e19684
jenige,	w1_d108e19689
was	w3_d108e19692
er	w5_d108e19695
in	w7_d108e19698
dieser	w9_d108e19701
Sache	w11_d108e19704
gethan,	w13_d108e19708
für	w15_d108e19711
hinlänglich	w17_d108e19714
allermildest	w19_d108e19717
anzusehen;	w1_d108e19722
allein	w3_d108e19725
dieses	w5_d108e19728
Reichs=gerichte	w7_d108e19731
hat	w9_d108e19734
die	w11_d108e19737
von	w13_d108e19741
dem	w15_d108e19744
Magistrat	w17_d108e19747
diesfalls	w1_d108e19753
angeführten	w3_d108e19756
Gründe	w5_d108e19759
als	w7_d108e19762
ungültig	w9_d108e19765
verworfen,	w11_d108e19768
seine	w13_d108e19772
Pari	w15_d108e19775
tions=anzeige	w1_d108e19780
für	w3_d108e19783
unzulänglich	w5_d108e19786
erkläret,	w7_d108e19789
und	w9_d108e19792
den	w11_d108e19795
22ten	w13_d108e19799
des	w15_d108e19802
gedach	w17_d108e19805
ten	w1_d108e19810
Monats	w3_d108e19813
Novemb.	w5_d108e19816
wider	w7_d108e19819
ermeldeten	w9_d108e19822
Magistrat	w11_d108e19825
ein	w13_d108e19829
Conclusum	w15_d108e19832
ab	w17_d108e19835
gefasset,	w1_d108e19840
davon	w3_d108e19843
man	w5_d108e19846
wegen	w7_d108e19849
seines	w9_d108e19852
überaus	w11_d108e19855
merkwürdigen	w13_d108e19859
Jnhalts,	w15_d108e19862
hier	w1_d108e19868
einen	w3_d108e19871
Auszug	w5_d108e19874
mittheilet.	w7_d108e19877
Es	w9_d108e19880
ist	w11_d108e19883
nämlich	w13_d108e19887
diesem	w15_d108e19890
Concluso	w17_d108e19893
zu	w19_d108e19896
folge,	w1_d108e19901
nachstehendes	w3_d108e19904
an	w5_d108e19907
den	w7_d108e19910
Magistrat	w9_d108e19913
reseribiret	w11_d108e19916
worden	w13_d108e19920
</p>
<p id="p6_d108e19923">
Seine	w1_d108e19927
Kaiserl.	w3_d108e19930
Majestät	w5_d108e19933
hätten	w7_d108e19936
niemalen	w9_d108e19939
vermuten	w11_d108e19942
können,	w13_d108e19946
daß	w15_d108e19949
er	w1_d108e19954
Magistrat	w3_d108e19957
die	w5_d108e19960
der	w7_d108e19963
Kaiserl.	w9_d108e19966
Majestät,	w11_d108e19969
und	w13_d108e19973
dem	w15_d108e19976
Reich	w17_d108e19979
geschworne	w19_d108e19982
Pflich	w21_d108e19985
</p>
<p id="p12_d108e19999">
ten,	w1_d108e20003
und	w3_d108e20006
den	w5_d108e20009
schuldigen	w7_d108e20012
Gehorsam	w9_d108e20015
so	w11_d108e20018
weit	w13_d108e20022
außer	w15_d108e20025
Augen	w17_d108e20028
setzen	w19_d108e20031
werde	w21_d108e20034
daß	w1_d108e20039
er	w3_d108e20042
an	w5_d108e20045
statt	w7_d108e20048
der,	w9_d108e20051
unterm	w11_d108e20054
29.	w13_d108e20058
Oct.	w15_d108e20061
jüngsthin	w17_d108e20064
ergangenen	w19_d108e20067
Kaiserl.	w21_d108e20070
Verordnung	w1_d108e20075
und	w3_d108e20078
gemessenen	w5_d108e20081
Auftrag,	w7_d108e20084
das	w9_d108e20087
schuldigste	w11_d108e20090
allerunterthä	w13_d108e20094
nigst=volle	w1_d108e20100
Genügen	w3_d108e20103
zu	w5_d108e20106
leisten,	w7_d108e20109
sich	w9_d108e20112
unterfangen	w11_d108e20115
solte,	w13_d108e20119
auf	w15_d108e20122
seine	w17_d108e20125
albe	w19_d108e20128
reits	w1_d108e20133
verworfene,	w3_d108e20136
und	w5_d108e20139
gerechtest=geahndete	w7_d108e20142
Einwendungen	w9_d108e20145
sich	w11_d108e20148
noch	w13_d108e20152
malen	w1_d108e20157
zu	w3_d108e20160
beruffen,	w5_d108e20163
und	w7_d108e20166
mittelst	w9_d108e20169
dieses	w11_d108e20172
und	w13_d108e20176
andern	w15_d108e20179
Beybringens,	w17_d108e20182
die	w1_d108e20187
unter	w3_d108e20190
ohngestörter	w5_d108e20193
Belassung	w7_d108e20196
der	w9_d108e20199
Königl.	w11_d108e20202
Preußischen	w13_d108e20206
Churbran	w15_d108e20209
denburgischen	w1_d108e20215
Werbung,	w3_d108e20218
im	w5_d108e20221
übrigen	w7_d108e20224
nur	w9_d108e20227
zum	w11_d108e20230
Schein	w13_d108e20234
gemachte	w15_d108e20237
Ver	w17_d108e20240
anstaltungen,	w1_d108e20245
als	w3_d108e20248
eine	w5_d108e20251
völlige	w7_d108e20254
Parition	w9_d108e20257
anzugeben	w11_d108e20260
</p>
<p id="p14_d108e20263">
Seine	w1_d108e20267
Kaiserl.	w3_d108e20270
Majestät	w5_d108e20273
könten	w7_d108e20276
dieses	w9_d108e20279
sein,	w11_d108e20282
des	w13_d108e20286
Magistrats,	w15_d108e20289
so	w17_d108e20292
vorsetzlich,	w1_d108e20297
und	w3_d108e20300
Respect=widriges	w5_d108e20303
Betragen	w7_d108e20306
und	w9_d108e20309
Ungehorsam,	w11_d108e20312
nicht	w13_d108e20316
anders,	w1_d108e20321
als	w3_d108e20324
mit	w5_d108e20327
äußersten	w7_d108e20330
Ungnaden	w9_d108e20333
ansehen;	w11_d108e20336
und	w13_d108e20340
gleichwie	w15_d108e20343
Aller	w17_d108e20346
höchst=dieselbe	w1_d108e20352
die	w3_d108e20355
Bestraffung	w5_d108e20358
und	w7_d108e20361
Ahndung	w9_d108e20364
des	w11_d108e20367
hierunter	w13_d108e20371
begangenen	w15_d108e20374
schweren	w1_d108e20379
Verbrechens	w3_d108e20382
noch	w5_d108e20385
besonders,	w7_d108e20388
und	w9_d108e20391
ausdrücklich	w11_d108e20394
Sich	w13_d108e20398
vorbehielten	w15_d108e20401
,	w17_d108e20404
so	w19_d108e20407
legten	w1_d108e20412
mehr=Allerhöchst=dieselbe	w3_d108e20415
ihm,	w5_d108e20418
Magistrat	w7_d108e20421
nunmehro	w9_d108e20424
unter	w11_d108e20427
denen	w13_d108e20431
in	w1_d108e20436
denen	w3_d108e20439
Reichs=constitutionen	w5_d108e20442
wider	w7_d108e20445
die	w9_d108e20448
Friedbrecher,	w11_d108e20451
deren	w13_d108e20455
Helfer,	w15_d108e20458
und	w17_d108e20461
Beförderer	w1_d108e20467
gesetzten	w3_d108e20470
Pönen	w5_d108e20473
gemessen	w7_d108e20476
auf,	w9_d108e20479
daß	w11_d108e20482
er	w13_d108e20486
nebst	w15_d108e20489
der	w17_d108e20492
dem	w19_d108e20495
dasigen	w21_d108e20498
Herkommen	w1_d108e20503
nach,	w3_d108e20506
annoch	w5_d108e20509
zu	w7_d108e20512
beobachten	w9_d108e20515
seyender	w11_d108e20518
gewöhnlich	w13_d108e20522
weite	w15_d108e20525
rer	w1_d108e20530
durch	w3_d108e20533
Trommel=schlag,	w5_d108e20536
oder	w7_d108e20539
sonst	w9_d108e20542
zu	w11_d108e20545
jedermanns	w13_d108e20549
Aufmerksamkeit	w15_d108e20552
zu	w1_d108e20557
thuender	w3_d108e20560
Publication	w5_d108e20563
derer	w7_d108e20566
Kaiserl.	w9_d108e20569
Avocatorien,	w11_d108e20572
damit	w13_d108e20576
diese	w15_d108e20579
in	w17_d108e20582
ihrem	w1_d108e20588
Jnhalt	w3_d108e20591
so	w5_d108e20594
viel	w7_d108e20597
mehrer	w9_d108e20600
bekant	w11_d108e20603
werden,	w13_d108e20607
alsogleich	w15_d108e20610
nach	w17_d108e20613
dem	w19_d108e20616
Empfang	w1_d108e20621
dieses	w3_d108e20624
Kaiserl.	w5_d108e20627
Rescripts,	w7_d108e20630
ohne	w9_d108e20633
mindesten	w11_d108e20636
Anstand	w13_d108e20640
oder	w15_d108e20643
Zeit	w17_d108e20646
aufschub,	w1_d108e20651
längstens	w3_d108e20654
innerhalb	w5_d108e20657
3.	w7_d108e20660
Tägen,	w9_d108e20663
die	w11_d108e20666
Königl.	w13_d108e20670
Preußische	w15_d108e20673
Chur	w17_d108e20676
brandenburgische	w1_d108e20681
Werbung	w3_d108e20684
mit	w5_d108e20687
würklicher	w7_d108e20690
Anlegung	w9_d108e20693
der	w11_d108e20696
Gewalt	w13_d108e20700
trennen,	w1_d108e20706
und	w3_d108e20709
wegen	w5_d108e20712
ihres	w7_d108e20715
auch	w9_d108e20718
nach	w11_d108e20721
denen	w13_d108e20725
Kaiserl.	w15_d108e20728
Avocatorien	w17_d108e20731
wei	w19_d108e20734
ter	w1_d108e20739
bezeigten	w3_d108e20742
Ungehorsams	w5_d108e20745
und	w7_d108e20748
von	w9_d108e20751
