<doc id="wr_1756-10-02" attrs="word" year="1756" month="10" day="02" corpus="2">
<head id="h2_d79e3406">
Neu=Yorck	w1_d79e3410
Dato	w15_d79e17849
an,	w1_d79e17854
inner	w3_d79e17857
einem	w5_d79e17860
Jahr,	w7_d79e17863
sechs	w9_d79e17866
Wochen	w11_d79e17869
und	w13_d79e17873
drey	w1_d79e17878
Täg,	w3_d79e17881
bey	w5_d79e17884
einem	w7_d79e17887
Hochlöbl.	w9_d79e17890
Kaiserlich	w11_d79e17893
Königl.	w1_d79e17898
Judicio	w3_d79e17901
Delegato	w5_d79e17904
Militari	w7_d79e17907
mixto	w9_d79e17910
supetioris,	w1_d79e17916
ac	w3_d79e17919
Inferioris	w5_d79e17922
Austriæ,	w7_d79e17925
also	w9_d79e17928
gewiß	w1_d79e17933
anzumelden;	w3_d79e17936
wie	w5_d79e17939
im	w7_d79e17942
Widrigen	w9_d79e17945
nach	w11_d79e17948
Verfliessung	w1_d79e17953
dieses	w3_d79e17956
angesetzten	w5_d79e17959
Termins	w7_d79e17962
obbe	w9_d79e17965
meldt=freyherrlich=reysingerische	w1_d79e17970
Original	w3_d79e17973
verpflegs=abrechnung	w1_d79e17979
ipso	w3_d79e17982
facto	w5_d79e17985
cassirt,	w7_d79e17988
annuilirt	w1_d79e17993
und	w3_d79e17996
amortisirt,	w5_d79e17999
auch	w7_d79e18002
darüber	w9_d79e18005
hin,	w1_d79e18010
was	w3_d79e18013
rechtens	w5_d79e18016
ist,	w7_d79e18019
vorgekehret	w9_d79e18022
werden	w11_d79e18025
solle.	w1_d79e18030
Wien,	w3_d79e18033
den	w5_d79e18036
24.	w7_d79e18039
Sept.	w9_d79e18042
1756.	w11_d79e18045
</p>
<head id="h2_d79e18051">
NoTIFICATION.	w1_d79e18055
</head>
<p id="p4_d79e18058">
Nachdeme	w1_d79e18062
von	w3_d79e18065
des	w5_d79e18068
Stifts	w7_d79e18071
Kloster=neuburg	w9_d79e18074
Berg	w1_d79e18079
und	w3_d79e18082
Zehent=Herrlichkeits	w5_d79e18085
wegen	w7_d79e18088
Gut	w9_d79e18091
ächtlich	w1_d79e18096
erachtet	w3_d79e18099
worden,	w5_d79e18102
daß	w7_d79e18105
für	w9_d79e18108
anheuer	w11_d79e18111
das	w1_d79e18117
Wein=lösen,	w3_d79e18120
als	w5_d79e18123
zu,	w7_d79e18126
und	w9_d79e18129
um	w11_d79e18132
Gallen	w13_d79e18136
berg,	w1_d79e18141
Weidling,	w3_d79e18144
Kloster=neuburg,	w5_d79e18147
Krizen	w7_d79e18150
dorf,	w1_d79e18155
und	w3_d79e18158
Höflein,	w5_d79e18161
item	w7_d79e18164
Heilingstadt,	w9_d79e18167
Nuß	w11_d79e18170
dorf,	w1_d79e18175
Grinzing,	w3_d79e18178
Unter=döbling,	w5_d79e18181
Sallmann	w7_d79e18184
storf,	w1_d79e18190
Meidling	w3_d79e18193
und	w5_d79e18196
Ottakring,	w7_d79e18199
und	w9_d79e18202
zwar	w11_d79e18205
in	w1_d79e18210
der	w3_d79e18213
Ebene	w5_d79e18216
den	w7_d79e18219
8ten	w9_d79e18222
und	w11_d79e18225
9ten;	w13_d79e18229
in	w15_d79e18232
dem	w17_d79e18235
Ge	w19_d79e18238
bürg	w1_d79e18243
aber	w3_d79e18246
den	w5_d79e18249
11ten	w7_d79e18252
dieses	w9_d79e18255
Monat	w11_d79e18258
Octobris	w13_d79e18262
seinen	w1_d79e18267
Anfang	w3_d79e18270
nehmen	w5_d79e18273
solle;	w7_d79e18276
als	w9_d79e18279
wird	w11_d79e18282
ein	w13_d79e18286
solches	w1_d79e18292
zufolge	w3_d79e18295
Allerhöchst	w5_d79e18298
Kaiserl.	w7_d79e18301
Königl.	w9_d79e18304
und	w1_d79e18309
Landes=fürstl.	w3_d79e18312
Verordnung	w5_d79e18315
zu	w7_d79e18318
jedermans	w9_d79e18321
wissen	w1_d79e18326
kund	w3_d79e18329
gemacht.	w5_d79e18332
</p>
<p id="p6_d79e18335">
Auf	w1_d79e18339
hohe	w3_d79e18342
Verordnung	w5_d79e18345
werden	w7_d79e18348
künftigen	w9_d79e18351
Dienstag	w1_d79e18356
als	w3_d79e18359
den	w5_d79e18362
2ten	w7_d79e18365
diß	w9_d79e18368
Monats	w11_d79e18371
Octobris,	w13_d79e18375
und	w1_d79e18380
folgende	w3_d79e18383
Täg	w5_d79e18386
hinnach	w7_d79e18389
in	w9_d79e18392
dem	w11_d79e18395
Kaiserl.	w13_d79e18399
Königl	w1_d79e18405
Obrist	w3_d79e18408
Hof=post=amts=Stadl	w5_d79e18411
in	w7_d79e18414
der	w1_d79e18419
sogenannten	w3_d79e18422
Ungar=gassen	w5_d79e18425
Vormittag	w7_d79e18428
von	w9_d79e18431
9.	w1_d79e18436
bis	w3_d79e18439
12,	w5_d79e18442
Nachmittag	w7_d79e18445
von	w9_d79e18448
3.	w11_d79e18451
dis	w13_d79e18455
6.	w15_d79e18458
Uhr	w17_d79e18461
verschiedene	w1_d79e18466
gedeckt	w3_d79e18469
und	w5_d79e18472
halb	w7_d79e18475
gedeckte	w9_d79e18478
Reis	w11_d79e18481
auch	w1_d79e18487
Landauer=Chaisen:	w3_d79e18490
item	w5_d79e18493
Proviant	w7_d79e18496
und	w9_d79e18499
Leiter=wägen	w1_d79e18504
licitando	w3_d79e18507
dem	w5_d79e18510
meist=bietenden	w7_d79e18513
verkauft	w1_d79e18518
werden	w3_d79e18521
</p>
<list id="l8_d79e18524">
Königl.	w1_d79e18528
Hof=buch=druckern,	w3_d79e18531
und	w5_d79e18534
Buch=händ	w7_d79e18537
lern	w1_d79e18542
ist	w3_d79e18545
in	w5_d79e18548
dessen	w7_d79e18551
Laden	w9_d79e18554
auf	w11_d79e18557
dem	w13_d79e18561
Kohlmarkt	w15_d79e18564
im	w17_d79e18567
Fischerischen	w1_d79e18572
Haus	w3_d79e18575
nebst	w5_d79e18578
mehr	w7_d79e18581
andern	w9_d79e18584
Büchern	w11_d79e18587
folgendes	w1_d79e18593
zu	w3_d79e18596
haben:	w5_d79e18599
Cireular=rescript,	w1_d79e18604
welches	w3_d79e18607
Jhro	w5_d79e18610
Röm.	w7_d79e18613
Kaiserl.	w1_d79e18618
auch	w3_d79e18621
zu	w5_d79e18624
Hungarn	w7_d79e18627
und	w9_d79e18630
Böheim	w11_d79e18633
Königl	w13_d79e18637
Majestät	w1_d79e18642
rc.	w3_d79e18645
au	w5_d79e18648
Dero	w7_d79e18651
Ministere	w9_d79e18654
an	w11_d79e18657
auswär	w13_d79e18661
tigen	w1_d79e18667
Höfen	w3_d79e18670
ergehen	w5_d79e18673
lassen,	w7_d79e18676
de	w9_d79e18679
Dato	w11_d79e18682
den	w13_d79e18686
20.	w15_d79e18689
Sept.	w1_d79e18694
1756.	w3_d79e18697
fol.	w5_d79e18700
à	w7_d79e18703
36.	w9_d79e18706
kr.	w11_d79e18709
Eben	w1_d79e18714
dasselbe	w3_d79e18717
Circular=rescript	w5_d79e18720
in	w7_d79e18723
med.	w9_d79e18726
4to	w1_d79e18731
auf	w3_d79e18734
zwey	w5_d79e18737
ein	w7_d79e18740
halben	w9_d79e18743
Bogen	w11_d79e18746
abgedruckt,	w13_d79e18750
damit	w1_d79e18756
solches	w3_d79e18759
mit	w5_d79e18762
geringern	w7_d79e18765
Unkösten	w9_d79e18768
ver	w11_d79e18771
schickt	w1_d79e18776
werden	w3_d79e18779
könne,	w5_d79e18782
à	w7_d79e18785
17.	w9_d79e18788
kr.	w11_d79e18791
</list>
<p id="p10_d79e18795">
Bey	w1_d79e18799
Johann	w3_d79e18802
Thomas	w5_d79e18805
Trattner,	w7_d79e18808
Kaiserl.	w9_d79e18811
</p>
<p id="p12_d79e18815">
NB.	w1_d79e18819
Bey	w3_d79e18822
diesem	w5_d79e18825
eintrettenden	w7_d79e18828
4ten	w9_d79e18831
Jahrs=Quartal	w1_d79e18836
werden	w3_d79e18839
abermalen	w5_d79e18842
die	w1_d79e18847
Liebhaber	w3_d79e18850
dieses	w5_d79e18853
Wienerischen	w7_d79e18856
Dia-	w9_d79e18859
rii,	w1_d79e18865
wie	w3_d79e18868
auch	w5_d79e18871
des	w7_d79e18874
Post=täglichen	w9_d79e18877
Frag	w11_d79e18880
und	w1_d79e18885
Kund=schafts=bogens,	w3_d79e18888
nach	w5_d79e18891
Standes=würden,	w1_d79e18896
um	w3_d79e18899
deren	w5_d79e18902
gewöhnli	w7_d79e18905
cher	w1_d79e18910
vorhinein=bezahlung	w3_d79e18913
erinneret.	w5_d79e18916
</p>
<head id="h2_d79e19011">
VIII.	w1_d79e19015
Fortsetzung	w3_d79e19018
des	w5_d79e19021
publicirten	w7_d79e19024
Ur	w9_d79e19027
theils	w1_d79e19032
der	w3_d79e19035
Commißion	w5_d79e19038
der	w7_d79e19041
Schwe	w9_d79e19044
dischen	w1_d79e19049
Reichs=stände	w3_d79e19052
gegen	w5_d79e19055
die	w7_d79e19058
Staats=verbrecher.	w1_d79e19064
(Das	w1_d79e19069
Vorhergegende	w3_d79e19072
sehe	w5_d79e19075
man	w7_d79e19078
Numero	w9_d79e19081
71.	w11_d79e19084
</head>
<p id="p4_d79e19087">
bis	w1_d79e19091
78.	w3_d79e19094
inclusiv	w5_d79e19097
Durch	w1_d79e19102
des	w3_d79e19105
Ernst	w5_d79e19108
gefasseten	w7_d79e19111
Schluß,	w9_d79e19114
den	w11_d79e19117
Auf	w13_d79e19121
ruhr	w1_d79e19126
anzustellen,	w3_d79e19129
sey	w5_d79e19132
der	w7_d79e19135
Graf	w9_d79e19138
nicht	w11_d79e19141
von	w13_d79e19145
seinem	w15_d79e19148
Mißvergnügen	w1_d79e19154
über	w3_d79e19157
Ernsts	w5_d79e19160
Hitzigkeit	w7_d79e19163
abge	w9_d79e19166
halten	w1_d79e19171
worden,	w3_d79e19174
sondern	w5_d79e19177
aus	w7_d79e19180
der	w9_d79e19183
Ursache,	w11_d79e19186
weil	w1_d79e19191
er	w3_d79e19194
denen,	w5_d79e19197
die	w7_d79e19200
ihm	w9_d79e19203
solchen	w11_d79e19206
berichtet,	w13_d79e19210
zu	w15_d79e19213
getrauet,	w1_d79e19218
daß	w3_d79e19221
sie	w5_d79e19224
das	w7_d79e19227
meiste	w9_d79e19230
dazu	w11_d79e19233
beytra	w13_d79e19237
gen	w1_d79e19243
könnten,	w3_d79e19246
weil	w5_d79e19249
der	w7_d79e19252
König	w9_d79e19255
nie	w11_d79e19258
einen	w13_d79e19262
sol	w15_d79e19265
chen	w1_d79e19270
Schritt	w3_d79e19273
thun	w5_d79e19276
würde,	w7_d79e19279
als	w9_d79e19282
sie	w11_d79e19285
sich	w13_d79e19289
einbil	w15_d79e19292
deten,	w1_d79e19297
und	w3_d79e19300
daß	w5_d79e19303
Ernst	w7_d79e19306
von	w9_d79e19309
andern	w11_d79e19312
angestel	w13_d79e19316
let	w1_d79e19321
seyn	w3_d79e19324
könnte;	w5_d79e19327
sie	w7_d79e19330
in	w9_d79e19333
Unglück	w11_d79e19336
zu	w13_d79e19340
bringen,	w15_d79e19343
ingleichen,	w1_d79e19349
daß	w3_d79e19352
ein	w5_d79e19355
solcher	w7_d79e19358
Aufruhr	w9_d79e19361
Unglücke	w11_d79e19364
für	w1_d79e19369
das	w3_d79e19372
Reich	w5_d79e19375
verursachen	w7_d79e19378
könnte.	w9_d79e19381
Daß	w11_d79e19384
auch	w1_d79e19389
der	w3_d79e19392
Graf	w5_d79e19395
diesen	w7_d79e19398
Auflauf	w9_d79e19401
nicht	w11_d79e19404
gleich,	w13_d79e19408
oder	w1_d79e19413
selbigen	w3_d79e19416
Abend,	w5_d79e19419
da	w7_d79e19422
er	w9_d79e19425
ihn	w11_d79e19428
gehindert,	w13_d79e19432
angegeben,	w1_d79e19438
da	w3_d79e19441
er	w5_d79e19444
keinen	w7_d79e19447
Beweis	w9_d79e19450
dazu	w11_d79e19453
gehabt,	w13_d79e19457
dafür	w1_d79e19462
vermutet	w3_d79e19465
sich	w5_d79e19468
der	w7_d79e19471
Herr	w9_d79e19474
Graf	w11_d79e19477
nicht,	w13_d79e19481
daß	w1_d79e19486
er	w3_d79e19489
nach	w5_d79e19492
dem	w7_d79e19495
4.	w9_d79e19498
Capitul	w11_d79e19501
von	w13_d79e19505
Missetha	w15_d79e19508
ten,	w1_d79e19513
Straffe	w3_d79e19516
verdienet	w5_d79e19519
habe.	w7_d79e19522
Was	w9_d79e19525
der	w11_d79e19528
Ac	w13_d79e19532
ror	w1_d79e19538
dem	w3_d79e19541
Grafen,	w5_d79e19544
wegen	w7_d79e19547
seiner	w9_d79e19550
vorgegebenen	w11_d79e19553
Vertheidigung	w1_d79e19558
zur	w3_d79e19561
Last	w5_d79e19564
leget,	w7_d79e19567
als	w9_d79e19570
wäre	w11_d79e19573
sol	w13_d79e19577
ches	w1_d79e19582
wider	w3_d79e19585
Se.	w5_d79e19588
Majestät,	w7_d79e19591
oder	w9_d79e19594
die	w11_d79e19597
Reichs	w13_d79e19601
stände,	w1_d79e19606
vermeinet	w3_d79e19609
der	w5_d79e19612
Graf	w7_d79e19615
wegzufallen,	w9_d79e19618
da	w11_d79e19621
er	w1_d79e19627
niemals	w3_d79e19630
gesaget,	w5_d79e19633
daß	w7_d79e19636
er	w9_d79e19639
in	w11_d79e19642
Ansehung	w13_d79e19646
ih	w15_d79e19649
rer	w1_d79e19654
in	w3_d79e19657
eigener	w5_d79e19660
Gefahr	w7_d79e19663
wäre.	w9_d79e19666
Und	w11_d79e19669
was	w13_d79e19673
die	w15_d79e19676
Verfertigung	w1_d79e19681
deren	w3_d79e19684
Patronen	w5_d79e19687
anbelangte,	w7_d79e19690
so	w1_d79e19695
äussert	w3_d79e19698
sich	w5_d79e19701
der	w7_d79e19704
Graf,	w9_d79e19707
daß	w11_d79e19710
nachdem	w13_d79e19714
er	w15_d79e19717
die	w1_d79e19723
rechte	w3_d79e19726
Ursache	w5_d79e19729
dazu	w7_d79e19732
angegeben,	w9_d79e19735
man,	w11_d79e19738
ohne	w1_d79e19743
ein	w3_d79e19746
Crimen	w5_d79e19749
læsæ	w7_d79e19752
Majestatis	w9_d79e19755
&	w11_d79e19758
Personæ	w13_d79e19762
Regiæ	w1_d79e19767
zu	w3_d79e19770
begehen,	w5_d79e19773
dasselbe	w7_d79e19776
nicht,	w9_d79e19779
als	w11_d79e19782
auf	w13_d79e19786
einen	w1_d79e19791
so	w3_d79e19794
Gottlosen	w5_d79e19797
Endzweck,	w7_d79e19800
wie	w9_d79e19803
der	w11_d79e19806
Ac	w13_d79e19810
tor	w1_d79e19816
behaupten	w3_d79e19819
will,	w5_d79e19822
abgezielet	w7_d79e19825
zu	w9_d79e19828
seyn,	w11_d79e19831
ihn	w13_d79e19835
im	w1_d79e19840
dem	w3_d79e19843
Verdachte	w5_d79e19846
haben	w7_d79e19849
kan.	w9_d79e19852
Den	w11_d79e19855
Grund	w13_d79e19859
welchen	w1_d79e19864
der	w3_d79e19867
Actor	w5_d79e19870
gegen	w7_d79e19873
den	w9_d79e19876
Grafen,	w11_d79e19879
dar	w13_d79e19883
aus	w1_d79e19888
ziehen	w3_d79e19891
wollen,	w5_d79e19894
als	w7_d79e19897
solte	w9_d79e19900
der	w11_d79e19903
Graf	w13_d79e19907
selbst	w15_d79e19910
erkannt	w1_d79e19916
haben,	w3_d79e19919
duß	w5_d79e19922
durch	w7_d79e19925
Bereitung	w9_d79e19928
deren	w11_d79e19931
Patronen	w1_d79e19936
so	w3_d79e19939
wol,	w5_d79e19942
als	w7_d79e19945
daß	w9_d79e19948
er	w11_d79e19951
nicht	w13_d79e19955
gleich	w15_d79e19958
entdecket,	w1_d79e19963
was	w3_d79e19966
er	w5_d79e19969
von	w7_d79e19972
dem	w9_d79e19975
Aufstande	w11_d79e19978
gehö	w13_d79e19982
ret,	w1_d79e19987
vermeinet	w3_d79e19990
der	w5_d79e19993
Graf	w7_d79e19996
ingleichen	w9_d79e19999
wegzu	w11_d79e20002
fallen,	w1_d79e20008
wann	w3_d79e20011
man	w5_d79e20014
seine	w7_d79e20017
Worte	w9_d79e20020
in	w11_d79e20023
ihrer	w13_d79e20027
erechten	w1_d79e20032
</p>
<p id="p6_d79e20035">
Meinung	w1_d79e20039
nimt,	w3_d79e20042
die	w5_d79e20045
niemals	w7_d79e20048
dahin	w9_d79e20051
gegan	w11_d79e20054
gen,	w1_d79e20059
daß	w3_d79e20062
er	w5_d79e20065
sich	w7_d79e20068
dadurch	w9_d79e20071
zu	w11_d79e20074
einiger	w13_d79e20078
Theil	w15_d79e20081
haftigkeit	w1_d79e20086
an	w3_d79e20089
dem	w5_d79e20092
Aufschlage	w7_d79e20095
des	w9_d79e20098
Aufruhrs,	w11_d79e20101
bekennet.	w1_d79e20107
Jn	w3_d79e20110
welcher	w5_d79e20113
Betrachtung	w7_d79e20116
der	w9_d79e20119
Herr	w11_d79e20122
Graf	w1_d79e20127
anhält,	w3_d79e20130
daß	w5_d79e20133
Kraft	w7_d79e20136
des	w9_d79e20139
17.	w11_d79e20142
Capituls	w13_d79e20146
33.	w1_d79e20151
§.	w3_d79e20154
des	w5_d79e20157
G.	w7_d79e20160
B.	w9_d79e20163
die	w11_d79e20166
von	w13_d79e20170
dem	w15_d79e20173
Actor	w17_d79e20176
ange	w19_d79e20179
zogene	w1_d79e20184
Stellen	w3_d79e20187
des	w5_d79e20190
Gesatzes,	w7_d79e20193
nicht	w9_d79e20196
auf	w11_d79e20199
den	w13_d79e20203
Grafen	w1_d79e20209
mögen	w3_d79e20212
ausgedeutet	w5_d79e20215
werden,	w7_d79e20218
indem	w9_d79e20221
demselben,	w1_d79e20226
auf	w3_d79e20229
keinerley	w5_d79e20232
Weise,	w7_d79e20235
nach	w9_d79e20238
Schwe	w11_d79e20241
dischen	w1_d79e20246
Rechte	w3_d79e20249
bewiesen	w5_d79e20252
werden	w7_d79e20255
kan,	w9_d79e20258
daß	w11_d79e20261
er	w13_d79e20265
einigen	w1_d79e20270
Theil	w3_d79e20273
an	w5_d79e20276
diesem	w7_d79e20279
Anschlage	w9_d79e20282
gehabt,	w11_d79e20285
sondern	w1_d79e20291
vielmehr	w3_d79e20294
derselbe	w5_d79e20297
durch	w7_d79e20300
ihn	w9_d79e20303
verhin	w11_d79e20306
dert	w1_d79e20311
worden,	w3_d79e20314
nach	w5_d79e20317
dem	w7_d79e20320
3.	w9_d79e20323
§.	w11_d79e20326
im	w13_d79e20330
angeführ	w15_d79e20333
ten	w1_d79e20338
Capit.	w3_d79e20341
und	w5_d79e20344
Bl.	w7_d79e20347
(Absatz)	w9_d79e20350
wie	w11_d79e20353
auch,	w13_d79e20357
daß	w1_d79e20362
er,	w3_d79e20365
wie	w5_d79e20368
es	w7_d79e20371
geschehen	w9_d79e20374
ist,	w11_d79e20377
denselben	w13_d79e20381
Tag	w15_d79e20384
darauf	w1_d79e20390
so	w3_d79e20393
zeitig	w5_d79e20396
zu	w7_d79e20399
erkennen	w9_d79e20402
gegeben,	w11_d79e20405
daß	w13_d79e20409
wan	w1_d79e20414
auch	w3_d79e20417
ein	w5_d79e20420
Vorsatz	w7_d79e20423
übrig	w9_d79e20426
gewesen,	w11_d79e20429
sel	w13_d79e20433
bigen	w1_d79e20438
die	w3_d79e20441
folgende	w5_d79e20444
Nacht	w7_d79e20447
zu	w9_d79e20450
vollziehen,	w11_d79e20453
der	w13_d79e20457
selbe	w1_d79e20462
doch	w3_d79e20465
eben	w5_d79e20468
so	w7_d79e20471
sollte	w9_d79e20474
verhindert	w11_d79e20477
werden.	w13_d79e20481
</p>
<p id="p8_d79e20484">
Der	w1_d79e20488
Herr	w3_d79e20491
Graf	w5_d79e20494
und	w7_d79e20497
Oberste	w9_d79e20500
hat	w11_d79e20503
auch	w13_d79e20507
nach	w15_d79e20510
dem,	w1_d79e20515
bey	w3_d79e20518
denen	w5_d79e20521
mündlichen	w7_d79e20524
Verhören,	w9_d79e20527
zu	w11_d79e20530
Schwächung	w1_d79e20535
deren	w3_d79e20538
Aussagen,	w5_d79e20541
deren	w7_d79e20544
abge	w9_d79e20547
hörten	w1_d79e20553
Gezeugen,	w3_d79e20556
des	w5_d79e20559
Jnspector	w7_d79e20562
Widfors;	w9_d79e20565
und	w1_d79e20570
des	w3_d79e20573
Hof=meisters	w5_d79e20576
Winbern	w7_d79e20579
angeführet,	w9_d79e20582
daß	w1_d79e20587
dieselben,	w3_d79e20590
jeder	w5_d79e20593
für	w7_d79e20596
sich	w9_d79e20599
absonderlich	w11_d79e20602
mit	w13_d79e20606
ihm	w1_d79e20611
gesprochen,	w3_d79e20614
und	w5_d79e20617
solchergestalt,	w7_d79e20620
das	w9_d79e20623
was	w11_d79e20626
sie	w1_d79e20632
dem	w3_d79e20635
Grafen	w5_d79e20638
zur	w7_d79e20641
Last	w9_d79e20644
geleget,	w11_d79e20647
mit	w13_d79e20651
Be	w15_d79e20654
weis	w1_d79e20659
bestärken	w3_d79e20662
müssen,	w5_d79e20665
wie	w7_d79e20668
auch	w9_d79e20671
daß	w11_d79e20674
Wid	w13_d79e20678
forß	w1_d79e20683
noch	w3_d79e20686
nicht	w5_d79e20689
frey	w7_d79e20692
von	w9_d79e20695
der	w11_d79e20698
Untreue	w13_d79e20702
seyn	w15_d79e20705
solte,	w1_d79e20710
worinn	w3_d79e20713
derselbe,	w5_d79e20716
da	w7_d79e20719
dessen	w9_d79e20722
gehaltene	w11_d79e20725
Rechnungen	w1_d79e20731
revidiret	w3_d79e20734
worden,	w5_d79e20737
befunden	w7_d79e20740
wer	w9_d79e20743
den	w1_d79e20748
wird,	w3_d79e20751
und	w5_d79e20754
daß	w7_d79e20757
beyde	w9_d79e20760
diese	w11_d79e20763
Gezeugen,	w13_d79e20767
durch	w1_d79e20772
die	w3_d79e20775
Schluß=sätze,	w5_d79e20778
so	w7_d79e20781
sie	w9_d79e20784
aus	w11_d79e20787
des	w13_d79e20791
Gra	w15_d79e20794
fens	w1_d79e20799
Worten	w3_d79e20802
gemacht,	w5_d79e20805
daß	w7_d79e20808
die	w9_d79e20811
Patronen	w11_d79e20814
zu	w13_d79e20818
einem	w1_d79e20824
Auflauffe	w3_d79e20827
bestimmet	w5_d79e20830
gewesen,	w7_d79e20833
selbst,	w9_d79e20836
weil	w1_d79e20841
sie	w3_d79e20844
selbige	w5_d79e20847
nicht	w7_d79e20850
entdecket,	w9_d79e20853
Verbrecher	w11_d79e20856
wären,	w1_d79e20861
und	w3_d79e20864
anderes	w5_d79e20867
mehr,	w7_d79e20870
so	w9_d79e20873
er	w11_d79e20876
in	w13_d79e20880
der	w15_d79e20883
Haupt=sache,	w1_d79e20888
aus	w3_d79e20891
demselbigen	w5_d79e20894
Grunde	w7_d79e20897
als	w9_d79e20900
vorhero,	w1_d79e20906
weitläuffiger	w3_d79e20909
ausgeführet.	w5_d79e20912
</p>
<p id="p10_d79e20915">
Der	w1_d79e20919
Herr	w3_d79e20922
Hof=marschall	w5_d79e20925
und	w7_d79e20928
Ritter	w9_d79e20931
Ba	w11_d79e20934
ron	w1_d79e20939
Horn,	w3_d79e20942
hat	w5_d79e20945
in	w7_d79e20948
seiner	w9_d79e20951
eingegebenen	w11_d79e20954
Er	w13_d79e20958
klärung,	w1_d79e20963
Theils	w3_d79e20966
eine	w5_d79e20969
Erzehlung	w7_d79e20972
und	w9_d79e20975
Beruf	w11_d79e20978
fung	w1_d79e20984
auf	w3_d79e20987
das,	w5_d79e20990
was	w7_d79e20993
er	w9_d79e20996
bey	w11_d79e20999
der	w13_d79e21003
Untersuchung,	w15_d79e21006
zu	w1_d79e21011
seiner	w3_d79e21014
Verantwortung	w5_d79e21017
gegen	w7_d79e21020
das,	w9_d79e21023
was	w11_d79e21026
der	w1_d79e21031
Actor	w3_d79e21034
damals	w5_d79e21037
angeführet,	w7_d79e21040
erinnert,	w9_d79e21043
und	w11_d79e21046
</p>
<p id="p16_d79e21060">
weches	w1_d79e21064
hier	w3_d79e21067
oben	w5_d79e21070
auf	w7_d79e21073
das	w9_d79e21076
wesentlichste	w11_d79e21079
er	w13_d79e21083
zehlet	w1_d79e21088
worden;	w3_d79e21091
er	w5_d79e21094
hat	w7_d79e21097
nur	w9_d79e21100
als	w11_d79e21103
eine	w13_d79e21107
vermin	w15_d79e21110
derende	w1_d79e21115
Ursache	w3_d79e21118
angeführet,	w5_d79e21121
daß	w7_d79e21124
sein	w9_d79e21127
Still	w11_d79e21130
schweigen,	w1_d79e21136
von	w3_d79e21139
denen	w5_d79e21142
Discursen,	w7_d79e21145
die	w9_d79e21148
er	w11_d79e21151
we	w13_d79e21155
gen	w1_d79e21160
eines	w3_d79e21163
Auflauffes	w5_d79e21166
gehöret,	w7_d79e21169
daher	w9_d79e21172
rührte,	w11_d79e21175
daß	w1_d79e21180
er	w3_d79e21183
niemals	w5_d79e21186
dieselben	w7_d79e21189
anders,	w9_d79e21192
als	w11_d79e21195
Vor	w13_d79e21199
schlägt	w1_d79e21204
angesehen,	w3_d79e21207
so	w5_d79e21210
nie	w7_d79e21213
könnten,	w9_d79e21216
oder	w11_d79e21219
be	w13_d79e21223
stimmet	w1_d79e21229
werden,	w3_d79e21232
zur	w5_d79e21235
Ausführung	w7_d79e21238
zu	w9_d79e21241
kom	w11_d79e21244
men,	w1_d79e21249
und	w3_d79e21252
Theils	w5_d79e21255
darum,	w7_d79e21258
daß	w9_d79e21261
er	w11_d79e21264
nicht	w13_d79e21268
ge	w15_d79e21271
schen	w1_d79e21276
hätte,	w3_d79e21279
daß	w5_d79e21282
solches	w7_d79e21285
ihm	w9_d79e21288
bewiesen	w11_d79e21291
wer	w13_d79e21295
den	w1_d79e21300
könnte,	w3_d79e21303
samt	w5_d79e21306
seiner	w7_d79e21309
Freundschaft	w9_d79e21312
für	w11_d79e21315
den	w13_d79e21319
Herrn	w1_d79e21325
Grafen	w3_d79e21328
und	w5_d79e21331
Obersten	w7_d79e21334
von	w9_d79e21337
Härd,	w11_d79e21340
nebst	w13_d79e21344
gewissen	w1_d79e21349
Versicherungen,	w3_d79e21352
doß	w5_d79e21355
niemals	w7_d79e21358
et	w9_d79e21361
was	w1_d79e21366
von	w3_d79e21369
allem	w5_d79e21372
dem,	w7_d79e21375
was	w9_d79e21378
er	w11_d79e21381
in	w13_d79e21385
Anleitung	w15_d79e21388
verschiedener	w1_d79e21393
Unterredungen	w3_d79e21396
zu	w5_d79e21399
beförchten	w7_d79e21402
ha	w9_d79e21405
ben	w1_d79e21411
könnte,	w3_d79e21414
zur	w5_d79e21417
Vollziehung	w7_d79e21420
kommen	w9_d79e21423
sollte	w11_d79e21426
und	w1_d79e21431
daß	w3_d79e21434
folglich	w5_d79e21437
sein	w7_d79e21440
Versehen	w9_d79e21443
hierbey	w11_d79e21446
sich	w13_d79e21450
nicht	w1_d79e21455
auf	w3_d79e21458
eine	w5_d79e21461
Bosheit,	w7_d79e21464
oder	w9_d79e21467
einen	w11_d79e21470
schlim	w13_d79e21474
men	w1_d79e21479
Vorsatz	w3_d79e21482
gründete;	w5_d79e21485
daß	w7_d79e21488
im	w9_d79e21491
Plane	w11_d79e21494
an	w13_d79e21498
geführt	w1_d79e21504
Stunde,	w3_d79e21507
daß	w5_d79e21510
der	w7_d79e21513
Auflauf	w9_d79e21516
von	w11_d79e21519
dem	w13_d79e21523
Pövel	w1_d79e21528
geschehen	w3_d79e21531
solte,	w5_d79e21534
und	w7_d79e21537
daß	w9_d79e21540
er	w11_d79e21543
also,	w13_d79e21547
so	w15_d79e21550
bald	w1_d79e21555
des	w3_d79e21558
Ernst	w5_d79e21561
Unwesen	w7_d79e21564
vorgehauet	w9_d79e21567
wäre,	w11_d79e21570
geglaubet,	w1_d79e21575
daß	w3_d79e21578
der	w5_d79e21581
