<doc id="wr_1760-10-11" attrs="word" year="1760" month="10" day="11" corpus="2">
<head id="h2_d492e3019">
Falda=strom	w1_d492e3023
vocations=tagsatzung,	w1_d492e17383
und	w3_d492e17386
zwar	w5_d492e17389
in	w7_d492e17392
dem	w9_d492e17395
Zichini	w11_d492e17398
schen	w1_d492e17404
Haus	w3_d492e17407
in	w5_d492e17410
der	w7_d492e17413
Wald=zeil	w9_d492e17416
in	w11_d492e17419
des	w13_d492e17423
Herrn	w15_d492e17426
Land	w17_d492e17429
schreibers	w1_d492e17434
habenden	w3_d492e17437
Wohnung	w5_d492e17440
im	w7_d492e17443
zweyten	w9_d492e17446
Stock	w11_d492e17449
pro	w1_d492e17454
1mo.	w3_d492e17457
2do.	w5_d492e17460
3tio.	w7_d492e17463
ac	w9_d492e17466
ultimo	w11_d492e17469
Termino	w13_d492e17473
also	w15_d492e17476
ge	w17_d492e17479
wiß	w1_d492e17484
zu	w3_d492e17487
erscheinen,	w5_d492e17490
und	w7_d492e17493
ihre	w9_d492e17496
Forderungen	w11_d492e17499
zu	w13_d492e17503
li	w15_d492e17506
</p>
<p id="p20_d492e17509">
quidiren	w1_d492e17513
wissen,	w3_d492e17516
wie	w5_d492e17519
im	w7_d492e17522
widrigen	w9_d492e17525
die	w11_d492e17528
Ausbleibende	w13_d492e17532
mit	w1_d492e17537
ihren	w3_d492e17540
Forderungen	w5_d492e17543
nicht	w7_d492e17546
mehr	w9_d492e17549
gehöret,	w11_d492e17552
son	w13_d492e17556
dern	w1_d492e17561
denenselben	w3_d492e17564
das	w5_d492e17567
ewige	w7_d492e17570
Stillschweigen	w9_d492e17573
auf	w11_d492e17576
erleget,	w1_d492e17582
auch	w3_d492e17585
hierüber	w5_d492e17588
die	w7_d492e17591
Relation	w9_d492e17594
ex	w11_d492e17597
officio	w13_d492e17601
erstattet	w1_d492e17606
werden	w3_d492e17609
solle.	w5_d492e17612
</p>
<p id="p22_d492e17615">
Von	w1_d492e17619
Jhro	w3_d492e17622
Hochwürden	w5_d492e17625
und	w7_d492e17628
Gnaden	w9_d492e17631
Herrn	w11_d492e17634
Officialen,	w1_d492e17639
und	w3_d492e17642
Venerabilis	w5_d492e17645
Archi-Episcopalis	w7_d492e17648
Consistorii	w1_d492e17653
Viennensis	w3_d492e17656
wegen	w5_d492e17659
allen	w7_d492e17662
und	w9_d492e17665
jeden,	w11_d492e17668
welche	w1_d492e17674
bey	w3_d492e17677
und	w5_d492e17680
an	w7_d492e17683
des	w9_d492e17686
weil.	w11_d492e17689
Georg	w13_d492e17693
Kunze,	w15_d492e17696
ge	w17_d492e17699
west	w1_d492e17704
weltichen	w3_d492e17707
Priesters	w5_d492e17710
seel.	w7_d492e17713
Verlassenschaft	w9_d492e17716
et	w11_d492e17719
was	w1_d492e17724
an	w3_d492e17727
Erbschaft,	w5_d492e17730
Schulden,	w7_d492e17733
oder	w9_d492e17736
auf	w11_d492e17739
all	w13_d492e17743
an	w15_d492e17746
dere	w1_d492e17751
Weiß	w3_d492e17754
und	w5_d492e17757
Art	w7_d492e17760
zu	w9_d492e17763
forderen	w11_d492e17766
haben,	w13_d492e17770
oder	w15_d492e17773
zu	w17_d492e17776
haben	w1_d492e17782
vermeinen,	w3_d492e17785
hiemit	w5_d492e17788
anzufügen,	w7_d492e17791
daß	w9_d492e17794
eine	w11_d492e17797
Convocation	w1_d492e17802
verordnet,	w3_d492e17805
und	w5_d492e17808
mit	w7_d492e17811
Einbegrif	w9_d492e17814
deren	w11_d492e17817
Wein	w1_d492e17822
ferien	w3_d492e17825
auf	w5_d492e17828
den	w7_d492e17831
5.	w9_d492e17834
kommenden	w11_d492e17837
Monats	w13_d492e17841
No	w15_d492e17844
vembris	w1_d492e17849
dies	w3_d492e17852
Jahrs	w5_d492e17855
Nachmittags	w7_d492e17858
um	w9_d492e17861
2.	w11_d492e17864
Uhr	w13_d492e17868
in	w15_d492e17871
der	w1_d492e17877
Erz=bischöfl.	w3_d492e17880
Consistorial=canzley	w5_d492e17883
zu	w7_d492e17886
erschei	w9_d492e17889
nen,	w1_d492e17894
Tag	w3_d492e17897
und	w5_d492e17900
Stund	w7_d492e17903
bestimmet	w9_d492e17906
seye.	w11_d492e17909
Solchem	w13_d492e17913
nach	w1_d492e17918
werden	w3_d492e17921
alle	w5_d492e17924
diejenige,	w7_d492e17927
so	w9_d492e17930
Eingangs	w11_d492e17933
ermeldter	w13_d492e17937
massen	w1_d492e17942
sub	w3_d492e17945
quacunque	w5_d492e17948
causa,	w7_d492e17951
vel	w9_d492e17954
titulo	w11_d492e17957
etiam	w13_d492e17961
hæreditatis	w1_d492e17967
Jure	w3_d492e17970
Sprüch	w5_d492e17973
haben,	w7_d492e17976
oder	w9_d492e17979
zu	w11_d492e17982
haben	w13_d492e17986
vermeinen,	w1_d492e17991
mit	w3_d492e17994
denenselben	w5_d492e17997
an	w7_d492e18000
bemeldtem	w9_d492e18003
Tag	w11_d492e18006
und	w1_d492e18011
Stund	w3_d492e18014
peremptorie	w5_d492e18017
&	w7_d492e18020
cum	w9_d492e18023
clausula	w11_d492e18026
præ	w13_d492e18030
ciusi	w1_d492e18035
sub	w3_d492e18038
Termino	w5_d492e18041
1mo.	w7_d492e18044
2do.	w9_d492e18047
&	w11_d492e18050
3tio.	w13_d492e18054
sich	w15_d492e18057
also	w17_d492e18060
gewiß	w1_d492e18066
anmelden,	w3_d492e18069
als	w5_d492e18072
im	w7_d492e18075
widrigen	w9_d492e18078
die	w11_d492e18081
Ausblei	w13_d492e18085
bende	w1_d492e18090
nicht	w3_d492e18093
mehr	w5_d492e18096
gehöret,	w7_d492e18099
sondern	w9_d492e18102
eo	w11_d492e18105
ipso	w13_d492e18109
mit	w15_d492e18112
ihren	w1_d492e18117
Sprüchen	w3_d492e18120
ausgeschlossen,	w5_d492e18123
&	w7_d492e18126
cum	w9_d492e18129
perpetuo	w11_d492e18132
silentio	w1_d492e18137
abgewissen,	w3_d492e18140
und	w5_d492e18143
das	w7_d492e18146
Behörige	w9_d492e18149
ex	w11_d492e18152
officio	w13_d492e18156
vorgekehret	w1_d492e18162
werden	w3_d492e18165
solle.	w5_d492e18168
Ex	w7_d492e18171
Consistorio	w9_d492e18174
Archi	w11_d492e18177
Episcopali	w1_d492e18182
Viennensi	w3_d492e18185
den	w5_d492e18188
12.	w7_d492e18191
Sept.	w9_d492e18194
1760.	w11_d492e18197
</p>
<p id="p24_d492e18201">
Es	w1_d492e18205
ist	w3_d492e18208
den	w5_d492e18211
8.	w7_d492e18214
Octob.	w9_d492e18217
als	w11_d492e18220
am	w13_d492e18224
Mittwoch	w15_d492e18227
in	w17_d492e18230
dem	w19_d492e18233
Ball	w1_d492e18238
bey	w3_d492e18241
Hof	w5_d492e18244
eine	w7_d492e18247
Brillanten=geschmück=nadt	w9_d492e18250
in	w1_d492e18255
Form	w3_d492e18258
eines	w5_d492e18261
Regreds	w7_d492e18264
verlohren	w9_d492e18267
gegangen,	w11_d492e18270
wer	w13_d492e18274
solche	w1_d492e18280
gefunden	w3_d492e18283
hat,	w5_d492e18286
wird	w7_d492e18289
ersuchet	w9_d492e18292
in	w11_d492e18295
das	w13_d492e18299
Gräfl.	w15_d492e18302
Khevenhüllerische	w1_d492e18307
Haus	w3_d492e18310
gegen	w5_d492e18313
einer	w7_d492e18316
guten	w9_d492e18319
Re	w11_d492e18322
compens	w1_d492e18327
zu	w3_d492e18330
bringen.	w5_d492e18333
</p>
<p id="p26_d492e18336">
Es	w1_d492e18340
wird	w3_d492e18343
dem	w5_d492e18346
Publico	w7_d492e18349
zu	w9_d492e18352
wissen	w11_d492e18355
gemacht,	w13_d492e18359
daß	w15_d492e18362
in	w1_d492e18367
der	w3_d492e18370
Buchhandlung	w5_d492e18373
zum	w7_d492e18376
goldenen	w9_d492e18379
Vließ	w11_d492e18382
auf	w13_d492e18386
der	w1_d492e18391
Hohen=brucken	w3_d492e18394
ein	w5_d492e18397
Catalogus	w7_d492e18400
von	w9_d492e18403
gebundenen	w11_d492e18406
und	w1_d492e18412
ungebundenen	w3_d492e18415
Büchern,	w5_d492e18418
mit	w7_d492e18421
bey	w9_d492e18424
gesetztem	w11_d492e18427
Preis	w1_d492e18432
gratis	w3_d492e18435
ausgegeben	w5_d492e18438
wird,	w7_d492e18441
wovon	w9_d492e18444
nach	w11_d492e18447
und	w13_d492e18451
nach	w1_d492e18456
die	w3_d492e18459
Fortsetzungen	w5_d492e18462
folgen	w7_d492e18465
werden.	w9_d492e18468
</p>
<p id="p28_d492e18471">
Den	w1_d492e18475
Liebhabern	w3_d492e18478
wol	w5_d492e18481
gerahtener	w7_d492e18484
Bücher	w9_d492e18487
dienet	w11_d492e18490
zur	w1_d492e18495
Nachricht,	w3_d492e18498
daß	w5_d492e18501
der	w7_d492e18504
berühmte	w9_d492e18507
Geographus,	w11_d492e18510
Herr	w1_d492e18515
Professor	w3_d492e18518
Büsching	w5_d492e18521
zu	w7_d492e18524
Göttingen,	w9_d492e18527
von	w11_d492e18530
sei	w13_d492e18534
ner	w1_d492e18540
bekannten	w3_d492e18543
Erdbeschreibung,	w5_d492e18546
der	w7_d492e18549
Paris	w9_d492e18552
und	w11_d492e18555
Londen	w1_d492e18560
bereits	w3_d492e18563
übersetzet	w5_d492e18566
hat,	w7_d492e18569
und	w9_d492e18572
welche	w11_d492e18575
jetzt	w13_d492e18579
zu	w15_d492e18582
Utrecht,	w1_d492e18587
Venedig,	w3_d492e18590
Stockholm,	w5_d492e18593
Koppenhagen,	w7_d492e18596
und	w1_d492e18601
an	w3_d492e18604
anderen	w5_d492e18607
Orten	w7_d492e18610
würklich	w9_d492e18613
in	w11_d492e18616
die	w13_d492e18620
übrigen	w15_d492e18623
Europäischen	w1_d492e18629
Haupt=sprachen	w3_d492e18632
übersetzet	w5_d492e18635
wird,	w7_d492e18638
den	w9_d492e18641
vierten	w1_d492e18646
Theil	w3_d492e18649
herausgegeben	w5_d492e18652
hat,	w7_d492e18655
welcher	w9_d492e18658
Schle	w11_d492e18661
sien,	w1_d492e18666
die	w3_d492e18669
Schweitz	w5_d492e18672
und	w7_d492e18675
Holland	w9_d492e18678
nach	w11_d492e18681
ihrer	w13_d492e18685
Staats	w15_d492e18688
verfassung	w1_d492e18693
auf	w3_d492e18696
das	w5_d492e18699
genaueste	w7_d492e18702
beschreibt;	w9_d492e18705
folglich	w11_d492e18708
die	w1_d492e18714
Geographie	w3_d492e18717
von	w5_d492e18720
ganz	w7_d492e18723
Europa	w9_d492e18726
hiemit	w11_d492e18729
beschlies	w13_d492e18733
set.	w1_d492e18738
Dieser	w3_d492e18741
vierte	w5_d492e18744
Theil	w7_d492e18747
ist	w9_d492e18750
in	w11_d492e18753
den	w13_d492e18757
vornehmsten	w15_d492e18760
Buch=läden	w1_d492e18765
alhier	w3_d492e18768
für	w5_d492e18771
25.	w7_d492e18774
Gr.	w9_d492e18777
zu	w11_d492e18780
bekommen.	w13_d492e18784
</p>
<head id="h2_d492e18815">
Beschreibung	w1_d492e18819
Des	w1_d492e18824
den	w3_d492e18827
6.	w5_d492e18830
Octobris	w7_d492e18833
in	w9_d492e18836
hiesige	w11_d492e18839
K.	w13_d492e18843
K.	w15_d492e18846
Residenz=stadt	w17_d492e18849
Wien	w19_d492e18852
beschehenen	w1_d492e18857
prächtigen	w3_d492e18860
Einzugs	w5_d492e18863
Jhrer	w7_d492e18866
Königl.	w9_d492e18869
Hoheit	w11_d492e18872
der	w13_d492e18876
Durchl.	w15_d492e18879
Braut,	w1_d492e18885
und	w3_d492e18888
deren	w5_d492e18891
darauf	w7_d492e18894
gefolgten	w9_d492e18897
Solennitäten	w11_d492e18900
</head>
<p id="p4_d492e18903">
JWey	w1_d492e18907
Kaiserl.	w3_d492e18910
Einspannier	w5_d492e18913
ritten	w7_d492e18916
voraus,	w9_d492e18919
und	w11_d492e18922
der	w13_d492e18926
K.	w15_d492e18929
K.	w17_d492e18932
Raht,	w19_d492e18935
und	w21_d492e18938
Oberhofquartler	w23_d492e18941
Omeister	w1_d492e18946
Herr	w3_d492e18949
Franz	w5_d492e18952
Anton	w7_d492e18955
Joachim	w9_d492e18958
von	w11_d492e18961
Joachimsburg	w13_d492e18965
eröfnete	w15_d492e18968
den	w17_d492e18971
Einzug	w19_d492e18974
zu	w21_d492e18977
Pferd	w23_d492e18980
beme	w1_d492e18985
zwey	w3_d492e18988
K.	w5_d492e18991
K.	w7_d492e18994
Hof=fouriers,	w9_d492e18997
dann	w11_d492e19000
zwey	w13_d492e19004
Kaiserl.	w15_d492e19007
Reit=knecht	w17_d492e19010
samt	w19_d492e19013
einem	w21_d492e19016
Hand=pferd	w23_d492e19019
folgten.	w1_d492e19027
</p>
<p id="p6_d492e19030">
Hierauf	w1_d492e19034
kamen	w3_d492e19037
die	w5_d492e19040
N.	w7_d492e19043
O.	w9_d492e19046
Landschafts=trompetere,	w11_d492e19049
und	w13_d492e19053
Paucker,	w15_d492e19056
die	w17_d492e19059
sich	w19_d492e19062
währendem	w21_d492e19065
Zug	w1_d492e19070
immerhin	w3_d492e19073
mit	w5_d492e19076
Blasung	w7_d492e19079
der	w9_d492e19082
Trompeten,	w11_d492e19085
und	w13_d492e19089
Spielung	w15_d492e19092
der	w17_d492e19095
Paucken	w19_d492e19098
hören	w21_d492e19101
liessen.	w23_d492e19104
Sodann	w1_d492e19109
folgten	w3_d492e19112
94.	w5_d492e19115
Wägen	w7_d492e19118
sowol	w9_d492e19121
von	w11_d492e19124
denen	w13_d492e19128
N.	w15_d492e19131
O.	w17_d492e19134
Herren	w19_d492e19137
Land=ständen,	w21_d492e19140
als	w23_d492e19143
K.	w25_d492e19147
K.	w27_d492e19150
Cammer=herren,	w1_d492e19156
und	w3_d492e19159
Herren	w5_d492e19162
geheimen	w7_d492e19165
Rähten,	w9_d492e19168
jeder	w11_d492e19171
in	w13_d492e19175
seiner	w15_d492e19178
eigenen	w17_d492e19181
Galn=equipage,	w19_d492e19184
mit	w1_d492e19189
6.	w3_d492e19192
Pferden	w5_d492e19195
bespannet,	w7_d492e19198
und	w9_d492e19201
kostbahresten	w11_d492e19204
Livreen	w13_d492e19208
reich	w15_d492e19211
mit	w17_d492e19214
Gold,	w19_d492e19217
oder	w21_d492e19220
Silber	w23_d492e19223
besetzet.	w25_d492e19227
Nämlich:	w1_d492e19232
</p>
<head id="h2_d492e19238">
Von	w1_d492e19242
denen	w3_d492e19245
Nied.	w5_d492e19248
Oest	w7_d492e19251
Herren	w9_d492e19254
Land=ständen.	w11_d492e19257
</head>
<p id="p4_d492e19260">
Hr.	w1_d492e19264
Joseph	w3_d492e19267
von	w5_d492e19270
Mannagetta.	w7_d492e19273
Hr.	w9_d492e19276
Joseph	w11_d492e19279
von	w13_d492e19283
Führenberg.	w15_d492e19286
Hr.	w17_d492e19289
Baron	w19_d492e19292
Dismas	w21_d492e19295
von	w23_d492e19298
Kempf.	w1_d492e19303
Hr.	w3_d492e19306
Abbt	w5_d492e19309
zu	w7_d492e19312
Altenburg.	w9_d492e19315
Hr.	w11_d492e19318
Joseph	w13_d492e19322
Edler	w15_d492e19325
von	w17_d492e19328
Stockhamer.	w19_d492e19331
Hr.	w21_d492e19334
Ferdinand	w23_d492e19337
von	w25_d492e19341
Moßer.	w1_d492e19346
Hr.	w3_d492e19349
Baron	w5_d492e19352
Joseph	w7_d492e19355
Franz	w9_d492e19358
von	w11_d492e19361
Toussaint.	w13_d492e19365
Hr.	w15_d492e19368
Abbt	w17_d492e19371
zu	w19_d492e19374
Seittenstädten.	w21_d492e19377
Hr.	w23_d492e19380
Abbt	w25_d492e19384
zu	w27_d492e19387
Lilienfeld.	w1_d492e19393
Hr	w3_d492e19396
Phil	w5_d492e19399
lipp	w1_d492e19404
von	w3_d492e19407
Mannagetta.	w5_d492e19410
Hr.	w7_d492e19413
Baron	w9_d492e19416
Johann	w11_d492e19419
Georg	w13_d492e19423
von	w15_d492e19426
Grechtler.	w17_d492e19429
Hr.	w19_d492e19432
Probst	w1_d492e19437
zu	w3_d492e19440
Herzogenburg.	w5_d492e19443
Hr.	w7_d492e19446
Johann	w9_d492e19449
Baptist	w11_d492e19452
von	w13_d492e19456
Menshengen.	w15_d492e19459
Hr.	w17_d492e19462
Baron	w19_d492e19465
Anton	w21_d492e19468
Franz	w23_d492e19471
von	w1_d492e19476
Buol.	w3_d492e19479
Hr.	w5_d492e19482
Abbt	w7_d492e19485
zu	w9_d492e19488
Zwettel.	w11_d492e19491
Hr.	w13_d492e19495
Daniel	w15_d492e19498
von	w17_d492e19501
Moßer.	w19_d492e19504
Hr.	w21_d492e19507
Graf	w23_d492e19510
Wenzel	w25_d492e19514
von	w27_d492e19517
Sinzendorf.	w29_d492e19520
Hr.	w1_d492e19526
Abbt	w3_d492e19529
zu	w5_d492e19532
Göttweig	w7_d492e19535
Hr.	w9_d492e19538
Graf	w11_d492e19541
Franz	w13_d492e19545
von	w15_d492e19548
Harrach.	w17_d492e19551
Hr.	w19_d492e19554
Probst	w21_d492e19557
zu	w23_d492e19560
Closter=neuburg.	w25_d492e19564
Hr.	w27_d492e19567
Leopold	w1_d492e19572
von	w3_d492e19575
Moßer,	w5_d492e19578
L.	w7_d492e19581
U.	w9_d492e19584
M.	w11_d492e19587
Hr.	w13_d492e19591
Abbt	w15_d492e19594
zu	w17_d492e19597
Mölk.	w19_d492e19600
Hr.	w21_d492e19603
Graf	w23_d492e19606
Ferdinand	w25_d492e19610
von	w27_d492e19613
Lamberg	w29_d492e19616
als	w31_d492e19619
Land=marschall=amts=verwalter.	w1_d492e19624
Von	w1_d492e19629
denen	w3_d492e19632
Kaiserl.	w5_d492e19635
Königl.	w7_d492e19638
Cammer=herren.	w9_d492e19641
</p>
<p id="p6_d492e19644">
Hr.	w1_d492e19648
Graf	w3_d492e19651
von	w5_d492e19654
Kaunitz.	w7_d492e19657
Hr.	w9_d492e19660
Graf	w11_d492e19663
von	w13_d492e19667
Saurau.	w15_d492e19670
Hr.	w17_d492e19673
Graf	w19_d492e19676
Ernst	w21_d492e19679
zu	w23_d492e19682
Kaunitz.	w25_d492e19686
Hr.	w27_d492e19689
Graf	w1_d492e19694
von	w3_d492e19697
Limenes.	w5_d492e19700
Hr.	w7_d492e19703
Graf	w9_d492e19706
von	w11_d492e19709
Traun.	w13_d492e19713
Hr.	w15_d492e19716
Graf	w17_d492e19719
von	w19_d492e19722
Walldorf.	w21_d492e19725
Hr.	w23_d492e19728
Graf	w25_d492e19732
von	w27_d492e19735
Taffe.	w29_d492e19738
Hr.	w1_d492e19743
Graf	w3_d492e19746
von	w5_d492e19749
Marzin.	w7_d492e19752
Hr.	w9_d492e19755
Graf	w11_d492e19758
von	w13_d492e19762
Spork.	w15_d492e19765
Hr.	w17_d492e19768
Graf	w19_d492e19771
von	w21_d492e19774
Caroli.	w23_d492e19777
Hr.	w25_d492e19781
Graf	w27_d492e19784
von	w29_d492e19787
Wurm	w31_d492e19790
brand.	w1_d492e19796
Hr.	w3_d492e19799
Graf	w5_d492e19802
von	w7_d492e19805
Kayserling.	w9_d492e19808
Hr.	w11_d492e19811
Graf	w13_d492e19815
von	w15_d492e19818
Burgstall.	w17_d492e19821
Hr.	w19_d492e19824
Graf	w21_d492e19827
von	w23_d492e19830
Colloredo	w25_d492e19834
Sundacker.	w1_d492e19839
Hr.	w3_d492e19842
Graf	w5_d492e19845
von	w7_d492e19848
Dietrichstein	w9_d492e19851
Johann.	w11_d492e19854
Hr.	w13_d492e19858
Graf	w15_d492e19861
von	w17_d492e19864
Harrach	w19_d492e19867
Ernst.	w21_d492e19870
Hr.	w23_d492e19873
Graf	w25_d492e19877
von	w1_d492e19882
Daun	w3_d492e19885
Max.	w5_d492e19888
Hr.	w7_d492e19891
Graf	w9_d492e19894
von	w11_d492e19897
Schönborn.	w13_d492e19901
Hr.	w15_d492e19904
Graf	w17_d492e19907
von	w19_d492e19910
Zobor.	w21_d492e19913
Hr.	w23_d492e19916
Graf	w25_d492e19920
von	w27_d492e19923
Collaldo.	w29_d492e19926
Hr.	w1_d492e19931
Fürst	w3_d492e19934
von	w5_d492e19937
Auersperg.	w7_d492e19940
Hr.	w9_d492e19943
Fürst	w11_d492e19946
von	w13_d492e19950
Lamberg.	w15_d492e19953
Hr.	w17_d492e19956
Fürst	w19_d492e19959
Franz	w21_d492e19962
von	w23_d492e19965
Liechtenstein.	w25_d492e19969
Hr.	w27_d492e19972
Fürst	w1_d492e19978
Johann	w3_d492e19981
zu	w5_d492e19984
Schwarzenberg.	w7_d492e19987
Hr.	w9_d492e19990
Fürst	w11_d492e19993
von	w13_d492e19997
Lobkowitz.	w15_d492e20000
</p>
<head id="h2_d492e20006">
Von	w1_d492e20010
denen	w3_d492e20013
Kaiserl	w5_d492e20016
Königl.	w7_d492e20019
geheimen	w9_d492e20022
Rähten.	w11_d492e20025
</head>
<p id="p4_d492e20028">
Hr.	w1_d492e20032
Graf	w3_d492e20035
von	w5_d492e20038
Wallstein.	w7_d492e20041
Hr.	w9_d492e20044
Graf	w11_d492e20047
von	w13_d492e20051
Würben.	w15_d492e20054
Hr.	w17_d492e20057
Graf	w19_d492e20060
Bathyani,	w21_d492e20063
Erzbi	w23_d492e20066
of	w1_d492e20071
zu	w3_d492e20074
Colockza.	w5_d492e20077
Hr.	w7_d492e20080
Graf	w9_d492e20083
von	w11_d492e20086
Hardig.	w13_d492e20090
Hr.	w15_d492e20093
Marchese	w17_d492e20096
Montecuculi.	w19_d492e20099
Hr.	w21_d492e20102
Graf	w23_d492e20105
von	w25_d492e20109
Wa	w27_d492e20112
</p>
<p id="p10_d492e20125">
gensperg	w1_d492e20129
Adolph.	w3_d492e20132
Hr.	w5_d492e20135
Graf	w7_d492e20138
von	w9_d492e20141
Sinzendorf	w11_d492e20144
Wenzel.	w13_d492e20148
Hr.	w15_d492e20151
Graf	w17_d492e20154
Ciceri	w19_d492e20157
Caimor	w21_d492e20160
Hr.	w23_d492e20163
Thanß	w25_d492e20167
zy	w1_d492e20172
Bischof	w3_d492e20175
zu	w5_d492e20178
Agram.	w7_d492e20181
Hr.	w9_d492e20184
Graf	w11_d492e20187
von	w13_d492e20191
Clary	w15_d492e20194
O.	w17_d492e20197
J.	w19_d492e20200
M.	w1_d492e20205
Hr.	w3_d492e20208
Graf	w5_d492e20211
von	w7_d492e20214
Eichbüchl.	w9_d492e20217
Hr.	w11_d492e20220
Graf	w13_d492e20224
von	w1_d492e20230
St.	w3_d492e20233
Julien.	w5_d492e20236
Hr.	w7_d492e20239
Graf	w9_d492e20242
von	w11_d492e20245
Esterhasy	w13_d492e20249
Franz.	w15_d492e20252
Hr.	w17_d492e20255
Graf	w19_d492e20258
von	w21_d492e20261
Dietrichstein	w23_d492e20264
Leopold	w25_d492e20268
Ma	w27_d492e20271
ria.	w1_d492e20276
Hr.	w3_d492e20279
Graf	w5_d492e20282
von	w7_d492e20285
Paar,	w9_d492e20288
Obrist=post=meister.	w11_d492e20291
Hr.	w13_d492e20295
Graf	w15_d492e20298
von	w17_d492e20301
Przickowsky,	w19_d492e20304
Coadjutor	w21_d492e20307
zu	w23_d492e20310
Prag.	w1_d492e20315
Hr.	w3_d492e20318
Graf	w5_d492e20321
von	w7_d492e20324
Schrattenbach	w9_d492e20327
Franz	w11_d492e20330
Ferdinand.	w13_d492e20334
Hr.	w15_d492e20337
Baron	w17_d492e20340
von	w19_d492e20343
Bartenstein.	w21_d492e20346
Hr.	w23_d492e20349
Graf	w1_d492e20354
von	w3_d492e20357
Althann	w5_d492e20360
Michael	w7_d492e20363
Johann.	w9_d492e20366
Hr.	w11_d492e20369
Graf	w13_d492e20373
von	w15_d492e20376
Salm	w17_d492e20379
Carl	w19_d492e20382
Otto.	w21_d492e20385
Hr.	w23_d492e20388
Graf	w25_d492e20392
von	w27_d492e20395
Bethlen.	w29_d492e20398
Hr.	w1_d492e20404
Graf	w3_d492e20407
von	w5_d492e20410
Nadasd,	w7_d492e20413
Feldmarschall.	w9_d492e20416
Hr.	w11_d492e20419
Graf	w13_d492e20423
von	w15_d492e20426
Schrattenbach	w17_d492e20429
Carl.	w19_d492e20432
Hr.	w21_d492e20435
Prälat	w23_d492e20438
von	w25_d492e20442
Salmansweyl.	w1_d492e20447
Hr.	w3_d492e20450
Graf	w5_d492e20453
von	w7_d492e20456
Zichy,	w9_d492e20459
Bischof	w11_d492e20462
zu	w13_d492e20466
Raab.	w15_d492e20469
Hr.	w17_d492e20472
Graf	w19_d492e20475
von	w21_d492e20478
Bouruoy.	w23_d492e20481
Hr.	w25_d492e20485
Graf	w27_d492e20488
von	w1_d492e20493
Bathyan	w3_d492e20496
Adam.	w5_d492e20499
Hr.	w7_d492e20502
Graf	w9_d492e20505
von	w11_d492e20508
Grassalkovics.	w13_d492e20512
Hr.	w15_d492e20515
Graf	w17_d492e20518
von	w19_d492e20521
Barkoczy,	w21_d492e20524
Bischof	w23_d492e20527
von	w25_d492e20531
Erlau.	w1_d492e20536
Hr.	w3_d492e20539
Graf	w5_d492e20542
Firmian,	w7_d492e20545
Plenipotentiarius	w9_d492e20548
in	w11_d492e20551
Insubr.	w13_d492e20555
Austr.	w15_d492e20558
Hr.	w17_d492e20561
Graf	w19_d492e20564
von	w21_d492e20567
Esterhazy,	w23_d492e20570
Bi	w25_d492e20574
schof	w1_d492e20580
von	w3_d492e20583
Neutra.	w5_d492e20586
Hr.	w7_d492e20589
Graf	w9_d492e20592
von	w11_d492e20595
Choleck	w13_d492e20599
Johann.	w15_d492e20602
Hr.	w17_d492e20605
Baron	w19_d492e20608
von	w21_d492e20611
Pfütschner.	w23_d492e20614
Hr.	w25_d492e20618
Graf	w27_d492e20621
von	w1_d492e20626
Wallis	w3_d492e20629
Wenzl.	w5_d492e20632
Hr.	w7_d492e20635
Graf	w9_d492e20638
von	w11_d492e20641
Palffy,	w13_d492e20645
Hungarischer	w15_d492e20648
Hof=Canzler.	w17_d492e20651
Hr.	w19_d492e20654
Graf	w21_d492e20657
von	w23_d492e20660
Choteck	w25_d492e20664
Rudolph.	w1_d492e20669
Hr.	w3_d492e20672
Graf	w5_d492e20675
von	w7_d492e20678
Kollowrath,	w9_d492e20681
Obrister	w11_d492e20684
Burggraf	w13_d492e20688
in	w15_d492e20691
Böheim.	w17_d492e20694
Hr.	w19_d492e20697
Graf	w21_d492e20700
von	w23_d492e20703
Kor	w25_d492e20707
zensky.	w1_d492e20712
Hr.	w3_d492e20715
Graf	w5_d492e20718
von	w7_d492e20721
Harrach	w9_d492e20724
Ferdinand.	w11_d492e20727
Hr.	w13_d492e20731
Graf	w15_d492e20734
von	w17_d492e20737
Haugwitz.	w19_d492e20740
Hr.	w21_d492e20743
Graf	w23_d492e20746
v.	w25_d492e20750
Batthyan,	w27_d492e20753
Palatinus.	w1_d492e20759
Hr.	w3_d492e20762
Fürst	w5_d492e20765
von	w7_d492e20768
Sulkowsky.	w9_d492e20771
Hr.	w11_d492e20774
Fürst	w13_d492e20778
von	w15_d492e20781
Esterhazy.	w17_d492e20784
Hr.	w19_d492e20787
Fürst	w21_d492e20790
von	w23_d492e20793
Liech	w25_d492e20797
tenstein	w1_d492e20802
Emanuel.	w3_d492e20805
Hr.	w5_d492e20808
Fürst	w7_d492e20811
zu	w9_d492e20814
Schwarzenberg.	w11_d492e20817
Hr.	w13_d492e20821
Fürst	w15_d492e20824
von	w17_d492e20827
Fürstenberg.	w19_d492e20830
Hr.	w21_d492e20833
Füst	w23_d492e20836
von	w1_d492e20841
Dietrichstein.	w3_d492e20844
</p>
<p id="p12_d492e20848">
Nach	w1_d492e20852
diesen	w3_d492e20855
2.	w5_d492e20858
K.	w7_d492e20861
K.	w9_d492e20864
Hof=wägen	w11_d492e20867
mit	w13_d492e20871
