<doc id="wr_1763-01-12" attrs="word" year="1763" month="01" day="12" corpus="2">
<head id="h2_d725e2954">
Mädrd	w1_d725e2958
Perger,	w3_d725e17333
J.	w5_d725e17336
U.	w7_d725e17339
D.	w9_d725e17342
auch	w11_d725e17345
Hof	w13_d725e17349
und	w15_d725e17352
Ge	w17_d725e17355
richts	w1_d725e17361
advocat,	w3_d725e17364
geziemend	w5_d725e17367
vorstellig	w7_d725e17370
gemacht,	w9_d725e17373
wel	w11_d725e17376
chergestalten	w1_d725e17381
oberwehnte	w3_d725e17384
bey	w5_d725e17387
der	w7_d725e17390
v.	w9_d725e17393
Oehningeri	w11_d725e17396
schen	w1_d725e17401
Cridä=convocation	w3_d725e17404
durch	w5_d725e17407
den	w7_d725e17410
K.	w9_d725e17413
K.	w11_d725e17416
Hof	w13_d725e17420
kriegs=rahts=agenten	w1_d725e17425
Franz	w3_d725e17428
Jgnatz	w5_d725e17431
Wurian	w7_d725e17434
nur	w9_d725e17437
provisorio	w1_d725e17443
modo	w3_d725e17446
angemeldete	w5_d725e17449
Credits=parthey	w7_d725e17452
in	w9_d725e17455
den	w1_d725e17460
nachhin	w3_d725e17463
unterm	w5_d725e17466
31.	w7_d725e17469
Aug.	w9_d725e17472
vorigen	w11_d725e17475
Jahrs	w13_d725e17479
pu	w15_d725e17482
blicirt	w1_d725e17487
von	w3_d725e17490
Oehningerischen	w5_d725e17493
Cridä=abschied	w7_d725e17496
in	w9_d725e17499
die	w11_d725e17502
zweyte,	w1_d725e17507
oder	w3_d725e17510
Hypotheear=claß	w5_d725e17513
Nro.	w7_d725e17516
Imo	w9_d725e17519
und	w11_d725e17522
zwar	w13_d725e17526
die	w1_d725e17532
von	w3_d725e17535
Keyh	w5_d725e17538
mit	w7_d725e17541
2000.	w9_d725e17544
fl.	w11_d725e17547
der	w13_d725e17551
Proviantver	w15_d725e17554
walter	w1_d725e17559
N.	w3_d725e17562
Erkl	w5_d725e17565
mit	w7_d725e17568
2400.	w9_d725e17571
fl.	w11_d725e17574
der	w13_d725e17578
N.	w15_d725e17581
N.	w17_d725e17584
Vogt	w19_d725e17587
zu	w1_d725e17592
Crozing	w3_d725e17595
mit	w5_d725e17598
249.	w7_d725e17601
fl.	w9_d725e17604
12.	w11_d725e17607
kr.	w13_d725e17611
der	w15_d725e17614
N.	w17_d725e17617
Krötter	w19_d725e17620
Kaufmann	w1_d725e17625
und	w3_d725e17628
Raht	w5_d725e17631
zu	w7_d725e17634
Coblenz	w9_d725e17637
mit	w11_d725e17640
1000.	w13_d725e17644
fl.	w15_d725e17647
der	w1_d725e17653
Proviant=commissarius	w3_d725e17656
Johann	w5_d725e17659
Bacheberle	w7_d725e17662
ebenfalls	w1_d725e17667
mit	w3_d725e17670
1000.	w5_d725e17673
fl.	w7_d725e17676
dann	w9_d725e17679
dessen	w11_d725e17682
Eheconfortin	w13_d725e17686
mit	w1_d725e17691
150.	w3_d725e17694
fl.	w5_d725e17697
nichtminder	w7_d725e17700
die	w9_d725e17703
zu	w11_d725e17706
Maynz	w13_d725e17710
befindlich	w15_d725e17713
gewesen	w1_d725e17718
seyn	w3_d725e17721
sollende	w5_d725e17724
Creditores	w7_d725e17727
mit	w9_d725e17730
1500.	w11_d725e17733
fl.	w13_d725e17737
in	w15_d725e17740
gleichen	w1_d725e17746
der	w3_d725e17749
Spital=verwalter,	w5_d725e17752
oder	w7_d725e17755
nunmehre	w9_d725e17758
desselben	w1_d725e17763
Erben	w3_d725e17766
mit	w5_d725e17769
400.	w7_d725e17772
fl.	w9_d725e17775
endlich	w11_d725e17778
die	w13_d725e17782
nach	w15_d725e17785
wey	w17_d725e17788
N.	w1_d725e17793
v.	w3_d725e17796
Helgen	w5_d725e17799
Raht	w7_d725e17802
und	w9_d725e17805
Amtmann	w11_d725e17808
im	w13_d725e17812
Stift	w15_d725e17815
Gam	w17_d725e17818
verhof	w1_d725e17823
zu	w3_d725e17826
Cölln	w5_d725e17829
ruckgelassene	w7_d725e17832
Erben	w9_d725e17835
mit	w11_d725e17838
1300.	w13_d725e17842
fl.	w15_d725e17845
und	w1_d725e17851
zwar	w3_d725e17854
samt	w5_d725e17857
denen	w7_d725e17860
von	w9_d725e17863
ein,	w11_d725e17866
so	w13_d725e17870
anderer	w15_d725e17873
Pos	w17_d725e17876
anforderenden	w1_d725e17881
Jnteressen,	w3_d725e17884
jedoch	w5_d725e17887
degestalten	w7_d725e17890
ge	w9_d725e17893
setzet,	w1_d725e17898
daß	w3_d725e17901
denenselben	w5_d725e17904
die	w7_d725e17907
vorläufige	w9_d725e17910
Erweisung	w11_d725e17913
des	w1_d725e17918
Qualis	w3_d725e17921
&	w5_d725e17924
Quanti	w7_d725e17927
erwehnt	w9_d725e17930
ihrer	w11_d725e17933
angemeldten	w13_d725e17937
Anforderungs=posten,	w1_d725e17943
und	w3_d725e17946
die	w5_d725e17949
behörige	w7_d725e17952
Darthu	w9_d725e17955
ung,	w1_d725e17960
daß	w3_d725e17963
sie	w5_d725e17966
obbemeldt	w7_d725e17969
v.	w9_d725e17972
Ochningerische	w11_d725e17975
Cre	w13_d725e17979
ditores	w1_d725e17984
unter	w3_d725e17987
denen	w5_d725e17990
von	w7_d725e17993
erwehntem	w9_d725e17996
Agenten	w11_d725e17999
Wu	w13_d725e18003
mandatario	w1_d725e18008
nomine	w3_d725e18011
anno	w5_d725e18014
1738.	w7_d725e18017
durch	w9_d725e18020
ge	w11_d725e18023
</p>
<p id="p50_d725e18026">
richtl.	w1_d725e18030
Ansatz	w3_d725e18033
versichert	w5_d725e18036
gewordenen	w7_d725e18039
Breyßgau	w9_d725e18042
und	w11_d725e18045
Freyburgischen	w1_d725e18050
Creditoren	w3_d725e18053
würklich	w5_d725e18056
enthalten	w7_d725e18059
seyn,	w9_d725e18062
aufgetragen,	w1_d725e18067
zugleich	w3_d725e18070
aber	w5_d725e18073
auch	w7_d725e18076
verordnet	w9_d725e18079
wor	w11_d725e18082
den	w1_d725e18088
seye,	w3_d725e18091
daß	w5_d725e18094
zu	w7_d725e18097
ehebaldiger,	w9_d725e18100
und	w11_d725e18103
verläßlicher	w13_d725e18107
Be	w15_d725e18110
werkstelligung	w1_d725e18115
dieser	w3_d725e18118
Liquidations=sach	w5_d725e18121
obbesagte	w7_d725e18124
Creditores	w1_d725e18129
alsogleich	w3_d725e18132
sub	w5_d725e18135
clausula	w7_d725e18138
per	w9_d725e18141
Edictum	w11_d725e18144
ad	w1_d725e18149
valvas	w3_d725e18152
einberufen	w5_d725e18155
werden	w7_d725e18158
sollen,	w9_d725e18161
um	w11_d725e18164
dessen	w13_d725e18168
Ausfertigung	w1_d725e18174
dahero	w3_d725e18177
er	w5_d725e18180
Curator	w7_d725e18183
ad	w9_d725e18186
kites	w11_d725e18189
gehor	w13_d725e18193
samst	w1_d725e18198
gebetten;	w3_d725e18201
wann	w5_d725e18204
nun	w7_d725e18207
Regierung	w9_d725e18210
in	w11_d725e18213
dieses	w13_d725e18217
des	w1_d725e18222
Supplicantens	w3_d725e18225
Begehren	w5_d725e18228
zu	w7_d725e18231
gewilligen	w9_d725e18234
keinen	w11_d725e18237
Anstand	w1_d725e18242
genommen,	w3_d725e18245
sohin	w5_d725e18248
gleich	w7_d725e18251
Eingangs	w9_d725e18254
er	w11_d725e18257
wehnten	w1_d725e18263
Credits=partheyen	w3_d725e18266
zu	w5_d725e18269
behöriger	w7_d725e18272
Liquidi	w9_d725e18275
rung	w1_d725e18280
in	w3_d725e18283
quali	w5_d725e18286
&	w7_d725e18289
quanto	w9_d725e18292
obberührt	w11_d725e18295
ihrer	w13_d725e18299
Anfor	w15_d725e18302
derungs=posten	w1_d725e18307
auf	w3_d725e18310
den	w5_d725e18313
13.	w7_d725e18316
April	w9_d725e18319
gegenwärtigen	w11_d725e18322
1763sten	w1_d725e18327
Jahrs	w3_d725e18330
Nachmittag	w5_d725e18333
um	w7_d725e18336
4.	w9_d725e18339
Uhr	w11_d725e18342
eine	w13_d725e18346
Er	w15_d725e18349
forderung,	w1_d725e18355
und	w3_d725e18358
zwar	w5_d725e18361
zu	w7_d725e18364
all	w9_d725e18367
endlicher	w11_d725e18370
Frist	w13_d725e18374
anbe	w15_d725e18377
raumet	w1_d725e18382
hat:	w3_d725e18385
Solchemnach	w5_d725e18388
werden	w7_d725e18391
oben	w9_d725e18394
Eingangs	w11_d725e18397
benannte	w1_d725e18402
in	w3_d725e18405
dem	w5_d725e18408
v.	w7_d725e18411
Oebuingerischen	w9_d725e18414
Cridäab	w11_d725e18417
schied	w1_d725e18422
in	w3_d725e18425
der	w5_d725e18428
Hypotheear=claß	w7_d725e18431
Nro.	w9_d725e18434
Imo	w11_d725e18437
einkom	w13_d725e18441
mende	w1_d725e18447
Freyburg	w3_d725e18450
und	w5_d725e18453
Preyßgauerische	w7_d725e18456
9.	w9_d725e18459
Cre	w11_d725e18462
dits=partheyen,	w1_d725e18467
und	w3_d725e18470
resp.	w5_d725e18473
derenselben	w7_d725e18476
Erben,	w9_d725e18479
al	w11_d725e18482
lenfalls	w1_d725e18487
Erbens	w3_d725e18490
Erben,	w5_d725e18493
Ceßionarien,	w7_d725e18496
oder	w9_d725e18499
sonst	w11_d725e18502
Theilnehmende	w1_d725e18507
an	w3_d725e18510
obbesagtem	w5_d725e18513
Tag	w7_d725e18516
und	w9_d725e18519
Stund	w11_d725e18522
vor	w1_d725e18528
Regierung	w3_d725e18531
in	w5_d725e18534
der	w7_d725e18537
daselbsten	w9_d725e18540
zu	w11_d725e18543
solchem	w13_d725e18547
En	w15_d725e18550
de	w1_d725e18555
offen	w3_d725e18558
haltenden	w5_d725e18561
Commißions	w7_d725e18564
stuben	w9_d725e18567
entweder	w11_d725e18570
selbst	w1_d725e18575
persönlich,	w3_d725e18578
oder	w5_d725e18581
durch	w7_d725e18584
hierzu	w9_d725e18587
genugsam	w11_d725e18590
be	w13_d725e18594
vollmächtigte	w1_d725e18599
Gewalttragere	w3_d725e18602
also	w5_d725e18605
gewiß	w7_d725e18608
zu	w9_d725e18611
erschei	w11_d725e18614
nen,	w1_d725e18620
und	w3_d725e18623
ihre	w5_d725e18626
obberührter	w7_d725e18629
massen	w9_d725e18632
durch	w11_d725e18635
den	w13_d725e18639
K.	w15_d725e18642
K.	w1_d725e18647
Hof=kriegs=agenten	w3_d725e18650
Franz	w5_d725e18653
Jgnatz	w7_d725e18656
Wurian,	w9_d725e18659
provisorio	w1_d725e18664
modo	w3_d725e18667
zur	w5_d725e18670
Anmeldung	w7_d725e18673
gebrachte,	w9_d725e18676
auch	w11_d725e18679
bereits	w1_d725e18684
claßificirte	w3_d725e18687
Anforderungen	w5_d725e18690
also	w7_d725e18693
gewiß	w9_d725e18696
stand	w11_d725e18699
haft	w1_d725e18705
zu	w3_d725e18708
liquideren,	w5_d725e18711
auch	w7_d725e18714
die	w9_d725e18717
etwa	w11_d725e18720
erforderliche	w13_d725e18724
gitimations=deumenta	w1_d725e18729
beyzubringen	w3_d725e18732
haben,	w5_d725e18735
wie	w1_d725e18740
im	w3_d725e18743
widrigen	w5_d725e18746
die	w7_d725e18749
nicht	w9_d725e18752
erscheinende,	w11_d725e18755
oder	w13_d725e18759
nicht	w15_d725e18762
standhaft	w1_d725e18767
liquidirende	w3_d725e18770
von	w5_d725e18773
dieser	w7_d725e18776
Johann	w9_d725e18779
Adam	w11_d725e18782
von	w1_d725e18788
Hehningerischen	w3_d725e18791
Concurs=massa	w5_d725e18794
gänzlich	w7_d725e18797
ab	w9_d725e18800
gewiesen,	w1_d725e18805
und	w3_d725e18808
ihnen	w5_d725e18811
das	w7_d725e18814
ewige	w9_d725e18817
Stillschweigen	w11_d725e18820
auf	w13_d725e18824
erleget	w1_d725e18829
werden	w3_d725e18832
solle.	w5_d725e18835
Wornach	w7_d725e18838
sich	w9_d725e18841
also	w11_d725e18844
ein	w13_d725e18848
je	w15_d725e18851
der	w1_d725e18856
zu	w3_d725e18859
richten,	w5_d725e18862
und	w7_d725e18865
vor	w9_d725e18868
Schaben	w11_d725e18871
zu	w13_d725e18875
hüten	w15_d725e18878
wis	w17_d725e18881
sen	w1_d725e18887
wird.	w3_d725e18890
</p>
<list id="l52_d725e18893">
Von	w1_d725e18897
N.	w3_d725e18900
Burger=weister,	w5_d725e18903
Stadt=Lichter	w7_d725e18906
und	w9_d725e18909
</list>
<p id="p54_d725e18913">
Von	w1_d725e18917
N.	w3_d725e18920
Burger=weister,	w5_d725e18923
Stadt=Lichter	w7_d725e18926
und	w9_d725e18929
Raht	w1_d725e18934
der	w3_d725e18937
Landesfürstl.	w5_d725e18940
Stadt	w7_d725e18943
Prugg	w9_d725e18946
an	w11_d725e18949
der	w13_d725e18953
Ley	w15_d725e18956
tha	w1_d725e18961
wegen	w3_d725e18964
wird	w5_d725e18967
hiemit	w7_d725e18970
jedermänniglich	w9_d725e18973
kund	w11_d725e18976
und	w13_d725e18980
zu	w1_d725e18986
wissen	w3_d725e18989
gemacht,	w5_d725e18992
daß	w7_d725e18995
weyl.	w9_d725e18998
Hrn.	w11_d725e19001
Joseph	w13_d725e19005
Per	w15_d725e19008
ger,	w1_d725e19013
dasigen	w3_d725e19016
Burgers	w5_d725e19019
seel.	w7_d725e19022
hinterlassenes	w9_d725e19025
Haus,	w11_d725e19028
allwo	w1_d725e19033
ein	w3_d725e19036
grosser	w5_d725e19039
guter	w7_d725e19042
Keller,	w9_d725e19045
und	w11_d725e19048
von	w13_d725e19052
verschie	w15_d725e19055
dener	w1_d725e19060
Gattung	w3_d725e19063
Wein=Fässer	w5_d725e19066
in	w7_d725e19069
eisernen	w9_d725e19072
Banden	w11_d725e19075
befindlich,	w1_d725e19081
wie	w3_d725e19084
auch	w5_d725e19087
Wein=gärten,	w7_d725e19090
und	w9_d725e19093
Aecker	w11_d725e19096
licitando	w1_d725e19101
dem	w3_d725e19104
Meistbietenden	w5_d725e19107
käuflich	w7_d725e19110
hindan	w9_d725e19113
zu	w11_d725e19116
lassen,	w1_d725e19121
und	w3_d725e19124
zu	w5_d725e19127
der	w7_d725e19130
Licitations=tagsatzung	w9_d725e19133
der	w11_d725e19136
27.	w13_d725e19140
Jan.	w1_d725e19145
1763.	w3_d725e19148
bestimmet	w5_d725e19151
worden	w7_d725e19154
seye;	w9_d725e19157
es	w11_d725e19160
werden	w13_d725e19164
demnach	w1_d725e19170
diejenige,	w3_d725e19173
so	w5_d725e19176
hierumen	w7_d725e19179
zu	w9_d725e19182
licitiren	w11_d725e19185
ge	w13_d725e19189
denken,	w1_d725e19194
an	w3_d725e19197
gleich	w5_d725e19200
besagtem	w7_d725e19203
Tag	w9_d725e19206
fruh	w11_d725e19209
um	w13_d725e19213
9.	w15_d725e19216
Uhr	w1_d725e19221
auf	w3_d725e19224
dem	w5_d725e19227
Rahthaus	w7_d725e19230
in	w9_d725e19233
Prugg	w11_d725e19236
sich	w13_d725e19240
einzufinden,	w15_d725e19243
und	w1_d725e19248
gehörig	w3_d725e19251
zu	w5_d725e19254
melden	w7_d725e19257
haben.	w9_d725e19260
</p>
<list id="l64_d725e19360">
Me	w1_d725e19364
aden	w3_d725e19367
Fin	w5_d725e19370
u.	w7_d725e19373
elen.	w9_d725e19376
Aus	w1_d725e19381
Thüringen	w3_d725e19384
vom	w5_d725e19387
29.	w7_d725e19390
Dec.	w9_d725e19393
1762.	w11_d725e19396
</list>
<p id="p66_d725e19400">
Heßische	w1_d725e19404
Briefe	w3_d725e19407
melden,	w5_d725e19410
daß	w7_d725e19413
an	w9_d725e19416
dem	w11_d725e19419
eine	w13_d725e19423
Viertelstunde	w1_d725e19428
von	w3_d725e19431
Amöneburg	w5_d725e19434
gelege	w7_d725e19437
nen,	w1_d725e19442
sogenannten	w3_d725e19445
Brückenmühlenwirths	w5_d725e19448
hause,	w1_d725e19454
welches	w3_d725e19457
durch	w5_d725e19460
die	w7_d725e19463
letztere	w9_d725e19466
Canonade	w11_d725e19469
sowol,	w1_d725e19474
als	w3_d725e19477
die	w5_d725e19480
freundschaftliche	w7_d725e19483
Zusammen	w9_d725e19486
kunft	w1_d725e19491
des	w3_d725e19494
Prinzen	w5_d725e19497
Ferdinands,	w7_d725e19500
und	w9_d725e19503
der	w11_d725e19506
Mar	w13_d725e19510
schälle	w1_d725e19515
d'Etres	w3_d725e19518
und	w5_d725e19521
Soubise	w7_d725e19524
merkwürdig	w9_d725e19527
ge	w11_d725e19530
worden,	w1_d725e19536
ein	w3_d725e19539
Denkmal	w5_d725e19542
für	w7_d725e19545
die	w9_d725e19548
Nachwelt	w11_d725e19551
er	w13_d725e19555
richtet;	w1_d725e19560
und	w3_d725e19563
da	w5_d725e19566
die	w7_d725e19569
blatige	w9_d725e19572
Canonade,	w11_d725e19575
wel	w13_d725e19579
che	w1_d725e19584
über	w3_d725e19587
2000.	w5_d725e19590
Menschen	w7_d725e19593
auf	w9_d725e19596
diesem	w11_d725e19599
Platz	w13_d725e19603
zu	w1_d725e19608
Leichen	w3_d725e19611
gemacht,	w5_d725e19614
dieses	w7_d725e19617
Haus	w9_d725e19620
völlig	w11_d725e19623
rui	w13_d725e19627
niret,	w1_d725e19633
die	w3_d725e19636
milde	w5_d725e19639
Freygebigkeit	w7_d725e19642
aber	w9_d725e19645
der	w11_d725e19648
bey	w13_d725e19652
derseitigen	w1_d725e19657
Feld=herren	w3_d725e19660
solches	w5_d725e19663
wieder	w7_d725e19666
her	w9_d725e19669
gestellet,	w1_d725e19674
folgende	w3_d725e19677
lateinische	w5_d725e19680
Verse	w7_d725e19683
in	w9_d725e19686
Stein	w11_d725e19689
eibgehauen	w1_d725e19694
werden	w3_d725e19697
sollen:	w5_d725e19700
</p>
<head id="h2_d725e19706">
Aus	w1_d725e19710
Thüringen	w3_d725e19713
vom	w5_d725e19716
29.	w7_d725e19719
Dec.	w9_d725e19722
1762.	w11_d725e19725
</head>
<head id="h2_d725e19731">
Quæ	w1_d725e19735
domus	w3_d725e19738
</head>
<head id="h2_d725e19744">
Belli	w1_d725e19748
ultimos	w3_d725e19751
iratarumque	w5_d725e19754
gentium	w7_d725e19757
Experta	w1_d725e19762
furores	w3_d725e19765
Telorum	w1_d725e19770
Segete	w3_d725e19773
conquassata	w5_d725e19776
</head>
<list id="l4_d725e19779">
Ferdinando	w1_d725e19783
Duci	w3_d725e19786
Brunsuicensi	w5_d725e19789
Et.	w1_d725e19794
d'Etrées	w1_d725e19799
atque	w3_d725e19802
Principi	w5_d725e19805
Soubise	w7_d725e19808
Mareschallis	w1_d725e19814
Franciæ	w3_d725e19817
Unitis	w1_d725e19822
jam	w3_d725e19825
&	w5_d725e19828
in	w7_d725e19831
gratiam	w9_d725e19834
redeuntibus	w11_d725e19837
Bello	w1_d725e19842
profligato	w3_d725e19845
Tecta,	w1_d725e19850
sedem,	w3_d725e19853
hospitia,	w5_d725e19856
præbuisset	w7_d725e19859
die	w1_d725e19865
XV.	w3_d725e19868
Mens.	w5_d725e19871
Nov.	w7_d725e19874
MDCCLXII-	w9_d725e19877
Munificentia	w1_d725e19882
corum	w3_d725e19885
restaurata	w5_d725e19888
Renovata	w1_d725e19893
nitet.	w3_d725e19896
Absit	w1_d725e19901
æternum,	w3_d725e19904
quod	w5_d725e19907
&	w7_d725e19910
huie	w9_d725e19913
&	w11_d725e19916
gentibus	w13_d725e19920
Stragem	w1_d725e19926
paraverat,	w3_d725e19929
</list>
<head id="h2_d725e19936">
Me	w1_d725e19940
aden	w3_d725e19943
Fin	w5_d725e19946
u.	w7_d725e19949
elen.	w9_d725e19952
Die	w1_d725e19957
XV.	w3_d725e19960
Mens.	w5_d725e19963
Nov.	w7_d725e19966
MDCCLXII.	w9_d725e19969
Frankfurt	w1_d725e19974
den	w3_d725e19977
3.	w5_d725e19980
Jan.	w7_d725e19983
</head>
<p id="p4_d725e19986">
Vor	w1_d725e19990
einigen	w3_d725e19993
Tagen	w5_d725e19996
sind	w7_d725e19999
des	w9_d725e20002
Prinzen	w11_d725e20005
Xa	w13_d725e20009
verli	w1_d725e20014
von	w3_d725e20017
Sachsen	w5_d725e20020
Königl.	w7_d725e20023
Hoheit	w9_d725e20026
hierdurch	w11_d725e20029
nach	w1_d725e20034
Versailles	w3_d725e20037
paßirt.	w5_d725e20040
Der	w7_d725e20043
Rußischkai	w9_d725e20046
serl.	w1_d725e20052
Gesandte	w3_d725e20055
am	w5_d725e20058
Französischen	w7_d725e20061
Hof,	w9_d725e20064
Graf	w11_d725e20067
von	w1_d725e20072
Soltikoff,	w3_d725e20075
welcher	w5_d725e20078
Unpäßlichkeit	w7_d725e20081
halber	w9_d725e20084
sich	w1_d725e20089
4.	w3_d725e20092
Wochen	w5_d725e20095
dahier	w7_d725e20098
aufgehalten,	w9_d725e20101
hat	w11_d725e20104
end	w13_d725e20108
lich	w1_d725e20113
gestern	w3_d725e20116
früh	w5_d725e20119
ebenfalls	w7_d725e20122
seine	w9_d725e20125
Reise	w11_d725e20128
nach	w13_d725e20132
Frankreich	w1_d725e20138
angetreten.	w3_d725e20141
Jn	w5_d725e20144
voriger	w7_d725e20147
Woche	w9_d725e20150
hat	w1_d725e20155
man	w3_d725e20158
auf	w5_d725e20161
biesigem	w7_d725e20164
Rath=hause	w9_d725e20167
ein	w11_d725e20170
sehr	w13_d725e20174
schönes	w1_d725e20179
von	w3_d725e20182
dem	w5_d725e20185
Hochfürstl.	w7_d725e20188
Hessendarm	w9_d725e20191
städtischen	w1_d725e20196
Hof=mah	w3_d725e20199
er	w5_d725e20202
Seekatz	w7_d725e20205
verfertigtes,	w9_d725e20208
das	w1_d725e20214
Gericht	w3_d725e20217
Salamonis	w5_d725e20220
vorstellendes	w7_d725e20223
Ge	w9_d725e20226
mählde	w1_d725e20231
öffentlich	w3_d725e20234
ausgestellet	w5_d725e20237
gesehen,	w7_d725e20240
wel	w9_d725e20243
ches	w1_d725e20248
von	w3_d725e20251
Kennern	w5_d725e20254
sehr	w7_d725e20257
hoch	w9_d725e20260
astmiret	w11_d725e20263
wird.	w13_d725e20267
</p>
<list id="l6_d725e20270">
Wir	w1_d725e20274
Burgerineister=amts	w3_d725e20277
verwalter	w5_d725e20280
und	w7_d725e20283
Raht	w9_d725e20286
</list>
<p id="p8_d725e20290">
Wir	w1_d725e20294
Burgerineister=amts	w3_d725e20297
verwalter	w5_d725e20300
und	w7_d725e20303
Raht	w9_d725e20306
der	w1_d725e20311
Stadt	w3_d725e20314
Wien,	w5_d725e20317
geben	w7_d725e20320
hiermit	w9_d725e20323
durch	w11_d725e20326
dieses	w13_d725e20330
of	w15_d725e20333
fene	w1_d725e20338
Edict	w3_d725e20341
jedermänniglich	w5_d725e20344
zu	w7_d725e20347
vernehmen;	w9_d725e20350
was	w11_d725e20353
gestalten	w1_d725e20359
wir	w3_d725e20362
über	w5_d725e20365
ein	w7_d725e20368
eingelangtes	w9_d725e20371
Compaßschrei	w11_d725e20374
ben	w1_d725e20379
von	w3_d725e20382
dem	w5_d725e20385
Löbl.	w7_d725e20388
Consist.	w9_d725e20391
Universitat.	w11_d725e20394
und	w13_d725e20398
dar	w15_d725e20401
über	w1_d725e20406
schriftlich	w3_d725e20409
beschehenes	w5_d725e20412
Anlangen	w7_d725e20415
und	w9_d725e20418
dienst	w11_d725e20421
liches	w1_d725e20426
Bitten	w3_d725e20429
des	w5_d725e20432
Gerichtl.	w7_d725e20435
aufgestellten	w9_d725e20438
Sophiä	w11_d725e20441
Höfferischen	w1_d725e20447
Hrn.	w3_d725e20450
Curatoris	w5_d725e20453
ad	w7_d725e20456
lites	w9_d725e20459
unterm	w11_d725e20462
24.	w13_d725e20466
dieses	w1_d725e20471
in	w3_d725e20474
ein	w5_d725e20477
gewöhnliches	w7_d725e20480
Licitations=edict	w9_d725e20483
ge	w11_d725e20486
williget,	w1_d725e20491
und	w3_d725e20494
verordnet	w5_d725e20497
haben,	w7_d725e20500
daß	w9_d725e20503
die	w11_d725e20506
Maure	w13_d725e20510
rische	w1_d725e20515
auf	w3_d725e20518
der	w5_d725e20521
hohen	w7_d725e20524
Brucken	w9_d725e20527
liegende	w11_d725e20530
Behausung	w13_d725e20534
öffentlich	w1_d725e20540
ausgefeilet,	w3_d725e20543
und	w5_d725e20546
dem	w7_d725e20549
Meistbietenden	w9_d725e20552
verkaufet	w1_d725e20557
werden	w3_d725e20560
solle;	w5_d725e20563
da	w7_d725e20566
nun	w9_d725e20569
hierzu	w11_d725e20572
der	w13_d725e20576
4te	w15_d725e20579
Monats=tag	w1_d725e20584
Febr.	w3_d725e20587
dieses	w5_d725e20590
1763.	w7_d725e20593
Jahrs	w9_d725e20596
zur	w11_d725e20599
Tag	w13_d725e20603
satzung	w1_d725e20608
bestimmet	w3_d725e20611
worden	w5_d725e20614
ist,	w7_d725e20617
als	w9_d725e20620
wird	w11_d725e20623
ein	w13_d725e20627
solches	w15_d725e20630
hiermit	w1_d725e20636
jedermann,	w3_d725e20639
wer	w5_d725e20642
etwann	w7_d725e20645
dieses	w9_d725e20648
Haus	w11_d725e20651
käuf	w13_d725e20655
lichen	w1_d725e20660
an	w3_d725e20663
sich	w5_d725e20666
zu	w7_d725e20669
bringen	w9_d725e20672
gesinnet	w11_d725e20675
ist,	w13_d725e20679
mit	w15_d725e20682
diesem	w17_d725e20685
Edict	w1_d725e20690
zu	w3_d725e20693
dem	w5_d725e20696
Ende	w7_d725e20699
kund	w9_d725e20702
und	w11_d725e20705
zu	w13_d725e20709
wissen	w15_d725e20712
gemacht,	w17_d725e20715
damit	w1_d725e20720
ein	w3_d725e20723
sich	w5_d725e20726
hervorthuender	w7_d725e20729
Kaufer	w9_d725e20732
bey	w11_d725e20735
obbe	w13_d725e20739
meldt	w1_d725e20745
bestimmter	w3_d725e20748
Licitations=tagsatzung	w5_d725e20751
fruh	w7_d725e20754
um	w9_d725e20757
9.	w1_d725e20762
Uhr,	w3_d725e20765
oder	w5_d725e20768
da	w7_d725e20771
wir	w9_d725e20774
selbigen	w11_d725e20777
Tags	w13_d725e20781
etwa	w15_d725e20784
ande	w17_d725e20787
rer	w1_d725e20792
Geschäften	w3_d725e20795
halber	w5_d725e20798
nicht	w7_d725e20801
zu	w9_d725e20804
Raht	w11_d725e20807
sitzen,	w13_d725e20811
den	w15_d725e20814
nächst	w1_d725e20819
darauf	w3_d725e20822
folgenden	w5_d725e20825
Rahts=tag	w7_d725e20828
vor	w9_d725e20831
uns	w11_d725e20834
er	w13_d725e20838
scheinen,	w1_d725e20844
und	w3_d725e20847
sich	w5_d725e20850
bey	w7_d725e20853
unser	w9_d725e20856
und	w11_d725e20859
gemeiner	w13_d725e20863
Stadt	w15_d725e20866
Grund=buch,	w1_d725e20871
durch	w3_d725e20874
den	w5_d725e20877
daselbstigen	w7_d725e20880
Amtsschreiber	w9_d725e20883
anmelden	w1_d725e20888
lassen	w3_d725e20891
möge,	w5_d725e20894
allwo	w7_d725e20897
sodann	w9_d725e20900
das	w11_d725e20903
Weitere	w13_d725e20907
behörig	w1_d725e20912
traetiret	w3_d725e20915
werden	w5_d725e20918
solle.	w7_d725e20921
Wien	w9_d725e20924
den	w11_d725e20927
29.	w13_d725e20931
Novemb.	w1_d725e20937
1762.	w3_d725e20940
</p>
<list id="l12_d725e20946">
uldoesbel	w1_d725e20950
.	w3_d725e20953
</list>
<head id="h2_d725e20961">
uldoesbel	w1_d725e20965
.	w3_d725e20968
</head>
<p id="p4_d725e20971">
Entbiete	w1_d725e20975
N.	w3_d725e20978
allen	w5_d725e20981
und	w7_d725e20984
jeden,	w9_d725e20987
was	w11_d725e20990
Standes	w13_d725e20994
und	w15_d725e20997
Würden	w1_d725e21002
die	w3_d725e21005
seynd,	w5_d725e21008
der	w7_d725e21011
Gebühr	w9_d725e21014
nach	w11_d725e21017
