<doc id="wr_1758-06-03" attrs="word" year="1758" month="06" day="03" corpus="2">
<head id="h2_d249e4298">
Hamburg	w1_d249e4302
Wald=amts=clauß=meisterin	w5_d249e18678
seel.	w1_d249e18684
Verlassenschaft	w3_d249e18687
Schulden,	w5_d249e18690
oder	w7_d249e18693
anderer	w9_d249e18696
Forderungen,	w1_d249e18701
auch	w3_d249e18704
Erbschafts	w5_d249e18707
halber	w7_d249e18710
ex	w9_d249e18713
quo	w11_d249e18716
cunque	w1_d249e18721
demum	w3_d249e18724
Capite,	w5_d249e18727
titulo,	w7_d249e18730
vel	w9_d249e18733
Cau-	w11_d249e18736
sa	w1_d249e18741
einige	w3_d249e18744
Sprüche	w5_d249e18747
haben,	w7_d249e18750
ober	w9_d249e18753
zu	w11_d249e18756
haben	w13_d249e18760
der	w15_d249e18763
meinen,	w1_d249e18769
vor	w3_d249e18772
dem	w5_d249e18775
Kaiserl.	w7_d249e18778
Königl.	w9_d249e18781
N.	w11_d249e18784
O	w13_d249e18788
</p>
<p id="p8_d249e18791">
Wald=amts=grund=buch	w1_d249e18795
in	w3_d249e18798
dem	w5_d249e18801
auch	w7_d249e18804
Kaiserl.	w9_d249e18807
Königl.	w1_d249e18812
N.	w3_d249e18815
O.	w5_d249e18818
Salz=ober=amt	w7_d249e18821
nächst	w9_d249e18824
de	w11_d249e18827
schwarzen	w1_d249e18832
Bürsten	w3_d249e18835
sub	w5_d249e18838
1mo	w7_d249e18841
2do	w9_d249e18844
&	w11_d249e18847
3tio	w13_d249e18851
Ter-	w15_d249e18854
mino,	w1_d249e18860
ac	w3_d249e18863
Clausula	w5_d249e18866
præcluli	w7_d249e18869
zu	w9_d249e18872
erscheinen,	w11_d249e18875
ur	w13_d249e18879
ihre	w1_d249e18884
Forderungen	w3_d249e18887
Rechts	w5_d249e18890
beständig	w7_d249e18893
zu	w9_d249e18896
liquidire.	w11_d249e18899
</p>
<p id="p10_d249e18902">
Von	w1_d249e18906
N.	w3_d249e18909
Richter	w5_d249e18912
und	w7_d249e18915
Raht	w9_d249e18918
der	w11_d249e18921
Landes	w13_d249e18925
fürstl.	w1_d249e18930
N.	w3_d249e18933
Oe.	w5_d249e18936
Stadt	w7_d249e18939
Kloster=neuburg	w9_d249e18942
wird	w11_d249e18945
hiermit	w1_d249e18950
jedermänniglich	w3_d249e18953
kund,	w5_d249e18956
und	w7_d249e18959
zu	w9_d249e18962
wissen	w11_d249e18965
gemacht,	w1_d249e18971
wasgestalten	w3_d249e18974
des	w5_d249e18977
alhiesig=Burgerl.	w7_d249e18980
Hafner=meisters	w1_d249e18985
Mathias	w3_d249e18988
Gerst	w5_d249e18991
eigentümliche	w7_d249e18994
Behausung,	w1_d249e18999
samt	w3_d249e19002
dem	w5_d249e19005
Hafner=gewörb	w7_d249e19008
dem	w9_d249e19011
Meistbietenden	w1_d249e19016
zu	w3_d249e19019
verkauffen	w5_d249e19022
seye;	w7_d249e19025
wer	w9_d249e19028
nun	w11_d249e19031
all	w1_d249e19037
dieses	w3_d249e19040
käuflich	w5_d249e19043
an	w7_d249e19046
sich	w9_d249e19049
zu	w11_d249e19052
bringen	w13_d249e19056
gedenket,	w15_d249e19059
derjenige	w1_d249e19064
hat	w3_d249e19067
sich	w5_d249e19070
auf	w7_d249e19073
den	w9_d249e19076
12.	w11_d249e19079
künttigen	w13_d249e19083
Mo	w15_d249e19086
nats	w1_d249e19091
Junii	w3_d249e19094
fruh	w5_d249e19097
um	w7_d249e19100
8	w9_d249e19103
Uhr	w11_d249e19106
in	w13_d249e19110
Gemeiner	w15_d249e19113
Stadt	w17_d249e19116
Raht=haus	w1_d249e19121
einzufinden,	w3_d249e19124
und	w5_d249e19127
der	w7_d249e19130
gewöhnlichen	w9_d249e19133
Licitation	w1_d249e19139
beyzuwohnen.	w3_d249e19142
Actum	w5_d249e19145
Kloster	w7_d249e19148
neuburg	w1_d249e19153
in	w3_d249e19156
Senatu	w5_d249e19159
den	w7_d249e19162
22.	w9_d249e19165
May	w11_d249e19168
1758	w13_d249e19172
</p>
<p id="p12_d249e19176">
Den	w1_d249e19180
5.	w3_d249e19183
nächst=kommenden	w5_d249e19186
Monats	w7_d249e19189
Junii	w9_d249e19192
werden	w1_d249e19197
in	w3_d249e19200
dem	w5_d249e19203
kleinen	w7_d249e19206
Dorokh	w9_d249e19209
erhof	w11_d249e19212
im	w13_d249e19216
3ten	w15_d249e19219
Stack	w1_d249e19224
früh	w3_d249e19227
von	w5_d249e19230
9	w7_d249e19233
bis	w9_d249e19236
12.	w11_d249e19239
und	w13_d249e19243
Nachmittags	w15_d249e19246
von	w1_d249e19252
3.	w3_d249e19255
bis	w5_d249e19258
6.	w7_d249e19261
Uhr	w9_d249e19264
verschiedentlich	w11_d249e19267
kostbatt	w13_d249e19271
Gold	w1_d249e19276
und	w3_d249e19279
Silber=effecten,	w5_d249e19282
Bilder,	w7_d249e19285
Wäsch,	w9_d249e19288
ein=gewand,	w1_d249e19293
Spallier,	w3_d249e19296
und	w5_d249e19299
Zimmer	w7_d249e19302
einrich	w9_d249e19305
tung	w1_d249e19310
plus	w3_d249e19313
offerenti	w5_d249e19316
licitando	w7_d249e19319
verkauft	w9_d249e19322
werden.	w11_d249e19325
</p>
<p id="p14_d249e19328">
Es	w1_d249e19332
wird	w3_d249e19335
hiemit	w5_d249e19338
jedermänniglich	w7_d249e19341
kund	w9_d249e19344
und	w11_d249e19347
zu	w1_d249e19352
wissen	w3_d249e19355
gemacht,	w5_d249e19358
welcher	w7_d249e19361
gestalten	w9_d249e19364
den	w11_d249e19367
9ten	w13_d249e19371
künftigen	w1_d249e19376
Monats	w3_d249e19379
Junii	w5_d249e19382
die	w7_d249e19385
in	w9_d249e19388
der	w11_d249e19391
Rossaut	w13_d249e19395
alhier	w1_d249e19401
gelegene	w3_d249e19404
Auerische	w5_d249e19407
Behausung	w7_d249e19410
auf	w9_d249e19413
dem	w11_d249e19416
Raht=haus	w1_d249e19421
alhier	w3_d249e19424
licitando	w5_d249e19427
an	w7_d249e19430
dem	w9_d249e19433
Meist	w11_d249e19436
bietenden	w1_d249e19441
werde	w3_d249e19444
verkauffet	w5_d249e19447
werden,	w7_d249e19450
wer	w9_d249e19453
also	w11_d249e19456
diese	w1_d249e19461
Behausung	w3_d249e19464
käuflich	w5_d249e19467
an	w7_d249e19470
sich	w9_d249e19473
zu	w11_d249e19476
bringen	w13_d249e19480
gedenket,	w1_d249e19486
derselbe	w3_d249e19489
kan	w5_d249e19492
sich	w7_d249e19495
an	w9_d249e19498
obbestimmten	w11_d249e19501
Tag	w1_d249e19506
auf	w3_d249e19509
dem	w5_d249e19512
allhiesigen	w7_d249e19515
Raht=haus	w9_d249e19518
Fruh	w11_d249e19521
um	w1_d249e19526
8.	w3_d249e19529
Uhr	w5_d249e19532
behörig	w7_d249e19535
anmelden.	w9_d249e19538
</p>
<p id="p16_d249e19541">
Es	w1_d249e19545
wird	w3_d249e19548
hiermit	w5_d249e19551
dem	w7_d249e19554
Publico	w9_d249e19557
zuwissen	w11_d249e19560
gemacht,	w1_d249e19565
was	w3_d249e19568
gestalten	w5_d249e19571
der	w7_d249e19574
Claudius	w9_d249e19577
Adam	w11_d249e19580
Schenegg	w1_d249e19585
angestelt	w3_d249e19588
gewester	w5_d249e19591
Kreiß=amts	w7_d249e19594
Secretarius	w1_d249e19600
zu	w3_d249e19603
Bruck	w5_d249e19606
an	w7_d249e19609
der	w9_d249e19612
Muhr	w11_d249e19615
ab	w13_d249e19619
in.	w15_d249e19622
testato	w1_d249e19627
verstorben	w3_d249e19630
seye,	w5_d249e19633
da	w7_d249e19636
nun	w9_d249e19639
aber	w11_d249e19642
der	w13_d249e19646
ver	w15_d249e19649
storbene	w1_d249e19654
Scheneag	w3_d249e19657
in	w5_d249e19660
Oesterreich	w7_d249e19663
geboren,	w9_d249e19666
mithin	w1_d249e19671
dessen	w3_d249e19674
nächste	w5_d249e19677
Befreundte	w7_d249e19680
alda	w9_d249e19683
aus	w11_d249e19686
fündig	w1_d249e19692
zumachen	w3_d249e19695
seynd,	w5_d249e19698
als	w7_d249e19701
werden	w9_d249e19704
derjenige,	w11_d249e19707
oder	w1_d249e19712
diejenige,	w3_d249e19715
so	w5_d249e19718
die	w7_d249e19721
nächste	w9_d249e19724
Befreundte	w11_d249e19727
seynd,	w1_d249e19732
mit	w3_d249e19735
der	w5_d249e19738
behörigen	w7_d249e19741
Legitimation	w9_d249e19744
bey	w11_d249e19747
der	w1_d249e19752
Hochlöbl.	w3_d249e19755
N.	w5_d249e19758
Oe	w7_d249e19761
Regierung	w9_d249e19764
zu	w11_d249e19767
Gratz	w13_d249e19771
sich	w1_d249e19777
anzumelden,	w3_d249e19780
und	w5_d249e19783
wegen	w7_d249e19786
Einantwortung	w9_d249e19789
bemeldeter	w1_d249e19794
Verlassenschaft	w3_d249e19797
das	w5_d249e19800
nöhtige	w7_d249e19803
vorzu	w9_d249e19806
kehren	w1_d249e19811
wissen.	w3_d249e19814
</p>
<head id="h2_d249e19905">
Extract=schreiben	w1_d249e19909
aus	w3_d249e19912
Gibraltar	w5_d249e19915
31.	w1_d249e19920
Martii.	w3_d249e19923
</head>
<p id="p4_d249e19926">
All	w1_d249e19930
Ende	w3_d249e19933
vorigen	w5_d249e19936
Monats	w7_d249e19939
ist	w9_d249e19942
der	w11_d249e19945
Admiral	w13_d249e19949
Osborne	w1_d249e19954
mit	w3_d249e19957
seiner	w5_d249e19960
Flotte	w7_d249e19963
allhier	w9_d249e19966
ange	w11_d249e19969
langet.	w1_d249e19974
Vor	w3_d249e19977
14.	w5_d249e19980
Tägen	w7_d249e19983
hat	w9_d249e19986
dieser	w11_d249e19989
Herr	w13_d249e19993
auf	w15_d249e19996
einmal	w1_d249e20002
das	w3_d249e20005
Gesicht	w5_d249e20008
an	w7_d249e20011
einem	w9_d249e20014
Aug	w11_d249e20017
verloren,	w13_d249e20021
und	w1_d249e20026
drey	w3_d249e20029
Täge	w5_d249e20032
darnach	w7_d249e20035
wurde	w9_d249e20038
er	w11_d249e20041
auf	w13_d249e20045
der	w15_d249e20048
einen	w17_d249e20051
Seiten	w1_d249e20056
von	w3_d249e20059
dem	w5_d249e20062
Schlag	w7_d249e20065
gerühret,	w9_d249e20068
deme	w11_d249e20071
un	w13_d249e20075
geachtet	w1_d249e20080
aber	w3_d249e20083
bliebe	w5_d249e20086
er	w7_d249e20089
bey	w9_d249e20092
dem	w11_d249e20095
Gebrauch	w13_d249e20099
sey	w15_d249e20102
ner	w1_d249e20108
Sinnen,	w3_d249e20111
und	w5_d249e20114
für	w7_d249e20117
jetzt	w9_d249e20120
ist	w11_d249e20123
er	w13_d249e20127
so	w15_d249e20130
gut	w17_d249e20133
herge	w19_d249e20136
stellet,	w1_d249e20141
daß	w3_d249e20144
er,	w5_d249e20147
wie	w7_d249e20150
ehehin,	w9_d249e20153
mit	w11_d249e20156
Ertheilung	w13_d249e20160
der	w15_d249e20163
Ordre	w1_d249e20168
continuiren	w3_d249e20171
kan.	w5_d249e20174
Unsere	w7_d249e20177
Communi	w9_d249e20180
tation	w1_d249e20185
mit	w3_d249e20188
der	w5_d249e20191
Barbarey,	w7_d249e20194
woher	w9_d249e20197
wir	w11_d249e20200
bedürfen	w13_d249e20204
den	w1_d249e20210
Falls	w3_d249e20213
unsere	w5_d249e20216
Provision	w7_d249e20219
genommen	w9_d249e20222
haben,	w11_d249e20225
ist	w1_d249e20230
gegenwärtig	w3_d249e20233
durch	w5_d249e20236
einen	w7_d249e20239
Zufall	w9_d249e20242
unterbro	w11_d249e20245
chen	w1_d249e20250
worden.	w3_d249e20253
Es	w5_d249e20256
hat	w7_d249e20259
nämlich	w9_d249e20262
eine	w11_d249e20265
Fregatte,	w13_d249e20269
an	w1_d249e20274
welcher	w3_d249e20277
die	w5_d249e20280
Mohren	w7_d249e20283
zu	w9_d249e20286
Sale	w11_d249e20289
5.	w13_d249e20293
Jahr	w15_d249e20296
lang	w17_d249e20299
gebauet	w1_d249e20305
hatten,	w3_d249e20308
bey	w5_d249e20311
ihren	w7_d249e20314
Auslauffen	w9_d249e20317
in	w11_d249e20320
die	w13_d249e20324
See,	w1_d249e20329
bey	w3_d249e20332
Nachts=zeit	w5_d249e20335
die	w7_d249e20338
Sirene,	w9_d249e20341
eines	w11_d249e20344
von	w13_d249e20348
unseren	w1_d249e20353
Schiffen,	w3_d249e20356
von	w5_d249e20359
20.	w7_d249e20362
Canonen	w9_d249e20365
angetrof	w11_d249e20368
fen,	w1_d249e20373
ist	w3_d249e20376
auf	w5_d249e20379
dasselbe	w7_d249e20382
los	w9_d249e20385
gegangen,	w11_d249e20388
und	w13_d249e20392
hat	w15_d249e20395
gleichsam	w1_d249e20401
zur	w3_d249e20404
Probe	w5_d249e20407
ihrer	w7_d249e20410
Tapferkeit	w9_d249e20413
demse	w11_d249e20416
ben	w1_d249e20421
eine	w3_d249e20424
volle	w5_d249e20427
Lage	w7_d249e20430
aus	w9_d249e20433
ihrem	w11_d249e20436
groben	w13_d249e20440
und	w15_d249e20443
klei	w17_d249e20446
nen	w1_d249e20451
Geschütz	w3_d249e20454
gegeben;	w5_d249e20457
welches	w7_d249e20460
die	w9_d249e20463
Sirene	w11_d249e20466
alsobald	w1_d249e20471
mit	w3_d249e20474
Gegen=feuren	w5_d249e20477
erwiederet,	w7_d249e20480
so,	w9_d249e20483
daß	w1_d249e20489
binnen	w3_d249e20492
einer	w5_d249e20495
Zeit	w7_d249e20498
von	w9_d249e20501
anderthalb	w11_d249e20504
Stun	w13_d249e20508
ben,	w1_d249e20513
der	w3_d249e20516
Saletiner	w5_d249e20519
mast=los	w7_d249e20522
gemacht,	w9_d249e20525
und	w11_d249e20528
durch	w1_d249e20533
einen	w3_d249e20536
starken	w5_d249e20539
West=wind	w7_d249e20542
auf	w9_d249e20545
den	w11_d249e20548
sechsten	w13_d249e20552
Grund	w1_d249e20557
am	w3_d249e20560
Cap=spartel	w5_d249e20563
getrieben	w7_d249e20566
worden	w9_d249e20569
ist,	w11_d249e20572
allwo	w1_d249e20578
er	w3_d249e20581
zu	w5_d249e20584
Scheitern	w7_d249e20587
gieng,	w9_d249e20590
da	w11_d249e20593
dann	w13_d249e20597
von	w15_d249e20600
400.	w17_d249e20603
Mann,	w1_d249e20608
woraus	w3_d249e20611
seine	w5_d249e20614
Equipage	w7_d249e20617
bestanden	w9_d249e20620
wa	w11_d249e20623
re,	w1_d249e20628
nicht	w3_d249e20631
mehr	w5_d249e20634
als	w7_d249e20637
4.	w9_d249e20640
sich	w11_d249e20643
haben	w13_d249e20647
retten	w15_d249e20650
kön	w17_d249e20653
nen.	w1_d249e20658
Nunmehro	w3_d249e20661
verlanget	w5_d249e20664
der	w7_d249e20667
Kaiser	w9_d249e20670
zu	w11_d249e20673
Marocco	w1_d249e20679
zur	w3_d249e20682
Sattsfaction	w5_d249e20685
2.	w7_d249e20688
Schiffe	w9_d249e20691
von	w11_d249e20694
20.	w13_d249e20698
Canonen,	w1_d249e20703
und	w3_d249e20706
hat	w5_d249e20709
bis	w7_d249e20712
dorthin	w9_d249e20715
alle	w11_d249e20718
Communi	w13_d249e20722
tation	w1_d249e20727
mit	w3_d249e20730
uns	w5_d249e20733
verboten.	w7_d249e20736
Während	w9_d249e20739
als	w11_d249e20742
die	w13_d249e20746
ses	w1_d249e20751
vorgegangen,	w3_d249e20754
ist	w5_d249e20757
unser	w7_d249e20760
General=consul	w9_d249e20763
in	w11_d249e20766
der	w1_d249e20772
Barbarey	w3_d249e20775
von	w5_d249e20778
Fetz	w7_d249e20781
nach	w9_d249e20784
Tetuan	w11_d249e20787
unterwegs	w13_d249e20791
gewesen,	w1_d249e20796
um	w3_d249e20799
hieher	w5_d249e20802
zu	w7_d249e20805
kommen,	w9_d249e20808
allwo	w11_d249e20811
wir	w13_d249e20815
ihn	w15_d249e20818
sehr	w1_d249e20823
wol	w3_d249e20826
hätten	w5_d249e20829
brauchen	w7_d249e20832
können.	w9_d249e20835
Dieser	w11_d249e20838
wurde	w1_d249e20843
aber	w3_d249e20846
arrestirt	w5_d249e20849
und	w7_d249e20852
nach	w9_d249e20855
Fetz	w11_d249e20858
zuruck	w13_d249e20862
ge	w15_d249e20865
bracht,	w1_d249e20871
von	w3_d249e20874
dannen	w5_d249e20877
man	w7_d249e20880
seit	w9_d249e20883
dem	w11_d249e20886
seinen	w13_d249e20890
klägli	w15_d249e20893
chen	w1_d249e20898
Tod	w3_d249e20901
zu	w5_d249e20904
vernehmen	w7_d249e20907
gehabt	w9_d249e20910
Man	w11_d249e20913
hat	w13_d249e20917
ihn	w15_d249e20920
nämlich	w1_d249e20925
tod	w3_d249e20928
gefunden,	w5_d249e20931
und	w7_d249e20934
obgleich	w9_d249e20937
die	w11_d249e20940
Ma	w13_d249e20944
</p>
<p id="p6_d249e20947">
roccaner	w1_d249e20951
vorgeben,	w3_d249e20954
daß	w5_d249e20957
er	w7_d249e20960
sich	w9_d249e20963
selbsten	w11_d249e20966
umge	w13_d249e20970
bracht	w1_d249e20975
habe,	w3_d249e20978
so	w5_d249e20981
wird	w7_d249e20984
doch	w9_d249e20987
für	w11_d249e20990
wahrscheinlicher	w13_d249e20994
erachtet,	w1_d249e20999
daß	w3_d249e21002
sie	w5_d249e21005
meuchel=mörderische	w7_d249e21008
Hand	w9_d249e21011
an	w1_d249e21017
ihn	w3_d249e21020
geleget	w5_d249e21023
haben.	w7_d249e21026
Er	w9_d249e21029
ware	w11_d249e21032
ein	w13_d249e21036
Mann	w1_d249e21041
von	w3_d249e21044
Meriten	w5_d249e21047
und	w7_d249e21050
Verstand,	w9_d249e21053
der	w11_d249e21056
nicht	w13_d249e21060
genug	w1_d249e21065
kan	w3_d249e21068
bedauret	w5_d249e21071
werden.	w7_d249e21074
</p>
<head id="h2_d249e21080">
Paris	w1_d249e21084
20.	w3_d249e21087
May.	w5_d249e21090
</head>
<p id="p4_d249e21093">
Die	w1_d249e21097
Unordnungen	w3_d249e21100
und	w5_d249e21103
Mißbräuche,	w7_d249e21106
so	w9_d249e21109
bey	w11_d249e21112
unseren	w1_d249e21117
Trupen	w3_d249e21120
tief	w5_d249e21123
eingewurzelt	w7_d249e21126
seynd,	w9_d249e21129
wer	w11_d249e21132
den	w1_d249e21137
noch	w3_d249e21140
immerfort	w5_d249e21143
zu	w7_d249e21146
heben	w9_d249e21149
gesuchet.	w11_d249e21152
Die	w13_d249e21156
Generals	w1_d249e21162
dörfen,	w3_d249e21165
so	w5_d249e21168
lang	w7_d249e21171
als	w9_d249e21174
ihr	w11_d249e21177
Bestallungs	w13_d249e21181
brief	w1_d249e21186
in	w3_d249e21189
Activität	w5_d249e21192
stehet,	w7_d249e21195
die	w9_d249e21198
Uniforme	w11_d249e21201
nicht	w13_d249e21205
ablegen;	w1_d249e21210
um	w3_d249e21213
jedoch	w5_d249e21216
den	w7_d249e21219
Aufwand	w9_d249e21222
zu	w11_d249e21225
ver	w13_d249e21229
minderen,	w1_d249e21234
läst	w3_d249e21237
der	w5_d249e21240
König	w7_d249e21243
zweyerley	w9_d249e21246
Uniform	w11_d249e21249
gelten,	w1_d249e21255
nämlich	w3_d249e21258
eine	w5_d249e21261
nach	w7_d249e21264
dem	w9_d249e21267
dermaligen	w11_d249e21270
Gebrauch,	w1_d249e21275
und	w3_d249e21278
diese	w5_d249e21281
ist	w7_d249e21284
sehr	w9_d249e21287
reich,	w11_d249e21290
und	w13_d249e21294
eine	w15_d249e21297
andere,	w1_d249e21302
davon	w3_d249e21305
die	w5_d249e21308
Bordure	w7_d249e21311
zwar	w9_d249e21314
einerley	w11_d249e21317
Des	w13_d249e21321
sein	w1_d249e21326
mit	w3_d249e21329
der	w5_d249e21332
ersten	w7_d249e21335
hat,	w9_d249e21338
die	w11_d249e21341
Borden	w13_d249e21345
aber	w15_d249e21348
schmähler	w1_d249e21354
seynd.	w3_d249e21357
Hiernächst	w5_d249e21360
ist	w7_d249e21363
auch	w9_d249e21366
alles	w11_d249e21369
Porcelan	w1_d249e21374
und	w3_d249e21377
Fayence	w5_d249e21380
Geschirr	w7_d249e21383
verboten	w9_d249e21386
worden,	w1_d249e21391
so	w3_d249e21394
haben	w5_d249e21397
auch	w7_d249e21400
die	w9_d249e21403
Majors,	w11_d249e21406
welche	w13_d249e21410
um	w1_d249e21415
die	w3_d249e21418
Erlaubnuß	w5_d249e21421
gebetten,	w7_d249e21424
für	w9_d249e21427
ihre	w11_d249e21430
Brief	w13_d249e21434
schaften	w1_d249e21440
und	w3_d249e21443
Gelder	w5_d249e21446
einen	w7_d249e21449
Wagen	w9_d249e21452
halten	w11_d249e21455
zu	w13_d249e21459
dörfen,	w1_d249e21464
hierinnen	w3_d249e21467
einen	w5_d249e21470
Abschlag	w7_d249e21473
bekommen,	w9_d249e21476
und	w1_d249e21481
nur	w3_d249e21484
blos	w5_d249e21487
denen	w7_d249e21490
Obristen	w9_d249e21493
und	w11_d249e21496
Staabs	w13_d249e21500
chyrurgis	w1_d249e21505
ist	w3_d249e21508
ein	w5_d249e21511
Wagen	w7_d249e21514
mit	w9_d249e21517
4.	w11_d249e21520
Rädern	w13_d249e21524
er	w15_d249e21527
laubt,	w1_d249e21533
auf	w3_d249e21536
den	w5_d249e21539
sie	w7_d249e21542
aber	w9_d249e21545
ihre	w11_d249e21548
Namen	w13_d249e21552
und	w15_d249e21555
der	w17_d249e21558
Namen	w1_d249e21563
ihres	w3_d249e21566
Regiments	w5_d249e21569
müssen	w7_d249e21572
anmachen	w9_d249e21575
lassen.	w1_d249e21580
Uebrigens	w3_d249e21583
darf	w5_d249e21586
auch	w7_d249e21589
kein	w9_d249e21592
Domesti	w11_d249e21595
que	w1_d249e21600
bey	w3_d249e21603
Straffe	w5_d249e21606
der	w7_d249e21609
Galeeren	w9_d249e21612
den	w11_d249e21615
Dienst	w13_d249e21619
seines	w15_d249e21622
Herrns	w1_d249e21628
verlassen,	w3_d249e21631
unter	w5_d249e21634
was	w7_d249e21637
für	w9_d249e21640
Prätext	w11_d249e21643
es	w13_d249e21647
auch	w1_d249e21652
seye,	w3_d249e21655
ohne	w5_d249e21658
einen	w7_d249e21661
förmlichen	w9_d249e21664
Abschied	w11_d249e21667
zu	w13_d249e21671
dem	w1_d249e21676
Corps	w3_d249e21679
der	w5_d249e21682
Armee	w7_d249e21685
sich	w9_d249e21688
zu	w11_d249e21691
begeben,	w13_d249e21695
das	w15_d249e21698
unter	w1_d249e21703
seinem	w3_d249e21706
Commando	w5_d249e21709
nach	w7_d249e21712
Böheim	w9_d249e21715
mar	w11_d249e21718
schiren	w1_d249e21724
wird.	w3_d249e21727
</p>
<p id="p6_d249e21730">
Die	w1_d249e21734
Krankheiten	w3_d249e21737
raffen	w5_d249e21740
zwar	w7_d249e21743
viele	w9_d249e21746
Personen	w11_d249e21749
in	w1_d249e21754
hiesiger	w3_d249e21757
Haupt=stadt	w5_d249e21760
weg;	w7_d249e21763
Jhre	w9_d249e21766
Majestä	w11_d249e21769
ten	w1_d249e21774
aber,	w3_d249e21777
und	w5_d249e21780
die	w7_d249e21783
ganze	w9_d249e21786
Königl.	w11_d249e21789
Famille	w13_d249e21793
ge	w15_d249e21796
niessen	w1_d249e21802
einer	w3_d249e21805
vollkommenen	w5_d249e21808
Gesundheit	w7_d249e21811
zu	w9_d249e21814
Ver	w11_d249e21817
sailles.	w1_d249e21822
Die	w3_d249e21825
Frau	w5_d249e21828
Marschallin	w7_d249e21831
von	w9_d249e21834
Jseng	w11_d249e21837
hien,	w1_d249e21842
so	w3_d249e21845
albereits	w5_d249e21848
14.	w7_d249e21851
Täge	w9_d249e21854
vorhero	w11_d249e21857
für	w13_d249e21861
todt	w15_d249e21864
ausgegeben	w1_d249e21869
worden,	w3_d249e21872
ist	w5_d249e21875
erst	w7_d249e21878
am	w9_d249e21881
27.	w11_d249e21884
des	w13_d249e21888
ver	w15_d249e21891
gangenen	w1_d249e21897
Monats	w3_d249e21900
aus	w5_d249e21903
der	w7_d249e21906
Welt	w9_d249e21909
gegangen.	w11_d249e21912
Jhr	w1_d249e21917
entseelter	w3_d249e21920
Leichnam	w5_d249e21923
sowol,	w7_d249e21926
als	w9_d249e21929
der	w11_d249e21932
von	w13_d249e21936
</p>
<p id="p10_d249e21941">
der	w1_d249e21945
Marquise,	w3_d249e21948
von	w5_d249e21951
Soyecourt,	w7_d249e21954
wurde	w9_d249e21957
zu	w1_d249e21962
St.	w3_d249e21965
Sulpice	w5_d249e21968
mit	w7_d249e21971
grossem	w9_d249e21974
Gepräng	w11_d249e21977
zur	w13_d249e21981
Erden	w1_d249e21986
bestattet.	w3_d249e21989
Von	w5_d249e21992
denen	w7_d249e21995
graßirenden	w9_d249e21998
Krankheiten	w1_d249e22004
ist,	w3_d249e22007
wie	w5_d249e22010
leicht	w7_d249e22013
zu	w9_d249e22016
erachten,	w11_d249e22019
der	w13_d249e22023
gemeine	w1_d249e22028
Mann	w3_d249e22031
so	w5_d249e22034
wenig	w7_d249e22037
befreyet,	w9_d249e22040
daß	w11_d249e22043
viel	w13_d249e22047
mehr	w1_d249e22052
alle	w3_d249e22055
Täge	w5_d249e22058
eine	w7_d249e22061
Menge	w9_d249e22064
Leute	w11_d249e22067
begra	w13_d249e22071
ben	w1_d249e22076
werden.	w3_d249e22079
Die	w5_d249e22082
zu	w7_d249e22085
Brest	w9_d249e22088
graßirte	w11_d249e22091
anstecken	w13_d249e22095
de	w1_d249e22101
Krankheit,	w3_d249e22104
welche	w5_d249e22107
unsere	w7_d249e22110
aus	w9_d249e22113
Jndien	w11_d249e22116
zu	w13_d249e22120
ruck	w1_d249e22125
gekommene	w3_d249e22128
Flotte	w5_d249e22131
dahin	w7_d249e22134
gebracht	w9_d249e22137
hat,	w11_d249e22140
hat	w1_d249e22145
endlich	w3_d249e22148
nachgelassen,	w5_d249e22151
nachdeme	w7_d249e22154
sie	w9_d249e22157
einen	w11_d249e22160
ziemlichen	w1_d249e22165
Theil	w3_d249e22168
deren	w5_d249e22171
Matrosen	w7_d249e22174
und	w9_d249e22177
allda	w11_d249e22180
be	w13_d249e22184
findlichen	w1_d249e22190
Soldaten,	w3_d249e22193
nebst	w5_d249e22196
einer	w7_d249e22199
Menge	w9_d249e22202
von	w11_d249e22205
Jnnwohnern,	w1_d249e22210
weggerissen	w3_d249e22213
hat.	w5_d249e22216
</p>
<head id="h2_d249e22222">
EDICT.	w1_d249e22226
</head>
<p id="p4_d249e22229">
Von	w1_d249e22233
der	w3_d249e22236
Kaiserl.	w5_d249e22239
Königl.	w7_d249e22242
N.	w9_d249e22245
Oe.	w11_d249e22248
Reprä	w13_d249e22252
sentation	w1_d249e22257
und	w3_d249e22260
Cammer	w5_d249e22263
wird	w7_d249e22266
hiemit	w9_d249e22269
jeder	w11_d249e22272
männiglich	w1_d249e22277
sowol	w3_d249e22280
an	w5_d249e22283
als	w7_d249e22286
Abwesenden,	w9_d249e22289
wel	w11_d249e22292
che	w1_d249e22298
an	w3_d249e22301
des	w5_d249e22304
verstorbenen	w7_d249e22307
Christoph	w9_d249e22310
Simavon	w11_d249e22313
eines	w1_d249e22318
Armenier,	w3_d249e22321
und	w5_d249e22324
Türkischen	w7_d249e22327
Unterthans	w9_d249e22330
Erb=sprüche	w1_d249e22335
oder	w3_d249e22338
anderweite	w5_d249e22341
Forderun	w7_d249e22344
gen	w1_d249e22349
zu	w3_d249e22352
stellen	w5_d249e22355
vermeinen,	w7_d249e22358
durch	w9_d249e22361
gegenwärti	w11_d249e22364
ge	w1_d249e22370
Convocation	w3_d249e22373
kund	w5_d249e22376
und	w7_d249e22379
zu	w9_d249e22382
wissen	w11_d249e22385
gemacht	w13_d249e22389
daß	w1_d249e22394
