<doc id="wr_1757-01-29" attrs="word" year="1757" month="01" day="29" corpus="2">
<head id="h2_d113e2714">
Tripoli	w1_d113e2718
und	w3_d113e17155
nach	w5_d113e17158
der	w7_d113e17161
von	w9_d113e17164
beeden	w11_d113e17167
Theilen	w13_d113e17171
an	w15_d113e17174
gehörten	w1_d113e17179
Nohtdurft	w3_d113e17182
unter	w5_d113e17185
19.	w7_d113e17188
hujus	w9_d113e17191
veran	w11_d113e17194
last,	w1_d113e17199
daß	w3_d113e17202
über	w5_d113e17205
der	w7_d113e17208
widerholten	w9_d113e17211
Güßin	w11_d113e17214
nach	w13_d113e17218
gelassenes	w1_d113e17223
Vermögen	w3_d113e17226
deren	w5_d113e17229
aus	w7_d113e17232
der	w9_d113e17235
Rußischen	w11_d113e17238
Cridæ	w1_d113e17244
massa	w3_d113e17247
in	w5_d113e17250
Capitali	w7_d113e17253
&	w9_d113e17256
Interesse	w11_d113e17259
ge	w13_d113e17263
bührenden	w1_d113e17268
53.	w3_d113e17271
fl.	w5_d113e17274
11.	w7_d113e17277
kr.	w9_d113e17280
ein	w11_d113e17283
drittl	w13_d113e17287
pf.	w15_d113e17290
ein	w17_d113e17293
ordentliches	w1_d113e17298
Convocations=edict	w3_d113e17301
auf	w5_d113e17304
6.	w7_d113e17307
Wo	w9_d113e17310
chen	w1_d113e17315
3.	w3_d113e17318
Täg	w5_d113e17321
pro	w7_d113e17324
1mo	w9_d113e17327
2lo	w11_d113e17330
&	w13_d113e17334
3tio	w15_d113e17337
Ter-	w17_d113e17340
mino	w1_d113e17346
bey	w3_d113e17349
der	w5_d113e17352
Klosters	w7_d113e17355
Grund=buchs=canz	w9_d113e17358
ley	w1_d113e17363
ausgefertiget,	w3_d113e17366
und	w5_d113e17369
in	w7_d113e17372
diesem	w9_d113e17375
der	w11_d113e17378
21zigste	w13_d113e17382
künftigen	w1_d113e17387
Monats	w3_d113e17390
Martii	w5_d113e17393
Vormittag	w7_d113e17396
um	w9_d113e17399
9.	w11_d113e17402
</p>
<p id="p6_d113e17405">
Uhr	w1_d113e17409
sowol	w3_d113e17412
zur	w5_d113e17415
Anmeld	w7_d113e17418
als	w9_d113e17421
auch	w11_d113e17424
legitimir	w13_d113e17428
und	w1_d113e17433
liquidirung	w3_d113e17436
mit	w5_d113e17439
der	w7_d113e17442
Clausul	w9_d113e17445
angesetzet,	w11_d113e17448
daß	w1_d113e17453
all	w3_d113e17456
diejenige,	w5_d113e17459
so	w7_d113e17462
an	w9_d113e17465
dieser	w11_d113e17468
der	w13_d113e17472
Barbara	w15_d113e17475
Güßin	w1_d113e17481
Verlassenschaft	w3_d113e17484
deren	w5_d113e17487
53.	w7_d113e17490
fl.	w9_d113e17493
11.	w11_d113e17496
kr.	w13_d113e17500
ein	w1_d113e17505
drittl	w3_d113e17508
pf.	w5_d113e17511
von	w7_d113e17514
Erbschafts	w9_d113e17517
wegen,	w11_d113e17520
Jure	w13_d113e17524
Crediti,	w1_d113e17529
aut	w3_d113e17532
alio	w5_d113e17535
demum	w7_d113e17538
titulo	w9_d113e17541
quocun-	w11_d113e17544
que	w1_d113e17549
einige	w3_d113e17552
Sprüch	w5_d113e17555
und	w7_d113e17558
Forderung	w9_d113e17561
zu	w11_d113e17564
haben	w13_d113e17568
glauben,	w1_d113e17574
sich	w3_d113e17577
derentwillen	w5_d113e17580
also	w7_d113e17583
gewis	w9_d113e17586
den	w11_d113e17589
21zigsten	w1_d113e17594
Martii	w3_d113e17597
dies	w5_d113e17600
Jahrs	w7_d113e17603
Vormittag	w9_d113e17606
um	w11_d113e17609
9.	w1_d113e17614
Uhr	w3_d113e17617
in	w5_d113e17620
der	w7_d113e17623
Klosters	w9_d113e17626
Grund=stuben	w11_d113e17629
an	w13_d113e17633
melden,	w1_d113e17638
und	w3_d113e17641
ihre	w5_d113e17644
zu	w7_d113e17647
haben	w9_d113e17650
glaubende	w11_d113e17653
For	w13_d113e17657
derungen	w1_d113e17663
liquidiren,	w3_d113e17666
wie	w5_d113e17669
im	w7_d113e17672
Widrigen,	w9_d113e17675
sie	w11_d113e17678
hiemit	w1_d113e17683
nicht	w3_d113e17686
mehr	w5_d113e17689
gehöret,	w7_d113e17692
sondern	w9_d113e17695
diese	w11_d113e17698
der	w13_d113e17702
eröfterten	w1_d113e17707
Güßin	w3_d113e17710
Verlassenschaft	w5_d113e17713
zwischen	w7_d113e17716
obernannten	w1_d113e17721
Pruner	w3_d113e17724
/	w5_d113e17727
und	w7_d113e17730
dem	w9_d113e17733
Güßischen	w11_d113e17736
Herrn	w1_d113e17742
Curatorem	w3_d113e17745
ad	w5_d113e17748
Actum	w7_d113e17751
abgehandlet,	w9_d113e17754
auch	w1_d113e17759
denen,	w3_d113e17762
welche	w5_d113e17765
sich	w7_d113e17768
nicht	w9_d113e17771
gemeldet,	w11_d113e17774
das	w13_d113e17778
ewige	w1_d113e17783
Stillschweigen	w3_d113e17786
auferlegt	w5_d113e17789
werden	w7_d113e17792
solle,	w9_d113e17795
wornach	w1_d113e17800
ein	w3_d113e17803
jeder	w5_d113e17806
seinem	w7_d113e17809
Recht	w9_d113e17812
zu	w11_d113e17815
invigi-	w13_d113e17819
liren,	w1_d113e17825
und	w3_d113e17828
vor	w5_d113e17831
Schaden	w7_d113e17834
sich	w9_d113e17837
zu	w11_d113e17840
hüten	w13_d113e17844
wissen	w15_d113e17847
wird.	w1_d113e17852
Actum	w3_d113e17855
Wien	w5_d113e17858
in	w7_d113e17861
Kloster	w9_d113e17864
bey	w11_d113e17867
der	w13_d113e17871
Him	w15_d113e17874
mel=pforten,	w1_d113e17879
den	w3_d113e17882
24.	w5_d113e17885
Jenner	w7_d113e17888
1757.	w9_d113e17891
Pr.	w1_d113e17896
Grund=buch	w3_d113e17899
alda.	w5_d113e17902
</p>
<p id="p8_d113e17905">
Auf	w1_d113e17909
ergangene	w3_d113e17912
Hochlöbl.	w5_d113e17915
Kaiserl.	w7_d113e17918
Königl.	w9_d113e17921
Repräsentations	w1_d113e17926
und	w3_d113e17929
Cammer=verordnung,	w5_d113e17932
werden	w1_d113e17937
den	w3_d113e17940
23.	w5_d113e17943
Februar.	w7_d113e17946
lauffenden	w9_d113e17949
1757ten	w11_d113e17952
Jahrs	w1_d113e17958
in	w3_d113e17961
dem	w5_d113e17964
Lands=fürstl.	w7_d113e17967
Markt	w9_d113e17970
Berch	w11_d113e17973
toldsdorf	w1_d113e17978
nächst	w3_d113e17981
Wien	w5_d113e17984
nachbenannte	w7_d113e17987
Stif	w9_d113e17990
tungs=Weingärten,	w1_d113e17995
als:	w3_d113e17998
Ein	w5_d113e18001
10.	w7_d113e18004
Pfund	w9_d113e18007
ner	w1_d113e18012
im	w3_d113e18015
Kreit,	w5_d113e18018
ingleichen	w7_d113e18021
zwey	w9_d113e18024
10.	w11_d113e18027
Pfund	w13_d113e18031
ner	w1_d113e18037
in	w3_d113e18040
langen	w5_d113e18043
Limbergen,	w7_d113e18046
und	w9_d113e18049
8.	w11_d113e18052
Pfund	w13_d113e18056
im	w15_d113e18059
Eimer,	w1_d113e18064
item	w3_d113e18067
14.	w5_d113e18070
Pfund	w7_d113e18073
in	w9_d113e18076
Sätzen	w11_d113e18079
Liesinger	w13_d113e18083
Gebürg,	w1_d113e18088
dann	w3_d113e18091
10.	w5_d113e18094
und	w7_d113e18097
ein	w9_d113e18100
8.	w11_d113e18103
Pfundner	w13_d113e18107
in	w15_d113e18110
Haspeln,	w1_d113e18115
endlichen	w3_d113e18118
6.	w5_d113e18121
Pfund	w7_d113e18124
in	w9_d113e18127
langen	w11_d113e18130
Lim	w13_d113e18134
bergen,	w1_d113e18140
und	w3_d113e18143
7.	w5_d113e18146
Pfund	w7_d113e18149
in	w9_d113e18152
der	w11_d113e18155
Winterhage	w13_d113e18159
nau,	w1_d113e18164
dem	w3_d113e18167
Meist=biettenden,	w5_d113e18170
und	w7_d113e18173
besser	w9_d113e18176
zah	w11_d113e18179
lenden	w1_d113e18184
Licitando	w3_d113e18187
feil	w5_d113e18190
gebotten	w7_d113e18193
werden.	w9_d113e18196
Wer	w11_d113e18199
nun	w1_d113e18204
ein	w3_d113e18207
oder	w5_d113e18210
mehrere	w7_d113e18213
von	w9_d113e18216
diesen	w11_d113e18219
Grundstü	w13_d113e18223
cken	w1_d113e18229
käuflich	w3_d113e18232
an	w5_d113e18235
sich	w7_d113e18238
zu	w9_d113e18241
bringen	w11_d113e18244
Belieben	w13_d113e18248
tra	w15_d113e18251
get,	w1_d113e18256
der	w3_d113e18259
hat	w5_d113e18262
sich	w7_d113e18265
in	w9_d113e18268
vorbestimmten	w11_d113e18271
Tag	w13_d113e18275
früh	w15_d113e18278
um	w1_d113e18283
8	w3_d113e18286
Uhr,	w5_d113e18289
auf	w7_d113e18292
dem	w9_d113e18295
Raht=hauß	w11_d113e18298
zu	w13_d113e18302
gedach	w15_d113e18305
tem	w1_d113e18310
Berchtoldstorf	w3_d113e18313
anzumelden.	w5_d113e18316
</p>
<p id="p10_d113e18319">
NB.	w1_d113e18323
Es	w3_d113e18326
dienet	w5_d113e18329
dem	w7_d113e18332
Publico	w9_d113e18335
zur	w11_d113e18338
Nachricht	w13_d113e18342
daß	w1_d113e18347
den	w3_d113e18350
28zigsten	w5_d113e18353
künftigen	w7_d113e18356
Monats	w9_d113e18359
Februarii	w11_d113e18362
in	w1_d113e18367
dem	w3_d113e18370
Hochfürstl.	w5_d113e18373
grossen	w7_d113e18376
Passauer=hof	w9_d113e18379
die	w11_d113e18382
Peterneggische	w1_d113e18388
ehemals	w3_d113e18391
Pentenriderische	w5_d113e18394
Bi	w7_d113e18397
bliotheque	w1_d113e18402
licitando	w3_d113e18405
verkauft	w5_d113e18408
werden	w7_d113e18411
solle.	w9_d113e18414
Der	w11_d113e18417
Catalogus	w1_d113e18422
ist	w3_d113e18425
auf	w5_d113e18428
der	w7_d113e18431
hohen	w9_d113e18434
Brucken	w11_d113e18437
im	w13_d113e18441
Buch	w15_d113e18444
laden	w1_d113e18449
zum	w3_d113e18452
goldenen	w5_d113e18455
Vließ	w7_d113e18458
gratis	w9_d113e18461
zu	w11_d113e18464
haben.	w13_d113e18468
</p>
<head id="h2_d113e18567">
Regenspurg	w1_d113e18571
19.	w3_d113e18574
Jan.	w5_d113e18577
</head>
<p id="p4_d113e18580">
JOrgestern	w1_d113e18584
ist	w3_d113e18587
bey	w5_d113e18590
denen	w7_d113e18593
alhiesigen	w9_d113e18596
drey	w11_d113e18599
en	w1_d113e18604
Reichs=collegiis	w3_d113e18607
wegen	w5_d113e18610
des	w7_d113e18613
gewalt	w9_d113e18616
samen	w1_d113e18621
Chur=brandenburgischen	w3_d113e18624
Einfalls	w5_d113e18627
in	w7_d113e18630
die	w1_d113e18636
Chur=sächsische,	w3_d113e18639
und	w5_d113e18642
Chur=böhmische	w7_d113e18645
Lande	w1_d113e18650
das	w3_d113e18653
allerunterthänigste	w5_d113e18656
Reichsgutach	w7_d113e18659
ten	w1_d113e18664
an	w3_d113e18667
Seine	w5_d113e18670
Römisch=Kaiserliche	w7_d113e18673
Maje	w9_d113e18676
stät	w1_d113e18681
dahin	w3_d113e18684
abgefasset	w5_d113e18687
worden,	w7_d113e18690
wie	w9_d113e18693
näm	w11_d113e18696
lichen:	w1_d113e18702
</p>
<p id="p6_d113e18705">
Nachdeme	w1_d113e18709
in	w3_d113e18712
allen	w5_d113e18715
dreyen	w7_d113e18718
Collegis	w9_d113e18721
die	w11_d113e18724
wegen	w1_d113e18729
besagt=Königl.	w3_d113e18732
PreußischChurbran	w5_d113e18735
denburgischen	w1_d113e18740
gewaltsamen	w3_d113e18743
Einfalls	w5_d113e18746
in	w7_d113e18749
Sach	w9_d113e18752
sen,	w1_d113e18758
und	w3_d113e18761
Böhmen	w5_d113e18764
an	w7_d113e18767
das	w9_d113e18770
Reich	w11_d113e18773
gelangte,	w13_d113e18777
und	w1_d113e18782
den	w3_d113e18785
20.	w5_d113e18788
September,	w7_d113e18791
und	w9_d113e18794
18.	w11_d113e18797
Octoben	w13_d113e18801
vorigen	w1_d113e18806
Jahrs	w3_d113e18809
durch	w5_d113e18812
die	w7_d113e18815
offentliche	w9_d113e18818
Dictatur	w11_d113e18821
bekannt	w1_d113e18826
gemachte	w3_d113e18829
Kaiserl.	w5_d113e18832
Hof=decreta,	w7_d113e18835
nebst	w9_d113e18838
dem	w1_d113e18844
Schreiben	w3_d113e18847
Jhrer	w5_d113e18850
Majestät	w7_d113e18853
der	w9_d113e18856
Kaiserin	w11_d113e18859
Konigin	w1_d113e18864
de	w3_d113e18867
dictato	w5_d113e18870
21	w7_d113e18873
Octeber	w9_d113e18876
1756.	w11_d113e18879
wie	w13_d113e18883
auch	w1_d113e18888
die	w3_d113e18891
Chursächsisch	w5_d113e18894
und	w7_d113e18897
Churbran	w9_d113e18900
denburgische	w1_d113e18905
den	w3_d113e18908
3.	w5_d113e18911
September,	w7_d113e18914
und	w9_d113e18917
20.	w11_d113e18920
December	w1_d113e18926
eben	w3_d113e18929
berührten	w5_d113e18932
Jahrs	w7_d113e18935
dictirte	w9_d113e18938
Gesandschafts=memorialien	w1_d113e18943
in	w3_d113e18946
ordentlichen	w5_d113e18949
Vortrag,	w1_d113e18954
und	w3_d113e18957
in	w5_d113e18960
Berahtschlagung	w7_d113e18963
gestellet	w9_d113e18966
und	w1_d113e18971
daraus	w3_d113e18974
sowol	w5_d113e18977
der	w7_d113e18980
Hergang	w9_d113e18983
und	w11_d113e18986
die	w13_d113e18990
Um	w15_d113e18993
stände	w1_d113e18999
mehrermeldet	w3_d113e19002
aus	w5_d113e19005
denen	w7_d113e19008
Chur	w9_d113e19011
Bra	w1_d113e19016
denburgischen	w3_d113e19019
in	w5_d113e19022
die	w7_d113e19025
Chursächsisch	w9_d113e19028
und	w1_d113e19033
Chur=böhmische	w3_d113e19036
Lande	w5_d113e19039
geschehenen	w7_d113e19042
ge	w9_d113e19045
waltsamen	w1_d113e19050
Einfalls,	w3_d113e19053
und	w5_d113e19056
hierauf	w7_d113e19059
erfolgten	w9_d113e19062
Bemächtigung	w1_d113e19068
der	w3_d113e19071
bis	w5_d113e19074
anhero	w7_d113e19077
vorenthalte	w9_d113e19080
nen	w1_d113e19085
Sächsischen	w3_d113e19088
Chur	w5_d113e19091
und	w7_d113e19094
übriger	w9_d113e19097
Lande,	w11_d113e19100
und	w1_d113e19105
die	w3_d113e19108
dagegen	w5_d113e19111
ergangene	w7_d113e19114
Kaiserl.	w9_d113e19117
Obrist	w11_d113e19120
richterliche	w1_d113e19125
Verordnungen	w3_d113e19128
des	w5_d113e19131
mehreren	w7_d113e19134
ver	w9_d113e19137
nommen	w1_d113e19143
worden	w3_d113e19146
wären;	w5_d113e19149
hierauf	w7_d113e19152
nach	w9_d113e19155
ge	w11_d113e19158
pflogener	w1_d113e19163
bevorab	w3_d113e19166
in	w5_d113e19169
dieser	w7_d113e19172
wichtigen	w9_d113e19175
Sache	w11_d113e19178
erforderlicher	w1_d113e19183
reiffer	w3_d113e19186
Uberlegung	w5_d113e19189
beschlossen	w7_d113e19192
worden	w1_d113e19197
seye,	w3_d113e19200
Seiner	w5_d113e19203
Kaiserlichen	w7_d113e19206
Majestät	w9_d113e19209
für	w1_d113e19215
die	w3_d113e19218
zu	w5_d113e19221
Herstellung	w7_d113e19224
der	w9_d113e19227
gemeinen	w11_d113e19230
Ruhe	w13_d113e19234
geschehene	w1_d113e19239
Reichs=vätterliche	w3_d113e19242
Verwendung,	w5_d113e19245
und	w1_d113e19250
derselben	w3_d113e19253
an	w5_d113e19256
die	w7_d113e19259
Reichs	w9_d113e19262
versammlung	w11_d113e19265
ge	w13_d113e19269
langte	w1_d113e19274
allermildeste	w3_d113e19277
Bekanntmachung	w5_d113e19280
den	w7_d113e19283
ge	w9_d113e19286
ziemenste	w1_d113e19292
Dank	w3_d113e19295
in	w5_d113e19298
tieffester	w7_d113e19301
Verehrung	w9_d113e19304
abzustat	w11_d113e19307
ten,	w1_d113e19312
und	w3_d113e19315
Allerhöbst=dieselbe	w5_d113e19318
zugleichallergehor	w7_d113e19321
samst	w1_d113e19326
zu	w3_d113e19329
erersuchen,	w5_d113e19332
in	w7_d113e19335
dem	w9_d113e19338
eingeschlagenen	w11_d113e19341
Weg	w13_d113e19345
der	w1_d113e19350
Obristerichterlichen	w3_d113e19353
Verfügungen	w5_d113e19356
nach	w7_d113e19359
de	w9_d113e19362
</p>
<p id="p8_d113e19365">
nen	w1_d113e19369
heilsamen	w3_d113e19372
Reichs=satz=ordnungen	w5_d113e19375
über	w7_d113e19378
haupt,	w1_d113e19383
ins	w3_d113e19386
besondere	w5_d113e19389
aber	w7_d113e19392
nach	w9_d113e19395
Maßgabe	w11_d113e19398
der	w13_d113e19402
Executions=ordnung,	w1_d113e19407
des	w3_d113e19410
Westphalischen	w5_d113e19413
Friedens,	w1_d113e19419
und	w3_d113e19422
der	w5_d113e19425
Kaiserlichen	w7_d113e19428
Wahlcapi	w9_d113e19431
tulation	w1_d113e19436
fortzufahren,	w3_d113e19439
und	w5_d113e19442
durch	w7_d113e19445
fernere	w9_d113e19448
Vor	w11_d113e19451
kehrung	w1_d113e19456
deren	w3_d113e19459
bereits	w5_d113e19462
zu	w7_d113e19465
Handen	w9_d113e19468
genemme	w11_d113e19471
nen	w1_d113e19476
Mitteln	w3_d113e19479
nicht	w5_d113e19482
allein	w7_d113e19485
des	w9_d113e19488
Königs	w11_d113e19491
von	w13_d113e19495
Poh	w15_d113e19498
ajestät	w1_d113e19504
zu	w3_d113e19507
dem	w5_d113e19510
Besitz	w7_d113e19513
Jhrer	w9_d113e19516
Deroselben	w11_d113e19519
len	w1_d113e19524
M.	w3_d113e19527
bis	w1_d113e19532
nun	w3_d113e19535
zu	w5_d113e19538
vorenthalteneshur	w7_d113e19541
und	w9_d113e19544
Erb=lande,	w11_d113e19547
dann	w1_d113e19552
zu	w3_d113e19555
Ersetzung	w5_d113e19558
derer	w7_d113e19561
erlittenen	w9_d113e19564
Schäden,	w11_d113e19567
und	w1_d113e19573
Unkosten,	w3_d113e19576
sondern	w5_d113e19579
auch	w7_d113e19582
Höchst=deroselben,	w9_d113e19585
und	w1_d113e19590
Jhrer	w3_d113e19593
Majestät	w5_d113e19596
der	w7_d113e19599
Kaiserin,	w9_d113e19602
als	w11_d113e19605
Köni	w13_d113e19609
gin,	w1_d113e19614
und	w3_d113e19617
Chur=fürstin	w5_d113e19620
von	w7_d113e19623
Böhmen	w9_d113e19626
zu	w11_d113e19629
Erlan	w13_d113e19633
gung	w1_d113e19638
hinlänglicher	w3_d113e19641
Genugthuung	w5_d113e19644
Obristrich	w7_d113e19647
terlich	w1_d113e19653
zu	w3_d113e19656
verhelfen.	w5_d113e19659
Zu	w7_d113e19662
welchem	w9_d113e19665
Ende	w11_d113e19668
alle	w13_d113e19672
Reichs=mit=stände,	w1_d113e19677
denen	w3_d113e19680
die	w5_d113e19683
Aufrechthal	w7_d113e19686
tung	w1_d113e19691
der	w3_d113e19694
Grund=feste	w5_d113e19697
des	w7_d113e19700
Vatterlands	w9_d113e19703
an	w11_d113e19706
Herzen	w1_d113e19711
lige,	w3_d113e19714
in	w5_d113e19717
Erfolg	w7_d113e19720
deren	w9_d113e19723
ergangenen	w11_d113e19726
Kai	w13_d113e19730
serlichen	w1_d113e19736
Excitatorien	w3_d113e19739
das	w5_d113e19742
Jhrige	w7_d113e19745
nach	w9_d113e19748
denen	w11_d113e19751
Reichs=gesätzen,	w1_d113e19756
und	w3_d113e19759
Ordnungen	w5_d113e19762
unweiger	w7_d113e19765
lich	w1_d113e19770
beyzutragen	w3_d113e19773
hätten,	w5_d113e19776
und	w7_d113e19779
wäre	w9_d113e19782
so	w11_d113e19785
fort	w13_d113e19789
zu	w1_d113e19794
Erreichung	w3_d113e19797
des	w5_d113e19800
Vollzugs	w7_d113e19803
jener	w9_d113e19806
Kaiserl.	w11_d113e19809
Reichs=vätterlichen	w1_d113e19815
Absicht,	w3_d113e19818
und	w5_d113e19821
zu	w7_d113e19824
Behuf	w9_d113e19827
derer	w1_d113e19832
der	w3_d113e19835
Gefahr	w5_d113e19838
würklich	w7_d113e19841
unterworfenen,	w9_d113e19844
und	w1_d113e19849
ferner	w3_d113e19852
ausgesetzten	w5_d113e19855
Landen	w7_d113e19858
von	w9_d113e19861
gesamm	w11_d113e19864
ten	w1_d113e19869
Reichs=Ständen,	w3_d113e19872
und	w5_d113e19875
Kreisen	w7_d113e19878
die	w9_d113e19881
Ar-	w11_d113e19884
matura	w1_d113e19890
ad	w3_d113e19893
Triplum,	w5_d113e19896
wo	w7_d113e19899
solche	w9_d113e19902
nicht	w11_d113e19905
bereits	w13_d113e19909
vorhanden,	w1_d113e19914
ungesäumt	w3_d113e19917
her	w5_d113e19920
und	w7_d113e19923
in	w9_d113e19926
Dienst	w11_d113e19929
bar	w1_d113e19934
und	w3_d113e19937
marschefertigen	w5_d113e19940
Stand	w7_d113e19943
zu	w9_d113e19946
stellen,	w11_d113e19949
und	w1_d113e19954
mit	w3_d113e19957
allen	w5_d113e19960
des	w7_d113e19963
Ends	w9_d113e19966
nöhtigen	w11_d113e19969
Erforder	w13_d113e19973
nüssen	w1_d113e19979
zu	w3_d113e19982
versehen,	w5_d113e19985
anmit	w7_d113e19988
das	w9_d113e19991
ein,	w11_d113e19994
und	w13_d113e19998
an	w15_d113e20001
dere	w1_d113e20006
an	w3_d113e20009
Seine	w5_d113e20012
Kaiserl.	w7_d113e20015
Majestät	w9_d113e20018
durch	w11_d113e20021
ein	w13_d113e20025
allermildest	w1_d113e20030
erfordertes	w3_d113e20033
Reichs=gutachten	w5_d113e20036
(wie	w1_d113e20041
hiermit	w3_d113e20044
geschehe)	w5_d113e20047
allergehorsamst	w7_d113e20050
zu	w9_d113e20053
bringen.	w1_d113e20059
Wo	w3_d113e20062
man	w5_d113e20065
übrigens	w7_d113e20068
über	w9_d113e20071
den	w11_d113e20074
weite	w13_d113e20078
ren	w1_d113e20083
Jnhalt	w3_d113e20086
derer	w5_d113e20089
allergnädigsten	w7_d113e20092
Hofdecre	w9_d113e20095
ten	w1_d113e20100
sich	w3_d113e20103
demnächst	w5_d113e20106
auch	w7_d113e20109
vernehmen	w9_d113e20112
zu	w11_d113e20115
lassen	w13_d113e20119
vorbehielte,	w1_d113e20124
rc.	w3_d113e20127
</p>
<p id="p10_d113e20130">
Welch	w1_d113e20134
allgemeines	w3_d113e20137
Reichs=conclusum	w5_d113e20140
dann	w7_d113e20143
auch	w1_d113e20148
gestern	w3_d113e20151
als	w5_d113e20154
den	w7_d113e20157
18.	w9_d113e20160
dieses	w11_d113e20163
durch	w13_d113e20167
Chur	w15_d113e20170
Mainz	w1_d113e20175
förmlich	w3_d113e20178
dictirt,	w5_d113e20181
und	w7_d113e20184
seithero	w9_d113e20187
bereits	w11_d113e20190
in	w1_d113e20196
offentlichen	w3_d113e20199
Deuck	w5_d113e20202
heraus	w7_d113e20205
gegeben	w9_d113e20208
wor	w11_d113e20211
den	w1_d113e20216
is.	w3_d113e20219
</p>
<head id="h2_d113e20247">
SUATLPARCRIDCCIS	w1_d113e20251
NATIVITATI	w1_d113e20256
TAUSTISSIMÆ	w3_d113e20259
</head>
<p id="p4_d113e20262">
Per	w1_d113e20266
Maria,	w3_d113e20269
ae	w5_d113e20272
Terras	w7_d113e20275
veraque	w9_d113e20278
Fama	w11_d113e20281
canit	w13_d113e20285
Cœlica	w1_d113e20290
terrenos	w3_d113e20293
geminant	w5_d113e20296
portenta	w7_d113e20299
trium	w9_d113e20302
phos,	w1_d113e20307
</p>
<p id="p6_d113e20310">
Claraque	w1_d113e20314
ter	w3_d113e20317
viridi	w5_d113e20320
secula	w7_d113e20323
sorte	w9_d113e20326
vigent	w11_d113e20329
Maxima	w1_d113e20334
sunt	w3_d113e20337
urbi	w5_d113e20340
justissima	w7_d113e20343
gaudia,	w9_d113e20346
&	w11_d113e20349
orbi:	w1_d113e20354
</p>
<list id="l8_d113e20357">
Gaudendi	w1_d113e20361
veré	w3_d113e20364
mazima	w5_d113e20367
causa	w7_d113e20370
nitet.	w9_d113e20373
Vota	w1_d113e20378
scientificæ	w3_d113e20381
gentis	w5_d113e20384
Doctique	w7_d113e20387
Senatus	w9_d113e20390
Prisca	w1_d113e20395
Viennensis	w3_d113e20398
dum	w5_d113e20401
renovata	w7_d113e20404
Polo	w9_d113e20407
Mysteriis	w1_d113e20413
Jurata	w3_d113e20416
Deæ,	w5_d113e20419
cui	w7_d113e20422
palma	w9_d113e20425
draconis	w11_d113e20428
Confirmant	w1_d113e20433
Cœli	w3_d113e20436
quæ	w5_d113e20439
rata	w7_d113e20442
Cæsar	w9_d113e20445
habet.	w11_d113e20448
Cusareus	w1_d113e20453
quo	w3_d113e20456
sole	w5_d113e20459
ortus	w7_d113e20462
celebratur	w9_d113e20465
ab	w11_d113e20468
orbe.	w13_d113e20472
En	w1_d113e20477
quoque	w3_d113e20480
Cæsareus	w5_d113e20483
Partus	w7_d113e20486
in	w9_d113e20489
orbe	w11_d113e20492
micat.	w13_d113e20496
Spiritus	w1_d113e20502
a	w3_d113e20505
summo	w5_d113e20508
datus	w7_d113e20511
est	w9_d113e20514
Heroicus	w11_d113e20517
Ente	w13_d113e20521
Cui	w1_d113e20526
datus	w3_d113e20529
a	w5_d113e20532
Summo	w7_d113e20535
Sanguine	w9_d113e20538
vultus	w11_d113e20541
erat:	w1_d113e20546
</list>
<p id="p10_d113e20550">
bile	w1_d113e20554
nomen,	w3_d113e20557
Caudia	w1_d113e20562
dans	w3_d113e20565
populis	w5_d113e20568
Maxirnilanus	w7_d113e20571
amo-	w9_d113e20574
Splendiuit	w1_d113e20579
a	w3_d113e20582
Prima	w5_d113e20585
quintus,	w7_d113e20588
Primoque	w9_d113e20591
Me-	w11_d113e20594
narcha,	w1_d113e20600
Europæs	w1_d113e20605
ac	w3_d113e20608
orbi	w5_d113e20611
sydera	w7_d113e20614
Ouinque	w9_d113e20617
fivent,	w11_d113e20620
Prima	w1_d113e20625
quidem	w3_d113e20628
fuerat	w5_d113e20631
satis	w7_d113e20634
ad	w9_d113e20637
Diademata	w11_d113e20640
Proles,	w1_d113e20645
Sed	w1_d113e20651
Votis	w3_d113e20654
mundi	w5_d113e20657
nec	w7_d113e20660
Duodena	w9_d113e20663
satis:	w11_d113e20666
Jn	w1_d113e20671
Quinque	w3_d113e20674
Heroes	w5_d113e20677
splendent,	w7_d113e20680
atque	w9_d113e20683
Octo	w11_d113e20686
Sorores:	w1_d113e20691
Nonniß	w1_d113e20696
ab	w3_d113e20699
Emppieo	w5_d113e20702
Sort	w7_d113e20705
its	w9_d113e20708
tana	w11_d113e20711
da-	w13_d113e20715
tur:	w1_d113e20721
Sacra	w1_d113e20726
ter	w3_d113e20729
Augustæ	w5_d113e20732
plaudunt	w7_d113e20735
portenta	w9_d113e20738
Pa-	w11_d113e20741
renti:	w1_d113e20746
Saera	w1_d113e20751
Sacra	w3_d113e20754
plandunt,	w5_d113e20757
dum	w7_d113e20760
Fevet	w9_d113e20763
Alma	w11_d113e20766
Sacris:	w1_d113e20772
anvos	w1_d113e20777
nempe	w3_d113e20780
Favos	w5_d113e20783
quanis	w7_d113e20786
claresceren	w9_d113e20789
palmit	w1_d113e20794
</p>
<head id="h2_d113e20801">
ONENELEGIACUM.	w1_d113e20805
</head>
<p id="p4_d113e20808">
mentum,	w1_d113e20812
Colo,	w1_d113e20817
ac	w3_d113e20820
Imperio	w5_d113e20823
Meximilannus	w7_d113e20826
Amor	w9_d113e20829
</p>
<head id="h2_d113e20870">
Haupt=quartier	w1_d113e20874
der	w3_d113e20877
unter	w5_d113e20880
dem	w7_d113e20883
Commando	w9_d113e20886
