<doc id="wr_1761-10-10" attrs="word" year="1761" month="10" day="10" corpus="2">
<head id="h2_d594e3279">
Schwedischer	w1_d594e3283
die	w13_d594e17624
Ge	w15_d594e17627
brüdere	w1_d594e17632
Montani	w3_d594e17635
mit	w5_d594e17638
verschiedenen	w7_d594e17641
Blumen	w9_d594e17644
zwiebeln,	w1_d594e17649
wie	w3_d594e17652
folget:	w5_d594e17655
</p>
<p id="p40_d594e17658">
Narcissi	w1_d594e17662
nobili	w3_d594e17665
von	w5_d594e17668
4.	w7_d594e17671
Sorten.	w9_d594e17674
Fruhe	w11_d594e17677
Nar	w13_d594e17681
cissen.	w1_d594e17686
Gefüllte	w3_d594e17689
Tazzetten.	w5_d594e17692
Weisse	w7_d594e17695
Tazetten.	w9_d594e17698
Gelbe	w1_d594e17703
Tazzetten.	w3_d594e17706
Gefüllte	w5_d594e17709
weisse	w7_d594e17712
Hpacinthen,	w9_d594e17715
Leib=farbe	w1_d594e17721
gefüllte	w3_d594e17724
Hyacinten.	w5_d594e17727
Violblaue	w7_d594e17730
gefüllte	w9_d594e17733
Hyacinthen.	w1_d594e17738
Frühe	w3_d594e17741
Hyacinten.	w5_d594e17744
Gefüllte	w7_d594e17747
Jon.	w9_d594e17750
quilien.	w1_d594e17755
Doppelte	w3_d594e17758
weisse	w5_d594e17761
Spanische	w7_d594e17764
Jonquilien.	w9_d594e17767
Gedoppelte	w1_d594e17772
Arunculen.	w3_d594e17775
Von	w5_d594e17778
dreyßigerley	w7_d594e17781
Far	w9_d594e17784
ben,	w1_d594e17790
allerhand	w3_d594e17793
Arunculen.	w5_d594e17796
Arunculen	w7_d594e17799
la	w9_d594e17802
Bella	w11_d594e17805
di	w1_d594e17810
Brusseles.	w3_d594e17813
Gelbe	w5_d594e17816
Arunculen.	w7_d594e17819
Arunculen	w9_d594e17822
die	w11_d594e17825
schöne	w1_d594e17830
von	w3_d594e17833
Orleans.	w5_d594e17836
Gesprengte	w7_d594e17839
Arunculen	w9_d594e17842
von	w11_d594e17845
verschiedenen	w1_d594e17850
Farben.	w3_d594e17853
Arunculen	w5_d594e17856
der	w7_d594e17859
Prinz	w9_d594e17862
von	w11_d594e17865
Oranien.	w1_d594e17871
Pur	w3_d594e17874
rote	w5_d594e17877
extra	w7_d594e17880
schöne	w9_d594e17883
Arunculen.	w11_d594e17886
Al	w13_d594e17890
lerhand	w1_d594e17895
färbige	w3_d594e17898
Anemoni.	w5_d594e17901
Allerhand	w7_d594e17904
rot=artige	w9_d594e17907
Anemoni.	w1_d594e17912
Anemoni	w3_d594e17915
la	w5_d594e17918
Bella	w7_d594e17921
di	w9_d594e17924
Brusseles.	w11_d594e17927
Alle	w13_d594e17931
moni	w1_d594e17936
der	w3_d594e17939
grosse	w5_d594e17942
Turband,	w7_d594e17945
Anemoni	w9_d594e17948
in	w11_d594e17951
Regen	w13_d594e17955
bogen.	w1_d594e17961
Auemoni	w3_d594e17964
der	w5_d594e17967
Prinz	w7_d594e17970
von	w9_d594e17973
Oranien.	w11_d594e17976
Ane	w13_d594e17980
moni	w1_d594e17985
alte	w3_d594e17988
Bollone.	w5_d594e17991
Anemoni,	w7_d594e17994
die	w9_d594e17997
schone	w11_d594e18000
von	w13_d594e18004
Normandic.	w1_d594e18009
Persianische	w3_d594e18012
Tulpen,	w5_d594e18015
Türkische	w7_d594e18018
Tul	w9_d594e18021
pen,	w1_d594e18026
und	w3_d594e18029
sonst	w5_d594e18032
allerhand	w7_d594e18035
Arten	w9_d594e18038
schöner	w11_d594e18041
Blumen.	w13_d594e18045
Saamen	w1_d594e18051
von	w3_d594e18054
Kauli	w5_d594e18057
Flor,	w7_d594e18060
von	w9_d594e18063
denen	w11_d594e18066
schönsten	w13_d594e18070
Sorten,	w1_d594e18075
Saamen	w3_d594e18078
von	w5_d594e18081
Broccoli	w7_d594e18084
Romani,	w9_d594e18087
extra	w11_d594e18090
schön,	w1_d594e18095
Die	w3_d594e18098
Blumen=kiele	w5_d594e18101
seynd	w7_d594e18104
durch	w9_d594e18107
und	w11_d594e18110
durch	w13_d594e18114
das	w1_d594e18119
100.	w3_d594e18122
vor	w5_d594e18125
4.	w7_d594e18128
fl.	w9_d594e18131
Der	w11_d594e18134
Saamen	w13_d594e18138
von	w15_d594e18141
Kauloli	w17_d594e18144
flor	w1_d594e18150
das	w3_d594e18153
Loht	w5_d594e18156
18.	w7_d594e18159
kr.	w9_d594e18162
Der	w11_d594e18165
Saamen	w13_d594e18169
von	w15_d594e18172
Brocall	w17_d594e18175
Romaui	w1_d594e18180
das	w3_d594e18183
Loht	w5_d594e18186
15.	w7_d594e18189
kr.	w9_d594e18192
Saamen	w11_d594e18195
von	w13_d594e18199
Span	w15_d594e18202
schen	w1_d594e18207
Zwiebeln	w3_d594e18210
das	w5_d594e18213
Loht	w7_d594e18216
15.	w9_d594e18219
kr.	w11_d594e18222
Saamen	w13_d594e18226
von	w15_d594e18229
Kömischen	w1_d594e18234
Fenchel,	w3_d594e18237
das	w5_d594e18240
Loht	w7_d594e18243
15.	w9_d594e18246
kr.	w11_d594e18249
Saamen,	w13_d594e18253
vom	w1_d594e18259
Lombardischen	w3_d594e18262
Köhl,	w5_d594e18265
Melaun=kern,	w7_d594e18268
Cardi	w9_d594e18271
das	w1_d594e18276
Loht	w3_d594e18279
15.	w5_d594e18282
kr.	w7_d594e18285
NB.	w1_d594e18290
Wie	w3_d594e18293
auch	w5_d594e18296
Passatutti,	w7_d594e18299
die	w9_d594e18302
grosse	w11_d594e18305
Königin	w13_d594e18309
von	w1_d594e18314
Brittanien,	w3_d594e18317
das	w5_d594e18320
Stuck	w7_d594e18323
um	w9_d594e18326
18.	w11_d594e18329
kr.	w13_d594e18333
Passatutti,	w1_d594e18339
der	w3_d594e18342
König	w5_d594e18345
von	w7_d594e18348
Albiner,	w9_d594e18351
das	w11_d594e18354
Stück	w13_d594e18358
um	w1_d594e18363
18	w3_d594e18366
kr.	w5_d594e18369
Obgedachte	w1_d594e18374
Gebrüdere	w3_d594e18377
Montani	w5_d594e18380
seynd	w7_d594e18383
bey	w9_d594e18386
Hrn.	w11_d594e18389
Sebastian	w1_d594e18394
Lanser	w3_d594e18397
im	w5_d594e18400
Gewürz=gewölb	w7_d594e18403
beym	w9_d594e18406
golde	w11_d594e18409
</p>
<head id="h2_d594e18502">
Tyrnau	w1_d594e18506
den	w3_d594e18509
30.	w5_d594e18512
Sept.	w7_d594e18515
</head>
<p id="p4_d594e18518">
Verwichenen	w1_d594e18522
Sonntag	w3_d594e18525
als	w5_d594e18528
den	w7_d594e18531
27sten	w9_d594e18534
wurde	w1_d594e18541
allhier	w3_d594e18544
die	w5_d594e18547
Jnstallation	w7_d594e18550
des	w9_d594e18553
neu=erwählten	w1_d594e18558
Erz=bischoffen	w3_d594e18561
zu	w5_d594e18564
Gran	w7_d594e18567
und	w9_d594e18570
Primas,	w1_d594e18576
des	w3_d594e18579
Hochwürdigsten	w5_d594e18582
und	w7_d594e18585
Hochge	w9_d594e18588
bornen	w1_d594e18593
Grafen,	w3_d594e18596
Frantis.	w5_d594e18599
Barkoczi	w7_d594e18602
mit	w9_d594e18605
ei	w11_d594e18608
nem	w1_d594e18613
recht	w3_d594e18616
prächtigen	w5_d594e18619
Einzug,	w7_d594e18622
in	w9_d594e18625
Beywoh	w11_d594e18628
nung	w1_d594e18633
Sr.	w3_d594e18636
Hochfürstlichen	w5_d594e18639
Gnaden	w7_d594e18642
des	w9_d594e18645
Hrn.	w11_d594e18648
Erz=bischoffen	w1_d594e18654
zu	w3_d594e18657
Wien,	w5_d594e18660
und	w7_d594e18663
vieler	w9_d594e18666
an	w11_d594e18669
deren	w1_d594e18674
Hungarischen	w3_d594e18677
Magnaten,	w5_d594e18680
von	w7_d594e18683
dem	w9_d594e18686
Herrn	w1_d594e18691
Bischof	w3_d594e18694
von	w5_d594e18697
Neutra	w7_d594e18700
Grafen	w9_d594e18703
Esterha	w11_d594e18706
zy,	w1_d594e18711
und	w3_d594e18714
dem	w5_d594e18717
Herrn	w7_d594e18720
Bischof	w9_d594e18723
von	w11_d594e18726
Waitzen,	w13_d594e18730
vorgenommen.	w1_d594e18736
</p>
<p id="p6_d594e18739">
Der	w1_d594e18743
Zug	w3_d594e18746
fienge	w5_d594e18749
um	w7_d594e18752
8.	w9_d594e18755
Uhr	w11_d594e18758
auf	w13_d594e18762
dem	w15_d594e18765
Stadt	w17_d594e18768
territorio	w1_d594e18773
an,	w3_d594e18776
wo	w5_d594e18779
Herr	w7_d594e18782
Martin	w9_d594e18785
von	w11_d594e18788
Devay.	w13_d594e18792
Senator	w1_d594e18797
und	w3_d594e18800
Stadt=hauptmann	w5_d594e18803
den	w7_d594e18806
Herrn	w9_d594e18809
Erz=bischof	w1_d594e18815
mit	w3_d594e18818
einer	w5_d594e18821
zierlich	w7_d594e18824
verfasten	w9_d594e18827
Ora	w11_d594e18830
tion	w1_d594e18835
in	w3_d594e18838
Latein	w5_d594e18841
empfangen,	w7_d594e18844
und	w9_d594e18847
sodann	w11_d594e18850
die	w13_d594e18854
Stücke	w1_d594e18859
und	w3_d594e18862
Mörser	w5_d594e18865
zweymal	w7_d594e18868
von	w9_d594e18871
dem	w11_d594e18874
Stadt	w13_d594e18878
wall	w1_d594e18883
abgefeuret	w3_d594e18886
worden.	w5_d594e18889
Der	w7_d594e18892
Zug	w9_d594e18895
wurde	w11_d594e18898
gegen	w1_d594e18904
die	w3_d594e18907
Stadt	w5_d594e18910
fortgesetzet;	w7_d594e18913
den	w9_d594e18916
Anfang	w11_d594e18919
machte	w1_d594e18924
</p>
<p id="p8_d594e18927">
1)	w1_d594e18931
Ernannter	w3_d594e18934
Herr	w5_d594e18937
Stadt=hauptmann,	w7_d594e18940
welcher	w1_d594e18945
2.	w3_d594e18948
Compagnien	w5_d594e18951
Bürger	w7_d594e18954
zu	w9_d594e18957
Pferde	w11_d594e18960
mit	w1_d594e18965
ihren	w3_d594e18968
Standarten,	w5_d594e18971
Paucken	w7_d594e18974
und	w9_d594e18977
Trom	w11_d594e18980
peten,	w1_d594e18986
die	w3_d594e18989
erste	w5_d594e18992
in	w7_d594e18995
Hungarischer,	w9_d594e18998
die	w11_d594e19001
zwey	w13_d594e19005
te	w1_d594e19010
in	w3_d594e19013
Teutscher	w5_d594e19016
Kleidung	w7_d594e19019
anführete.	w9_d594e19022
</p>
<p id="p10_d594e19025">
2)	w1_d594e19029
Sieben	w3_d594e19032
Compagnien	w5_d594e19035
zu	w7_d594e19038
Pferde	w9_d594e19041
Edel	w11_d594e19044
leute	w1_d594e19049
aus	w3_d594e19052
dem	w5_d594e19055
Presburger=Comitat,	w7_d594e19058
und	w9_d594e19061
Gespanschaft	w1_d594e19066
zu	w3_d594e19069
90.	w5_d594e19072
und	w7_d594e19075
70.	w9_d594e19078
Mann	w11_d594e19081
stark,	w13_d594e19085
unter	w1_d594e19091
ihrem	w3_d594e19094
Anführer	w5_d594e19097
Herrn	w7_d594e19100
Baron	w9_d594e19103
Thad	w11_d594e19106
daus	w1_d594e19111
Amade,	w3_d594e19114
mit	w5_d594e19117
Standarten	w7_d594e19120
und	w9_d594e19123
Trom	w11_d594e19126
peten.	w1_d594e19131
</p>
<p id="p12_d594e19135">
3)	w1_d594e19139
Drey	w3_d594e19142
Compagnien	w5_d594e19145
Erzbischöflich	w7_d594e19148
Grauerische	w1_d594e19153
Vasallen	w3_d594e19156
mit	w5_d594e19159
ihren	w7_d594e19162
Standarten,	w9_d594e19165
Paucken	w1_d594e19170
und	w3_d594e19173
Trompeten,	w5_d594e19176
unter	w7_d594e19179
Anführung	w9_d594e19182
hres	w1_d594e19188
Palatini	w3_d594e19191
Herrn	w5_d594e19194
Grafen	w7_d594e19197
von	w9_d594e19200
Tolvey	w11_d594e19203
</p>
<p id="p14_d594e19206">
Bey	w1_d594e19210
dem	w3_d594e19213
Stadt=thore	w5_d594e19216
stiegen	w7_d594e19219
Seine	w9_d594e19222
Hochfürstl.	w1_d594e19227
Gnaden	w3_d594e19230
aus	w5_d594e19233
dero	w7_d594e19236
Wagen,	w9_d594e19239
und	w11_d594e19242
wurden	w1_d594e19247
mit	w3_d594e19250
einer	w5_d594e19253
Lateinischen	w7_d594e19256
Rede	w9_d594e19259
durch	w11_d594e19262
Herrn	w1_d594e19268
Stadt=richter	w3_d594e19271
Sigmund	w5_d594e19274
von	w7_d594e19277
Thos	w9_d594e19280
segi	w1_d594e19285
bewillkommet,	w3_d594e19288
worauf	w5_d594e19291
unter	w7_d594e19294
Paucken	w9_d594e19297
und	w1_d594e19302
Trompeten=schall	w3_d594e19305
dreymal	w5_d594e19308
das	w7_d594e19311
Geschütz	w9_d594e19314
sich	w1_d594e19319
hören	w3_d594e19322
ließ.	w5_d594e19325
Der	w7_d594e19328
Herr	w9_d594e19331
Erz=bischof	w11_d594e19334
wurde	w1_d594e19340
zu	w3_d594e19343
Fuß	w5_d594e19346
bey	w7_d594e19349
dem	w9_d594e19352
ersten	w11_d594e19355
Eintritt	w13_d594e19359
in	w15_d594e19362
die	w1_d594e19367
Stadt	w3_d594e19370
bey	w5_d594e19373
dem	w7_d594e19376
St.	w9_d594e19379
Helena=spital	w11_d594e19382
durch	w13_d594e19386
die	w1_d594e19391
sämtliche	w3_d594e19394
Granische	w5_d594e19397
Dom=herrn	w7_d594e19400
empfan	w9_d594e19403
gen,	w1_d594e19408
und	w3_d594e19411
der	w5_d594e19414
Zug	w7_d594e19417
in	w9_d594e19420
folgender	w11_d594e19423
Ordnung	w13_d594e19427
fortgesetzet.	w1_d594e19433
</p>
<p id="p16_d594e19436">
4)	w1_d594e19440
Ein	w3_d594e19443
Chor	w5_d594e19446
Musicanten,	w7_d594e19449
denen	w9_d594e19452
folg	w11_d594e19455
ten	w1_d594e19460
die	w3_d594e19463
Ordens=geistliche:	w5_d594e19466
Franciscaner,	w7_d594e19469
Trinitarier,	w1_d594e19474
und	w3_d594e19477
Pauliner.	w5_d594e19480
.	w1_d594e19486
</p>
<p id="p18_d594e19489">
5)	w1_d594e19493
Ein	w3_d594e19496
anders	w5_d594e19499
Musicanten=Chor,	w7_d594e19502
wor	w9_d594e19505
auf	w1_d594e19510
die	w3_d594e19513
Clerisey	w5_d594e19516
mit	w7_d594e19519
Vortragung	w9_d594e19522
des	w11_d594e19525
er	w13_d594e19529
sten	w1_d594e19534
silbernen	w3_d594e19537
Creutzes,	w5_d594e19540
alsdann	w7_d594e19543
die	w9_d594e19546
in	w11_d594e19549
de	w13_d594e19553
nen	w1_d594e19559
Seminariis	w3_d594e19562
studirende	w5_d594e19565
junge	w7_d594e19568
Geistliche,	w9_d594e19571
Janianer,	w1_d594e19576
Adalbertisten,	w3_d594e19579
Marianer,	w5_d594e19582
Ste	w7_d594e19585
phanisten	w1_d594e19590
und	w3_d594e19593
rote	w5_d594e19596
Geistliche;	w7_d594e19599
ferner	w9_d594e19602
ka	w11_d594e19605
men	w1_d594e19610
147.	w3_d594e19613
Pfarr=herren.	w5_d594e19616
Mit	w7_d594e19619
Vortragung	w9_d594e19622
des	w1_d594e19628
zweyten	w3_d594e19631
Creutzes	w5_d594e19634
folgten	w7_d594e19637
die	w9_d594e19640
Cipser	w11_d594e19643
Presburger	w1_d594e19648
und	w3_d594e19651
Erz=stift=granerische	w5_d594e19654
Dom=herren.	w1_d594e19659
Endlich	w3_d594e19662
erschienen	w5_d594e19665
Se.	w7_d594e19668
Erz	w9_d594e19671
bischöfl.	w1_d594e19676
Gnaden	w3_d594e19679
unter	w5_d594e19682
einem	w7_d594e19685
prächtigen	w9_d594e19688
Baldachin,	w1_d594e19694
der	w3_d594e19697
durch	w5_d594e19700
hiesige	w7_d594e19703
6.	w9_d594e19706
Rahts	w11_d594e19709
personen	w1_d594e19714
getragen	w3_d594e19717
wurde,	w5_d594e19720
und	w7_d594e19723
welchen	w9_d594e19726
beyderseits	w1_d594e19731
eine	w3_d594e19734
zahlreiche	w5_d594e19737
bewafnete	w7_d594e19740
Bur	w9_d594e19743
gerschaft	w1_d594e19748
zu	w3_d594e19751
Fuß	w5_d594e19754
mit	w7_d594e19757
ihren	w9_d594e19760
4.	w11_d594e19763
Fahnen,	w13_d594e19767
klin	w15_d594e19770
gendem	w1_d594e19776
Spiel,	w3_d594e19779
und	w5_d594e19782
Feld=music	w7_d594e19785
umgabe.	w9_d594e19788
6)	w1_d594e19793
Die	w3_d594e19796
Herren	w5_d594e19799
Generals	w7_d594e19802
Graf	w9_d594e19805
Josepl	w11_d594e19808
</p>
<p id="p20_d594e19811">
Esterhazy,	w1_d594e19815
Graf	w3_d594e19818
Rudeph	w5_d594e19821
Palfy,	w7_d594e19824
Graf	w9_d594e19827
Joseph	w1_d594e19832
Stahrenberg	w3_d594e19835
und	w5_d594e19838
Seczini;	w7_d594e19841
inglei	w9_d594e19844
chen	w1_d594e19849
Se.	w3_d594e19852
Excell.	w5_d594e19855
Herr	w7_d594e19858
Graf	w9_d594e19861
Krassalkowicz,	w11_d594e19864
Cammec=präsident,	w1_d594e19870
und	w3_d594e19873
noch	w5_d594e19876
viel	w7_d594e19879
andere	w9_d594e19882
Magnaten	w1_d594e19887
und	w3_d594e19890
Standes=personen,	w5_d594e19893
welche	w7_d594e19896
den	w1_d594e19901
neuen	w3_d594e19904
Herrn	w5_d594e19907
Erz=bischof	w7_d594e19910
begleiteten.	w9_d594e19913
</p>
<p id="p24_d594e19919">
7)	w1_d594e19923
Bey	w3_d594e19926
Erreichung	w5_d594e19929
der	w7_d594e19932
von	w9_d594e19935
dem	w11_d594e19938
Löbl.	w13_d594e19942
Granerischen	w1_d594e19947
Dom=capitul	w3_d594e19950
zwischen	w5_d594e19953
dem	w7_d594e19956
Stephaniter	w1_d594e19961
Seminario,	w3_d594e19964
und	w5_d594e19967
Convict.	w7_d594e19970
No	w9_d594e19973
bil.	w1_d594e19979
errichteten	w3_d594e19982
Triumph=pforte	w5_d594e19985
empfienge	w7_d594e19988
ihn	w1_d594e19993
die	w3_d594e19996
allhiesige	w5_d594e19999
Universität	w7_d594e20002
mit	w9_d594e20005
einer	w11_d594e20008
Anre	w13_d594e20012
de	w1_d594e20017
durch	w3_d594e20020
ihren	w5_d594e20023
Rertor	w7_d594e20026
R.	w9_d594e20029
P.	w11_d594e20032
Kiry,	w13_d594e20036
wo	w15_d594e20039
so	w17_d594e20042
dann	w1_d594e20047
nach	w3_d594e20050
dem	w5_d594e20053
Eintritt	w7_d594e20056
in	w9_d594e20059
die	w11_d594e20062
Dom=kirche	w13_d594e20066
unter	w1_d594e20072
Abfeurung	w3_d594e20075
des	w5_d594e20078
Geschützes	w7_d594e20081
das	w9_d594e20084
Te	w11_d594e20087
Deum	w1_d594e20092
angestimmet,	w3_d594e20095
und	w5_d594e20098
die	w7_d594e20101
6.	w9_d594e20104
Päpstliche	w11_d594e20107
Bullen	w1_d594e20112
abgelesen	w3_d594e20115
wurden.	w5_d594e20118
Nach	w7_d594e20121
Endigung	w9_d594e20124
des	w1_d594e20129
Hoch=amts,	w3_d594e20132
welches	w5_d594e20135
Se.	w7_d594e20138
Fürstliche	w9_d594e20141
Gnaden	w1_d594e20147
selbst	w3_d594e20150
gehalten,	w5_d594e20153
nahmen	w7_d594e20156
sie	w9_d594e20159
ihren	w11_d594e20162
Weeg	w1_d594e20167
mitten	w3_d594e20170
durch	w5_d594e20173
die	w7_d594e20176
zu	w9_d594e20179
Pferd	w11_d594e20182
und	w13_d594e20186
zu	w15_d594e20189
Fuß	w1_d594e20194
paradirende	w3_d594e20197
Burgerschaft	w5_d594e20200
in	w7_d594e20203
die	w9_d594e20206
Bischöfl.	w1_d594e20211
Residenz,	w3_d594e20214
und	w5_d594e20217
behielten	w7_d594e20220
die	w9_d594e20223
Herren	w11_d594e20226
Bischöffe,	w1_d594e20232
Generals,	w3_d594e20235
und	w5_d594e20238
hohe	w7_d594e20241
Standes	w9_d594e20244
personen	w1_d594e20251
bey	w3_d594e20254
der	w5_d594e20257
Tafel.	w7_d594e20260
</p>
<p id="p26_d594e20263">
Die	w1_d594e20267
Zweyte	w3_d594e20270
war	w5_d594e20273
für	w7_d594e20276
den	w9_d594e20279
Adel	w11_d594e20282
in	w13_d594e20286
Conv.	w15_d594e20289
Nobil.	w1_d594e20294
und	w3_d594e20297
die	w5_d594e20300
Dritte	w7_d594e20303
bey	w9_d594e20306
dem	w11_d594e20309
Herrn	w13_d594e20313
Stadt	w15_d594e20316
pfarrer	w1_d594e20321
und	w3_d594e20324
Domherrn	w5_d594e20327
Michael	w7_d594e20330
Okolitsani.	w9_d594e20333
Unsere	w1_d594e20339
Königl	w3_d594e20342
Frey=stadt	w5_d594e20345
hat	w7_d594e20348
noch	w9_d594e20351
keinen	w1_d594e20356
dergleichen	w3_d594e20359
prächtigen	w5_d594e20362
Einzug	w7_d594e20365
gesehen,	w9_d594e20368
worzu	w1_d594e20373
ein	w3_d594e20376
jeder	w5_d594e20379
das	w7_d594e20382
Seinige	w9_d594e20385
beytragen	w11_d594e20388
wol	w13_d594e20392
te.	w1_d594e20397
Sogar	w3_d594e20400
die	w5_d594e20403
Teutsche	w7_d594e20406
Schul=kinder	w9_d594e20409
for	w11_d594e20412
mirten	w1_d594e20418
eine	w3_d594e20421
Grenadier=compagnie	w5_d594e20424
unter	w7_d594e20427
Fahnen	w1_d594e20432
und	w3_d594e20435
Trommeln	w5_d594e20438
in	w7_d594e20441
Uniform	w9_d594e20444
mit	w11_d594e20447
ih	w13_d594e20451
ren	w1_d594e20456
Officiers	w3_d594e20459
auf	w5_d594e20462
einer	w7_d594e20465
errichteten	w9_d594e20468
Bühne,	w11_d594e20471
an	w1_d594e20476
des	w3_d594e20479
Herrn	w5_d594e20482
Bruckers	w7_d594e20485
Haus,	w9_d594e20488
wo	w11_d594e20491
sie	w13_d594e20495
das	w15_d594e20498
Gewehr	w1_d594e20504
präsentirten;	w3_d594e20507
hinter	w5_d594e20510
ihnen	w7_d594e20513
ware	w9_d594e20516
ein	w11_d594e20519
mit	w1_d594e20524
Tannen	w3_d594e20527
gezierter	w5_d594e20530
Bogen	w7_d594e20533
mit	w9_d594e20536
der	w11_d594e20539
Jn	w13_d594e20543
schrift:	w1_d594e20548
Princeps	w1_d594e20553
magnus,	w3_d594e20556
qui	w5_d594e20559
stat	w7_d594e20562
pro	w9_d594e20565
filiis	w11_d594e20568
popu-	w13_d594e20572
</p>
<head id="h2_d594e20578">
li	w1_d594e20582
Dei,	w3_d594e20585
&	w5_d594e20588
salvabitur	w7_d594e20591
Populus	w9_d594e20594
ejus.	w11_d594e20597
</head>
<p id="p4_d594e20600">
Gleich	w1_d594e20604
daran	w3_d594e20607
stellten	w5_d594e20610
die	w7_d594e20613
Conv.	w9_d594e20616
St.	w11_d594e20619
Ur	w13_d594e20623
sulä	w1_d594e20628
ihre	w3_d594e20631
Schul=mägdlein	w5_d594e20634
als	w7_d594e20637
Schäferin	w9_d594e20640
nen	w1_d594e20645
in	w3_d594e20648
Gestalt	w5_d594e20651
einer	w7_d594e20654
ligenden	w9_d594e20657
Piramide.	w11_d594e20660
Abends	w1_d594e20666
wurde	w3_d594e20669
eine	w5_d594e20672
Comödie	w7_d594e20675
von	w9_d594e20678
denen	w11_d594e20681
R.	w1_d594e20686
P	w3_d594e20689
Jesuiten	w5_d594e20692
gespielet,	w7_d594e20695
welcher	w9_d594e20698
Seine	w11_d594e20701
Erz=bischöflichen	w1_d594e20706
Gnaden	w3_d594e20709
selbsten	w5_d594e20712
beywohn	w7_d594e20715
ten,	w1_d594e20720
sodann	w3_d594e20723
war	w5_d594e20726
eine	w7_d594e20729
ansehnliche	w9_d594e20732
Jllu	w11_d594e20735
mination	w1_d594e20741
an	w3_d594e20744
der	w5_d594e20747
Triumph=pforte,	w7_d594e20750
in	w9_d594e20753
denen	w11_d594e20756
Seminarien,	w1_d594e20761
ingleichen	w3_d594e20764
in	w5_d594e20767
denen	w7_d594e20770
Dom	w9_d594e20773
</p>
<p id="p6_d594e20776">
herrn	w1_d594e20780
und	w3_d594e20783
übrigen	w5_d594e20786
geistlichen	w7_d594e20789
Häusern	w9_d594e20792
mit	w11_d594e20795
wol	w1_d594e20800
ausgedachten	w3_d594e20803
Lateinischen	w5_d594e20806
Jnschriften,	w7_d594e20809
besonders	w1_d594e20814
aber	w3_d594e20817
ware	w5_d594e20820
Sehens=wert	w7_d594e20823
der	w9_d594e20826
ma	w11_d594e20829
thematische	w1_d594e20835
Thurn,	w3_d594e20838
mit	w5_d594e20841
seinen	w7_d594e20844
beleichteten	w9_d594e20847
Fenstern.	w1_d594e20852
Oben	w3_d594e20855
wurde	w5_d594e20858
in	w7_d594e20861
einem	w9_d594e20864
20.	w11_d594e20867
Schuh	w13_d594e20871
hohen	w1_d594e20876
Stern	w3_d594e20879
das	w5_d594e20882
hohe	w7_d594e20885
Standes	w9_d594e20888
und	w11_d594e20891
Erz	w13_d594e20895
bischöfliche	w1_d594e20900
Wappen	w3_d594e20903
vorgestellet,	w5_d594e20906
welches	w7_d594e20909
vor	w1_d594e20915
allem	w3_d594e20918
sehr	w5_d594e20921
merkwürdig	w7_d594e20924
war.	w9_d594e20927
</p>
<p id="p8_d594e20930">
Von	w1_d594e20934
N.	w3_d594e20937
Richter	w5_d594e20940
und	w7_d594e20943
Raht	w9_d594e20946
der	w11_d594e20949
Stadt	w13_d594e20953
Wandho	w15_d594e20956
fen	w1_d594e20961
an	w3_d594e20964
der	w5_d594e20967
Ybbs	w7_d594e20970
wegen	w9_d594e20973
wird	w11_d594e20976
hiemit	w13_d594e20980
jedermännig	w15_d594e20983
lich	w1_d594e20988
kund	w3_d594e20991
und	w5_d594e20994
zu	w7_d594e20997
wissen	w9_d594e21000
gemacht;	w11_d594e21003
Es	w13_d594e21007
seye	w15_d594e21010
über	w17_d594e21013
die	w19_d594e21016
auf	w1_d594e21022
den	w3_d594e21025
11.	w5_d594e21028
letzt	w7_d594e21031
abgewichenen	w9_d594e21034
Monats	w11_d594e21037
Septemb.	w13_d594e21041
angeordnet=geweste	w1_d594e21046
Licitation	w3_d594e21049
des	w5_d594e21052
Johann	w7_d594e21055
Mi	w9_d594e21058
chael	w1_d594e21063
Pieringer,	w3_d594e21066
Burgerl.	w5_d594e21069
Fleischhackermeisters,	w7_d594e21072
auf	w1_d594e21077
einen	w3_d594e21080
sehr	w5_d594e21083
gelegensamen	w7_d594e21086
Platz	w9_d594e21089
in	w11_d594e21092
der	w13_d594e21096
Stadt	w15_d594e21099
ligenden	w1_d594e21105
Behausung,	w3_d594e21108
samt	w5_d594e21111
der	w7_d594e21114
darauf	w9_d594e21117
haftenden	w11_d594e21120
Fleischhacker=dann	w1_d594e21125
Bier	w3_d594e21128
und	w5_d594e21131
Most=schank=gerech	w7_d594e21134
tigkeit	w1_d594e21139
eine	w3_d594e21142
weitere	w5_d594e21145
Licitations=tagsatzung	w7_d594e21148
auf	w9_d594e21151
den	w11_d594e21154
27.	w1_d594e21159
des	w3_d594e21162
nächst	w5_d594e21165
eintrettenden	w7_d594e21168
Monats	w9_d594e21171
Novemb.	w11_d594e21174
zu	w13_d594e21178
bestimmen	w1_d594e21184
veranlasset	w3_d594e21187
worden.	w5_d594e21190
Wer	w7_d594e21193
demnach	w9_d594e21196
solche	w1_d594e21201
Pieringerische	w3_d594e21204
Behausung	w5_d594e21207
mit	w7_d594e21210
der	w9_d594e21213
besagten	w11_d594e21216
darauf	w1_d594e21221
haftenden	w3_d594e21224
Gerechtigkeit	w5_d594e21227
käuflich	w7_d594e21230
an	w9_d594e21233
sich	w11_d594e21236
zu	w1_d594e21241
bringen	w3_d594e21244
gedenket,	w5_d594e21247
derselbe	w7_d594e21250
hat	w9_d594e21253
sich	w11_d594e21256
