<doc id="wr_1757-07-27" attrs="word" year="1757" month="07" day="27" corpus="2">
<head id="h2_d164e3680">
London	w4_d164e3683
Weser	w7_d164e7450
ist,	w9_d164e7453
auch	w11_d164e7456
viele	w13_d164e7460
An	w15_d164e7463
stalten	w1_d164e7469
zum	w3_d164e7472
Angrif	w5_d164e7475
der	w7_d164e7478
Alliirten	w9_d164e7481
gemacht	w11_d164e7484
werden,	w1_d164e7489
so	w3_d164e7492
hat	w5_d164e7495
man	w7_d164e7498
grossen	w9_d164e7501
Vorfällen	w11_d164e7504
ent	w13_d164e7508
gegen	w1_d164e7513
zu	w3_d164e7516
sehen.	w5_d164e7519
</p>
<head id="h2_d164e7525">
Auszug	w1_d164e7529
eines	w3_d164e7532
Schreibens	w5_d164e7535
aus	w7_d164e7538
Warschau	w1_d164e7543
den	w3_d164e7546
13.	w5_d164e7549
Julii.	w7_d164e7552
</head>
<p id="p4_d164e7555">
Wir	w1_d164e7559
vernehmen,	w3_d164e7562
daß	w5_d164e7565
Pillau	w7_d164e7568
seit	w9_d164e7571
den	w11_d164e7574
6.	w13_d164e7578
dieses	w1_d164e7583
Monats	w3_d164e7586
würklich	w5_d164e7589
von	w7_d164e7592
denen	w9_d164e7595
Russen	w11_d164e7598
bombardirt	w1_d164e7603
werde,	w3_d164e7606
und	w5_d164e7609
daß	w7_d164e7612
die	w9_d164e7615
Ausschiffung	w11_d164e7618
deren	w1_d164e7624
Rußischen	w3_d164e7627
Trupen	w5_d164e7630
hinter	w7_d164e7633
Königsberg	w9_d164e7636
glücklich	w1_d164e7641
beschehen	w3_d164e7644
seye.	w5_d164e7647
Wir	w7_d164e7650
gewärtigen	w9_d164e7653
hievon	w1_d164e7658
täglich	w3_d164e7661
mehrere	w5_d164e7664
Umstände.	w7_d164e7667
</p>
<head id="h2_d164e7673">
Madrid	w1_d164e7677
4.	w3_d164e7680
Julii.	w5_d164e7683
</head>
<p id="p4_d164e7686">
Von	w1_d164e7690
Grenada	w3_d164e7693
hat	w5_d164e7696
man,	w7_d164e7699
daß	w9_d164e7702
daselbst	w11_d164e7705
die	w13_d164e7709
ser	w1_d164e7714
Tagen	w3_d164e7717
unter	w5_d164e7720
dem	w7_d164e7723
Stein=hauffen	w9_d164e7726
eines	w11_d164e7729
al	w13_d164e7733
ten	w1_d164e7738
Tempels	w3_d164e7741
in	w5_d164e7744
der	w7_d164e7747
Stadt,	w9_d164e7750
verschiedene	w11_d164e7753
Marmor=steine	w1_d164e7759
und	w3_d164e7762
bleyerne	w5_d164e7765
Platten	w7_d164e7768
ausge	w9_d164e7771
graben	w1_d164e7776
worden,	w3_d164e7779
deren	w5_d164e7782
Aufschriften	w7_d164e7785
angezei	w9_d164e7788
get,	w1_d164e7793
daß	w3_d164e7796
die	w5_d164e7799
Original=acte	w7_d164e7802
des	w9_d164e7805
Concilii,	w11_d164e7808
wel	w13_d164e7812
ches	w1_d164e7817
im	w3_d164e7820
Jahr	w5_d164e7823
304	w7_d164e7826
zu	w9_d164e7829
Jlliberis	w11_d164e7832
oder	w13_d164e7836
Elvi	w15_d164e7839
re	w1_d164e7845
gehalten	w3_d164e7848
worden,	w5_d164e7851
daselbst	w7_d164e7854
bewahret	w9_d164e7857
lägen	w11_d164e7860
worauf	w1_d164e7865
man	w3_d164e7868
weiter	w5_d164e7871
gegraben,	w7_d164e7874
und	w9_d164e7877
eine	w11_d164e7880
schö	w13_d164e7884
ne	w1_d164e7889
steinerne	w3_d164e7892
Kiste	w5_d164e7895
gefunden,	w7_d164e7898
worinn	w9_d164e7901
besagte	w11_d164e7904
Acta	w1_d164e7909
mit	w3_d164e7912
Gothischen	w5_d164e7915
Buchstaben	w7_d164e7918
auf	w9_d164e7921
bley	w11_d164e7924
ernen	w1_d164e7930
Tafeln	w3_d164e7933
eingegraben	w5_d164e7936
gelegen,	w7_d164e7939
welche	w9_d164e7942
unterschrieben	w1_d164e7947
waren:	w3_d164e7950
Petrus	w5_d164e7953
Pastor,	w7_d164e7956
Con-	w9_d164e7959
cilii	w1_d164e7964
Illiberis	w3_d164e7967
à	w5_d164e7970
Secretis.	w7_d164e7973
Diese	w9_d164e7976
Acta	w11_d164e7979
wer	w13_d164e7983
den	w1_d164e7988
gegenwärtig	w3_d164e7991
in	w5_d164e7994
das	w7_d164e7997
Spanische	w9_d164e8000
übersetzet.	w11_d164e8003
</p>
<head id="h2_d164e8009">
Dresden	w1_d164e8013
8.	w3_d164e8016
Julii.	w5_d164e8019
</head>
<p id="p4_d164e8022">
Gestern	w1_d164e8026
kam	w3_d164e8029
der	w5_d164e8032
Obriste	w7_d164e8035
Mayer	w9_d164e8038
alhier	w11_d164e8041
an,	w1_d164e8046
und	w3_d164e8049
begab	w5_d164e8052
sich	w7_d164e8055
sogleich	w9_d164e8058
zu	w11_d164e8061
Sr.	w13_d164e8065
Königl.	w15_d164e8068
Hoheit	w1_d164e8073
dem	w3_d164e8076
Marggrafen	w5_d164e8079
Carl,	w7_d164e8082
und	w9_d164e8085
dem	w11_d164e8088
Commandanten,	w1_d164e8094
ingleichen	w3_d164e8097
zu	w5_d164e8100
andern	w7_d164e8103
ble	w9_d164e8106
ßirten	w1_d164e8111
Officiers.	w3_d164e8114
Die	w5_d164e8117
auf	w7_d164e8120
seinem	w9_d164e8123
Marsche	w11_d164e8126
</p>
<p id="p6_d164e8129">
durch	w1_d164e8133
das	w3_d164e8136
Reich	w5_d164e8139
mit	w7_d164e8142
genommene	w9_d164e8145
Geiseln,	w11_d164e8148
besonders	w1_d164e8153
die	w3_d164e8156
von	w5_d164e8159
Nürnberg	w7_d164e8162
und	w9_d164e8165
Erfurt,	w11_d164e8168
seynd	w1_d164e8173
gleichfalls	w3_d164e8176
auf	w5_d164e8179
einigen	w7_d164e8182
Wägen	w9_d164e8185
unter	w11_d164e8188
Bedeckung	w1_d164e8194
eines	w3_d164e8197
Commando	w5_d164e8200
von	w7_d164e8203
Hussaren	w9_d164e8206
hieher	w1_d164e8211
gebracht,	w3_d164e8214
und	w5_d164e8217
in	w7_d164e8220
2	w9_d164e8223
Häuser	w11_d164e8226
einquar	w13_d164e8230
tiret	w1_d164e8235
worden.	w3_d164e8238
</p>
<head id="h2_d164e8244">
Paris	w1_d164e8248
9.	w3_d164e8251
Julii.	w5_d164e8254
</head>
<p id="p4_d164e8257">
Am	w1_d164e8261
2ten	w3_d164e8264
dieses	w5_d164e8267
haben	w7_d164e8270
der	w9_d164e8273
König	w11_d164e8276
zum	w13_d164e8280
neun	w15_d164e8283
ten	w1_d164e8288
mal	w3_d164e8291
geruhet,	w5_d164e8294
das	w7_d164e8297
Siegel	w9_d164e8300
zu	w11_d164e8303
Versailles	w13_d164e8307
zu	w1_d164e8312
halten.	w3_d164e8315
Am	w5_d164e8318
3ten	w7_d164e8321
darauf,	w9_d164e8324
gefiele	w11_d164e8327
es	w13_d164e8331
Sr.	w15_d164e8334
Majestät	w1_d164e8340
zu	w3_d164e8343
la	w5_d164e8346
Meutte	w7_d164e8349
zu	w9_d164e8352
übernachten,	w11_d164e8355
und	w13_d164e8359
am	w1_d164e8364
4ten	w3_d164e8367
nach	w5_d164e8370
Compiegne	w7_d164e8373
sich	w9_d164e8376
zu	w11_d164e8379
erheben,	w13_d164e8383
woselbst	w1_d164e8388
Allerhöchst=dieselbe,	w3_d164e8391
unter	w5_d164e8394
Anziehung	w7_d164e8397
derer	w1_d164e8402
Glocken	w3_d164e8405
und	w5_d164e8408
Loßbrennung	w7_d164e8411
des	w9_d164e8414
Geschü	w11_d164e8417
tzes,	w1_d164e8423
empfangen	w3_d164e8426
worden	w5_d164e8429
seynd;	w7_d164e8432
und	w9_d164e8435
Abends	w11_d164e8438
das	w1_d164e8443
Naht=haus	w3_d164e8446
sowol,	w5_d164e8449
als	w7_d164e8452
alle	w9_d164e8455
Häuser	w11_d164e8458
in	w13_d164e8462
der	w1_d164e8467
Stadt,	w3_d164e8470
und	w5_d164e8473
die	w7_d164e8476
Faciade	w9_d164e8479
des	w11_d164e8482
Portals	w13_d164e8486
der	w1_d164e8491
Königl.	w3_d164e8494
Abtey	w5_d164e8497
St.	w7_d164e8500
Corneille,	w9_d164e8503
illuminirt	w11_d164e8506
zu	w1_d164e8512
sehen	w3_d164e8515
war.	w5_d164e8518
Jhre	w7_d164e8521
Majestät	w9_d164e8524
die	w11_d164e8527
Königin	w13_d164e8531
langten	w1_d164e8536
Tages	w3_d164e8539
darauf	w5_d164e8542
ebenfalls	w7_d164e8545
an,	w9_d164e8548
und	w11_d164e8551
wur	w13_d164e8555
de	w1_d164e8560
eben	w3_d164e8563
so,	w5_d164e8566
wie	w7_d164e8569
Se.	w9_d164e8572
Majestät,	w11_d164e8575
der	w13_d164e8579
König	w15_d164e8582
mit	w1_d164e8587
Läutung	w3_d164e8590
der	w5_d164e8593
Glocken	w7_d164e8596
und	w9_d164e8599
Abfeuerung	w11_d164e8602
der	w1_d164e8608
Artillerie,	w3_d164e8611
empfangen.	w5_d164e8614
</p>
<head id="h2_d164e8620">
Marseille	w1_d164e8624
6	w3_d164e8627
Julii.	w5_d164e8630
</head>
<p id="p4_d164e8633">
So	w1_d164e8637
eben	w3_d164e8640
vernihmt	w5_d164e8643
man,	w7_d164e8646
daß	w9_d164e8649
die	w11_d164e8652
Eng	w13_d164e8656
ländische	w1_d164e8661
Flotte	w3_d164e8664
ihren	w5_d164e8667
Weg	w7_d164e8670
gegen	w9_d164e8673
Livorno	w11_d164e8676
genommen	w1_d164e8681
habe.	w3_d164e8684
</p>
<head id="h2_d164e8691">
Hannover	w1_d164e8695
14.	w3_d164e8698
Julii.	w5_d164e8701
</head>
<p id="p4_d164e8704">
Am	w1_d164e8708
7ten	w3_d164e8711
dieses	w5_d164e8714
kame	w7_d164e8717
die	w9_d164e8720
Erb=prinzeßin	w11_d164e8723
von	w1_d164e8728
Hessen=cassel,	w3_d164e8731
von	w5_d164e8734
Zelle	w7_d164e8737
hier	w9_d164e8740
an,	w11_d164e8743
und	w13_d164e8747
gienge	w1_d164e8752
nach	w3_d164e8755
Brüggen,	w5_d164e8758
um	w7_d164e8761
sich	w9_d164e8764
allda	w11_d164e8767
mit	w13_d164e8771
Sr.	w15_d164e8774
Königl.	w1_d164e8780
Hoheit,	w3_d164e8783
Dero	w5_d164e8786
Herrn	w7_d164e8789
Bruder,	w9_d164e8792
dem	w11_d164e8795
Herzog	w1_d164e8800
von	w3_d164e8803
Cumberland,	w5_d164e8806
zu	w7_d164e8809
unterreden.	w9_d164e8812
Des	w1_d164e8817
folgenden	w3_d164e8820
Tages	w5_d164e8823
kame	w7_d164e8826
dieselbe	w9_d164e8829
wieder	w11_d164e8832
zurück,	w1_d164e8837
und	w3_d164e8840
reisete	w5_d164e8843
nach	w7_d164e8846
Zelle	w9_d164e8849
ab.	w11_d164e8852
Gestern	w13_d164e8856
hat	w1_d164e8862
man	w3_d164e8865
Nachricht	w5_d164e8868
erhalten,	w7_d164e8871
daß	w9_d164e8874
ein	w11_d164e8877
star	w13_d164e8881
kes	w1_d164e8886
Corps	w3_d164e8889
von	w5_d164e8892
der	w7_d164e8895
Französischen	w9_d164e8898
Armee	w11_d164e8901
bey	w13_d164e8905
Beverungen	w1_d164e8910
eine	w3_d164e8913
Brücke	w5_d164e8916
über	w7_d164e8919
die	w9_d164e8922
Weser	w11_d164e8925
ge	w13_d164e8929
geschlagen,	w1_d164e8934
und	w3_d164e8937
mit	w5_d164e8940
einem	w7_d164e8943
Tete	w9_d164e8946
du	w11_d164e8949
Pont	w13_d164e8953
ver	w15_d164e8956
sehen,	w1_d164e8962
auch	w3_d164e8965
solches	w5_d164e8968
mit	w7_d164e8971
Canonen	w9_d164e8974
besetzt	w11_d164e8977
ha	w13_d164e8981
be.	w1_d164e8986
Das	w3_d164e8989
Haupt=quartier	w5_d164e8992
ist	w7_d164e8995
zu	w9_d164e8998
Beverungen.	w11_d164e9001
Ein	w1_d164e9006
Detaschement	w3_d164e9009
hat	w5_d164e9012
die	w7_d164e9015
Stadt	w9_d164e9018
Minden,	w11_d164e9021
wo	w1_d164e9026
die	w3_d164e9029
Fulde	w5_d164e9032
sich	w7_d164e9035
mit	w9_d164e9038
der	w11_d164e9041
Were	w13_d164e9045
vereiniget,	w15_d164e9048
und	w1_d164e9054
die	w3_d164e9057
Weser	w5_d164e9060
den	w7_d164e9063
Namen	w9_d164e9066
empfänget,	w11_d164e9069
be	w13_d164e9073
setzt,	w1_d164e9078
und	w3_d164e9081
die	w5_d164e9084
daselbst	w7_d164e9087
ligende	w9_d164e9090
Land=militz	w11_d164e9093
zu	w1_d164e9098
Kriegs=gefangenen	w3_d164e9101
gemacht.	w5_d164e9104
Von	w7_d164e9107
der	w9_d164e9110
Stadt	w1_d164e9115
Göttingen	w3_d164e9118
seynd	w5_d164e9121
Deputirte	w7_d164e9124
gefordert,	w9_d164e9127
um	w1_d164e9133
die	w3_d164e9136
Contributionen	w5_d164e9139
zu	w7_d164e9142
reguliren.	w9_d164e9145
Die	w11_d164e9148
Observations=armee	w1_d164e9153
hat	w3_d164e9156
sich	w5_d164e9159
näher	w7_d164e9162
nach	w9_d164e9165
Hameln	w1_d164e9170
gezogen,	w3_d164e9173
und	w5_d164e9176
das	w7_d164e9179
Haupt=quartier	w9_d164e9182
</p>
<p id="p8_d164e9187">
ist	w1_d164e9191
von	w3_d164e9194
Dankersen	w5_d164e9197
nach	w7_d164e9200
Steinbergen	w9_d164e9203
verlegt.	w11_d164e9206
Das	w1_d164e9211
in	w3_d164e9214
dem	w5_d164e9217
Fürstentum	w7_d164e9220
Zelle	w9_d164e9223
gelegene	w11_d164e9226
Städt	w13_d164e9230
lein	w1_d164e9235
Walsrode	w3_d164e9238
hat	w5_d164e9241
am	w7_d164e9244
6.	w9_d164e9247
dieses	w11_d164e9250
das	w13_d164e9254
Unglück	w15_d164e9257
gehabt,	w1_d164e9263
daß	w3_d164e9266
eine	w5_d164e9269
Feuers=brunst	w7_d164e9272
darinnen	w9_d164e9275
entstanden	w1_d164e9280
ist,	w3_d164e9283
welche	w5_d164e9286
den	w7_d164e9289
3ten	w9_d164e9292
Theil	w11_d164e9295
desselben	w13_d164e9299
in	w1_d164e9304
die	w3_d164e9307
Asche	w5_d164e9310
geleget	w7_d164e9313
hat.	w9_d164e9316
</p>
<head id="h2_d164e9322">
Auszug	w1_d164e9326
eines	w3_d164e9329
Schreibens	w5_d164e9332
aus	w7_d164e9335
Danzig	w1_d164e9340
vom	w3_d164e9343
12.	w5_d164e9346
Julii.	w7_d164e9349
</head>
<p id="p4_d164e9352">
Jn	w1_d164e9356
Pillau	w3_d164e9359
siehet	w5_d164e9362
man	w7_d164e9365
mit	w9_d164e9368
Forcht	w11_d164e9371
einem	w13_d164e9375
Bombardement	w1_d164e9380
entgegen,	w3_d164e9383
weil	w5_d164e9386
bereits	w7_d164e9389
vor	w9_d164e9392
dortigem	w1_d164e9397
Hafen	w3_d164e9400
die	w5_d164e9403
Anstalten	w7_d164e9406
darzu	w9_d164e9409
sollen	w11_d164e9412
ge	w13_d164e9416
macht	w1_d164e9422
werden.	w3_d164e9425
Wir	w5_d164e9428
erwarten	w7_d164e9431
hier	w9_d164e9434
täglich	w11_d164e9437
und	w13_d164e9441
stündlich	w1_d164e9446
die	w3_d164e9449
Nachricht	w5_d164e9452
von	w7_d164e9455
einer	w9_d164e9458
blutigen	w11_d164e9461
Battaille	w1_d164e9466
auch	w3_d164e9469
nunmehr	w5_d164e9472
in	w7_d164e9475
dieser	w9_d164e9478
Gegend	w11_d164e9481
zu	w13_d164e9485
hören,	w1_d164e9490
weil	w3_d164e9493
man	w5_d164e9496
für	w7_d164e9499
gewiß	w9_d164e9502
versichert,	w11_d164e9505
daß	w13_d164e9509
der	w1_d164e9515
Preußische	w3_d164e9518
General=feld=marschall	w5_d164e9521
von	w7_d164e9524
Lehwald	w1_d164e9529
dem	w3_d164e9532
Rußischen	w5_d164e9535
Generalen	w7_d164e9538
von	w9_d164e9541
Lie	w11_d164e9544
wen	w1_d164e9549
entgegen	w3_d164e9552
gehe.	w5_d164e9555
</p>
<head id="h2_d164e9561">
Prag	w1_d164e9565
vom	w3_d164e9568
23.	w5_d164e9571
Julii.	w7_d164e9574
</head>
<p id="p4_d164e9577">
Vorgestern,	w1_d164e9581
als	w3_d164e9584
den	w5_d164e9587
21sten	w7_d164e9590
dieses,	w9_d164e9593
seynd	w11_d164e9596
von	w1_d164e9601
denen	w3_d164e9604
bey	w5_d164e9607
Gabel	w7_d164e9610
eroberten	w9_d164e9613
feindlichen	w11_d164e9616
Canonen	w1_d164e9621
sieben	w3_d164e9624
hier	w5_d164e9627
eingetroffen,	w7_d164e9630
kurz	w9_d164e9633
dar	w11_d164e9636
auf	w1_d164e9642
aber	w3_d164e9645
der	w5_d164e9648
ebenfalls	w7_d164e9651
bey	w9_d164e9654
ermeldeter	w11_d164e9657
Stadt	w13_d164e9661
zum	w1_d164e9666
Kriegs=gefangenen	w3_d164e9669
gemachte	w5_d164e9672
General	w7_d164e9675
Putkammer	w1_d164e9680
nebst	w3_d164e9683
dem	w5_d164e9686
Prinzen	w7_d164e9689
von	w9_d164e9692
Holl	w11_d164e9695
steinbeck,	w1_d164e9700
und	w3_d164e9703
Obristen	w5_d164e9706
von	w7_d164e9709
Nassau,	w9_d164e9712
und	w11_d164e9715
70.	w13_d164e9719
Officiers;	w1_d164e9725
dann	w3_d164e9728
einem	w5_d164e9731
Prediger,	w7_d164e9734
einem	w9_d164e9737
Jn	w11_d164e9740
spector,	w1_d164e9745
einem	w3_d164e9748
FeldProviantCommis	w5_d164e9751
sario	w1_d164e9756
und	w3_d164e9759
3.	w5_d164e9762
Feld=Proviant=Beamten	w7_d164e9765
nach	w9_d164e9768
gefolget,	w1_d164e9773
welche	w3_d164e9776
bis	w5_d164e9779
auf	w7_d164e9782
weiteren	w9_d164e9785
allerhöch	w11_d164e9788
sten	w1_d164e9794
Befehl	w3_d164e9797
in	w5_d164e9800
allhiesiger	w7_d164e9803
Neustadt	w9_d164e9806
einquar	w11_d164e9809
tieret	w1_d164e9814
worden.	w3_d164e9817
Die	w5_d164e9820
4.	w7_d164e9823
Batiaillons	w9_d164e9826
Gemei	w11_d164e9829
ne	w1_d164e9834
aber	w3_d164e9837
nebst	w5_d164e9840
denen	w7_d164e9843
Hussaren	w9_d164e9846
seynd	w11_d164e9849
directe	w13_d164e9853
über	w1_d164e9858
Nimburg	w3_d164e9861
nach	w5_d164e9864
Mähren	w7_d164e9867
unter	w9_d164e9870
hinläng	w11_d164e9873
licher	w1_d164e9879
Escorte	w3_d164e9882
eingeleitet	w5_d164e9885
worden	w7_d164e9888
</p>
<p id="p6_d164e9891">
Sonsten	w1_d164e9895
seynd	w3_d164e9898
allhier	w5_d164e9901
in	w7_d164e9904
der	w9_d164e9907
Neustadt	w11_d164e9910
Prag,	w1_d164e9915
in	w3_d164e9918
denen	w5_d164e9921
nach	w7_d164e9924
der	w9_d164e9927
feindlichen	w11_d164e9930
Bom	w13_d164e9934
bardirung	w1_d164e9939
verbliebenen	w3_d164e9942
Brand=städten	w5_d164e9945
ver	w7_d164e9948
schiedene	w1_d164e9954
Personen	w3_d164e9957
den	w5_d164e9960
19ten	w7_d164e9963
hujus	w9_d164e9966
verschüttet	w11_d164e9969
worden,	w1_d164e9974
als	w3_d164e9977
nämlich	w5_d164e9980
Fruhe	w7_d164e9983
in	w9_d164e9986
der	w11_d164e9989
Heinrichs	w13_d164e9993
gassen	w1_d164e9998
in	w3_d164e10001
dem	w5_d164e10004
Krumholzischen	w7_d164e10007
Haus	w9_d164e10010
4.	w11_d164e10013
Per	w13_d164e10017
sonen,	w1_d164e10022
wovon	w3_d164e10025
der	w5_d164e10028
Vatter	w7_d164e10031
und	w9_d164e10034
Mutter	w11_d164e10037
stark	w13_d164e10041
bleßiret,	w1_d164e10047
zwey	w3_d164e10050
Knaben	w5_d164e10053
aber	w7_d164e10056
durch	w9_d164e10059
die	w11_d164e10062
einge	w13_d164e10066
fallene	w1_d164e10071
Mauer	w3_d164e10074
getödtet	w5_d164e10077
worden.	w7_d164e10080
Nachmit	w9_d164e10083
tag	w1_d164e10088
hingegen,	w3_d164e10091
da	w5_d164e10094
inzwischen	w7_d164e10097
ein	w9_d164e10100
grosser	w11_d164e10103
Platz	w13_d164e10107
regen	w1_d164e10112
einfiele,	w3_d164e10115
seynd	w5_d164e10118
auf	w7_d164e10121
dem	w9_d164e10124
Roßmarkt,	w11_d164e10127
in	w1_d164e10133
dem	w3_d164e10136
Hauß	w5_d164e10139
beym	w7_d164e10142
Spinkal	w9_d164e10145
genannt,	w11_d164e10148
in	w13_d164e10152
ihrem	w1_d164e10157
Wohn	w3_d164e10160
zimmer	w5_d164e10163
ebenfalls	w7_d164e10166
vier	w9_d164e10169
Perso	w11_d164e10172
nen	w1_d164e10177
unter	w3_d164e10180
dem	w5_d164e10183
eingestürzten	w7_d164e10186
Rhor=boden	w9_d164e10189
be	w11_d164e10192
graben	w1_d164e10197
worden;	w3_d164e10200
man	w5_d164e10203
brachte	w7_d164e10206
ein	w9_d164e10209
Kind	w11_d164e10212
le	w13_d164e10216
bendig	w1_d164e10222
heraus,	w3_d164e10225
der	w5_d164e10228
Mann,	w7_d164e10231
das	w9_d164e10234
Weib	w11_d164e10237
und	w13_d164e10241
</p>
<p id="p8_d164e10244">
eine	w1_d164e10248
Tochter	w3_d164e10251
aber	w5_d164e10254
seynd	w7_d164e10257
theils	w9_d164e10260
von	w11_d164e10263
diesem	w13_d164e10267
Ru	w15_d164e10270
auf	w1_d164e10275
der	w3_d164e10278
Stelle	w5_d164e10281
getödtet,	w7_d164e10284
theils	w9_d164e10287
bald	w11_d164e10290
nac	w13_d164e10294
der	w1_d164e10299
Ausgrabung	w3_d164e10302
verstorden.	w5_d164e10305
Eben	w7_d164e10308
diese	w9_d164e10311
Nachmittag,	w1_d164e10317
und	w3_d164e10320
fast	w5_d164e10323
zu	w7_d164e10326
nämlicher	w9_d164e10329
seynd	w1_d164e10334
in	w3_d164e10337
der	w5_d164e10340
Gegend	w7_d164e10343
von	w9_d164e10346
Marien=schnein	w11_d164e10349
Constantinischen	w1_d164e10354
Haus,	w3_d164e10357
acht	w5_d164e10360
Personen	w7_d164e10363
vo	w9_d164e10366
einer	w1_d164e10371
eingefallenen	w3_d164e10374
Wand	w5_d164e10377
in	w7_d164e10380
ihrer	w9_d164e10383
bey	w11_d164e10386
in	w13_d164e10390
Erden	w1_d164e10396
befindlichen	w3_d164e10399
Werk=stadt	w5_d164e10402
und	w7_d164e10405
Wohn	w9_d164e10408
gleichermassen	w1_d164e10413
verunglücket	w3_d164e10416
worden,	w5_d164e10419
und	w7_d164e10422
aus	w1_d164e10427
der	w3_d164e10430
Schlosser=werk=stadt	w5_d164e10433
ein	w7_d164e10436
Gesell	w9_d164e10439
tol	w11_d164e10442
der	w1_d164e10447
andere	w3_d164e10450
Gesell	w5_d164e10453
aber	w7_d164e10456
und	w9_d164e10459
der	w11_d164e10462
Lehr=jungs	w13_d164e10466
beschädiget	w1_d164e10472
aus	w3_d164e10475
dem	w5_d164e10478
Schutt	w7_d164e10481
hervorgez	w9_d164e10484
worden,	w1_d164e10489
die	w3_d164e10492
übrigen	w5_d164e10495
hat	w7_d164e10498
man	w9_d164e10501
noch	w11_d164e10504
nicht	w13_d164e10508
hi	w15_d164e10511
aus	w1_d164e10516
bringen	w3_d164e10519
können.	w5_d164e10522
</p>
<head id="h2_d164e10528">
Maria=zell	w1_d164e10532
in	w3_d164e10535
in	w5_d164e10538
Steyermarkt,	w7_d164e10541
von	w9_d164e10544
12.	w1_d164e10549
Julii.	w3_d164e10552
</head>
<p id="p4_d164e10555">
Heute	w1_d164e10559
haben	w3_d164e10562
Jhre	w5_d164e10565
K.	w7_d164e10568
K.	w9_d164e10571
Majestät	w11_d164e10574
unst	w13_d164e10578
allergnädigste	w1_d164e10583
Frau	w3_d164e10586
die	w5_d164e10589
bey	w7_d164e10592
Chotzemitz	w9_d164e10595
den	w11_d164e10598
18ten	w1_d164e10603
vorigen	w3_d164e10606
Monats	w5_d164e10609
Junii	w7_d164e10612
eroberte	w9_d164e10615
20.	w11_d164e10618
Fahnen	w1_d164e10624
und	w3_d164e10627
eine	w5_d164e10630
Standarte=durch	w7_d164e10633
Jhre	w9_d164e10636
Hochwürden	w1_d164e10641
und	w3_d164e10644
Gnaden	w5_d164e10647
Herrn	w7_d164e10650
Abten	w9_d164e10653
zum	w11_d164e10656
Schotten	w1_d164e10661
in	w3_d164e10664
Wien,	w5_d164e10667
dem	w7_d164e10670
alhiesig	w9_d164e10673
Wun	w11_d164e10676
dertähtigen	w1_d164e10681
Gnaden=bilde,	w3_d164e10684
bey	w5_d164e10687
Gelegenheit	w7_d164e10690
der	w1_d164e10696
alhier	w3_d164e10699
angelangten	w5_d164e10702
Schottischen	w7_d164e10705
Wall	w9_d164e10708
fahrt,	w1_d164e10713
feyerlich	w3_d164e10716
geschenket;	w5_d164e10719
wobey	w7_d164e10722
besagter	w9_d164e10725
Hr.	w1_d164e10730
Abt,	w3_d164e10733
in	w5_d164e10736
Gegenwart	w7_d164e10739
einer	w9_d164e10742
unbeschreibli	w11_d164e10745
chen	w1_d164e10750
Menge	w3_d164e10753
Volks,	w5_d164e10756
eine	w7_d164e10759
dazu	w9_d164e10762
abzielende	w11_d164e10765
wol	w13_d164e10769
gefaste	w1_d164e10775
Rede	w3_d164e10778
mit	w5_d164e10781
allgemeinen	w7_d164e10784
Beyfalle	w9_d164e10787
ge	w11_d164e10790
halten	w1_d164e10795
hat.	w3_d164e10798
</p>
<head id="h2_d164e10804">
Wien	w1_d164e10808
den	w3_d164e10811
2	w5_d164e10814
Juli	w1_d164e10819
1757.	w3_d164e10822
</head>
<p id="p4_d164e10825">
SOnntags	w1_d164e10829
den	w3_d164e10832
24.	w5_d164e10835
Julii	w7_d164e10838
haben	w9_d164e10841
beyde	w11_d164e10844
Kai	w13_d164e10848
serl.	w1_d164e10853
Majestäten	w3_d164e10856
mit	w5_d164e10859
denen	w7_d164e10862
gesamten	w9_d164e10865
Durchleuchtigst	w1_d164e10870
jungen	w3_d164e10873
Herrschaften	w5_d164e10876
Königl.	w7_d164e10879
Hoheiten	w1_d164e10885
dem	w3_d164e10888
auf	w5_d164e10891
5.	w7_d164e10894
Sonn=täge,	w9_d164e10897
benanntlich	w11_d164e10900
auf	w1_d164e10905
erst=besagten	w3_d164e10908
24.	w5_d164e10911
Julii,	w7_d164e10914
als	w9_d164e10917
den	w11_d164e10920
8ten,	w13_d164e10924
dann	w15_d164e10927
ferners	w1_d164e10932
auf	w3_d164e10935
den	w5_d164e10938
7.	w7_d164e10941
Augusti	w9_d164e10944
als	w11_d164e10947
den	w13_d164e10951
10ten,	w15_d164e10954
auf	w17_d164e10957
den	w1_d164e10962
25ten	w3_d164e10965
September	w5_d164e10968
als	w7_d164e10971
den	w9_d164e10974
17ten,	w11_d164e10977
auf	w13_d164e10981
den	w15_d164e10984
9ten	w1_d164e10990
October	w3_d164e10993
als	w5_d164e10996
den	w7_d164e10999
19ten	w9_d164e11002
und	w11_d164e11005
auf	w13_d164e11009
den	w15_d164e11012
13ten	w17_d164e11015
November	w1_d164e11020
als	w3_d164e11023
den	w5_d164e11026
24ten	w7_d164e11029
Sonntag	w9_d164e11032
nach	w11_d164e11035
Pfing	w13_d164e11039
sten	w1_d164e11044
zu	w3_d164e11047
Erbittung	w5_d164e11050
des	w7_d164e11053
fortwährend	w9_d164e11056
göttlichen	w11_d164e11059
Beystandes	w1_d164e11064
und	w3_d164e11067
Seegens	w5_d164e11070
über	w7_d164e11073
ihrer	w9_d164e11076
Kaiserl.	w11_d164e11079
