<doc id="wr_1759-01-10" attrs="word" year="1759" month="01" day="10" corpus="2">
<head id="h2_d312e2914">
Culmbach	w1_d312e2918
Michael	w3_d312e17458
Jn	w1_d312e17466
der	w3_d312e17469
Joseph=stadt	w5_d312e17472
360	w1_d312e17477
518	w1_d312e17482
U.	w1_d312e17487
L.	w3_d312e17490
F.	w5_d312e17493
zun	w7_d312e17496
Schotten	w9_d312e17499
Bet	w1_d312e17505
Jm	w1_d312e17510
Liechtenthal	w3_d312e17513
306	w1_d312e17518
Jm	w1_d312e17523
Burger=Spital	w3_d312e17526
174	w1_d312e17532
Zu	w1_d312e17537
Gumpendorf	w3_d312e17540
87	w1_d312e17545
Jn	w1_d312e17550
der	w3_d312e17553
Leopold=stadt	w5_d312e17556
387	w1_d312e17562
Zu	w1_d312e17567
St.	w3_d312e17570
Marx	w5_d312e17573
347	w1_d312e17578
</head>
<head id="h2_d312e17584">
Hingegen	w1_d312e17588
seynd	w3_d312e17591
in	w5_d312e17594
dieser	w7_d312e17597
Stadt	w1_d312e17602
/	w3_d312e17605
</head>
<p id="p4_d312e17608">
Summa	w1_d312e17612
aller	w3_d312e17615
gebornen	w5_d312e17618
und	w7_d312e17621
getauften	w9_d312e17624
Kindern	w11_d312e17627
5267.	w13_d312e17631
Seynd	w1_d312e17636
also	w3_d312e17639
im	w5_d312e17642
bemeldi=jüngst=abgewichenen	w7_d312e17645
Jahre	w9_d312e17648
in	w11_d312e17651
Summa	w13_d312e17655
239.	w15_d312e17658
mehr	w17_d312e17661
Verstorbene	w1_d312e17666
/	w3_d312e17669
und	w5_d312e17672
117.	w7_d312e17675
weniger	w9_d312e17678
Geborne	w11_d312e17681
/	w13_d312e17685
als	w15_d312e17688
Anno	w17_d312e17691
1757.	w19_d312e17694
</p>
<p id="p6_d312e17699">
nach	w1_d312e17703
in	w3_d312e17706
denen	w5_d312e17709
Monaten	w7_d312e17712
eingekommen.	w9_d312e17715
Jm	w1_d312e17720
Januario	w3_d312e17723
seynd	w5_d312e17726
in	w7_d312e17729
und	w9_d312e17732
vor	w11_d312e17735
der	w13_d312e17739
Stadt	w15_d312e17742
gestorben:	w17_d312e17745
Manns=personen	w1_d312e17750
139.	w3_d312e17753
Weibs=personen	w5_d312e17756
130.	w7_d312e17759
Knäblein	w9_d312e17762
161.	w11_d312e17765
Mägdlein	w13_d312e17769
118.	w15_d312e17772
Summa	w1_d312e17778
aller	w3_d312e17781
Verstorbenen	w5_d312e17784
dies	w7_d312e17787
Monats	w9_d312e17790
548	w11_d312e17793
</p>
<head id="h4_d312e17809">
Jm	w1_d312e17813
Februarid.	w3_d312e17816
Manns=personen	w1_d312e17821
185.	w3_d312e17824
Weibs=personen	w5_d312e17827
146.	w7_d312e17830
</head>
<head id="h2_d312e17836">
Jm	w1_d312e17840
Martio.	w3_d312e17843
Manns=personen	w1_d312e17848
185.	w3_d312e17851
Weibs=personen	w5_d312e17854
171.	w7_d312e17857
</head>
<head id="h2_d312e17863">
Jm	w1_d312e17867
April.	w3_d312e17870
Manns=personen	w1_d312e17875
212.	w3_d312e17878
Weibs=personen	w5_d312e17881
188.	w7_d312e17884
</head>
<head id="h2_d312e17890">
Jm	w1_d312e17894
Majo.	w3_d312e17897
Manns=personen	w1_d312e17902
198.	w3_d312e17905
Weibs=personen	w5_d312e17908
191.	w7_d312e17911
</head>
<head id="h2_d312e17935">
Mans=personen	w1_d312e17939
47.	w3_d312e17942
Weibs=personen	w5_d312e17945
113.	w7_d312e17948
Knählen	w9_d312e17951
198.	w11_d312e17954
Mägdlein	w13_d312e17958
161.	w15_d312e17961
Summa	w1_d312e17966
dies	w3_d312e17969
Monats	w5_d312e17972
546.	w7_d312e17975
Jm	w1_d312e17980
October.	w3_d312e17983
Manns=personen	w1_d312e17989
92.	w3_d312e17992
Weibs=personen	w5_d312e17995
111.	w7_d312e17998
Knäblein	w9_d312e18001
145.	w11_d312e18004
Mägdlein	w13_d312e18008
112.	w15_d312e18011
Summa	w1_d312e18016
dies	w3_d312e18019
Monats	w5_d312e18022
460.	w7_d312e18025
Jm	w1_d312e18030
November.	w3_d312e18033
Manns=personen	w1_d312e18038
97.	w3_d312e18041
Weibs=personen	w5_d312e18044
93.	w7_d312e18047
Knäblein	w9_d312e18050
121.	w11_d312e18053
Mägdlein	w13_d312e18057
121.	w15_d312e18060
Summa	w1_d312e18066
dies	w3_d312e18069
Monats	w5_d312e18072
432.	w7_d312e18075
Jm	w1_d312e18080
December.	w3_d312e18083
Manns=personen	w1_d312e18088
65.	w3_d312e18091
Weibs=personen	w5_d312e18094
71.	w7_d312e18097
Knäblein	w1_d312e18102
96.	w3_d312e18105
Mägdlein	w5_d312e18108
80.	w7_d312e18111
Summa	w1_d312e18117
dies	w3_d312e18120
Monats	w5_d312e18123
312.	w7_d312e18126
</head>
<p id="p4_d312e18129">
Summa	w1_d312e18133
Summarum	w3_d312e18136
aller	w5_d312e18139
dies	w7_d312e18142
geendeten	w9_d312e18145
Jahrs	w11_d312e18148
ordentlich	w13_d312e18152
eingekommenver	w15_d312e18155
storbenen	w1_d312e18160
alten	w3_d312e18163
Personen	w5_d312e18166
und	w7_d312e18169
Kindern.	w9_d312e18172
678.	w1_d312e18177
Unter	w1_d312e18183
welchen	w3_d312e18186
ausser	w5_d312e18189
anderen	w7_d312e18192
Krankheiten:	w1_d312e18197
an	w1_d312e18202
denen	w3_d312e18205
Kinds=blattern	w5_d312e18208
194.	w7_d312e18211
an	w1_d312e18216
Schlag=flüssen	w3_d312e18219
aber	w5_d312e18222
198.	w7_d312e18225
Todes	w1_d312e18231
verfahren	w3_d312e18234
seynd.	w5_d312e18237
</p>
<p id="p10_d312e18250">
Unter	w1_d312e18254
allen	w3_d312e18257
diesen	w5_d312e18260
Todten	w7_d312e18263
seynd	w1_d312e18268
unglücklich	w3_d312e18271
um	w5_d312e18274
das	w7_d312e18277
Leben	w9_d312e18280
gekommen	w1_d312e18285
/	w3_d312e18288
nämlich:	w5_d312e18291
</p>
<head id="h2_d312e18297">
4.	w1_d312e18301
So	w3_d312e18304
sich	w5_d312e18307
erfallen.	w7_d312e18310
1.	w1_d312e18315
So	w3_d312e18318
von	w5_d312e18321
einer	w7_d312e18324
Schlitten=teixel	w9_d312e18327
auf	w11_d312e18330
die	w1_d312e18335
Brust	w3_d312e18338
gestossen	w5_d312e18341
worden,	w7_d312e18344
und	w9_d312e18347
darauf	w1_d312e18353
gestorben.	w3_d312e18356
1.	w1_d312e18361
Jn	w3_d312e18364
der	w5_d312e18367
Donau	w7_d312e18370
ertrunken.	w9_d312e18373
8.	w1_d312e18378
So	w3_d312e18381
niedergeführet	w5_d312e18384
worden.	w7_d312e18387
1.	w1_d312e18392
Vom	w3_d312e18395
Pferd	w5_d312e18398
getretten,	w7_d312e18401
und	w9_d312e18404
darauf	w11_d312e18407
gestorben.	w1_d312e18413
1.	w1_d312e18418
So	w3_d312e18421
von	w5_d312e18424
einer	w7_d312e18427
umgefallenen	w9_d312e18430
Ge	w11_d312e18433
stätten	w1_d312e18438
erschlagen	w3_d312e18441
worden.	w5_d312e18444
</head>
<head id="h2_d312e18450">
1.	w1_d312e18454
So	w3_d312e18457
von	w5_d312e18460
einem	w7_d312e18463
ungefallenen	w9_d312e18466
Wa	w11_d312e18469
gen	w1_d312e18474
verwundet	w3_d312e18477
worden,	w5_d312e18480
und	w7_d312e18483
darauf	w9_d312e18486
gestorben.	w1_d312e18491
So	w1_d312e18497
in	w3_d312e18500
einen	w5_d312e18503
Brunnen	w7_d312e18506
gefallen,	w9_d312e18509
und	w11_d312e18512
darinnen	w1_d312e18517
ertrunken.	w3_d312e18520
So	w1_d312e18525
in	w3_d312e18528
einem	w5_d312e18531
Canal	w7_d312e18534
verschüttet	w9_d312e18537
worden.	w1_d312e18542
1.	w1_d312e18548
Jm	w3_d312e18551
Beht	w5_d312e18554
ersticket.	w7_d312e18557
</head>
</doc>
