<doc id="wr_1758-03-22" attrs="word" year="1758" month="03" day="22" corpus="2">
<head id="h2_d228e3161">
Aleppo	w1_d228e3165
48.	w5_d228e17647
J.	w7_d228e17650
</list>
<head id="h2_d228e17657">
Vor	w1_d228e17661
der	w3_d228e17664
Stadt.	w5_d228e17667
</head>
<list id="l4_d228e17670">
Georg	w1_d228e17674
Rausch,	w3_d228e17677
Burgerl.	w5_d228e17680
Orgel=mach.,	w7_d228e17683
beym	w9_d228e17686
Saf	w11_d228e17689
ran	w1_d228e17694
am	w3_d228e17697
Neubau,	w5_d228e17700
alt	w7_d228e17703
70.	w9_d228e17706
J.	w11_d228e17709
Dem	w1_d228e17714
Jos.	w3_d228e17717
Hornitzky,	w5_d228e17720
Burgerl.	w7_d228e17723
Schuh=mach.,	w9_d228e17726
s.	w11_d228e17729
W.	w13_d228e17733
Cathar.,	w1_d228e17739
im	w3_d228e17742
Bleicheris.	w5_d228e17745
H.	w7_d228e17748
bey	w9_d228e17751
Maria=hülf,	w11_d228e17754
alt	w13_d228e17758
42.	w1_d228e17763
J.	w3_d228e17766
Dem	w1_d228e17771
Jos.	w3_d228e17774
Drumer,	w5_d228e17777
Stall=meist,	w7_d228e17780
s.	w9_d228e17783
W.	w11_d228e17786
Clara,	w13_d228e17790
im	w15_d228e17793
Frumwalbis.	w1_d228e17798
H.	w3_d228e17801
auf	w5_d228e17804
der	w7_d228e17807
andstr.,	w9_d228e17810
alt	w11_d228e17813
34.	w13_d228e17817
J.	w15_d228e17820
Dem	w1_d228e17826
Andre	w3_d228e17829
Hauptleitner,	w5_d228e17832
gew.	w7_d228e17835
Wacht	w9_d228e17838
meist.,	w11_d228e17841
s.	w13_d228e17845
W.	w15_d228e17848
Cathar.,	w1_d228e17853
beym	w3_d228e17856
rot.	w5_d228e17859
Krebs.	w7_d228e17862
auf	w9_d228e17865
der	w11_d228e17868
Laimgr.,	w13_d228e17872
57.	w15_d228e17875
J.	w17_d228e17878
Dem	w1_d228e17883
Jacob	w3_d228e17886
Peyer,	w5_d228e17889
gew.	w7_d228e17892
Bier=abtrag.	w9_d228e17895
s.	w11_d228e17898
W.	w13_d228e17902
Eleo	w15_d228e17905
nora,	w1_d228e17910
in	w3_d228e17913
s.	w5_d228e17916
H.	w7_d228e17919
zu	w9_d228e17922
Erdberg.	w11_d228e17925
alt	w13_d228e17929
46.	w15_d228e17932
J.	w17_d228e17935
Dem	w1_d228e17941
Ant.	w3_d228e17944
Jwizzietz,	w5_d228e17947
Lack,	w7_d228e17950
s.	w9_d228e17953
W.	w11_d228e17956
Anna	w13_d228e17960
Maria,	w15_d228e17963
beym	w1_d228e17968
gold.	w3_d228e17971
Sied	w5_d228e17974
auf	w7_d228e17977
der	w9_d228e17980
Wied.,	w11_d228e17983
alt	w13_d228e17987
27.	w15_d228e17990
J.	w17_d228e17993
Dem	w1_d228e17998
Georg	w3_d228e18001
Horrack	w5_d228e18004
Sincereis.	w7_d228e18007
Sold.,	w9_d228e18010
s.	w11_d228e18013
K.	w13_d228e18017
Math.	w15_d228e18020
in	w1_d228e18025
der	w3_d228e18028
Casarm,	w5_d228e18031
alt	w7_d228e18034
2.	w9_d228e18037
J.	w11_d228e18040
Paul	w1_d228e18046
Heudorfer,	w3_d228e18049
Rumor=sold.,	w5_d228e18052
bey	w7_d228e18055
der	w9_d228e18058
H.	w11_d228e18061
Drepfal	w13_d228e18065
tigk.	w1_d228e18070
im	w3_d228e18073
alt.	w5_d228e18076
Lerchenf.,	w7_d228e18079
alt	w9_d228e18082
23.	w11_d228e18085
J.	w13_d228e18089
Mich.	w1_d228e18094
Praiteneder,	w3_d228e18097
Kutsch.,	w5_d228e18100
beyn	w7_d228e18103
2.	w9_d228e18106
Nuß=baum.	w11_d228e18109
am	w13_d228e18113
Neubau,	w1_d228e18118
alt	w3_d228e18121
66.	w5_d228e18124
J.	w7_d228e18127
Dem	w1_d228e18133
Franz	w3_d228e18136
Ecker,	w5_d228e18139
Kohl=mes.	w7_d228e18142
kn.,	w9_d228e18145
s.	w11_d228e18148
W.	w13_d228e18152
Cathat.	w15_d228e18155
beym	w1_d228e18160
Federl	w3_d228e18163
untern	w5_d228e18166
Felb,	w7_d228e18169
alt	w9_d228e18172
50.	w11_d228e18175
J.	w13_d228e18179
Dem	w1_d228e18184
Pet.	w3_d228e18187
Wittenberget,	w5_d228e18190
Tagw,	w7_d228e18193
s.	w9_d228e18196
K.	w11_d228e18199
Theres.,	w13_d228e18203
in	w15_d228e18206
der	w1_d228e18211
Schmidten	w3_d228e18214
ausser	w5_d228e18217
der	w7_d228e18220
Rosseu,	w9_d228e18223
alt	w11_d228e18226
4.	w13_d228e18230
J.	w15_d228e18233
</list>
<list id="l6_d228e18237">
David	w1_d228e18241
Krauß,	w3_d228e18244
Tagw.,	w5_d228e18247
beym	w7_d228e18250
schwarz.	w9_d228e18253
Rös.	w11_d228e18256
im	w13_d228e18260
Liech	w15_d228e18263
tenth.,	w1_d228e18268
alt	w3_d228e18271
33.	w5_d228e18274
J.	w7_d228e18277
</list>
<head id="h2_d228e18284">
Summa	w1_d228e18288
17	w3_d228e18291
Pers.,	w5_d228e18294
darunter	w7_d228e18297
3.	w9_d228e18300
Kind.	w11_d228e18303
Den	w1_d228e18308
20.	w3_d228e18311
Martii.	w5_d228e18314
Jn	w7_d228e18317
der	w9_d228e18320
Stadt.	w11_d228e18323
</head>
<list id="l4_d228e18326">
Dem	w1_d228e18330
Gerhard	w3_d228e18333
Rab,	w5_d228e18336
Burgerl.	w7_d228e18339
Schul=meist.,	w9_d228e18342
s.	w11_d228e18345
W.	w13_d228e18349
Elisab.,	w1_d228e18354
im	w3_d228e18357
Peißlis.	w5_d228e18360
H.	w7_d228e18363
auf	w9_d228e18366
der	w11_d228e18369
alt.	w13_d228e18373
Burgermu	w15_d228e18376
sterung,	w1_d228e18381
alt	w3_d228e18384
36.	w5_d228e18387
J.	w7_d228e18390
Der	w1_d228e18396
Anna	w3_d228e18399
Sedtlmayrin,	w5_d228e18402
Wittwe.	w7_d228e18405
ihr	w9_d228e18408
K.	w11_d228e18411
Theres.,	w13_d228e18415
im	w1_d228e18420
Krügleri.	w3_d228e18423
H.	w5_d228e18426
am	w7_d228e18429
Hof	w9_d228e18432
alt	w11_d228e18435
4.	w13_d228e18439
J.	w15_d228e18442
Sebast.	w1_d228e18447
Weidlinger.	w3_d228e18450
dack.	w5_d228e18453
im	w7_d228e18456
Todten=graberis.	w9_d228e18459
H.	w11_d228e18462
auf	w1_d228e18467
der	w3_d228e18470
Schotten=bastey,	w5_d228e18473
alt	w7_d228e18476
47.	w9_d228e18479
J.	w11_d228e18482
Dem	w1_d228e18488
Math.	w3_d228e18491
Mayrhofet,	w5_d228e18494
Bros=sitz.,	w7_d228e18497
s.	w9_d228e18500
K.	w11_d228e18503
Jos.,	w13_d228e18507
im	w15_d228e18510
Burger=spit.	w1_d228e18515
in	w3_d228e18518
der	w5_d228e18521
Kärntnerstr.,	w7_d228e18524
alt	w9_d228e18527
1.	w11_d228e18530
1.	w13_d228e18534
h.	w15_d228e18537
J.	w17_d228e18540
Andre	w1_d228e18545
Egelseher,	w3_d228e18548
Land=kutsch.=kn.,	w5_d228e18551
im	w7_d228e18554
Kernisch.	w9_d228e18557
H.	w11_d228e18560
am	w1_d228e18565
Salz-gr.,	w3_d228e18568
alt	w5_d228e18571
33.	w7_d228e18574
J.	w9_d228e18577
</list>
<head id="h2_d228e18584">
Vor	w1_d228e18588
der	w3_d228e18591
Stadt.	w5_d228e18594
</head>
<list id="l4_d228e18597">
Dem	w1_d228e18601
Jacob	w3_d228e18604
Silberbauer,	w5_d228e18607
Burgerl.	w7_d228e18610
Schuhmach	w9_d228e18613
s.	w1_d228e18618
K.	w3_d228e18621
Mart.,	w5_d228e18624
beym	w7_d228e18627
lust.	w9_d228e18630
Bauren	w11_d228e18633
in	w13_d228e18637
der	w15_d228e18640
Leopoldst.	w17_d228e18643
alt	w1_d228e18648
2	w3_d228e18651
1.	w5_d228e18654
h.	w7_d228e18657
J.	w9_d228e18660
Dem	w1_d228e18666
Ant.	w3_d228e18669
Kapeler,	w5_d228e18672
Burgerl.	w7_d228e18675
Bind.,	w9_d228e18678
s.	w11_d228e18681
K.	w13_d228e18685
Jos.,	w15_d228e18688
beym	w1_d228e18693
schwarz.	w3_d228e18696
Rös.	w5_d228e18699
in	w7_d228e18702
der	w9_d228e18705
Rossau,	w11_d228e18708
alt	w13_d228e18712
1.	w15_d228e18715
J.	w17_d228e18718
Math.	w1_d228e18723
Volk,	w3_d228e18726
L.	w5_d228e18729
M.	w7_d228e18732
Gerichts=bot,	w9_d228e18735
beym	w11_d228e18738
geld.	w13_d228e18742
Adler	w15_d228e18745
in	w1_d228e18750
der	w3_d228e18753
Währinger=gas.,	w5_d228e18756
alt	w7_d228e18759
58.	w9_d228e18762
J.	w11_d228e18765
Dem	w1_d228e18771
Jos.	w3_d228e18774
Schöndorfer,	w5_d228e18777
Gold=plet.=ges.,	w7_d228e18780
s.	w9_d228e18783
W.	w11_d228e18786
Re	w13_d228e18790
gina,	w1_d228e18795
alt	w3_d228e18798
31.	w5_d228e18801
J.	w7_d228e18804
und	w9_d228e18807
Dem	w1_d228e18812
Joh.	w3_d228e18815
Widersperger,	w5_d228e18818
Marmor=schleif.,	w7_d228e18821
s.	w9_d228e18824
W.	w11_d228e18827
Anna,	w1_d228e18832
alt	w3_d228e18835
35.	w5_d228e18838
J.,	w7_d228e18841
beyde	w9_d228e18844
beym	w11_d228e18847
gold.	w13_d228e18851
Adler	w15_d228e18854
bey	w17_d228e18857
St.	w19_d228e18860
Ulrich.	w1_d228e18866
Dem	w1_d228e18871
Nicol.	w3_d228e18874
Haas,	w5_d228e18877
Lack.,	w7_d228e18880
s.	w9_d228e18883
W.	w11_d228e18886
Magdal.,	w13_d228e18890
beym	w15_d228e18893
gold	w17_d228e18896
Ochs.	w1_d228e18901
am	w3_d228e18904
Neubau,	w5_d228e18907
alt	w7_d228e18910
43.	w9_d228e18913
J.	w11_d228e18916
Adam	w1_d228e18921
Kunst,	w3_d228e18924
Zimmer=putz.,	w5_d228e18927
beym	w7_d228e18930
Jordan	w9_d228e18933
in	w11_d228e18936
der	w13_d228e18940
Josephst.	w1_d228e18946
alt	w3_d228e18949
49	w5_d228e18952
J.	w7_d228e18955
Paul	w1_d228e18960
Stutz,	w3_d228e18963
Vieh=mayr,	w5_d228e18966
in	w7_d228e18969
s.	w9_d228e18972
H.	w11_d228e18975
zu	w13_d228e18979
Nicolst.,	w15_d228e18982
68.	w17_d228e18985
J.	w19_d228e18988
Cathar.	w1_d228e18993
Stänglin,	w3_d228e18996
Vienst=m.,	w5_d228e18999
beym	w7_d228e19002
gold.	w9_d228e19005
Datel	w11_d228e19008
baum	w1_d228e19013
im	w3_d228e19016
Lerchenf.	w5_d228e19019
alt	w7_d228e19022
26.	w9_d228e19025
J.	w11_d228e19028
Dem	w1_d228e19034
Mart.	w3_d228e19037
Raniger,	w5_d228e19040
rehen=kutsch.,	w7_d228e19043
s.	w9_d228e19046
T	w11_d228e19049
Theres,	w13_d228e19053
beym	w1_d228e19058
gold.	w3_d228e19061
Adl.	w5_d228e19064
zu	w7_d228e19067
Mätzl.ingorf,	w9_d228e19070
alt	w11_d228e19073
19.	w13_d228e19077
J.	w15_d228e19080
Math.	w1_d228e19085
Daxberger,	w3_d228e19088
Tagw.,	w5_d228e19091
bey	w7_d228e19094
der	w9_d228e19097
H.	w11_d228e19100
Dreyfaltigk.	w13_d228e19104
in	w1_d228e19109
der	w3_d228e19112
Josephst,	w5_d228e19115
alt	w7_d228e19118
63.	w9_d228e19121
J.	w11_d228e19124
Dem	w1_d228e19130
Joh.	w3_d228e19133
Flichtinger,	w5_d228e19136
Hüner=kram.,	w7_d228e19139
s	w9_d228e19142
W.	w11_d228e19145
Mag	w13_d228e19149
dal.,	w1_d228e19154
beym	w3_d228e19157
gold.	w5_d228e19160
kässel	w7_d228e19163
bey	w9_d228e19166
Mari	w11_d228e19169
hülf,	w13_d228e19173
46.	w15_d228e19176
J.	w17_d228e19179
Eine	w1_d228e19184
unbekannte	w3_d228e19187
Weibs=pers.,	w5_d228e19190
ist	w7_d228e19193
im	w9_d228e19196
Gottes	w11_d228e19199
ackes	w13_d228e19203
bey	w1_d228e19208
St.	w3_d228e19211
Ulrich	w5_d228e19214
beschauet	w7_d228e19217
worden,	w9_d228e19220
alt	w11_d228e19223
bey	w13_d228e19227
50.	w15_d228e19230
J.	w17_d228e19233
Summa	w1_d228e19239
18.	w3_d228e19242
Person.	w5_d228e19245
darunter	w7_d228e19248
4	w9_d228e19251
Rinher.	w11_d228e19254
</list>
<p id="p6_d228e19258">
Auf	w1_d228e19262
den	w3_d228e19265
21.	w5_d228e19268
Aprilis	w7_d228e19271
frühe	w9_d228e19274
um	w11_d228e19277
9.	w13_d228e19281
Uhr,	w15_d228e19284
wird	w17_d228e19287
bey	w1_d228e19292
dem	w3_d228e19295
Löbl.	w5_d228e19298
K.	w7_d228e19301
K.	w9_d228e19304
N.	w11_d228e19307
Oe.	w13_d228e19311
Wald=amt,	w15_d228e19314
(so	w17_d228e19317
dermalen	w1_d228e19322
in	w3_d228e19325
dem	w5_d228e19328
K.	w7_d228e19331
K.	w9_d228e19334
Salz=ober	w11_d228e19337
amt	w13_d228e19341
nächst	w1_d228e19347
der	w3_d228e19350
schwarzen	w5_d228e19353
Bürsten	w7_d228e19356
befindlich,	w9_d228e19359
der	w11_d228e19362
wayl.	w1_d228e19367
Joh.	w3_d228e19370
Georg	w5_d228e19373
Aschingers	w7_d228e19376
seel.	w9_d228e19379
Wittib	w11_d228e19382
und	w1_d228e19387
Erbin	w3_d228e19390
eigentümlich	w5_d228e19393
im	w7_d228e19396
Aenzinger=amt	w9_d228e19399
liegende	w1_d228e19404
sogenannte	w3_d228e19407
Forst=hof,	w5_d228e19410
samt	w7_d228e19413
darzu	w9_d228e19416
gehörigen	w1_d228e19422
Haus	w3_d228e19425
und	w5_d228e19428
Ueberländ=grundstücken	w7_d228e19431
licitando	w1_d228e19436
dem	w3_d228e19439
Meistbietenden	w5_d228e19442
käuflich	w7_d228e19445
hindann	w9_d228e19448
goassen	w1_d228e19453
werden.	w3_d228e19456
An	w1_d228e19461
</p>
<head id="h2_d228e19552">
Warschau	w1_d228e19556
1.	w3_d228e19559
Mart.	w5_d228e19562
</head>
<head id="h2_d228e19569">
Ellhier	w1_d228e19573
ist	w3_d228e19576
seit	w5_d228e19579
dem	w7_d228e19582
18.	w9_d228e19585
vorigen	w11_d228e19588
Monats	w13_d228e19592
folgendes	w1_d228e19597
kund	w3_d228e19600
gemacht	w5_d228e19603
worden:	w7_d228e19606
</head>
<p id="p4_d228e19609">
Man	w1_d228e19613
habe	w3_d228e19616
mit	w5_d228e19619
Befremden	w7_d228e19622
aus	w9_d228e19625
der	w11_d228e19628
Aug	w13_d228e19632
spurger	w1_d228e19637
ordinari	w3_d228e19640
Zeitung	w5_d228e19643
Num.	w7_d228e19646
27.	w9_d228e19649
erse	w11_d228e19652
hen,	w1_d228e19657
was	w3_d228e19660
darinnen	w5_d228e19663
sowol	w7_d228e19666
unter	w9_d228e19669
dem	w11_d228e19672
Arti	w13_d228e19676
kel	w1_d228e19682
Danzig,	w3_d228e19685
von	w5_d228e19688
dem	w7_d228e19691
häuffigen	w9_d228e19694
Ab	w11_d228e19697
und	w13_d228e19701
Zuge	w15_d228e19704
hen	w1_d228e19709
derer	w3_d228e19712
Couriers	w5_d228e19715
zwischen	w7_d228e19718
dem	w9_d228e19721
hiesigen	w11_d228e19724
und	w13_d228e19728
dem	w1_d228e19733
Königl.	w3_d228e19736
Preußischen	w5_d228e19739
Hofe,	w7_d228e19742
als	w9_d228e19745
auch	w11_d228e19748
un	w13_d228e19752
ter	w1_d228e19757
dem	w3_d228e19760
Artikel	w5_d228e19763
Paris,	w7_d228e19766
von	w9_d228e19769
einem	w11_d228e19772
Vergleich	w13_d228e19776
er	w15_d228e19779
zehlet	w1_d228e19785
wird,	w3_d228e19788
den	w5_d228e19791
Se.	w7_d228e19794
Königl.	w9_d228e19797
Majest.	w11_d228e19800
in	w13_d228e19804
Poh	w15_d228e19807
len	w1_d228e19812
mit	w3_d228e19815
Sr.	w5_d228e19818
Königl.	w7_d228e19821
Majest.	w9_d228e19824
in	w11_d228e19827
Preussen	w13_d228e19831
zu	w15_d228e19834
schliessen	w1_d228e19839
Willens	w3_d228e19842
wären;	w5_d228e19845
und	w7_d228e19848
deßhalb	w9_d228e19851
der	w11_d228e19854
hiesige	w1_d228e19859
Französische	w3_d228e19862
Botschafter	w5_d228e19865
Graf	w7_d228e19868
von	w9_d228e19871
Broglio	w1_d228e19877
einen	w3_d228e19880
Courier	w5_d228e19883
an	w7_d228e19886
seinen	w9_d228e19889
Hof	w11_d228e19892
geschickt	w13_d228e19896
auch	w1_d228e19901
von	w3_d228e19904
daher	w5_d228e19907
Antwort	w7_d228e19910
darauf	w9_d228e19913
erhalten	w11_d228e19916
habe.	w13_d228e19920
</p>
<p id="p6_d228e19923">
Beyde	w1_d228e19927
Artikel	w3_d228e19930
scheinen,	w5_d228e19933
ihrem	w7_d228e19936
Jnhalt	w9_d228e19939
nach	w11_d228e19942
in	w1_d228e19947
Leutschland,	w3_d228e19950
und	w5_d228e19953
von	w7_d228e19956
Leuten,	w9_d228e19959
die	w11_d228e19962
unter	w13_d228e19966
de	w15_d228e19969
nen	w1_d228e19974
hohen	w3_d228e19977
Alliirten	w5_d228e19980
Mißtrauen	w7_d228e19983
anzustiften	w9_d228e19986
wünschten,	w1_d228e19992
erfunden	w3_d228e19995
zu	w5_d228e19998
seyn.	w7_d228e20001
Zwischen	w9_d228e20004
un	w11_d228e20007
serem	w1_d228e20012
und	w3_d228e20015
dem	w5_d228e20018
Berliner=hof	w7_d228e20021
ist	w9_d228e20024
so	w11_d228e20027
lange	w13_d228e20031
sich	w15_d228e20034
Se.	w1_d228e20039
Königl.	w3_d228e20042
Maj.	w5_d228e20045
allhier	w7_d228e20048
befinden,	w9_d228e20051
einige	w11_d228e20054
Correspondenz	w1_d228e20059
nicht	w3_d228e20062
gewesen;	w5_d228e20065
die	w7_d228e20068
fortdauren	w9_d228e20071
de	w1_d228e20077
und	w3_d228e20080
immer	w5_d228e20083
höher	w7_d228e20086
ansteigende	w9_d228e20089
Härte	w11_d228e20092
des	w13_d228e20096
Verfahrens	w1_d228e20101
in	w3_d228e20104
Sachsen	w5_d228e20107
gibt	w7_d228e20110
auch	w9_d228e20113
kein	w11_d228e20116
Anse	w13_d228e20120
hen	w1_d228e20125
zu	w3_d228e20128
deren	w5_d228e20131
baldigen	w7_d228e20134
Wiederherstellung	w9_d228e20137
mithin	w1_d228e20142
haben	w3_d228e20145
auch	w5_d228e20148
keine	w7_d228e20151
Couriers	w9_d228e20154
ab	w11_d228e20157
und	w13_d228e20161
zugehen	w1_d228e20167
können,	w3_d228e20170
ob	w5_d228e20173
man	w7_d228e20176
gleich	w9_d228e20179
dem	w11_d228e20182
hiesigen	w13_d228e20186
an	w1_d228e20191
die	w3_d228e20194
Republik	w5_d228e20197
Pohlen	w7_d228e20200
mitacreditirten	w9_d228e20203
Preus	w11_d228e20206
sischen	w1_d228e20211
Legations=secretair	w3_d228e20214
Benoit,	w5_d228e20217
derglei	w7_d228e20220
chen	w1_d228e20225
an	w3_d228e20228
seinen	w5_d228e20231
Herrn	w7_d228e20234
abzuschicken,	w9_d228e20237
nicht	w11_d228e20240
ver	w13_d228e20244
wehren	w1_d228e20250
kan.	w3_d228e20253
Noch	w5_d228e20256
weniger	w7_d228e20259
ist	w9_d228e20262
an	w11_d228e20265
eine	w13_d228e20269
besondere	w1_d228e20274
Unterhandlung	w3_d228e20277
mit	w5_d228e20280
dem	w7_d228e20283
Berliner	w9_d228e20286
hof	w1_d228e20291
jemals	w3_d228e20294
gedacht	w5_d228e20297
worden.	w7_d228e20300
Der	w9_d228e20303
Französi	w11_d228e20306
sche	w1_d228e20311
Botschafter	w3_d228e20314
Graf	w5_d228e20317
von	w7_d228e20320
Broglio	w9_d228e20323
kennet	w11_d228e20326
die	w1_d228e20332
Gedenkungs=art	w3_d228e20335
Sr.	w5_d228e20338
Maj.	w7_d228e20341
des	w9_d228e20344
Königs	w11_d228e20347
hierüber	w1_d228e20352
zu	w3_d228e20355
genau,	w5_d228e20358
und	w7_d228e20361
man	w9_d228e20364
ist	w11_d228e20367
am	w13_d228e20371
hiesigen	w15_d228e20374
Hof	w1_d228e20379
von	w3_d228e20382
der	w5_d228e20385
Wahrheits=liebe	w7_d228e20388
gedachten	w9_d228e20391
Hrn.	w1_d228e20396
Botschafters	w3_d228e20399
viel	w5_d228e20402
zusehr	w7_d228e20405
überzeuget,	w9_d228e20408
als	w11_d228e20411
daß	w1_d228e20417
es	w3_d228e20420
möglich	w5_d228e20423
seyn	w7_d228e20426
sollte,	w9_d228e20429
sich	w11_d228e20432
überreden	w13_d228e20436
zu	w15_d228e20439
lassen,	w1_d228e20444
als	w3_d228e20447
ob	w5_d228e20450
eine	w7_d228e20453
so	w9_d228e20456
ungegründete	w11_d228e20459
Nachrich:	w13_d228e20463
ihn	w1_d228e20468
zum	w3_d228e20471
Urheber	w5_d228e20474
habt,	w7_d228e20477
die	w9_d228e20480
man	w11_d228e20483
vielmehr	w13_d228e20487
als	w15_d228e20490
eine	w1_d228e20495
boßhafte	w3_d228e20498
Erfindung	w5_d228e20501
seiner	w7_d228e20504
und	w9_d228e20507
unserer	w11_d228e20510
Feinde	w1_d228e20516
ansehen	w3_d228e20519
muß.	w5_d228e20522
Die	w7_d228e20525
bisher	w9_d228e20528
in	w11_d228e20531
so	w13_d228e20535
man	w15_d228e20538
</p>
<p id="p8_d228e20541">
cherley	w1_d228e20545
widrigen	w3_d228e20548
Zufällen	w5_d228e20551
bewiesene	w7_d228e20554
Staul	w9_d228e20557
haftigkeit	w1_d228e20562
Seiner	w3_d228e20565
Majest.	w5_d228e20568
des	w7_d228e20571
Königs	w9_d228e20574
muß	w11_d228e20577
billig	w1_d228e20582
Jhren	w3_d228e20585
hohen	w5_d228e20588
Alliirten	w7_d228e20591
ein	w9_d228e20594
sicheres	w11_d228e20597
Un	w13_d228e20601
ter=pfand	w1_d228e20607
für	w3_d228e20610
Jhre	w5_d228e20613
Entschliessungen	w7_d228e20616
auch	w9_d228e20619
in	w11_d228e20622
Zukunft	w1_d228e20627
seyn,	w3_d228e20630
Höchst=dieselben	w5_d228e20633
wären	w7_d228e20636
dabey	w9_d228e20639
von	w1_d228e20644
der	w3_d228e20647
einmütigen,	w5_d228e20650
und	w7_d228e20653
unwandelba	w9_d228e20656
ren	w1_d228e20661
Gesinnung	w3_d228e20664
gedachter	w5_d228e20667
Dero	w7_d228e20670
Bundes=genos	w9_d228e20673
senen,	w1_d228e20679
alles	w3_d228e20682
mögliche	w5_d228e20685
zu	w7_d228e20688
Erlangung	w9_d228e20691
einer	w11_d228e20694
ge	w13_d228e20698
rechten	w1_d228e20703
Schadlos=hältung	w3_d228e20706
für	w5_d228e20709
Sie	w7_d228e20712
anzuwen	w9_d228e20715
den,	w1_d228e20720
so	w3_d228e20723
gewis	w5_d228e20726
überzeuget,	w7_d228e20729
daß	w9_d228e20732
Sie	w11_d228e20735
dießhalb	w13_d228e20739
auf	w1_d228e20744
neue	w3_d228e20747
Zusicherungen	w5_d228e20750
zu	w7_d228e20753
warten	w9_d228e20756
nicht	w11_d228e20759
Ursa	w13_d228e20763
che	w1_d228e20769
hätten.	w3_d228e20772
Daheto	w5_d228e20775
dann	w7_d228e20778
allen	w9_d228e20781
Anfangs	w11_d228e20784
gedachten	w1_d228e20789
boden=losen	w3_d228e20792
Gerüchten	w5_d228e20795
um	w7_d228e20798
so	w9_d228e20801
mehr	w11_d228e20804
hiermit	w1_d228e20809
ein=für	w3_d228e20812
allemal	w5_d228e20815
widersprochen	w7_d228e20818
wird.	w9_d228e20821
</p>
<head id="h2_d228e20827">
Versailles	w1_d228e20831
8.	w3_d228e20834
Mart.	w5_d228e20837
</head>
<p id="p4_d228e20840">
Heute	w1_d228e20844
hat	w3_d228e20847
man	w5_d228e20850
bey	w7_d228e20853
Hof	w9_d228e20856
einen	w11_d228e20859
sehr	w13_d228e20863
wichti	w15_d228e20866
gen	w1_d228e20871
Umstand	w3_d228e20874
mit	w5_d228e20877
einer	w7_d228e20880
wahren	w9_d228e20883
Freude	w11_d228e20886
ver	w13_d228e20890
nommen,	w1_d228e20895
an	w3_d228e20898
der	w5_d228e20901
die	w7_d228e20904
Nation	w9_d228e20907
und	w11_d228e20910
unsere	w13_d228e20914
Bunds	w15_d228e20917
genossen	w1_d228e20923
gewißlich	w3_d228e20926
auch	w5_d228e20929
Theil	w7_d228e20932
nehmen	w9_d228e20935
werden.	w11_d228e20938
Es	w1_d228e20943
hat	w3_d228e20946
nämlich	w5_d228e20949
Se	w7_d228e20952
Maj.	w9_d228e20955
der	w11_d228e20958
König	w13_d228e20962
dem	w15_d228e20965
Hrn.	w17_d228e20968
Marschall	w1_d228e20973
Herzogen	w3_d228e20976
von	w5_d228e20979
Bellisle,	w7_d228e20982
mit	w9_d228e20985
einer	w11_d228e20988
uneingeschränkten	w1_d228e20993
Authorität,	w3_d228e20996
die	w5_d228e20999
Administra	w7_d228e21002
tion	w1_d228e21008
des	w3_d228e21011
Kriegs=weesens	w5_d228e21014
übergeben.	w7_d228e21017
Durch	w9_d228e21020
die	w11_d228e21023
Wahl	w1_d228e21028
eines	w3_d228e21031
so	w5_d228e21034
distinguirte	w7_d228e21037
Hrn.	w9_d228e21040
deme	w11_d228e21043
die	w13_d228e21047
gros	w15_d228e21050
sen	w1_d228e21055
Dienste,	w3_d228e21058
welche	w5_d228e21061
er	w7_d228e21064
der	w9_d228e21067
Crone	w11_d228e21070
geleistet,	w13_d228e21074
und	w15_d228e21077
die	w17_d228e21080
Führung	w1_d228e21085
der	w3_d228e21088
allerwichtigsten	w5_d228e21091
Affatren,	w7_d228e21094
un	w9_d228e21097
strittig	w1_d228e21103
eine	w3_d228e21106
nicht	w5_d228e21109
gemeine	w7_d228e21112
Erfahrung	w9_d228e21115
in	w11_d228e21118
Euro	w13_d228e21122
pa	w1_d228e21127
zuwege	w3_d228e21130
gebracht	w5_d228e21133
haben,	w7_d228e21136
länset	w9_d228e21139
sich	w11_d228e21142
hoffen,	w13_d228e21146
daß	w1_d228e21151
alle	w3_d228e21154
Anstände,	w5_d228e21157
so	w7_d228e21160
bishero	w9_d228e21163
unseren	w11_d228e21166
Pronref	w13_d228e21170
sen	w1_d228e21175
gegen	w3_d228e21178
unsere	w5_d228e21181
Feinde	w7_d228e21184
im	w9_d228e21187
Weeg	w11_d228e21190
gelegen	w13_d228e21194
in	w1_d228e21200
balden	w3_d228e21203
werden	w5_d228e21206
abgethan	w7_d228e21209
seyn;	w9_d228e21212
dann	w11_d228e21215
es	w13_d228e21219
nihmt	w1_d228e21224
der	w3_d228e21227
Hr.	w5_d228e21230
Marschall	w7_d228e21233
von	w9_d228e21236
Bellisle	w11_d228e21239
die	w13_d228e21243
klügesten	w1_d228e21248
Maas=regeln	w3_d228e21251
zu	w5_d228e21254
Wiederherstellung	w7_d228e21257
der	w1_d228e21262
Disciplin	w3_d228e21265
bey	w5_d228e21268
unseren	w7_d228e21271
Armeen,	w9_d228e21274
und	w11_d228e21277
Ver	w13_d228e21281
besserung	w1_d228e21287
ihrer	w3_d228e21290
Policey	w5_d228e21293
in	w7_d228e21296
allen	w9_d228e21299
solchen	w11_d228e21302
Pun	w13_d228e21306
cten,	w1_d228e21311
die	w3_d228e21314
einer	w5_d228e21317
Reformation	w7_d228e21320
