<doc id="edoc_wd_1772-05-20" attrs="word" year="1772" month="05" day="20" corpus="1">
<head id="hl1">
Stockholm	w29
sogenannten	w1842
schwimmenden	w1843
Jnseln	w1844
<g/>
,
die	w1846
von	w1847
jeher	w1848
für	w1849
die	w1850
Naturforscher	w1851
ein	w1852
Gegenstand	w1853
der	w1854
Bewunde=rung	w1855
<g/>
=
waren	w1857
<g/>
,
sieht	w1859
man	w1860
nun	w1861
um	w1862
ein	w1863
gutes	w1864
Theil	w1865
höher	w1866
hervorragen	w1867
<g/>
.
Man	w1869
hatte	w1870
das	w1871
Vieh	w1872
<g/>
,
wegen	w1874
Ueberschwemmung	w1875
der	w1876
gewöhnlichen	w1877
Weiden	w1878
auf	w1879
diese	w1880
Jnseln	w1881
gebracht	w1882
<g/>
,
allein	w1884
weil	w1885
daselbst	w1886
für	w1887
eine	w1888
so	w1889
große	w1890
Anzahl	w1891
Vie=hes	w1892
<g/>
=
nicht	w1894
genug	w1895
Futterung	w1896
vorhanden	w1897
<g/>
,
so	w1899
entsteht	w1900
auch	w1901
hieraus	w1902
allmählich	w1903
manches	w1904
Un=gemach	w1905
<g/>
=
</p>
<head id="hl6">
Niederelbe	w1907
<g/>
,
den	w1908
26	w1909
<g/>
.
März	w1911
<g/>
.
</head>
<p id="p28">
Man	w1913
meldet	w1914
von	w1915
Albano	w1916
in	w1917
Jtalien	w1918
<g/>
,
daß	w1920
Herr	w1921
Caspar	w1922
Flemino	w1922a
<g/>
,
auf	w1924
seinen	w1925
Reisen	w1926
das	w1927
Glück	w1928
gehabt	w1929
<g/>
,
einen	w1931
Stein	w1932
zu	w1933
entde=cken	w1934
<g/>
=
<g/>
,
der	w1937
pulverisirt	w1938
mit	w1939
einer	w1940
gekochten	w1941
Zwiebel	w1942
getrunken	w1943
<g/>
,
innerhalb	w1945
zwey	w1946
Stun=den	w1947
<g/>
=
vom	w1949
Stein	w1950
und	w1951
Gries	w1952
befreyet	w1953
<g/>
,
und	w1955
zwar	w1956
so	w1957
<g/>
,
daß	w1959
er	w1960
nie	w1961
wiederkömmt	w1962
<g/>
.
Er	w1964
hat	w1965
bereits	w1966
viele	w1967
Curen	w1968
damit	w1969
verrichtet	w1970
<g/>
,
und	w1972
erbeut	w1973
sich	w1974
<g/>
,
einem	w1976
jeden	w1977
<g/>
,
der	w1979
sich	w1980
seines	w1981
Mit=tels	w1982
<g/>
=
bedienen	w1984
will	w1985
<g/>
,
damit	w1987
an	w1988
die	w1989
Hand	w1990
zu	w1991
gehen	w1992
<g/>
.
</p>
<head id="hl7">
Tyrnau	w1994
den	w1995
13	w1996
<g/>
.
May	w1998
<g/>
.
</head>
<p id="p29">
Heute	w2000
<g/>
,
als	w2002
den	w2003
erfreulichsten	w2004
Geburtstag	w2005
Jhrer	w2006
Majest	w2007
<g/>
.
der	w2009
Kaiserinn	w2010
Königinn	w2011
<g/>
,
ist	w2013
die	w2014
gesammte	w2015
hiesige	w2016
Universität	w2017
in	w2018
das	w2019
neuaufge=führte	w2020
<g/>
=
Universitätsgebäude	w2022
feyerlich	w2023
eingezo=gen	w2024
<g/>
=
<g/>
.
Um	w2027
8	w2028
Uhr	w2029
früh	w2030
hat	w2031
die	w2032
versammlete	w2033
Universität	w2034
den	w2035
zu	w2036
dieser	w2037
Feyerlichkeit	w2038
bestell=ten	w2039
<g/>
=
k	w2041
<g/>
.
k	w2043
<g/>
.
Commissarium	w2045
<g/>
,
hochwürdigsten	w2047
Bi=schof	w2048
<g/>
=
von	w2050
Tragurien	w2051
<g/>
,
Domprobst	w2053
der	w2054
Erz=capitels	w2055
<g/>
=
von	w2057
Gran	w2058
<g/>
,
und	w2060
Generalem	w2061
Vicarium	w2062
capitularem	w2063
&c	w2064
<g/>
.
&c	w2066
<g/>
.
Herrn	w2068
Johann	w2069
Galgo	w2070
<g/>
=
</p>
<p id="p30">
zy	w2072
beym	w2073
Eingang	w2074
der	w2075
accademischen	w2076
Kirche	w2077
empfangen	w2078
<g/>
,
und	w2080
unter	w2081
Trompeten	w2082
<g/>
=
und	w2084
Bau=ckenschall	w2085
<g/>
=
hineingeführt	w2087
<g/>
;
die	w2089
Kirche	w2090
war	w2091
schon	w2092
mit	w2093
verschiedenen	w2094
hohen	w2095
Standespersonen	w2096
<g/>
,
Generalen	w2098
<g/>
,
und	w2100
Staabsofficiers	w2101
<g/>
,
Domher=ren	w2103
<g/>
=
<g/>
,
Dicasterialisten	w2106
<g/>
,
und	w2108
dem	w2109
Magistrat	w2110
angefüllet	w2111
<g/>
.
Das	w2113
Amt	w2114
zur	w2115
Anruffung	w2116
des	w2117
H	w2118
<g/>
.
Geistes	w2120
hat	w2121
der	w2122
hochwürdigste	w2123
Bischof	w2124
von	w2125
Dulmien	w2126
<g/>
,
Custos	w2128
und	w2129
Dommherr	w2130
des	w2131
Erz=capitels	w2132
<g/>
=
von	w2134
Gran	w2135
<g/>
,
und	w2137
Besitzer	w2138
der	w2139
königl	w2140
<g/>
.
Septemviral	w2142
<g/>
.
Tafel	w2144
Hr	w2145
<g/>
.
Gabriel	w2147
Ordödy	w2148
in	w2149
Pontificalibus	w2150
gehalten	w2151
<g/>
.
Nach	w2153
dem	w2154
Amte	w2155
ist	w2156
der	w2157
Einzug	w2158
in	w2159
Begleitung	w2160
des	w2161
so	w2162
ansehnli=chen	w2163
<g/>
=
und	w2165
glänzenden	w2166
Gefolges	w2167
in	w2168
dem	w2169
der	w2170
Bau	w2171
<g/>
=
und	w2173
Mahlerkunst	w2174
Ehre	w2175
machenden	w2176
grö=ßeren	w2177
<g/>
=
Saal	w2179
der	w2180
neuen	w2181
Schule	w2182
geschehen	w2183
<g/>
,
wo	w2185
der	w2186
von	w2187
seiner	w2188
Wohlredenheit	w2189
nicht	w2190
minder	w2191
als	w2192
andren	w2193
Verdiensten	w2194
bekannte	w2195
<g/>
(
Titl	w2197
<g/>
)
k	w2199
<g/>
.
k	w2201
<g/>
.
Commissarius	w2203
an	w2204
dem	w2205
accademischen	w2206
Senat	w2207
eine	w2208
bündige	w2209
Rede	w2210
gehalten	w2211
<g/>
,
und	w2213
dem	w2214
der=maligen	w2215
<g/>
=
Rector	w2217
Magnificus	w2218
<g/>
,
hochwürdigsten	w2220
Bischof	w2221
von	w2222
Macarien	w2223
<g/>
,
Domhern	w2225
des	w2226
Erz=kapitels	w2227
<g/>
=
von	w2229
Gran	w2230
ꝛc	w2231
<g/>
.
ꝛc	w2233
<g/>
.
Sigmund	w2235
Graf	w2236
Ke=glevics	w2237
<g/>
=
die	w2239
Vollmacht	w2240
und	w2241
Schlüssel	w2242
über=reichet	w2243
<g/>
=
<g/>
.
</p>
<p id="p31">
Herr	w2246
Rector	w2247
Magnificus	w2248
hat	w2249
eine	w2250
der	w2251
ihm	w2252
ganz	w2253
eignen	w2254
erhabenen	w2255
Gesinnungen	w2256
volle	w2257
Ge=genrede	w2258
<g/>
=
gemacht	w2260
<g/>
.
</p>
<p id="p32">
Dann	w2262
ist	w2263
ein	w2264
Redner	w2265
aus	w2266
dem	w2267
Mittel	w2268
der	w2269
Universität	w2270
Anton	w2271
Majlat	w2272
<g/>
,
Priester	w2274
der	w2275
Ge=sellschaft	w2276
<g/>
=
J	w2278
<g/>
.
und	w2280
Professor	w2281
Philosophie	w2282
Mo-ralis	w2283
<g/>
-
auf	w2285
die	w2286
Kanzel	w2287
gestiegen	w2288
<g/>
,
und	w2290
hat	w2291
die	w2292
Größe	w2293
der	w2294
Wohlthat	w2295
der	w2296
Monarchinn	w2297
durch	w2298
die	w2299
Ein=führung	w2300
<g/>
=
der	w2302
Wissenschaften	w2303
<g/>
,
auf	w2305
das	w2306
lebhaf=teste	w2307
<g/>
=
abgeschildert	w2309
<g/>
.
</p>
<p id="p33">
Zum	w2311
Beschluß	w2312
ist	w2313
der	w2314
Rückweg	w2315
in	w2316
die	w2317
Kir=che	w2318
<g/>
=
genommen	w2320
<g/>
,
und	w2322
daselbst	w2323
das	w2324
Te	w2325
Deum	w2326
abgesungen	w2327
worden	w2328
<g/>
.
</p>
<p id="p34">
Unter	w2330
dem	w2331
Amte	w2332
sowohl	w2333
als	w2334
übrigen	w2335
Ce=remonien	w2336
<g/>
=
hat	w2338
die	w2339
von	w2340
Sr	w2341
<g/>
.
Majestät	w2343
des	w2344
Kai=sers	w2345
<g/>
=
Chevaux	w2347
legers	w2348
Regiment	w2349
<g/>
,
unter	w2351
Com=mando	w2352
<g/>
=
des	w2354
Hrn	w2355
Hauptmann	w2356
Grafen	w2357
Coursi	w2358
hier	w2359
liegende	w2360
Escadron	w2361
wackere	w2362
Salven	w2363
ab=geschossen	w2364
<g/>
=
<g/>
,
denen	w2367
durch	w2368
Böller	w2369
um	w2370
die	w2371
Stadt=mauer	w2372
<g/>
=
geantwortet	w2374
worden	w2375
<g/>
.
</p>
<p id="p35">
Um	w2377
endlich	w2378
den	w2379
Tag	w2380
<g/>
,
an	w2382
welchem	w2383
unsre	w2384
holdseligste	w2385
Monarchinn	w2386
uns	w2387
vom	w2388
Himmel	w2389
ge=schenket	w2390
<g/>
=
worden	w2392
<g/>
,
nach	w2394
Möglichkeit	w2395
zu	w2396
feyren	w2397
<g/>
,
hat	w2399
Hr	w2400
<g/>
.
Bischof	w2402
und	w2403
Rector	w2404
Magnificus	w2405
Graf	w2406
Keglevics	w2407
alle	w2408
hohen	w2409
Standespersonen	w2410
<g/>
,
und	w2412
</p>
<p id="p36">
die	w2413
Glieder	w2414
der	w2415
Universität	w2416
überhaupt	w2417
60	w2418
<g/>
.
Personen	w2420
mit	w2421
der	w2422
Mittagsmalzeit	w2423
auf	w2424
das	w2425
prächtigste	w2426
bedienet	w2427
<g/>
.
Unter	w2429
dem	w2430
jauchzenden	w2431
Getöß	w2432
eines	w2433
doppelten	w2434
Trompetenchors	w2435
<g/>
,
und	w2437
Krachen	w2438
der	w2439
Böller	w2440
um	w2441
die	w2442
Stadtmauer	w2443
ist	w2444
die	w2445
theureste	w2446
Gesundheit	w2447
beyder	w2448
Majestäten	w2449
<g/>
,
und	w2451
der	w2452
Durchlauchtigsten	w2453
Familie	w2454
getrun=ken	w2455
<g/>
=
worden	w2457
<g/>
.
</p>
<p id="p37">
Es	w2459
war	w2460
rührend	w2461
<g/>
,
die	w2463
der	w2464
mütterlichen	w2465
Lie=be	w2466
<g/>
=
J	w2468
<g/>
.
K	w2470
<g/>
.
K	w2472
<g/>
.
A	w2474
<g/>
.
M	w2476
<g/>
.
nicht	w2478
unwürdige	w2479
kindliche	w2480
Frohlockungen	w2481
<g/>
,
und	w2483
Seegenswünsche	w2484
aller	w2485
Seiten	w2486
zu	w2487
vernehmen	w2488
<g/>
!
</p>
<head id="hl8">
Wien	w2490
<g/>
,
den	w2492
20	w2493
<g/>
.
May	w2495
1772	w2496
<g/>
.
</head>
<p id="p38">
Letztabgewichenen	w2498
Sonntag	w2499
frühe	w2500
haben	w2501
sich	w2502
die	w2503
beyden	w2504
allerhöchsten	w2505
kais	w2506
<g/>
.
kön	w2508
<g/>
.
Ma=jäst	w2510
<g/>
=
<g/>
.
mit	w2513
allen	w2514
kön	w2515
<g/>
.
Hoheiten	w2517
unter	w2518
Beglei=tung	w2519
<g/>
=
des	w2521
hochadelichen	w2522
Hofstaats	w2523
um	w2524
halb	w2525
11	w2526
<g/>
.
Uhr	w2528
öffentlich	w2529
nach	w2530
der	w2531
Schloßkapelle	w2532
zu	w2533
Schönbrun	w2534
erhoben	w2535
<g/>
,
und	w2537
dem	w2538
Gottesdienst	w2539
beygewohnet	w2540
<g/>
.
</p>
<p id="p39">
Diesen	w2542
Abend	w2543
um	w2544
5	w2545
<g/>
.
Uhr	w2547
ist	w2548
der	w2549
Hr	w2550
<g/>
.
Graf	w2552
v	w2553
<g/>
.
Kotheck	w2555
Jhro	w2556
k	w2557
<g/>
.
k	w2559
<g/>
.
Maj	w2561
<g/>
.
wirkl	w2563
<g/>
.
Kämmerer	w2565
<g/>
,
und	w2567
Ni	w2568
<g/>
.
Oe	w2570
<g/>
.
Regierungsrath	w2572
mit	w2573
der	w2574
zweyten	w2575
Fräule	w2576
Gräfinn	w2577
v	w2578
<g/>
.
Klari	w2580
von	w2581
Sr	w2582
<g/>
.
hochfürstl	w2584
<g/>
.
erz=bischöfl	w2586
<g/>
=
<g/>
.
Gnaden	w2589
zu	w2590
Prag	w2591
<g/>
,
in	w2593
der	w2594
gräfl	w2595
<g/>
.
Fräu=le	w2597
<g/>
=
Braut	w2599
fürstl	w2600
<g/>
.
Hrn	w2602
<g/>
.
Vaters	w2604
Behausung	w2605
in	w2606
der	w2607
Stadt	w2608
zur	w2609
Ehe	w2610
Kopuliret	w2611
worden	w2612
<g/>
.
Nach	w2614
der	w2615
Trauung	w2616
hat	w2617
sich	w2618
das	w2619
neuverlobte	w2620
hohe	w2621
Ehepaar	w2622
nach	w2623
des	w2624
Hrn	w2625
<g/>
.
Bräutigam	w2627
Herrn	w2628
Vaters	w2629
Garten	w2630
erhoben	w2631
<g/>
,
allwo	w2633
Nachttafel	w2634
ge=halten	w2635
<g/>
=
worden	w2637
<g/>
,
wobey	w2639
nebst	w2640
den	w2641
beyderseitig	w2642
hohen	w2643
Familien	w2644
<g/>
,
und	w2646
viele	w2647
andere	w2648
hohe	w2649
Stan=despersonen	w2650
<g/>
=
erschienen	w2652
sind	w2653
<g/>
.
</p>
<p id="p40">
Montag	w2655
Nachmitags	w2656
ist	w2657
der	w2658
Herr	w2659
Graf	w2660
Ferdinand	w2661
von	w2662
Trautmanstorf	w2663
<g/>
,
Jhrer	w2665
röm	w2666
<g/>
.
kais	w2668
<g/>
.
Majest	w2670
<g/>
.
wirkl	w2672
Kämmerer	w2673
<g/>
,
und	w2675
Ni	w2676
<g/>
.
Oe	w2678
<g/>
.
Regierungsrath	w2680
<g/>
,
mit	w2682
der	w2683
Fräule	w2684
Gräfinn	w2685
v	w2686
<g/>
.
Kolloredo	w2688
von	w2689
Sr	w2690
<g/>
.
hochfürstl	w2692
<g/>
.
Eminenz	w2694
Herrn	w2695
Kardinal	w2696
Migazi	w2697
in	w2698
dem	w2699
erzbischöfl	w2700
<g/>
.
Pallaste	w2702
allhier	w2703
zur	w2704
Ehe	w2705
Kopuliret	w2706
worden	w2707
<g/>
.
Hierauf	w2709
wurde	w2710
in	w2711
der	w2712
hochgräfl	w2713
<g/>
.
Fräule	w2715
Braut	w2716
fürstl	w2717
<g/>
.
Hrn	w2719
<g/>
.
Vaters	w2721
Wohnung	w2722
in	w2723
der	w2724
Reichskanzley	w2725
mit	w2726
zahlreicher	w2727
Gegenwart	w2728
des	w2729
hohen	w2730
Adels	w2731
Nachttafel	w2732
und	w2733
Gesellschaft	w2734
gehalten	w2735
<g/>
.
</p>
<p id="p41">
Dienstags	w2737
als	w2738
den	w2739
gewöhnlichen	w2740
Minister	w2741
Tag	w2742
haben	w2743
die	w2744
Hrn	w2745
<g/>
.
Präsidenten	w2747
der	w2748
hohen	w2749
Stelle	w2750
sich	w2751
nach	w2752
Schönbrun	w2753
begeben	w2754
<g/>
,
den	w2756
al=lerhöchsten	w2757
<g/>
=
Majest	w2759
<g/>
.
die	w2761
allerunterthänigsten	w2762
Berichte	w2763
von	w2764
den	w2765
Vorfallenheiten	w2766
der	w2767
Staats=und	w2768
<g/>
=
Landesgeschäfte	w2770
abzustatten	w2771
<g/>
.
</p>
<p id="p42">
Den	w2773
18	w2774
<g/>
.
dies	w2776
wurden	w2777
in	w2778
der	w2779
kais	w2780
kön	w2781
<g/>
.
gros=sen	w2783
<g/>
=
Hofkapelle	w2785
für	w2786
die	w2787
verstorbenen	w2788
hochade=liche	w2789
<g/>
=
Sternkreuzordensdame	w2791
Frau	w2792
Kathari=na	w2793
<g/>
=
Gräfinn	w2795
von	w2796
Frankenberg	w2797
<g/>
,
gebohrne	w2799
Grä=finn	w2800
<g/>
=
von	w2802
Kollonitz	w2803
die	w2804
Messen	w2805
gehalten	w2806
<g/>
.
</p>
<p id="p43">
Den	w2808
16	w2809
<g/>
.
dies	w2811
ist	w2812
die	w2813
Ziehung	w2814
der	w2815
Lotterie	w2816
vor	w2817
sich	w2818
gegangen	w2819
<g/>
,
und	w2821
wurden	w2822
die	w2823
Nro	w2824
<g/>
.
81	w2826
<g/>
.
7	w2828
<g/>
.
23	w2830
<g/>
.
54	w2832
<g/>
.
und	w2834
58	w2835
<g/>
.
mit	w2837
vielen	w2838
Ambi	w2839
<g/>
,
Ter=ni	w2841
<g/>
=
<g/>
,
und	w2844
Estraten	w2845
gehoben	w2846
<g/>
,
wie	w2848
dann	w2849
bey	w2850
dem	w2851
Nro	w2852
<g/>
.
1	w2854
<g/>
.
angestellten	w2856
Collectanten	w2857
ein	w2858
Estrat	w2859
von	w2860
200	w2861
<g/>
.
fl	w2863
<g/>
.
bey	w2865
jenem	w2866
Nro	w2867
<g/>
.
19	w2869
<g/>
.
ein	w2871
detto	w2872
pr	w2873
<g/>
.
380	w2875
<g/>
.
fl	w2877
<g/>
.
bey	w2879
dem	w2880
Nro	w2881
<g/>
.
21	w2883
<g/>
.
ein	w2885
detto	w2886
pr	w2887
<g/>
.
220	w2889
<g/>
.
fl	w2891
<g/>
.
bey	w2893
diesem	w2894
Nro	w2895
<g/>
.
38	w2897
<g/>
.
ein	w2899
detto	w2900
pr	w2901
<g/>
.
370	w2903
<g/>
.
bey	w2905
jenam	w2906
Nro	w2907
<g/>
.
64	w2909
<g/>
.
ein	w2911
detto	w2912
pr	w2913
<g/>
.
160	w2915
<g/>
.
bey	w2917
diesem	w2918
Nro	w2919
<g/>
.
79	w2921
<g/>
.
ein	w2923
Terno	w2924
mit	w2925
100	w2926
Duk	w2927
<g/>
.
bey	w2929
jenem	w2930
Nro	w2931
<g/>
.
84	w2933
<g/>
.
ein	w2935
detto	w2936
von	w2937
120	w2938
<g/>
.
Duk	w2940
<g/>
.
bey	w2942
diesem	w2943
Nro	w2944
<g/>
.
200	w2946
<g/>
.
in	w2948
Krems	w2949
ein	w2950
detto	w2951
von	w2952
140	w2953
<g/>
.
Duk	w2955
<g/>
.
bey	w2957
dem	w2958
Nro	w2959
<g/>
.
107	w2961
<g/>
.
in	w2963
der	w2964
Neu=stadt	w2965
<g/>
=
ein	w2967
detto	w2968
von	w2969
1280	w2970
<g/>
.
Duk	w2972
<g/>
.
bey	w2974
jenem	w2975
Nro	w2976
<g/>
.
218	w2978
<g/>
.
in	w2980
Mölk	w2981
ein	w2982
detto	w2983
von	w2984
120	w2985
<g/>
.
Duk	w2987
<g/>
.
dann	w2989
bey	w2990
diesem	w2991
Nro	w2992
<g/>
.
235	w2994
<g/>
.
in	w2996
Preßburg	w2997
ein	w2998
Terno	w2999
mit	w3000
100	w3001
<g/>
.
Duk	w3003
<g/>
.
gewonnen	w3005
und	w3006
abge=führet	w3007
<g/>
=
worden	w3009
<g/>
.
</p>
<p id="p44">
Die	w3011
fernere	w3012
Ziehung	w3013
wird	w3014
den	w3015
30	w3016
<g/>
.
dies	w3018
in	w3019
Brünn	w3020
vorgenommen	w3021
werden	w3022
<g/>
.
</p>
<head id="hl9">
Bey	w3024
höchstpreislichen	w3025
kais	w3026
<g/>
.
Reichshofra=the	w3028
<g/>
=
ist	w3030
vorgekommen	w3031
<g/>
:
</head>
<head id="hl10">
Dienstags	w3033
den	w3034
5	w3035
<g/>
.
May	w3037
<g/>
.
</head>
<list id="li2">
1	w3039
<g/>
)
Meibom	w3041
cont	w3042
<g/>
.
die	w3044
hochfürstl	w3045
<g/>
.
Kammer	w3047
zu	w3048
Wolfenbüttel	w3049
<g/>
,
appell	w3051
<g/>
.
2	w3053
<g/>
)
Von	w3055
Rackenitz	w3056
cont	w3057
<g/>
.
die	w3059
hallerische	w3060
Sa=linen	w3061
<g/>
=
Societät	w3063
<g/>
,
mand	w3065
<g/>
&
parit	w3067
<g/>
.
nunc	w3069
dam-norum	w3070
<g/>
-
<g/>
&
Expensarum	w3073
<g/>
.
3	w3075
<g/>
)
Von	w3077
Boineburg	w3078
cont	w3079
<g/>
.
von	w3081
Boineburg	w3082
<g/>
,
appell	w3084
<g/>
.
4	w3086
<g/>
)
Schüler	w3088
<g/>
&
Cons	w3090
<g/>
.
cont	w3092
<g/>
.
den	w3094
Freyherrn	w3095
von	w3096
und	w3097
zu	w3098
der	w3099
Taun	w3100
<g/>
,
rescripti	w3102
puncto	w3103
Debiti	w3104
<g/>
.
5	w3106
<g/>
)
Von	w3108
Jaxtheim	w3109
cont	w3110
<g/>
.
Oettingen	w3112
Spiel=berg	w3113
<g/>
=
<g/>
&
Cons	w3116
<g/>
.
mandati	w3118
<g/>
.
6	w3120
<g/>
)
Wurster	w3122
von	w3123
Kreuzberg	w3124
Freyherr	w3125
cont	w3126
<g/>
.
Freyfrau	w3128
Truchses	w3129
v	w3130
<g/>
.
Wetzhausen	w3132
<g/>
,
mand	w3134
<g/>
.
paritoriæparitoriae	w3136
<g/>
.
7	w3138
<g/>
)
Voigtländische	w3140
Ritterschaft	w3141
Hofischen	w3142
Bezircks	w3143
cont	w3144
<g/>
.
die	w3146
hochfürstl	w3147
<g/>
.
brandenburgi=sche	w3149
<g/>
=
Kammer	w3151
zu	w3152
Bayreuth	w3153
<g/>
,
appell	w3155
<g/>
.
8	w3157
<g/>
)
Bauer	w3159
Kasper	w3160
<g/>
,
Weinhändler	w3162
zu	w3163
Mit=telzell	w3164
<g/>
=
cont	w3166
<g/>
.
die	w3168
Fleischmannische	w3169
Creditores	w3170
<g/>
,
appell	w3172
<g/>
.
9	w3174
<g/>
)
Jacobi	w3176
punto	w3177
Privlegii	w3178
über	w3179
einige	w3180
Nadelzeichen	w3181
nunc	w3182
in	w3183
specie	w3184
salvi	w3185
Couduct	w3186
<g/>
.
</list>
<list id="li3">
10	w3188
<g/>
)
Rohlfs	w3190
cont	w3191
<g/>
.
Trittau	w3193
<g/>
&
Cons	w3195
<g/>
.
appell	w3197
<g/>
.
11	w3199
<g/>
)
Templer	w3201
contra	w3202
Weilhammerin	w3203
<g/>
&
Cons	w3205
<g/>
.
appell	w3207
<g/>
.
12	w3209
<g/>
)
Der	w3211
Appenmühl	w3212
Besitzere	w3213
cont	w3214
<g/>
.
den	w3216
Baadendurlachischen	w3217
Fiscum	w3218
<g/>
,
appell	w3220
<g/>
.
13	w3222
<g/>
)
Kellinghusen	w3224
cont	w3225
<g/>
.
Kramer	w3227
<g/>
,
appel	w3229
<g/>
.
nunc	w3231
Deserviti	w3232
<g/>
&
Expensarum	w3234
<g/>
.
14	w3236
<g/>
)
Zu	w3238
Mergentheim	w3239
hochfürstl	w3240
<g/>
.
hoch	w3242
<g/>
=
und	w3244
deutschmeisterische	w3245
Regierung	w3246
cont	w3247
<g/>
.
den	w3249
Hrn	w3250
<g/>
.
Marggrafen	w3252
zu	w3253
Brandenburg	w3254
<g/>
&
Cons	w3256
<g/>
.
mand	w3258
<g/>
.
die	w3260
Getraidsperr	w3261
betreffend	w3262
<g/>
.
15	w3264
<g/>
)
Zu	w3266
Kaisersheim	w3267
Reichsstift	w3268
<g/>
,
und	w3270
Got=teshaus	w3271
<g/>
=
cont	w3273
<g/>
.
die	w3275
hochgräst	w3276
<g/>
.
Oetting-Oettin=gische	w3278
<g/>
=
Vormundschaft	w3280
<g/>
,
mandati	w3282
<g/>
,
puncto	w3284
Ex-actiois	w3285
<g/>
-
Steurarum	w3287
<g/>
.
16	w3289
<g/>
)
Item	w3291
mand	w3292
<g/>
.
puncto	w3294
Contraventionis	w3295
pactorum	w3296
<g/>
&
recessuum	w3298
<g/>
.
17	w3300
<g/>
)
Zobel	w3302
v	w3303
<g/>
.
Giebelstadt	w3305
Friederich	w3306
Karl	w3307
<g/>
&
Cons	w3309
<g/>
.
die	w3311
wider	w3312
den	w3313
Ritter	w3314
Hauptmann	w3315
Freyherrn	w3316
von	w3317
Ried	w3318
angebrachte	w3319
Beschwer=den	w3320
<g/>
=
betreffend	w3322
<g/>
,
nunc	w3324
restitut	w3325
<g/>
.
in	w3327
integrum	w3328
<g/>
.
</list>
<head id="hl11">
Donnerstags	w3330
den	w3331
7	w3332
<g/>
.
May	w3334
<g/>
.
</head>
<list id="li4">
1	w3336
<g/>
)
Von	w3338
Kappellanische	w3339
adeliche	w3340
Geschwi=stere	w3341
<g/>
=
cont	w3343
<g/>
.
von	w3345
und	w3346
zu	w3347
der	w3348
Taun	w3349
<g/>
&
Consortes	w3351
<g/>
,
mand	w3353
<g/>
.
puncto	w3355
debiti	w3356
<g/>
.
2	w3358
<g/>
)
Memmert	w3360
<g/>
&
Cons	w3362
<g/>
.
cont	w3364
<g/>
.
Schmid	w3366
<g/>
,
<g/>
&
Cons	w3369
<g/>
.
Commissionis	w3371
<g/>
,
puncto	w3373
denegatædenegatae	w3374
Just	w3375
<g/>
.
3	w3377
<g/>
)
Behagel	w3379
Edler	w3380
v	w3381
<g/>
.
Hack	w3383
cont	w3384
<g/>
.
Biskamp	w3386
appell	w3387
<g/>
.
4	w3389
<g/>
)
Boldin	w3391
cont	w3392
<g/>
.
Rinecker	w3394
<g/>
,
appell	w3396
<g/>
.
5	w3398
<g/>
)
Wurster	w3400
von	w3401
Kreuzberg	w3402
Freyherr	w3403
cont	w3404
<g/>
.
Züllenhard	w3406
<g/>
,
mand	w3408
<g/>
.
puncto	w3410
debiti	w3411
<g/>
.
6	w3413
<g/>
)
Zobel	w3415
von	w3416
Giebelstadt	w3417
ꝛc	w3418
<g/>
.
wie	w3420
oben	w3421
<g/>
.
</list>
<head id="hl12">
Freytags	w3423
den	w3424
8	w3425
<g/>
.
May	w3427
<g/>
.
</head>
<list id="li5">
1	w3429
<g/>
)
Zu	w3431
Schönthall	w3432
Reichsgotteshaus	w3433
cont	w3434
<g/>
.
hochfürstl	w3436
<g/>
.
hoch	w3438
<g/>
=
und	w3440
deutschmeisterische	w3441
Regierung	w3442
zu	w3443
Mergentheim	w3444
mand	w3445
<g/>
.
den	w3447
Weeg=zoll	w3448
<g/>
=
betreffend	w3450
<g/>
.
2	w3452
<g/>
)
Kramer	w3454
cont	w3455
<g/>
.
von	w3457
Kruß	w3458
<g/>
,
appell	w3460
<g/>
.
3	w3462
<g/>
)
Hellwig	w3464
cont	w3465
<g/>
.
Bostelmann	w3467
<g/>
&
Consort	w3469
<g/>
.
appell	w3471
<g/>
.
4	w3473
<g/>
)
Zu	w3475
Kölln	w3476
Schmiedamt	w3477
<g/>
&
Cons	w3479
<g/>
.
cont	w3481
<g/>
.
le	w3483
Gros	w3484
<g/>
&
Cons	w3486
appell	w3487
<g/>
.
5	w3489
<g/>
)
Von	w3491
Ried	w3492
Freyherr	w3493
cont	w3494
<g/>
.
das	w3496
Gottes=haus	w3497
<g/>
=
Sengenbach	w3499
<g/>
,
Citationis	w3501
<g/>
.
6	w3503
<g/>
)
Zu	w3505
Sachsen	w3506
Koburg	w3507
Meiningen	w3508
weyl	w3509
<g/>
.
Hrn	w3511
<g/>
.
Herzogs	w3513
Anton	w3514
Ulrichs	w3515
Testament	w3516
und	w3517
dessen	w3518
nachgelassener	w3519
fürstl	w3520
<g/>
.
Kinder	w3522
Vormund=schaft	w3523
<g/>
=
<g/>
,
und	w3526
Landes	w3527
<g/>
=
administration	w3529
betreffend	w3530
<g/>
.
7	w3532
<g/>
)
Zobel	w3534
v	w3535
<g/>
.
Giebelstadt	w3537
ꝛc	w3538
<g/>
.
wie	w3540
den	w3541
5	w3542
<g/>
.
May	w3544
<g/>
.
</list>
<head id="hl13">
Wechselcours	w3546
der	w3547
öffentlichen	w3548
Börse	w3549
<g/>
.
Wien	w3551
<g/>
,
den	w3553
16	w3554
<g/>
.
May	w3556
1772	w3557
<g/>
.
</head>
<head id="hl14">
Nachricht	w3651
<g/>
.
</head>
