<doc id="wr_1758-01-11" attrs="word" year="1758" month="01" day="11" corpus="2">
<head id="h2_d209e2714">
Paderborn,	w1_d209e2718
und	w7_d209e17155
zwar	w9_d209e17158
sub	w11_d209e17161
primo,	w1_d209e17166
secundo	w3_d209e17169
&	w5_d209e17172
terrio	w7_d209e17175
termino,	w9_d209e17178
ac	w11_d209e17181
clausula	w1_d209e17186
præclusi	w3_d209e17189
zu	w5_d209e17192
erscheinen,	w7_d209e17195
und	w9_d209e17198
ihre	w11_d209e17201
Forderungen	w1_d209e17207
Rechts	w3_d209e17210
beständig	w5_d209e17213
zu	w7_d209e17216
liquidiren	w9_d209e17219
haben,	w1_d209e17224
wie	w3_d209e17227
im	w5_d209e17230
widrigen	w7_d209e17233
dieselbe	w9_d209e17236
nicht	w11_d209e17239
mehr	w13_d209e17243
angehöret,	w1_d209e17248
sondern	w3_d209e17251
ihnen	w5_d209e17254
das	w7_d209e17257
ewige	w9_d209e17260
Still	w11_d209e17263
schweigen	w1_d209e17268
auferleget,	w3_d209e17271
und	w5_d209e17274
was	w7_d209e17277
Rechtens	w9_d209e17280
ist,	w11_d209e17283
ex	w1_d209e17289
officio	w3_d209e17292
fürgekehret	w5_d209e17295
werden	w7_d209e17298
solle.	w9_d209e17301
Wienn	w11_d209e17304
den	w1_d209e17309
16.	w3_d209e17312
Dec.	w5_d209e17315
1757.	w7_d209e17318
</p>
<p id="p14_d209e17321">
Es	w1_d209e17325
wird	w3_d209e17328
hiemit	w5_d209e17331
jedermänniglich	w7_d209e17334
kund	w9_d209e17337
und	w11_d209e17340
zu	w1_d209e17345
wissen	w3_d209e17348
gemachet,	w5_d209e17351
daß	w7_d209e17354
den	w9_d209e17357
13ben	w11_d209e17360
dies	w13_d209e17364
lauf	w15_d209e17367
fenden	w1_d209e17372
Monats	w3_d209e17375
Januorii	w5_d209e17378
die	w7_d209e17381
in	w9_d209e17384
die	w11_d209e17387
Gräflich	w13_d209e17391
Johann	w1_d209e17397
Leopold	w3_d209e17400
Ku=fsteinische	w5_d209e17403
Massam	w7_d209e17406
gehö	w9_d209e17409
rig	w1_d209e17414
und	w3_d209e17417
bereits	w5_d209e17420
geschäzte	w7_d209e17423
Stuck,	w9_d209e17426
Gülten	w11_d209e17429
und	w13_d209e17433
Unterthanen	w1_d209e17438
auf	w3_d209e17441
dem	w5_d209e17444
Land,	w7_d209e17447
als	w9_d209e17450
zwey	w11_d209e17453
Unter	w13_d209e17457
thanen	w1_d209e17462
zu	w3_d209e17465
Loybenreith,	w5_d209e17468
geschäzt	w7_d209e17471
per	w9_d209e17474
976.	w11_d209e17477
fl.	w13_d209e17481
50	w1_d209e17487
kr.	w3_d209e17490
die	w5_d209e17493
von	w7_d209e17496
Rabbs	w9_d209e17499
übernohmne	w11_d209e17502
Gülten,	w13_d209e17506
nebst	w1_d209e17511
einem	w3_d209e17514
Unterthann	w5_d209e17517
zu	w7_d209e17520
Loybenreit	w9_d209e17523
per	w11_d209e17526
354.	w1_d209e17531
fl.	w3_d209e17534
40.	w5_d209e17537
kr.,	w7_d209e17540
zwey	w9_d209e17543
Unterthanen	w11_d209e17546
zu	w13_d209e17550
Mö	w15_d209e17553
2	w1_d209e17558
fl	w3_d209e17561
30	w5_d209e17564
kr.	w7_d209e17567
zwey	w9_d209e17570
Gräfl.	w11_d209e17573
Carl	w13_d209e17577
stereichs	w1_d209e17583
per	w3_d209e17586
4.	w5_d209e17589
Lambergische	w1_d209e17594
Unterthanen	w3_d209e17597
zu	w5_d209e17600
Altenpölla	w7_d209e17603
per	w9_d209e17606
575	w1_d209e17611
fl	w3_d209e17614
und	w5_d209e17617
der	w7_d209e17620
von	w9_d209e17623
dem	w11_d209e17626
Closter	w13_d209e17630
Altenburg	w15_d209e17633
erkaufte	w1_d209e17638
Zehend	w3_d209e17641
auf	w5_d209e17644
der	w7_d209e17647
Herrschaft	w9_d209e17650
Braitten	w11_d209e17653
zu	w1_d209e17659
Greillenstein	w3_d209e17662
geschäzt	w5_d209e17665
per	w7_d209e17668
1395.	w9_d209e17671
fl.	w11_d209e17674
bey	w13_d209e17678
dem	w1_d209e17683
Löbl.	w3_d209e17686
Land=marschallischen	w5_d209e17689
Gericht	w7_d209e17692
Li	w9_d209e17695
citando	w1_d209e17700
an	w3_d209e17703
den	w5_d209e17706
Meist=biettenden	w7_d209e17709
verkauffet	w9_d209e17712
werden,	w1_d209e17717
wer	w3_d209e17720
also	w5_d209e17723
die	w7_d209e17726
ob=spec	w9_d209e17729
ficirte	w11_d209e17732
Stuck,	w13_d209e17736
Gülten,	w1_d209e17742
und	w3_d209e17745
Unterthanen	w5_d209e17748
käuflichen	w7_d209e17751
an	w9_d209e17754
sich	w11_d209e17757
zuu	w1_d209e17762
bringen	w3_d209e17765
gedencket,	w5_d209e17768
derselbe	w7_d209e17771
kan	w9_d209e17774
sich	w11_d209e17777
an	w13_d209e17781
ob	w15_d209e17784
bestimmten	w1_d209e17789
Tag	w3_d209e17792
fruhe	w5_d209e17795
am	w7_d209e17798
8.	w9_d209e17801
Uhr	w11_d209e17804
ad	w13_d209e17808
lici-	w15_d209e17811
tandum	w1_d209e17816
ver	w3_d209e17819
dem	w5_d209e17822
Löbl.	w7_d209e17825
Landmarschalli	w9_d209e17828
schen	w1_d209e17834
Gericht	w3_d209e17837
behörig	w5_d209e17840
anmelden.	w7_d209e17843
</p>
<p id="p16_d209e17846">
Von	w1_d209e17850
dem	w3_d209e17853
Kais.	w5_d209e17856
Kön.	w7_d209e17859
Stadt	w9_d209e17862
und	w11_d209e17865
Landge	w13_d209e17869
richt	w1_d209e17874
in	w3_d209e17877
Wien	w5_d209e17880
wird	w7_d209e17883
hiermit	w9_d209e17886
jedermänniglichen	w11_d209e17889
kund	w1_d209e17894
und	w3_d209e17897
zu	w5_d209e17900
wissen	w7_d209e17903
gemacht,	w9_d209e17906
was	w11_d209e17909
gestalten	w13_d209e17913
auf	w1_d209e17919
schriftliches	w3_d209e17922
Anlangen	w5_d209e17925
Johann	w7_d209e17928
Carl	w9_d209e17931
Lang	w11_d209e17934
Gemeiner	w1_d209e17939
Stadt=Sequestri,	w3_d209e17942
wider	w5_d209e17945
Heinrich	w7_d209e17948
Hollenbach,	w1_d209e17953
Burgern	w3_d209e17956
und	w5_d209e17959
Handelsmann	w7_d209e17962
in	w9_d209e17965
Breßlau	w1_d209e17970
in	w3_d209e17973
die	w5_d209e17976
gerichtliche	w7_d209e17979
Licitir-	w9_d209e17982
und	w11_d209e17985
Feil	w13_d209e17989
bietung	w1_d209e17995
allerhand	w3_d209e17998
Gattung	w5_d209e18001
Nürnberger	w7_d209e18004
waaren,	w1_d209e18009
wie	w3_d209e18012
auch	w5_d209e18015
anderer	w7_d209e18018
Effecten	w9_d209e18021
gewilliget,	w11_d209e18024
und	w1_d209e18029
zu	w3_d209e18032
Vornehmung	w5_d209e18035
sothaner	w7_d209e18038
Licitation	w9_d209e18041
der	w11_d209e18044
17te	w1_d209e18049
Jenner	w3_d209e18052
1758.	w5_d209e18055
Vormittags	w7_d209e18058
von	w9_d209e18061
9.	w11_d209e18064
bis	w13_d209e18068
12.	w15_d209e18071
Uhr,	w1_d209e18077
und	w3_d209e18080
Nachmittags	w5_d209e18083
von	w7_d209e18086
3.	w9_d209e18089
bis	w11_d209e18092
6.	w13_d209e18096
Uhr	w15_d209e18099
in	w17_d209e18102
der	w1_d209e18107
sogenannten	w3_d209e18110
Wennighoferisch	w5_d209e18113
auf	w7_d209e18116
dem	w9_d209e18119
Juden=platz	w1_d209e18124
ligenden	w3_d209e18127
Behausung	w5_d209e18130
zu	w7_d209e18133
erscheinen,	w9_d209e18136
zur	w1_d209e18141
Tagsatzung	w3_d209e18144
anberaumet	w5_d209e18147
worden	w7_d209e18150
seye.	w9_d209e18153
</p>
<p id="p18_d209e18156">
Dahero	w1_d209e18160
dann	w3_d209e18163
der	w5_d209e18166
oder	w7_d209e18169
diejenige,	w9_d209e18172
so	w11_d209e18175
von	w13_d209e18179
denen	w1_d209e18184
obbemeldeten	w3_d209e18187
Nürnberger	w5_d209e18190
waaren,	w7_d209e18193
auch	w9_d209e18196
anderen	w1_d209e18201
Effecten	w3_d209e18204
etwas	w5_d209e18207
käuflich	w7_d209e18210
zu	w9_d209e18213
überneh	w11_d209e18216
men	w1_d209e18222
gesinnet	w3_d209e18225
seyn	w5_d209e18228
möchte,	w7_d209e18231
an	w9_d209e18234
vorbesagtem	w11_d209e18237
Tag,	w13_d209e18241
Stund	w1_d209e18246
und	w3_d209e18249
Ort	w5_d209e18252
sich	w7_d209e18255
unausbleiblich	w9_d209e18258
einzufin	w11_d209e18261
den	w1_d209e18266
haben	w3_d209e18269
werden.	w5_d209e18272
So	w7_d209e18275
beschehen	w9_d209e18278
Wien	w11_d209e18281
den	w13_d209e18285
23ten	w1_d209e18290
December	w3_d209e18293
1757.	w5_d209e18296
</p>
<p id="p20_d209e18299">
Es	w1_d209e18303
wird	w3_d209e18306
dem	w5_d209e18309
Publico	w7_d209e18312
hiemit	w9_d209e18315
zu	w11_d209e18318
wissen	w13_d209e18322
ge	w15_d209e18325
macht,	w1_d209e18330
wie	w3_d209e18333
daß	w5_d209e18336
den	w7_d209e18339
27.	w9_d209e18342
Febr.	w11_d209e18345
dies	w13_d209e18349
lauffen	w15_d209e18352
den	w1_d209e18357
1758.	w3_d209e18360
Jahrs	w5_d209e18363
der	w7_d209e18366
Kramreiterische	w9_d209e18369
zu	w11_d209e18372
Pellendorf	w1_d209e18378
unweit	w3_d209e18381
Lanzendorf	w5_d209e18384
ligende	w7_d209e18387
gan	w9_d209e18390
und	w1_d209e18395
ein	w3_d209e18398
viertel	w5_d209e18401
Lehen=hof	w7_d209e18404
samt	w9_d209e18407
dem	w11_d209e18410
darzu	w13_d209e18414
gehörigen	w1_d209e18419
Haus,	w3_d209e18422
und	w5_d209e18425
Uberländ	w7_d209e18428
Grund=stücken	w9_d209e18431
licitando	w1_d209e18436
werde	w3_d209e18439
verkauft	w5_d209e18442
werden,	w7_d209e18445
wer	w9_d209e18448
nun	w11_d209e18451
also	w13_d209e18455
solche	w1_d209e18461
gute	w3_d209e18464
Wirtschaft	w5_d209e18467
käuflichen	w7_d209e18470
an	w9_d209e18473
sich	w11_d209e18476
zu	w13_d209e18480
bringen	w1_d209e18485
gedenket,	w3_d209e18488
wird	w5_d209e18491
auf	w7_d209e18494
obigen	w9_d209e18497
Tag	w11_d209e18500
früh	w13_d209e18504
um	w1_d209e18509
9.	w3_d209e18512
Uhr	w5_d209e18515
in	w7_d209e18518
der	w9_d209e18521
GrafGatterburgischen	w11_d209e18524
Herr	w13_d209e18528
schafts=canzley	w1_d209e18533
zu	w3_d209e18536
Zwölfäxing	w5_d209e18539
zu	w7_d209e18542
erscheinen	w9_d209e18545
sich	w1_d209e18551
belieben	w3_d209e18554
lassen.	w5_d209e18557
</p>
<p id="p22_d209e18560">
Es	w1_d209e18564
wird	w3_d209e18567
kund	w5_d209e18570
und	w7_d209e18573
zu	w9_d209e18576
wissen	w11_d209e18579
gemacht,	w13_d209e18583
daß	w15_d209e18586
die	w1_d209e18591
Schulzische	w3_d209e18594
Berausung	w5_d209e18597
zu	w7_d209e18600
Pockflüß,	w9_d209e18603
samt	w1_d209e18608
zugehöriger	w3_d209e18611
Eissenhandlungs=freyheit,	w5_d209e18614
und	w1_d209e18620
verschiedenen	w3_d209e18623
Eissen=waren,	w5_d209e18626
dann	w7_d209e18629
über	w9_d209e18632
länd	w1_d209e18637
Grund	w3_d209e18640
stück	w5_d209e18643
den	w7_d209e18646
27.	w9_d209e18649
Januarii	w11_d209e18652
lauffen	w13_d209e18656
den	w1_d209e18661
Jahrs	w3_d209e18664
licitando	w5_d209e18667
solle	w7_d209e18670
verkauft	w9_d209e18673
werden	w11_d209e18676
wer	w1_d209e18681
run	w3_d209e18684
solche	w5_d209e18687
an	w7_d209e18690
sich	w9_d209e18693
zu	w11_d209e18696
bringen	w13_d209e18700
gedenket,	w15_d209e18703
woll	w1_d209e18709
sich	w3_d209e18712
bis	w5_d209e18715
gemeldeten	w7_d209e18718
Dato	w9_d209e18721
in	w11_d209e18724
der	w13_d209e18728
Herr	w15_d209e18731
schafts=canzley	w1_d209e18736
melden.	w3_d209e18739
</p>
<head id="h2_d209e18838">
Auszug	w1_d209e18842
eines	w3_d209e18845
Schreibens	w5_d209e18848
aus	w7_d209e18851
Pa	w9_d209e18854
ris	w1_d209e18859
den	w3_d209e18862
29.	w5_d209e18865
Decemb.	w7_d209e18868
1757.	w9_d209e18871
</head>
<p id="p4_d209e18874">
DEr	w1_d209e18878
Lifer,	w3_d209e18881
mit	w5_d209e18884
welchem	w7_d209e18887
das	w9_d209e18890
Parlament	w11_d209e18893
das	w1_d209e18898
Edict	w3_d209e18901
des	w5_d209e18904
Könige,	w7_d209e18907
wegen	w9_d209e18910
Aufrich	w11_d209e18913
tung	w1_d209e18918
4.	w3_d209e18921
Millionen	w5_d209e18924
Leib=Renten	w7_d209e18927
zu	w9_d209e18930
10.	w11_d209e18933
per	w13_d209e18937
Cent	w1_d209e18943
Jnteressen	w3_d209e18946
ohne	w5_d209e18949
Unterschied	w7_d209e18952
des	w9_d209e18955
Al	w11_d209e18958
ters,	w1_d209e18963
in	w3_d209e18966
seine	w5_d209e18969
Register	w7_d209e18972
getragen,	w9_d209e18975
und	w11_d209e18978
das	w13_d209e18982
Bestreben	w1_d209e18987
der	w3_d209e18990
Unterthanen	w5_d209e18993
des	w7_d209e18996
Königs	w9_d209e18999
sich	w1_d209e19004
de	w3_d209e19007
Vortheile	w5_d209e19010
dieser	w7_d209e19013
Leib=renten	w9_d209e19016
theilhaf	w11_d209e19019
tig	w1_d209e19025
zu	w3_d209e19028
machen,	w5_d209e19031
seynd	w7_d209e19034
bey	w9_d209e19037
dieser	w11_d209e19040
Gelegenheif	w13_d209e19044
eine	w1_d209e19049
gar	w3_d209e19052
merkliche	w5_d209e19055
Probe	w7_d209e19058
gewesen,	w9_d209e19061
wie	w11_d209e19064
der	w13_d209e19068
Kö	w15_d209e19071
nig	w1_d209e19076
noch	w3_d209e19079
weit	w5_d209e19082
mehr	w7_d209e19085
über	w9_d209e19088
die	w11_d209e19091
Herzen,	w13_d209e19095
als	w15_d209e19098
die	w17_d209e19101
Güter	w1_d209e19106
seiner	w3_d209e19109
Unterthanen	w5_d209e19112
zu	w7_d209e19115
befehlen	w9_d209e19118
hat.	w11_d209e19121
Nur	w1_d209e19127
wenige	w3_d209e19130
Tag	w5_d209e19133
waren	w7_d209e19136
genug,	w9_d209e19139
um	w11_d209e19142
die	w13_d209e19146
40	w15_d209e19149
Millionen,	w1_d209e19154
welche	w3_d209e19157
das	w5_d209e19160
Capital	w7_d209e19163
der	w9_d209e19166
Leib=renten	w11_d209e19169
ausmachen,	w1_d209e19174
zusammen	w3_d209e19177
zu	w5_d209e19180
bringen.	w7_d209e19183
Ja	w9_d209e19186
es	w11_d209e19189
ist	w1_d209e19194
vielen	w3_d209e19197
eine	w5_d209e19200
Art	w7_d209e19203
der	w9_d209e19206
Betrübnüß	w11_d209e19209
gewesen	w13_d209e19213
daß	w1_d209e19219
man	w3_d209e19222
ihre	w5_d209e19225
Gelder	w7_d209e19228
bey	w9_d209e19231
dem	w11_d209e19234
Königl.	w13_d209e19238
Schat	w15_d209e19241
nicht	w1_d209e19246
annehmen	w3_d209e19249
können,	w5_d209e19252
indem	w7_d209e19255
die	w9_d209e19258
Summe	w11_d209e19261
dieser	w1_d209e19266
Aufnahme	w3_d209e19269
bereits	w5_d209e19272
voll	w7_d209e19275
gewesen.	w9_d209e19278
Man	w11_d209e19281
hat	w1_d209e19286
auch	w3_d209e19289
hier	w5_d209e19292
mit	w7_d209e19295
Erst	w9_d209e19298
unen	w11_d209e19301
und	w13_d209e19305
Verdruß	w15_d209e19308
ei	w17_d209e19311
nen	w1_d209e19317
in	w3_d209e19320
Tautschland	w5_d209e19323
bekannt	w7_d209e19326
gemachten	w9_d209e19329
und	w11_d209e19332
in	w1_d209e19337
verschiedenen	w3_d209e19340
fremden	w5_d209e19343
Zeitungen	w7_d209e19346
eingeflosse	w9_d209e19349
nen	w1_d209e19354
Articul	w3_d209e19357
wahrgenommen,	w5_d209e19360
in	w7_d209e19363
welchenn	w9_d209e19366
man	w11_d209e19369
einen	w1_d209e19374
Officier	w3_d209e19377
unserer	w5_d209e19380
Armee	w7_d209e19383
im	w9_d209e19386
Reich	w11_d209e19389
beschul	w13_d209e19393
diget,	w1_d209e19399
sich	w3_d209e19402
des	w5_d209e19405
Ruckens	w7_d209e19408
eines	w9_d209e19411
Predigers	w11_d209e19414
anstatt	w13_d209e19418
eines	w1_d209e19423
Fuß=schemels	w3_d209e19426
bedienet	w5_d209e19429
zu	w7_d209e19432
haben,	w9_d209e19435
und	w11_d209e19438
daß	w1_d209e19443
verschiedene	w3_d209e19446
Soldaten	w5_d209e19449
dieser	w7_d209e19452
Armee	w9_d209e19455
sich	w11_d209e19458
sogar	w1_d209e19463
des	w3_d209e19466
Ausdrucks:	w5_d209e19469
ketzerischer	w7_d209e19472
Hunde	w9_d209e19475
dabey	w1_d209e19481
gebrauchet	w3_d209e19484
hätten.	w5_d209e19487
Die	w7_d209e19490
Niederträch	w9_d209e19493
tigkeit	w1_d209e19498
und	w3_d209e19501
Unwahrheit	w5_d209e19504
dieser	w7_d209e19507
Aufbürdung	w9_d209e19510
verdieneten	w1_d209e19515
zwar	w3_d209e19518
keine	w5_d209e19521
Widerlegung,	w7_d209e19524
weil	w9_d209e19527
solche	w1_d209e19532
Kunst=griffe	w3_d209e19535
bey	w5_d209e19538
niemanden	w7_d209e19541
einigen	w9_d209e19544
En	w11_d209e19547
druck	w1_d209e19553
machen	w3_d209e19556
können:	w5_d209e19559
allein,	w7_d209e19562
es	w9_d209e19565
erfordern	w11_d209e19568
die	w1_d209e19573
Recht.	w3_d209e19576
der	w5_d209e19579
Wahrheit,	w7_d209e19582
offentlich	w9_d209e19585
zu	w11_d209e19588
erken	w13_d209e19592
nen	w1_d209e19597
zu	w3_d209e19600
geben,	w5_d209e19603
daß	w7_d209e19606
unsere	w9_d209e19609
Generale	w11_d209e19612
nicht	w13_d209e19616
die	w15_d209e19619
geringste	w1_d209e19624
Klag	w3_d209e19627
über	w5_d209e19630
dergleichen	w7_d209e19633
schlechte	w9_d209e19636
Strei	w11_d209e19639
che	w1_d209e19645
vernommen	w3_d209e19648
haben,	w5_d209e19651
und	w7_d209e19654
wann	w9_d209e19657
einiger	w11_d209e19660
Of	w13_d209e19664
ficier	w1_d209e19669
oder	w3_d209e19672
Selbar	w5_d209e19675
sich	w7_d209e19678
in	w9_d209e19681
solchen	w11_d209e19684
verächtlichen	w13_d209e19688
Ausschweiffungen	w1_d209e19693
vergangen	w3_d209e19696
hätte,	w5_d209e19699
er	w7_d209e19702
sogleich	w9_d209e19705
würde	w1_d209e19710
zur	w3_d209e19713
stringsten	w5_d209e19716
Strag	w7_d209e19719
gezogen	w9_d209e19722
wor	w11_d209e19725
den	w1_d209e19731
seyn.	w3_d209e19734
Gesetzt	w5_d209e19737
auch.	w7_d209e19740
es	w9_d209e19743
hätten	w11_d209e19746
einige	w13_d209e19750
Ma	w15_d209e19753
rodeurs	w1_d209e19758
dergleichen	w3_d209e19761
imord	w5_d209e19764
ungen	w7_d209e19767
getrieben;	w9_d209e19770
solte	w1_d209e19775
man	w3_d209e19778
wol	w5_d209e19781
daraus	w7_d209e19784
den	w9_d209e19787
Schluß	w11_d209e19790
machen	w13_d209e19794
</p>
<p id="p6_d209e19797">
daß	w1_d209e19801
es	w3_d209e19804
die	w5_d209e19807
Absicht,	w7_d209e19810
und	w9_d209e19813
Vollstec	w11_d209e19816
ung	w13_d209e19820
der	w15_d209e19823
seils	w17_d209e19826
ger	w1_d209e19831
Befehle	w3_d209e19834
gewesen,	w5_d209e19837
welche	w7_d209e19840
die	w9_d209e19843
Weisheit,	w11_d209e19846
und	w13_d209e19850
Metischen=liebe	w1_d209e19855
selbst	w3_d209e19858
dictirt	w5_d209e19861
hatte?	w7_d209e19864
Das	w9_d209e19867
wä	w11_d209e19870
re	w1_d209e19876
eben,	w3_d209e19879
alt	w5_d209e19882
wann	w7_d209e19885
man	w9_d209e19888
die	w11_d209e19891
Vernichtung	w13_d209e19895
der	w15_d209e19898
Religion	w1_d209e19903
in	w3_d209e19906
Frankreich,	w5_d209e19909
für	w7_d209e19912
die	w9_d209e19915
Absicht	w11_d209e19918
des	w13_d209e19922
Engländische	w1_d209e19927
Unternehmens	w3_d209e19930
auf	w5_d209e19933
Rochefor,	w7_d209e19936
an	w9_d209e19939
geben	w1_d209e19944
wolte,	w3_d209e19947
weil	w5_d209e19950
einige	w7_d209e19953
betrunkene	w9_d209e19956
Soldaten	w11_d209e19959
der	w1_d209e19965
Engländer	w3_d209e19968
grosse	w5_d209e19971
Ausschweiffungen	w7_d209e19974
auf	w9_d209e19977
der	w1_d209e19982
kleinen	w3_d209e19985
Jnsul	w5_d209e19988
Aix	w7_d209e19991
verübet	w9_d209e19994
haben.	w11_d209e19997
Die	w13_d209e20001
Commandanten	w1_d209e20006
der	w3_d209e20009
Französischen	w5_d209e20012
Armeen	w7_d209e20015
in	w9_d209e20018
Teutschland,	w1_d209e20023
haben	w3_d209e20026
nicht	w5_d209e20029
nur	w7_d209e20032
die	w9_d209e20035
verschiedene	w11_d209e20038
im	w1_d209e20044
Reiche	w3_d209e20047
geduldete	w5_d209e20050
Gottes=dienste	w7_d209e20053
beschützt,	w9_d209e20056
sondern	w1_d209e20061
auch	w3_d209e20064
denen	w5_d209e20067
Predigern,	w7_d209e20070
die	w9_d209e20073
es	w11_d209e20076
nöhtig	w13_d209e20080
erachtet,	w1_d209e20085
alle	w3_d209e20088
Sicherheit,	w5_d209e20091
und	w7_d209e20094
Wachen	w9_d209e20097
für	w11_d209e20100
sie	w13_d209e20104
und	w1_d209e20109
ihre	w3_d209e20112
Kirchen	w5_d209e20115
zugestanden,	w7_d209e20118
und	w9_d209e20121
stehen	w11_d209e20124
ihnen	w13_d209e20128
dieselbe	w1_d209e20134
noch	w3_d209e20137
jetzo	w5_d209e20140
zu.	w7_d209e20143
Die	w9_d209e20146
feyerlich	w11_d209e20149
wieder	w13_d209e20153
holte	w1_d209e20158
Erklärungen	w3_d209e20161
des	w5_d209e20164
Königs,	w7_d209e20167
und	w9_d209e20170
der	w11_d209e20173
Kai	w13_d209e20177
serin=Königin,	w1_d209e20182
wegen	w3_d209e20185
dere	w5_d209e20188
in	w7_d209e20191
denen	w9_d209e20194
Reichs=ge	w11_d209e20197
sätzen	w1_d209e20202
gegründeten	w3_d209e20205
Religions=übungen,	w5_d209e20208
und	w7_d209e20211
die	w1_d209e20217
Freyheit,	w3_d209e20220
welche	w5_d209e20223
die	w7_d209e20226
Oesterreichische	w9_d209e20229
Gene	w11_d209e20232
ralität	w1_d209e20237
ebenfalls	w3_d209e20240
durch	w5_d209e20243
die	w7_d209e20246
Capitulation	w9_d209e20249
von	w11_d209e20252
Breßlau,	w1_d209e20257
denen	w3_d209e20260
Protestanten	w5_d209e20263
zugestanden,	w7_d209e20266
ihre	w9_d209e20269
Religion	w1_d209e20274
daselbst	w3_d209e20277
ruhig	w5_d209e20280
zu	w7_d209e20283
bekennen,	w9_d209e20286
müssen	w11_d209e20289
jedermann	w1_d209e20295
gegen	w3_d209e20298
allen	w5_d209e20301
Argwohn	w7_d209e20304
beruhigen,	w9_d209e20307
den	w1_d209e20312
die	w3_d209e20315
Boßheit	w5_d209e20318
über	w7_d209e20321
die	w9_d209e20324
Absichten	w11_d209e20327
Jhrer	w13_d209e20331
Ma	w15_d209e20334
jestäten,	w1_d209e20339
in	w3_d209e20342
Betref	w5_d209e20345
eines	w7_d209e20348
so	w9_d209e20351
hoch=wichtigen	w11_d209e20354
Gegen=standes	w1_d209e20359
zu	w3_d209e20362
erwecken,	w5_d209e20365
und	w7_d209e20368
auszubrei	w9_d209e20371
ten	w1_d209e20377
suchet.	w3_d209e20380
</p>
<head id="h2_d209e20386">
Lisabon	w1_d209e20390
5.	w3_d209e20393
December	w5_d209e20396
1757.	w7_d209e20399
</head>
<p id="p4_d209e20402">
Die	w1_d209e20406
kriegerische	w3_d209e20409
Rüstungen	w5_d209e20412
werden	w7_d209e20415
in	w9_d209e20418
dem	w11_d209e20421
ganzen	w1_d209e20426
Königreiche	w3_d209e20429
so	w5_d209e20432
eifrig	w7_d209e20435
fortgesetzet,	w9_d209e20438
als	w11_d209e20441
ob	w1_d209e20446
demselben	w3_d209e20449
ein	w5_d209e20452
Krieg	w7_d209e20455
bevorstünde.	w9_d209e20458
Ausser	w11_d209e20461
der	w1_d209e20467
Rectutirung	w3_d209e20470
werden	w5_d209e20473
für	w7_d209e20476
das	w9_d209e20479
Königreich	w11_d209e20482
Algarbien	w1_d209e20487
4.	w3_d209e20490
Compagnien	w5_d209e20493
Reiter,	w7_d209e20496
und	w9_d209e20499
2.	w11_d209e20502
Compagnien	w1_d209e20507
Dragoner	w3_d209e20510
aufgerichtet.	w5_d209e20513
Jn	w7_d209e20516
der	w9_d209e20519
vorigen	w1_d209e20524
Woche	w3_d209e20527
seynd	w5_d209e20530
in	w7_d209e20533
dieser	w9_d209e20536
Stadt	w11_d209e20539
allein	w13_d209e20543
1200.	w1_d209e20549
junge	w3_d209e20552
Leute	w5_d209e20555
angeworben	w7_d209e20558
worden.	w9_d209e20561
Die	w11_d209e20564
Baraquen,	w1_d209e20569
welche	w3_d209e20572
seit	w5_d209e20575
dem	w7_d209e20578
bossen	w9_d209e20581
Erd=beben	w11_d209e20584
an	w1_d209e20589
der	w3_d209e20592
Mauer	w5_d209e20595
längs	w7_d209e20598
dem	w9_d209e20601
Tagus	w11_d209e20604
angeleget	w13_d209e20608
worden,	w1_d209e20613
werden	w3_d209e20616
vergrössert,	w5_d209e20619
und	w7_d209e20622
ausgebessert.	w9_d209e20625
Auch	w1_d209e20631
sollen	w3_d209e20634
auf	w5_d209e20637
enngen	w7_d209e20640
Anhöhen	w9_d209e20643
Batrerien	w11_d209e20646
gemacht	w1_d209e20651
werden,	w3_d209e20654
wovon	w5_d209e20657
man	w7_d209e20660
den	w9_d209e20663
Fluß	w11_d209e20666
be	w13_d209e20670
schiessen	w1_d209e20675
könne.	w3_d209e20678
Unglachtet	w5_d209e20681
des	w7_d209e20684
schlechen	w9_d209e20687
Fortganges	w1_d209e20692
der	w3_d209e20695
Wein	w5_d209e20698
handlungsgesellschaf	w7_d209e20701
</p>
<p id="p8_d209e20706">
ten	w1_d209e20710
von	w3_d209e20713
Oporto,	w5_d209e20716
und	w7_d209e20719
Maragnan,	w9_d209e20722
versichert	w11_d209e20725
man,	w1_d209e20730
daß	w3_d209e20733
ehester	w5_d209e20736
Tage	w7_d209e20739
noch	w9_d209e20742
2.	w11_d209e20745
andere	w13_d209e20749
für	w15_d209e20752
Fernambuc,	w1_d209e20757
und	w3_d209e20760
die	w5_d209e20763
Bahia	w7_d209e20766
aufgerichtet	w9_d209e20769
wer	w11_d209e20772
den	w1_d209e20778
sollen.	w3_d209e20781
auch	w5_d209e20784
gehet	w7_d209e20787
die	w9_d209e20790
Rede,	w11_d209e20793
daß	w13_d209e20797
mit	w15_d209e20800
dem	w1_d209e20805
ehesten	w3_d209e20808
eine	w5_d209e20811
ansehnliche	w7_d209e20814
Verstärkung	w9_d209e20817
nach	w11_d209e20820
Ost=indien	w1_d209e20825
abgehen	w3_d209e20828
ssolle.	w5_d209e20831
</p>
<head id="h2_d209e20837">
EDICT.	w1_d209e20841
</head>
<p id="p4_d209e20844">
Wilhelm	w1_d209e20848
des	w3_d209e20851
H.	w5_d209e20854
Röm.	w7_d209e20857
