<doc id="wr_1758-01-21" attrs="word" year="1758" month="01" day="21" corpus="2">
<head id="h2_d212e3556">
Lüneburg,	w1_d212e3560
haben	w7_d212e17960
werden,	w9_d212e17963
wie	w11_d212e17966
im	w13_d212e17970
widrigen	w1_d212e17975
dieselben	w3_d212e17978
nicht	w5_d212e17981
mehr	w7_d212e17984
angehöret,	w9_d212e17987
son	w11_d212e17990
dern	w1_d212e17995
denen	w3_d212e17998
Ausbleibenden,	w5_d212e18001
das	w7_d212e18004
ewige	w9_d212e18007
Still	w11_d212e18010
schweigen	w1_d212e18015
auferleget	w3_d212e18018
seyn	w5_d212e18021
solle.	w7_d212e18024
Sign.	w9_d212e18027
Kai	w11_d212e18030
serl	w1_d212e18036
Königl.	w3_d212e18039
Schloß	w5_d212e18042
Wolkersdorf	w7_d212e18045
den	w9_d212e18048
3ten	w11_d212e18051
Decembr.	w1_d212e18056
1757.	w3_d212e18059
</p>
<p id="p6_d212e18062">
Es	w1_d212e18066
ist	w3_d212e18069
ein	w5_d212e18072
ganz	w7_d212e18075
guter	w9_d212e18078
vier=sitziger	w11_d212e18081
mit	w13_d212e18085
grauen	w15_d212e18088
Tuch	w1_d212e18093
ausgeschlagener	w3_d212e18096
Wagen	w5_d212e18099
zu	w7_d212e18102
verkauffen,	w9_d212e18105
welcher	w1_d212e18110
sowol	w3_d212e18113
in	w5_d212e18116
der	w7_d212e18119
Stadt	w9_d212e18122
als	w11_d212e18125
besonders	w13_d212e18129
auf	w1_d212e18135
Reisen	w3_d212e18138
zu	w5_d212e18141
gebrauchen,	w7_d212e18144
und	w9_d212e18147
auf	w11_d212e18150
verschie	w13_d212e18154
denes	w1_d212e18159
Geleis	w3_d212e18162
eingerichtet	w5_d212e18165
ist,	w7_d212e18168
Man	w9_d212e18171
kan	w11_d212e18174
sich	w13_d212e18178
diesfalls	w1_d212e18183
auf	w3_d212e18186
der	w5_d212e18189
Laim=gruben	w7_d212e18192
bey	w9_d212e18195
denen	w11_d212e18198
3.	w13_d212e18202
Cronen	w1_d212e18207
hinten	w3_d212e18210
im	w5_d212e18213
Hof	w7_d212e18216
im	w9_d212e18219
dritten	w11_d212e18222
Stock	w13_d212e18226
an	w15_d212e18229
melden.	w1_d212e18235
</p>
<p id="p8_d212e18238">
Auf	w1_d212e18242
Verordnung	w3_d212e18245
eines	w5_d212e18248
Löblichen	w7_d212e18251
Stadt	w9_d212e18254
rahts	w1_d212e18259
alhier	w3_d212e18262
werden	w5_d212e18265
bey	w7_d212e18268
demselben	w9_d212e18271
den	w11_d212e18274
27.	w13_d212e18278
</p>
<p id="p10_d212e18281">
Febr.	w1_d212e18285
frühe	w3_d212e18288
um	w5_d212e18291
9.	w7_d212e18294
Uhr	w9_d212e18297
Weil.	w11_d212e18300
Herrn	w13_d212e18304
Ferdi	w15_d212e18307
nand	w1_d212e18312
Fischer,	w3_d212e18315
gewest	w5_d212e18318
gemeiner	w7_d212e18321
Stadtgrund	w9_d212e18324
buchs	w1_d212e18329
Registratoris	w3_d212e18332
seel.	w5_d212e18335
hinterlassen	w7_d212e18338
im	w9_d212e18341
Docter	w1_d212e18347
Schmidischen	w3_d212e18350
Haus	w5_d212e18353
in	w7_d212e18356
der	w9_d212e18359
Römer	w11_d212e18362
strassen,	w1_d212e18367
und	w3_d212e18370
im	w5_d212e18373
Fischerischen	w7_d212e18376
Haus	w9_d212e18379
auf	w11_d212e18382
dem	w13_d212e18386
alten	w1_d212e18391
Fleisch=markt	w3_d212e18394
ligende	w5_d212e18397
Weine,	w7_d212e18400
Siefrin	w9_d212e18403
ger,	w1_d212e18408
Neustifter,	w3_d212e18411
und	w5_d212e18414
Schlammerstorfer	w7_d212e18417
Ge	w9_d212e18420
wächs,	w1_d212e18426
von	w3_d212e18429
Anno	w5_d212e18432
1746.	w7_d212e18435
752,	w9_d212e18438
753,	w11_d212e18441
7543	w13_d212e18445
755,	w1_d212e18450
756,	w3_d212e18453
und	w5_d212e18456
757	w7_d212e18459
dann	w9_d212e18462
die	w11_d212e18465
schönst.	w13_d212e18469
eiserne	w15_d212e18472
Band	w1_d212e18477
hierzu	w3_d212e18480
von	w5_d212e18483
45.	w7_d212e18486
42.	w9_d212e18489
40.	w11_d212e18492
39	w13_d212e18496
38.	w15_d212e18499
33.	w17_d212e18502
32.	w1_d212e18507
30.	w3_d212e18510
29.	w5_d212e18513
27.	w7_d212e18516
15.	w9_d212e18519
13.	w11_d212e18522
12.	w13_d212e18526
10.	w15_d212e18529
und	w17_d212e18532
5.	w19_d212e18535
Ermer,	w1_d212e18541
offentlich	w3_d212e18544
ausgefeilet	w5_d212e18547
und	w7_d212e18550
dem	w9_d212e18553
Meist	w11_d212e18556
bietenden	w1_d212e18561
verkauft	w3_d212e18564
werden.	w5_d212e18567
</p>
<p id="p12_d212e18573">
Es	w1_d212e18577
wird	w3_d212e18580
hiermit	w5_d212e18583
jedermann	w7_d212e18586
kund	w9_d212e18589
und	w11_d212e18592
zu	w13_d212e18596
wissen	w1_d212e18601
gemacht,	w3_d212e18604
wie	w5_d212e18607
daß	w7_d212e18610
bey	w9_d212e18613
der	w11_d212e18616
Hochgräfl.	w13_d212e18620
Cavrianischen	w1_d212e18625
Herrschaft	w3_d212e18628
Unter=walterstorf	w5_d212e18631
ein	w1_d212e18637
Bräu=haus,	w3_d212e18640
so	w5_d212e18643
in	w7_d212e18646
einen	w9_d212e18649
ganzen	w11_d212e18652
Lehen	w13_d212e18656
samt	w15_d212e18659
Haus,	w1_d212e18664
und	w3_d212e18667
überländ=Grund=stücken	w5_d212e18670
bestehet	w7_d212e18673
de	w9_d212e18676
9.	w1_d212e18681
Febr.	w3_d212e18684
dieses	w5_d212e18687
Jahrs	w7_d212e18690
in	w9_d212e18693
der	w11_d212e18696
Herrschaftlichen	w13_d212e18700
Canzley	w1_d212e18705
fruh	w3_d212e18708
um	w5_d212e18711
8.	w7_d212e18714
Uhr	w9_d212e18717
dem	w11_d212e18720
Meistbietenden	w13_d212e18724
licitando	w1_d212e18730
verkauffet	w3_d212e18733
werden	w5_d212e18736
wird.	w7_d212e18739
</p>
<p id="p14_d212e18742">
Es	w1_d212e18746
wird	w3_d212e18749
hiemit	w5_d212e18752
jedermänniglich	w7_d212e18755
kund	w9_d212e18758
und	w11_d212e18761
zu	w1_d212e18766
wissen	w3_d212e18769
gemacht,	w5_d212e18772
daß	w7_d212e18775
den	w9_d212e18778
23.	w11_d212e18781
dies	w13_d212e18785
lauffen	w15_d212e18788
den	w1_d212e18793
Monats	w3_d212e18796
Januarii	w5_d212e18799
die	w7_d212e18802
in	w9_d212e18805
dem	w11_d212e18808
alten	w13_d212e18812
Ler	w15_d212e18815
chen=feld	w1_d212e18821
gelegen=zum	w3_d212e18824
Elephanten	w5_d212e18827
genannte	w7_d212e18830
Behausung,	w1_d212e18835
samt	w3_d212e18838
dem	w5_d212e18841
darzu	w7_d212e18844
Gehörigen	w9_d212e18847
ein	w11_d212e18850
Viertel=joch	w1_d212e18855
Wein=gärten	w3_d212e18858
auf	w5_d212e18861
dem	w7_d212e18864
Raht=haus	w9_d212e18867
alhier	w1_d212e18872
licitando	w3_d212e18875
an	w5_d212e18878
den	w7_d212e18881
Meist=bietenden	w9_d212e18884
wer	w11_d212e18887
de	w1_d212e18893
verkauffet	w3_d212e18896
werden,	w5_d212e18899
wer	w7_d212e18902
also	w9_d212e18905
diese	w11_d212e18908
Behau	w13_d212e18912
sung	w1_d212e18917
käuflich	w3_d212e18920
an	w5_d212e18923
sich	w7_d212e18926
zu	w9_d212e18929
bringen	w11_d212e18932
gedenket,	w13_d212e18936
der	w15_d212e18939
selbe	w1_d212e18944
kan	w3_d212e18947
sich	w5_d212e18950
an	w7_d212e18953
ob=bestimmten	w9_d212e18956
Tag	w11_d212e18959
auf	w13_d212e18963
dem	w15_d212e18966
alhiesigen	w1_d212e18971
Raht=haus	w3_d212e18974
fruhe	w5_d212e18977
um	w7_d212e18980
8.	w9_d212e18983
Uhr	w11_d212e18986
behö	w13_d212e18990
rig	w1_d212e18996
anmelden.	w3_d212e18999
</p>
<p id="p16_d212e19002">
Es	w1_d212e19006
wird	w3_d212e19009
hiemit	w5_d212e19012
jedermänniglich	w7_d212e19015
kund	w9_d212e19018
und	w11_d212e19021
zu	w1_d212e19026
wissen	w3_d212e19029
gemacht,	w5_d212e19032
daß	w7_d212e19035
den	w9_d212e19038
23.	w11_d212e19041
dies	w13_d212e19045
lauffen	w15_d212e19048
den	w1_d212e19053
Monats	w3_d212e19056
Januarii	w5_d212e19059
die	w7_d212e19062
in	w9_d212e19065
der	w11_d212e19068
Rossau	w13_d212e19072
im	w15_d212e19075
oberen	w1_d212e19081
Wört	w3_d212e19084
gelegene	w5_d212e19087
Gräflich=Selbische	w7_d212e19090
Behausung	w1_d212e19095
samt	w3_d212e19098
dem	w5_d212e19101
darzu	w7_d212e19104
gehörigen	w9_d212e19107
Garten	w11_d212e19110
und	w1_d212e19115
Stadl	w3_d212e19118
auf	w5_d212e19121
dem	w7_d212e19124
Raht=haus	w9_d212e19127
allhier	w11_d212e19130
li	w13_d212e19134
citando	w1_d212e19139
an	w3_d212e19142
den	w5_d212e19145
Meist	w7_d212e19148
bietenden	w9_d212e19151
werde	w11_d212e19154
ver	w13_d212e19158
kauffet	w1_d212e19164
werden.	w3_d212e19167
Wer	w5_d212e19170
also	w7_d212e19173
sothane	w9_d212e19176
Behausung,	w11_d212e19179
Garten	w1_d212e19184
und	w3_d212e19187
Stadl,	w5_d212e19190
käuflichen	w7_d212e19193
an	w9_d212e19196
sich	w11_d212e19199
zu	w13_d212e19203
brin	w15_d212e19206
gen	w1_d212e19211
gedenket,	w3_d212e19214
derselbe	w5_d212e19217
kan	w7_d212e19220
sich	w9_d212e19223
an	w11_d212e19226
obbestim	w13_d212e19230
ten	w1_d212e19235
Tag	w3_d212e19238
auf	w5_d212e19241
dem	w7_d212e19244
allgiesigen	w9_d212e19247
Raht=haus	w11_d212e19250
Fru	w13_d212e19254
he	w1_d212e19260
um	w3_d212e19263
8.	w5_d212e19266
Uhr	w7_d212e19269
behörig	w9_d212e19272
anmelden.	w11_d212e19275
</p>
<head id="h2_d212e19365">
Nieder=elbe	w1_d212e19369
9.	w3_d212e19372
Januarii.	w5_d212e19375
</head>
<p id="p4_d212e19378">
Don	w1_d212e19382
der	w3_d212e19385
Französischen	w5_d212e19388
Armee	w7_d212e19391
hat	w9_d212e19394
man	w11_d212e19397
an	w13_d212e19401
jetzo	w1_d212e19406
eine	w3_d212e19409
ganz	w5_d212e19412
ausführliche	w7_d212e19415
und	w9_d212e19418
um	w11_d212e19421
ständliche	w1_d212e19426
Relation	w3_d212e19429
den	w5_d212e19432
Zuruck=zug	w7_d212e19435
deren	w9_d212e19438
Hannoveranern	w1_d212e19444
betreffend	w3_d212e19447
erhalten,	w5_d212e19450
welche	w7_d212e19453
man	w1_d212e19458
buchstäblich	w3_d212e19461
dem	w5_d212e19464
Publico	w7_d212e19467
mitzutheilen	w9_d212e19470
nicht	w1_d212e19475
umhin	w3_d212e19478
gehen	w5_d212e19481
kan.	w7_d212e19484
</p>
<p id="p6_d212e19487">
Den	w1_d212e19491
20sten.	w3_d212e19494
Decemb.	w5_d212e19497
machte	w7_d212e19500
der	w9_d212e19503
Prin	w11_d212e19506
Ferdinand	w1_d212e19511
eine	w3_d212e19514
Bewegung,	w5_d212e19517
um	w7_d212e19520
seinen	w9_d212e19523
rechten	w11_d212e19526
Flügel	w1_d212e19531
zuruck	w3_d212e19534
zu	w5_d212e19537
ziehen.	w7_d212e19540
Der	w9_d212e19543
linke	w11_d212e19546
stieß	w13_d212e19550
ar	w15_d212e19553
den	w1_d212e19559
kleinen	w3_d212e19562
Bach	w5_d212e19565
Lacht,	w7_d212e19568
und	w9_d212e19571
der	w11_d212e19574
rechte	w13_d212e19578
an	w15_d212e19581
den	w17_d212e19584
Fluß	w1_d212e19589
Hehlen,	w3_d212e19592
und	w5_d212e19595
die	w7_d212e19598
Dörfer,	w9_d212e19601
Großheh	w11_d212e19604
len,	w1_d212e19609
und	w3_d212e19612
Kleinhehlen	w5_d212e19615
waren	w7_d212e19618
von	w9_d212e19621
ihm	w11_d212e19624
mit	w13_d212e19628
De	w15_d212e19631
taschements	w1_d212e19636
besetzet,	w3_d212e19639
und	w5_d212e19642
das	w7_d212e19645
Haupt=quartier	w9_d212e19648
befand	w1_d212e19654
sich	w3_d212e19657
beständig	w5_d212e19660
zu	w7_d212e19663
Altenhagen.	w9_d212e19666
Die	w11_d212e19669
Ar	w13_d212e19673
mee	w1_d212e19678
des	w3_d212e19681
Marschalls	w5_d212e19684
hatte	w7_d212e19687
ihr	w9_d212e19690
Lager	w11_d212e19693
in	w13_d212e19697
2.	w15_d212e19700
Linien	w1_d212e19705
behalten,	w3_d212e19708
so,	w5_d212e19711
daß	w7_d212e19714
der	w9_d212e19717
rechte	w11_d212e19720
Flügel	w13_d212e19724
an	w1_d212e19729
das	w3_d212e19732
kleine	w5_d212e19735
Dorf	w7_d212e19738
Westerzell	w9_d212e19741
sich	w11_d212e19744
fügte	w13_d212e19748
welchen	w1_d212e19754
die	w3_d212e19757
Grenadiers	w5_d212e19760
de	w7_d212e19763
France,	w9_d212e19766
und	w11_d212e19769
die	w13_d212e19773
Grenadiers	w1_d212e19778
Rojaux	w3_d212e19781
unterstützeten;	w5_d212e19784
der	w7_d212e19787
lin	w9_d212e19790
ke	w1_d212e19795
hingegen	w3_d212e19798
zog	w5_d212e19801
sich	w7_d212e19804
bis	w9_d212e19807
an	w11_d212e19810
die	w13_d212e19814
Schäferey	w15_d212e19817
brücke,	w1_d212e19822
die	w3_d212e19825
am	w5_d212e19828
Ende	w7_d212e19831
der	w9_d212e19834
Vorstadt	w11_d212e19837
von	w13_d212e19841
Zelle	w15_d212e19844
ligt,	w1_d212e19850
und	w3_d212e19853
auf	w5_d212e19856
solche	w7_d212e19859
Weise	w9_d212e19862
wurde	w11_d212e19865
die	w13_d212e19869
Fron	w15_d212e19872
te	w1_d212e19877
unsers	w3_d212e19880
Lagers	w5_d212e19883
von	w7_d212e19886
der	w9_d212e19889
Stadt	w11_d212e19892
gedeckt.	w13_d212e19896
Die	w15_d212e19899
Bewegungen,	w1_d212e19904
welche	w3_d212e19907
der	w5_d212e19910
Marschall	w7_d212e19913
den	w9_d212e19916
20.	w11_d212e19919
und	w1_d212e19924
21sten	w3_d212e19927
mit	w5_d212e19930
seinem	w7_d212e19933
rechten	w9_d212e19936
Flügel	w11_d212e19939
an	w13_d212e19943
der	w15_d212e19946
Aller	w1_d212e19952
vornahm,	w3_d212e19955
bewog	w5_d212e19958
den	w7_d212e19961
Feind,	w9_d212e19964
den	w11_d212e19967
Bach,	w13_d212e19971
die	w1_d212e19976
Lacht	w3_d212e19979
zu	w5_d212e19982
besetzen,	w7_d212e19985
und	w9_d212e19988
mehr	w11_d212e19991
Mannschaft	w13_d212e19995
an	w1_d212e20000
das	w3_d212e20003
Dorf	w5_d212e20006
Lachtendorf	w7_d212e20009
zu	w9_d212e20012
postiren.	w11_d212e20015
Jn	w13_d212e20019
dieser	w1_d212e20024
Stellung	w3_d212e20027
entschloß	w5_d212e20030
sich	w7_d212e20033
der	w9_d212e20036
Marschall,	w11_d212e20039
den	w1_d212e20045
Feind	w3_d212e20048
anzugreiffen,	w5_d212e20051
oder	w7_d212e20054
zu	w9_d212e20057
vertreiben	w11_d212e20060
und	w1_d212e20065
ließ	w3_d212e20068
daher	w5_d212e20071
solche	w7_d212e20074
Bewegungen	w9_d212e20077
vorneh	w11_d212e20080
men,	w1_d212e20085
welche	w3_d212e20088
den	w5_d212e20091
Fortgang	w7_d212e20094
einer	w9_d212e20097
Operation	w11_d212e20100
befördern	w1_d212e20105
könnten,	w3_d212e20108
die	w5_d212e20111
von	w7_d212e20114
der	w9_d212e20117
Natur	w11_d212e20120
des	w13_d212e20124
Terreins	w1_d212e20130
und	w3_d212e20133
vom	w5_d212e20136
Feinde	w7_d212e20139
schwer	w9_d212e20142
gemacht	w11_d212e20145
wur	w13_d212e20149
de,	w1_d212e20154
die	w3_d212e20157
aber	w5_d212e20160
nichts	w7_d212e20163
destoweniger	w9_d212e20166
unumgäng	w11_d212e20169
lich	w1_d212e20174
nöhtig	w3_d212e20177
war,	w5_d212e20180
zu	w7_d212e20183
unternehmen,	w9_d212e20186
um	w11_d212e20189
denen	w13_d212e20193
Ursachen	w1_d212e20198
ein	w3_d212e20201
Genüge	w5_d212e20204
zu	w7_d212e20207
leisten,	w9_d212e20210
die	w11_d212e20213
der	w13_d212e20217
Mar	w15_d212e20220
schall	w1_d212e20226
hatte,	w3_d212e20229
über	w5_d212e20232
die	w7_d212e20235
Aller	w9_d212e20238
zu	w11_d212e20241
gehen.	w13_d212e20245
Dem	w15_d212e20248
zufolge	w1_d212e20253
wurde	w3_d212e20256
dem	w5_d212e20259
Herzog	w7_d212e20262
von	w9_d212e20265
Broglio	w11_d212e20268
auf	w13_d212e20272
getragen,	w1_d212e20277
das	w3_d212e20280
Commando	w5_d212e20283
über	w7_d212e20286
12.	w9_d212e20289
Bat	w11_d212e20292
taillons	w1_d212e20297
und	w3_d212e20300
8.	w5_d212e20303
Escadrons,	w7_d212e20306
die	w9_d212e20309
man	w11_d212e20312
in	w13_d212e20316
dem	w15_d212e20319
Herzogtum	w1_d212e20325
Bremen	w3_d212e20328
versammelt	w5_d212e20331
hatte,	w7_d212e20334
zu	w9_d212e20337
übernehmen	w1_d212e20342
Dieses	w3_d212e20345
Corps	w5_d212e20348
ware	w7_d212e20351
bestimmet,	w9_d212e20354
</p>
<p id="p8_d212e20357">
an	w1_d212e20361
der	w3_d212e20364
Bohm	w5_d212e20367
zu	w7_d212e20370
agiren,	w9_d212e20373
und	w11_d212e20376
an	w13_d212e20380
diesem	w15_d212e20383
Or	w17_d212e20386
te	w1_d212e20391
dieselbe	w3_d212e20394
zu	w5_d212e20397
paßiren,	w7_d212e20400
dergestalt,	w9_d212e20403
daß	w11_d212e20406
des	w13_d212e20410
Feindes	w1_d212e20415
rechter	w3_d212e20418
Flügel	w5_d212e20421
sich	w7_d212e20424
drehen	w9_d212e20427
muste,	w11_d212e20430
und	w13_d212e20434
man	w1_d212e20440
ihm	w3_d212e20443
die	w5_d212e20446
Zufuhr	w7_d212e20449
abschneiden	w9_d212e20452
konnte.	w11_d212e20455
Von	w13_d212e20459
da	w1_d212e20464
sollte	w3_d212e20467
es	w5_d212e20470
sich	w7_d212e20473
bis	w9_d212e20476
Wolthausen	w11_d212e20479
ausbreiten,	w13_d212e20483
wann	w1_d212e20488
die	w3_d212e20491
Umstände	w5_d212e20494
es	w7_d212e20497
erlaubeten.	w9_d212e20500
Den	w11_d212e20503
21.	w13_d212e20507
22.	w1_d212e20512
und	w3_d212e20515
23sten	w5_d212e20518
machte	w7_d212e20521
man	w9_d212e20524
alle	w11_d212e20527
die	w13_d212e20531
übrigen	w15_d212e20534
Anstalten,	w1_d212e20540
die	w3_d212e20543
den	w5_d212e20546
Feind	w7_d212e20549
an	w9_d212e20552
seinem	w11_d212e20555
linken	w13_d212e20559
Flügel,	w1_d212e20564
und	w3_d212e20567
in	w5_d212e20570
seiner	w7_d212e20573
Arrier=garde	w9_d212e20576
beunru	w11_d212e20579
higen	w1_d212e20584
konnten.	w3_d212e20587
Den	w5_d212e20590
24sten	w7_d212e20593
hatte	w9_d212e20596
der	w11_d212e20599
Mar	w13_d212e20603
quis	w1_d212e20608
von	w3_d212e20611
Andlot,	w5_d212e20614
von	w7_d212e20617
Spac,	w9_d212e20620
von	w11_d212e20623
Lavat	w13_d212e20627
und	w1_d212e20633
von	w3_d212e20636
Dombale,	w5_d212e20639
nebst	w7_d212e20642
10.	w9_d212e20645
Battaillons	w11_d212e20648
und	w13_d212e20652
14.	w1_d212e20657
Escadrons	w3_d212e20660
Cavallerie	w5_d212e20663
und	w7_d212e20666
Dragoner,	w9_d212e20669
das	w11_d212e20672
Regiment	w1_d212e20677
Hussaren	w3_d212e20680
von	w5_d212e20683
Polerecsky,	w7_d212e20686
die	w9_d212e20689
Vo	w11_d212e20692
lontairs	w1_d212e20697
von	w3_d212e20700
Flandern	w5_d212e20703
und	w7_d212e20706
8.	w9_d212e20709
Canonen	w11_d212e20712
unter	w13_d212e20716
seinen	w1_d212e20722
Befehlen,	w3_d212e20725
mit	w5_d212e20728
welchen	w7_d212e20731
er	w9_d212e20734
über	w11_d212e20737
die	w13_d212e20741
Al	w15_d212e20744
ler	w1_d212e20749
dringen	w3_d212e20752
sollte,	w5_d212e20755
um	w7_d212e20758
mit	w9_d212e20761
seinen	w11_d212e20764
vorwärts	w13_d212e20768
gemachten	w1_d212e20773
Bewegungen	w3_d212e20776
die	w5_d212e20779
Schlagung	w7_d212e20782
der	w9_d212e20785
Brücken	w1_d212e20790
zu	w3_d212e20793
unterstützen,	w5_d212e20796
welche	w7_d212e20799
das	w9_d212e20802
zu	w11_d212e20805
Of	w13_d212e20809
fensee	w1_d212e20815
und	w3_d212e20818
Schwachenhausen	w5_d212e20821
versammelte	w7_d212e20824
Corps	w1_d212e20829
von	w3_d212e20832
der	w5_d212e20835
Armee	w7_d212e20838
daselbst	w9_d212e20841
vornehmen	w11_d212e20844
sollte.	w1_d212e20849
Der	w3_d212e20852
Herr	w5_d212e20855
von	w7_d212e20858
Lavat	w9_d212e20861
war	w11_d212e20864
beorderet,	w13_d212e20868
mit	w1_d212e20873
einer	w3_d212e20876
Avant=garbe	w5_d212e20879
aus	w7_d212e20882
150.	w9_d212e20885
Mann	w11_d212e20888
von	w13_d212e20892
diesem	w1_d212e20898
Corps,	w3_d212e20901
die	w5_d212e20904
Trupen	w7_d212e20907
zu	w9_d212e20910
vertreiben,	w11_d212e20913
welche	w1_d212e20918
sich	w3_d212e20921
in	w5_d212e20924
denen	w7_d212e20927
Dörfern,	w9_d212e20930
Ausbeck,	w11_d212e20933
Gar	w13_d212e20937
nissen	w1_d212e20942
und	w3_d212e20945
Lachtendorf,	w5_d212e20948
aufhalten	w7_d212e20951
möchten,	w9_d212e20954
und	w1_d212e20959
von	w3_d212e20962
da,	w5_d212e20965
wann	w7_d212e20968
der	w9_d212e20971
Feind	w11_d212e20974
aus	w13_d212e20978
diesen	w15_d212e20981
Dör	w17_d212e20984
fern	w1_d212e20990
vertrieben,	w3_d212e20993
auf	w5_d212e20996
denen	w7_d212e20999
jenseitigen	w9_d212e21002
Anhö	w11_d212e21005
hen	w1_d212e21010
Posto	w3_d212e21013
zu	w5_d212e21016
fassen,	w7_d212e21019
um	w9_d212e21022
die	w11_d212e21025
Errichtung	w13_d212e21029
deren	w15_d212e21032
Brücken	w1_d212e21037
zu	w3_d212e21040
bedecken,	w5_d212e21043
die	w7_d212e21046
man	w9_d212e21049
sowol	w11_d212e21052
über	w13_d212e21056
die	w1_d212e21061
Aller,	w3_d212e21064
als	w5_d212e21067
über	w7_d212e21070
den	w9_d212e21073
kleinen	w11_d212e21076
Bach,	w13_d212e21080
die	w15_d212e21083
Lacht,	w1_d212e21089
vornehmen	w3_d212e21092
wollte.	w5_d212e21095
Der	w7_d212e21098
Herr	w9_d212e21101
von	w11_d212e21104
Grand	w1_d212e21109
Maison,	w3_d212e21112
Major	w5_d212e21115
bey	w7_d212e21118
denen	w9_d212e21121
Volontairs	w11_d212e21124
aus	w1_d212e21129
dem	w3_d212e21132
Hennegau	w5_d212e21135
war	w7_d212e21138
befehliget,	w9_d212e21141
mit	w11_d212e21144
400.	w13_d212e21148
auserlösenen	w1_d212e21153
Pferden	w3_d212e21156
sich	w5_d212e21159
den	w7_d212e21162
24sten,	w9_d212e21165
des	w11_d212e21168
Abends,	w1_d212e21174
nach	w3_d212e21177
Uelzen	w5_d212e21180
zu	w7_d212e21183
begeben,	w9_d212e21186
und	w11_d212e21189
die	w13_d212e21193
Magazine,	w1_d212e21198
welche	w3_d212e21201
die	w5_d212e21204
Feinde	w7_d212e21207
in	w9_d212e21210
dieser	w11_d212e21213
Stadt	w13_d212e21217
hatten,	w1_d212e21222
zu	w3_d212e21225
verbrennen,	w5_d212e21228
und	w7_d212e21231
ihnen	w9_d212e21234
die	w11_d212e21237
Zufuhr	w13_d212e21241
abzuschneiden.	w1_d212e21246
Unterdessen,	w3_d212e21249
daß	w5_d212e21252
der	w7_d212e21255
Herr	w9_d212e21258
von	w1_d212e21264
Villemur	w3_d212e21267
mit	w5_d212e21270
diesen	w7_d212e21273
verschiedenen	w9_d212e21276
Ope	w11_d212e21279
rationen	w1_d212e21284
beschäftiget	w3_d212e21287
ware,	w5_d212e21290
sollte	w7_d212e21293
der	w9_d212e21296
Herr	w11_d212e21299
von	w1_d212e21304
Caraman	w3_d212e21307
mit	w5_d212e21310
seinem	w7_d212e21313
Regiment,	w9_d212e21316
dem	w11_d212e21319
von	w13_d212e21323
Dauphine	w1_d212e21328
Jnfanterie,	w3_d212e21331
und	w5_d212e21334
2.	w7_d212e21337
Compagnien	w9_d212e21340
Grenadiers,	w1_d212e21346
zwey	w3_d212e21349
Piquets	w5_d212e21352
einer	w7_d212e21355
Compagnie	w9_d212e21358
von	w1_d212e21363
</p>
<p id="p12_d212e21369">
von	w1_d212e21373
200.	w3_d212e21376
Volontairs,	w5_d212e21379
so	w7_d212e21382
die	w9_d212e21385
Jäger	w11_d212e21388
von	w13_d212e21392
Richelieu	w1_d212e21397
heissen,	w3_d212e21400
und	w5_d212e21403
unter	w7_d212e21406
dem	w9_d212e21409
Comman	w11_d212e21412
do	w1_d212e21417
des	w3_d212e21420
Hrn.	w5_d212e21423
von	w7_d212e21426
Aufrenet	w9_d212e21429
stehen,	w11_d212e21432
und	w13_d212e21436
das	w15_d212e21439
Fi	w17_d212e21442
scherische	w1_d212e21448
Corps	w3_d212e21451
bey	w5_d212e21454
der	w7_d212e21457
Schäferey=brücke	w9_d212e21460
die	w1_d212e21465
Aller	w3_d212e21468
paßiren,	w5_d212e21471
und	w7_d212e21474
einen	w9_d212e21477
verstellten	w11_d212e21480
An	w13_d212e21484
grif	w1_d212e21489
an	w3_d212e21492
diesem	w5_d212e21495
Ort,	w7_d212e21498
nahe	w9_d212e21501
an	w11_d212e21504
Großheim	w13_d212e21508
und	w15_d212e21511
Kleinheim,	w1_d212e21516
thun.	w3_d212e21519
Zu	w5_d212e21522
gleicher	w7_d212e21525
Zeit	w9_d212e21528
sollte	w11_d212e21531
auch	w13_d212e21535
der	w1_d212e21541
Heer	w3_d212e21544
von	w5_d212e21547
Auvet	w7_d212e21550
mit	w9_d212e21553
7.	w11_d212e21556
Battaillons	w13_d212e21560
und	w15_d212e21563
4.	w1_d212e21568
Escadtons,	w3_d212e21571
denen	w5_d212e21574
Volontairs	w7_d212e21577
von	w9_d212e21580
Hen	w11_d212e21583
negau,	w1_d212e21588
100.	w3_d212e21591
Hussaren	w5_d212e21594
und	w7_d212e21597
6.	w9_d212e21600
Canonen	w11_d212e21603
aus	w13_d212e21607
der	w1_d212e21612
Vorstadt	w3_d212e21615
von	w5_d212e21618
Celle	w7_d212e21621
aufbrechen,	w9_d212e21624
um	w11_d212e21627
gleich	w13_d212e21631
falls	w1_d212e21637
einen	w3_d212e21640
verstellten	w5_d212e21643
Angrif	w7_d212e21646
zu	w9_d212e21649
thun,	w11_d212e21652
wel	w13_d212e21656
cher	w1_d212e21661
verstärket	w3_d212e21664
werden	w5_d212e21667
sollte,	w7_d212e21670
wann	w9_d212e21673
der	w11_d212e21676
Fort	w13_d212e21680
gang	w1_d212e21685
der	w3_d212e21688
anderen	w5_d212e21691
diesen	w7_d212e21694
wichtiger	w9_d212e21697
machen	w11_d212e21700
soll	w13_d212e21704
te.	w1_d212e21709
Es	w3_d212e21712
seynd	w5_d212e21715
