<doc id="wr_1760-09-17" attrs="word" year="1760" month="09" day="17" corpus="2">
<head id="h2_d485e2492">
Neu=york	w1_d485e2496
vierten	w1_d485e16893
Stock	w3_d485e16896
auf	w5_d485e16899
die	w7_d485e16902
Gassen	w9_d485e16905
denen	w11_d485e16908
Meistbieten	w13_d485e16912
den	w1_d485e16918
hindann	w3_d485e16921
gelassen	w5_d485e16924
werden.	w7_d485e16927
An	w1_d485e16932
</p>
<list id="l44_d485e17025">
damen	w1_d485e17029
den	w3_d485e17032
14.	w5_d485e17035
September	w7_d485e17038
1760.	w9_d485e17041
Gräfin	w1_d485e17046
von	w3_d485e17049
Gonzalles,	w5_d485e17052
Jhrer	w7_d485e17055
Königl.	w9_d485e17058
Ho	w11_d485e17061
heit	w1_d485e17066
Prinzeßin	w3_d485e17069
von	w5_d485e17072
Parma	w7_d485e17075
Obristhof	w9_d485e17078
meisterin.	w1_d485e17084
Renata	w1_d485e17089
Fräule	w3_d485e17092
Gräfin	w5_d485e17095
von	w7_d485e17098
Trautmann	w9_d485e17101
storf,	w1_d485e17106
Kaiserl.	w3_d485e17109
Königl.	w5_d485e17112
Hof=dame.	w7_d485e17115
Friderica	w1_d485e17120
Fräule	w3_d485e17123
Gräfin	w5_d485e17126
von	w7_d485e17129
Cavriani,	w9_d485e17132
Kaiserl.	w1_d485e17138
Königl.	w3_d485e17141
Hof=dame.	w5_d485e17144
Josepha	w1_d485e17149
Fräule	w3_d485e17152
Gräfin	w5_d485e17155
von	w7_d485e17158
Frankenberg	w9_d485e17161
Kaiserl.	w1_d485e17166
Königl.	w3_d485e17169
Hof=dame.	w5_d485e17172
Maria	w1_d485e17177
Antonia	w3_d485e17180
Horneck	w5_d485e17183
von	w7_d485e17186
Wenheim,	w9_d485e17189
Jhrer	w1_d485e17195
Durchl.	w3_d485e17198
der	w5_d485e17201
Chur=fürstin	w7_d485e17204
zu	w9_d485e17207
Pfalz	w11_d485e17210
Hof	w1_d485e17215
dame.	w3_d485e17218
Clandia	w1_d485e17223
Contessa	w3_d485e17226
Biglia,	w5_d485e17229
nata	w7_d485e17232
Contessa-	w9_d485e17235
Clerici.	w1_d485e17240
Maria	w1_d485e17246
Josepha	w3_d485e17249
Gräfin	w5_d485e17252
von	w7_d485e17255
Poninska,	w9_d485e17258
geborne	w1_d485e17263
Fürstin	w3_d485e17266
von	w5_d485e17269
Lubomirska.	w7_d485e17272
Sophia	w1_d485e17277
Gräfin	w3_d485e17280
von	w5_d485e17283
Waldstein,	w7_d485e17286
geborne	w9_d485e17289
</list>
<p id="p46_d485e17293">
geborne	w1_d485e17297
Gräfin	w3_d485e17300
von	w5_d485e17303
Wielopolska,	w7_d485e17306
Starosti	w9_d485e17309
ne	w1_d485e17314
von	w3_d485e17317
Mirachowsky.	w5_d485e17320
</p>
<p id="p48_d485e17324">
geborne	w1_d485e17328
Freyin	w3_d485e17331
von	w5_d485e17334
Hocheneck.	w7_d485e17337
</p>
<list id="l50_d485e17340">
Resolvirte,	w1_d485e17344
neu	w3_d485e17347
an	w5_d485e17350
und	w7_d485e17353
aufgenom	w9_d485e17356
mene	w1_d485e17361
Hoch=adeliche	w3_d485e17364
Sternkreutzordens	w5_d485e17367
Gräfin	w1_d485e17372
von	w3_d485e17375
Sternberg.	w5_d485e17378
Felicitas	w1_d485e17384
Gräfin	w3_d485e17387
von	w5_d485e17390
Przebendowska,	w7_d485e17393
Maria	w1_d485e17398
Anna	w3_d485e17401
Gräfin	w5_d485e17404
von	w7_d485e17407
Seinsheim,	w9_d485e17410
Francisca	w1_d485e17415
Gräfin	w3_d485e17418
von	w5_d485e17421
Pargozin,	w7_d485e17424
geborne	w9_d485e17427
Gräfin	w1_d485e17432
von	w3_d485e17435
Erdödy.	w5_d485e17438
Maria	w1_d485e17444
Carolina	w3_d485e17447
Gräfin	w5_d485e17450
von	w7_d485e17453
Lichnowsky,	w9_d485e17456
Keborne	w1_d485e17461
Gräfin	w3_d485e17464
von	w5_d485e17467
Althann.	w7_d485e17470
Maria	w1_d485e17475
Maddalena	w3_d485e17478
Marchesa	w5_d485e17481
di	w7_d485e17484
Corsi,	w9_d485e17487
na-	w11_d485e17490
A	w1_d485e17495
Medic.	w3_d485e17498
Maria	w1_d485e17504
Francesca	w3_d485e17507
Contessa	w5_d485e17510
di	w7_d485e17513
Belgioioso,	w9_d485e17516
nata	w1_d485e17521
Marchesa	w3_d485e17524
di	w5_d485e17527
S.	w7_d485e17530
Sccondo.	w9_d485e17533
Margaritha	w1_d485e17538
Spada	w3_d485e17541
Lambertini.	w5_d485e17544
geborne	w1_d485e17549
Gräfin	w3_d485e17552
von	w5_d485e17555
Cavriani.	w7_d485e17558
</list>
<list id="l52_d485e17562">
Maria	w1_d485e17566
Aloysia	w3_d485e17569
Freyin	w5_d485e17572
von	w7_d485e17575
Dobrzensky,	w9_d485e17578
</list>
<list id="l54_d485e17582">
Rosalia	w1_d485e17586
Gräfin	w3_d485e17589
von	w5_d485e17592
Atthembs,	w7_d485e17595
geborne	w9_d485e17598
Gräfin	w1_d485e17603
von	w3_d485e17606
Leslie.	w5_d485e17609
Maria	w1_d485e17614
Aloysia	w3_d485e17617
Gräfin	w5_d485e17620
von	w7_d485e17623
Wapensperg	w9_d485e17626
geborne	w1_d485e17632
Gräfin	w3_d485e17635
von	w5_d485e17638
Saurau.	w7_d485e17641
Ludovica	w1_d485e17646
Gräfin	w3_d485e17649
von	w5_d485e17652
Leslie,	w7_d485e17655
geborne	w9_d485e17658
Grä	w11_d485e17661
hn	w1_d485e17666
von	w3_d485e17669
Waldstein.	w5_d485e17672
Maria	w1_d485e17677
Anna	w3_d485e17680
Gräfin	w5_d485e17683
von	w7_d485e17686
Atthems,	w9_d485e17689
ge	w11_d485e17692
borne	w1_d485e17698
Gräfin	w3_d485e17701
von	w5_d485e17704
Wurmbrand.	w7_d485e17707
Maria	w1_d485e17712
Cajetana	w3_d485e17715
Gräfin	w5_d485e17718
von	w7_d485e17721
Lamberg,	w9_d485e17724
geborne	w1_d485e17729
Gräfin	w3_d485e17732
von	w5_d485e17735
Leslie.	w7_d485e17738
Maria	w1_d485e17743
Anna	w3_d485e17746
Philippina	w5_d485e17749
Gräfin	w7_d485e17752
von	w9_d485e17755
Leonrodt,	w1_d485e17761
geborne	w3_d485e17764
Freyin	w5_d485e17767
von	w7_d485e17770
Ramschwach.	w9_d485e17773
Antonia	w1_d485e17778
Gräfin	w3_d485e17781
von	w5_d485e17784
Wratislau	w7_d485e17787
von	w9_d485e17790
Mi	w11_d485e17793
trowicz,	w1_d485e17798
geborne	w3_d485e17801
Gräfin	w5_d485e17804
von	w7_d485e17807
Kinsky.	w9_d485e17810
Mariæ	w1_d485e17815
Anna	w3_d485e17818
Gallio	w5_d485e17821
Pignatelli,	w7_d485e17824
Duchessa	w9_d485e17827
di	w1_d485e17833
Monrecalvo.	w3_d485e17836
Ippolita	w1_d485e17841
di	w3_d485e17844
Grassi,	w5_d485e17847
Contessa	w7_d485e17850
Bentivoglio.	w9_d485e17853
Carolina	w1_d485e17858
Gräfin	w3_d485e17861
von	w5_d485e17864
Gyulay,	w7_d485e17867
geborme	w9_d485e17870
Gräfin	w1_d485e17875
von	w3_d485e17878
Haller.	w5_d485e17881
Maria	w1_d485e17887
Walburga	w3_d485e17890
Gräfin	w5_d485e17893
von	w7_d485e17896
Millesi	w9_d485e17899
mo,	w1_d485e17904
geborne	w3_d485e17907
Gräfin	w5_d485e17910
von	w7_d485e17913
Schiernding.	w9_d485e17916
Susanna	w1_d485e17921
Gräfin	w3_d485e17924
von	w5_d485e17927
Mickes,	w7_d485e17930
geborne	w9_d485e17933
Gräfin	w1_d485e17938
von	w3_d485e17941
Haller.	w5_d485e17944
Aus	w1_d485e17950
dem	w3_d485e17953
Hoch=adelichen	w5_d485e17956
Sterm	w7_d485e17959
kreutz=orden	w1_d485e17964
seynd	w3_d485e17967
vom	w5_d485e17970
3.	w7_d485e17973
May	w9_d485e17976
bis	w11_d485e17979
14.	w13_d485e17983
September	w1_d485e17988
1760.	w3_d485e17991
in	w5_d485e17994
GOtt	w7_d485e17997
seelig	w9_d485e18000
ent	w11_d485e18003
schlaffen	w1_d485e18008
die	w3_d485e18011
Hoch	w5_d485e18014
und	w7_d485e18017
Wolgeborne	w9_d485e18020
Frauen,	w1_d485e18026
Frauen.	w3_d485e18029
</list>
<list id="l56_d485e18033">
Ursula	w1_d485e18037
Freyin	w3_d485e18040
von	w5_d485e18043
Mongelas,	w7_d485e18046
geborne	w9_d485e18049
Gräfin	w1_d485e18054
von	w3_d485e18057
Trauner,	w5_d485e18060
zu	w7_d485e18063
München.	w9_d485e18066
Josepha	w1_d485e18071
Gräfin	w3_d485e18074
von	w5_d485e18077
Harrach,	w7_d485e18080
geborne	w9_d485e18083
Freyin	w1_d485e18089
von	w3_d485e18092
Gilleis,	w5_d485e18095
zu	w7_d485e18098
Wien.	w9_d485e18101
shei	w1_d485e18106
ne	w3_d485e18109
Retort	w5_d485e18112
Laura	w1_d485e18117
Conteitt	w3_d485e18120
Fitenze.	w1_d485e18125
</list>
<list id="l58_d485e18129">
Vittoria	w1_d485e18133
Piccolomini	w3_d485e18136
d'Arragoma,	w5_d485e18139
Duches-	w7_d485e18142
sa	w1_d485e18147
del	w3_d485e18150
Gesso,	w5_d485e18153
nata	w7_d485e18156
Brencipessa	w9_d485e18159
di	w11_d485e18162
Valle,	w13_d485e18166
dr	w15_d485e18169
Napoli.	w1_d485e18174
</list>
<list id="l64_d485e18189">
Anna	w1_d485e18193
Catharinä	w3_d485e18196
Gräfin	w5_d485e18199
von	w7_d485e18202
Marchan	w9_d485e18205
von	w1_d485e18210
Ansembourg,	w3_d485e18213
geborne	w5_d485e18216
Gräfin	w7_d485e18219
von	w9_d485e18222
Vel	w11_d485e18225
bruck	w1_d485e18230
zu	w3_d485e18233
Ansembourg.	w5_d485e18236
Bianca	w1_d485e18242
Contessa	w3_d485e18245
Capecci	w5_d485e18248
della	w7_d485e18251
Somaglia,	w9_d485e18254
nata	w1_d485e18259
Marchesa	w3_d485e18262
Anquissola,	w5_d485e18265
à	w7_d485e18268
Piacenza.	w9_d485e18271
Laura	w1_d485e18276
Carraciola	w3_d485e18279
Duchessa	w5_d485e18282
di	w7_d485e18285
Canzana	w9_d485e18288
nata	w1_d485e18293
Marchesa	w3_d485e18296
d'Amarossa,	w5_d485e18299
à	w7_d485e18302
Napoli.	w9_d485e18305
</list>
<p id="p66_d485e18309">
Von	w1_d485e18313
des	w3_d485e18316
Kaiserl.	w5_d485e18319
Königl.	w7_d485e18322
Jud.	w9_d485e18325
Deleg.	w11_d485e18328
Milit.	w13_d485e18332
mixti	w1_d485e18337
in	w3_d485e18340
Militaribus	w5_d485e18343
im	w7_d485e18346
Erz=herzogtum	w9_d485e18349
Oesterreich	w11_d485e18352
unter	w1_d485e18357
und	w3_d485e18360
ob	w5_d485e18363
der	w7_d485e18366
Enns	w9_d485e18369
wegen,	w11_d485e18372
wird	w13_d485e18376
hiemit	w15_d485e18379
durch	w17_d485e18382
dieses	w1_d485e18388
offentliche	w3_d485e18391
Edict	w5_d485e18394
denen	w7_d485e18397
Don	w9_d485e18400
Diego	w11_d485e18403
d'Aqui	w13_d485e18407
larischen	w1_d485e18412
Erben	w3_d485e18415
kund	w5_d485e18418
und	w7_d485e18421
zu	w9_d485e18424
wissen	w11_d485e18427
gemacht:	w13_d485e18431
</p>
<p id="p68_d485e18434">
Es	w1_d485e18438
habe	w3_d485e18441
der	w5_d485e18444
Aurelins	w7_d485e18447
Gazzinelli,	w9_d485e18450
Negotiant	w11_d485e18453
al	w13_d485e18457
hier	w1_d485e18462
Kläger	w3_d485e18465
und	w5_d485e18468
respective	w7_d485e18471
Weisungs=führer	w9_d485e18474
eines	w11_d485e18477
wider	w1_d485e18482
Don	w3_d485e18485
Diego	w5_d485e18488
d'Aquilar,	w7_d485e18491
nunmehro	w9_d485e18494
dessen	w11_d485e18497
Er	w13_d485e18501
ben	w1_d485e18507
beklagten	w3_d485e18510
andern	w5_d485e18513
Theils,	w7_d485e18516
in	w9_d485e18519
puncto	w11_d485e18522
der	w13_d485e18526
ihme	w15_d485e18529
Kläger	w1_d485e18534
durch	w3_d485e18537
den	w5_d485e18540
in	w7_d485e18543
Sachen	w9_d485e18546
unterm	w11_d485e18549
9.	w13_d485e18553
Jenner	w15_d485e18556
1755.	w1_d485e18561
publicirten	w3_d485e18564
Abschied	w5_d485e18567
vorbehaltener	w7_d485e18570
Weisung	w9_d485e18573
über	w1_d485e18578
den	w3_d485e18581
weitershin	w5_d485e18584
unterm	w7_d485e18587
3.	w9_d485e18590
May	w11_d485e18593
dies	w13_d485e18597
Jahrs	w15_d485e18600
dahin	w1_d485e18606
ergangenen	w3_d485e18609
Abschied,	w5_d485e18612
der	w7_d485e18615
Kläger	w9_d485e18618
habe	w11_d485e18621
das	w13_d485e18625
jenige,	w1_d485e18630
was	w3_d485e18633
ihme	w5_d485e18636
durch	w7_d485e18639
den	w9_d485e18642
ergangenen	w11_d485e18645
Abschied	w13_d485e18649
de	w1_d485e18654
publicato	w3_d485e18657
9.	w5_d485e18660
Jenner	w7_d485e18663
1755.	w9_d485e18666
zu	w11_d485e18669
erweisen	w13_d485e18673
ist,	w15_d485e18676
auf	w17_d485e18679
getragen	w1_d485e18684
worden,	w3_d485e18687
wie	w5_d485e18690
es	w7_d485e18693
sich	w9_d485e18696
zu	w11_d485e18699
recht	w13_d485e18703
gebühret,	w15_d485e18706
er	w17_d485e18709
wiesen,	w1_d485e18715
stehe	w3_d485e18718
demnach	w5_d485e18721
demselben,	w7_d485e18724
wann	w9_d485e18727
er	w11_d485e18730
jedoch	w13_d485e18734
vor	w15_d485e18737
hero	w1_d485e18742
einen	w3_d485e18745
cörperlichen	w5_d485e18748
Eid	w7_d485e18751
zu	w9_d485e18754
GOtt	w11_d485e18757
dem	w13_d485e18761
Allmäch	w15_d485e18764
tigen	w1_d485e18769
dahin,	w3_d485e18772
daß	w5_d485e18775
er	w7_d485e18778
an	w9_d485e18781
denen	w11_d485e18784
ihme	w13_d485e18788
von	w15_d485e18791
Weil.	w17_d485e18794
Herrn	w19_d485e18797
Obristen	w1_d485e18802
von	w3_d485e18805
Fuster	w5_d485e18808
von	w7_d485e18811
1.	w9_d485e18814
Novemb.	w11_d485e18817
1739.	w13_d485e18821
bis	w15_d485e18824
1.	w17_d485e18827
May	w1_d485e18833
1740.	w3_d485e18836
cedirten	w5_d485e18839
2.	w7_d485e18842
Gage=quartalien	w9_d485e18845
pr.	w11_d485e18848
1830.	w13_d485e18852
fl.	w1_d485e18857
ansonsten	w3_d485e18860
keine	w5_d485e18863
Bezahlung	w7_d485e18866
gänzlich	w9_d485e18869
oder	w11_d485e18872
zum	w13_d485e18876
Theil,	w1_d485e18881
noch	w3_d485e18884
sonsten	w5_d485e18887
einige	w7_d485e18890
Vergüt	w9_d485e18893
oder	w11_d485e18896
Bedeckung	w13_d485e18900
empfangen,	w1_d485e18905
sondern	w3_d485e18908
solche	w5_d485e18911
1830.	w7_d485e18914
fl.	w9_d485e18917
annoch	w11_d485e18920
wahr	w13_d485e18924
haft	w1_d485e18930
zu	w3_d485e18933
forderen	w5_d485e18936
habe,	w7_d485e18939
abgeleget	w9_d485e18942
haben	w11_d485e18945
wird,	w13_d485e18949
um	w15_d485e18952
die	w17_d485e18955
Erfoglassung	w1_d485e18960
gedachter	w3_d485e18963
1830.	w5_d485e18966
fl.	w7_d485e18969
von	w9_d485e18972
denen	w11_d485e18975
in	w13_d485e18979
Ver	w15_d485e18982
bot	w1_d485e18987
gezogenen	w3_d485e18990
Obrist=fusterischen,	w5_d485e18993
dem	w7_d485e18996
Don	w9_d485e18999
Diego	w11_d485e19002
d'Aquilar	w1_d485e19007
nachhin	w3_d485e19010
cedirten	w5_d485e19013
6000.	w7_d485e19016
fl.	w9_d485e19019
weiters	w11_d485e19022
der	w13_d485e19026
Ordnung	w1_d485e19032
nach	w3_d485e19035
anzulangen	w5_d485e19038
bevor,	w7_d485e19041
um	w9_d485e19044
Anordnung	w11_d485e19047
einer	w1_d485e19052
Tag	w3_d485e19055
satzung	w5_d485e19058
zu	w7_d485e19061
Ablegung	w9_d485e19064
des	w11_d485e19067
ihme	w13_d485e19071
durch	w15_d485e19074
erst	w17_d485e19077
angeführten	w1_d485e19082
Abschied	w3_d485e19085
aufgetragenen	w5_d485e19088
Juramenti	w7_d485e19091
gebeten.	w1_d485e19096
Wann	w3_d485e19099
nun	w5_d485e19102
zu	w7_d485e19105
diesem	w9_d485e19108
Ende	w11_d485e19111
der	w13_d485e19115
13.	w15_d485e19118
Martii	w1_d485e19124
künftigen	w3_d485e19127
1761.	w5_d485e19130
Jahrs	w7_d485e19133
fruh	w9_d485e19136
um	w11_d485e19139
9.	w13_d485e19143
Uhr	w15_d485e19146
vor	w1_d485e19151
diesem	w3_d485e19154
K.	w5_d485e19157
K.	w7_d485e19160
Judicio	w9_d485e19163
Deleg.	w11_d485e19166
mixto	w13_d485e19170
in	w15_d485e19173
Mi-	w17_d485e19176
litaribus	w1_d485e19181
zu	w3_d485e19184
erscheinen	w5_d485e19187
bestimmet	w7_d485e19190
worden	w9_d485e19193
ist,	w11_d485e19196
diese	w13_d485e19200
Tag=satzung	w1_d485e19205
aber	w3_d485e19208
ihnen	w5_d485e19211
Don	w7_d485e19214
Diego	w9_d485e19217
d'Aquilarischen	w11_d485e19220
Erben	w1_d485e19226
ihres	w3_d485e19229
unwissenden	w5_d485e19232
Aufenthalts	w7_d485e19235
halber	w9_d485e19238
ad	w11_d485e19241
Edes	w1_d485e19246
gebräuchiger=massen	w3_d485e19249
nicht	w5_d485e19252
zugestellet	w7_d485e19255
werden	w9_d485e19258
kan;	w1_d485e19263
</p>
<p id="p70_d485e19266">
Als	w1_d485e19270
wird	w3_d485e19273
diese	w5_d485e19276
Tag=satzung	w7_d485e19279
denenselben	w9_d485e19282
mit	w11_d485e19285
dem	w13_d485e19289
Anhang,	w1_d485e19294
daß	w3_d485e19297
sie	w5_d485e19300
am	w7_d485e19303
ob=erwehnten	w9_d485e19306
Tag	w11_d485e19309
und	w13_d485e19313
Stund	w15_d485e19316
vor	w1_d485e19321
diesem	w3_d485e19324
Kaiserl.	w5_d485e19327
Königl	w7_d485e19330
Judiglo	w9_d485e19333
Deleg.	w11_d485e19336
asoge	w13_d485e19340
wiß	w1_d485e19346
erscheinen	w3_d485e19349
sollen,	w5_d485e19352
wie	w7_d485e19355
im	w9_d485e19358
widrigen	w11_d485e19361
von	w13_d485e19365
dem	w15_d485e19368
Gazzinelli	w1_d485e19373
das	w3_d485e19376
Jurament	w5_d485e19379
ex	w7_d485e19382
officio	w9_d485e19385
aufgenommen	w11_d485e19388
werden	w1_d485e19393
wurde,	w3_d485e19396
zufolge	w5_d485e19399
der	w7_d485e19402
unterm	w9_d485e19405
19.	w11_d485e19408
jüngst	w13_d485e19412
ver	w15_d485e19415
flossenen	w1_d485e19420
Monats	w3_d485e19423
Augusti	w5_d485e19426
ergangenen	w7_d485e19429
Auflag	w9_d485e19432
per	w11_d485e19435
Edictum	w1_d485e19441
ad	w3_d485e19444
Valvas	w5_d485e19447
hiemit	w7_d485e19450
intimiret.	w9_d485e19453
</p>
<list id="l72_d485e19457">
Bey	w1_d485e19461
Cntrich	w3_d485e19464
Feliz	w5_d485e19467
Bader	w7_d485e19470
in	w9_d485e19473
der	w11_d485e19476
Boneges	w13_d485e19480
nächst	w1_d485e19485
dem	w3_d485e19488
Todten=kopf	w5_d485e19491
ist	w7_d485e19494
zu	w9_d485e19497
haben:	w11_d485e19500
Institutions	w1_d485e19505
politiques	w3_d485e19508
par	w5_d485e19511
Mr.	w7_d485e19514
Baron	w9_d485e19517
de	w11_d485e19520
Bie-	w13_d485e19524
lefeld.	w1_d485e19530
Tome	w3_d485e19533
l.	w5_d485e19536
&	w7_d485e19539
II.	w9_d485e19542
4to	w11_d485e19545
à	w13_d485e19549
la	w15_d485e19552
Haye	w17_d485e19555
1760.	w19_d485e19558
9	w21_d485e19561
fl.	w23_d485e19564
Die	w1_d485e19569
Pflichten	w3_d485e19572
eines	w5_d485e19575
in	w7_d485e19578
die	w9_d485e19581
Welt	w11_d485e19584
trettenden	w13_d485e19588
Jüng	w15_d485e19591
lings,	w1_d485e19596
vorgetragen	w3_d485e19599
von	w5_d485e19602
einem	w7_d485e19605
zärtlichen	w9_d485e19608
Vatter.	w11_d485e19611
Aus	w1_d485e19616
dem	w3_d485e19619
Französischen	w5_d485e19622
des	w7_d485e19625
Hrn.	w9_d485e19628
di	w11_d485e19631
Puy.	w13_d485e19635
8vo	w15_d485e19638
Augspurg	w1_d485e19644
1760.	w3_d485e19647
51.	w5_d485e19650
kr.	w7_d485e19653
Neueste	w1_d485e19658
Fama,	w3_d485e19661
welche	w5_d485e19664
die	w7_d485e19667
StabsKriegs	w9_d485e19670
und	w11_d485e19673
Friedens=geschichte,	w1_d485e19678
nebst	w3_d485e19681
andern	w5_d485e19684
Denkwürdigkei	w7_d485e19687
keiten	w1_d485e19692
Europens	w3_d485e19695
unpartheyisch	w5_d485e19698
erzehlet.	w7_d485e19701
1stes	w9_d485e19704
und	w11_d485e19707
letztes	w1_d485e19713
Stück,	w3_d485e19716
8vo	w5_d485e19719
1760.	w7_d485e19722
pr.	w9_d485e19725
20.	w11_d485e19728
Kr.	w13_d485e19732
wird	w15_d485e19735
continuirt.	w1_d485e19740
Von	w1_d485e19745
Justi	w3_d485e19748
Johann	w5_d485e19751
Heinrich	w7_d485e19754
Gottlob,	w9_d485e19757
die	w11_d485e19760
Grund=feste	w1_d485e19765
zu	w3_d485e19768
der	w5_d485e19771
Macht	w7_d485e19774
und	w9_d485e19777
Glückseeligkeit	w11_d485e19780
der	w13_d485e19784
Staaten;	w1_d485e19790
oder	w3_d485e19793
ausführliche	w5_d485e19796
Vorstellung	w7_d485e19799
der	w9_d485e19802
ge	w11_d485e19805
samten	w1_d485e19810
Policey=wissenschaft.	w3_d485e19813
Erster	w5_d485e19816
Band,	w7_d485e19819
wel	w9_d485e19822
cher	w1_d485e19827
die	w3_d485e19830
vollkommene	w5_d485e19833
Cultur	w7_d485e19836
des	w9_d485e19839
Bodens,	w11_d485e19842
die	w13_d485e19846
Be	w15_d485e19849
völkerung,	w1_d485e19854
den	w3_d485e19857
Anbau,	w5_d485e19860
Wachstum	w7_d485e19863
und	w9_d485e19866
Zierde	w11_d485e19869
der	w13_d485e19873
Städte,	w1_d485e19879
desgleichen	w3_d485e19882
die	w5_d485e19885
Manufacturen,	w7_d485e19888
Fabriquen,	w9_d485e19891
und	w1_d485e19896
Commercien	w3_d485e19899
abhandelt.	w5_d485e19902
4to	w7_d485e19905
Königsberg	w9_d485e19908
1760.	w1_d485e19913
4.	w3_d485e19916
fl.	w5_d485e19919
30.	w7_d485e19922
kr.	w9_d485e19925
Ejusdem	w1_d485e19930
Moralische	w3_d485e19933
und	w5_d485e19936
Philosophische	w7_d485e19939
Schriften	w1_d485e19945
1.	w3_d485e19948
Band.	w5_d485e19951
8vo	w7_d485e19954
Berlin	w9_d485e19957
1760.	w11_d485e19960
2.	w13_d485e19964
fl.	w15_d485e19967
Ejusdem	w1_d485e19972
Scherzhafte	w3_d485e19975
und	w5_d485e19978
Satyrische	w7_d485e19981
Schrif	w9_d485e19984
ten	w1_d485e19989
3.	w3_d485e19992
Bände.	w5_d485e19995
8vo	w7_d485e19998
Berlin	w9_d485e20001
1760.	w11_d485e20004
5.	w13_d485e20008
fl.	w15_d485e20011
30.	w17_d485e20014
kr.	w19_d485e20017
</list>
<p id="p74_d485e20021">
Von	w1_d485e20025
dem	w3_d485e20028
Kaiserl.	w5_d485e20031
Königl.	w7_d485e20034
Stadt	w9_d485e20037
und	w11_d485e20040
Land	w13_d485e20044
gericht	w1_d485e20049
Wien,	w3_d485e20052
wird	w5_d485e20055
hiemit	w7_d485e20058
jedermänniglichen	w9_d485e20061
kund	w1_d485e20066
und	w3_d485e20069
zu	w5_d485e20072
wissen	w7_d485e20075
gemacht,	w9_d485e20078
wasgestalten	w11_d485e20081
auf	w13_d485e20085
schriftliches	w1_d485e20091
Anlangen	w3_d485e20094
Stephan	w5_d485e20097
Bergers,	w7_d485e20100
Bür	w9_d485e20103
gerl.	w1_d485e20108
Klein=uhrmachers,	w3_d485e20111
wider	w5_d485e20114
Herrn	w7_d485e20117
Johann	w9_d485e20120
Comorell,	w1_d485e20125
in	w3_d485e20128
die	w5_d485e20131
gerichtliche	w7_d485e20134
Feilbiet	w9_d485e20137
und	w11_d485e20140
Lici	w13_d485e20144
tirung	w1_d485e20149
einer	w3_d485e20152
ihme	w5_d485e20155
Comprell	w7_d485e20158
pro	w9_d485e20161
hypotheca	w11_d485e20164
ge	w13_d485e20168
geben	w1_d485e20174
acht	w3_d485e20177
Tag	w5_d485e20180
gehende	w7_d485e20183
Stock=uhr,	w9_d485e20186
welche	w11_d485e20189
spie	w13_d485e20193
let,	w1_d485e20198
und	w3_d485e20201
mit	w5_d485e20204
einem	w7_d485e20207
grünen	w9_d485e20210
laquirten	w11_d485e20213
Kasten,	w13_d485e20217
und	w1_d485e20222
geschmolzenen	w3_d485e20225
Zieffer=blat	w5_d485e20228
versehen,	w7_d485e20231
gewil	w9_d485e20234
liget	w1_d485e20239
worden;	w3_d485e20242
auch	w5_d485e20245
zu	w7_d485e20248
Vornehmung	w9_d485e20251
sothaner	w11_d485e20254
Li	w13_d485e20258
citirung	w1_d485e20264
über	w3_d485e20267
die	w5_d485e20270
bereits	w7_d485e20273
fürgewest	w9_d485e20276
und	w11_d485e20279
früchtlbs	w13_d485e20283
verstrichene	w1_d485e20288
peremptorisch=eine	w3_d485e20291
superperemptorisch	w5_d485e20294
clausulirte	w1_d485e20299
Tagsatzung	w3_d485e20302
auf	w5_d485e20305
den	w7_d485e20308
25.	w9_d485e20311
dies	w11_d485e20314
lauffen	w13_d485e20318
den	w1_d485e20323
Monats	w3_d485e20326
Septemb.	w5_d485e20329
Vormittags	w7_d485e20332
präcise	w9_d485e20335
um	w11_d485e20338
9.	w1_d485e20344
Uhr	w3_d485e20347
auf	w5_d485e20350
dem	w7_d485e20353
Kaiserl.	w9_d485e20356
Königl	w11_d485e20359
Stadt=gericht	w13_d485e20363
zu	w1_d485e20368
erscheinen	w3_d485e20371
anberaumet	w5_d485e20374
worden.	w7_d485e20377
Dahero	w9_d485e20380
dann	w11_d485e20383
der	w1_d485e20388
oder	w3_d485e20391
diejenige,	w5_d485e20394
welche	w7_d485e20397
obbemeldte	w9_d485e20400
Stock	w11_d485e20403
uhr	w1_d485e20408
käuflichen	w3_d485e20411
an	w5_d485e20414
sich	w7_d485e20417
zu	w9_d485e20420
bringen	w11_d485e20423
gesinnet	w13_d485e20427
seyn	w15_d485e20430
möchten,	w1_d485e20436
an	w3_d485e20439
vorbesagten	w5_d485e20442
Tag,	w7_d485e20445
Stund	w9_d485e20448
und	w11_d485e20451
Ort	w13_d485e20455
entweders	w1_d485e20460
persönlich,	w3_d485e20463
oder	w5_d485e20466
durch	w7_d485e20469
gevollmächtigte	w9_d485e20472
Gewalt=tragere	w1_d485e20477
unausbleiblich	w3_d485e20480
ad	w5_d485e20483
licitandum	w7_d485e20486
sich	w1_d485e20491
einzufinden	w3_d485e20494
haben	w5_d485e20497
werden.	w7_d485e20500
</p>
<p id="p76_d485e20503">
Auf	w1_d485e20507
Verordnung	w3_d485e20510
des	w5_d485e20513
HochadelichLandmar	w7_d485e20516
schallischen	w1_d485e20521
Gerichts	w3_d485e20524
wird	w5_d485e20527
das	w7_d485e20530
Gütl	w9_d485e20533
Haders=feld	w11_d485e20536
cum	w1_d485e20541
