<doc id="wr_1757-04-30" attrs="word" year="1757" month="04" day="30" corpus="2">
<head id="h2_d139e3473">
Philadelphia	w1_d139e3477
Lorenz	w7_d139e17888
Daunische	w9_d139e17891
Gerhabschaft	w1_d139e17896
ausgestellte	w3_d139e17899
Cession	w5_d139e17902
de	w7_d139e17905
dato	w9_d139e17908
letzten	w1_d139e17913
Jan.	w3_d139e17916
1732.	w5_d139e17919
befindlich,	w7_d139e17922
solche	w9_d139e17925
inner	w11_d139e17928
halb	w1_d139e17933
eines	w3_d139e17936
Jahrs,	w5_d139e17939
sechs	w7_d139e17942
Wochenl,	w9_d139e17945
und	w11_d139e17948
drey	w13_d139e17952
Tägen	w1_d139e17958
nach	w3_d139e17961
Affigirung	w5_d139e17964
dieses	w7_d139e17967
Edicts,	w9_d139e17970
bey	w11_d139e17973
diesem	w1_d139e17978
Gericht	w3_d139e17981
alsogewiß	w5_d139e17984
produciren,	w7_d139e17987
und	w9_d139e17990
sich	w1_d139e17995
hierzu	w3_d139e17998
legitimiren:	w5_d139e18001
wie	w7_d139e18004
in	w9_d139e18007
widrigen	w11_d139e18010
nach	w13_d139e18014
Verfliessung	w1_d139e18019
dieses	w3_d139e18022
Termins	w5_d139e18025
wiederholte	w7_d139e18028
Obli-	w9_d139e18031
gation	w1_d139e18037
samt	w3_d139e18040
denen	w5_d139e18043
dazu	w7_d139e18046
gehörigen	w9_d139e18049
Docu-	w11_d139e18052
mentis	w1_d139e18057
eo	w3_d139e18060
ipso	w5_d139e18063
amortisiret,	w7_d139e18066
cassiret,	w9_d139e18069
und	w11_d139e18072
annulliret	w1_d139e18077
seyn	w3_d139e18080
solle.	w5_d139e18083
An	w7_d139e18086
deme	w9_d139e18089
beschiht	w11_d139e18092
Allerhöchst=besagt	w1_d139e18097
Jhrer	w3_d139e18100
Kaiserl.	w5_d139e18103
Königl	w7_d139e18106
Ma	w9_d139e18109
jestät	w1_d139e18115
gnädigster	w3_d139e18118
Willen	w5_d139e18121
und	w7_d139e18124
Meinung.	w9_d139e18127
Wienn	w11_d139e18130
den	w1_d139e18135
11.	w3_d139e18138
September	w5_d139e18141
1756.	w7_d139e18144
</p>
<p id="p16_d139e18147">
Nächst=künftigen	w1_d139e18151
Montag,	w3_d139e18154
als	w5_d139e18157
den	w7_d139e18160
2.	w9_d139e18163
May	w11_d139e18166
Vormittags	w1_d139e18171
frühe	w3_d139e18174
von	w5_d139e18177
9.	w7_d139e18180
bis	w9_d139e18183
12.	w11_d139e18186
Uhr,	w13_d139e18190
Nach	w15_d139e18193
mittag	w1_d139e18198
aber	w3_d139e18201
von	w5_d139e18204
3.	w7_d139e18207
bis	w9_d139e18210
6.	w11_d139e18213
Uhr,	w13_d139e18217
werden	w15_d139e18220
in	w17_d139e18223
dem	w1_d139e18229
Steinmetzischen	w3_d139e18232
Hauß	w5_d139e18235
auf	w7_d139e18238
dem	w9_d139e18241
Graben	w11_d139e18244
durchgehend	w1_d139e18249
auf	w3_d139e18252
den	w5_d139e18255
Peter	w7_d139e18258
hinaus	w9_d139e18261
im	w11_d139e18264
an	w13_d139e18268
derten	w1_d139e18273
Stock,	w3_d139e18276
verschiedene	w5_d139e18279
Verlassenschafts	w7_d139e18282
Effecten,	w1_d139e18287
als	w3_d139e18290
Silber,	w5_d139e18293
Kleider,	w7_d139e18296
Wäsch,	w9_d139e18299
und	w11_d139e18302
andere	w1_d139e18308
Effecten	w3_d139e18311
dem	w5_d139e18314
Meist=biettenden	w7_d139e18317
ver	w9_d139e18320
kauft	w1_d139e18325
werden	w3_d139e18328
</p>
<p id="p18_d139e18331">
Den	w1_d139e18335
5ten	w3_d139e18338
May	w5_d139e18341
frühe	w7_d139e18344
von	w9_d139e18347
9.	w11_d139e18350
bis	w13_d139e18354
12.	w15_d139e18357
und	w17_d139e18360
Nachmittags	w1_d139e18365
von	w3_d139e18368
3.	w5_d139e18371
bis	w7_d139e18374
6.	w9_d139e18377
Uhr,	w11_d139e18380
werden	w13_d139e18384
in	w15_d139e18387
in	w1_d139e18392
dem	w3_d139e18395
alten	w5_d139e18398
Universitäts=hauß	w7_d139e18401
ersten	w9_d139e18404
Stocks	w11_d139e18407
verschiedene	w1_d139e18413
Verlassenschafes=effecten,	w3_d139e18416
und	w5_d139e18419
be	w7_d139e18422
sondere	w1_d139e18427
schöne	w3_d139e18430
Malereyen	w5_d139e18433
gegen	w7_d139e18436
baarer	w9_d139e18439
Bezah	w11_d139e18442
lung	w1_d139e18447
dem	w3_d139e18450
Meist=biettenden	w5_d139e18453
verkauffet	w7_d139e18456
wer	w9_d139e18459
den.	w1_d139e18464
</p>
<p id="p20_d139e18467">
NB.	w1_d139e18471
Es	w3_d139e18474
ist	w5_d139e18477
täglich	w7_d139e18480
zu	w9_d139e18483
verlassen,	w11_d139e18486
oder	w13_d139e18490
zu	w15_d139e18493
verkauffen	w1_d139e18498
das	w3_d139e18501
in	w5_d139e18504
der	w7_d139e18507
Alster=gassen	w9_d139e18510
gelegene	w11_d139e18513
Peterneggisch,	w1_d139e18518
ehehin	w3_d139e18521
genannt	w5_d139e18524
Klerfische	w7_d139e18527
Haus	w1_d139e18533
samt	w3_d139e18536
Garten,	w5_d139e18539
mit	w7_d139e18542
oder	w9_d139e18545
ohne	w11_d139e18548
Mobilien;	w1_d139e18553
ingleichen	w3_d139e18556
ein	w5_d139e18559
ganz	w7_d139e18562
neuer	w9_d139e18565
nie	w11_d139e18568
ge	w13_d139e18572
brauchter	w1_d139e18577
vier=sitziger	w3_d139e18580
Wagen	w5_d139e18583
mit	w7_d139e18586
rotem	w9_d139e18589
Plusch,	w1_d139e18594
samt	w3_d139e18597
Sitz=decken,	w5_d139e18600
und	w7_d139e18603
für	w9_d139e18606
zwey	w11_d139e18609
Pferde	w1_d139e18615
gehörigen	w3_d139e18618
seidenen	w5_d139e18621
Schnür	w7_d139e18624
u.	w9_d139e18627
Quasten,	w11_d139e18630
wessenthalben	w1_d139e18635
sich	w3_d139e18638
in	w5_d139e18641
der	w7_d139e18644
Wollzeil	w9_d139e18647
in	w11_d139e18650
dem	w13_d139e18654
Krausisch,	w1_d139e18659
ehehin	w3_d139e18662
genannt	w5_d139e18665
Fabrischen	w7_d139e18668
Haus	w9_d139e18671
im	w1_d139e18676
ersten	w3_d139e18679
Stock	w5_d139e18682
bey	w7_d139e18685
Hrn.	w9_d139e18688
von	w11_d139e18691
Klerf	w13_d139e18695
anzu	w15_d139e18698
melden	w1_d139e18704
ist.	w3_d139e18707
</p>
<head id="h2_d139e18713">
E	w1_d139e18717
DICT.	w3_d139e18720
</head>
<p id="p4_d139e18723">
Von	w1_d139e18727
N.	w3_d139e18730
Stadt=richter	w5_d139e18733
und	w7_d139e18736
Raht	w9_d139e18739
der	w11_d139e18742
Kai	w13_d139e18746
serl.	w1_d139e18751
Königl.	w3_d139e18754
Viertel=stadt	w5_d139e18757
St.	w7_d139e18760
Pölten	w9_d139e18763
wegen	w11_d139e18766
wird	w1_d139e18771
jedermänniglich	w3_d139e18774
hiemit	w5_d139e18777
kund	w7_d139e18780
und	w9_d139e18783
zu	w11_d139e18786
wissen	w1_d139e18792
gemacht.	w3_d139e18795
Nachdeme	w5_d139e18798
die	w7_d139e18801
über	w9_d139e18804
das	w11_d139e18807
Feld	w13_d139e18811
marschall	w1_d139e18816
Damnitzisch	w3_d139e18819
nun	w5_d139e18822
aber	w7_d139e18825
Baron	w9_d139e18828
Schi	w11_d139e18831
melfenigischen	w1_d139e18836
Pupillen=haus	w3_d139e18839
alhier	w5_d139e18842
auf	w7_d139e18845
anheut	w9_d139e18848
bestimmt	w1_d139e18853
geweste	w3_d139e18856
Licitations=Tag=satzun	w5_d139e18859
wegen	w1_d139e18865
ein	w3_d139e18868
und	w5_d139e18871
anderen	w7_d139e18874
Umständen	w9_d139e18877
ihren	w11_d139e18880
Effect	w13_d139e18884
nicht	w1_d139e18889
erreichet,	w3_d139e18892
daß	w5_d139e18895
sohin	w7_d139e18898
auf	w9_d139e18901
Anlangen	w11_d139e18904
des	w13_d139e18908
Baron	w1_d139e18913
Schimelfeningischen	w3_d139e18916
Gerhabens	w5_d139e18919
Herrn	w7_d139e18922
Maximilian	w1_d139e18927
Emanuel	w3_d139e18930
Költz	w5_d139e18933
Kaiserl.	w7_d139e18936
Königl.	w9_d139e18939
Hof=kriegs=agentens	w1_d139e18945
eine	w3_d139e18948
nochmalige	w5_d139e18951
Licita	w7_d139e18954
tions	w1_d139e18959
Tag=satzung	w3_d139e18962
auf	w5_d139e18965
den	w7_d139e18968
13ten	w9_d139e18971
May	w11_d139e18974
frühe	w13_d139e18978
um	w1_d139e18983
8.	w3_d139e18986
Uhr	w5_d139e18989
auf	w7_d139e18992
gemeiner	w9_d139e18995
Stadt	w11_d139e18998
Raht=hauf	w13_d139e19002
anberaumet	w1_d139e19007
worden	w3_d139e19010
seye.	w5_d139e19013
Wer	w7_d139e19016
also	w9_d139e19019
dieses	w11_d139e19022
fast	w1_d139e19028
ganz	w3_d139e19031
neue	w5_d139e19034
Haus,	w7_d139e19037
welches	w9_d139e19040
in	w11_d139e19043
10.	w13_d139e19047
Zimmern.	w15_d139e19050
Garten,	w1_d139e19055
auf	w3_d139e19058
7.	w5_d139e19061
Pferd	w7_d139e19064
Stallung,	w9_d139e19067
Wagen	w11_d139e19070
schupfen,	w1_d139e19075
und	w3_d139e19078
guten	w5_d139e19081
Kellern	w7_d139e19084
bestehet,	w9_d139e19087
käuflich	w11_d139e19090
an	w1_d139e19095
sich	w3_d139e19098
zu	w5_d139e19101
bringen	w7_d139e19104
willens,	w9_d139e19107
kan	w11_d139e19110
an	w13_d139e19114
obesagten	w15_d139e19117
Tag	w1_d139e19123
und	w3_d139e19126
Stund	w5_d139e19129
entweder	w7_d139e19132
persönlich	w9_d139e19135
oder	w11_d139e19138
per	w13_d139e19142
Mandatarium	w1_d139e19147
ad	w3_d139e19150
tractandum	w5_d139e19153
&	w7_d139e19156
concluden-	w9_d139e19159
dum	w1_d139e19164
auf	w3_d139e19167
gemeiner	w5_d139e19170
Stadt	w7_d139e19173
Raht=haus	w9_d139e19176
erschei	w11_d139e19179
nen.	w1_d139e19184
Actum	w3_d139e19187
St.	w5_d139e19190
Pölten	w7_d139e19193
den	w9_d139e19196
15ten	w11_d139e19199
April	w13_d139e19203
1757.	w15_d139e19206
</p>
<p id="p6_d139e19209">
Auf	w1_d139e19213
Verordnung	w3_d139e19216
des	w5_d139e19219
alhiesig	w7_d139e19222
Hochwür	w9_d139e19225
digen	w1_d139e19230
Dom=capituls	w3_d139e19233
wird	w5_d139e19236
auf	w7_d139e19239
den	w9_d139e19242
13.	w11_d139e19245
May	w13_d139e19249
frühe	w1_d139e19254
um	w3_d139e19257
9.	w5_d139e19260
Uhr	w7_d139e19263
des	w9_d139e19266
Johann	w11_d139e19269
Georg	w13_d139e19273
Schuster	w15_d139e19276
eigentumlich	w1_d139e19282
zu	w3_d139e19285
Hernals	w5_d139e19288
gelegene	w7_d139e19291
Behau	w9_d139e19294
sung	w1_d139e19299
licitando	w3_d139e19302
verkauffet	w5_d139e19305
werden;	w7_d139e19308
welche	w9_d139e19311
demnach	w1_d139e19316
dieselbe	w3_d139e19319
an	w5_d139e19322
sich	w7_d139e19325
zu	w9_d139e19328
bringen	w11_d139e19331
Willens	w13_d139e19335
seynd,	w1_d139e19340
haben	w3_d139e19343
an	w5_d139e19346
obbestimmten	w7_d139e19349
Tag	w9_d139e19352
und	w11_d139e19355
Stund	w13_d139e19359
in	w1_d139e19365
der	w3_d139e19368
Dom	w5_d139e19371
capitul=hof=meister=amts=canzley	w7_d139e19374
im	w1_d139e19379
so	w3_d139e19382
genanntem	w5_d139e19385
Zwettel=hof	w7_d139e19388
nächst	w9_d139e19391
St.	w11_d139e19394
Ste	w13_d139e19398
phan	w1_d139e19403
entweder	w3_d139e19406
selbst,	w5_d139e19409
oder	w7_d139e19412
durch	w9_d139e19415
genugsam	w11_d139e19418
Bevollmächtigte	w1_d139e19423
zu	w3_d139e19426
erscheinen	w5_d139e19429
</p>
<p id="p8_d139e19432">
Auf	w1_d139e19436
Verordnung	w3_d139e19439
eines	w5_d139e19442
Löbl.	w7_d139e19445
Kaiserl.	w9_d139e19448
M.	w11_d139e19451
Gerichts	w1_d139e19456
werden	w3_d139e19459
künftigen	w5_d139e19462
Mittwoch	w7_d139e19465
als	w9_d139e19468
den	w11_d139e19471
4ten	w1_d139e19476
May	w3_d139e19479
auf	w5_d139e19482
dem	w7_d139e19485
Juden=platz	w9_d139e19488
im	w11_d139e19491
Fürst	w13_d139e19495
Sal	w15_d139e19498
mischen	w1_d139e19504
Haus	w3_d139e19507
im	w5_d139e19510
ersten	w7_d139e19513
Stock	w9_d139e19516
verschiedene	w11_d139e19519
Verlassenschafts=effecten,	w1_d139e19524
als	w3_d139e19527
Silber,	w5_d139e19530
Por	w7_d139e19533
celan,	w1_d139e19538
Frauen=kleider,	w3_d139e19541
Wäsch,	w5_d139e19544
Kästen,	w7_d139e19547
Tisch,	w1_d139e19552
ein	w3_d139e19555
neuer	w5_d139e19558
Soffa	w7_d139e19561
mit	w9_d139e19564
rot	w11_d139e19567
damastenen	w13_d139e19571
Bolster,	w1_d139e19577
nebst	w3_d139e19580
Sesseln,	w5_d139e19583
und	w7_d139e19586
dergleichen	w9_d139e19589
Pa	w11_d139e19592
villon=beht,	w1_d139e19597
neuer	w3_d139e19600
roter	w5_d139e19603
Damast,	w7_d139e19606
Spie	w9_d139e19609
geln,	w1_d139e19614
Reis=trühen,	w3_d139e19617
Behter,	w5_d139e19620
Zinn,	w7_d139e19623
Kupfer,	w9_d139e19626
Messing,	w1_d139e19631
und	w3_d139e19634
etwas	w5_d139e19637
von	w7_d139e19640
Bücher	w9_d139e19643
licitando	w11_d139e19646
verkauffet	w1_d139e19652
werden.	w3_d139e19655
</p>
<head id="h2_d139e19754">
Regenspürg	w1_d139e19758
4.	w3_d139e19761
April.	w5_d139e19764
</head>
<p id="p4_d139e19767">
M	w1_d139e19771
verwichenen	w3_d139e19774
Freytage	w5_d139e19777
war	w7_d139e19780
die	w9_d139e19783
letz	w11_d139e19786
te	w1_d139e19791
Rahts=versammlung	w3_d139e19794
vor	w5_d139e19797
denen	w7_d139e19800
Feyertägen	w1_d139e19805
gehalten,	w3_d139e19808
und	w5_d139e19811
auf	w7_d139e19814
14.	w9_d139e19817
Täge	w11_d139e19820
Fe	w13_d139e19824
rien	w1_d139e19830
gemacht.	w3_d139e19833
Die	w5_d139e19836
mehresten	w7_d139e19839
Churfürstli	w9_d139e19842
chen	w1_d139e19847
Gesandschaften	w3_d139e19850
verglichen	w5_d139e19853
sich	w7_d139e19856
aber	w9_d139e19859
zuvor	w1_d139e19864
im	w3_d139e19867
Betref	w5_d139e19870
der	w7_d139e19873
neulichen	w9_d139e19876
Churbran	w11_d139e19879
denburgischen	w1_d139e19884
Production,	w3_d139e19887
unter	w5_d139e19890
dem	w7_d139e19893
Titul	w9_d139e19896
"Vollständige	w1_d139e19902
und	w3_d139e19905
genaue	w5_d139e19908
Nachricht,	w7_d139e19911
rc.,	w9_d139e19914
über	w1_d139e19919
folgenden	w3_d139e19922
Collegial=schluß,	w5_d139e19925
den	w7_d139e19928
nachge	w9_d139e19931
hends	w1_d139e19936
Chur=maynz,	w3_d139e19939
wiewol	w5_d139e19942
unter	w7_d139e19945
Chur	w9_d139e19948
brandeburgische	w1_d139e19953
Contradiction	w3_d139e19956
und	w5_d139e19959
Protesta	w7_d139e19962
tion,	w1_d139e19968
auch	w3_d139e19971
Chur=braunschweigerischer	w5_d139e19974
Be	w7_d139e19977
ziehung	w1_d139e19982
auf	w3_d139e19985
die	w5_d139e19988
vormaligen	w7_d139e19991
Aüsserungen,	w9_d139e19994
im	w11_d139e19997
Collegio	w1_d139e20002
electorali	w3_d139e20005
zum	w5_d139e20008
Protocoll	w7_d139e20011
gab;	w9_d139e20014
</p>
<p id="p6_d139e20017">
„Unter	w1_d139e20021
dem	w3_d139e20024
Scheine	w5_d139e20027
eines	w7_d139e20030
Churfürstlichen	w9_d139e20033
„Protocolls	w1_d139e20038
vom	w3_d139e20041
11ten	w5_d139e20044
Febr.	w7_d139e20047
1757.	w9_d139e20050
seye	w11_d139e20053
„neuerlich	w1_d139e20058
eine	w3_d139e20061
den	w5_d139e20064
höchsten	w7_d139e20067
Grad	w9_d139e20070
der	w11_d139e20073
Bedenk	w13_d139e20077
glich	w1_d139e20083
und	w3_d139e20086
Anstößigkeit	w5_d139e20089
erreichende	w7_d139e20092
Druck	w9_d139e20095
„schrift	w1_d139e20100
zum	w3_d139e20103
Vorschein	w5_d139e20106
gekommen,	w7_d139e20109
in	w9_d139e20112
welcher	w11_d139e20115
„nicht	w1_d139e20120
nur	w3_d139e20123
überhaupt	w5_d139e20126
verschiedene	w7_d139e20129
in	w9_d139e20132
Facto	w11_d139e20135
zirrige	w1_d139e20140
und	w3_d139e20143
unrichtige	w5_d139e20146
Umstände	w7_d139e20149
von	w9_d139e20152
der	w11_d139e20155
De	w13_d139e20159
zliberation	w1_d139e20165
vom	w3_d139e20168
11ten	w5_d139e20171
Febr.	w7_d139e20174
a.	w9_d139e20177
r.	w11_d139e20180
angege	w13_d139e20184
oben	w1_d139e20189
worden,	w3_d139e20192
sondern	w5_d139e20195
ins	w7_d139e20198
besondere	w9_d139e20201
waren	w11_d139e20204
„auch	w1_d139e20209
in	w3_d139e20212
dem	w5_d139e20215
vorgeblich	w7_d139e20218
notorie	w9_d139e20221
nicht	w11_d139e20224
zur	w13_d139e20228
„ordentlichen	w1_d139e20233
Verles	w3_d139e20236
und	w5_d139e20239
Ablegung,	w7_d139e20242
noch	w9_d139e20245
we	w11_d139e20248
hniger	w1_d139e20254
zum	w3_d139e20257
Protocoll	w5_d139e20260
gekommenen	w7_d139e20263
vermeintli	w9_d139e20266
schen	w1_d139e20271
Chur=brandenburgischen	w3_d139e20274
Voto	w5_d139e20277
solche	w7_d139e20280
„Dinge	w1_d139e20285
anzutreffen,	w3_d139e20288
wodurch	w5_d139e20291
der	w7_d139e20294
gröste	w9_d139e20297
Theil	w11_d139e20300
nderer	w1_d139e20305
höchst	w3_d139e20308
und	w5_d139e20311
hohen	w7_d139e20314
Reichs=stände	w9_d139e20317
recht	w11_d139e20320
„vermessentlich	w1_d139e20326
beleidiget,	w3_d139e20329
verschiedene	w5_d139e20332
Reichs	w7_d139e20335
„satzungen	w1_d139e20340
und	w3_d139e20343
Schlüsse	w5_d139e20346
auf	w7_d139e20349
ärgerliche	w9_d139e20352
Art	w11_d139e20355
„verdrähet,	w1_d139e20360
irrige	w3_d139e20363
Principia	w5_d139e20366
dahingegen	w7_d139e20369
auf	w9_d139e20372
„geworfen,	w1_d139e20377
der	w3_d139e20380
unterm	w5_d139e20383
17ten	w7_d139e20386
Januar.	w9_d139e20389
a.e.	w11_d139e20392
„förmlich	w1_d139e20398
zu	w3_d139e20401
Stande	w5_d139e20404
gekommene,	w7_d139e20407
und	w9_d139e20410
von	w11_d139e20413
„Kaiserl.	w1_d139e20418
Maj.	w3_d139e20421
ratificirte	w5_d139e20424
Reichs=schluß	w7_d139e20427
„abermals	w1_d139e20432
anmaßlich	w3_d139e20435
widersprochen,	w5_d139e20438
und	w7_d139e20441
sich	w9_d139e20444
„so	w1_d139e20449
heraus	w3_d139e20452
gelassen	w5_d139e20455
würde,	w7_d139e20458
als	w9_d139e20461
wann	w11_d139e20464
es	w13_d139e20468
„auf	w1_d139e20474
den	w3_d139e20477
Unterbruch	w5_d139e20480
guter	w7_d139e20483
Ordnung,	w9_d139e20486
so	w11_d139e20489
wol	w1_d139e20494
bey	w3_d139e20497
dem	w5_d139e20500
Churfürstlichen	w7_d139e20503
Collegio	w9_d139e20506
ins	w11_d139e20509
„besondere,	w1_d139e20514
als	w3_d139e20517
auch	w5_d139e20520
bey	w7_d139e20523
der	w9_d139e20526
Reichsver	w11_d139e20529
sammlung	w1_d139e20534
überhaupt,	w3_d139e20537
dann	w5_d139e20540
auf	w7_d139e20543
Verletzung	w9_d139e20546
„derer	w1_d139e20552
Ständischen	w3_d139e20555
Jurium,	w5_d139e20558
ja	w7_d139e20561
auf	w9_d139e20564
sträfliche	w11_d139e20567
„Benachtheilung	w1_d139e20572
des	w3_d139e20575
Systematis	w5_d139e20578
selbst	w7_d139e20581
ange	w9_d139e20584
„sehen	w1_d139e20589
wäre.z	w3_d139e20592
</p>
<p id="p8_d139e20595">
Ob	w1_d139e20599
man	w3_d139e20602
nun	w5_d139e20605
zwar	w7_d139e20608
es	w9_d139e20611
nicht	w11_d139e20614
de	w13_d139e20618
Dignitate	w15_d139e20621
des	w1_d139e20626
Churfürstl.	w3_d139e20629
Collegii	w5_d139e20632
achte,	w7_d139e20635
in	w9_d139e20638
eine	w11_d139e20641
förm	w13_d139e20645
liche	w1_d139e20650
Widerlegung	w3_d139e20653
dieser	w5_d139e20656
von	w7_d139e20659
selbst,	w9_d139e20662
ihrem	w11_d139e20665
Un	w13_d139e20669
grunde	w1_d139e20675
und	w3_d139e20678
Richtigkeit	w5_d139e20681
nach,	w7_d139e20684
zerfallenden	w9_d139e20687
Un	w11_d139e20690
ternehm	w1_d139e20695
und	w3_d139e20698
Vorspieglungen	w5_d139e20701
einzugehen:	w7_d139e20704
so	w9_d139e20707
finde	w1_d139e20712
man	w3_d139e20715
doch	w5_d139e20718
für	w7_d139e20721
nöhtig,	w9_d139e20724
diesem	w11_d139e20727
Unfug	w13_d139e20731
gene-	w15_d139e20734
raliter	w1_d139e20739
und	w3_d139e20742
semel	w5_d139e20745
pro	w7_d139e20748
semper	w9_d139e20751
contradiciren,	w11_d139e20754
und	w1_d139e20760
die	w3_d139e20763
Unrichtigkeit	w5_d139e20766
sothaner	w7_d139e20769
auf	w9_d139e20772
keine	w11_d139e20775
Weise	w13_d139e20779
für	w1_d139e20784
ein	w3_d139e20787
ächtes	w5_d139e20790
Churfürstliches	w7_d139e20793
Protocoll	w9_d139e20796
zu	w11_d139e20799
haltenden	w1_d139e20804
Schrift	w3_d139e20807
hiermit	w5_d139e20810
förmlich	w7_d139e20813
zu	w9_d139e20816
er	w11_d139e20819
klären,	w1_d139e20824
denen	w3_d139e20827
höchsten	w5_d139e20830
Höfen	w7_d139e20833
auch	w9_d139e20836
das	w11_d139e20839
zu	w13_d139e20843
Ahndung	w1_d139e20849
dieses	w3_d139e20852
hierbey	w5_d139e20855
geschehenen	w7_d139e20858
Verge	w9_d139e20861
hens	w1_d139e20866
etwann	w3_d139e20869
dienlich	w5_d139e20872
Findende	w7_d139e20875
ausdrücklich	w9_d139e20878
vorzubehalten;	w1_d139e20883
mit	w3_d139e20886
dem	w5_d139e20889
weitern	w7_d139e20892
Anhange,	w9_d139e20895
daß,	w1_d139e20900
so	w3_d139e20903
wenig	w5_d139e20906
man	w7_d139e20909
mit	w9_d139e20912
dergleichen	w11_d139e20915
anstößi	w13_d139e20919
gen,	w1_d139e20925
und	w3_d139e20928
höchst=unglimpflichen	w5_d139e20931
Schriften	w7_d139e20934
das	w1_d139e20939
Churfürstliche	w3_d139e20942
Protocoll	w5_d139e20945
jemals	w7_d139e20948
verun	w9_d139e20951
ehren	w1_d139e20956
zu	w3_d139e20959
lassen	w5_d139e20962
denke,	w7_d139e20965
man	w9_d139e20968
eben	w11_d139e20971
so	w13_d139e20975
wenig	w15_d139e20978
auch	w17_d139e20981
dem	w1_d139e20986
gegen	w3_d139e20989
Vermuten	w5_d139e20992
etwann	w7_d139e20995
künftig	w9_d139e20998
heraus	w11_d139e21001
kommenden	w1_d139e21007
zudringenden	w3_d139e21010
Schreib=werk	w5_d139e21013
jeder	w7_d139e21016
zeit	w1_d139e21021
mit	w3_d139e21024
einem	w5_d139e21027
besonderen	w7_d139e21030
Widerspruch	w9_d139e21033
zu	w11_d139e21036
be	w13_d139e21040
gegnen	w1_d139e21045
für	w3_d139e21048
nöhtig	w5_d139e21051
erachte,	w7_d139e21054
sondern	w9_d139e21057
bis	w11_d139e21060
auf	w13_d139e21064
et	w15_d139e21067
wann	w1_d139e21072
hierunter	w3_d139e21075
treffende	w5_d139e21078
andere	w7_d139e21081
Maaßneh	w9_d139e21084
mungen	w1_d139e21090
dergleichen	w3_d139e21093
Dinge	w5_d139e21096
lediglich	w7_d139e21099
auf	w9_d139e21102
ihrem	w11_d139e21105
Unwert	w1_d139e21110
beruhen	w3_d139e21113
lassen	w5_d139e21116
würde.	w7_d139e21119
</p>
<head id="h2_d139e21125">
Paris	w1_d139e21129
12.	w3_d139e21132
April.	w5_d139e21135
</head>
<p id="p4_d139e21138">
Vermög	w1_d139e21142
einer	w3_d139e21145
Verordnung	w5_d139e21148
vom	w7_d139e21151
20.	w9_d139e21154
vorigen	w11_d139e21157
Monats,	w1_d139e21162
werden	w3_d139e21165
die	w5_d139e21168
Regimenter	w7_d139e21171
Royallor	w9_d139e21174
raine	w1_d139e21179
und	w3_d139e21182
Royal	w5_d139e21185
Barrois	w7_d139e21188
wieder	w9_d139e21191
aufgerichtet.	w11_d139e21194
Es	w1_d139e21200
seynd	w3_d139e21203
auch	w5_d139e21206
noch	w7_d139e21209
2.	w9_d139e21212
andere	w11_d139e21215
Verordnungen	w13_d139e21219
zum	w1_d139e21224
Vorschein	w3_d139e21227
gekommen,	w5_d139e21230
davon	w7_d139e21233
die	w9_d139e21236
erste	w11_d139e21239
den	w13_d139e21243
25.	w1_d139e21248
datiret	w3_d139e21251
ist,	w5_d139e21254
wodurch	w7_d139e21257
2.	w9_d139e21260
Lütticher	w11_d139e21263
Regimen	w13_d139e21267
ter	w1_d139e21272
creiret	w3_d139e21275
werden.	w5_d139e21278
Zufolg	w7_d139e21281
der	w9_d139e21284
zweyen	w11_d139e21287
sollen	w13_d139e21291
auch	w1_d139e21297
2.	w3_d139e21300
Regimenter	w5_d139e21303
leichter	w7_d139e21306
Trupen,	w9_d139e21309
eines	w11_d139e21312
un	w13_d139e21316
ter	w1_d139e21321
dem	w3_d139e21324
Titul	w5_d139e21327
Volontaires	w7_d139e21330
von	w9_d139e21333
Flandern,	w11_d139e21336
und	w13_d139e21340
das	w1_d139e21345
andere	w3_d139e21348
unter	w5_d139e21351
dem	w7_d139e21354
von	w9_d139e21357
Volontaires	w11_d139e21360
von	w13_d139e21364
Hennegau	w1_d139e21369
formiret	w3_d139e21372
werden.	w5_d139e21375
Der	w7_d139e21378
Bischof	w9_d139e21381
von	w1_d139e21387
Laon,	w3_d139e21390
Hr.	w5_d139e21393
von	w7_d139e21396
Rochechouart,	w9_d139e21399
ist	w11_d139e21402
zum	w13_d139e21406
Am	w15_d139e21409
bassadenr	w1_d139e21414
am	w3_d139e21417
Päpstl.	w5_d139e21420
Hof,	w7_d139e21423
anstatt	w9_d139e21426
des	w11_d139e21429
Gra	w13_d139e21433
fens	w1_d139e21438
von	w3_d139e21441
Steinville,	w5_d139e21444
welcher	w7_d139e21447
in	w9_d139e21450
dieser	w11_d139e21453
Quali	w13_d139e21457
tät	w1_d139e21462
nach	w3_d139e21465
Wien	w5_d139e21468
gehet,	w7_d139e21471
ernannt.	w9_d139e21474
Es	w11_d139e21477
ist	w13_d139e21481
der	w15_d139e21484
Befehl	w1_d139e21490
ergangen,	w3_d139e21493
daß	w5_d139e21496
der	w7_d139e21499
Vatter,	w9_d139e21502
die	w11_d139e21505
Frau	w13_d139e21509
und	w1_d139e21514
die	w3_d139e21517
Tochter	w5_d139e21520
des	w7_d139e21523
Damiens	w9_d139e21526
bis	w11_d139e21529
auf	w13_d139e21533
ander	w15_d139e21536
weite	w1_d139e21541
Ordre	w3_d139e21544
im	w5_d139e21547
Gefängnuß	w7_d139e21550
verbleiben	w9_d139e21553
sollen.	w11_d139e21556
