<doc id="wr_1757-08-13" attrs="word" year="1757" month="08" day="13" corpus="2">
<head id="h2_d169e3058">
Ragusa,	w1_d169e3062
Böhmens,	w7_d169e17479
Herzog	w9_d169e17482
tums	w1_d169e17487
Schlesiens	w3_d169e17490
Marggraftum	w5_d169e17493
Churbranden	w7_d169e17496
burgs	w1_d169e17501
und	w3_d169e17504
Königreich	w5_d169e17507
Pohlens	w7_d169e17510
befindlich	w9_d169e17513
auch	w1_d169e17518
in	w3_d169e17521
die	w5_d169e17524
kleinere	w7_d169e17527
innländische	w9_d169e17530
Reichs=kreise,	w11_d169e17533
Bistümer,	w1_d169e17539
Herzog	w3_d169e17542
und	w5_d169e17545
Fürstentümer,	w7_d169e17548
Graf	w9_d169e17551
schaften,	w1_d169e17556
Baronien	w3_d169e17559
rc.	w5_d169e17562
noch	w7_d169e17565
weiters	w9_d169e17568
eingethei	w11_d169e17571
let,	w1_d169e17576
und	w3_d169e17579
mit	w5_d169e17582
Compas	w7_d169e17585
und	w9_d169e17588
Maas=stäben,	w11_d169e17591
dann	w1_d169e17596
einen	w3_d169e17599
ordentlichen	w5_d169e17602
Register	w7_d169e17605
bestens	w9_d169e17608
ver	w11_d169e17611
sehen,	w1_d169e17617
sauber	w3_d169e17620
illuminirter	w5_d169e17623
das	w7_d169e17626
Exemplar	w9_d169e17629
à	w11_d169e17632
1.	w1_d169e17637
fl.	w3_d169e17640
30	w5_d169e17643
kr.	w7_d169e17646
in	w9_d169e17649
Futteral	w11_d169e17652
aber	w13_d169e17656
gleichfall	w15_d169e17659
illumi	w17_d169e17662
nirter	w1_d169e17667
à	w3_d169e17670
1.	w5_d169e17673
fl.	w7_d169e17676
45.	w9_d169e17679
kr.	w11_d169e17682
</p>
<p id="p20_d169e17685">
Hiemit	w1_d169e17689
wird	w3_d169e17692
dem	w5_d169e17695
Publico	w7_d169e17698
kund	w9_d169e17701
gemachet,	w11_d169e17704
daß	w1_d169e17709
die	w3_d169e17712
Kaiserl.	w5_d169e17715
Königl.	w7_d169e17718
neu	w9_d169e17721
privil.	w11_d169e17724
Jnnlän	w13_d169e17728
dische	w1_d169e17733
SchachtlLöffel	w3_d169e17736
und	w5_d169e17739
Berchtoldsgaad	w7_d169e17742
ner	w1_d169e17748
Waaren=fabrique	w3_d169e17751
ihre	w5_d169e17754
Niederlag	w7_d169e17757
alhier	w9_d169e17760
auf	w1_d169e17765
dem	w3_d169e17768
alten	w5_d169e17771
Bauern=markt	w7_d169e17774
bey	w9_d169e17777
der	w11_d169e17780
weissen	w13_d169e17784
Tauben	w1_d169e17789
genannt	w3_d169e17792
nächst	w5_d169e17795
dem	w7_d169e17798
blauen	w9_d169e17801
Herrgott	w11_d169e17804
eröfnet	w1_d169e17809
habe,	w3_d169e17812
allwo	w5_d169e17815
man	w7_d169e17818
alltäglich	w9_d169e17821
das	w11_d169e17824
ganze	w13_d169e17828
Jahr	w1_d169e17834
hindurch	w3_d169e17837
derley	w5_d169e17840
Waaren	w7_d169e17843
an	w9_d169e17846
sich	w11_d169e17849
kauf	w13_d169e17853
fen	w1_d169e17858
kan.	w3_d169e17861
</p>
<p id="p22_d169e17864">
Hiemit	w1_d169e17868
wird	w3_d169e17871
das	w5_d169e17874
Publicum	w7_d169e17877
erinnert,	w9_d169e17880
daß	w11_d169e17883
an	w1_d169e17888
der	w3_d169e17891
Post=strassen	w5_d169e17894
in	w7_d169e17897
der	w9_d169e17900
Mitte	w11_d169e17903
zwischen	w13_d169e17907
St	w1_d169e17912
Pölten	w3_d169e17915
und	w5_d169e17918
Melk	w7_d169e17921
zu	w9_d169e17924
Primzerstorf	w11_d169e17927
ein	w13_d169e17931
ga	w15_d169e17934
gelegensames	w1_d169e17940
Wirts=haus	w3_d169e17943
ohne	w5_d169e17946
Robat	w7_d169e17949
samt	w9_d169e17952
15.	w1_d169e17957
Joch	w3_d169e17960
Aecker,	w5_d169e17963
3.	w7_d169e17966
Tag=werk=wiesen,	w9_d169e17969
und	w11_d169e17972
4.	w1_d169e17977
viertl	w3_d169e17980
Wein=gärten	w5_d169e17983
überländ)	w7_d169e17986
denen	w9_d169e17989
Meist	w11_d169e17992
bietenden	w1_d169e17997
zu	w3_d169e18000
verkauffen	w5_d169e18003
seyen.	w7_d169e18006
Zu	w9_d169e18009
solchem	w11_d169e18012
En	w13_d169e18016
de	w1_d169e18022
haben	w3_d169e18025
sich	w5_d169e18028
die	w7_d169e18031
Liebhaber	w9_d169e18034
in	w11_d169e18037
solchen	w13_d169e18041
Wirts	w15_d169e18044
</p>
<p id="p24_d169e18048">
haus	w1_d169e18052
zu	w3_d169e18055
Primzerstorf	w5_d169e18058
den	w7_d169e18061
25.	w9_d169e18064
Augusti	w11_d169e18067
dieses	w13_d169e18071
Jahrs	w1_d169e18076
anzumelden.	w3_d169e18079
</p>
<p id="p26_d169e18082">
NB.	w1_d169e18086
Den	w3_d169e18089
19.	w5_d169e18092
und	w7_d169e18095
20.	w9_d169e18098
dieses	w11_d169e18101
jetztlauffen	w13_d169e18105
den	w1_d169e18110
Monats	w3_d169e18113
Augusti,	w5_d169e18116
Fruh	w7_d169e18119
von	w9_d169e18122
9.	w11_d169e18125
bis	w13_d169e18129
12.	w15_d169e18132
Uhr,	w1_d169e18137
und	w3_d169e18140
Nachmittags	w5_d169e18143
von	w7_d169e18146
3.	w9_d169e18149
bis	w11_d169e18152
6.	w13_d169e18156
Uhr,	w15_d169e18159
werden	w1_d169e18165
zu	w3_d169e18168
Jnzerstorf	w5_d169e18171
gleich	w7_d169e18174
unter	w9_d169e18177
dem	w11_d169e18180
Wienner=berg	w1_d169e18185
in	w3_d169e18188
dem	w5_d169e18191
von	w7_d169e18194
Ghelischen	w9_d169e18197
Garten,	w11_d169e18200
Welsche	w1_d169e18205
Bäume	w3_d169e18208
von	w5_d169e18211
verschiedenen	w7_d169e18214
Gat	w9_d169e18217
tungen	w1_d169e18222
und	w3_d169e18225
besten	w5_d169e18228
Sorten,	w7_d169e18231
als	w9_d169e18234
Oranges,	w11_d169e18237
Limons,	w1_d169e18243
u.	w3_d169e18246
Citrons	w5_d169e18249
dem	w7_d169e18252
Meistbietenden	w9_d169e18255
gegen	w11_d169e18258
baare	w1_d169e18263
Bezahlung	w3_d169e18266
Stuckweise	w5_d169e18269
hindan	w7_d169e18272
gegeben	w9_d169e18275
werden,	w1_d169e18280
weme	w3_d169e18283
also	w5_d169e18286
hievon	w7_d169e18289
etwas	w9_d169e18292
beliebig,	w11_d169e18295
der	w1_d169e18300
hat	w3_d169e18303
sich	w5_d169e18306
an	w7_d169e18309
obigen	w9_d169e18312
Tägen	w11_d169e18315
allda	w13_d169e18319
anzumelden.	w15_d169e18322
</p>
<p id="p28_d169e18325">
Auf	w1_d169e18329
Verordnung	w3_d169e18332
einer	w5_d169e18335
Hochlöbl.	w7_d169e18338
N.	w9_d169e18341
Oe	w11_d169e18344
Regierung	w1_d169e18349
in	w3_d169e18352
Justitz=sachen,	w5_d169e18355
wird	w7_d169e18358
in	w9_d169e18361
der	w11_d169e18364
Woll	w13_d169e18368
zeil,	w1_d169e18373
in	w3_d169e18376
dem	w5_d169e18379
von	w7_d169e18382
Damposischen	w9_d169e18385
Haus,	w11_d169e18388
im	w13_d169e18392
anderten	w1_d169e18398
Stock	w3_d169e18401
eine	w5_d169e18404
in	w7_d169e18407
wenigen	w9_d169e18410
Silber,	w11_d169e18413
ver	w13_d169e18417
schiedenen	w1_d169e18422
Manns=kleidern	w3_d169e18425
und	w5_d169e18428
Zimmereffe	w7_d169e18431
cten	w1_d169e18436
bestehende	w3_d169e18439
Verlassenschaft	w5_d169e18442
den	w7_d169e18445
19.	w9_d169e18448
Au	w11_d169e18451
gusti	w1_d169e18456
früh	w3_d169e18459
von	w5_d169e18462
9.	w7_d169e18465
bis	w9_d169e18468
12.	w11_d169e18471
und	w13_d169e18475
Nachmittags	w15_d169e18478
v.	w1_d169e18484
3.	w3_d169e18487
bis	w5_d169e18490
6	w7_d169e18493
Uhr	w9_d169e18496
auch	w11_d169e18499
etwann	w13_d169e18503
die	w15_d169e18506
folgende	w17_d169e18509
Täge	w19_d169e18512
zu	w1_d169e18517
gleicher	w3_d169e18520
Zeit	w5_d169e18523
dem	w7_d169e18526
Meist=bietenden	w9_d169e18529
verkauffet.	w11_d169e18532
</p>
<p id="p30_d169e18535">
Das	w1_d169e18539
ganze	w3_d169e18542
Gräfl.	w5_d169e18545
Leopold	w7_d169e18548
Kinskische	w9_d169e18551
Ma	w11_d169e18554
jorat=haus	w1_d169e18559
in	w3_d169e18562
der	w5_d169e18565
Woll=zeil	w7_d169e18568
ist	w9_d169e18571
mit	w11_d169e18574
schön	w13_d169e18578
mobilirten	w1_d169e18583
Zimmern	w3_d169e18586
samt	w5_d169e18589
grosser	w7_d169e18592
Stallung	w9_d169e18595
rc.	w11_d169e18598
auf	w1_d169e18604
künftige	w3_d169e18607
Michaclis=zeit	w5_d169e18610
Jahr=weis	w7_d169e18613
in	w9_d169e18616
Bestand	w1_d169e18621
zu	w3_d169e18624
verlassen,	w5_d169e18627
wer	w7_d169e18630
solches	w9_d169e18633
bestehen	w11_d169e18636
will,	w1_d169e18641
beliebe	w3_d169e18644
sich	w5_d169e18647
bey	w7_d169e18650
obig=Gräfl.	w9_d169e18653
Bevoll	w11_d169e18656
mächtigten	w1_d169e18661
Hr.	w3_d169e18664
Johann	w5_d169e18667
Michael	w7_d169e18670
Aurnhammer	w9_d169e18673
in	w1_d169e18679
Gundlhof	w3_d169e18682
im	w5_d169e18685
3ten	w7_d169e18688
Stock	w9_d169e18691
gegen	w11_d169e18694
der	w13_d169e18698
Brand	w15_d169e18701
stadt	w1_d169e18706
oder	w3_d169e18709
in	w5_d169e18712
dessen	w7_d169e18715
Canzley	w9_d169e18718
im	w11_d169e18721
4ten	w13_d169e18725
Stock	w15_d169e18728
allda	w1_d169e18733
anzumelden.	w3_d169e18736
</p>
<p id="p32_d169e18739">
Auf	w1_d169e18743
dem	w3_d169e18746
12.	w5_d169e18749
Novembris	w7_d169e18752
Fruhe	w9_d169e18755
um	w11_d169e18758
9.	w13_d169e18762
Uhr	w1_d169e18767
haben	w3_d169e18770
all	w5_d169e18773
und	w7_d169e18776
jede,	w9_d169e18779
so	w11_d169e18782
an	w13_d169e18786
des	w15_d169e18789
verstor	w17_d169e18792
benen	w1_d169e18797
Kaiserl.	w3_d169e18800
Königl.	w5_d169e18803
Obrist=wachtmeisters	w7_d169e18806
Weil.	w1_d169e18812
Hrn	w3_d169e18815
Michael	w5_d169e18818
von	w7_d169e18821
Fotz	w9_d169e18824
seel.	w11_d169e18827
Verlassen	w13_d169e18831
schaft,	w1_d169e18836
Schulden,	w3_d169e18839
oder	w5_d169e18842
Erbschaft=halber	w7_d169e18845
Sprüch	w1_d169e18850
und	w3_d169e18853
Anforderung	w5_d169e18856
haben,	w7_d169e18859
oder	w9_d169e18862
zu	w11_d169e18865
ha	w13_d169e18869
ben	w1_d169e18874
vermeinen,	w3_d169e18877
bey	w5_d169e18880
des	w7_d169e18883
Hochlöbl.	w9_d169e18886
Kaiserl.	w11_d169e18889
Königl.	w1_d169e18895
Jud.	w3_d169e18898
deleg.	w5_d169e18901
Milit.	w7_d169e18904
mixti	w9_d169e18907
Sup.	w11_d169e18910
ac	w13_d169e18914
Inf.	w1_d169e18919
Austr.	w3_d169e18922
auf	w5_d169e18925
der	w7_d169e18928
Sailer=stadt	w9_d169e18931
in	w11_d169e18934
der	w13_d169e18938
soge	w15_d169e18941
narnten	w1_d169e18946
Holler=stauden	w3_d169e18949
im	w5_d169e18952
ersten	w7_d169e18955
Stock	w9_d169e18958
be	w11_d169e18961
findlichen	w1_d169e18966
Canzley	w3_d169e18969
sub	w5_d169e18972
clausula	w7_d169e18975
perpetui	w9_d169e18978
si-	w11_d169e18981
lentii	w1_d169e18987
pro	w3_d169e18990
1mo	w5_d169e18993
2do	w7_d169e18996
&	w9_d169e18999
3tio	w11_d169e19002
termino	w13_d169e19006
zu	w15_d169e19009
er	w17_d169e19012
scheinen,	w1_d169e19017
zugleich	w3_d169e19020
aber	w5_d169e19023
ihre	w7_d169e19026
etwann	w9_d169e19029
habende	w11_d169e19032
Sprüch	w1_d169e19037
und	w3_d169e19040
Anforderungen	w5_d169e19043
behörig	w7_d169e19046
anzu	w9_d169e19049
melden,	w1_d169e19054
und	w3_d169e19057
Rechts	w5_d169e19060
erforderlich	w7_d169e19063
zu	w9_d169e19066
liquidiren.	w11_d169e19069
</p>
<head id="h2_d169e19168">
Dreßden	w1_d169e19172
7.	w3_d169e19175
Augusti.	w5_d169e19178
</head>
<p id="p4_d169e19181">
Seit	w1_d169e19185
vorgestern	w3_d169e19188
ist	w5_d169e19191
in	w7_d169e19194
einigen	w9_d169e19197
Gegenden	w11_d169e19200
dieses	w1_d169e19205
Chur=fürstentums	w3_d169e19208
folgende	w5_d169e19211
Publica	w7_d169e19214
tion	w1_d169e19219
zum	w3_d169e19222
Vorschein	w5_d169e19225
gekommen.	w7_d169e19228
</p>
<p id="p6_d169e19231">
Carl	w1_d169e19235
Alexander	w3_d169e19238
Herzog	w5_d169e19241
von	w7_d169e19244
Lothringen	w1_d169e19249
und	w3_d169e19252
Bar	w5_d169e19255
|	w7_d169e19258
Marchis,	w1_d169e19263
Herzog	w3_d169e19266
zu	w5_d169e19269
Ca	w7_d169e19272
labrien	w1_d169e19278
rc.	w3_d169e19281
rc.	w5_d169e19284
</p>
<p id="p8_d169e19287">
NUnd	w1_d169e19291
und	w3_d169e19294
zu	w5_d169e19297
wissen	w7_d169e19300
seye	w9_d169e19303
jedermänniglich	w11_d169e19306
nachdeme	w1_d169e19311
bey	w3_d169e19314
Ernruckung	w5_d169e19317
in	w7_d169e19320
die	w9_d169e19323
Chur	w11_d169e19326
sächsische,	w1_d169e19331
und	w3_d169e19334
dazu	w5_d169e19337
gehörige	w7_d169e19340
Länder	w9_d169e19343
denen	w11_d169e19346
Kaiserl.	w1_d169e19352
Königl.	w3_d169e19355
Unserem	w5_d169e19358
General=commands	w7_d169e19361
untergebenen	w1_d169e19366
Kriegs=völkern	w3_d169e19369
zu	w5_d169e19372
Roß	w7_d169e19375
und	w9_d169e19378
zu	w1_d169e19383
Fuß	w3_d169e19386
die	w5_d169e19389
allerschärfeste	w7_d169e19392
Befehle	w9_d169e19395
ausgestellet	w11_d169e19398
worden,	w1_d169e19403
nach	w3_d169e19406
welchen	w5_d169e19409
sie	w7_d169e19412
eine	w9_d169e19415
rechte	w11_d169e19418
Ordnung	w13_d169e19422
und	w1_d169e19428
militarische	w3_d169e19431
Manns=zucht	w5_d169e19434
auf	w7_d169e19437
das	w9_d169e19440
ge	w11_d169e19443
naueste	w1_d169e19448
beobachten,	w3_d169e19451
keinen	w5_d169e19454
Menschen	w7_d169e19457
weder	w9_d169e19460
in	w1_d169e19465
seiner	w3_d169e19468
Person	w5_d169e19471
noch	w7_d169e19474
Habschaft	w9_d169e19477
belästigen	w11_d169e19480
verunglimpfen,	w1_d169e19485
oder	w3_d169e19488
vergewaltigen,	w5_d169e19491
nich	w7_d169e19494
das	w1_d169e19500
mindeste	w3_d169e19503
extorquiren,	w5_d169e19506
sondern	w7_d169e19509
allen	w9_d169e19512
Ge	w11_d169e19515
nuß	w1_d169e19520
an	w3_d169e19523
Speiß	w5_d169e19526
und	w7_d169e19529
Trank	w9_d169e19532
baar	w11_d169e19535
bezahlen;	w13_d169e19539
im	w15_d169e19542
Fall	w1_d169e19547
wider	w3_d169e19550
Vermuten	w5_d169e19553
ein	w7_d169e19556
Unfug	w9_d169e19559
sich	w11_d169e19562
geäus	w13_d169e19566
seret	w1_d169e19571
hätte,	w3_d169e19574
die	w5_d169e19577
Vorgesetzte	w7_d169e19580
solchen	w9_d169e19583
ohne	w11_d169e19586
Ver	w13_d169e19590
zug	w1_d169e19596
abgleichen,	w3_d169e19599
Genugthuung	w5_d169e19602
dafür	w7_d169e19605
leisten	w9_d169e19608
die	w1_d169e19613
Ubertrettere	w3_d169e19616
zur	w5_d169e19619
Straffe	w7_d169e19622
ziehen,	w9_d169e19625
zu	w11_d169e19628
den	w13_d169e19632
Ende	w1_d169e19637
die	w3_d169e19640
Commendanten	w5_d169e19643
einer	w7_d169e19646
jeden	w9_d169e19649
Trup	w11_d169e19652
für	w1_d169e19657
ihre	w3_d169e19660
Untergebene	w5_d169e19663
zu	w7_d169e19666
stehen,	w9_d169e19669
dann	w11_d169e19672
Red	w13_d169e19676
und	w1_d169e19682
Antwort	w3_d169e19685
zu	w5_d169e19688
geben	w7_d169e19691
schuldig	w9_d169e19694
seyn,	w11_d169e19697
der	w13_d169e19701
General=gewaltiger	w1_d169e19706
nebst	w3_d169e19709
seinem	w5_d169e19712
Pro	w7_d169e19715
fos=leutenant,	w1_d169e19720
und	w3_d169e19723
übrigen	w5_d169e19726
Regimenterpro	w7_d169e19729
fosen,	w1_d169e19734
mit	w3_d169e19737
hinlänglichen	w5_d169e19740
Commandirten	w7_d169e19743
un	w9_d169e19746
terstützet,	w1_d169e19752
auf	w3_d169e19755
denen	w5_d169e19758
Strassen,	w7_d169e19761
Weegen	w9_d169e19764
und	w11_d169e19767
Stegen,	w1_d169e19772
sonderheitlich	w3_d169e19775
in	w5_d169e19778
denen	w7_d169e19781
Dörfern,	w9_d169e19784
oder	w1_d169e19789
auch	w3_d169e19792
bey	w5_d169e19795
abgelegenen	w7_d169e19798
Wohnungen	w9_d169e19801
herum	w11_d169e19804
streiffen,	w1_d169e19809
die	w3_d169e19812
auf	w5_d169e19815
der	w7_d169e19818
That	w9_d169e19821
ertappende	w11_d169e19824
Ueber	w13_d169e19828
trettere	w1_d169e19834
dieses	w3_d169e19837
Befehls,	w5_d169e19840
oder	w7_d169e19843
aber	w9_d169e19846
auch	w11_d169e19849
nin	w13_d169e19853
mit	w1_d169e19858
Gewalt	w3_d169e19861
eindringen	w5_d169e19864
wollende	w7_d169e19867
Marodeurs	w9_d169e19870
männlich	w1_d169e19875
und	w3_d169e19878
weiblichen	w5_d169e19881
Geschlechts,	w7_d169e19884
ohm	w9_d169e19887
Nachsicht	w1_d169e19892
aufhenken	w3_d169e19895
solle.	w5_d169e19898
Demnach	w7_d169e19901
aber	w9_d169e19904
abseiten	w1_d169e19910
des	w3_d169e19913
Landes	w5_d169e19916
nunmehro	w7_d169e19919
beschwersam	w9_d169e19922
</p>
<p id="p10_d169e19925">
angezeiger	w1_d169e19929
wird,	w3_d169e19932
was	w5_d169e19935
massen	w7_d169e19938
durch	w9_d169e19941
ein	w11_d169e19944
so	w13_d169e19948
andere	w1_d169e19953
von	w3_d169e19956
dem	w5_d169e19959
Lager	w7_d169e19962
der	w9_d169e19965
Armee	w11_d169e19968
abgesön	w13_d169e19972
derte,	w1_d169e19977
der	w3_d169e19980
rechtschaffenen	w5_d169e19983
Disciplin	w7_d169e19986
vergesse	w9_d169e19989
ne	w1_d169e19995
Mannschaft	w3_d169e19998
hier	w5_d169e20001
und	w7_d169e20004
dort	w9_d169e20007
Excessen	w11_d169e20010
ausge	w13_d169e20014
übet,	w1_d169e20019
in	w3_d169e20022
denen	w5_d169e20025
Wirts=häusern	w7_d169e20028
Lebensmit	w9_d169e20031
tel,	w1_d169e20036
Speiß	w3_d169e20039
und	w5_d169e20042
Trank	w7_d169e20045
gefordert,	w9_d169e20048
für	w11_d169e20051
den	w13_d169e20055
Ge	w15_d169e20058
nuß	w1_d169e20063
nicht	w3_d169e20066
bezahlet,	w5_d169e20069
von	w7_d169e20072
dem	w9_d169e20075
Land=mann	w11_d169e20078
Gelder	w1_d169e20084
unter	w3_d169e20087
sehr	w5_d169e20090
unanständigen	w7_d169e20093
Bedrohun	w9_d169e20096
gen	w1_d169e20101
erpresset	w3_d169e20104
werden	w5_d169e20107
wollten:	w7_d169e20110
Ein	w9_d169e20113
solches	w11_d169e20116
Betragen	w1_d169e20121
hingegen	w3_d169e20124
der	w5_d169e20127
Allerhöchsten	w7_d169e20130
Jnten	w9_d169e20133
tion	w1_d169e20138
Jhrer	w3_d169e20141
Zaiserl.	w5_d169e20144
Königl.	w7_d169e20147
Majest.	w9_d169e20150
welche	w11_d169e20153
Dero	w1_d169e20159
Bund=genossenen	w3_d169e20162
Mächte	w5_d169e20165
Länder	w7_d169e20168
auf	w9_d169e20171
das	w1_d169e20176
allersorgfältigste,	w3_d169e20179
und	w5_d169e20182
noch	w7_d169e20185
mehr	w9_d169e20188
als	w11_d169e20191
Dero	w1_d169e20196
Eigene	w3_d169e20199
geschonet	w5_d169e20202
wissen	w7_d169e20205
wollen,	w9_d169e20208
schnur	w11_d169e20211
gerad	w1_d169e20216
entgegen	w3_d169e20219
ist;	w5_d169e20222
So	w7_d169e20225
wird	w9_d169e20228
hiemit	w11_d169e20231
jeder	w13_d169e20235
männiglich	w1_d169e20241
Kraft	w3_d169e20244
dieser	w5_d169e20247
offenen	w7_d169e20250
Ordre	w9_d169e20253
aufs	w11_d169e20256
neue	w1_d169e20261
befehliget,	w3_d169e20264
die	w5_d169e20267
Schranken	w7_d169e20270
einer	w9_d169e20273
wah	w11_d169e20276
ren	w1_d169e20281
Disciplin	w3_d169e20284
nicht	w5_d169e20287
zu	w7_d169e20290
übertretten,	w9_d169e20293
sondern	w11_d169e20296
heilig	w1_d169e20301
zu	w3_d169e20304
beobachten,	w5_d169e20307
mit	w7_d169e20310
der	w9_d169e20313
nochmals	w11_d169e20316
bey	w13_d169e20320
gefügten	w1_d169e20326
Wahrnung,	w3_d169e20329
daß	w5_d169e20332
wann	w7_d169e20335
ein	w9_d169e20338
so	w11_d169e20341
ge	w13_d169e20345
staltigter	w1_d169e20350
Uebertretter	w3_d169e20353
über	w5_d169e20356
kurz	w7_d169e20359
oder	w9_d169e20362
lang	w11_d169e20365
angezeiget,	w1_d169e20370
oder	w3_d169e20373
ausgefindiget	w5_d169e20376
werden	w7_d169e20379
dörf	w9_d169e20382
te,	w1_d169e20387
solcher	w3_d169e20390
ohne	w5_d169e20393
Rucksicht	w7_d169e20396
auf	w9_d169e20399
die	w11_d169e20402
Person	w13_d169e20406
mit	w15_d169e20409
der	w1_d169e20415
unausbleiblichen	w3_d169e20418
Lebens=straf	w5_d169e20421
werde	w7_d169e20424
be	w9_d169e20427
leget	w1_d169e20432
werden.	w3_d169e20435
Zu	w5_d169e20438
gleicher	w7_d169e20441
Zeit	w9_d169e20444
wird	w11_d169e20447
denen	w13_d169e20451
Landes=insassen	w1_d169e20456
die	w3_d169e20459
Befugnuß	w5_d169e20462
hiemit	w7_d169e20465
eingerau	w9_d169e20468
met,	w1_d169e20473
alle	w3_d169e20476
Marodeurs,	w5_d169e20479
es	w7_d169e20482
mögen	w9_d169e20485
solche	w11_d169e20488
Solda	w13_d169e20492
ten,	w1_d169e20498
Knecht,	w3_d169e20501
Marqueranter,	w5_d169e20504
oder	w7_d169e20507
anderes	w9_d169e20510
der	w11_d169e20513
Armee	w1_d169e20518
nachziehendes	w3_d169e20521
Gefinde	w5_d169e20524
seyn,	w7_d169e20527
auf	w9_d169e20530
der	w11_d169e20533
That	w1_d169e20538
in	w3_d169e20541
Verhaft	w5_d169e20544
zu	w7_d169e20547
nehmen,	w9_d169e20550
und	w11_d169e20553
dem	w13_d169e20557
näch	w15_d169e20560
sten	w1_d169e20565
Commando	w3_d169e20568
zur	w5_d169e20571
Satisfaction=leistung	w7_d169e20574
und	w1_d169e20580
exemplarischen	w3_d169e20583
Bestraffung	w5_d169e20586
einzulieferen.	w7_d169e20589
Wohingegen	w1_d169e20594
in	w3_d169e20597
dem	w5_d169e20600
Fall,	w7_d169e20603
da	w9_d169e20606
mehrere	w11_d169e20609
Ma	w13_d169e20613
rodeurs	w1_d169e20618
beysammen,	w3_d169e20621
und	w5_d169e20624
der	w7_d169e20627
Land=mann	w9_d169e20630
de	w11_d169e20633
renselben	w1_d169e20638
sich	w3_d169e20641
zu	w5_d169e20644
bemächtigen	w7_d169e20647
ausser	w9_d169e20650
Stand	w11_d169e20653
wäre,	w1_d169e20659
solcher	w3_d169e20662
nur	w5_d169e20665
die	w7_d169e20668
Anzeige	w9_d169e20671
ebenfalls	w11_d169e20674
bey	w13_d169e20678
dem	w1_d169e20683
nächsten	w3_d169e20686
Commando	w5_d169e20689
auf	w7_d169e20692
das	w9_d169e20695
schleunig	w11_d169e20698
ste	w1_d169e20703
davon	w3_d169e20706
zu	w5_d169e20709
machen,	w7_d169e20712
und	w9_d169e20715
anmit	w11_d169e20718
einer	w13_d169e20722
ge	w15_d169e20725
wissen,	w1_d169e20730
und	w3_d169e20733
för	w5_d169e20736
dersamen	w7_d169e20739
Aßistenz	w9_d169e20742
sich	w11_d169e20745
zu	w13_d169e20749
ge	w15_d169e20752
trösten	w1_d169e20758
haben	w3_d169e20761
wird.	w5_d169e20764
</p>
<p id="p12_d169e20768">
Man	w1_d169e20772
verspricht	w3_d169e20775
sich	w5_d169e20778
aber	w7_d169e20781
angegen,	w9_d169e20784
daß	w11_d169e20787
auch	w1_d169e20792
die	w3_d169e20795
Landes=insassen	w5_d169e20798
sich	w7_d169e20801
ruhig	w9_d169e20804
betragen,	w11_d169e20807
dem	w1_d169e20812
Feind	w3_d169e20815
keine	w5_d169e20818
Partheilichkeit	w7_d169e20821
erweisen,	w9_d169e20824
der	w11_d169e20827
Kaiserl.	w1_d169e20833
Königl.	w3_d169e20836
Armee,	w5_d169e20839
oder	w7_d169e20842
derselben	w9_d169e20845
Vor	w11_d169e20848
</p>
<p id="p18_d169e20861">
Posten,	w1_d169e20865
und	w3_d169e20868
detaschirten	w5_d169e20871
Commandi	w7_d169e20874
in	w9_d169e20877
soweit	w11_d169e20880
selche	w1_d169e20885
sich	w3_d169e20888
erbreiten	w5_d169e20891
dörften,	w7_d169e20894
nach	w9_d169e20897
Thunlich	w11_d169e20900
keit	w1_d169e20905
an	w3_d169e20908
die	w5_d169e20911
Hand	w7_d169e20914
gehen,	w9_d169e20917
die	w11_d169e20920
Naturalien	w13_d169e20924
ge	w15_d169e20927
gen	w1_d169e20933
Ordnungs=mäßiger	w3_d169e20936
Ausschreibung,	w5_d169e20939
und	w7_d169e20942
dafür	w1_d169e20947
auszustellenden	w3_d169e20950
Quittungen	w5_d169e20953
mit	w7_d169e20956
guten	w9_d169e20959
Willen	w1_d169e20964
einlieferen,	w3_d169e20967
semit	w5_d169e20970
ihres	w7_d169e20973
Orts,	w9_d169e20976
was	w11_d169e20979
zur	w1_d169e20984
Beförderung	w3_d169e20987
deren	w5_d169e20990
Operationen,	w7_d169e20993
und	w9_d169e20996
zu	w11_d169e20999
Befreyung	w1_d169e21005
von	w3_d169e21008
der	w5_d169e21011
feindlichen	w7_d169e21014
Bedruckung	w9_d169e21017
gereichen	w1_d169e21022
kan,	w3_d169e21025
beytragen	w5_d169e21028
werden.	w7_d169e21031
Und	w9_d169e21034
damit	w1_d169e21039
diese	w3_d169e21042
zum	w5_d169e21045
Besten	w7_d169e21048
des	w9_d169e21051
Landes	w11_d169e21054
abzielen	w13_d169e21058
de	w1_d169e21063
Ordre	w3_d169e21066
desto	w5_d169e21069
leichter	w7_d169e21072
zu	w9_d169e21075
jedermanns	w11_d169e21078
Wis	w13_d169e21082
senschaft	w1_d169e21088
gelangen	w3_d169e21091
möge,	w5_d169e21094
so	w7_d169e21097
könte	w9_d169e21100
solche,	w11_d169e21103
wie	w1_d169e21108
bey	w3_d169e21111
dem	w5_d169e21114
Militari	w7_d169e21117
circulariter,	w9_d169e21120
so	w11_d169e21123
durch	w13_d169e21127
die	w1_d169e21132
geistliche	w3_d169e21135
Seel=sorger	w5_d169e21138
oder	w7_d169e21141
Pastores,	w9_d169e21144
bey	w1_d169e21149
denen	w3_d169e21152
