<doc id="wr_1758-02-08" attrs="word" year="1758" month="02" day="08" corpus="2">
<head id="h2_d217e3160">
Rom,	w1_d217e3164
Unterthann	w5_d217e17572
zu	w7_d217e17575
Werner	w9_d217e17578
storf	w1_d217e17583
nächst	w3_d217e17586
St.	w5_d217e17589
Pölten	w7_d217e17592
dies	w9_d217e17595
lauffenden	w11_d217e17598
1757	w13_d217e17602
Jahrs	w1_d217e17608
mit	w3_d217e17611
Hinterlassung	w5_d217e17614
einigen	w7_d217e17617
Vermögens	w9_d217e17620
ub	w1_d217e17625
intestato	w3_d217e17628
mit	w5_d217e17631
Tod	w7_d217e17634
abgegangen	w9_d217e17637
seye,	w11_d217e17640
wann	w13_d217e17644
nun	w1_d217e17649
aber	w3_d217e17652
desselben	w5_d217e17655
nächste	w7_d217e17658
Befreundte	w9_d217e17661
und	w11_d217e17664
An	w13_d217e17668
verwandte	w1_d217e17673
nicht	w3_d217e17676
Wissend,	w5_d217e17679
noch	w7_d217e17682
bekannt	w9_d217e17685
seynd	w11_d217e17688
und	w1_d217e17694
zumalen	w3_d217e17697
die	w5_d217e17700
Ordnung	w7_d217e17703
erforderet,	w9_d217e17706
daß	w11_d217e17709
dieses	w1_d217e17714
besagten	w3_d217e17717
Unterthans	w5_d217e17720
nächste	w7_d217e17723
Be	w9_d217e17726
freundte	w1_d217e17731
durch	w3_d217e17734
ein	w5_d217e17737
offentliches	w7_d217e17740
Edict	w9_d217e17743
erinneret	w11_d217e17746
werden,	w1_d217e17751
als	w3_d217e17754
wird	w5_d217e17757
ihnen	w7_d217e17760
Johann	w9_d217e17763
Weinsacki	w11_d217e17766
schen	w1_d217e17772
bis	w3_d217e17775
nun	w5_d217e17778
unwissenden	w7_d217e17781
Erbs=nehmeren	w9_d217e17784
Befreundten,	w1_d217e17789
und	w3_d217e17792
denen	w5_d217e17795
die	w7_d217e17798
an	w9_d217e17801
dessen	w11_d217e17804
Verlas	w13_d217e17808
senschaft	w1_d217e17813
einige	w3_d217e17816
Ansprüche	w5_d217e17819
zu	w7_d217e17822
haben	w9_d217e17825
vermei	w11_d217e17828
nen	w1_d217e17833
angedeutet,	w3_d217e17836
daß	w5_d217e17839
zu	w7_d217e17842
Verhandlung	w9_d217e17845
sotha	w11_d217e17848
ner	w1_d217e17854
Verlassenschaft	w3_d217e17857
der	w5_d217e17860
18.	w7_d217e17863
April	w9_d217e17866
1758.	w11_d217e17869
Jahrs	w13_d217e17873
bestimmet	w1_d217e17878
seye,	w3_d217e17881
wobey	w5_d217e17884
sich	w7_d217e17887
erwehm	w9_d217e17890
Weinsacki	w11_d217e17893
sche=befreundte,	w1_d217e17898
und	w3_d217e17901
Erbs	w5_d217e17904
nehmere	w7_d217e17907
in	w9_d217e17910
der	w11_d217e17913
alhiesigen	w1_d217e17918
Herrschafts=canzley	w3_d217e17921
alsogewiß	w5_d217e17924
ein	w7_d217e17927
zustellen,	w1_d217e17933
und	w3_d217e17936
behörig	w5_d217e17939
zu	w7_d217e17942
legitimiren	w9_d217e17945
haben	w11_d217e17948
werden,	w1_d217e17953
als	w3_d217e17956
im	w5_d217e17959
widrigen	w7_d217e17962
dieselbe	w9_d217e17965
nicht	w11_d217e17968
mehr	w13_d217e17972
gehöret	w1_d217e17977
werden.	w3_d217e17980
Actum	w5_d217e17983
Schlos	w7_d217e17986
Mautern	w9_d217e17989
den	w1_d217e17994
17.	w3_d217e17997
Decemb.	w5_d217e18000
1757.	w7_d217e18003
</p>
<head id="h2_d217e18010">
EDICT.	w1_d217e18014
</head>
<p id="p4_d217e18017">
Von	w1_d217e18021
der	w3_d217e18024
Kais.	w5_d217e18027
Kön.	w7_d217e18030
N.	w9_d217e18033
Oe.	w11_d217e18036
Repräsenta	w13_d217e18040
tion	w1_d217e18045
und	w3_d217e18048
Kammer,	w5_d217e18051
wird	w7_d217e18054
hiermit	w9_d217e18057
all	w11_d217e18060
und	w13_d217e18064
jeden	w15_d217e18067
durch	w1_d217e18072
gegenwärtiges	w3_d217e18075
Edict	w5_d217e18078
kund	w7_d217e18081
und	w9_d217e18084
zu	w11_d217e18087
wis	w13_d217e18091
sengemacht:	w1_d217e18097
Bey	w3_d217e18100
ihr	w5_d217e18103
Repräsentation	w7_d217e18106
u.	w9_d217e18109
Kam	w11_d217e18112
mer	w1_d217e18117
habe	w3_d217e18120
Herr	w5_d217e18123
Ludwig	w7_d217e18126
Graf	w9_d217e18129
von	w11_d217e18132
Nostitz,	w13_d217e18136
Kön.	w15_d217e18139
Pohlnisch	w1_d217e18144
und	w3_d217e18147
Chur=fürstlich=sächsischer	w5_d217e18150
Ge	w7_d217e18153
peral=fild=wachtmeister	w1_d217e18158
mit	w3_d217e18161
mehreren	w5_d217e18164
ange	w7_d217e18167
</p>
<p id="p6_d217e18170">
bracht,	w1_d217e18174
wasmassen	w3_d217e18177
demselben	w5_d217e18180
unter	w7_d217e18183
anderen	w9_d217e18186
Effecten	w1_d217e18191
in	w3_d217e18194
Pohlen	w5_d217e18197
jüngsthin	w7_d217e18200
3	w9_d217e18203
auf	w11_d217e18206
seinen	w13_d217e18210
Na	w15_d217e18213
men	w1_d217e18218
lautende	w3_d217e18221
Stadt=banco=obligationes,	w5_d217e18224
und	w7_d217e18227
zwar	w1_d217e18233
eine	w3_d217e18236
pr.	w5_d217e18239
4000.	w7_d217e18242
die	w9_d217e18245
anderte	w11_d217e18248
pr.	w13_d217e18252
2400.	w15_d217e18255
und	w17_d217e18258
die	w1_d217e18263
dritte	w3_d217e18266
pr.	w5_d217e18269
1600.	w7_d217e18272
Fl.	w9_d217e18275
jede	w11_d217e18278
de	w13_d217e18282
dato	w15_d217e18285
7.	w17_d217e18288
Jan-	w19_d217e18291
dieses	w1_d217e18296
1757.	w3_d217e18299
Jahres	w5_d217e18302
in	w7_d217e18305
Betrag	w9_d217e18308
zusammen	w11_d217e18311
pr.	w13_d217e18315
8000.	w1_d217e18320
Fl.	w3_d217e18323
entfremdet	w5_d217e18326
worden,	w7_d217e18329
und	w9_d217e18332
über	w11_d217e18335
all	w13_d217e18339
gegebene	w1_d217e18345
Mühe	w3_d217e18348
bishero	w5_d217e18351
nicht	w7_d217e18354
mehr	w9_d217e18357
in	w11_d217e18360
Vor	w13_d217e18364
schein	w1_d217e18369
gekommen	w3_d217e18372
wären;	w5_d217e18375
damit	w7_d217e18378
also	w9_d217e18381
erwehnte	w11_d217e18384
Obtigationes	w1_d217e18389
durch	w3_d217e18392
Affigirung	w5_d217e18395
eines	w7_d217e18398
gewöhn	w9_d217e18401
lichen	w1_d217e18406
Valval=edicts	w3_d217e18409
der	w5_d217e18412
Ordnung	w7_d217e18415
nach	w9_d217e18418
amor	w11_d217e18421
tisiret,	w1_d217e18427
und	w3_d217e18430
ihme	w5_d217e18433
dafür	w7_d217e18436
andere	w9_d217e18439
dergleichen	w11_d217e18442
aus	w13_d217e18446
gestellet	w1_d217e18451
werden	w3_d217e18454
möchten;	w5_d217e18457
hat	w7_d217e18460
gedachter	w9_d217e18463
Hr.	w11_d217e18466
Graf	w1_d217e18471
von	w3_d217e18474
Nostitz	w5_d217e18477
wegen	w7_d217e18480
dessen	w9_d217e18483
Auflag	w11_d217e18486
an	w13_d217e18490
seine	w15_d217e18493
Behörde	w1_d217e18498
gebetten.	w3_d217e18501
</p>
<p id="p8_d217e18504">
Gleichwie	w1_d217e18508
nun	w3_d217e18511
in	w5_d217e18514
solches	w7_d217e18517
des	w9_d217e18520
Herrn	w11_d217e18523
Suppli	w13_d217e18527
cantens	w1_d217e18532
billiges	w3_d217e18535
Anlangen	w5_d217e18538
von	w7_d217e18541
Rechts	w9_d217e18544
wegen	w11_d217e18547
solcher	w1_d217e18552
gestalten	w3_d217e18555
gewilliget	w5_d217e18558
worden,	w7_d217e18561
daß,	w9_d217e18564
wann	w11_d217e18567
binnen	w1_d217e18573
einem	w3_d217e18576
Jahr,	w5_d217e18579
sechs	w7_d217e18582
Wochen,	w9_d217e18585
und	w11_d217e18588
3.	w13_d217e18592
Tag	w15_d217e18595
von	w1_d217e18600
Zeit	w3_d217e18603
der	w5_d217e18606
Affigirung	w7_d217e18609
dieses	w9_d217e18612
Edicts	w11_d217e18615
anzu	w13_d217e18619
rechnen,	w1_d217e18624
sich	w3_d217e18627
niemand	w5_d217e18630
zu	w7_d217e18633
obigen	w9_d217e18636
in	w11_d217e18639
Verlust	w13_d217e18643
ge	w15_d217e18646
rahtenen	w1_d217e18651
auf	w3_d217e18654
Eingangs	w5_d217e18657
gemeldeten	w7_d217e18660
Herrn	w9_d217e18663
Grafen	w1_d217e18669
von	w3_d217e18672
Nostitz	w5_d217e18675
lautenden	w7_d217e18678
Stadt	w9_d217e18681
hanco	w11_d217e18684
obligationen	w1_d217e18689
d.	w3_d217e18692
d.	w5_d217e18695
7.	w7_d217e18698
Jan.	w9_d217e18701
dieses	w11_d217e18704
Jahrs	w13_d217e18708
zu	w15_d217e18711
sammen	w1_d217e18716
pr.	w3_d217e18719
8000.	w5_d217e18722
Fl.	w7_d217e18725
rechtlichen	w9_d217e18728
legitimiren,	w11_d217e18731
oder	w1_d217e18736
selbe	w3_d217e18739
in	w5_d217e18742
Originali	w7_d217e18745
produciren	w9_d217e18748
würdn,	w11_d217e18751
solche	w1_d217e18757
alsdann	w3_d217e18760
für	w5_d217e18763
null	w7_d217e18766
und	w9_d217e18769
nichtig	w11_d217e18772
gehalten,	w13_d217e18776
folgsam	w1_d217e18781
nach	w3_d217e18784
Verfliessung	w5_d217e18787
besagten	w7_d217e18790
dem	w1_d217e18795
Herrn	w3_d217e18798
Grafen	w5_d217e18801
von	w7_d217e18804
Rostitz	w9_d217e18807
mut	w11_d217e18810
derley	w13_d217e18814
Obligationes	w1_d217e18819
auf	w3_d217e18822
berührte	w5_d217e18825
Summen	w7_d217e18828
ausge	w9_d217e18831
let	w1_d217e18837
werden	w3_d217e18840
sollen;	w5_d217e18843
bertiert,	w1_d217e18848
undn	w3_d217e18851
</p>
<p id="p10_d217e18854">
Welchesman	w1_d217e18858
jedermänniglich	w3_d217e18861
durch	w5_d217e18864
dieses	w7_d217e18867
offene	w1_d217e18872
Edict	w3_d217e18875
zur	w5_d217e18878
Nachricht	w7_d217e18881
hiermit	w9_d217e18884
erinnern	w11_d217e18887
wollen.	w1_d217e18892
</p>
<p id="p12_d217e18896">
Auf	w1_d217e18900
Verordnung	w3_d217e18903
eines	w5_d217e18906
Löblichen	w7_d217e18909
Stadt	w9_d217e18912
rahts	w1_d217e18917
alhier	w3_d217e18920
werden	w5_d217e18923
bey	w7_d217e18926
demselben	w9_d217e18929
den	w11_d217e18932
27.	w13_d217e18936
Febr.	w1_d217e18941
frühe	w3_d217e18944
um	w5_d217e18947
9.	w7_d217e18950
Uhr	w9_d217e18953
Weil.	w11_d217e18956
Herrn	w13_d217e18960
Ferdi	w15_d217e18963
nand	w1_d217e18969
Fischer,	w3_d217e18972
gewest	w5_d217e18975
gemeiner	w7_d217e18978
Stadtgrund	w9_d217e18981
buchs	w1_d217e18986
Registratoris	w3_d217e18989
ferl.	w5_d217e18992
hinterlassen:	w7_d217e18995
im	w9_d217e18998
Doctor	w1_d217e19003
Schmidischen	w3_d217e19006
Haus	w5_d217e19009
in	w7_d217e19012
der	w9_d217e19015
Römer	w11_d217e19018
strassen,	w1_d217e19023
und	w3_d217e19026
im	w5_d217e19029
Fischerischen	w7_d217e19032
Haus	w9_d217e19035
auf	w11_d217e19038
dem	w13_d217e19042
alten	w1_d217e19048
Fleisch=markt	w3_d217e19051
ligende	w5_d217e19054
Weine,	w7_d217e19057
Siefrin	w9_d217e19060
ger,	w1_d217e19065
Neustifter,	w3_d217e19068
und	w5_d217e19071
Schlammerstorfer	w7_d217e19074
Ge	w9_d217e19077
wächs,	w1_d217e19082
von	w3_d217e19085
Anno	w5_d217e19088
1746.	w7_d217e19091
752,	w9_d217e19094
753,	w11_d217e19097
754.	w13_d217e19101
755,	w1_d217e19106
756,	w3_d217e19109
und	w5_d217e19112
757.	w7_d217e19115
dann	w9_d217e19118
die	w11_d217e19121
schönste	w13_d217e19125
eiserne	w15_d217e19128
Band	w1_d217e19134
hierzu	w3_d217e19137
von	w5_d217e19140
45.	w7_d217e19143
42.	w9_d217e19146
40.	w11_d217e19149
39.	w13_d217e19153
38.	w15_d217e19156
33.	w17_d217e19159
32.	w1_d217e19164
30.	w3_d217e19167
29.	w5_d217e19170
27.	w7_d217e19173
15.	w9_d217e19176
13.	w11_d217e19179
12.	w13_d217e19183
10.	w15_d217e19186
und	w17_d217e19189
5.	w19_d217e19192
Eimer,	w1_d217e19197
offentlich	w3_d217e19200
ausgefeilet	w5_d217e19203
und	w7_d217e19206
dem	w9_d217e19209
Meist	w11_d217e19212
bietenden	w1_d217e19217
verkauft	w3_d217e19220
werden.	w5_d217e19223
</p>
<p id="p22_d217e19318">
JJe	w1_d217e19322
nunmehro	w3_d217e19325
aus	w5_d217e19328
Leipzig	w7_d217e19331
zu	w9_d217e19334
vernehmen	w11_d217e19337
6	w1_d217e19342
stehet,	w1_d217e19347
werden	w3_d217e19350
die	w5_d217e19353
Herren	w7_d217e19356
Landes=de	w9_d217e19359
putirten,	w1_d217e19365
mit	w3_d217e19368
Ende	w5_d217e19371
dieser	w7_d217e19374
Woche,	w9_d217e19377
von	w11_d217e19380
dar	w13_d217e19384
wiederum	w1_d217e19389
abreisen,	w3_d217e19392
und	w5_d217e19395
sollen	w7_d217e19398
dieselben	w9_d217e19401
unter	w11_d217e19404
anderen	w1_d217e19409
zu	w3_d217e19412
der	w5_d217e19415
von	w7_d217e19418
Sr.	w9_d217e19421
Preußischen	w11_d217e19424
Majest.	w13_d217e19428
verlangten	w1_d217e19433
Verwaltung	w3_d217e19436
und	w5_d217e19439
Einhebung	w7_d217e19442
der	w9_d217e19445
Steuern	w1_d217e19451
und	w3_d217e19454
anderen	w5_d217e19457
Landes=einkünften,	w7_d217e19460
sich	w9_d217e19463
verstanden	w1_d217e19468
haben,	w3_d217e19471
daß	w5_d217e19474
sie	w7_d217e19477
solchemnach	w9_d217e19480
davon	w11_d217e19483
den	w1_d217e19488
reservirten	w3_d217e19491
jährlichen	w5_d217e19494
Ueberschuß	w7_d217e19497
an	w9_d217e19500
einige	w11_d217e19503
Millionen,	w1_d217e19508
nach	w3_d217e19511
Bestreitung	w5_d217e19514
aller	w7_d217e19517
Bedürfnüssen	w9_d217e19520
und	w1_d217e19526
Ausgaben,	w3_d217e19529
bezahlen	w5_d217e19532
müssen,	w7_d217e19535
ohne	w9_d217e19538
der	w11_d217e19541
gros	w13_d217e19545
sen	w1_d217e19550
Proviant	w3_d217e19553
und	w5_d217e19556
Fourage=lieferung,	w7_d217e19559
so	w9_d217e19562
für	w11_d217e19565
die	w1_d217e19570
Königl.	w3_d217e19573
Armee	w5_d217e19576
das	w7_d217e19579
Land	w9_d217e19582
aufbringen	w11_d217e19585
und	w13_d217e19589
schaffen,	w1_d217e19594
auch	w3_d217e19597
was	w5_d217e19600
an	w7_d217e19603
Recruten=stellung	w9_d217e19606
und	w11_d217e19609
sonsten	w1_d217e19615
practiciret	w3_d217e19618
werden	w5_d217e19621
solle;	w7_d217e19624
davon	w9_d217e19627
in	w11_d217e19630
Kurzen	w1_d217e19635
ein	w3_d217e19638
mehreres	w5_d217e19641
zu	w7_d217e19644
vernehmen	w9_d217e19647
seyn	w11_d217e19650
dörf	w13_d217e19654
te.	w1_d217e19659
Es	w3_d217e19662
werden	w5_d217e19665
auch	w7_d217e19668
die	w9_d217e19671
an	w11_d217e19674
dem	w13_d217e19678
Elb=strom	w15_d217e19681
gelegene	w1_d217e19686
Städte	w3_d217e19689
ferner	w5_d217e19692
unter	w7_d217e19695
Preußischer	w9_d217e19698
Be	w11_d217e19701
satzung	w1_d217e19707
verbleiben.	w3_d217e19710
Am	w5_d217e19713
Montag	w7_d217e19716
Abends	w9_d217e19719
hat	w1_d217e19724
den	w3_d217e19727
Königl.	w5_d217e19730
Pohlnischen	w7_d217e19733
Generalfeld	w9_d217e19736
marschall,	w1_d217e19741
Grafen	w3_d217e19744
Rutowsky	w5_d217e19747
ein	w7_d217e19750
Schlag	w9_d217e19753
fluß	w11_d217e19756
überfallen,	w1_d217e19761
welcher	w3_d217e19764
auf	w5_d217e19767
der	w7_d217e19770
linken	w9_d217e19773
Seite,	w11_d217e19776
son	w13_d217e19780
derlich	w1_d217e19786
aber	w3_d217e19789
am	w5_d217e19792
Schenkel,	w7_d217e19795
zurück	w9_d217e19798
gelassen,	w11_d217e19801
wor	w13_d217e19805
an	w1_d217e19810
aber	w3_d217e19813
seit	w5_d217e19816
der	w7_d217e19819
Zeit	w9_d217e19822
einige	w11_d217e19825
Befferung	w13_d217e19829
verspüh	w15_d217e19832
ret	w1_d217e19837
wird.	w3_d217e19840
Se.	w5_d217e19843
Durchl.	w7_d217e19846
der	w9_d217e19849
Prinz	w11_d217e19852
Ehevalier	w13_d217e19856
de	w1_d217e19861
Saxe,	w3_d217e19864
befindet	w5_d217e19867
sich	w7_d217e19870
ebenfalls	w9_d217e19873
in	w11_d217e19876
kränklichen	w13_d217e19880
Umständen.	w1_d217e19886
Nach	w3_d217e19889
eingelangter	w5_d217e19892
Nachricht,	w7_d217e19895
ist	w1_d217e19900
auf	w3_d217e19903
dem	w5_d217e19906
Gräfl.	w7_d217e19909
Brühlischen	w9_d217e19912
Ritter=gute	w11_d217e19915
Nischwitz,	w1_d217e19920
bey	w3_d217e19923
Wurzen,	w5_d217e19926
von	w7_d217e19929
einem	w9_d217e19932
starken	w11_d217e19935
Commando,	w1_d217e19940
von	w3_d217e19943
dem	w5_d217e19946
in	w7_d217e19949
Gebürge	w9_d217e19952
stehenden	w11_d217e19955
Prenßischen	w1_d217e19961
Frey=battaillon,	w3_d217e19964
dieser	w5_d217e19967
Tägen	w7_d217e19970
ein	w9_d217e19973
Einfall	w1_d217e19978
geschehen,	w3_d217e19981
welches	w5_d217e19984
daselbst	w7_d217e19987
alles	w9_d217e19990
ausge	w11_d217e19993
plündert	w1_d217e19998
und	w3_d217e20001
ruiniret,	w5_d217e20004
auch	w7_d217e20007
nichts	w9_d217e20010
übrig	w11_d217e20013
grlas	w13_d217e20017
sey	w1_d217e20022
haben	w3_d217e20025
soll,	w5_d217e20028
da	w7_d217e20031
dann	w9_d217e20034
das	w11_d217e20037
Vieh	w13_d217e20041
um	w15_d217e20044
wol	w17_d217e20047
feilen	w1_d217e20053
Preiß	w3_d217e20056
verkauffet,	w5_d217e20059
die	w7_d217e20062
kostbaren	w9_d217e20065
Meu	w11_d217e20068
blen	w1_d217e20073
aber	w3_d217e20076
mit	w5_d217e20079
weggenommen	w7_d217e20082
worden.	w9_d217e20085
Jn	w11_d217e20088
voriger	w1_d217e20093
und	w3_d217e20096
jetziger	w5_d217e20099
Woche,	w7_d217e20102
seynd	w9_d217e20105
von	w11_d217e20108
der	w13_d217e20112
Preußischen	w1_d217e20117
Militz,	w3_d217e20120
anderweit	w5_d217e20123
die	w7_d217e20126
retonva	w9_d217e20129
lescirte	w1_d217e20135
Mannschaften,	w3_d217e20138
von	w5_d217e20141
hier	w7_d217e20144
nach	w9_d217e20147
ihren	w11_d217e20150
Regimentern	w1_d217e20155
abmarschirt	w3_d217e20158
und	w5_d217e20161
hat	w7_d217e20164
deren	w9_d217e20167
An	w11_d217e20170
zahl	w1_d217e20175
sich	w3_d217e20178
ziemlich	w5_d217e20181
verminderet.	w7_d217e20184
Bey	w9_d217e20187
bisheri	w11_d217e20190
ger	w1_d217e20195
angehaltenen	w3_d217e20198
harten	w5_d217e20201
Kälte	w7_d217e20204
ist	w9_d217e20207
der	w11_d217e20210
Elb	w13_d217e20214
strom	w15_d217e20217
völlig	w1_d217e20223
zugefroren,	w3_d217e20226
hiesigen	w5_d217e20229
Orts	w7_d217e20232
aber,	w9_d217e20235
hal	w11_d217e20238
</p>
<head id="h2_d217e20244">
Dreßden	w1_d217e20248
30.	w3_d217e20251
Jan.	w5_d217e20254
</head>
<p id="p4_d217e20257">
solches	w1_d217e20261
durch	w3_d217e20264
beständiges	w5_d217e20267
Aufeisen	w7_d217e20270
verhütet	w9_d217e20273
werden	w1_d217e20278
müssen.	w3_d217e20281
Jn	w5_d217e20284
Meissen	w7_d217e20287
gehet	w9_d217e20290
die	w11_d217e20293
Pas	w13_d217e20297
sage	w1_d217e20302
über	w3_d217e20305
das	w5_d217e20308
Eis,	w7_d217e20311
die	w9_d217e20314
Fracht=wägen	w11_d217e20317
hinge	w13_d217e20321
gen	w1_d217e20327
paßiren	w3_d217e20330
über	w5_d217e20333
die	w7_d217e20336
beybehaltene	w9_d217e20339
Fähre	w11_d217e20342
um	w1_d217e20347
mehrerer	w3_d217e20350
Sicherheit	w5_d217e20353
willen.	w7_d217e20356
Verschiede.	w9_d217e20359
ne	w1_d217e20364
Pohlnische	w3_d217e20367
Herrschaften,	w5_d217e20370
so	w7_d217e20373
noch	w9_d217e20376
hier	w11_d217e20379
Quar	w13_d217e20383
tier	w1_d217e20388
gehabt,	w3_d217e20391
haben	w5_d217e20394
selbige	w7_d217e20397
aufsagen,	w9_d217e20400
und	w11_d217e20403
ih	w13_d217e20407
re	w1_d217e20413
Meublen	w3_d217e20416
nach	w5_d217e20419
Pohlen	w7_d217e20422
schaffen	w9_d217e20425
lassen.	w11_d217e20428
Künftige	w1_d217e20433
Woche	w3_d217e20436
sollen	w5_d217e20439
einige	w7_d217e20442
Königl=Zuge	w9_d217e20445
pferde	w1_d217e20450
nebst	w3_d217e20453
vielen	w5_d217e20456
Stall=knechts=weibern,	w7_d217e20459
da	w9_d217e20462
von	w1_d217e20467
die	w3_d217e20470
Männer	w5_d217e20473
in	w7_d217e20476
Pohlen	w9_d217e20479
sind,	w11_d217e20482
auch	w13_d217e20486
einige	w15_d217e20489
Königl.	w1_d217e20495
Köche	w3_d217e20498
nach	w5_d217e20501
Warschau	w7_d217e20504
abgehen,	w9_d217e20507
wor	w11_d217e20510
aus	w1_d217e20515
man	w3_d217e20518
schliessen	w5_d217e20521
kan,	w7_d217e20524
daß	w9_d217e20527
unser	w11_d217e20530
König	w13_d217e20534
so	w15_d217e20537
bald	w17_d217e20540
noch	w1_d217e20545
nicht	w3_d217e20548
anhero	w5_d217e20551
kommen	w7_d217e20554
wird.	w9_d217e20557
</p>
<p id="p6_d217e20560">
Der	w1_d217e20564
Stadt	w3_d217e20567
Leipzig	w5_d217e20570
ist	w7_d217e20573
auf	w9_d217e20576
ihr	w11_d217e20579
an	w13_d217e20583
des	w15_d217e20586
Kö	w17_d217e20589
nigs	w1_d217e20594
in	w3_d217e20597
Preussen,	w5_d217e20600
wegen	w7_d217e20603
Erlassung	w9_d217e20606
der	w11_d217e20609
neulich	w13_d217e20613
geforderten	w1_d217e20618
800000.	w3_d217e20621
Rthlr.	w5_d217e20624
eingereichtes	w7_d217e20627
Memorial	w1_d217e20633
die	w3_d217e20636
Königl.	w5_d217e20639
Resolution	w7_d217e20642
gewerden,	w9_d217e20645
daß	w1_d217e20650
sie	w3_d217e20653
es	w5_d217e20656
als	w7_d217e20659
eine	w9_d217e20662
Würkung	w11_d217e20665
der	w13_d217e20669
Gnade	w15_d217e20672
Sr.	w17_d217e20675
Majestät	w1_d217e20680
anzusehen	w3_d217e20683
habe,	w5_d217e20686
daß	w7_d217e20689
diese	w9_d217e20692
Forde	w11_d217e20695
rung	w1_d217e20700
auf	w3_d217e20703
eine	w5_d217e20706
so	w7_d217e20709
mäßige	w9_d217e20712
Summe	w11_d217e20715
bestimmet	w13_d217e20719
worden,	w1_d217e20725
indeme	w3_d217e20728
dieselbe	w5_d217e20731
mit	w7_d217e20734
demjenigen	w9_d217e20737
bey	w11_d217e20740
weitem	w1_d217e20745
in	w3_d217e20748
keine	w5_d217e20751
Vergleichung	w7_d217e20754
käme,	w9_d217e20757
was	w11_d217e20760
De	w13_d217e20764
ro	w1_d217e20769
Feinde	w3_d217e20772
aus	w5_d217e20775
Dero	w7_d217e20778
und	w9_d217e20781
Deroselben	w11_d217e20784
Bunds	w13_d217e20788
genossenen	w1_d217e20793
Ländern	w3_d217e20796
erpresseten;	w5_d217e20799
und	w7_d217e20802
hätte	w9_d217e20805
ge	w11_d217e20808
dachte	w1_d217e20814
Stadt	w3_d217e20817
dem	w5_d217e20820
zufolge	w7_d217e20823
solche	w9_d217e20826
Summe	w11_d217e20829
morgen	w13_d217e20833
als	w1_d217e20838
den	w3_d217e20841
31.	w5_d217e20844
dieses	w7_d217e20847
bey	w9_d217e20850
Vermeidung	w11_d217e20853
der	w13_d217e20857
schär	w15_d217e20860
festen	w1_d217e20865
Zwangs=mitteln	w3_d217e20868
unweigerlich	w5_d217e20871
zu	w7_d217e20874
ein	w9_d217e20877
richten.	w1_d217e20882
</p>
<head id="h2_d217e20888">
Prag	w1_d217e20892
2.	w3_d217e20895
Febr.	w5_d217e20898
</head>
<p id="p4_d217e20901">
Die	w1_d217e20905
zwey	w3_d217e20908
jüngsthin	w5_d217e20911
alhier	w7_d217e20914
eingeruckte	w9_d217e20917
Kai	w11_d217e20920
serl.	w1_d217e20925
Königl.	w3_d217e20928
Jnfanterie=regimenter	w5_d217e20931
Harsch	w7_d217e20934
und	w1_d217e20939
Alt=wolfenbüttel	w3_d217e20942
haben	w5_d217e20945
sich	w7_d217e20948
gestern	w9_d217e20951
noch	w11_d217e20954
hier	w1_d217e20960
befunden,	w3_d217e20963
und	w5_d217e20966
erwarten	w7_d217e20969
die	w9_d217e20972
Ordre,	w11_d217e20975
wo	w13_d217e20979
sie	w15_d217e20982
ihre	w1_d217e20987
Cantonirungen	w3_d217e20990
beziehen	w5_d217e20993
sollen.	w7_d217e20996
Dem	w9_d217e20999
Verlaut	w1_d217e21004
noch,	w3_d217e21007
wird	w5_d217e21010
ehestens	w7_d217e21013
das	w9_d217e21016
Auswechs	w11_d217e21019
lungs	w1_d217e21024
geschäft	w3_d217e21027
der	w5_d217e21030
beyderseitigen	w7_d217e21033
Kaiserlich	w9_d217e21036
Königl.	w1_d217e21042
und	w3_d217e21045
Preußischen	w5_d217e21048
Kriegs=gefangenen	w7_d217e21051
vor	w1_d217e21056
die	w3_d217e21059
Hand	w5_d217e21062
genommen	w7_d217e21065
werden,	w9_d217e21068
der	w11_d217e21071
Ort	w13_d217e21075
aber	w1_d217e21080
ist	w3_d217e21083
noch	w5_d217e21086
unbekannt.	w7_d217e21089
Der	w9_d217e21092
Hr.	w11_d217e21095
General	w13_d217e21099
Feld=zug	w1_d217e21104
meister	w3_d217e21107
von	w5_d217e21110
Marschall,	w7_d217e21113
welcher	w9_d217e21116
sich	w11_d217e21119
einige	w1_d217e21125
Zeit	w3_d217e21128
allhier	w5_d217e21131
befunden,	w7_d217e21134
gehet	w9_d217e21137
dieser	w11_d217e21140
Tä	w13_d217e21144
gen	w1_d217e21149
nach	w3_d217e21152
seiner	w5_d217e21155
Bestimmung	w7_d217e21158
ab.	w9_d217e21161
</p>
<head id="h4_d217e21177">
Wesel	w1_d217e21181
30.	w3_d217e21184
Januarii.	w5_d217e21187
</head>
<p id="p6_d217e21190">
Wir	w1_d217e21194
haben	w3_d217e21197
anjetzo	w5_d217e21200
alhier	w7_d217e21203
3.	w9_d217e21206
Bataillons	w11_d217e21209
Militz,	w1_d217e21214
indeme	w3_d217e21217
das	w5_d217e21220
Bataillon	w7_d217e21223
von	w9_d217e21226
Grenouil	w11_d217e21229
las	w1_d217e21234
von	w3_d217e21237
Cleve	w5_d217e21240
auch	w7_d217e21243
angekommen,	w9_d217e21246
1.	w11_d217e21249
von	w13_d217e21253
Lohman,	w1_d217e21259
und	w3_d217e21262
das	w5_d217e21265
Cavallerie=regiment	w7_d217e21268
von	w9_d217e21271
