<doc id="wr_1756-08-07" attrs="word" year="1756" month="08" day="07" corpus="2">
<head id="h2_d63e2595">
Williamsburg	w1_d63e2599
&	w15_d63e17128
VIII.	w1_d63e17133
separement,	w3_d63e17136
gr.	w5_d63e17139
4to	w7_d63e17142
à	w9_d63e17145
Venise,	w11_d63e17148
1736.-1756.	w1_d63e17153
Bibliotheque	w1_d63e17158
Germanique	w3_d63e17161
ou	w5_d63e17164
Histoire	w7_d63e17167
Litteraire	w1_d63e17173
d'Allemagne	w3_d63e17176
de	w5_d63e17179
la	w7_d63e17182
Suisse	w9_d63e17185
&	w11_d63e17188
des	w13_d63e17192
Pays	w1_d63e17197
du	w3_d63e17200
Nord	w5_d63e17203
depuis,	w7_d63e17206
1720.	w9_d63e17209
jusqu'à	w11_d63e17212
present	w1_d63e17217
LXVI.	w3_d63e17220
Tomes	w5_d63e17223
compl.	w7_d63e17226
8vo	w9_d63e17229
Amst.	w11_d63e17232
Dictionaire	w1_d63e17237
historique	w3_d63e17240
de	w5_d63e17243
la	w7_d63e17246
Medecine	w9_d63e17249
cont.	w1_d63e17255
son	w3_d63e17258
Origine,	w5_d63e17261
fes	w7_d63e17264
Progrès,	w9_d63e17267
ses	w11_d63e17270
Revo-	w13_d63e17274
lutions,	w1_d63e17279
ses	w3_d63e17282
Sectes	w5_d63e17285
&c.	w7_d63e17288
l’histoire	w9_d63e17291
des	w11_d63e17294
plus	w13_d63e17298
celebres	w1_d63e17303
Medecins,	w3_d63e17306
Philosophes,	w5_d63e17309
des	w7_d63e17312
sa-	w9_d63e17315
meux	w1_d63e17320
Anatomistes	w3_d63e17323
&c.	w5_d63e17326
par	w7_d63e17329
Eloy	w9_d63e17332
II.	w11_d63e17335
To-	w13_d63e17339
mes	w1_d63e17345
8vo	w3_d63e17348
Liege,	w5_d63e17351
1755.	w7_d63e17354
Memoires	w1_d63e17359
des	w3_d63e17362
Commissaires	w5_d63e17365
de	w7_d63e17368
fa	w9_d63e17371
Ma-	w11_d63e17374
jesté	w1_d63e17379
Brittannique	w3_d63e17382
&	w5_d63e17385
de	w7_d63e17388
ceux	w9_d63e17391
de	w11_d63e17394
sa	w13_d63e17398
Maje	w15_d63e17401
sté	w1_d63e17406
trés	w3_d63e17409
chretienne	w5_d63e17412
sur	w7_d63e17415
les	w9_d63e17418
Possessions	w11_d63e17421
&	w13_d63e17425
les	w1_d63e17431
Droits	w3_d63e17434
en	w5_d63e17437
Amerique	w7_d63e17440
avec	w9_d63e17443
les	w11_d63e17446
Pieces	w13_d63e17450
justificatives	w1_d63e17455
III.	w3_d63e17458
Tomes	w5_d63e17461
8vo	w7_d63e17464
Amst.	w9_d63e17467
1755.	w11_d63e17470
Dissertation	w1_d63e17475
pour	w3_d63e17478
la	w5_d63e17481
Defense	w7_d63e17484
de	w9_d63e17487
la	w11_d63e17490
ma-	w13_d63e17494
gnifique	w1_d63e17499
Cité	w3_d63e17502
de	w5_d63e17505
St.	w7_d63e17508
Remo,	w9_d63e17511
contre	w11_d63e17514
la	w13_d63e17518
Re-	w15_d63e17521
</list>
<list id="l28_d63e17525">
&	w1_d63e17529
des	w3_d63e17532
Pieces	w5_d63e17535
justificatives,	w7_d63e17538
Italien	w9_d63e17541
&	w11_d63e17544
François	w1_d63e17549
4to	w3_d63e17552
1755.	w5_d63e17555
Journal	w1_d63e17560
des	w3_d63e17563
Scavans	w5_d63e17566
depuis	w7_d63e17569
l'An.	w9_d63e17572
1740.	w11_d63e17575
jusqu'à	w1_d63e17581
present.	w3_d63e17584
12mo.	w5_d63e17587
Mercure	w1_d63e17592
Historique	w3_d63e17595
&	w5_d63e17598
Politique	w7_d63e17601
de-	w9_d63e17604
puis	w1_d63e17609
l’An.	w3_d63e17612
1741.	w5_d63e17615
jusqu'à	w7_d63e17618
present.	w9_d63e17621
12no	w11_d63e17624
Amst.	w1_d63e17629
Goldoni	w1_d63e17635
Comedie	w3_d63e17638
XI.	w5_d63e17641
Tomi,	w7_d63e17644
cil	w9_d63e17647
Tomo	w11_d63e17650
8.	w1_d63e17655
9.	w3_d63e17658
10.	w5_d63e17661
&	w7_d63e17664
11.	w9_d63e17667
separatamente,	w11_d63e17670
8vo.	w13_d63e17674
Storia	w1_d63e17679
della	w3_d63e17682
Vita	w5_d63e17685
e	w7_d63e17688
Geste	w9_d63e17691
di	w11_d63e17694
Sisto	w13_d63e17698
quinto	w15_d63e17701
sommo	w1_d63e17706
Pontefice	w3_d63e17709
da	w5_d63e17712
l’Tempesti,	w7_d63e17715
II.	w9_d63e17718
Tomi	w11_d63e17721
4to,	w1_d63e17727
Roma	w3_d63e17730
1754.	w5_d63e17733
Baronii	w1_d63e17738
Card.	w3_d63e17741
annales	w5_d63e17744
Ecclesiastici	w7_d63e17747
una	w9_d63e17750
cum	w1_d63e17755
critica	w3_d63e17758
Historico-Chronologica	w5_d63e17761
P.	w7_d63e17764
Ar.	w1_d63e17769
Pagii,	w3_d63e17772
Continuatione	w5_d63e17775
O.	w7_d63e17778
Raynaldi,	w9_d63e17781
notisque	w1_d63e17787
Dom.	w3_d63e17790
Georgii	w5_d63e17793
a	w7_d63e17796
P.	w9_d63e17799
Jo.	w11_d63e17802
Dom.	w13_d63e17806
Mansii,	w1_d63e17811
&c.	w3_d63e17814
XXX.	w5_d63e17817
Tomi	w7_d63e17820
complet,	w9_d63e17823
foi.	w11_d63e17826
Lucæ	w1_d63e17831
1740.-1754.	w3_d63e17834
Euripidis	w1_d63e17839
Tragœdiæ	w3_d63e17842
Phœnisse	w5_d63e17845
Græce	w7_d63e17848
Lat.	w1_d63e17854
ex	w3_d63e17857
Versione	w5_d63e17860
H.	w7_d63e17863
Grotii,	w9_d63e17866
cum	w11_d63e17869
Adno-	w13_d63e17873
tationibus	w1_d63e17878
&	w3_d63e17881
Scholiis	w5_d63e17884
L.	w7_d63e17887
C.	w9_d63e17890
Valckemaier,	w11_d63e17893
4to	w1_d63e17898
Francqueræ,	w3_d63e17901
1755.	w5_d63e17904
Gorteri	w1_d63e17909
Formulæ	w3_d63e17912
Medicinales	w5_d63e17915
in	w7_d63e17918
Usum	w9_d63e17921
Medicorum	w1_d63e17927
Praxin	w3_d63e17930
inchoantium,	w5_d63e17933
8vo	w7_d63e17936
maj.	w1_d63e17941
Amstelod.	w3_d63e17944
1755.	w5_d63e17947
De	w1_d63e17952
Bry,	w3_d63e17955
Historia	w5_d63e17958
&	w7_d63e17961
Descriptio	w9_d63e17964
Vir-	w11_d63e17967
ziniæ	w1_d63e17972
totius	w3_d63e17975
Americæ,	w5_d63e17978
Indiæ	w7_d63e17981
&	w9_d63e17984
Orien-	w11_d63e17987
talis	w1_d63e17993
&	w3_d63e17996
Occidentalis,	w5_d63e17999
cum	w7_d63e18002
Fig.	w9_d63e18005
II.	w11_d63e18008
Tomi	w13_d63e18012
fol.	w1_d63e18017
Franck.	w3_d63e18020
Geschichte	w1_d63e18025
Herrn	w3_d63e18028
Carl	w5_d63e18031
Grandison	w7_d63e18034
in	w9_d63e18037
Brie	w11_d63e18040
fen	w1_d63e18045
entworffen,	w3_d63e18048
von	w5_d63e18051
dem	w7_d63e18054
Verfasser	w9_d63e18057
der	w11_d63e18060
Pamela	w1_d63e18066
und	w3_d63e18069
Clarissa,	w5_d63e18072
aus	w7_d63e18075
dem	w9_d63e18078
Englischen	w11_d63e18081
übersetzt,	w1_d63e18086
7.	w3_d63e18089
Theile,	w5_d63e18092
8vo	w7_d63e18095
Leipzig	w9_d63e18098
1755.	w11_d63e18101
Engelhards	w1_d63e18106
Versuch	w3_d63e18109
eines	w5_d63e18112
allgesteinen	w7_d63e18115
peinlichen	w1_d63e18120
Rechts	w3_d63e18123
aus	w5_d63e18126
denen	w7_d63e18129
Grundsätzen	w9_d63e18132
der	w11_d63e18135
Welt=weißheit,	w1_d63e18141
und	w3_d63e18144
besonders	w5_d63e18147
des	w7_d63e18150
Rechts	w9_d63e18153
der	w1_d63e18158
Natur	w3_d63e18161
hergeleitet.	w5_d63e18164
8vo	w7_d63e18167
Frankf	w9_d63e18170
1756.	w11_d63e18173
Etude	w1_d63e18178
militaire	w3_d63e18181
pour	w5_d63e18184
ser	w7_d63e18187
ir	w9_d63e18190
d'Intto-	w11_d63e18193
duction	w1_d63e18198
à	w3_d63e18201
l’Instruction	w5_d63e18204
methodique	w7_d63e18207
de	w9_d63e18210
l'’Art	w1_d63e18216
de	w3_d63e18219
la	w5_d63e18222
Guerre,	w7_d63e18225
ou	w9_d63e18228
extrait	w11_d63e18231
de	w13_d63e18235
l’art	w15_d63e18238
da	w1_d63e18243
la	w3_d63e18246
Guerre	w5_d63e18249
de	w7_d63e18252
Puysegur	w9_d63e18255
avec	w11_d63e18258
un	w13_d63e18262
Essai	w1_d63e18267
sur	w3_d63e18270
divers	w5_d63e18273
Principes	w7_d63e18276
de	w9_d63e18279
l'Art	w11_d63e18282
de	w13_d63e18286
la	w15_d63e18289
Guerre	w1_d63e18294
en	w3_d63e18297
partie	w5_d63e18300
extraits	w7_d63e18303
des	w9_d63e18306
Commen	w11_d63e18309
taires	w1_d63e18315
de	w3_d63e18318
Mr.	w5_d63e18321
Folard	w7_d63e18324
sur	w9_d63e18327
Polybe	w11_d63e18330
&	w13_d63e18334
de	w15_d63e18337
dis-	w17_d63e18340
ferens	w1_d63e18345
Auteurs	w3_d63e18348
par	w5_d63e18351
le	w7_d63e18354
Baron	w9_d63e18357
de	w11_d63e18360
Traver-	w13_d63e18364
</list>
<list id="l30_d63e18368">
se	w1_d63e18372
II.	w3_d63e18375
Tomes,	w5_d63e18378
12mo	w7_d63e18381
Basle	w9_d63e18384
1755.	w11_d63e18387
Nouveau	w1_d63e18392
Dictionaire	w3_d63e18395
historique	w5_d63e18398
&	w7_d63e18401
aeritiqu	w1_d63e18406
pour	w3_d63e18409
servir	w5_d63e18412
de	w7_d63e18415
supplement	w9_d63e18418
ou	w11_d63e18421
Continuation	w1_d63e18427
du	w3_d63e18430
Dictionaire	w5_d63e18433
du	w7_d63e18436
P.	w9_d63e18439
Bay.	w11_d63e18442
le	w1_d63e18447
par	w3_d63e18450
Chaufepié	w5_d63e18453
IV.	w7_d63e18456
Tomes	w9_d63e18459
compl.	w11_d63e18462
fol.	w13_d63e18466
</list>
<head id="h2_d63e18551">
Aus	w1_d63e18555
Spanien.	w3_d63e18558
Gibraltar	w1_d63e18563
21.	w3_d63e18566
Junii.	w5_d63e18569
</head>
<p id="p4_d63e18572">
Jm	w1_d63e18576
18.	w3_d63e18579
dieses,	w5_d63e18582
lieffen	w7_d63e18585
3.	w9_d63e18588
Kriegs=schif	w11_d63e18591
F	w1_d63e18596
von	w3_d63e18599
der	w5_d63e18602
Escadre	w7_d63e18605
des	w9_d63e18608
Admirals	w11_d63e18611
Byng	w13_d63e18615
in	w1_d63e18620
diesem	w3_d63e18623
Hafen	w5_d63e18626
ein,	w7_d63e18629
denen	w9_d63e18632
vorgestern	w11_d63e18635
noch	w13_d63e18639
6.	w1_d63e18645
andere,	w3_d63e18648
und	w5_d63e18651
gestern	w7_d63e18654
die	w9_d63e18657
übrigen	w11_d63e18660
von	w13_d63e18664
der	w15_d63e18667
Escadre	w1_d63e18672
folgten.	w3_d63e18675
Diese	w5_d63e18678
Escadre	w7_d63e18681
hat	w9_d63e18684
seit	w11_d63e18687
dem,	w1_d63e18692
da	w3_d63e18695
sie	w5_d63e18698
die	w7_d63e18701
Höhe	w9_d63e18704
von	w11_d63e18707
Minorca	w13_d63e18711
ver	w15_d63e18714
lassen,	w1_d63e18719
nur	w3_d63e18722
langsam	w5_d63e18725
schiffen	w7_d63e18728
können,	w9_d63e18731
weil	w11_d63e18734
die	w1_d63e18740
Kriegs=schiffe,	w3_d63e18743
der	w5_d63e18746
Capitain,	w7_d63e18749
der	w9_d63e18752
Jntre	w11_d63e18755
pide,	w1_d63e18760
und	w3_d63e18763
die	w5_d63e18766
Defiance	w7_d63e18769
in	w9_d63e18772
dem	w11_d63e18775
Treffen	w13_d63e18779
vom	w15_d63e18782
20sten	w1_d63e18787
des	w3_d63e18790
verwichenen	w5_d63e18793
May=monats	w7_d63e18796
an	w9_d63e18799
ih	w11_d63e18802
dem	w1_d63e18807
Tauwerk	w3_d63e18810
und	w5_d63e18813
Masten	w7_d63e18816
so	w9_d63e18819
beschädigt	w11_d63e18822
worden,	w1_d63e18828
daß	w3_d63e18831
sie	w5_d63e18834
bis	w7_d63e18837
hieher	w9_d63e18840
haben	w11_d63e18843
nachge	w13_d63e18847
schleppet	w1_d63e18852
werden	w3_d63e18855
müssen.	w5_d63e18858
Der	w7_d63e18861
Buckingham	w9_d63e18864
und	w1_d63e18869
der	w3_d63e18872
Culloden	w5_d63e18875
haben	w7_d63e18878
an	w9_d63e18881
ihren	w11_d63e18884
Masten	w13_d63e18888
und	w15_d63e18891
Tauwerk	w1_d63e18896
ebenfalls	w3_d63e18899
viel	w5_d63e18902
gelitten.	w7_d63e18905
Des	w9_d63e18908
Ad	w11_d63e18911
mirals	w1_d63e18917
Byng	w3_d63e18920
erste	w5_d63e18923
Sorge	w7_d63e18926
ist	w9_d63e18929
gewesen,	w11_d63e18932
die	w13_d63e18936
Kranke	w1_d63e18941
ans	w3_d63e18944
Land,	w5_d63e18947
und	w7_d63e18950
5.	w9_d63e18953
bis	w11_d63e18956
600.	w13_d63e18960
Ver	w15_d63e18963
wundeten,	w1_d63e18968
ins	w3_d63e18971
Hospital	w5_d63e18974
zu	w7_d63e18977
bringen.	w9_d63e18980
Als	w11_d63e18983
diese	w1_d63e18988
Escadre	w3_d63e18991
kaum	w5_d63e18994
hier	w7_d63e18997
zurück=gekommen	w9_d63e19000
war,	w1_d63e19006
ist	w3_d63e19009
der	w5_d63e19012
Chef	w7_d63e19015
d'Escadre	w9_d63e19018
Broderick	w11_d63e19021
mit	w13_d63e19025
den	w1_d63e19030
5.	w3_d63e19033
unter	w5_d63e19036
seinem	w7_d63e19039
Commando	w9_d63e19042
habenden	w11_d63e19045
Kriegs=schiffen	w1_d63e19050
zu	w3_d63e19053
der	w5_d63e19056
selben	w7_d63e19059
gestossen.	w9_d63e19062
Man	w11_d63e19065
ist	w1_d63e19070
mit	w3_d63e19073
Ausbessernung	w5_d63e19076
der	w7_d63e19079
Kriegs=schiffe	w9_d63e19082
sehr	w11_d63e19085
beschäftigt,	w1_d63e19091
damit	w3_d63e19094
sie	w5_d63e19097
mit	w7_d63e19100
dem	w9_d63e19103
Reste	w11_d63e19106
der	w13_d63e19110
Efca	w15_d63e19113
dre	w1_d63e19118
wieder	w3_d63e19121
in	w5_d63e19124
die	w7_d63e19127
See	w9_d63e19130
gehen	w11_d63e19133
können.	w13_d63e19137
</p>
<head id="h2_d63e19143">
AVERTISSENENT.	w1_d63e19147
</head>
<p id="p4_d63e19150">
Bey	w1_d63e19154
dem	w3_d63e19157
Kaiserl.	w5_d63e19160
BücherCommißionsse	w7_d63e19163
tretario,	w1_d63e19168
Hrn.	w3_d63e19171
Koch,	w5_d63e19174
in	w7_d63e19177
Frankfurt,	w9_d63e19180
an	w11_d63e19183
der	w13_d63e19187
Anker=gasse,	w1_d63e19192
neben	w3_d63e19195
dem	w5_d63e19198
Schönberger	w7_d63e19201
Hof	w9_d63e19204
wohnhaft,	w1_d63e19210
seynd	w3_d63e19213
von	w5_d63e19216
der	w7_d63e19219
vor	w9_d63e19222
einigen	w11_d63e19225
Jah	w13_d63e19229
ren	w1_d63e19234
sub	w3_d63e19237
publicis	w5_d63e19240
auspiciis	w7_d63e19243
und	w9_d63e19246
unter	w11_d63e19249
Dire	w13_d63e19253
ttion	w1_d63e19258
des	w3_d63e19261
Kaiserl.	w5_d63e19264
würklichen	w7_d63e19267
Tit.	w9_d63e19270
Herrn	w11_d63e19273
Reichs=hofraths,	w1_d63e19278
Freyherrn	w3_d63e19281
von	w5_d63e19284
Senkenberg,	w7_d63e19287
herausgegebenen	w1_d63e19293
„Neuen	w3_d63e19296
und	w5_d63e19299
vollstän	w7_d63e19302
digern	w1_d63e19307
Sammlung	w3_d63e19310
der	w5_d63e19313
Reichsabschie	w7_d63e19316
de	w1_d63e19321
und	w3_d63e19324
Gesetze,	w5_d63e19327
samt	w7_d63e19330
den	w9_d63e19333
wichtigsten	w11_d63e19336
Reichs=schlüssen,	w1_d63e19341
des	w3_d63e19344
noch	w5_d63e19347
fürwähren	w7_d63e19350
den	w1_d63e19356
Reichs=tages.	w3_d63e19359
Jn	w5_d63e19362
vier	w7_d63e19365
Theilen,	w9_d63e19368
aus	w1_d63e19373
den	w3_d63e19376
fürnehmsten	w5_d63e19379
Archiven	w7_d63e19382
rc.	w9_d63e19385
rc.	w11_d63e19388
theils	w1_d63e19393
von	w3_d63e19396
neuem	w5_d63e19399
übersehen,	w7_d63e19402
theils	w9_d63e19405
zum	w11_d63e19408
erstenmal	w1_d63e19413
mit	w3_d63e19416
Parallelen	w5_d63e19419
aus	w7_d63e19422
Licht	w9_d63e19425
gestellet,	w1_d63e19431
und	w3_d63e19434
auf	w5_d63e19437
Chur=maynzische	w7_d63e19440
</p>
<p id="p6_d63e19443">
gnädigste	w1_d63e19447
Genehmung	w3_d63e19450
mit	w5_d63e19453
den	w7_d63e19456
im	w9_d63e19459
Reichs=archiv	w1_d63e19464
befindlichen	w3_d63e19467
Originalien	w5_d63e19470
collationiret.	w1_d63e19475
Nebst	w3_d63e19478
einer	w5_d63e19481
Einleitung	w7_d63e19484
in	w1_d63e19490
die	w3_d63e19493
Geschichte	w5_d63e19496
der	w7_d63e19499
Reichsabschie	w9_d63e19502
de,	w1_d63e19507
einer	w3_d63e19510
Zugabe,	w5_d63e19513
welche	w7_d63e19516
die	w9_d63e19519
letztere	w11_d63e19522
Wahl=capitulation,	w1_d63e19527
die	w3_d63e19530
Reichshof	w5_d63e19533
rahts=ordnung,	w1_d63e19538
die	w3_d63e19541
Reichshofcanz	w5_d63e19544
ley=tax=sowol	w1_d63e19550
als	w3_d63e19553
die	w5_d63e19556
Kammerge	w7_d63e19559
richts	w1_d63e19564
Canzley=ordnungen,	w3_d63e19567
nebst	w5_d63e19570
der	w7_d63e19573
Usual-matricul	w1_d63e19578
und	w3_d63e19581
anderen	w5_d63e19584
nötigen	w7_d63e19587
sachen	w1_d63e19592
auch	w3_d63e19595
vollständigen	w5_d63e19598
Register,	w7_d63e19601
in	w1_d63e19607
sich	w3_d63e19610
begreift,	w5_d63e19613
überhaupt	w7_d63e19616
aber	w9_d63e19619
aus	w11_d63e19622
mehr	w1_d63e19627
dann	w3_d63e19630
600.	w5_d63e19633
Bogen	w7_d63e19636
in	w9_d63e19639
Folio	w11_d63e19642
be	w13_d63e19646
stehet,	w1_d63e19651
neuerdings	w3_d63e19654
eine	w5_d63e19657
Anzahl	w7_d63e19660
Exempla	w9_d63e19663
rien	w1_d63e19668
sorgfältigst	w3_d63e19671
completirt	w5_d63e19674
worden,	w7_d63e19677
und	w9_d63e19680
ist	w11_d63e19683
der	w1_d63e19689
Herr	w3_d63e19692
Secretarius	w5_d63e19695
Koch	w7_d63e19698
entschlossen,	w9_d63e19701
die	w11_d63e19704
ses	w1_d63e19709
wichtige,	w3_d63e19712
denen	w5_d63e19715
Dicasterien	w7_d63e19718
und	w9_d63e19721
Obrig	w11_d63e19724
keiten,	w1_d63e19729
ingleichen	w3_d63e19732
allen	w5_d63e19735
öffentlichen,	w7_d63e19738
auch	w9_d63e19741
de	w11_d63e19744
nen	w1_d63e19749
von	w3_d63e19752
nur	w5_d63e19755
einigem	w7_d63e19758
Belang	w9_d63e19761
seyenden	w11_d63e19764
Privat	w13_d63e19768
Bibliotequen	w1_d63e19774
ohnentbehrliche	w3_d63e19777
Werck,	w5_d63e19780
der	w7_d63e19783
Reichs=gesetze,	w1_d63e19788
von	w3_d63e19791
dato	w5_d63e19794
an	w7_d63e19797
bis	w9_d63e19800
zum	w11_d63e19803
Be	w13_d63e19807
schluß	w1_d63e19812
der	w3_d63e19815
nächsten	w5_d63e19818
Herbst=messe,	w7_d63e19821
auf	w9_d63e19824
ordi	w11_d63e19827
nair	w1_d63e19832
Papier	w3_d63e19835
vor	w5_d63e19838
franco	w7_d63e19841
zuschickende	w9_d63e19844
fl.	w11_d63e19847
12.	w13_d63e19851
auf	w1_d63e19857
sehr	w3_d63e19860
seines	w5_d63e19863
Papier	w7_d63e19866
aber	w9_d63e19869
vor	w11_d63e19872
fl.	w13_d63e19876
13.	w15_d63e19879
zu	w17_d63e19882
erlassen.	w1_d63e19887
Nachhero	w3_d63e19890
aber	w5_d63e19893
wird	w7_d63e19896
kein	w9_d63e19899
Stück	w11_d63e19902
anderst	w1_d63e19907
als	w3_d63e19910
um	w5_d63e19913
einen	w7_d63e19916
Reichs=thaler	w9_d63e19919
höher	w11_d63e19922
zu	w1_d63e19927
bekommen	w3_d63e19930
seyn.	w5_d63e19933
Auf	w7_d63e19936
Post=papier	w9_d63e19939
sind	w11_d63e19942
noch	w13_d63e19946
wenige	w1_d63e19952
Exemplarien	w3_d63e19955
pr.	w5_d63e19958
fl.	w7_d63e19961
27.	w9_d63e19964
zu	w11_d63e19967
haben.	w13_d63e19971
</p>
<p id="p8_d63e19974">
Es	w1_d63e19978
wird	w3_d63e19981
hiemit	w5_d63e19984
jedermänniglich	w7_d63e19987
kund	w9_d63e19990
und	w11_d63e19993
zu	w13_d63e19997
wissen	w1_d63e20002
gemacht,	w3_d63e20005
welchergestalten	w5_d63e20008
des	w7_d63e20011
Elich	w9_d63e20014
Högls	w1_d63e20019
gewesten	w3_d63e20022
Heil.	w5_d63e20025
Kreutzerischen	w7_d63e20028
Unter	w9_d63e20031
thanens	w1_d63e20037
und	w3_d63e20040
Steinmeh=meisters	w5_d63e20043
in	w7_d63e20046
dem	w9_d63e20049
Heil.	w11_d63e20052
Kreutzer	w1_d63e20057
Stein=bruch	w3_d63e20060
an	w5_d63e20063
dem	w7_d63e20066
Leytha=berg	w9_d63e20069
un	w11_d63e20072
weit	w1_d63e20077
Bruck	w3_d63e20080
hinterlassene	w5_d63e20083
zwey	w7_d63e20086
Häuser,	w9_d63e20089
Haus	w11_d63e20092
und	w1_d63e20097
Kraut=gärten,	w3_d63e20100
Keller	w5_d63e20103
und	w7_d63e20106
Pres=haus	w9_d63e20109
wie	w1_d63e20115
auch	w3_d63e20118
Stein=bruch	w5_d63e20121
samt	w7_d63e20124
verfertigter	w9_d63e20127
Stein	w11_d63e20130
metz=arbeit	w1_d63e20135
und	w3_d63e20138
gebrochene	w5_d63e20141
rauhe	w7_d63e20144
Steine	w9_d63e20147
licitando	w1_d63e20152
werden	w3_d63e20155
verkauffet	w5_d63e20158
werden,	w7_d63e20161
wer	w9_d63e20164
nun	w11_d63e20167
solche	w1_d63e20172
käuflich	w3_d63e20175
an	w5_d63e20178
sich	w7_d63e20181
zu	w9_d63e20184
bringen	w11_d63e20187
gedenket,	w13_d63e20191
kan	w1_d63e20197
täglich	w3_d63e20200
doch	w5_d63e20203
mit	w7_d63e20206
vorhergehender	w9_d63e20209
Anfrag	w11_d63e20212
bey	w1_d63e20217
dem	w3_d63e20220
Verwalter=amt	w5_d63e20223
zu	w7_d63e20226
Königshofen	w9_d63e20229
an	w11_d63e20232
der	w1_d63e20237
Leytha	w3_d63e20240
den	w5_d63e20243
Augenschein	w7_d63e20246
einnehmen,	w9_d63e20249
o	w11_d63e20252
der	w13_d63e20256
aber	w1_d63e20261
in	w3_d63e20264
dem	w5_d63e20267
Heil.	w7_d63e20270
Kreutzer=hof	w9_d63e20273
in	w11_d63e20276
Wien	w13_d63e20280
sich	w15_d63e20283
anfragen.	w1_d63e20289
Actum	w3_d63e20292
Wien	w5_d63e20295
in	w7_d63e20298
dem	w9_d63e20301
Heil.	w11_d63e20304
Crex	w13_d63e20308
en	w1_d63e20313
26.	w3_d63e20316
Julii	w5_d63e20319
1756.	w7_d63e20322
tzer=hof,	w1_d63e20327
de	w3_d63e20330
</p>
<list id="l12_d63e20336">
führern	w1_d63e20340
nächst	w3_d63e20343
der	w5_d63e20346
Kaiserl.	w7_d63e20349
Burg	w9_d63e20352
ist	w11_d63e20355
nebst	w13_d63e20359
andern	w1_d63e20364
Büchern	w3_d63e20367
zu	w5_d63e20370
haben:	w7_d63e20373
Herrn	w1_d63e20378
Ludw.	w3_d63e20381
Racine	w5_d63e20384
auserlesene	w7_d63e20387
Schrif	w9_d63e20390
ten	w1_d63e20396
von	w3_d63e20399
der	w5_d63e20402
Religion	w7_d63e20405
und	w9_d63e20408
Gnade,	w11_d63e20411
aus	w13_d63e20415
dessen	w15_d63e20418
Französischen	w1_d63e20423
Wercken	w3_d63e20426
in	w5_d63e20429
eine	w7_d63e20432
Prosaische	w9_d63e20435
Ubersetzung	w1_d63e20440
gebracht	w3_d63e20443
von	w5_d63e20446
M.	w7_d63e20449
Fr.	w9_d63e20452
Schäfern	w11_d63e20455
8.	w1_d63e20460
1755.	w3_d63e20463
kostet	w5_d63e20466
1.	w7_d63e20469
fl.	w9_d63e20472
30.	w11_d63e20475
Kr.	w13_d63e20479
Herr	w1_d63e20485
Nollets	w3_d63e20488
Natur=lehre	w5_d63e20491
oder	w7_d63e20494
Physika	w9_d63e20497
lische	w1_d63e20502
Lehr=stunden	w3_d63e20505
5.	w5_d63e20508
Theil	w7_d63e20511
8.	w9_d63e20514
Erfurt,	w11_d63e20517
1756.	w1_d63e20522
Mittelbergers	w1_d63e20527
Reise	w3_d63e20530
nach	w5_d63e20533
Pensylvanien	w7_d63e20536
im	w1_d63e20542
Jahr	w3_d63e20545
1750.	w5_d63e20548
und	w7_d63e20551
Ruckreisel	w9_d63e20554
nach	w11_d63e20557
Deutsch	w13_d63e20561
land	w1_d63e20566
1754.	w3_d63e20569
worinnen	w5_d63e20572
eine	w7_d63e20575
Beschreibung	w9_d63e20578
dieses	w11_d63e20581
Landes,	w1_d63e20586
gegenwärtige	w3_d63e20589
Beschaffenheit	w5_d63e20592
und	w7_d63e20595
be	w9_d63e20598
trübte	w1_d63e20603
Umstände	w3_d63e20606
der	w5_d63e20609
meisten	w7_d63e20612
Teutschen,	w9_d63e20615
die	w11_d63e20618
in	w1_d63e20624
dieses	w3_d63e20627
Land	w5_d63e20630
gezogen	w7_d63e20633
seynd,	w9_d63e20636
enthalten,	w11_d63e20639
8vo	w13_d63e20643
1756.	w1_d63e20648
17.	w3_d63e20651
kr.	w5_d63e20654
Gründliche	w1_d63e20659
Beschreibung	w3_d63e20662
der	w5_d63e20665
Jnseln	w7_d63e20668
Ma	w9_d63e20671
jorca,	w1_d63e20676
Minorca,	w3_d63e20679
Quita	w5_d63e20682
und	w7_d63e20685
Formentera,	w9_d63e20688
4to	w11_d63e20691
1756.	w1_d63e20697
17.	w3_d63e20700
kr.	w5_d63e20703
Beschreibung	w1_d63e20708
des	w3_d63e20711
Brittischen	w5_d63e20714
Reichs	w7_d63e20717
in	w9_d63e20720
America,	w1_d63e20725
und	w3_d63e20728
den	w5_d63e20731
Gränz=streitigkeiten	w7_d63e20734
und	w9_d63e20737
Kriege	w1_d63e20742
mit	w3_d63e20745
den	w5_d63e20748
Franzosen	w7_d63e20751
samt	w9_d63e20754
einer	w11_d63e20757
illumi	w13_d63e20761
nirten	w1_d63e20767
Land=karte,	w3_d63e20770
4to	w5_d63e20773
1756.	w7_d63e20776
pr.	w9_d63e20779
24.	w11_d63e20782
kr.	w13_d63e20786
Betrachtungen	w1_d63e20791
über	w3_d63e20794
die	w5_d63e20797
Beschaffenheit	w7_d63e20800
der	w9_d63e20803
gegenwärtigen,	w1_d63e20808
Angelegenheiten,	w3_d63e20811
zwischen	w5_d63e20814
Frankreich	w1_d63e20819
und	w3_d63e20822
England,	w5_d63e20825
8vo	w7_d63e20828
1756.	w9_d63e20831
