<doc id="wr_1759-08-08" attrs="word" year="1759" month="08" day="08" corpus="2">
<head id="h2_d371e4010">
Münster	w4_d371e4013
allergnädigster	w12_d371e18934
Herr,	w14_d371e18938
mich	w17_d371e18942
anhero	w19_d371e18946
beruffen	w21_d371e18949
lassen,	w23_d371e18952
um	w25_d371e18956
in	w27_d371e18959
denen	w29_d371e18962
miß	w31_d371e18965
lichen	w34_d371e18969
Umständen,	w36_d371e18974
worinnen	w38_d371e18977
sich	w40_d371e18980
jetzo	w42_d371e18983
das	w44_d371e18986
Vatterland	w47_d371e18991
befindet,	w49_d371e18995
meine	w51_d371e18998
Meinung	w53_d371e19001
zu	w55_d371e19004
ver	w57_d371e19007
nehmen,	w60_d371e19012
so	w62_d371e19016
kan	w64_d371e19019
ich	w66_d371e19022
nicht	w68_d371e19025
anders,	w70_d371e19029
als	w72_d371e19032
von	w74_d371e19035
Be	w76_d371e19038
wunderung	w79_d371e19042
über	w81_d371e19047
die	w83_d371e19050
unergründliche	w85_d371e19053
Schi	w87_d371e19056
ckungen	w90_d371e19060
der	w92_d371e19065
Vorsicht	w94_d371e19068
durchdrungen	w96_d371e19071
seyn,	w98_d371e19074
wel	w100_d371e19077
che	w103_d371e19082
mich	w105_d371e19086
in	w107_d371e19089
einer	w109_d371e19092
Zeit	w111_d371e19095
zu	w113_d371e19098
der	w115_d371e19102
Würde	w117_d371e19105
des	w119_d371e19108
Pri	w121_d371e19111
mats	w124_d371e19115
erhoben	w126_d371e19120
hat,	w128_d371e19123
da	w130_d371e19126
ich	w132_d371e19129
in	w134_d371e19132
der	w136_d371e19135
von	w138_d371e19139
meiner	w140_d371e19142
Wurde	w143_d371e19146
unzertrennlichen	w145_d371e19150
Sorg	w147_d371e19153
mit	w149_d371e19157
Vertrauen,	w151_d371e19160
die	w154_d371e19164
Zuflucht	w156_d371e19168
zu	w158_d371e19171
denen	w160_d371e19175
Gesinnungen	w162_d371e19178
Ew.	w164_d371e19181
Excel	w166_d371e19184
lenz	w169_d371e19188
nehmen	w171_d371e19193
darf,	w173_d371e19196
womit	w175_d371e19199
sie	w177_d371e19202
für	w179_d371e19205
das	w181_d371e19208
wahre	w183_d371e19212
Vol	w186_d371e19216
des	w188_d371e19220
Vatterlandes	w190_d371e19223
eingenommen	w192_d371e19226
seynd.	w194_d371e19230
Aus	w197_d371e19234
dieser	w199_d371e19238
Ursach	w201_d371e19241
kan	w203_d371e19244
ich	w205_d371e19248
den	w207_d371e19251
lebhaften	w209_d371e19254
Schmerz	w212_d371e19258
nicht	w214_d371e19262
mit	w216_d371e19266
Stillschweigen	w218_d371e19269
überge	w220_d371e19272
hen,	w223_d371e19276
womit	w225_d371e19280
ich	w227_d371e19284
das	w229_d371e19287
Vatter=herz	w231_d371e19290
Sr.	w233_d371e19293
Majest.	w235_d371e19296
darüber	w238_d371e19301
erfüllet	w240_d371e19305
fande,	w242_d371e19308
als	w244_d371e19311
sie	w246_d371e19314
mir	w248_d371e19317
den	w250_d371e19321
6ten	w252_d371e19324
dieses	w255_d371e19328
die	w257_d371e19332
Ehre	w259_d371e19335
einer	w261_d371e19339
besonderen	w263_d371e19342
Audienz	w265_d371e19345
er	w267_d371e19348
wiesen,	w270_d371e19352
daß	w272_d371e19357
Höchst=dieselbe	w274_d371e19360
bey	w276_d371e19363
diesen	w278_d371e19366
trüb	w280_d371e19369
seeligen	w283_d371e19374
Zeiten	w285_d371e19378
in	w287_d371e19381
Dero	w289_d371e19384
Haupt=stadt	w291_d371e19387
fast	w293_d371e19390
von	w295_d371e19394
allen	w298_d371e19398
Senatoren	w300_d371e19402
und	w302_d371e19405
Bedienten	w304_d371e19408
dieses	w306_d371e19412
Kö	w308_d371e19415
nigreichs	w311_d371e19419
(den	w313_d371e19423
Herrn	w315_d371e19426
Cron=canzler,	w317_d371e19430
und	w319_d371e19433
den	w321_d371e19436
</p>
<p id="p8_d371e19439">
Hrn.	w4_d371e19442
Palatin	w6_d371e19446
von	w8_d371e19449
Podlachien	w10_d371e19452
ausgenommen)	w12_d371e19455
sich	w15_d371e19460
verlassen	w17_d371e19464
sähen,	w19_d371e19467
und	w21_d371e19470
ausser	w23_d371e19473
Stand	w25_d371e19477
wä	w27_d371e19480
ren,	w30_d371e19484
über	w32_d371e19488
die	w34_d371e19491
bequemste	w36_d371e19495
Mittel	w38_d371e19498
zu	w40_d371e19501
raht	w42_d371e19504
schlagen,	w45_d371e19508
womit	w47_d371e19513
man	w49_d371e19516
denen	w51_d371e19519
traurigen	w53_d371e19522
Fol	w55_d371e19525
gen	w58_d371e19530
vorkommen	w60_d371e19534
möchte,	w62_d371e19537
welche	w64_d371e19540
der	w66_d371e19543
auf	w68_d371e19546
de	w70_d371e19550
nen	w73_d371e19554
Gränzen	w75_d371e19558
dieser	w77_d371e19561
neutralen	w79_d371e19564
Republic,	w81_d371e19568
mit	w83_d371e19571
gewafneter	w86_d371e19575
Hand	w88_d371e19579
geschehene	w90_d371e19582
Einfall	w92_d371e19586
sowol,	w94_d371e19589
als	w97_d371e19593
das	w99_d371e19597
die	w101_d371e19600
ganze	w103_d371e19604
Nation	w105_d371e19607
beschimpfende	w107_d371e19610
Ma	w109_d371e19613
nifest,	w112_d371e19617
veranlassen	w114_d371e19622
kan,	w116_d371e19625
deren	w118_d371e19628
Treue	w120_d371e19631
gegen	w122_d371e19634
ihre	w125_d371e19639
Könige	w127_d371e19643
niemals	w129_d371e19646
einigen	w131_d371e19649
Mackeln	w133_d371e19652
unter	w135_d371e19655
worfen	w138_d371e19660
gewesen	w140_d371e19664
ist.	w142_d371e19667
</p>
<p id="p10_d371e19670">
Jch	w4_d371e19673
bin	w6_d371e19677
versichert,	w8_d371e19680
daß,	w10_d371e19683
wann	w12_d371e19686
Ew.	w14_d371e19690
Ex	w16_d371e19693
cellenz	w19_d371e19697
sich	w21_d371e19701
bey	w23_d371e19704
dieser	w25_d371e19708
Audienz	w27_d371e19711
zugegen	w29_d371e19714
be	w31_d371e19717
funden	w34_d371e19721
hätten,	w36_d371e19726
Sie	w38_d371e19729
als	w40_d371e19732
ein	w42_d371e19735
sein	w44_d371e19738
Vatterland	w46_d371e19741
um	w49_d371e19746
seinen	w51_d371e19750
König	w53_d371e19753
liebender	w55_d371e19756
Senator,	w57_d371e19759
von	w59_d371e19763
denen	w62_d371e19767
Ausdrücken	w64_d371e19771
ebenfalls	w66_d371e19774
gerühret	w68_d371e19777
seyn	w70_d371e19781
würden,	w73_d371e19785
mit	w75_d371e19789
denen	w77_d371e19792
Se.	w79_d371e19795
Majest.	w81_d371e19799
mir	w83_d371e19802
zu	w85_d371e19805
er	w87_d371e19808
kennen	w90_d371e19812
gaben,	w92_d371e19817
daß,	w94_d371e19820
wann	w96_d371e19823
sie	w98_d371e19826
sich	w100_d371e19829
ausser	w102_d371e19832
dem	w104_d371e19836
dem	w107_d371e19840
Königreich	w109_d371e19844
befänden,	w111_d371e19847
man	w113_d371e19850
nicht	w115_d371e19854
erman	w117_d371e19857
gelt	w120_d371e19861
haben	w122_d371e19865
würde,	w124_d371e19868
Dero	w126_d371e19872
Abwesenheit	w128_d371e19875
alles	w130_d371e19878
welches	w133_d371e19882
wir	w135_d371e19886
lei	w137_d371e19890
das	w140_d371e19894
Uebel	w142_d371e19898
zuzuschreiben	w144_d371e19901
den,	w147_d371e19905
und	w149_d371e19910
jetzo,	w151_d371e19913
da	w153_d371e19916
Sie	w155_d371e19919
in	w157_d371e19922
Dero	w159_d371e19925
Königreich	w161_d371e19929
wären,	w164_d371e19933
würden	w166_d371e19937
Sie	w168_d371e19940
von	w170_d371e19943
aller	w172_d371e19947
Welt	w174_d371e19950
ver	w176_d371e19953
lassen.	w179_d371e19957
</p>
<p id="p12_d371e19962">
Jch	w4_d371e19965
habe	w6_d371e19969
durch	w8_d371e19972
meine	w10_d371e19975
Reden	w12_d371e19978
das	w14_d371e19982
mit	w16_d371e19985
Schmerzen	w19_d371e19989
überhäufte	w21_d371e19993
Vätterliche	w23_d371e19996
Herz	w25_d371e20000
Sr.	w28_d371e20004
Majest.	w30_d371e20008
zu	w32_d371e20011
trösten	w34_d371e20014
gesuchet,	w36_d371e20018
und	w38_d371e20021
auf	w40_d371e20024
mein	w43_d371e20028
Gut=dünken	w45_d371e20032
haben	w47_d371e20036
Dieselbe	w49_d371e20039
mir	w51_d371e20042
auf	w53_d371e20045
getragen,	w56_d371e20049
an	w58_d371e20054
Se.	w60_d371e20057
Excell.	w62_d371e20060
den	w64_d371e20063
Bischof	w66_d371e20066
von	w68_d371e20069
Cujavien,	w71_d371e20074
und	w73_d371e20078
an	w75_d371e20081
einige	w77_d371e20084
Senatoren	w79_d371e20087
und	w81_d371e20091
Mi	w83_d371e20094
nistere,	w86_d371e20098
die	w88_d371e20102
in	w90_d371e20105
Lublin	w92_d371e20109
seynd,	w94_d371e20112
zu	w96_d371e20115
schreiben,	w98_d371e20118
um	w100_d371e20121
sie	w103_d371e20126
anhero	w105_d371e20130
kommen	w107_d371e20133
zu	w109_d371e20136
lassen,	w111_d371e20139
damit	w113_d371e20142
sie	w115_d371e20146
uns	w117_d371e20149
mit	w120_d371e20153
ihrem	w122_d371e20157
guten	w124_d371e20160
Raht	w126_d371e20164
beystehen.	w128_d371e20167
Wir	w130_d371e20170
er	w132_d371e20173
warten	w135_d371e20177
sie	w137_d371e20182
in	w139_d371e20185
einigen	w141_d371e20188
Tägen,	w143_d371e20191
und	w145_d371e20194
wann	w147_d371e20197
sie	w149_d371e20201
angekommen	w152_d371e20205
seynd,	w154_d371e20209
so	w156_d371e20212
wollen	w158_d371e20215
wir	w160_d371e20219
sowol	w162_d371e20222
bey	w165_d371e20226
dem	w167_d371e20230
gegenwärtigen	w169_d371e20233
Umstande	w171_d371e20237
des	w173_d371e20240
Ein	w175_d371e20243
falls	w178_d371e20247
und	w180_d371e20251
der	w182_d371e20255
Publication	w184_d371e20258
des	w186_d371e20261
schimpflichen	w188_d371e20264
</p>
<p id="p18_d371e20277">
Manifests,	w4_d371e20280
welches	w6_d371e20284
nur	w8_d371e20287
abzielet,	w10_d371e20290
die	w12_d371e20293
getreue	w14_d371e20297
Unterthanen	w17_d371e20301
des	w19_d371e20305
Königs	w21_d371e20308
aufzuwiegeln,	w23_d371e20311
als	w25_d371e20315
auch	w28_d371e20319
in	w30_d371e20323
Ansehung	w32_d371e20326
der	w34_d371e20329
Beylegung	w36_d371e20333
deren	w38_d371e20336
Strittigkeiten,	w41_d371e20340
welche	w43_d371e20344
zwischen	w45_d371e20347
denen	w47_d371e20351
vor	w49_d371e20354
nehmsten	w52_d371e20358
Famillen	w54_d371e20362
des	w56_d371e20365
Königreichs	w58_d371e20369
Unei	w60_d371e20372
nigkeit	w63_d371e20376
erwecken,	w65_d371e20380
auf	w67_d371e20383
die	w69_d371e20387
heilsamste	w71_d371e20390
Mittel	w73_d371e20393
bedacht	w76_d371e20397
seyn,	w78_d371e20401
wie	w80_d371e20405
dann	w82_d371e20408
ihre	w84_d371e20411
Wiederaussöh	w86_d371e20414
nung	w89_d371e20418
der	w91_d371e20423
festeste	w93_d371e20426
Grund	w95_d371e20429
seyn	w97_d371e20432
muß,	w99_d371e20435
auf	w101_d371e20438
wel	w103_d371e20442
chen	w106_d371e20446
wir	w108_d371e20450
mit	w110_d371e20453
Hülfe	w112_d371e20456
des	w114_d371e20460
Seegens	w116_d371e20463
vom	w118_d371e20466
Him	w120_d371e20469
mel	w123_d371e20473
den	w125_d371e20478
glücklichsten	w127_d371e20481
Erfolg	w129_d371e20484
unserer	w131_d371e20487
An	w133_d371e20490
schläge	w136_d371e20495
bauen	w138_d371e20499
können.	w140_d371e20502
</p>
<p id="p20_d371e20505">
Ehe	w4_d371e20508
ich	w6_d371e20512
demnach	w8_d371e20515
das	w10_d371e20518
Verlangen	w12_d371e20521
haben	w14_d371e20525
kan,	w17_d371e20529
gegen	w19_d371e20533
Ew.	w21_d371e20536
Excellenz	w23_d371e20539
mich	w25_d371e20543
mündlich	w27_d371e20546
zu	w29_d371e20549
erklären,	w32_d371e20553
nämlich	w34_d371e20557
den	w36_d371e20561
3.	w38_d371e20564
Augusti,	w40_d371e20567
als	w42_d371e20570
am	w44_d371e20573
Fest=tag	w47_d371e20578
Sr.	w49_d371e20582
Majest.	w51_d371e20585
welche	w53_d371e20588
sie	w55_d371e20591
alsdann	w57_d371e20594
hier	w59_d371e20598
gerne	w62_d371e20602
sehen	w64_d371e20606
werden,	w66_d371e20609
so	w68_d371e20612
habe	w70_d371e20616
ich	w72_d371e20619
die	w74_d371e20622
Ehre	w76_d371e20625
Dero	w79_d371e20629
Meinung	w81_d371e20634
über	w83_d371e20637
die	w85_d371e20640
Umstände	w87_d371e20643
zu	w89_d371e20646
ver	w91_d371e20649
nehmen,	w94_d371e20654
welche	w96_d371e20658
ich	w98_d371e20661
ihnen	w100_d371e20664
eben	w102_d371e20667
vor	w104_d371e20671
Augen	w106_d371e20674
geleget	w109_d371e20678
habe;	w111_d371e20682
und	w113_d371e20685
da	w115_d371e20689
wir	w117_d371e20692
von	w119_d371e20695
der	w121_d371e20698
Seite	w123_d371e20701
von	w126_d371e20706
Posen	w128_d371e20710
bessere	w130_d371e20713
Zeitungen	w132_d371e20716
hören	w134_d371e20719
dörften,	w136_d371e20722
wann	w139_d371e20727
die	w141_d371e20731
an	w143_d371e20734
Macht	w145_d371e20737
weit	w147_d371e20740
geringere	w149_d371e20744
Preußi	w151_d371e20747
sche	w154_d371e20751
Armee,	w156_d371e20755
nachdeme	w158_d371e20758
sie	w160_d371e20762
durch	w162_d371e20765
unterschie	w164_d371e20768
dene	w167_d371e20772
Manoenores	w169_d371e20776
die	w171_d371e20780
Rußische	w173_d371e20783
mit	w175_d371e20786
Vor	w177_d371e20789
theil	w180_d371e20793
anzugreiffen	w182_d371e20798
gesuchet,	w184_d371e20801
sich	w186_d371e20804
zuruck	w188_d371e20807
ge	w190_d371e20810
zogen	w193_d371e20815
haben	w195_d371e20819
wird,	w197_d371e20822
so	w199_d371e20825
muß	w201_d371e20828
man	w203_d371e20831
hoffen,	w205_d371e20835
daß	w207_d371e20838
die	w210_d371e20842
Göttliche	w212_d371e20846
Vorsehung	w214_d371e20849
aus	w216_d371e20853
einer	w218_d371e20856
sonder	w220_d371e20859
baren	w223_d371e20863
Würkung	w225_d371e20867
ihrer	w227_d371e20871
Obhut,	w229_d371e20874
von	w231_d371e20877
diesem	w233_d371e20880
Königreich	w236_d371e20884
das	w238_d371e20889
über	w240_d371e20892
uns	w242_d371e20895
schwebende	w244_d371e20898
Unge	w246_d371e20901
mach	w249_d371e20906
abwenden,	w251_d371e20910
und	w253_d371e20913
die	w255_d371e20916
Herzen	w257_d371e20919
derer	w259_d371e20922
Un	w261_d371e20926
terthanen	w264_d371e20930
mit	w266_d371e20934
dem	w268_d371e20937
Geist	w270_d371e20940
des	w272_d371e20944
Friedens,	w274_d371e20947
und	w276_d371e20950
der	w279_d371e20954
Liebe	w281_d371e20958
des	w283_d371e20962
Vatterlandes	w285_d371e20965
erfüllen	w287_d371e20968
werde.	w289_d371e20971
</p>
<p id="p22_d371e20974">
Gleichwie	w4_d371e20977
nun	w6_d371e20981
Dero	w8_d371e20984
Ansehen	w10_d371e20987
und	w12_d371e20990
Wür	w14_d371e20994
de	w17_d371e20998
vieles	w19_d371e21002
zu	w21_d371e21005
ihrer	w23_d371e21008
Wieder	w25_d371e21012
vereinigung	w27_d371e21015
bey	w29_d371e21018
tragen	w32_d371e21022
kan,	w34_d371e21026
so	w36_d371e21030
hoffe	w38_d371e21033
ich,	w40_d371e21036
daß	w42_d371e21039
sie	w44_d371e21042
aus	w46_d371e21045
Liebe	w48_d371e21049
zum	w51_d371e21053
Vatterland,	w53_d371e21057
und	w55_d371e21060
um	w57_d371e21063
das	w59_d371e21067
betrübte	w61_d371e21070
Herz	w63_d371e21073
Sr.	w66_d371e21077
Majest.	w68_d371e21081
zu	w70_d371e21085
trösten,	w72_d371e21088
sich	w74_d371e21091
nicht	w76_d371e21094
entlegen	w78_d371e21097
werden,	w81_d371e21102
zu	w83_d371e21106
Deroselben	w85_d371e21109
Fest	w87_d371e21112
anhero	w89_d371e21115
zu	w91_d371e21118
kom	w93_d371e21122
men,	w96_d371e21126
an	w98_d371e21130
welchem	w100_d371e21133
Tag	w102_d371e21136
Höchst=dieselbe	w104_d371e21140
meine	w106_d371e21143
erste	w109_d371e21147
offentliche	w111_d371e21151
Audienz	w113_d371e21154
zu	w115_d371e21158
bestimmen	w117_d371e21161
ge	w119_d371e21164
ruhet	w122_d371e21168
haben.	w124_d371e21172
</p>
<p id="p24_d371e21176">
Jch	w4_d371e21179
erwarte	w6_d371e21183
Dero	w8_d371e21186
Antwort,	w10_d371e21189
und	w12_d371e21192
bin	w14_d371e21196
rc.	w16_d371e21199
</p>
<p id="p26_d371e21202">
Von	w4_d371e21205
N.	w6_d371e21209
Stadt	w8_d371e21212
Richter,	w10_d371e21215
und	w12_d371e21218
Raht	w14_d371e21222
der	w16_d371e21225
Kaiserl.	w18_d371e21228
Königl.	w21_d371e21232
und	w23_d371e21236
Landesfürstl.	w25_d371e21240
Stadt	w27_d371e21243
Korneuburg,	w29_d371e21246
wird	w32_d371e21250
hiemit	w34_d371e21254
jedermänniglich	w36_d371e21258
zu	w38_d371e21261
wissen	w40_d371e21264
angefü	w42_d371e21267
get,	w45_d371e21271
welcher	w47_d371e21276
massen	w49_d371e21279
zufolge	w51_d371e21282
der	w53_d371e21285
von	w55_d371e21288
einer	w57_d371e21291
Hoch	w59_d371e21295
löbl.	w62_d371e21299
Kaiserl.	w64_d371e21303
Königl.	w66_d371e21306
N.	w68_d371e21309
Oe.	w70_d371e21313
Regierung	w72_d371e21316
ergange	w74_d371e21319
nen	w77_d371e21323
hohen	w79_d371e21327
Verordnung	w81_d371e21331
das	w83_d371e21334
gemeiner	w85_d371e21337
Stadt	w87_d371e21340
al	w89_d371e21343
hier	w92_d371e21348
zugehörig=mit	w94_d371e21352
vielen	w96_d371e21355
Zimmern,	w98_d371e21358
Schupfen,	w100_d371e21361
grossen	w103_d371e21366
Stallungen,	w105_d371e21370
und	w107_d371e21373
benöhtigten	w109_d371e21376
Keller	w111_d371e21379
ver	w113_d371e21382
sehene	w116_d371e21387
auf	w118_d371e21391
dem	w120_d371e21394
Platz	w122_d371e21397
ligende=sogenannte	w124_d371e21400
weissen	w126_d371e21404
Rössel	w129_d371e21408
Wirts=haus,	w131_d371e21412
licitando	w133_d371e21415
plus	w135_d371e21418
offerenti,	w137_d371e21422
&	w139_d371e21425
melius	w142_d371e21429
solventi	w144_d371e21433
zu	w146_d371e21436
verkauffen	w148_d371e21440
seye;	w150_d371e21443
gleichwie	w152_d371e21446
nun	w154_d371e21449
ad	w157_d371e21453
Licitandum	w159_d371e21458
der	w161_d371e21461
22.	w163_d371e21464
künftigen	w165_d371e21467
Monats	w167_d371e21470
Sep	w169_d371e21473
tembris	w172_d371e21478
anberaumet	w174_d371e21482
worden	w176_d371e21485
ist,	w178_d371e21488
also	w180_d371e21491
werden	w182_d371e21495
die	w184_d371e21498
jenige,	w187_d371e21502
welche	w189_d371e21506
um	w191_d371e21509
ob=berührtes	w193_d371e21513
Wirts=haus	w195_d371e21516
Kauf	w197_d371e21519
fere	w200_d371e21523
zu	w202_d371e21527
seyn	w204_d371e21531
verlangen,	w206_d371e21534
an	w208_d371e21537
vor=ermeldeten	w210_d371e21540
Tag	w212_d371e21543
fruhe	w215_d371e21548
um	w217_d371e21552
9.	w219_d371e21555
Uhr	w221_d371e21558
alhier	w223_d371e21561
auf	w225_d371e21564
dem	w227_d371e21568
Raht=haus	w229_d371e21571
zu	w231_d371e21574
erscheinen,	w234_d371e21578
und	w236_d371e21582
das	w238_d371e21586
weitere	w240_d371e21589
zu	w242_d371e21592
vernehmen	w244_d371e21595
haben,	w246_d371e21598
wo	w249_d371e21603
sodann	w251_d371e21607
mit	w253_d371e21610
dem	w255_d371e21613
Meist=bietenden	w257_d371e21616
der	w259_d371e21619
Kauf	w261_d371e21623
ab	w263_d371e21626
Actum	w266_d371e21630
in	w268_d371e21634
Consilio	w270_d371e21637
geschlossen	w273_d371e21642
werden	w275_d371e21646
wird.	w277_d371e21649
Korneuburg	w280_d371e21653
dem	w282_d371e21657
6.	w284_d371e21661
Augusti	w286_d371e21664
1759.	w288_d371e21667
</p>
<p id="p28_d371e21670">
Von	w4_d371e21673
einer	w6_d371e21677
Hochgräfl.	w8_d371e21680
Excellenz	w10_d371e21683
Abensperg,	w12_d371e21686
und	w14_d371e21690
Traunischen	w17_d371e21694
Herrschaft	w19_d371e21698
Pockflüsserischen	w21_d371e21701
Amts	w23_d371e21704
canzley	w26_d371e21709
wegen,	w28_d371e21713
wird	w30_d371e21716
hiemit	w32_d371e21719
jedermänniglich	w34_d371e21722
kund	w36_d371e21726
und	w39_d371e21730
zu	w41_d371e21734
wissen	w43_d371e21737
gemacht,	w45_d371e21740
was	w47_d371e21744
massen	w49_d371e21747
des	w51_d371e21750
Joseph	w53_d371e21753
Raab	w56_d371e21757
Burgerl.	w58_d371e21762
Leinwats=handler	w60_d371e21765
zu	w62_d371e21768
Pockflüß	w64_d371e21771
seel.	w67_d371e21775
Verlassenschaft,	w69_d371e21780
als	w71_d371e21783
dessen	w73_d371e21786
Behausung	w75_d371e21789
samt	w77_d371e21792
darauf	w80_d371e21797
haftenden	w82_d371e21801
Leinwat=handel,	w84_d371e21804
Uberländ	w86_d371e21807
grund=stücken,	w89_d371e21811
verhandene	w91_d371e21816
Wein,	w93_d371e21819
Wirtschafts	w95_d371e21822
effecten,	w98_d371e21826
und	w100_d371e21830
Mobilien	w102_d371e21834
plus	w104_d371e21837
offerenti	w106_d371e21840
feil	w108_d371e21843
gebot	w110_d371e21846
ten	w113_d371e21851
werden	w115_d371e21855
wird,	w117_d371e21858
auch	w119_d371e21861
zu	w121_d371e21864
dieser	w123_d371e21867
Licitation	w125_d371e21871
der	w127_d371e21874
11.	w130_d371e21878
kommenden	w132_d371e21882
Monats	w134_d371e21885
Septembers	w136_d371e21889
dies	w138_d371e21892
1759.	w140_d371e21895
Jahrs	w143_d371e21899
bestimmet,	w145_d371e21903
zugleich	w147_d371e21907
aber	w149_d371e21910
auch	w151_d371e21913
der	w153_d371e21916
nämliche	w155_d371e21919
Tag	w158_d371e21924
hiemit	w160_d371e21928
für	w162_d371e21931
alljene,	w164_d371e21934
so	w166_d371e21937
an	w168_d371e21940
des	w170_d371e21944
erst=gedachten	w172_d371e21947
Raab	w175_d371e21951
Verlassenschaft	w177_d371e21955
ex	w179_d371e21958
quocunque	w181_d371e21962
demum	w183_d371e21965
ca-	w185_d371e21968
pite	w188_d371e21972
Sprüch	w190_d371e21976
und	w192_d371e21980
Forderung	w194_d371e21983
zu	w196_d371e21986
haben	w198_d371e21989
vermeinen,	w200_d371e21992
zur	w203_d371e21997
Anmeldungs=tagsatzung	w205_d371e22001
pro	w207_d371e22004
1mo.	w209_d371e22007
2d0.	w211_d371e22010
&	w213_d371e22013
3tio	w216_d371e22018
termino	w218_d371e22022
benennt	w220_d371e22025
und	w222_d371e22028
anberaumt	w224_d371e22031
seye,	w226_d371e22035
ha	w228_d371e22038
ben	w231_d371e22042
demnach	w233_d371e22046
all	w235_d371e22049
jene,	w237_d371e22053
so	w239_d371e22056
von	w241_d371e22059
obgedachten	w243_d371e22062
Raa	w245_d371e22065
bischen	w248_d371e22070
Verlassenschafts=sachen,	w250_d371e22074
etwas	w252_d371e22077
käuflichen	w254_d371e22080
an	w257_d371e22084
sich	w259_d371e22089
zu	w261_d371e22092
bringen	w263_d371e22095
gedenken,	w265_d371e22098
wie	w267_d371e22101
nicht	w269_d371e22104
minder	w271_d371e22108
auch	w274_d371e22112
jene,	w276_d371e22116
so	w278_d371e22119
an	w280_d371e22122
sothaner	w282_d371e22126
Verlassenschaft	w284_d371e22129
einige	w286_d371e22132
Schuld=forderungen	w289_d371e22136
zu	w291_d371e22140
haben	w293_d371e22144
glauben,	w295_d371e22147
an	w297_d371e22150
bbbe	w299_d371e22153
stimmten	w302_d371e22157
Tag	w304_d371e22162
fruh	w306_d371e22165
um	w308_d371e22168
8.	w310_d371e22171
Uhr	w312_d371e22174
vor	w314_d371e22177
der	w316_d371e22181
Herrschaft	w318_d371e22184
Pockflüß=amts=canzley,	w321_d371e22188
und	w323_d371e22192
zwar	w325_d371e22195
die	w327_d371e22199
letztere,	w329_d371e22202
nämlichen	w332_d371e22206
die	w334_d371e22210
Schuld=forderende	w336_d371e22213
Partheyen	w338_d371e22217
also	w340_d371e22220
gewis	w343_d371e22224
zu	w345_d371e22228
erscheinen,	w347_d371e22231
wie	w349_d371e22235
im	w351_d371e22238
widrigen	w353_d371e22241
denenje	w355_d371e22244
nigen,	w358_d371e22248
so	w360_d371e22253
sich	w362_d371e22256
hiebey	w364_d371e22259
durch	w366_d371e22262
sich	w368_d371e22265
selbst,	w370_d371e22268
oder	w372_d371e22272
durch	w374_d371e22275
hinlängliche	w377_d371e22279
begwaltete	w379_d371e22283
Mandatarios	w381_d371e22286
nicht	w383_d371e22290
werden	w385_d371e22293
angemeldt	w388_d371e22297
haben,	w390_d371e22301
das	w392_d371e22304
ewige	w394_d371e22308
Stillschweigen	w396_d371e22311
auf	w398_d371e22314
erlegt	w401_d371e22318
seyn	w403_d371e22322
solle,	w405_d371e22326
Pockflüß	w407_d371e22329
den	w409_d371e22332
29.	w411_d371e22335
Julii	w413_d371e22338
1759.	w415_d371e22341
</p>
<p id="p30_d371e22344">
Den	w4_d371e22347
25.	w6_d371e22351
Augusti	w8_d371e22354
fruh	w10_d371e22357
um	w12_d371e22360
9.	w14_d371e22364
Uhr	w16_d371e22367
wied	w18_d371e22370
die	w20_d371e22373
Christian	w23_d371e22377
Thierische	w25_d371e22382
Behausung	w27_d371e22385
an	w29_d371e22388
der	w31_d371e22391
Penzu	w33_d371e22394
gerstrassen,	w36_d371e22399
zu	w38_d371e22403
denen	w40_d371e22406
zwey	w42_d371e22409
Tauben	w44_d371e22412
genannt	w46_d371e22415
/	w48_d371e22419
in	w51_d371e22423
der	w53_d371e22427
Grund=stuben	w55_d371e22430
zu	w57_d371e22433
denen	w59_d371e22437
Schotten	w61_d371e22440
an	w63_d371e22443
den	w65_d371e22446
Meist=bietenden	w68_d371e22450
licitando	w70_d371e22455
verkauffet	w72_d371e22458
werden.	w74_d371e22461
</p>
<p id="p36_d371e22475">
Wir	w4_d371e22478
N.	w6_d371e22482
N.	w8_d371e22485
Superintendenten,	w10_d371e22488
und	w12_d371e22491
Spitl	w14_d371e22495
meister	w17_d371e22499
der	w19_d371e22503
Burger=spital	w21_d371e22506
in	w23_d371e22509
Wienn	w25_d371e22513
geben	w27_d371e22516
hie	w29_d371e22519
mit	w32_d371e22523
jedermänniglich,	w34_d371e22527
forderist	w36_d371e22531
aber	w38_d371e22534
denenjenigen,	w40_d371e22537
so	w43_d371e22541
auf	w45_d371e22545
Absterben	w47_d371e22549
des	w49_d371e22552
Johann	w51_d371e22555
Elias	w53_d371e22558
Franz	w55_d371e22561
Läber	w57_d371e22564
ter,	w60_d371e22569
oder	w62_d371e22573
Lamberger	w64_d371e22576
unter	w66_d371e22579
dem	w68_d371e22582
Löbl.	w70_d371e22586
Kaiserl.	w72_d371e22589
Königl.	w75_d371e22593
jung	w77_d371e22597
Königseggischen	w79_d371e22600
Regiment	w81_d371e22604
gewesten	w83_d371e22607
Fourier=schütz	w86_d371e22611
zu	w88_d371e22615
Pavia	w90_d371e22618
in	w92_d371e22622
Jtalien	w94_d371e22625
seel.	w96_d371e22628
an	w98_d371e22631
des	w100_d371e22634
sen	w103_d371e22639
bey	w105_d371e22643
dem	w107_d371e22646
