<doc id="wr_1759-09-01" attrs="word" year="1759" month="09" day="01" corpus="2">
<head id="h2_d378e3575">
Düsseldorf	w1_d378e3579
die	w5_d378e18078
sämmentliche	w7_d378e18081
Französi	w9_d378e18084
sche	w1_d378e18089
Generalität	w3_d378e18092
den	w5_d378e18095
31.	w7_d378e18098
Jul.	w9_d378e18101
um	w11_d378e18104
6.	w13_d378e18108
Uhr	w15_d378e18111
des	w1_d378e18116
Abends	w3_d378e18119
bey	w5_d378e18122
dem	w7_d378e18125
Herrn	w9_d378e18128
Marschall	w11_d378e18131
de	w13_d378e18135
Contades	w1_d378e18141
versammelt	w3_d378e18144
hatte,	w5_d378e18147
ward	w7_d378e18150
in	w9_d378e18153
einem	w11_d378e18156
grossen	w1_d378e18161
Kriegs=raht	w3_d378e18164
der	w5_d378e18167
Schluß	w7_d378e18170
gefasset,	w9_d378e18173
an	w1_d378e18178
den	w3_d378e18181
Feind	w5_d378e18184
noch	w7_d378e18187
diese	w9_d378e18190
Nacht	w11_d378e18193
anzurucken,	w13_d378e18197
und	w15_d378e18200
selbigen	w1_d378e18205
mit	w3_d378e18208
anbrechendem	w5_d378e18211
Tag	w7_d378e18214
anzugreif	w9_d378e18217
fen.	w1_d378e18223
Der	w3_d378e18226
Hr.	w5_d378e18229
Marschall	w7_d378e18232
gab	w9_d378e18235
also	w11_d378e18238
denen	w13_d378e18242
Generals	w1_d378e18247
die	w3_d378e18250
Ordre	w5_d378e18253
zum	w7_d378e18256
Marsch,	w9_d378e18259
und	w11_d378e18262
die	w13_d378e18266
Einrichtung	w1_d378e18271
des	w3_d378e18274
Angrifs.	w5_d378e18277
Die	w7_d378e18280
Armee	w9_d378e18283
mu	w11_d378e18286
ste	w1_d378e18291
in	w3_d378e18294
8.	w5_d378e18297
Colonnen	w7_d378e18300
auf	w9_d378e18303
den	w11_d378e18306
Platz	w13_d378e18310
marschi	w15_d378e18313
ren,	w1_d378e18319
wo	w3_d378e18322
sie	w5_d378e18325
sich	w7_d378e18328
in	w9_d378e18331
Schlacht=ordnung	w11_d378e18334
stellen	w13_d378e18338
sollte.	w1_d378e18343
Die	w3_d378e18346
Reserve	w5_d378e18349
von	w7_d378e18352
dem	w9_d378e18355
Hrn.	w11_d378e18358
Herzo	w13_d378e18362
gen	w1_d378e18367
von	w3_d378e18370
Broglie,	w5_d378e18373
welche	w7_d378e18376
mit	w9_d378e18379
8.	w11_d378e18382
Bataillons	w13_d378e18386
Grenadiers	w1_d378e18391
de	w3_d378e18394
France	w5_d378e18397
und	w7_d378e18400
Royaux	w9_d378e18403
verstär	w11_d378e18406
tet	w1_d378e18412
werden	w3_d378e18415
sollte,	w5_d378e18418
muste	w7_d378e18421
die	w9_d378e18424
9te	w11_d378e18427
Colonne	w13_d378e18431
ausmachen,	w1_d378e18436
und	w3_d378e18439
sich	w5_d378e18442
rechts	w7_d378e18445
am	w9_d378e18448
linken	w11_d378e18451
Ufer	w13_d378e18455
der	w1_d378e18460
Weeser	w3_d378e18463
hinziehen.	w5_d378e18466
Der	w7_d378e18469
Herr	w9_d378e18472
Marschall	w11_d378e18475
hatte	w1_d378e18480
die	w3_d378e18483
ganze	w5_d378e18486
Action	w7_d378e18489
nach	w9_d378e18492
der	w11_d378e18495
Vorausse	w13_d378e18499
tzung	w1_d378e18505
eingerichtet,	w3_d378e18508
daß	w5_d378e18511
der	w7_d378e18514
Prinz	w9_d378e18517
Ferdinand	w11_d378e18520
durch	w1_d378e18525
die	w3_d378e18528
Bewegungen	w5_d378e18531
des	w7_d378e18534
29sten	w9_d378e18537
und	w11_d378e18540
fol	w13_d378e18544
gender	w1_d378e18549
Tage	w3_d378e18552
seine	w5_d378e18555
gröste	w7_d378e18558
Macht	w9_d378e18561
auf	w11_d378e18564
seinen	w13_d378e18568
rechten	w1_d378e18573
Flügel	w3_d378e18576
gezogen,	w5_d378e18579
und	w7_d378e18582
Se.	w9_d378e18585
Durchl.	w11_d378e18588
auf	w1_d378e18594
ihren	w3_d378e18597
linken	w5_d378e18600
Flügel	w7_d378e18603
nur	w9_d378e18606
ein	w11_d378e18609
mittelmäs	w13_d378e18613
siges	w1_d378e18618
an	w3_d378e18621
die	w5_d378e18624
Krümme	w7_d378e18627
der	w9_d378e18630
Weser	w11_d378e18633
angelehn	w13_d378e18637
les,	w1_d378e18642
und	w3_d378e18645
von	w5_d378e18648
dem	w7_d378e18651
Rest	w9_d378e18654
ihrer	w11_d378e18657
Armee	w13_d378e18661
(dero	w15_d378e18664
rechter	w1_d378e18669
Flügel	w3_d378e18672
am	w5_d378e18675
Hill	w7_d378e18678
anstiesse)	w9_d378e18681
weit	w11_d378e18684
ent	w13_d378e18688
ferntes	w1_d378e18694
Corps	w3_d378e18697
gelassen	w5_d378e18700
habe.	w7_d378e18703
Der	w9_d378e18706
Herzog	w11_d378e18709
von	w1_d378e18714
Broglie	w3_d378e18717
bekame	w5_d378e18720
den	w7_d378e18723
Auftrag,	w9_d378e18726
dieses	w11_d378e18729
an	w13_d378e18733
die	w1_d378e18738
Weser	w3_d378e18741
angelehnte	w5_d378e18744
mittelmäßige	w7_d378e18747
Corps	w9_d378e18750
anzugreiffen.	w1_d378e18755
Man	w3_d378e18758
zweifelte	w5_d378e18761
an	w7_d378e18764
der	w9_d378e18767
Ueber	w11_d378e18770
legenheit	w1_d378e18776
der	w3_d378e18779
Französischen	w5_d378e18782
Reserve	w7_d378e18785
über	w9_d378e18788
</p>
<p id="p6_d378e18791">
dasselbe	w1_d378e18795
gar	w3_d378e18798
nicht,	w5_d378e18801
und	w7_d378e18804
die	w9_d378e18807
Ordre	w11_d378e18810
gienge	w13_d378e18814
da	w15_d378e18817
bin,	w1_d378e18822
daß	w3_d378e18825
der	w5_d378e18828
Herzog	w7_d378e18831
von	w9_d378e18834
Broglie,	w11_d378e18837
wann	w13_d378e18841
er	w15_d378e18844
selbiges	w1_d378e18849
über	w3_d378e18852
den	w5_d378e18855
Hauffen	w7_d378e18858
geworfen,	w9_d378e18861
und	w11_d378e18864
vertrieben	w1_d378e18870
hätte,	w3_d378e18873
dem	w5_d378e18876
Corps	w7_d378e18879
der	w9_d378e18882
feindlichen	w11_d378e18885
Armee	w1_d378e18890
in	w3_d378e18893
die	w5_d378e18896
linke	w7_d378e18899
Flanque	w9_d378e18902
fallen,	w11_d378e18905
und	w13_d378e18909
da	w15_d378e18912
durch	w1_d378e18917
der	w3_d378e18920
Armee	w5_d378e18923
des	w7_d378e18926
Hrn.	w9_d378e18929
Marschallens	w11_d378e18932
die	w13_d378e18936
Attaque	w1_d378e18941
sowol	w3_d378e18944
als	w5_d378e18947
den	w7_d378e18950
Siegerleichtern	w9_d378e18953
solle.	w11_d378e18956
Der	w1_d378e18962
Herzog	w3_d378e18965
von	w5_d378e18968
Broglie	w7_d378e18971
ware	w9_d378e18974
vor	w11_d378e18977
Tags	w13_d378e18981
auf	w15_d378e18984
einen	w1_d378e18989
Musqueten=schuß	w3_d378e18992
von	w5_d378e18995
denen	w7_d378e18998
Haupt	w9_d378e19001
wachen	w1_d378e19006
des	w3_d378e19009
Feindes	w5_d378e19012
in	w7_d378e19015
Schlacht=ordnung.	w9_d378e19018
Er	w1_d378e19023
hatte	w3_d378e19026
9.	w5_d378e19029
Bataillons	w7_d378e19032
in	w9_d378e19035
seiner	w11_d378e19038
ersten	w13_d378e19042
Li	w15_d378e19045
nie,	w1_d378e19051
9.	w3_d378e19054
in	w5_d378e19057
der	w7_d378e19060
zweyten,	w9_d378e19063
und	w11_d378e19066
4.	w13_d378e19070
andere	w15_d378e19073
Batail	w17_d378e19076
lons	w1_d378e19081
machten	w3_d378e19084
seine	w5_d378e19087
Reserve	w7_d378e19090
aus.	w9_d378e19093
Seine	w11_d378e19096
Cavallerie	w1_d378e19101
stunde	w3_d378e19104
in	w5_d378e19107
2.	w7_d378e19110
Colonnen	w9_d378e19113
hinter	w11_d378e19116
dem	w13_d378e19120
linken	w1_d378e19125
Flügel	w3_d378e19128
seiner	w5_d378e19131
Jnfanterie,	w7_d378e19134
um	w9_d378e19137
sich	w11_d378e19140
in	w13_d378e19144
Schlacht=ordnung	w1_d378e19150
zu	w3_d378e19153
stellen,	w5_d378e19156
und	w7_d378e19159
selbige	w9_d378e19162
im	w11_d378e19165
Nohtfall	w1_d378e19170
sowol,	w3_d378e19173
als	w5_d378e19176
den	w7_d378e19179
Chevalier	w9_d378e19182
de	w11_d378e19185
Nicolai	w13_d378e19189
Leutenant	w1_d378e19194
General,	w3_d378e19197
dessen	w5_d378e19200
Division	w7_d378e19203
von	w9_d378e19206
3.	w11_d378e19209
Bri	w13_d378e19213
gaden=infanterie	w1_d378e19218
an	w3_d378e19221
diesen	w5_d378e19224
linken	w7_d378e19227
Flügel	w9_d378e19230
an	w11_d378e19233
stiesse,	w1_d378e19239
und	w3_d378e19242
keine	w5_d378e19245
Cavallerie	w7_d378e19248
bey	w9_d378e19251
sich	w11_d378e19254
hatte,	w13_d378e19258
zu	w15_d378e19261
unterstützen.	w1_d378e19266
Der	w3_d378e19269
linke	w5_d378e19272
Flügel	w7_d378e19275
der	w9_d378e19278
Franzö	w11_d378e19281
sischen	w1_d378e19286
Armee	w3_d378e19289
unter	w5_d378e19292
dem	w7_d378e19295
General=leutenant	w9_d378e19298
Mr.	w1_d378e19303
de	w3_d378e19306
Guerchi,	w5_d378e19309
stiesse	w7_d378e19312
an	w9_d378e19315
einen	w11_d378e19318
Fluß,	w13_d378e19322
dessen	w15_d378e19325
Ufere	w1_d378e19331
eine	w3_d378e19334
Art	w5_d378e19337
von	w7_d378e19340
Morast	w9_d378e19343
ausmachten.	w11_d378e19346
Der	w1_d378e19351
Hr.	w3_d378e19354
Marschall	w5_d378e19357
hatte	w7_d378e19360
60.	w9_d378e19363
Escadrons	w11_d378e19366
zum	w1_d378e19371
Mittel=punct	w3_d378e19374
seiner	w5_d378e19377
Armee,	w7_d378e19380
und	w9_d378e19383
diese	w11_d378e19386
Cavallerie	w1_d378e19391
im	w3_d378e19394
Mittel=punct	w5_d378e19397
hatte	w7_d378e19400
keine	w9_d378e19403
an	w11_d378e19406
dere	w1_d378e19412
Jnfanterie	w3_d378e19415
zu	w5_d378e19418
ihrer	w7_d378e19421
Unterstützung,	w9_d378e19424
als	w11_d378e19427
die	w1_d378e19432
rechts	w3_d378e19435
und	w5_d378e19438
links	w7_d378e19441
von	w9_d378e19444
diesen	w11_d378e19447
60.	w13_d378e19451
Esca	w15_d378e19454
drons	w1_d378e19459
in	w3_d378e19462
der	w5_d378e19465
Linie	w7_d378e19468
stunde.	w9_d378e19471
Der	w11_d378e19474
Herzog	w13_d378e19478
von	w15_d378e19481
Broglie	w1_d378e19486
stunde	w3_d378e19489
(wie	w5_d378e19492
gesagt)	w7_d378e19495
vor	w9_d378e19498
Tag	w11_d378e19501
bereits	w13_d378e19505
in	w1_d378e19511
Schlacht=ordnung;	w3_d378e19514
er	w5_d378e19517
hielte	w7_d378e19520
aber	w9_d378e19523
den	w11_d378e19526
Angrif	w1_d378e19531
so	w3_d378e19534
lange	w5_d378e19537
zurück,	w7_d378e19540
bis	w9_d378e19543
die	w11_d378e19546
Divisionen	w13_d378e19550
des	w1_d378e19555
Chevalier	w3_d378e19558
Nicolai,	w5_d378e19561
und	w7_d378e19564
hernach	w9_d378e19567
die	w11_d378e19570
von	w13_d378e19574
dem	w1_d378e19579
Hrn.	w3_d378e19582
de	w5_d378e19585
Beaupreau	w7_d378e19588
auf	w9_d378e19591
ihren	w11_d378e19594
Plätzen	w13_d378e19598
angelanget	w1_d378e19604
waren.	w3_d378e19607
Sobald	w5_d378e19610
diese	w7_d378e19613
Herren	w9_d378e19616
auf	w1_d378e19621
ihren	w3_d378e19624
Posten	w5_d378e19627
stunden,	w7_d378e19630
liesse	w9_d378e19633
er	w11_d378e19636
einige	w13_d378e19640
</p>
<p id="p12_d378e19654">
Pelotons	w1_d378e19658
von	w3_d378e19661
Jnfanterie	w5_d378e19664
vorrücken,	w7_d378e19667
um	w9_d378e19670
die	w11_d378e19673
Haupt=wachen	w1_d378e19678
des	w3_d378e19681
Feindes	w5_d378e19684
zu	w7_d378e19687
vertreiben,	w9_d378e19690
und	w1_d378e19695
unter	w3_d378e19698
dem	w5_d378e19701
Vorschub	w7_d378e19704
dieser	w9_d378e19707
Pelotons	w11_d378e19710
be	w13_d378e19714
gab	w1_d378e19720
er	w3_d378e19723
sich	w5_d378e19726
selbst	w7_d378e19729
auf	w9_d378e19732
den	w11_d378e19735
Rand	w13_d378e19739
der	w15_d378e19742
Anhöhe,	w17_d378e19745
welche	w1_d378e19750
vor	w3_d378e19753
der	w5_d378e19756
ganzen	w7_d378e19759
Fronte	w9_d378e19762
herlief,	w11_d378e19765
und	w13_d378e19769
die	w1_d378e19774
Stellung	w3_d378e19777
des	w5_d378e19780
Feindes	w7_d378e19783
völlig	w9_d378e19786
bedeckte.	w11_d378e19789
Die	w1_d378e19794
Gelassenheit,	w3_d378e19797
mit	w5_d378e19800
welcher	w7_d378e19803
der	w9_d378e19806
Feind	w11_d378e19809
die	w13_d378e19813
se	w1_d378e19819
erste	w3_d378e19822
Annäherung	w5_d378e19825
geschehen	w7_d378e19828
liesse,	w9_d378e19831
ja	w11_d378e19834
diese	w13_d378e19838
ganze	w1_d378e19843
anfängliche	w3_d378e19846
Einrichtung	w5_d378e19849
bestättigte	w7_d378e19852
dasjenige,	w1_d378e19857
was	w3_d378e19860
der	w5_d378e19863
Hr.	w7_d378e19866
Marschall	w9_d378e19869
voraus	w11_d378e19872
gesetzet,	w1_d378e19877
und	w3_d378e19880
wornach	w5_d378e19883
derselbe	w7_d378e19886
den	w9_d378e19889
Plan	w11_d378e19892
sei	w13_d378e19896
nes	w1_d378e19902
Angrifs	w3_d378e19905
eingerichtet	w5_d378e19908
hatte;	w7_d378e19911
man	w9_d378e19914
konnte	w11_d378e19917
glauben,	w1_d378e19922
daß	w3_d378e19925
auf	w5_d378e19928
dieser	w7_d378e19931
Seite	w9_d378e19934
nichts	w11_d378e19937
als	w13_d378e19941
Posten	w1_d378e19946
und	w3_d378e19949
ein	w5_d378e19952
kleines	w7_d378e19955
Corps	w9_d378e19958
Trupen	w11_d378e19961
stün	w13_d378e19965
den,	w1_d378e19970
um	w3_d378e19973
jene	w5_d378e19976
zu	w7_d378e19979
unterstützen;	w9_d378e19982
die	w11_d378e19985
Ver	w13_d378e19989
wunderung	w1_d378e19995
des	w3_d378e19998
Herzogs	w5_d378e20001
ware	w7_d378e20004
aber	w9_d378e20007
sehr	w11_d378e20010
groß,	w1_d378e20015
als	w3_d378e20018
er	w5_d378e20021
auf	w7_d378e20024
dem	w9_d378e20027
Rand	w11_d378e20030
der	w13_d378e20034
Anhöhe	w15_d378e20037
ein	w17_d378e20040
starkes	w1_d378e20045
Corps	w3_d378e20048
Hanöverischer	w5_d378e20051
Jnfanterie	w7_d378e20054
in	w9_d378e20057
Schlacht=ordnung	w1_d378e20062
erblickte,	w3_d378e20065
welches	w5_d378e20068
sich	w7_d378e20071
von	w9_d378e20074
der	w1_d378e20080
Krümme	w3_d378e20083
der	w5_d378e20086
Weser	w7_d378e20089
bis	w9_d378e20092
an	w11_d378e20095
das	w13_d378e20099
Gehölze	w15_d378e20102
erstreckte,	w1_d378e20107
und	w3_d378e20110
in	w5_d378e20113
seiner	w7_d378e20116
Linie	w9_d378e20119
die	w11_d378e20122
Meyerey	w13_d378e20126
von	w1_d378e20131
Tostenhausen	w3_d378e20134
(woraus	w5_d378e20137
selbiges	w7_d378e20140
einen	w9_d378e20143
verschanzten	w1_d378e20148
Posten	w3_d378e20151
gemacht)	w5_d378e20154
eingeschlossen	w7_d378e20157
hatte.	w1_d378e20163
Der	w3_d378e20166
Herzog	w5_d378e20169
liesse	w7_d378e20172
indessen	w9_d378e20175
doch	w11_d378e20178
die	w13_d378e20182
Canonen	w1_d378e20187
herbey	w3_d378e20190
bringen,	w5_d378e20193
und	w7_d378e20196
gegen	w9_d378e20199
5.	w11_d378e20202
Uhr	w13_d378e20206
fiengen	w1_d378e20211
selbige	w3_d378e20214
an	w5_d378e20217
zu	w7_d378e20220
feuern;	w9_d378e20223
weilen	w11_d378e20226
er	w13_d378e20230
aber	w15_d378e20233
die	w1_d378e20238
Sachen	w3_d378e20241
in	w5_d378e20244
ganz	w7_d378e20247
anderen	w9_d378e20250
Umständen	w11_d378e20253
fan	w13_d378e20257
de,	w1_d378e20263
als	w3_d378e20266
diejenigen	w5_d378e20269
waren,	w7_d378e20272
nach	w9_d378e20275
denen	w11_d378e20278
der	w13_d378e20282
Plan	w1_d378e20287
des	w3_d378e20290
Angrifs	w5_d378e20293
entworfen	w7_d378e20296
worden,	w9_d378e20299
so	w11_d378e20302
schickte	w1_d378e20307
er	w3_d378e20310
jemand	w5_d378e20313
an	w7_d378e20316
den	w9_d378e20319
Hrn.	w11_d378e20322
Marschall,	w13_d378e20326
und	w1_d378e20331
liesse	w3_d378e20334
ihn	w5_d378e20337
davon	w7_d378e20340
benachrichtigen.	w9_d378e20343
Der	w11_d378e20346
Feind	w1_d378e20352
beantwortete	w3_d378e20355
die	w5_d378e20358
erste	w7_d378e20361
Canonade	w9_d378e20364
ganz	w11_d378e20367
schwach,	w1_d378e20372
als	w3_d378e20375
er	w5_d378e20378
aber	w7_d378e20381
gewahr	w9_d378e20384
ward,	w11_d378e20387
daß	w13_d378e20391
sich	w15_d378e20394
der	w1_d378e20399
Herzog	w3_d378e20402
dadurch	w5_d378e20405
nicht	w7_d378e20408
wollte	w9_d378e20411
berücken	w11_d378e20414
lassen;	w1_d378e20419
so	w3_d378e20422
machte	w5_d378e20425
er	w7_d378e20428
gar	w9_d378e20431
bald	w11_d378e20434
ein	w13_d378e20438
dem	w15_d378e20441
un	w17_d378e20444
serigen	w1_d378e20450
weit	w3_d378e20453
überlegenes	w5_d378e20456
Feuer,	w7_d378e20459
welches	w9_d378e20462
die	w11_d378e20465
Trupen,	w1_d378e20470
bis	w3_d378e20473
zur	w5_d378e20476
Einlangung	w7_d378e20479
der	w9_d378e20482
Antwort	w11_d378e20485
vom	w1_d378e20490
Hrn.	w3_d378e20493
Marschall	w5_d378e20496
aushielten.	w7_d378e20499
Der	w9_d378e20502
Her	w11_d378e20505
zog	w1_d378e20510
bat	w3_d378e20513
die	w5_d378e20516
Generals	w7_d378e20519
seines	w9_d378e20522
Corps,	w11_d378e20525
die	w13_d378e20529
von	w15_d378e20532
ihm	w1_d378e20538
gemachte	w3_d378e20541
Entdeckung	w5_d378e20544
zu	w7_d378e20547
bemerken,	w9_d378e20550
und	w11_d378e20553
diese	w1_d378e20558
sahen	w3_d378e20561
die	w5_d378e20564
Sache	w7_d378e20567
eben	w9_d378e20570
so,	w11_d378e20573
wie	w13_d378e20577
er.	w15_d378e20580
Jn	w1_d378e20585
deme	w1_d378e20590
man	w3_d378e20593
nun	w5_d378e20596
die	w7_d378e20599
neuen	w9_d378e20602
Ordres	w11_d378e20605
von	w13_d378e20609
dem	w15_d378e20612
</p>
<p id="p14_d378e20615">
Hrn.	w1_d378e20619
Marschall	w3_d378e20622
erwartete,	w5_d378e20625
welche	w7_d378e20628
einzuho	w9_d378e20631
len	w1_d378e20636
endlich	w3_d378e20639
der	w5_d378e20642
Herzog	w7_d378e20645
von	w9_d378e20648
Broglie	w11_d378e20651
person	w13_d378e20655
lich	w1_d378e20660
sich	w3_d378e20663
nach	w5_d378e20666
dem	w7_d378e20669
Mittel=punct	w9_d378e20672
begabe,	w11_d378e20675
wo	w13_d378e20679
sich	w1_d378e20685
der	w3_d378e20688
Marschall	w5_d378e20691
befande,	w7_d378e20694
so	w9_d378e20697
feuerten	w11_d378e20700
die	w13_d378e20704
Canonen	w1_d378e20709
in	w3_d378e20712
einem	w5_d378e20715
fort;	w7_d378e20718
und	w9_d378e20721
als	w11_d378e20724
der	w13_d378e20728
Her	w15_d378e20731
zog	w1_d378e20736
seinen	w3_d378e20739
Flügel	w5_d378e20742
verliesse,	w7_d378e20745
so	w9_d378e20748
setzte	w11_d378e20751
er	w13_d378e20755
alles	w15_d378e20758
in	w1_d378e20763
solchen	w3_d378e20766
Stand,	w5_d378e20769
daß	w7_d378e20772
der	w9_d378e20775
Feind	w11_d378e20778
im	w13_d378e20782
Respeck	w15_d378e20785
gehalten	w1_d378e20791
ward;	w3_d378e20794
der	w5_d378e20797
Hr.	w7_d378e20800
Marschall	w9_d378e20803
hatte	w11_d378e20806
aber	w1_d378e20811
nunmehr	w3_d378e20814
keine	w5_d378e20817
Zeit	w7_d378e20820
mehr,	w9_d378e20823
seinen	w11_d378e20826
Plan	w13_d378e20830
zu	w1_d378e20835
ändern.	w3_d378e20838
Es	w5_d378e20841
ware	w7_d378e20844
8.	w9_d378e20847
Uhr,	w11_d378e20850
der	w13_d378e20854
Feind	w15_d378e20857
rückte	w1_d378e20862
an,	w3_d378e20865
und	w5_d378e20868
bedrohete	w7_d378e20871
unseren	w9_d378e20874
Miltel	w11_d378e20877
punct,	w1_d378e20883
und	w3_d378e20886
würklich	w5_d378e20889
brache	w7_d378e20892
ein	w9_d378e20895
Corps	w11_d378e20898
Eng	w13_d378e20902
ländischer	w1_d378e20907
und	w3_d378e20910
Hanöverischer	w5_d378e20913
durch	w7_d378e20916
Cavalle	w9_d378e20919
rie	w1_d378e20924
unterstützter	w3_d378e20927
Jnfanterie	w5_d378e20930
hervor,	w7_d378e20933
und	w9_d378e20936
rückte	w11_d378e20939
auf	w1_d378e20944
unsere	w3_d378e20947
den	w5_d378e20950
Mittel=punct	w7_d378e20953
ausmachende	w9_d378e20956
Cavallerie	w1_d378e20962
an.	w3_d378e20965
Diese	w5_d378e20968
kame	w7_d378e20971
dem	w9_d378e20974
Anfall	w11_d378e20977
vor,	w1_d378e20982
das	w3_d378e20985
ware	w5_d378e20988
ihr	w7_d378e20991
einziges	w9_d378e20994
Hülfs=mittel.	w11_d378e20997
Allein,	w1_d378e21002
so	w3_d378e21005
lebhaft	w5_d378e21008
sie	w7_d378e21011
auch	w9_d378e21014
anfiele,	w11_d378e21017
so	w13_d378e21021
wurde	w15_d378e21024
sie	w1_d378e21029
doch	w3_d378e21032
zuruck	w5_d378e21035
geschlagen,	w7_d378e21038
weilen	w9_d378e21041
sie	w11_d378e21044
nichts	w13_d378e21048
hatte,	w1_d378e21054
daß	w3_d378e21057
sie	w5_d378e21060
unterstützte.	w7_d378e21063
Die	w9_d378e21066
Brigaden	w11_d378e21069
Jnfanterie	w1_d378e21074
von	w3_d378e21077
Touraine	w5_d378e21080
und	w7_d378e21083
Rouergue,	w9_d378e21086
die	w11_d378e21089
in	w1_d378e21094
selbiger	w3_d378e21097
Linie	w5_d378e21100
in	w7_d378e21103
ihrer	w9_d378e21106
Rechten	w11_d378e21109
stunden,	w13_d378e21113
unternahmen	w1_d378e21118
sich	w3_d378e21121
es	w5_d378e21124
zu	w7_d378e21127
versuchen,	w9_d378e21130
obste	w11_d378e21133
jene	w13_d378e21137
unterstützen	w1_d378e21143
könnten,	w3_d378e21146
allein	w5_d378e21149
sie	w7_d378e21152
wurden	w9_d378e21155
über	w11_d378e21158
den	w1_d378e21163
Hauffen	w3_d378e21166
gewörfen.	w5_d378e21169
Jn	w7_d378e21172
dem	w9_d378e21175
Augenblick,	w11_d378e21178
als	w1_d378e21183
der	w3_d378e21186
Feind	w5_d378e21189
gegen	w7_d378e21192
unserem	w9_d378e21195
Mittel=punct	w11_d378e21198
mit	w13_d378e21202
einem	w1_d378e21207
Corps	w3_d378e21210
Jnfanterie	w5_d378e21213
anrückte,	w7_d378e21216
konnte	w9_d378e21219
man	w1_d378e21225
auch	w3_d378e21228
bereits	w5_d378e21231
absehen,	w7_d378e21234
daß	w9_d378e21237
die	w11_d378e21240
Schlacht	w13_d378e21244
verloren	w1_d378e21249
ware.	w3_d378e21252
Der	w5_d378e21255
Herzog	w7_d378e21258
von	w9_d378e21261
Broglie,	w11_d378e21264
und	w1_d378e21269
die	w3_d378e21272
Generals	w5_d378e21275
seines	w7_d378e21278
Corps	w9_d378e21281
nahnen	w11_d378e21284
so	w13_d378e21288
gleich	w1_d378e21293
ihre	w3_d378e21296
Entschliessung.	w5_d378e21299
Die	w7_d378e21302
Reserve	w9_d378e21305
stiesse	w1_d378e21311
ungesäumt	w3_d378e21314
zu	w5_d378e21317
der	w7_d378e21320
Diviston	w9_d378e21323
des	w11_d378e21326
Rit	w13_d378e21330
ters	w1_d378e21335
von	w3_d378e21338
Nicoloi,	w5_d378e21341
und	w7_d378e21344
beyde	w9_d378e21347
Corps	w11_d378e21350
kamen	w13_d378e21354
unter	w1_d378e21359
Commando	w3_d378e21362
des	w5_d378e21365
Hrn.	w7_d378e21368
Herzogs	w9_d378e21371
her	w11_d378e21374
bey,	w1_d378e21379
sich	w3_d378e21382
vor	w5_d378e21385
den	w7_d378e21388
in	w9_d378e21391
Unordnung	w11_d378e21394
gerahtenen	w13_d378e21398
Mittel=punct	w1_d378e21404
der	w3_d378e21407
Armee	w5_d378e21410
zu	w7_d378e21413
stellen,	w9_d378e21416
und	w11_d378e21419
dem	w13_d378e21423
selben	w1_d378e21428
zur	w3_d378e21431
Vormauer	w5_d378e21434
zu	w7_d378e21437
dienen.	w9_d378e21440
Diese	w11_d378e21443
Be	w13_d378e21447
wegung	w1_d378e21452
ware	w3_d378e21455
um	w5_d378e21458
so	w7_d378e21461
viel	w9_d378e21464
mehr	w11_d378e21467
gewagt,	w13_d378e21471
al	w15_d378e21474
man	w1_d378e21479
zu	w3_d378e21482
gleicher	w5_d378e21485
Zeit	w7_d378e21488
dem	w9_d378e21491
siegenden	w11_d378e21494
Corpo	w13_d378e21498
des	w1_d378e21504
Feindes,	w3_d378e21507
und	w5_d378e21510
dem	w7_d378e21513
starken	w9_d378e21516
Corps	w11_d378e21519
dessel	w13_d378e21523
ben	w1_d378e21528
an	w3_d378e21531
der	w5_d378e21534
Weser	w7_d378e21537
eine	w9_d378e21540
andere	w11_d378e21543
Einbildung	w13_d378e21547
beybringen	w1_d378e21552
muste.	w3_d378e21555
Unter	w5_d378e21558
der	w7_d378e21561
Beginisti	w9_d378e21564
gung	w1_d378e21569
</p>
<p id="p18_d378e21574">
gung	w1_d378e21578
dieser	w3_d378e21581
guten	w5_d378e21584
Standhaftigkeit	w7_d378e21587
des	w9_d378e21590
rech	w11_d378e21593
ten	w1_d378e21598
Flügels,	w3_d378e21601
gienge	w5_d378e21604
das	w7_d378e21607
Mittlere	w9_d378e21610
der	w11_d378e21613
Armee	w13_d378e21617
über	w1_d378e21622
den	w3_d378e21625
Fluß	w5_d378e21628
zurück,	w7_d378e21631
und	w9_d378e21634
wollte	w11_d378e21637
sich	w13_d378e21641
im	w15_d378e21644
vorigen	w1_d378e21650
Lager	w3_d378e21653
wieder	w5_d378e21656
in	w7_d378e21659
Schlacht=ordnung	w9_d378e21662
stellen.	w1_d378e21667
Der	w3_d378e21670
linke	w5_d378e21673
Flügel	w7_d378e21676
folgte	w9_d378e21679
demselben	w11_d378e21682
nebst	w1_d378e21687
der	w3_d378e21690
Cavallerie	w5_d378e21693
des	w7_d378e21696
rechten	w9_d378e21699
Flügels,	w11_d378e21702
und	w1_d378e21707
die	w3_d378e21710
Jnfanterie	w5_d378e21713
dieses	w7_d378e21716
letzteren	w9_d378e21719
bliebe	w11_d378e21722
in	w13_d378e21726
dem	w1_d378e21732
Gebüsche	w3_d378e21735
unter	w5_d378e21738
denen	w7_d378e21741
Canonen	w9_d378e21744
von	w11_d378e21747
Minden	w1_d378e21752
stehen,	w3_d378e21755
um	w5_d378e21758
alle	w7_d378e21761
diese	w9_d378e21764
Bewegungen	w11_d378e21767
durch	w1_d378e21772
ihr	w3_d378e21775
