<doc id="wr_1757-01-15" attrs="word" year="1757" month="01" day="15" corpus="2">
<head id="h2_d109e3306">
Corsica	w1_d109e3310
und	w5_d109e17703
2.	w7_d109e17706
Viertl	w9_d109e17709
Joch=acker,	w11_d109e17712
und	w13_d109e17716
24.	w15_d109e17719
und	w1_d109e17724
2.	w3_d109e17727
Viertl	w5_d109e17730
Tagwerks=vieh=weid,	w7_d109e17733
desglei	w9_d109e17736
chen	w1_d109e17742
4.	w3_d109e17745
bey	w5_d109e17748
sothannen	w7_d109e17751
Gebäu	w9_d109e17754
befindliche	w11_d109e17757
Holtz=hacker=häusel,	w1_d109e17762
mehr	w3_d109e17765
ein	w5_d109e17768
auf	w7_d109e17771
einem	w9_d109e17774
über=land=grund	w1_d109e17779
der	w3_d109e17782
sogenannten	w5_d109e17785
Kleinharn	w7_d109e17788
nerin	w1_d109e17793
neu=erbautes	w3_d109e17796
Häus,	w5_d109e17799
dann	w7_d109e17802
15.	w9_d109e17805
und	w11_d109e17808
3.	w1_d109e17814
Viertl	w3_d109e17817
Tagwerks=grund=stücke	w5_d109e17820
über	w7_d109e17823
Land,	w9_d109e17826
als	w1_d109e17831
4.	w3_d109e17834
und	w5_d109e17837
1.	w7_d109e17840
Viertl	w9_d109e17843
Tagwerks=wiesen	w11_d109e17846
in	w13_d109e17850
Pölla,	w1_d109e17855
worauf	w3_d109e17858
gedachtes	w5_d109e17861
Haus	w7_d109e17864
stehet,	w9_d109e17867
dann	w1_d109e17872
1.	w3_d109e17875
und	w5_d109e17878
3.	w7_d109e17881
Viertl	w9_d109e17884
Tagwerks=wiesen,	w11_d109e17887
die	w13_d109e17891
Scheibalterin	w1_d109e17897
genannt,	w3_d109e17900
und	w5_d109e17903
6.	w7_d109e17906
Tagwerks	w9_d109e17909
</p>
<p id="p14_d109e17912">
wiesen	w1_d109e17916
die	w3_d109e17919
Hallmerin,	w5_d109e17922
welche	w7_d109e17925
zugleich	w9_d109e17928
in	w11_d109e17931
ei	w13_d109e17935
nem	w1_d109e17940
schönen	w3_d109e17943
Obst=garten	w5_d109e17946
bestehen,	w7_d109e17949
und	w9_d109e17952
wor	w11_d109e17955
auf	w1_d109e17960
eben	w3_d109e17963
ein	w5_d109e17966
kleines	w7_d109e17969
Haus,	w9_d109e17972
und	w11_d109e17975
Keller	w13_d109e17979
be	w15_d109e17982
findlich,	w1_d109e17988
nicht	w3_d109e17991
weniger	w5_d109e17994
1.	w7_d109e17997
Tagwerks=wiesen	w9_d109e18000
die	w1_d109e18005
Türnkhalterin,	w3_d109e18008
1.	w5_d109e18011
und	w7_d109e18014
3.	w9_d109e18017
Viertl	w11_d109e18020
Tag	w13_d109e18024
werks=wiesen	w1_d109e18029
die	w3_d109e18032
Bäurin,	w5_d109e18035
und	w7_d109e18038
1.	w9_d109e18041
Tagwerks	w11_d109e18044
wiesen	w1_d109e18049
auf	w3_d109e18052
der	w5_d109e18055
Schön	w7_d109e18058
genannt,	w9_d109e18061
nebst	w11_d109e18064
bem	w13_d109e18068
vorhanden	w1_d109e18074
in	w3_d109e18077
zwey	w5_d109e18080
starken	w7_d109e18083
Zug=ochsen,	w9_d109e18086
2.	w11_d109e18089
detti	w1_d109e18094
vier=jährigen	w3_d109e18097
etwas	w5_d109e18100
kleineren,	w7_d109e18103
5.	w9_d109e18106
Stuck	w11_d109e18109
Kühn,	w1_d109e18114
und	w3_d109e18117
einem	w5_d109e18120
dreyjährigen	w7_d109e18123
gemeinen	w9_d109e18126
Stier	w11_d109e18129
bestehenden	w1_d109e18134
Vieh,	w3_d109e18137
endlich	w5_d109e18140
der	w7_d109e18143
unweit	w9_d109e18146
des	w11_d109e18149
er	w13_d109e18153
wehnten	w1_d109e18159
Haupt=gebäudes	w3_d109e18162
befindlichen	w5_d109e18165
Säg	w7_d109e18168
und	w1_d109e18173
Mahl=mühl	w3_d109e18176
plus	w5_d109e18179
offerenti	w7_d109e18182
verkauffet	w9_d109e18185
werden.	w1_d109e18190
</p>
<p id="p16_d109e18193">
Auf	w1_d109e18197
Verordnung	w3_d109e18200
einer	w5_d109e18203
Hochlöbl.	w7_d109e18206
N.	w9_d109e18209
Oe.	w11_d109e18212
Regierung	w1_d109e18217
in	w3_d109e18220
Justitz=sachen,	w5_d109e18223
werden	w7_d109e18226
auf	w9_d109e18229
den	w11_d109e18232
27sten	w1_d109e18237
dies	w3_d109e18240
in	w5_d109e18243
dem	w7_d109e18246
Zurawskischen	w9_d109e18249
Haus	w11_d109e18252
bey	w13_d109e18256
denen	w1_d109e18262
7.	w3_d109e18265
Schwerdtern	w5_d109e18268
genannt,	w7_d109e18271
nächst	w9_d109e18274
unser	w11_d109e18277
lieben	w1_d109e18282
Frauen	w3_d109e18285
Stiegen,	w5_d109e18288
im	w7_d109e18291
ersten	w9_d109e18294
Stock,	w11_d109e18297
linker	w1_d109e18302
Hand,	w3_d109e18305
verschiedene	w5_d109e18308
Effecten:	w7_d109e18311
bestehend	w9_d109e18314
in	w1_d109e18319
Manns=kleidern,	w3_d109e18322
Leingewand,	w5_d109e18325
Bilder,	w7_d109e18328
Spalier,	w1_d109e18334
Sessel,	w3_d109e18337
Wagen,	w5_d109e18340
Pirousch,	w7_d109e18343
Zinn,	w9_d109e18346
Kupfer,	w1_d109e18351
und	w3_d109e18354
andere	w5_d109e18357
Haus=gerätschaften,	w7_d109e18360
Vormittag	w1_d109e18365
von	w3_d109e18368
9.	w5_d109e18371
bis	w7_d109e18374
12.,	w9_d109e18377
Nachmittag	w11_d109e18380
aber	w1_d109e18385
von	w3_d109e18388
3.	w5_d109e18391
bis	w7_d109e18394
6.	w9_d109e18397
Uhr	w11_d109e18400
licitando	w13_d109e18404
plus	w15_d109e18407
offe	w17_d109e18410
renti	w1_d109e18416
verkauft	w3_d109e18419
werden.	w5_d109e18422
</p>
<p id="p18_d109e18425">
Es	w1_d109e18429
ist	w3_d109e18432
ein	w5_d109e18435
Wachtel=hund,	w7_d109e18438
weiß	w9_d109e18441
mit	w11_d109e18444
schwar	w13_d109e18448
zen	w1_d109e18453
Flecken	w3_d109e18456
auf	w5_d109e18459
Tieger=art,	w7_d109e18462
wol	w9_d109e18465
behenckt,	w11_d109e18468
mit	w1_d109e18473
einem	w3_d109e18476
kurzen	w5_d109e18479
Schweif,	w7_d109e18482
von	w9_d109e18485
mitteler	w11_d109e18488
Grös	w13_d109e18492
se,	w1_d109e18498
am	w3_d109e18501
vergangenen	w5_d109e18504
Samstag	w7_d109e18507
den	w9_d109e18510
8.	w11_d109e18513
dies	w13_d109e18517
verloren	w1_d109e18522
gegangen,	w3_d109e18525
wer	w5_d109e18528
solchen	w7_d109e18531
gefunden,	w9_d109e18534
oder	w11_d109e18537
hievon	w1_d109e18542
einige	w3_d109e18545
Wissenschaft	w5_d109e18548
hat,	w7_d109e18551
wird	w9_d109e18554
höflich	w11_d109e18557
ersuchet,	w1_d109e18562
dem	w3_d109e18565
Hrn.	w5_d109e18568
Kammer=dienern	w7_d109e18571
Sr.	w9_d109e18574
Ex	w11_d109e18577
cellen;	w1_d109e18583
Hrn.	w3_d109e18586
Grafen	w5_d109e18589
von	w7_d109e18592
Mygazy	w9_d109e18595
in	w11_d109e18598
das	w13_d109e18602
Gast=hauß	w1_d109e18607
zum	w3_d109e18610
Wilden=mann	w5_d109e18613
in	w7_d109e18616
der	w9_d109e18619
Kärnt	w11_d109e18622
ner=strassen,	w1_d109e18627
gegen	w3_d109e18630
Recompens	w5_d109e18633
zu	w7_d109e18636
überbrin	w9_d109e18639
gen.	w1_d109e18644
</p>
<p id="p20_d109e18647">
NB.	w1_d109e18651
Bey	w3_d109e18654
dem	w5_d109e18657
Loge=meister	w7_d109e18660
ist	w9_d109e18663
das	w11_d109e18666
Haupt	w13_d109e18670
repertorium	w1_d109e18675
derer	w3_d109e18678
Wienerischen	w5_d109e18681
Theatern	w7_d109e18684
von	w9_d109e18687
dem	w1_d109e18692
Jahr	w3_d109e18695
1752.	w5_d109e18698
bis	w7_d109e18701
Anno	w9_d109e18704
1757.	w11_d109e18707
unter	w13_d109e18711
folgenden	w1_d109e18717
Preisen	w3_d109e18720
zu	w5_d109e18723
bekommen:	w7_d109e18726
Jn	w9_d109e18729
Car	w11_d109e18732
mesin=band	w1_d109e18737
2.	w3_d109e18740
fl.	w5_d109e18743
in	w7_d109e18746
Kalb=leder	w9_d109e18749
1.	w11_d109e18752
fl.	w13_d109e18756
8.	w15_d109e18759
kr.	w1_d109e18764
in	w3_d109e18767
ordinari=band	w5_d109e18770
34.	w7_d109e18773
kr.	w9_d109e18776
</p>
<p id="p22_d109e18779">
NB.	w1_d109e18783
On	w3_d109e18786
trouve	w5_d109e18789
chez	w7_d109e18792
le	w9_d109e18795
Maitre	w11_d109e18798
des	w13_d109e18802
Loges	w15_d109e18805
le	w1_d109e18810
Repertoire	w3_d109e18813
General	w5_d109e18816
des	w7_d109e18819
Theatres	w9_d109e18822
de	w11_d109e18825
Vienne	w1_d109e18830
depuis	w3_d109e18833
l’Année	w5_d109e18836
1752.	w7_d109e18839
jusqu'à	w9_d109e18842
l'Année	w1_d109e18848
1757.	w3_d109e18851
aux	w5_d109e18854
prix	w7_d109e18857
Suivants:	w9_d109e18860
Re-	w11_d109e18863
lié	w1_d109e18868
en	w3_d109e18871
Maroquin	w5_d109e18874
2.	w7_d109e18877
fl.	w9_d109e18880
Relié	w11_d109e18883
en	w13_d109e18887
veau	w15_d109e18890
Fauve	w1_d109e18895
1.	w3_d109e18898
fl.	w5_d109e18901
8.	w7_d109e18904
x.	w9_d109e18907
Broché	w11_d109e18910
34.	w13_d109e18914
x.	w15_d109e18917
</p>
<head id="h2_d109e19008">
Bonis	w1_d109e19012
de.	w3_d109e19015
Des.	w5_d109e19018
176.	w7_d109e19021
</head>
<p id="p4_d109e19024">
S	w1_d109e19028
hat	w3_d109e19031
Sr.	w5_d109e19034
Majestät	w7_d109e19037
dem	w9_d109e19040
König	w11_d109e19043
sehr	w13_d109e19047
wohl	w1_d109e19052
gefallen,	w3_d109e19055
daß	w5_d109e19058
nur	w7_d109e19061
ein	w9_d109e19064
Theil	w11_d109e19067
der	w13_d109e19071
rer	w1_d109e19076
Parlaments=glieder	w3_d109e19079
abgedanket	w5_d109e19082
hat,	w7_d109e19085
und	w9_d109e19088
solchem	w1_d109e19094
Exempel	w3_d109e19097
von	w5_d109e19100
mehrern	w7_d109e19103
nicht	w9_d109e19106
gefol	w11_d109e19109
get	w1_d109e19114
worden	w3_d109e19117
ist.	w5_d109e19120
Se.	w7_d109e19123
Majestät	w9_d109e19126
der	w11_d109e19129
König,	w13_d109e19133
haben	w1_d109e19138
auch,	w3_d109e19141
nachdem	w5_d109e19144
Sie	w7_d109e19147
die	w9_d109e19150
grosse	w11_d109e19153
Kammer	w13_d109e19157
nach	w1_d109e19162
Versailles	w3_d109e19165
beruffen,	w5_d109e19168
denen	w7_d109e19171
Präsiden	w9_d109e19174
ten,	w1_d109e19180
und	w3_d109e19183
Rähten,	w5_d109e19186
die	w7_d109e19189
sich	w9_d109e19192
dahin	w11_d109e19195
verfüget	w13_d109e19199
bezeuget,	w1_d109e19204
daß	w3_d109e19207
Sie	w5_d109e19210
mit	w7_d109e19213
ihrer	w9_d109e19216
Treue,	w11_d109e19219
und	w13_d109e19223
denen	w1_d109e19228
neuen	w3_d109e19231
Proben,	w5_d109e19234
die	w7_d109e19237
sie	w9_d109e19240
durch	w11_d109e19243
ihren	w13_d109e19247
Ge	w15_d109e19250
horsam	w1_d109e19255
hierbey	w3_d109e19258
gäben,	w5_d109e19261
vollkommen	w7_d109e19264
zufrie	w9_d109e19267
den	w1_d109e19273
wären.	w3_d109e19276
Diejenigen	w5_d109e19279
Präsidenten	w7_d109e19282
und	w9_d109e19285
Rähte,	w1_d109e19290
welche	w3_d109e19293
ihre	w5_d109e19296
Bedienungen	w7_d109e19299
niedergele	w9_d109e19302
get,	w1_d109e19307
haben	w3_d109e19310
hiernächst	w5_d109e19313
Befehl	w7_d109e19316
empfangen,	w9_d109e19319
sie	w11_d109e19322
wieder	w1_d109e19327
anzutretten,	w3_d109e19330
und	w5_d109e19333
Se.	w7_d109e19336
Majestät	w9_d109e19339
der	w11_d109e19342
König	w1_d109e19348
erlaubet	w3_d109e19351
seinem	w5_d109e19354
Parlement,	w7_d109e19357
ihm	w9_d109e19360
über	w11_d109e19363
die	w1_d109e19368
Materien,	w3_d109e19371
die	w5_d109e19374
in	w7_d109e19377
dem	w9_d109e19380
Lit	w11_d109e19383
de	w13_d109e19387
Justice	w15_d109e19390
vorgekommen	w1_d109e19395
seynd,	w3_d109e19398
Vorstellungen	w5_d109e19401
zu	w7_d109e19404
thun.	w9_d109e19407
Die	w1_d109e19412
durch	w3_d109e19415
die	w5_d109e19418
Declaration,	w7_d109e19421
welche	w9_d109e19424
die	w11_d109e19427
Di	w13_d109e19431
seiplin	w1_d109e19437
dieses	w3_d109e19440
Tribunals	w5_d109e19443
betrift,	w7_d109e19446
vorgeschrie	w9_d109e19449
bene	w1_d109e19454
Schranken	w3_d109e19457
scheinen	w5_d109e19460
zu	w7_d109e19463
dem	w9_d109e19466
Beginnen	w11_d109e19469
derer,	w1_d109e19474
die	w3_d109e19477
sich	w5_d109e19480
ihres	w7_d109e19483
Diensts	w9_d109e19486
entzogen,	w11_d109e19489
das	w13_d109e19493
meiste	w1_d109e19498
beygetragen	w3_d109e19501
zu	w5_d109e19504
haben.	w7_d109e19507
Der	w9_d109e19510
Jnhalt	w11_d109e19513
derer	w1_d109e19519
Articuln	w3_d109e19522
dieser	w5_d109e19525
Declaration	w7_d109e19528
aber	w9_d109e19531
beste	w11_d109e19534
het	w1_d109e19539
in	w3_d109e19542
folgenden:	w5_d109e19545
</p>
<p id="p6_d109e19548">
Der	w1_d109e19552
erste	w3_d109e19555
Articul	w5_d109e19558
leget	w7_d109e19561
der	w9_d109e19564
grossen	w11_d109e19567
Kam	w13_d109e19571
mer	w1_d109e19576
absonderlich	w3_d109e19579
die	w5_d109e19582
Erkänntnüß	w7_d109e19585
von	w9_d109e19588
allem	w11_d109e19591
dem	w1_d109e19596
bey,	w3_d109e19599
was	w5_d109e19602
die	w7_d109e19605
General=policey	w9_d109e19608
in	w11_d109e19611
denen	w13_d109e19615
Civil=oder	w1_d109e19621
geistlichen	w3_d109e19624
Materien	w5_d109e19627
betrift,	w7_d109e19630
die	w9_d109e19633
auf	w1_d109e19638
eine	w3_d109e19641
oder	w5_d109e19644
die	w7_d109e19647
andere	w9_d109e19650
Weise	w11_d109e19653
an	w13_d109e19657
das	w15_d109e19660
Par	w17_d109e19663
lement	w1_d109e19668
kommen	w3_d109e19671
Nach	w5_d109e19674
dem	w7_d109e19677
andern	w9_d109e19680
Articul	w11_d109e19683
sollen	w1_d109e19688
alle	w3_d109e19691
Präsidenten,	w5_d109e19694
und	w7_d109e19697
Rähte,	w9_d109e19700
die	w11_d109e19703
in	w13_d109e19707
der	w1_d109e19713
grossen	w3_d109e19716
Kammer	w5_d109e19719
Sitz	w7_d109e19722
haben,	w9_d109e19725
der	w11_d109e19728
Be	w13_d109e19732
urtheilung	w1_d109e19737
dergleichen	w3_d109e19740
Sachen	w5_d109e19743
beywohnen	w7_d109e19746
können.	w1_d109e19751
Hingegen	w3_d109e19754
sollen	w5_d109e19757
sich	w7_d109e19760
3.)	w9_d109e19763
die	w11_d109e19766
Kam	w13_d109e19770
mern	w1_d109e19775
nicht	w3_d109e19778
versammlen	w5_d109e19781
können,	w7_d109e19784
wann	w9_d109e19787
nicht	w11_d109e19790
der	w1_d109e19796
erste	w3_d109e19799
Präsident,	w5_d109e19802
oder	w7_d109e19805
der	w9_d109e19808
jenige,	w11_d109e19811
welcher	w13_d109e19815
in	w1_d109e19820
dessen	w3_d109e19823
Abwesenheit	w5_d109e19826
präsidiret,	w7_d109e19829
von	w9_d109e19832
denen	w11_d109e19835
Beweg=ursachen,	w1_d109e19840
warum	w3_d109e19843
die	w5_d109e19846
Seßion	w7_d109e19849
ver	w9_d109e19852
langt	w1_d109e19857
worden,	w3_d109e19860
und	w5_d109e19863
von	w7_d109e19866
denen,	w9_d109e19869
worüber	w11_d109e19872
man	w13_d109e19876
darinn	w1_d109e19882
berahtschlagen	w3_d109e19885
will,	w5_d109e19888
unterrichtet	w7_d109e19891
ist.	w9_d109e19894
4.)	w1_d109e19899
der	w3_d109e19902
erste	w5_d109e19905
Präsident,	w7_d109e19908
oder	w9_d109e19911
derjenige,	w11_d109e19914
der	w13_d109e19918
in	w1_d109e19923
seiner	w3_d109e19926
Abwesenheit	w5_d109e19929
prästdiret,	w7_d109e19932
soll	w9_d109e19935
dener	w11_d109e19938
</p>
<p id="p8_d109e19941">
Präsdenten	w1_d109e19945
des	w3_d109e19948
Patlements,	w5_d109e19951
und	w7_d109e19954
der	w9_d109e19957
glos	w11_d109e19960
sen	w1_d109e19965
Kammer	w3_d109e19968
das	w5_d109e19971
Suchen	w7_d109e19974
und	w9_d109e19977
die	w11_d109e19980
Beweg	w13_d109e19984
ursachen	w1_d109e19989
der	w3_d109e19992
Versammlung	w5_d109e19995
derer	w7_d109e19998
Kammern	w9_d109e20001
mittheilen,	w1_d109e20007
um	w3_d109e20010
von	w5_d109e20013
der	w7_d109e20016
ganzen	w9_d109e20019
Kammer	w11_d109e20022
er	w13_d109e20026
wogen	w1_d109e20031
zu	w3_d109e20034
werden,	w5_d109e20037
ob	w7_d109e20040
solche	w9_d109e20043
Versammlung	w11_d109e20046
statt	w1_d109e20051
habe;	w3_d109e20054
welches	w5_d109e20057
durch	w7_d109e20060
die	w9_d109e20063
Mehrheit	w11_d109e20066
derer	w13_d109e20070
Stimmen	w1_d109e20075
entschieden	w3_d109e20078
werden	w5_d109e20081
soll.	w7_d109e20084
5.)	w9_d109e20087
Jn	w11_d109e20090
dem	w1_d109e20096
Fall,	w3_d109e20099
wo	w5_d109e20102
es	w7_d109e20105
nicht	w9_d109e20108
Statt	w11_d109e20111
finden	w13_d109e20115
wird,	w15_d109e20118
sie	w17_d109e20121
zu	w1_d109e20126
versammlen,	w3_d109e20129
ist	w5_d109e20132
es	w7_d109e20135
denen	w9_d109e20138
Officiers	w11_d109e20141
derer	w13_d109e20145
En	w15_d109e20148
queten,	w1_d109e20153
und	w3_d109e20156
Requeten	w5_d109e20159
verboten,	w7_d109e20162
in	w9_d109e20165
der	w11_d109e20168
gros	w13_d109e20172
sen	w1_d109e20177
Kammer	w3_d109e20180
Platz	w5_d109e20183
zu	w7_d109e20186
nehmen,	w9_d109e20189
und	w11_d109e20192
alda	w13_d109e20196
den	w15_d109e20199
Dienst	w1_d109e20205
zu	w3_d109e20208
stöhren,	w5_d109e20211
oder	w7_d109e20214
zu	w9_d109e20217
unterbrechen,	w11_d109e20220
bey	w13_d109e20224
Sttaffe	w1_d109e20229
des	w3_d109e20232
Ungehorsams,	w5_d109e20235
und	w7_d109e20238
Verlurst	w9_d109e20241
des	w11_d109e20244
Diensts.	w1_d109e20249
6.)	w3_d109e20252
Soll	w5_d109e20255
bey	w7_d109e20258
dem	w9_d109e20261
Parlement	w11_d109e20264
kei	w13_d109e20268
ne	w1_d109e20273
Denunciation	w3_d109e20276
anders	w5_d109e20279
geschehen	w7_d109e20282
können,	w9_d109e20285
als	w1_d109e20291
durch	w3_d109e20294
den	w5_d109e20297
General=procureur.	w7_d109e20300
7.)	w9_d109e20303
Die	w11_d109e20306
Bestimmung	w1_d109e20311
derer	w3_d109e20314
Fälle,	w5_d109e20317
worüber	w7_d109e20320
die	w9_d109e20323
Kam	w11_d109e20326
mern	w1_d109e20331
zu	w3_d109e20334
versammlen	w5_d109e20337
seynd,	w7_d109e20340
soll	w9_d109e20343
sich	w11_d109e20346
nicht	w13_d109e20350
auf	w15_d109e20353
die	w1_d109e20358
Ordonancen,	w3_d109e20361
Edicte,	w5_d109e20364
Declarationes,	w7_d109e20367
oder	w9_d109e20370
Patente	w1_d109e20376
Sr.	w3_d109e20379
Majestät	w5_d109e20382
in	w7_d109e20385
Betref	w9_d109e20388
der	w11_d109e20391
Gene	w13_d109e20395
ral=administration	w1_d109e20400
der	w3_d109e20403
Justitz,	w5_d109e20406
derer	w7_d109e20409
neuen	w9_d109e20412
Auf	w11_d109e20415
lagen,	w1_d109e20420
oder	w3_d109e20423
Errichtung	w5_d109e20426
derer	w7_d109e20429
Renten,	w9_d109e20432
oder	w11_d109e20435
Aemter	w1_d109e20440
erstrecken,	w3_d109e20443
davon	w5_d109e20446
die	w7_d109e20449
Registrirung	w9_d109e20452
durch	w1_d109e20458
die	w3_d109e20461
Versammlung	w5_d109e20464
deren	w7_d109e20467
Kammern	w9_d109e20470
ge	w11_d109e20473
schehen	w1_d109e20478
muß.	w3_d109e20481
8.)	w5_d109e20484
Wann	w7_d109e20487
man	w9_d109e20490
zu	w11_d109e20493
dieser	w13_d109e20497
Re	w15_d109e20500
gistrirung	w1_d109e20505
schreiten	w3_d109e20508
will,	w5_d109e20511
mag	w7_d109e20514
das	w9_d109e20517
Parlement	w11_d109e20520
solche	w1_d109e20525
Vorstellungen	w3_d109e20528
entwerfen,	w5_d109e20531
als	w7_d109e20534
es	w9_d109e20537
für	w11_d109e20540
den	w1_d109e20546
Dienst	w3_d109e20549
Sr.	w5_d109e20552
Majestät,	w7_d109e20555
und	w9_d109e20558
das	w11_d109e20561
offentli	w13_d109e20565
che	w1_d109e20570
Beste	w3_d109e20573
zuträglich	w5_d109e20576
sinden	w7_d109e20579
wird.	w9_d109e20582
9.)	w11_d109e20585
Die	w13_d109e20589
Vorstellungen	w1_d109e20594
sollen	w3_d109e20597
innerhalb	w5_d109e20600
14.	w7_d109e20603
Tägen	w9_d109e20606
über	w11_d109e20609
reichet	w1_d109e20614
werden.	w3_d109e20617
10.)	w5_d109e20620
Wann	w7_d109e20623
Se.	w9_d109e20626
Majestät	w11_d109e20629
darauf	w1_d109e20635
zu	w3_d109e20638
antworten	w5_d109e20641
geruhen	w7_d109e20644
wird,	w9_d109e20647
soll	w11_d109e20650
das	w13_d109e20654
Parlement	w1_d109e20659
gehalten	w3_d109e20662
seyn,	w5_d109e20665
des	w7_d109e20668
andern	w9_d109e20671
Ta	w11_d109e20674
ges	w1_d109e20679
die	w3_d109e20682
Registrirung	w5_d109e20685
vorzunehmen,	w7_d109e20688
mit	w9_d109e20691
Vor	w11_d109e20694
behalt	w1_d109e20699
dessen,	w3_d109e20702
was	w5_d109e20705
es	w7_d109e20708
über	w9_d109e20711
die	w11_d109e20714
Vollstreckung	w13_d109e20718
derer	w1_d109e20724
Ordonanzen,	w3_d109e20727
Edicte,	w5_d109e20730
Declarationen,	w7_d109e20733
rc.	w9_d109e20736
einzuwenden	w1_d109e20741
haben	w3_d109e20744
möchte,	w5_d109e20747
deren	w7_d109e20750
Vollzie	w9_d109e20753
hung	w1_d109e20758
aber	w3_d109e20761
indessen	w5_d109e20764
doch	w7_d109e20767
Statt	w9_d109e20770
haben	w11_d109e20773
soll.	w13_d109e20777
11.)	w1_d109e20782
Wann	w3_d109e20785
auch	w5_d109e20788
das	w7_d109e20791
Parlement	w9_d109e20794
dieselben	w11_d109e20797
nicht	w1_d109e20803
registriret,	w3_d109e20806
sollen	w5_d109e20809
sie	w7_d109e20812
dannoch	w9_d109e20815
für	w11_d109e20818
re	w13_d109e20822
gistriret,	w1_d109e20827
und	w3_d109e20830
publiciret	w5_d109e20833
gehalten,	w7_d109e20836
und	w9_d109e20839
als	w11_d109e20842
solche	w1_d109e20847
durch	w3_d109e20850
den	w5_d109e20853
General=procurator	w7_d109e20856
an	w9_d109e20859
die	w11_d109e20862
Aemter,	w1_d109e20867
und	w3_d109e20870
gehörige	w5_d109e20873
Orte	w7_d109e20876
gesendet	w9_d109e20879
werden.	w11_d109e20882
12.)	w1_d109e20888
Kein	w3_d109e20891
Conseiller=ciers	w5_d109e20894
noch	w7_d109e20897
Weltlicher	w9_d109e20900
</p>
<p id="p12_d109e20906">
soll	w1_d109e20910
Sitz	w3_d109e20913
und	w5_d109e20916
Stimme	w7_d109e20919
in	w9_d109e20922
der	w11_d109e20925
Versammlung	w13_d109e20929
derer	w1_d109e20934
Kammern	w3_d109e20937
haben,	w5_d109e20940
welcher	w7_d109e20943
nicht	w9_d109e20946
10.	w11_d109e20949
Jahr	w1_d109e20954
bey	w3_d109e20957
dem	w5_d109e20960
Parlement	w7_d109e20963
gedienet	w9_d109e20966
hat.	w11_d109e20969
13.)	w13_d109e20973
Das	w1_d109e20979
/	w3_d109e20982
Votum	w5_d109e20985
deliberativum	w7_d109e20988
soll	w9_d109e20991
vor	w11_d109e20994
dem	w13_d109e20998
25.	w1_d109e21003
Jahre	w3_d109e21006
nicht	w5_d109e21009
zugelassen	w7_d109e21012
werden.	w9_d109e21015
14.	w11_d109e21018
Keine	w1_d109e21023
Parlements=glieder	w3_d109e21026
sollen	w5_d109e21029
bey	w7_d109e21032
Straf	w9_d109e21035
fe	w1_d109e21040
des	w3_d109e21043
Ungehorsams,	w5_d109e21046
und	w7_d109e21049
Verlurst	w9_d109e21052
ihrer	w11_d109e21055
Stel	w13_d109e21059
len,	w1_d109e21065
ihre	w3_d109e21068
Functiones	w5_d109e21071
aussetzen,	w7_d109e21074
oder	w9_d109e21077
unter	w11_d109e21080
brechen	w1_d109e21085
mögen.	w3_d109e21088
15.)	w5_d109e21091
Dem	w7_d109e21094
Jnhalt	w9_d109e21097
dieser	w11_d109e21100
Declaration	w1_d109e21105
soll	w3_d109e21108
genau	w5_d109e21111
nachgelebet	w7_d109e21114
werden,	w9_d109e21117
und	w1_d109e21122
es	w3_d109e21125
wird	w5_d109e21128
zugleich	w7_d109e21131
dem	w9_d109e21134
ersten,	w11_d109e21137
und	w13_d109e21141
de	w15_d109e21144
nen	w1_d109e21150
übrigen	w3_d109e21153
Präsidenten	w5_d109e21156
untersaget	w7_d109e21159
einige	w9_d109e21162
Versammlung,	w1_d109e21167
oder	w3_d109e21170
Berahtschlagung	w5_d109e21173
dies	w7_d109e21176
falls	w1_d109e21181
anzustellen,	w3_d109e21184
dabey	w5_d109e21187
zu	w7_d109e21190
präsidiren,	w9_d109e21193
oder	w11_d109e21196
zugegen	w1_d109e21201
zu	w3_d109e21204
seyn.	w5_d109e21207
</p>
<p id="p14_d109e21210">
Diese	w1_d109e21214
Declaration	w3_d109e21217
nun,	w5_d109e21220
und	w7_d109e21223
das,	w9_d109e21226
was	w11_d109e21229
das	w1_d109e21234
andere	w3_d109e21237
Königl.	w5_d109e21240
Edict	w7_d109e21243
verfüget,	w9_d109e21246
hat	w11_d109e21249
be	w13_d109e21253
kannter	w1_d109e21258
massen	w3_d109e21261
verschiedene	w5_d109e21264
Glieder	w7_d109e21267
veran	w9_d109e21270
lasset,	w1_d109e21276
daß	w3_d109e21279
sie	w5_d109e21282
sich	w7_d109e21285
ihres	w9_d109e21288
Diensts	w11_d109e21291
begeben.	w13_d109e21295
Man	w1_d109e21300
schmeichelt	w3_d109e21303
sich	w5_d109e21306
immittelst,	w7_d109e21309
daß	w9_d109e21312
man	w11_d109e21315
ein	w1_d109e21320
Auskommen	w3_d109e21323
darinn	w5_d109e21326
finden	w7_d109e21329
werde,	w9_d109e21332
um	w11_d109e21335
so	w1_d109e21340
viel	w3_d109e21343
mehr,	w5_d109e21346
da	w7_d109e21349
Se.	w9_d109e21352
Majestät	w11_d109e21355
der	w13_d109e21359
König	w15_d109e21362
in	w1_d109e21368
der	w3_d109e21371
Antwort	w5_d109e21374
der	w7_d109e21377
Deputation,	w9_d109e21380
die	w11_d109e21383
sich	w13_d109e21387
nach	w1_d109e21392
Versailles	w3_d109e21395
begeben	w5_d109e21398
gehabt,	w7_d109e21401
die	w9_d109e21404
Er	w11_d109e21407
