<doc id="wr_1756-11-20" attrs="word" year="1756" month="11" day="20" corpus="2">
<head id="h2_d93e3076">
Lenden	w1_d93e3080
Tagsatzung	w3_d93e17497
all=diejenige,	w5_d93e17500
so	w7_d93e17503
an	w9_d93e17506
Weil.	w1_d93e17511
der	w3_d93e17514
Frauen	w5_d93e17517
Gräfin	w7_d93e17520
Pzierskofski	w9_d93e17523
seel.	w11_d93e17526
Verlassenschaft	w1_d93e17531
einige	w3_d93e17534
Sprüche,	w5_d93e17537
und	w7_d93e17540
An	w9_d93e17543
forderungen	w1_d93e17548
zu	w3_d93e17551
machen	w5_d93e17554
vermeinen,	w7_d93e17557
also	w9_d93e17560
ge	w11_d93e17563
wiß,	w1_d93e17569
entweders	w3_d93e17572
Persönlich,	w5_d93e17575
oder	w7_d93e17578
durch	w9_d93e17581
ih	w11_d93e17584
re	w1_d93e17589
gevollmächtigte	w3_d93e17592
erscheinen,	w5_d93e17595
auch	w7_d93e17598
hiebey	w9_d93e17601
ihre	w1_d93e17606
Forderungen	w3_d93e17609
gehörig	w5_d93e17612
anmelden,	w7_d93e17615
und	w9_d93e17618
liquidiren,	w1_d93e17623
als	w3_d93e17626
im	w5_d93e17629
widrigen,	w7_d93e17632
sie	w9_d93e17635
nicht	w11_d93e17638
mehr	w13_d93e17642
tehöret	w1_d93e17648
werden,	w3_d93e17651
sondern	w5_d93e17654
ihnen	w7_d93e17657
das	w9_d93e17660
ewige	w11_d93e17663
Stillschweigen	w1_d93e17668
auferleget	w3_d93e17671
seyn	w5_d93e17674
solle.	w7_d93e17677
</p>
<p id="p22_d93e17680">
Auf	w1_d93e17684
eigenes	w3_d93e17687
Anlangen	w5_d93e17690
des	w7_d93e17693
Kaiserl.	w9_d93e17696
Kö	w11_d93e17699
nigl.	w1_d93e17704
General	w3_d93e17707
feld=wacht=meisters	w5_d93e17710
Herrn	w7_d93e17713
Nie	w9_d93e17716
las	w1_d93e17721
Grafens	w3_d93e17724
von	w5_d93e17727
Esterhazy	w7_d93e17730
haben	w9_d93e17733
all	w11_d93e17736
und	w13_d93e17740
je	w15_d93e17743
de,	w1_d93e17749
welche	w3_d93e17752
an	w5_d93e17755
ihme	w7_d93e17758
eine	w9_d93e17761
Anforderung	w11_d93e17764
haben,	w13_d93e17768
oder	w1_d93e17773
zu	w3_d93e17776
machen	w5_d93e17779
vermeinen,	w7_d93e17782
den	w9_d93e17785
neunten	w11_d93e17788
Febr.	w13_d93e17792
künftigen	w1_d93e17797
1757.	w3_d93e17800
Jahrs	w5_d93e17803
früh	w7_d93e17806
um	w9_d93e17809
9.	w11_d93e17812
Uhr	w13_d93e17816
bey	w15_d93e17819
dem	w1_d93e17824
Hochlöbl.	w3_d93e17827
Kaiserl.	w5_d93e17830
Königl.	w7_d93e17833
Judicio	w9_d93e17836
De-	w11_d93e17839
legato	w1_d93e17845
Militari	w3_d93e17848
mixto,	w5_d93e17851
alhier	w7_d93e17854
in	w9_d93e17857
Wien	w11_d93e17860
al	w13_d93e17864
so	w1_d93e17869
gewiß	w3_d93e17872
sich	w5_d93e17875
anzumelden,	w7_d93e17878
und	w9_d93e17881
ihre	w11_d93e17884
Anfor	w13_d93e17888
derungen	w1_d93e17893
zu	w3_d93e17896
liquidiren,	w5_d93e17899
wie	w7_d93e17902
im	w9_d93e17905
widrigen	w11_d93e17908
nach	w1_d93e17913
Verlauf	w3_d93e17916
dieser	w5_d93e17919
Zeit	w7_d93e17922
dieselbe	w9_d93e17925
nicht	w11_d93e17928
mehr	w13_d93e17932
gehöret,	w1_d93e17938
sondern	w3_d93e17941
ihnen	w5_d93e17944
das	w7_d93e17947
ewige	w9_d93e17950
Stillschwei	w11_d93e17953
gen	w1_d93e17958
auferlegt	w3_d93e17961
seyn	w5_d93e17964
solle.	w7_d93e17967
ExJud.	w9_d93e17970
Del.	w11_d93e17973
Mil.	w13_d93e17977
mix.	w15_d93e17980
super	w1_d93e17985
ac	w3_d93e17988
inser.	w5_d93e17991
Aust.	w7_d93e17994
Wien,	w9_d93e17997
den	w11_d93e18000
6.	w13_d93e18004
Nov.	w15_d93e18007
1756.	w17_d93e18010
</p>
<p id="p24_d93e18014">
Bey	w1_d93e18018
Johann	w3_d93e18021
Jacob	w5_d93e18024
Lidl,	w7_d93e18027
Kupfer=siechen	w9_d93e18030
in	w1_d93e18035
Doctor=deimblischen	w3_d93e18038
Haus	w5_d93e18041
neben	w7_d93e18044
der	w9_d93e18047
Heil.	w11_d93e18050
Dreyfaltigkeit	w1_d93e18055
ist	w3_d93e18058
zu	w5_d93e18061
haben:	w7_d93e18064
Eine	w9_d93e18067
neue	w11_d93e18070
und	w13_d93e18074
accurate	w1_d93e18080
Land=karte	w3_d93e18083
des	w5_d93e18086
grossen	w7_d93e18089
Herzogtums	w9_d93e18092
Ober	w1_d93e18097
und	w3_d93e18100
Nieder=schlesien,	w5_d93e18103
der	w7_d93e18106
Grafschaft	w9_d93e18109
Glatz,	w1_d93e18114
und	w3_d93e18117
anderen	w5_d93e18120
angränzenden	w7_d93e18123
Ländern,	w9_d93e18126
</p>
<p id="p26_d93e18129">
darinnen	w1_d93e18133
nicht	w3_d93e18136
allein	w5_d93e18139
alle	w7_d93e18142
darinnen	w9_d93e18145
befindliche	w11_d93e18148
17.	w1_d93e18153
Fürstentümer,	w3_d93e18156
und	w5_d93e18159
die	w7_d93e18162
6	w9_d93e18165
freye	w11_d93e18168
Stan	w13_d93e18172
des=herrschaften,	w1_d93e18177
sondern	w3_d93e18180
auch	w5_d93e18183
alle	w7_d93e18186
Städte,	w9_d93e18189
Markt=flecken,	w1_d93e18195
Schlösser,	w3_d93e18198
Dörfer,	w5_d93e18201
Post	w7_d93e18204
stationes,	w1_d93e18209
Berg,	w3_d93e18212
Wälder,	w5_d93e18215
Flüß	w7_d93e18218
rc.	w9_d93e18221
genau	w11_d93e18224
verzeichnet,	w1_d93e18229
und	w3_d93e18232
mit	w5_d93e18235
denen	w7_d93e18238
benöhtigten	w9_d93e18241
Ein	w11_d93e18244
theilungen,	w1_d93e18249
Compaß,	w3_d93e18252
und	w5_d93e18255
verschiedenen	w7_d93e18258
Maß=stäben	w1_d93e18264
auf	w3_d93e18267
das	w5_d93e18270
vollkommeneste	w7_d93e18273
versehen.	w9_d93e18276
Fein	w1_d93e18281
in	w3_d93e18284
Kupfer	w5_d93e18287
gestochen	w7_d93e18290
auf	w9_d93e18293
3.	w11_d93e18296
Regal=bögen,	w13_d93e18300
das	w1_d93e18305
Exemplar	w3_d93e18308
sauber	w5_d93e18311
illuminirter,	w7_d93e18314
und	w9_d93e18317
solches	w11_d93e18320
bequem	w1_d93e18325
bey	w3_d93e18328
sich	w5_d93e18331
zu	w7_d93e18334
tragen	w9_d93e18337
in	w11_d93e18340
einem	w13_d93e18344
Futral	w15_d93e18347
pr.	w1_d93e18353
3.	w3_d93e18356
fl.	w5_d93e18359
30.	w7_d93e18362
kr.,	w9_d93e18365
ohne	w11_d93e18368
Futral	w13_d93e18372
auch	w15_d93e18375
sauber	w17_d93e18378
illuminirter	w1_d93e18383
pr.	w3_d93e18386
3.	w5_d93e18389
fl.	w7_d93e18392
</p>
<p id="p28_d93e18395">
NB.	w1_d93e18399
Es	w3_d93e18402
seynd	w5_d93e18405
auch	w7_d93e18408
noch	w9_d93e18411
andere	w11_d93e18414
verschiedene	w13_d93e18418
und	w1_d93e18423
accurate	w3_d93e18426
Land=karten	w5_d93e18429
um	w7_d93e18432
billichen	w9_d93e18435
Preiß	w11_d93e18438
alda	w1_d93e18443
zu	w3_d93e18446
bekommen.	w5_d93e18449
</p>
<p id="p30_d93e18452">
NB.	w1_d93e18456
Bey	w3_d93e18459
dem	w5_d93e18462
Herrn	w7_d93e18465
Tecini	w9_d93e18468
auf	w11_d93e18471
der	w13_d93e18475
Braudt	w15_d93e18478
stadt	w1_d93e18483
in	w3_d93e18486
dem	w5_d93e18489
Raitzen=kopf	w7_d93e18492
ist	w9_d93e18495
zu	w11_d93e18498
bekommen	w13_d93e18502
ein	w15_d93e18505
extra	w1_d93e18510
guter	w3_d93e18513
Maraschin=rosolio	w5_d93e18516
von	w7_d93e18519
Zara,	w9_d93e18522
nebst	w1_d93e18528
verschiedenen	w3_d93e18531
anderen	w5_d93e18534
Gattungen.	w7_d93e18537
</p>
<p id="p32_d93e18540">
NB.	w1_d93e18544
Jn	w3_d93e18547
der	w5_d93e18550
Emtrich	w7_d93e18553
Felix	w9_d93e18556
Baderischen	w11_d93e18559
Buchhandlung	w1_d93e18564
in	w3_d93e18567
der	w5_d93e18570
Bogner=gassen	w7_d93e18573
nebst	w9_d93e18576
dem	w1_d93e18581
Todten=kopf	w3_d93e18584
ist	w5_d93e18587
zu	w7_d93e18590
haben:	w9_d93e18593
</p>
<p id="p34_d93e18596">
Süßens	w1_d93e18600
(Joh.	w3_d93e18603
Gabriel)	w5_d93e18606
Historie	w7_d93e18609
des	w9_d93e18612
Städtgens	w1_d93e18617
Königstein,	w3_d93e18620
welches	w5_d93e18623
allernächst	w7_d93e18626
an,	w1_d93e18631
und	w3_d93e18634
unter	w5_d93e18637
dem	w7_d93e18640
hohen	w9_d93e18643
Felsen	w11_d93e18646
der	w13_d93e18650
Berg	w15_d93e18653
festung	w1_d93e18659
dieses	w3_d93e18662
Namens	w5_d93e18665
an	w7_d93e18668
der	w9_d93e18671
Elbe	w11_d93e18674
liget.	w13_d93e18678
Nebst	w1_d93e18683
einer	w3_d93e18686
vermehrten	w5_d93e18689
Nachricht	w7_d93e18692
von	w9_d93e18695
dem	w11_d93e18698
was	w1_d93e18703
von	w3_d93e18706
der	w5_d93e18709
berühmten	w7_d93e18712
Festung	w9_d93e18715
Königstein	w11_d93e18718
remarquable	w1_d93e18723
ist.	w3_d93e18726
4to.	w5_d93e18729
Dreßden	w7_d93e18732
1.	w9_d93e18735
fl	w11_d93e18738
15.	w13_d93e18742
kr.	w15_d93e18745
Beyträge	w1_d93e18751
zur	w3_d93e18754
neuern	w5_d93e18757
Staats	w7_d93e18760
und	w9_d93e18763
Kriegs	w11_d93e18766
</p>
<p id="p36_d93e18770">
von	w1_d93e18774
G.	w3_d93e18777
K.	w5_d93e18780
L.	w7_d93e18783
v.	w9_d93e18786
O.	w11_d93e18789
8vo.	w13_d93e18793
Frankfurt	w15_d93e18796
7.	w17_d93e18799
kr.	w19_d93e18802
Mosers	w1_d93e18807
(Joh.	w3_d93e18810
Jacob)	w5_d93e18813
Teutsches	w7_d93e18816
Staats	w9_d93e18819
archiv,	w1_d93e18824
oder	w3_d93e18827
Sammlug	w5_d93e18830
derer	w7_d93e18833
neueste	w9_d93e18836
und	w11_d93e18839
wich	w13_d93e18843
tigsten	w1_d93e18849
Reichskeriß	w3_d93e18852
und	w5_d93e18855
anderer	w7_d93e18858
Handlungen,	w9_d93e18861
Deductionen,	w1_d93e18866
Urtheile	w3_d93e18869
derer	w5_d93e18872
höchsten	w7_d93e18875
Reichs	w9_d93e18878
gerichte	w1_d93e18883
Verträge,	w3_d93e18886
und	w5_d93e18889
anderer	w7_d93e18892
Staatsschrif	w9_d93e18895
ten	w1_d93e18900
und	w3_d93e18903
Urkunden,	w5_d93e18906
welche	w7_d93e18909
in	w9_d93e18912
denen	w11_d93e18915
Staatsan	w13_d93e18919
gelegenheiten	w1_d93e18925
des	w3_d93e18928
gesammten	w5_d93e18931
Teutschen	w7_d93e18934
Reichs,	w9_d93e18937
wie	w1_d93e18942
auch	w3_d93e18945
dessen	w5_d93e18948
einzelen	w7_d93e18951
Corporum,	w9_d93e18954
Colle-	w11_d93e18957
giorum,	w1_d93e18962
und	w3_d93e18965
Stände,	w5_d93e18968
nicht	w7_d93e18971
weniger	w9_d93e18974
deren	w11_d93e18977
Unterthanen	w1_d93e18982
zum	w3_d93e18985
Vorschein	w5_d93e18988
gekommen	w7_d93e18991
sind;	w9_d93e18994
mit	w1_d93e19000
Anmerkungen	w3_d93e19003
und	w5_d93e19006
gelehrten	w7_d93e19009
Neuigkeiten	w9_d93e19012
von	w1_d93e19017
Teutschen	w3_d93e19020
Staats=sachen	w5_d93e19023
begleitet.	w7_d93e19026
60.	w9_d93e19029
Theile	w1_d93e19034
oder	w3_d93e19037
5.	w5_d93e19040
Jahr=gänge	w7_d93e19043
von	w9_d93e19046
1751.	w11_d93e19049
bis	w13_d93e19053
1755.	w1_d93e19058
4to	w3_d93e19061
Hanau	w5_d93e19064
37.	w7_d93e19067
fl.	w9_d93e19070
30.	w11_d93e19073
kr.	w13_d93e19077
</p>
<head id="h2_d93e19163">
Strasburg	w1_d93e19167
3.	w3_d93e19170
Nov.	w5_d93e19173
</head>
<p id="p4_d93e19176">
SLhier	w1_d93e19180
seynd	w3_d93e19183
unlängst	w5_d93e19186
zwey	w7_d93e19189
Wolehrwür	w9_d93e19192
dige	w1_d93e19197
Patres	w3_d93e19200
Franciscaner,	w5_d93e19203
Oesterrei	w7_d93e19206
chischer	w1_d93e19211
Provinz,	w3_d93e19214
als	w5_d93e19217
Vice=commissarii	w7_d93e19220
des	w9_d93e19223
Heil.	w1_d93e19229
Lands	w3_d93e19232
zu	w5_d93e19235
Ersammlung	w7_d93e19238
des	w9_d93e19241
Allmosens	w11_d93e19244
für	w1_d93e19249
die	w3_d93e19252
Heil.	w5_d93e19255
Oerter	w7_d93e19258
in	w9_d93e19261
Palästina	w11_d93e19264
angelan	w13_d93e19268
get,	w1_d93e19273
welche	w3_d93e19276
aus	w5_d93e19279
Anordnung	w7_d93e19282
ihrer	w9_d93e19285
Obrigkeit	w11_d93e19288
nebst	w1_d93e19293
Aufweisung	w3_d93e19296
eines	w5_d93e19299
Kaiserl.	w7_d93e19302
Königl.	w9_d93e19305
ho	w11_d93e19308
hen	w1_d93e19314
Reommendations=schreibens	w3_d93e19317
bey	w5_d93e19320
hiesi	w7_d93e19323
gem	w1_d93e19328
Officio	w3_d93e19331
um	w5_d93e19334
die	w7_d93e19337
Erlaufnuß	w9_d93e19340
eine	w11_d93e19343
Collec	w13_d93e19347
für	w1_d93e19352
obgedachte	w3_d93e19355
Heil.	w5_d93e19358
Oerter	w7_d93e19361
zu	w9_d93e19364
machen,	w11_d93e19367
der	w13_d93e19371
mütigst	w1_d93e19376
angehalten	w3_d93e19379
Es	w5_d93e19382
hatte	w7_d93e19385
auch	w9_d93e19388
diese	w11_d93e19391
ihre	w1_d93e19397
andächtige	w3_d93e19400
Unternehmung	w5_d93e19403
sogleich	w7_d93e19406
ei	w9_d93e19409
nen	w1_d93e19414
so	w3_d93e19417
erwünschten	w5_d93e19420
Fortgang	w7_d93e19423
gewonnen,	w9_d93e19426
daß	w1_d93e19431
zu	w3_d93e19434
solcher,	w5_d93e19437
obwolen	w7_d93e19440
vorhin	w9_d93e19443
noch	w11_d93e19446
nie	w13_d93e19450
malen	w1_d93e19455
gewöhnlichen	w3_d93e19458
Sammlung	w5_d93e19461
für	w7_d93e19464
das	w9_d93e19467
Heil.	w1_d93e19473
Land	w3_d93e19476
ohne	w5_d93e19479
einigen	w7_d93e19482
Beschwerden,	w9_d93e19485
noch	w11_d93e19488
Anstand,	w1_d93e19493
in	w3_d93e19496
mildester	w5_d93e19499
Erwegung	w7_d93e19502
dieses	w9_d93e19505
so	w11_d93e19508
heilsamen	w1_d93e19513
Werks	w3_d93e19516
von	w5_d93e19519
Seiner	w7_d93e19522
Allerchristlich	w9_d93e19525
sten	w1_d93e19530
Majestät	w3_d93e19533
und	w5_d93e19536
hiesigen	w7_d93e19539
Hochwürdigsten	w9_d93e19542
Dom=capitul	w1_d93e19548
obgebachten	w3_d93e19551
Patribus	w5_d93e19554
Vice=com	w7_d93e19557
missariis	w1_d93e19562
Teutscher	w3_d93e19565
Nation	w5_d93e19568
ein	w7_d93e19571
so	w9_d93e19574
wol	w11_d93e19577
kräf	w13_d93e19581
tiges	w1_d93e19586
als	w3_d93e19589
eifriges	w5_d93e19592
Patent	w7_d93e19595
zum	w9_d93e19598
erstenmal	w11_d93e19601
zu	w13_d93e19605
gestanden	w1_d93e19610
worden	w3_d93e19613
ist.	w5_d93e19616
</p>
<head id="h2_d93e19622">
Toulon	w1_d93e19626
9.	w3_d93e19629
Octob.	w5_d93e19632
</head>
<p id="p4_d93e19635">
Unsere	w1_d93e19639
Flotte	w3_d93e19642
ligt	w5_d93e19645
noch	w7_d93e19648
immer	w9_d93e19651
auf	w11_d93e19654
der	w13_d93e19658
Rhede,	w1_d93e19663
ohne	w3_d93e19666
daß	w5_d93e19669
von	w7_d93e19672
ihrer	w9_d93e19675
Entwafnung	w11_d93e19678
et	w13_d93e19682
was	w1_d93e19687
zu	w3_d93e19690
hören	w5_d93e19693
wäre,	w7_d93e19696
ob	w9_d93e19699
gleich	w11_d93e19702
die	w13_d93e19706
Jahrs	w15_d93e19709
zeit	w1_d93e19715
zu	w3_d93e19718
denen	w5_d93e19721
Operationen	w7_d93e19724
zur	w9_d93e19727
See	w11_d93e19730
meistens	w13_d93e19734
verstrichen	w1_d93e19739
ist.	w3_d93e19742
Man	w5_d93e19745
glaubt	w7_d93e19748
sogar,	w9_d93e19751
daß	w11_d93e19754
sie	w13_d93e19758
den	w1_d93e19763
ganzen	w3_d93e19766
Winter	w5_d93e19769
hindurch	w7_d93e19772
armirt	w9_d93e19775
und	w11_d93e19778
in	w13_d93e19782
Segel=fertigem	w1_d93e19787
Stande	w3_d93e19790
bleiben	w5_d93e19793
werde.	w7_d93e19796
Um	w9_d93e19799
aber	w1_d93e19805
dem	w3_d93e19808
Schifs=volk	w5_d93e19811
einige	w7_d93e19814
Ergötzlichkeit	w9_d93e19817
zu	w11_d93e19820
gönnen,	w1_d93e19825
verstattet	w3_d93e19828
man	w5_d93e19831
alle	w7_d93e19834
Tage	w9_d93e19837
der	w11_d93e19840
Helf	w13_d93e19844
te	w1_d93e19849
ans	w3_d93e19852
Land	w5_d93e19855
zu	w7_d93e19858
kommen,	w9_d93e19861
die	w11_d93e19864
jedoch	w13_d93e19868
Abende	w15_d93e19871
wieder	w1_d93e19876
zurück	w3_d93e19879
kehren,	w5_d93e19882
und	w7_d93e19885
am	w9_d93e19888
Bord	w11_d93e19891
schlaf	w13_d93e19895
fen.	w1_d93e19901
An	w3_d93e19904
dem	w5_d93e19907
Bauderer	w7_d93e19910
Schiffe	w9_d93e19913
von	w11_d93e19916
der	w13_d93e19920
Linie,	w15_d93e19923
die	w1_d93e19928
auf	w3_d93e19931
unsern	w5_d93e19934
Werften	w7_d93e19937
seynd,	w9_d93e19940
wird	w11_d93e19943
eifrig	w13_d93e19947
fort	w15_d93e19950
gefahren.	w1_d93e19955
Von	w3_d93e19958
12	w5_d93e19961
derselben,	w7_d93e19964
die	w9_d93e19967
man	w11_d93e19970
vor	w13_d93e19974
un	w15_d93e19977
gefähr	w1_d93e19982
10.	w3_d93e19985
Monaten	w5_d93e19988
in	w7_d93e19991
Arbeit	w9_d93e19994
genommen	w11_d93e19997
hat	w13_d93e20001
te,	w1_d93e20007
seynd	w3_d93e20010
bereits	w5_d93e20013
7.	w7_d93e20016
fertig,	w9_d93e20019
welche	w11_d93e20022
man	w13_d93e20026
ausgerü	w15_d93e20029
stet,	w1_d93e20034
sobald	w3_d93e20037
sie	w5_d93e20040
ins	w7_d93e20043
Wasser	w9_d93e20046
gelassen	w11_d93e20049
worden	w13_d93e20053
die	w1_d93e20058
5.	w3_d93e20061
übrigen	w5_d93e20064
aber	w7_d93e20067
werden	w9_d93e20070
noch	w11_d93e20073
vor	w13_d93e20077
dem	w15_d93e20080
künftigen	w1_d93e20085
April	w3_d93e20088
ebenfalls	w5_d93e20091
fertig,	w7_d93e20094
und	w9_d93e20097
armit	w11_d93e20100
</p>
<p id="p6_d93e20103">
seyn.	w1_d93e20107
Man	w3_d93e20110
rechnet,	w5_d93e20113
daß	w7_d93e20116
mit	w9_d93e20119
dem	w11_d93e20122
Früh	w13_d93e20126
jahre	w1_d93e20131
die	w3_d93e20134
Königl.	w5_d93e20137
Marine	w7_d93e20140
bis	w9_d93e20143
auf	w11_d93e20146
80.	w13_d93e20150
Schif	w15_d93e20153
fe	w1_d93e20158
von	w3_d93e20161
der	w5_d93e20164
Linie,	w7_d93e20167
und	w9_d93e20170
so	w11_d93e20173
viele	w13_d93e20177
Fregaten	w15_d93e20180
von	w17_d93e20183
verschiedenem	w1_d93e20189
Range	w3_d93e20192
steigen	w5_d93e20195
werde.	w7_d93e20198
Sonst	w9_d93e20201
wird	w1_d93e20206
unter	w3_d93e20209
der	w5_d93e20212
Hand	w7_d93e20215
gesprochen,	w9_d93e20218
als	w11_d93e20221
ol	w13_d93e20225
die	w1_d93e20230
Belagerung	w3_d93e20233
von	w5_d93e20236
Gibraltar	w7_d93e20239
noch	w9_d93e20242
in	w11_d93e20245
die	w13_d93e20249
sem	w1_d93e20254
Jahr	w3_d93e20257
statt	w5_d93e20260
haben	w7_d93e20263
dörfte;	w9_d93e20266
und	w11_d93e20269
man	w13_d93e20273
wird	w15_d93e20276
in	w1_d93e20282
solcher	w3_d93e20285
Meinung	w5_d93e20288
dadurch	w7_d93e20291
bestärket,	w9_d93e20294
weil	w11_d93e20297
viele	w1_d93e20302
Artillerie,	w3_d93e20305
Bomben,	w5_d93e20308
und	w7_d93e20311
anderer	w9_d93e20314
Kriegs	w11_d93e20317
vorrat,	w1_d93e20322
von	w3_d93e20325
einer	w5_d93e20328
Zeit	w7_d93e20331
zur	w9_d93e20334
andern	w11_d93e20337
von	w13_d93e20341
hier	w15_d93e20344
nach	w1_d93e20349
der	w3_d93e20352
Jnsul	w5_d93e20355
Minorca	w7_d93e20358
abgeführet	w9_d93e20361
werden,	w11_d93e20364
als	w1_d93e20370
welche,	w3_d93e20373
wie	w5_d93e20376
es	w7_d93e20379
scheinet,	w9_d93e20382
zu	w11_d93e20385
einer	w13_d93e20389
Art	w15_d93e20392
eines	w1_d93e20397
Magazins,	w3_d93e20400
das	w5_d93e20403
man	w7_d93e20406
zu	w9_d93e20409
dieser	w11_d93e20412
Unter	w13_d93e20416
nehmung	w1_d93e20421
in	w3_d93e20424
der	w5_d93e20427
Nähe	w7_d93e20430
haben	w9_d93e20433
will,	w11_d93e20436
dienen	w13_d93e20440
soll.	w1_d93e20445
Es	w3_d93e20448
langen	w5_d93e20451
auch	w7_d93e20454
immer	w9_d93e20457
alhier,	w11_d93e20460
und	w13_d93e20464
in	w15_d93e20467
der	w1_d93e20473
Nachbarschaft	w3_d93e20476
Trupen	w5_d93e20479
an,	w7_d93e20482
denen	w9_d93e20485
Can	w11_d93e20488
tonirungs=quartiere	w1_d93e20493
angewiesen	w3_d93e20496
werden,	w5_d93e20499
und	w7_d93e20502
man	w1_d93e20507
schätzet	w3_d93e20510
die	w5_d93e20513
Anzahl	w7_d93e20516
derer,	w9_d93e20519
die	w11_d93e20522
den	w13_d93e20526
Win	w15_d93e20529
ter	w1_d93e20534
über	w3_d93e20537
in	w5_d93e20540
hiesigen	w7_d93e20543
Gegenden	w9_d93e20546
zu	w11_d93e20549
stehen	w13_d93e20553
kom	w15_d93e20556
men	w1_d93e20562
werden,	w3_d93e20565
auf	w5_d93e20568
25000.	w7_d93e20571
Mann.	w9_d93e20574
Sonst	w11_d93e20577
werden	w1_d93e20582
auch	w3_d93e20585
alhier	w5_d93e20588
sowol	w7_d93e20591
als	w9_d93e20594
zu	w11_d93e20597
Marseille	w13_d93e20601
viele	w1_d93e20606
Transport=schiffe	w3_d93e20609
angenommen,	w5_d93e20612
die	w7_d93e20615
der	w1_d93e20620
allgemeinen	w3_d93e20623
Vermutuag	w5_d93e20626
nach	w7_d93e20629
zu	w9_d93e20632
Uberbrin	w11_d93e20635
gung	w1_d93e20641
der	w3_d93e20644
Trupen	w5_d93e20647
gegen	w7_d93e20650
Gibraltar	w9_d93e20653
bestimmet	w11_d93e20656
seynd,	w1_d93e20661
um	w3_d93e20664
die	w5_d93e20667
Bloquade	w7_d93e20670
dieses	w9_d93e20673
Platzes	w11_d93e20676
zu	w13_d93e20680
Lan	w15_d93e20683
de	w1_d93e20688
auf	w3_d93e20691
dem	w5_d93e20694
Spanischen	w7_d93e20697
Gebiete	w9_d93e20700
zu	w11_d93e20703
formiren.	w13_d93e20707
</p>
<head id="h2_d93e20713">
Chartres	w1_d93e20717
in	w3_d93e20720
Beauve	w5_d93e20723
12.	w7_d93e20726
Octob.	w9_d93e20729
</head>
<p id="p4_d93e20732">
Die	w1_d93e20736
Fischerische	w3_d93e20739
Freywillige	w5_d93e20742
sollten	w7_d93e20745
sich	w9_d93e20748
nach	w1_d93e20753
Brest	w3_d93e20756
begeben,	w5_d93e20759
und	w7_d93e20762
da	w9_d93e20765
selbst	w11_d93e20768
nach	w13_d93e20772
Cana	w15_d93e20775
da	w1_d93e20780
zu	w3_d93e20783
Schiffe	w5_d93e20786
gehen;	w7_d93e20789
die	w9_d93e20792
Umstände	w11_d93e20795
haben	w13_d93e20799
aber	w1_d93e20805
diese	w3_d93e20808
Veranstaltungen	w5_d93e20811
geändert.	w7_d93e20814
Dann	w9_d93e20817
es	w1_d93e20822
empfieng	w3_d93e20825
dieses	w5_d93e20828
aus	w7_d93e20831
mehr	w9_d93e20834
als	w11_d93e20837
4000.	w13_d93e20841
Mann	w15_d93e20844
bestehende	w1_d93e20849
Corpo	w3_d93e20852
am	w5_d93e20855
24.	w7_d93e20858
des	w9_d93e20861
abgewichenen	w11_d93e20864
Monats	w1_d93e20869
von	w3_d93e20872
Hofe	w5_d93e20875
den	w7_d93e20878
Befehl,	w9_d93e20881
den	w11_d93e20884
5.	w13_d93e20888
dieses	w1_d93e20894
nach	w3_d93e20897
Toul	w5_d93e20900
in	w7_d93e20903
die	w9_d93e20906
3.	w11_d93e20909
Bißtümer	w13_d93e20913
zu	w15_d93e20916
mar	w17_d93e20919
schiren,	w1_d93e20924
wo	w3_d93e20927
es	w5_d93e20930
die	w7_d93e20933
letzte	w9_d93e20936
Ordre	w11_d93e20939
von	w13_d93e20943
seiner	w15_d93e20946
Bestimmung	w1_d93e20951
erhalten	w3_d93e20954
würde.	w5_d93e20957
Den	w7_d93e20960
28.	w9_d93e20963
Sept.	w1_d93e20968
kame	w3_d93e20971
der	w5_d93e20974
General=lcutenant,	w7_d93e20977
Herr	w9_d93e20980
von	w1_d93e20986
Cremille,	w3_d93e20989
alhier	w5_d93e20992
an,	w7_d93e20995
und	w9_d93e20998
ließ	w11_d93e21001
dieses	w13_d93e21005
Cor	w15_d93e21008
po	w1_d93e21013
noch	w3_d93e21016
an	w5_d93e21019
selbigen	w7_d93e21022
Tage	w9_d93e21025
die	w11_d93e21028
Musterung	w13_d93e21032
paßiren.	w1_d93e21037
</p>
<head id="h2_d93e21043">
Haag	w1_d93e21047
den	w3_d93e21050
20	w5_d93e21053
Octob.	w7_d93e21056
</head>
<p id="p4_d93e21059">
Die	w1_d93e21063
Nachrichten	w3_d93e21066
von	w5_d93e21069
London	w7_d93e21072
unterm	w9_d93e21075
15	w11_d93e21078
dieses	w1_d93e21083
erwehnen,	w3_d93e21086
daß	w5_d93e21089
am	w7_d93e21092
12.	w9_d93e21095
ein	w11_d93e21098
Fahr=zeug	w13_d93e21102
</p>
<p id="p10_d93e21115">
von	w1_d93e21119
Piscatagna	w3_d93e21122
zu	w5_d93e21125
Douvres	w7_d93e21128
angelanget,	w9_d93e21131
welches	w1_d93e21136
Briefe	w3_d93e21139
mitgebracht,	w5_d93e21142
worinn	w7_d93e21145
der	w9_d93e21148
Ver	w11_d93e21151
lust	w1_d93e21156
des	w3_d93e21159
Forts	w5_d93e21162
Oswego	w7_d93e21165
bestättiget	w9_d93e21168
worden.	w11_d93e21171
Jnzwischen	w1_d93e21177
hätte	w3_d93e21180
das	w5_d93e21183
Mininisterium	w7_d93e21186
