<doc id="wr_1758-07-22" attrs="word" year="1758" month="07" day="22" corpus="2">
<head id="h2_d263e3557">
Utrecht	w1_d263e3561
Catalogus	w5_d263e18004
hievon	w7_d263e18007
mit	w9_d263e18010
Eingang	w11_d263e18013
künftigen	w1_d263e18018
Monats	w3_d263e18021
Augusti	w5_d263e18024
in	w7_d263e18027
der	w9_d263e18030
Trattne	w11_d263e18033
rischen	w1_d263e18039
Buch=druckerey	w3_d263e18042
alhier	w5_d263e18045
gratis	w7_d263e18048
zu	w9_d263e18051
haben	w11_d263e18054
seye.	w1_d263e18059
</p>
<p id="p36_d263e18063">
Von	w1_d263e18067
der	w3_d263e18070
Hochgräfl.	w5_d263e18073
Leopold	w7_d263e18076
Schallenber	w9_d263e18079
gischen	w1_d263e18084
Herrschaft	w3_d263e18087
Deinzendorf	w5_d263e18090
im	w7_d263e18093
V.	w9_d263e18096
U.	w11_d263e18099
M	w1_d263e18104
B.	w3_d263e18107
wird	w5_d263e18110
hiemit	w7_d263e18113
allen	w9_d263e18116
und	w11_d263e18119
jeden,	w13_d263e18123
welche	w15_d263e18126
an	w1_d263e18132
weyl.	w3_d263e18135
Mathiä	w5_d263e18138
Riemer	w7_d263e18141
eines	w9_d263e18144
von	w11_d263e18147
Zellern	w13_d263e18151
dorf	w1_d263e18156
gebürtig,	w3_d263e18159
und	w5_d263e18162
als	w7_d263e18165
Gemeiner	w9_d263e18168
unter	w11_d263e18171
dem	w13_d263e18175
Kaiserl.	w1_d263e18180
Königl.	w3_d263e18183
vorhin	w5_d263e18186
Poztazkische	w7_d263e18189
nunmeh	w9_d263e18192
re	w1_d263e18197
Alt=modenesischen	w3_d263e18200
Küraßier	w5_d263e18203
Regiment	w7_d263e18206
ge	w9_d263e18209
</p>
<p id="p38_d263e18212">
standenen,	w1_d263e18216
Anno	w3_d263e18219
1733.	w5_d263e18222
ab	w7_d263e18225
intestato	w9_d263e18228
ver	w11_d263e18231
storbenen	w1_d263e18236
Soldatens	w3_d263e18239
ruckgelassenen	w5_d263e18242
Vermö	w7_d263e18245
gen	w1_d263e18250
einige	w3_d263e18253
Sprüch	w5_d263e18256
oder	w7_d263e18259
Anforderung	w9_d263e18262
zu	w11_d263e18265
ha	w13_d263e18269
ben	w1_d263e18275
vermeinen,	w3_d263e18278
kund	w5_d263e18281
und	w7_d263e18284
zu	w9_d263e18287
wissen	w11_d263e18290
gemacht	w13_d263e18294
was	w1_d263e18299
massen	w3_d263e18302
von	w5_d263e18305
gedachten	w7_d263e18308
Riemer	w9_d263e18311
seel.	w11_d263e18314
ei	w13_d263e18318
niges	w1_d263e18323
Capital	w3_d263e18326
und	w5_d263e18329
hievon	w7_d263e18332
bis	w9_d263e18335
anhero	w11_d263e18338
ver	w13_d263e18342
fallenes	w1_d263e18347
Jnteresse	w3_d263e18350
hinterlassen	w5_d263e18353
worden	w7_d263e18356
seye:	w9_d263e18359
Mithin	w1_d263e18365
die	w3_d263e18368
Ordnung	w5_d263e18371
erfordere,	w7_d263e18374
das	w9_d263e18377
sotha	w11_d263e18380
nen	w1_d263e18385
Riemers	w3_d263e18388
nächsten	w5_d263e18391
Befreundten,	w7_d263e18394
ein	w9_d263e18397
sol	w11_d263e18400
ches	w1_d263e18405
durch	w3_d263e18408
offentliches	w5_d263e18411
Edict	w7_d263e18414
erinneret	w9_d263e18417
wer	w11_d263e18420
de.	w1_d263e18425
Als	w3_d263e18428
wird	w5_d263e18431
ihnen	w7_d263e18434
Mathias	w9_d263e18437
Riemerischen	w11_d263e18440
bis	w1_d263e18446
nun	w3_d263e18449
unwissenden	w5_d263e18452
Erbs=nehmern	w7_d263e18455
und	w9_d263e18458
Be	w11_d263e18461
freundten,	w1_d263e18466
die	w3_d263e18469
an	w5_d263e18472
dessen	w7_d263e18475
Verlassenschaft	w9_d263e18478
eini	w11_d263e18481
ge	w1_d263e18486
Ansprüche	w3_d263e18489
zu	w5_d263e18492
haben	w7_d263e18495
vermeinen,	w9_d263e18498
angeden	w11_d263e18501
tet,	w1_d263e18506
daß	w3_d263e18509
zur	w5_d263e18512
Verhandlung	w7_d263e18515
sothaner	w9_d263e18518
Verlas	w11_d263e18521
senschaft,	w1_d263e18527
der	w3_d263e18530
31.	w5_d263e18533
Monats=tag	w7_d263e18536
künftigen	w9_d263e18539
Monats	w1_d263e18544
Julii	w3_d263e18547
dieses	w5_d263e18550
lauffenden	w7_d263e18553
Jahrs	w9_d263e18556
be	w11_d263e18559
stimmet	w1_d263e18564
seye,	w3_d263e18567
wobey	w5_d263e18570
sich	w7_d263e18573
erwehnt	w9_d263e18576
Riemeri	w11_d263e18579
sche	w1_d263e18584
Befreundte	w3_d263e18587
und	w5_d263e18590
Erbs=nehmere	w7_d263e18593
in	w9_d263e18596
der	w11_d263e18599
Herrschaftl.	w1_d263e18605
Canzley	w3_d263e18608
Deinzendorf	w5_d263e18611
alsogewiß	w7_d263e18614
einzustellen,	w1_d263e18619
und	w3_d263e18622
behörig	w5_d263e18625
zu	w7_d263e18628
legitimiren	w9_d263e18631
haben	w11_d263e18634
werden,	w1_d263e18639
als	w3_d263e18642
im	w5_d263e18645
widrigen	w7_d263e18648
dieselbe	w9_d263e18651
nicht	w11_d263e18654
mehr	w13_d263e18658
gehöret	w1_d263e18663
werden	w3_d263e18666
sollen.	w5_d263e18669
Schloß	w7_d263e18672
Deinzendor	w9_d263e18675
den	w1_d263e18681
28.	w3_d263e18684
Jan.	w5_d263e18687
1758.	w7_d263e18690
</p>
<p id="p40_d263e18693">
Bey	w1_d263e18697
Johann	w3_d263e18700
Jacob	w5_d263e18703
Lidl	w7_d263e18706
Kupfer=stechern	w9_d263e18709
im	w1_d263e18714
Doctor	w3_d263e18717
Deimlischen	w5_d263e18720
Haus	w7_d263e18723
neben	w9_d263e18726
der	w11_d263e18729
Heil.	w13_d263e18733
Dreyfaltigkeit	w1_d263e18738
ist	w3_d263e18741
zu	w5_d263e18744
haben:	w7_d263e18747
Eine	w9_d263e18750
neue	w11_d263e18753
und	w13_d263e18757
accurate	w1_d263e18763
Land	w3_d263e18766
karte	w5_d263e18769
von	w7_d263e18772
der	w9_d263e18775
Marggrafschatt	w11_d263e18778
Mähren,	w1_d263e18783
und	w3_d263e18786
Grafschaft	w5_d263e18789
Glatz,	w7_d263e18792
nebst	w9_d263e18795
einem	w11_d263e18798
grossen	w1_d263e18803
Theil	w3_d263e18806
der	w5_d263e18809
daran	w7_d263e18812
gränzenden	w9_d263e18815
Königrei	w11_d263e18818
chen	w1_d263e18823
Böheim	w3_d263e18826
und	w5_d263e18829
Hungarn;	w7_d263e18832
das	w9_d263e18835
dermölige	w11_d263e18838
Kriegs=theatrum	w1_d263e18844
förmlich	w3_d263e18847
vorstellend,	w5_d263e18850
beyne	w7_d263e18853
bens	w1_d263e18858
auch	w3_d263e18861
in	w5_d263e18864
die	w7_d263e18867
innländische	w9_d263e18870
Kreise	w11_d263e18873
genau	w13_d263e18877
abgetheilet,	w1_d263e18882
auch	w3_d263e18885
mit	w5_d263e18888
Register,	w7_d263e18891
Maß=staab,	w9_d263e18894
und	w1_d263e18899
erford	w3_d263e18902
rlichen	w5_d263e18905
Zeichen=erklärungen	w7_d263e18908
bestens	w9_d263e18911
versehen,	w1_d263e18917
illumminirter	w3_d263e18920
51.	w5_d263e18923
Kr.	w7_d263e18926
in	w9_d263e18929
Futeral	w11_d263e18932
pr.	w1_d263e18937
1.	w3_d263e18940
fl.	w5_d263e18943
</p>
<p id="p42_d263e18946">
Ferner	w1_d263e18950
ist	w3_d263e18953
auch	w5_d263e18956
aldaselbst	w7_d263e18959
zu	w9_d263e18962
haben,	w11_d263e18965
eine	w13_d263e18969
accurate	w1_d263e18974
Land=karte	w3_d263e18977
des	w5_d263e18980
ganzen	w7_d263e18983
Königreichs	w9_d263e18986
Böheim,	w1_d263e18991
worauf	w3_d263e18994
alle	w5_d263e18997
darinnen	w7_d263e19000
befindliche	w9_d263e19003
Kreise	w1_d263e19009
und	w3_d263e19012
Ortschaften,	w5_d263e19015
Post=strassen,	w7_d263e19018
K.	w9_d263e19021
deutlich	w1_d263e19026
entworfen,	w3_d263e19029
wobey	w5_d263e19032
auch	w7_d263e19035
nicht	w9_d263e19038
mit	w11_d263e19041
allein	w1_d263e19046
ein	w3_d263e19049
grosser	w5_d263e19052
Theil	w7_d263e19055
Chur=sachsen,	w9_d263e19058
sondern	w11_d263e19061
auch	w1_d263e19066
von	w3_d263e19069
Chur=bayern,	w5_d263e19072
und	w7_d263e19075
andern	w9_d263e19078
angrän	w11_d263e19081
zenden	w1_d263e19087
Reichs=ländern	w3_d263e19090
befindlich,	w5_d263e19093
folglich	w7_d263e19096
bey	w9_d263e19099
gegenwärtigen	w1_d263e19104
Kriegs=läuften	w3_d263e19107
nutzlich	w5_d263e19110
zu	w7_d263e19113
ge	w9_d263e19116
brauchen,	w1_d263e19121
auch	w3_d263e19124
mit	w5_d263e19127
Compaß,	w7_d263e19130
Maas=stäben	w9_d263e19133
und	w1_d263e19138
Register	w3_d263e19141
bestens	w5_d263e19144
versehen,	w7_d263e19147
auf	w9_d263e19150
2.	w11_d263e19153
Regal	w13_d263e19157
bogen,	w1_d263e19163
das	w3_d263e19166
Stuck	w5_d263e19169
illuminirter	w7_d263e19172
per	w9_d263e19175
1.	w11_d263e19178
fl.	w13_d263e19182
im	w15_d263e19185
Futteral	w1_d263e19190
pr.	w3_d263e19193
1.	w5_d263e19196
fl.	w7_d263e19199
15.	w9_d263e19202
Kr.	w11_d263e19205
</p>
<head id="h2_d263e19304">
Aus	w1_d263e19308
dem	w3_d263e19311
Französischen	w5_d263e19314
Tager	w7_d263e19317
zu	w9_d263e19320
Junkersdorf	w1_d263e19325
10.	w3_d263e19328
Julii.	w5_d263e19331
</head>
<p id="p4_d263e19334">
DJr	w1_d263e19338
haben	w3_d263e19341
nichts	w5_d263e19344
neues	w7_d263e19347
hier,	w9_d263e19350
nur	w11_d263e19353
daß	w13_d263e19357
ein	w15_d263e19360
sehr	w1_d263e19365
heßliches	w3_d263e19368
Wetter	w5_d263e19371
seye.	w7_d263e19374
Das	w9_d263e19377
Corps	w11_d263e19380
des	w1_d263e19385
Grafen	w3_d263e19388
von	w5_d263e19391
Guerchy	w7_d263e19394
ist	w9_d263e19397
nicht	w11_d263e19400
vorgerucket,	w13_d263e19404
sendern	w1_d263e19410
bleibt	w3_d263e19413
in	w5_d263e19416
der	w7_d263e19419
nämlichen	w9_d263e19422
Stellung.	w11_d263e19425
Durch	w1_d263e19430
die	w3_d263e19433
Bewegung,	w5_d263e19436
welche	w7_d263e19439
neulich	w9_d263e19442
von	w11_d263e19445
un	w13_d263e19449
serem	w1_d263e19454
linken	w3_d263e19457
Flügel	w5_d263e19460
gemacht	w7_d263e19463
worden,	w9_d263e19466
stosset	w11_d263e19469
derselbe	w1_d263e19474
nächst	w3_d263e19477
am	w5_d263e19480
Wald	w7_d263e19483
an,	w9_d263e19486
und	w11_d263e19489
bestehet	w13_d263e19493
in	w15_d263e19496
denen	w1_d263e19502
Regimentern	w3_d263e19505
von	w5_d263e19508
Brancas,	w7_d263e19511
Royallor	w9_d263e19514
raine,	w1_d263e19519
und	w3_d263e19522
Royal=bavarois,	w5_d263e19525
sodann	w7_d263e19528
in	w9_d263e19531
denen	w11_d263e19534
Greuadiers	w1_d263e19539
von	w3_d263e19542
Chantilly,	w5_d263e19545
von	w7_d263e19548
Bergeret,	w9_d263e19551
vor	w11_d263e19554
Modene,	w1_d263e19559
und	w3_d263e19562
von	w5_d263e19565
Anland.	w7_d263e19568
Wir	w9_d263e19571
hören	w11_d263e19574
hier	w13_d263e19578
alle	w1_d263e19584
Abend	w3_d263e19587
den	w5_d263e19590
Retrait=schuß	w7_d263e19593
deren	w9_d263e19596
Alliirten,	w11_d263e19599
daß	w1_d263e19604
man	w3_d263e19607
also	w5_d263e19610
dem	w7_d263e19613
Ansehen	w9_d263e19616
nach	w11_d263e19619
nicht	w13_d263e19623
verwei	w15_d263e19626
len	w1_d263e19631
wird,	w3_d263e19634
von	w5_d263e19637
ihnen	w7_d263e19640
Kundschaft	w9_d263e19643
zu	w11_d263e19646
haben	w13_d263e19650
</p>
<head id="h2_d263e19656">
Cöln	w1_d263e19660
11.	w3_d263e19663
Julii.	w5_d263e19666
</head>
<p id="p4_d263e19669">
Heute	w1_d263e19673
Fruh	w3_d263e19676
ist	w5_d263e19679
der	w7_d263e19682
Graf	w9_d263e19685
von	w11_d263e19688
Clermont,	w13_d263e19692
nachdeme	w1_d263e19697
er	w3_d263e19700
seine	w5_d263e19703
Zuruck=beruffung	w7_d263e19706
von	w9_d263e19709
dem	w11_d263e19712
Allerchristlichsten	w1_d263e19717
König	w3_d263e19720
erhalten,	w5_d263e19723
und	w7_d263e19726
bereits	w9_d263e19729
den	w1_d263e19735
8.	w3_d263e19738
dieses	w5_d263e19741
das	w7_d263e19744
Commando	w9_d263e19747
an	w11_d263e19750
den	w13_d263e19754
Gene	w15_d263e19757
ral=leutenant	w1_d263e19762
von	w3_d263e19765
Contades	w5_d263e19768
abgetretten	w7_d263e19771
hat	w9_d263e19774
von	w1_d263e19779
hier	w3_d263e19782
nach	w5_d263e19785
Paris	w7_d263e19788
abgereiset.	w9_d263e19791
Der	w11_d263e19794
Prinz	w13_d263e19798
von	w1_d263e19803
Conde	w3_d263e19806
und	w5_d263e19809
der	w7_d263e19812
Graf	w9_d263e19815
de	w11_d263e19818
la	w13_d263e19822
Marche	w15_d263e19825
befin	w17_d263e19828
den	w1_d263e19834
sich	w3_d263e19837
auch	w5_d263e19840
würklich	w7_d263e19843
allhier.	w9_d263e19846
Die	w11_d263e19849
Hano	w13_d263e19853
veraner	w1_d263e19858
seynd	w3_d263e19861
den	w5_d263e19864
9.	w7_d263e19867
in	w9_d263e19870
Düsseldorf	w11_d263e19873
ein	w13_d263e19877
und	w15_d263e19880
die	w1_d263e19885
Besatzung	w3_d263e19888
frey	w5_d263e19891
ausgezogen.	w7_d263e19894
Die	w9_d263e19897
Fran	w11_d263e19900
zösische	w1_d263e19905
gleich	w3_d263e19908
auch	w5_d263e19911
die	w7_d263e19914
Pfälzische	w9_d263e19917
Hülfstru	w11_d263e19920
pen	w1_d263e19926
seynd	w3_d263e19929
würklich	w5_d263e19932
zu	w7_d263e19935
der	w9_d263e19938
Armee	w11_d263e19941
gestossen,	w13_d263e19945
das	w1_d263e19950
Regiment	w3_d263e19953
von	w5_d263e19956
Jsselbach	w7_d263e19959
wird	w9_d263e19962
aber	w11_d263e19965
au	w13_d263e19969
Mayheim	w1_d263e19974
abmarschiren.	w3_d263e19977
Gestern	w5_d263e19980
ist	w7_d263e19983
zur	w9_d263e19986
Be	w11_d263e19989
deckung	w1_d263e19994
der	w3_d263e19997
hier	w5_d263e20000
über	w7_d263e20003
den	w9_d263e20006
Rhein	w11_d263e20009
stehenden	w13_d263e20013
Brücke	w1_d263e20019
eine	w3_d263e20022
Französische	w5_d263e20025
Brigade	w7_d263e20028
jenseit	w9_d263e20031
des	w11_d263e20034
Rheins	w1_d263e20039
campiren	w3_d263e20042
gegangen.	w5_d263e20045
</p>
<head id="h2_d263e20051">
Brüssel	w1_d263e20055
7.	w3_d263e20058
Julii.	w5_d263e20061
</head>
<p id="p4_d263e20064">
Die	w1_d263e20068
gestern	w3_d263e20071
aus	w5_d263e20074
Frankreich	w7_d263e20077
hier	w9_d263e20080
eingetroffe	w11_d263e20083
ne	w1_d263e20088
2.	w3_d263e20091
Efcadrons,	w5_d263e20094
wovon	w7_d263e20097
eines	w9_d263e20100
vom	w11_d263e20103
Regiment	w13_d263e20107
von	w1_d263e20112
Salucis,	w3_d263e20115
und	w5_d263e20118
eines	w7_d263e20121
von	w9_d263e20124
Fleury	w11_d263e20127
seynd	w13_d263e20131
heu	w15_d263e20134
te	w1_d263e20140
nach	w3_d263e20143
Löwen	w5_d263e20146
und	w7_d263e20149
Tirlemond	w9_d263e20152
abgegangen,	w11_d263e20155
um	w1_d263e20160
die	w3_d263e20163
feindliche	w5_d263e20166
Partheyen	w7_d263e20169
aus	w9_d263e20172
diesen	w11_d263e20175
Ge	w13_d263e20179
genden	w1_d263e20184
zu	w3_d263e20187
vertreiben.	w5_d263e20190
Gistern	w7_d263e20193
haben	w9_d263e20196
sich	w11_d263e20199
noch	w1_d263e20204
einige	w3_d263e20207
davon	w5_d263e20210
3.	w7_d263e20213
oder	w9_d263e20216
4.	w11_d263e20219
Stunden	w13_d263e20223
von	w15_d263e20226
Mechelen	w1_d263e20232
unweit	w3_d263e20235
Liere	w5_d263e20238
sehen	w7_d263e20241
lassen.	w9_d263e20244
Ein	w11_d263e20247
Ba	w13_d263e20251
laillon	w1_d263e20256
vom	w3_d263e20259
Regiment	w5_d263e20262
von	w7_d263e20265
Wied,	w9_d263e20268
und	w11_d263e20271
ein	w13_d263e20275
</p>
<p id="p6_d263e20278">
anderes	w1_d263e20282
von	w3_d263e20285
Colloredo/	w5_d263e20288
seynd	w7_d263e20291
in	w9_d263e20294
die	w11_d263e20297
Cladel	w13_d263e20301
le	w1_d263e20306
von	w3_d263e20309
Antwerpen,	w5_d263e20312
welche	w7_d263e20315
jetzt	w9_d263e20318
in	w11_d263e20321
den	w13_d263e20325
besten	w15_d263e20328
Vertheidigungs=stand	w1_d263e20333
gesetzet	w3_d263e20336
ist,	w5_d263e20339
vorgestern	w7_d263e20342
eingerucket.	w1_d263e20348
</p>
<head id="h2_d263e20355">
Frankfort	w1_d263e20359
10.	w3_d263e20362
Julii.	w5_d263e20365
</head>
<p id="p4_d263e20368">
Der	w1_d263e20372
Herzog	w3_d263e20375
von	w5_d263e20378
Broglio,	w7_d263e20381
Generalleute	w9_d263e20384
nant	w1_d263e20389
deren	w3_d263e20392
Königl.	w5_d263e20395
Französischen	w7_d263e20398
Armeen,	w9_d263e20401
ist	w11_d263e20404
den	w1_d263e20409
4.	w3_d263e20412
zu	w5_d263e20415
Hanau	w7_d263e20418
angelanget.	w9_d263e20421
Die	w11_d263e20424
Armee	w13_d263e20428
unter	w1_d263e20434
dem	w3_d263e20437
Prinzen	w5_d263e20440
von	w7_d263e20443
Soubise	w9_d263e20446
hat	w11_d263e20449
den	w13_d263e20453
7.	w15_d263e20456
dieses	w1_d263e20461
zu	w3_d263e20464
defiliren	w5_d263e20467
angefangen,	w7_d263e20470
und	w9_d263e20473
wieder	w11_d263e20476
vom	w13_d263e20480
neuen	w1_d263e20485
ins	w3_d263e20488
Hessen=land	w5_d263e20491
einzufallen.	w7_d263e20494
</p>
<head id="h2_d263e20500">
Maseick	w1_d263e20504
8.	w3_d263e20507
Julii.	w5_d263e20510
</head>
<p id="p4_d263e20513">
Vorgestern	w1_d263e20517
gegen	w3_d263e20520
Mitternacht	w5_d263e20523
führte	w7_d263e20526
ein	w9_d263e20529
Detaschement	w1_d263e20534
von	w3_d263e20537
Hanöverischen	w5_d263e20540
Dragonern	w7_d263e20543
und	w1_d263e20548
Hussaren	w3_d263e20551
als	w5_d263e20554
Geißeln	w7_d263e20557
wegen	w9_d263e20560
deren	w11_d263e20563
zu	w13_d263e20567
er	w15_d263e20570
jegenden	w1_d263e20576
Contributionen	w3_d263e20579
auf	w5_d263e20582
Ruremond	w7_d263e20585
ab	w9_d263e20588
den	w1_d263e20593
Schafner	w3_d263e20596
von	w5_d263e20599
der	w7_d263e20602
Abtey	w9_d263e20605
Everbühr,	w11_d263e20608
den	w13_d263e20612
Rentmeister	w1_d263e20617
von	w3_d263e20620
der	w5_d263e20623
Abtey	w7_d263e20626
Tongerlo,	w9_d263e20629
einen	w11_d263e20632
Scheffen	w1_d263e20637
und	w3_d263e20640
Secretarius	w5_d263e20643
von	w7_d263e20646
Löwen,	w9_d263e20649
den	w11_d263e20652
Amtmann,	w1_d263e20658
den	w3_d263e20661
Burgermeister,	w5_d263e20664
und	w7_d263e20667
2.	w9_d263e20670
Schef.	w11_d263e20673
fen	w1_d263e20678
von	w3_d263e20681
Tirlemont,	w5_d263e20684
den	w7_d263e20687
Amtmann	w9_d263e20690
von	w11_d263e20693
Arschot,	w13_d263e20697
und	w1_d263e20702
den	w3_d263e20705
Bürgermeister	w5_d263e20708
von	w7_d263e20711
Mol.	w9_d263e20714
Von	w11_d263e20717
der	w13_d263e20721
Stadt	w1_d263e20726
Ruremond	w3_d263e20729
und	w5_d263e20732
dero	w7_d263e20735
kleinem	w9_d263e20738
Abhang	w11_d263e20741
hat	w1_d263e20747
man	w3_d263e20750
75000.	w5_d263e20753
Rationen	w7_d263e20756
und	w9_d263e20759
120000.	w11_d263e20762
Por	w13_d263e20766
tionen	w1_d263e20771
geforderet.	w3_d263e20774
</p>
<head id="h2_d263e20780">
EDICT.	w1_d263e20784
</head>
<p id="p4_d263e20787">
Von	w1_d263e20791
des	w3_d263e20794
Landes=fürstl.	w5_d263e20797
S.	w7_d263e20800
Leopoldi	w9_d263e20803
Stift	w11_d263e20806
Kloster	w1_d263e20811
Neuburg	w3_d263e20814
Ober=cammer,	w5_d263e20817
wird	w7_d263e20820
mit	w9_d263e20823
gegenwärtig	w1_d263e20828
offenem	w3_d263e20831
Edict,	w5_d263e20834
deme	w7_d263e20837
daran	w9_d263e20840
ge	w11_d263e20843
legen,	w1_d263e20849
kund	w3_d263e20852
gemacht,	w5_d263e20855
wie	w7_d263e20858
daß	w9_d263e20861
eine	w11_d263e20864
Noht	w13_d263e20868
durft	w1_d263e20873
zu	w3_d263e20876
seyn	w5_d263e20879
erfunden	w7_d263e20882
wird,	w9_d263e20885
über	w11_d263e20888
des	w13_d263e20892
Tobiä	w15_d263e20895
Rößl,	w1_d263e20900
behausten	w3_d263e20903
Unterthan	w5_d263e20906
zu	w7_d263e20909
Unter=döbling,	w9_d263e20912
Vermögen,	w1_d263e20917
einen	w3_d263e20920
ordentlichen	w5_d263e20923
Concursum	w7_d263e20926
Creditorum	w1_d263e20932
anzuordnen;	w3_d263e20935
und	w5_d263e20938
die	w7_d263e20941
so	w9_d263e20944
an	w11_d263e20947
ihme	w13_d263e20951
Rößl	w1_d263e20956
Sprüch	w3_d263e20959
und	w5_d263e20962
Forderungen	w7_d263e20965
haben	w9_d263e20968
mö	w11_d263e20971
gen,	w1_d263e20976
einzuberuffen,	w3_d263e20979
darzu	w5_d263e20982
der	w7_d263e20985
29.	w9_d263e20988
künftige	w11_d263e20991
Mo	w13_d263e20995
nats	w1_d263e21000
Augusti	w3_d263e21003
frühe	w5_d263e21006
um	w7_d263e21009
9.	w9_d263e21012
Uhr,	w11_d263e21015
zur	w13_d263e21019
gewöhn	w15_d263e21022
lichen	w1_d263e21028
Convocations	w3_d263e21031
und	w5_d263e21034
Anmeldungstag	w7_d263e21037
satzung	w1_d263e21042
für	w3_d263e21045
die	w5_d263e21048
eist,	w7_d263e21051
anderte	w9_d263e21054
und	w11_d263e21057
deitte,	w13_d263e21061
auch	w15_d263e21064
all	w1_d263e21069
erdliche	w3_d263e21072
Frist,	w5_d263e21075
sub	w7_d263e21078
Ciausula	w9_d263e21081
præcl	w11_d263e21084
si.	w13_d263e21088
anberaumt	w1_d263e21093
worden;	w3_d263e21096
Solchemnach	w5_d263e21099
werden	w7_d263e21102
all	w1_d263e21108
und	w3_d263e21111
jede,	w5_d263e21114
welche	w7_d263e21117
an	w9_d263e21120
gedachten	w11_d263e21123
Rößl	w13_d263e21127
ex	w15_d263e21130
quacunque	w1_d263e21135
causa	w3_d263e21138
vel	w5_d263e21141
titulo	w7_d263e21144
Sprüch	w9_d263e21147
und	w11_d263e21150
An	w13_d263e21154
</p>
<p id="p10_d263e21167">
forderung	w1_d263e21171
zu	w3_d263e21174
haben	w5_d263e21177
vermeinen,	w7_d263e21180
an	w9_d263e21183
obgedachten	w11_d263e21186
Tag	w1_d263e21191
und	w3_d263e21194
Stund	w5_d263e21197
auf	w7_d263e21200
des	w9_d263e21203
Stifts	w11_d263e21206
Closterneu	w13_d263e21210
burg	w1_d263e21215
Ober=cammer	w3_d263e21218
also	w5_d263e21221
gewiß	w7_d263e21224
ihre	w9_d263e21227
Sprüch	w11_d263e21230
anmelden,	w1_d263e21236
den	w3_d263e21239
erforderlichen	w5_d263e21242
Beweiß	w7_d263e21245
einzu	w9_d263e21248
legen	w1_d263e21253
haben,	w3_d263e21256
wie	w5_d263e21259
im	w7_d263e21262
widrigen	w9_d263e21265
denen	w11_d263e21268
Aus	w13_d263e21272
bleibenden	w1_d263e21277
das	w3_d263e21280
ewige	w5_d263e21283
Still=schweigen	w7_d263e21286
aufer	w9_d263e21289
leget	w1_d263e21294
werden	w3_d263e21297
solle	w5_d263e21300
Actum	w7_d263e21303
Stift	w9_d263e21306
Kloster	w11_d263e21309
neuburg	w1_d263e21315
den	w3_d263e21318
10	w5_d263e21321
Junii	w7_d263e21324
1758.	w9_d263e21327
</p>
<p id="p12_d263e21331">
Es	w1_d263e21335
werden	w3_d263e21338
den	w5_d263e21341
27.	w7_d263e21344
dies	w9_d263e21347
Monats	w11_d263e21350
Julii,	w13_d263e21354
und	w1_d263e21359
nachfolgende	w3_d263e21362
Täge	w5_d263e21365
bey	w7_d263e21368
dem	w9_d263e21371
oten	w11_d263e21374
Thurn	w13_d263e21378
in	w1_d263e21383
dem	w3_d263e21386
grossen	w5_d263e21389
küß	w7_d263e21392
den	w9_d263e21395
Pfenning,	w11_d263e21398
im	w13_d263e21402
2ten	w15_d263e21405
Stock	w1_d263e21411
über	w3_d263e21414
die	w5_d263e21417
Haupt=stiegen	w7_d263e21420
verschiedene	w9_d263e21423
Effecten,	w1_d263e21428
als	w3_d263e21431
Spiegel,	w5_d263e21434
neu	w7_d263e21437
pluschene	w9_d263e21440
Sessel	w11_d263e21443
und	w1_d263e21448
Sopha,	w3_d263e21451
harte	w5_d263e21454
Kästen,	w7_d263e21457
worunter	w9_d263e21460
einer	w11_d263e21463
mit	w1_d263e21468
einem	w3_d263e21471
schönen	w5_d263e21474
Jnstrument,	w7_d263e21477
harte	w9_d263e21480
Schreib	w11_d263e21483
und	w1_d263e21489
andere	w3_d263e21492
Tisch,	w5_d263e21495
Spallier,	w7_d263e21498
Stock	w9_d263e21501
und	w11_d263e21504
Sack	w13_d263e21508
uhren,	w1_d263e21513
damastene,	w3_d263e21516
feine,	w5_d263e21519
und	w7_d263e21522
andere	w9_d263e21525
Klei	w11_d263e21528
der,	w1_d263e21533
samt	w3_d263e21536
bordirten	w5_d263e21539
Vesten,	w7_d263e21542
Haus=mobilien,	w9_d263e21545
und	w1_d263e21550
andere	w3_d263e21553
Fahrnussen,	w5_d263e21556
Vormittag	w7_d263e21559
von	w9_d263e21562
9.	w1_d263e21568
bis	w3_d263e21571
13.	w5_d263e21574
Uhr,	w7_d263e21577
und	w9_d263e21580
Nachmittag	w11_d263e21583
von	w13_d263e21587
3.	w15_d263e21590
dis	w1_d263e21595
6.	w3_d263e21598
Uhr,	w5_d263e21601
licitando	w7_d263e21604
plus	w9_d263e21607
offerenti	w11_d263e21610
hindann	w13_d263e21614
gegeben	w1_d263e21619
werden.	w3_d263e21622
</p>
<p id="p14_d263e21625">
Wir	w1_d263e21629
Johann	w3_d263e21632
Leopold	w5_d263e21635
Edler	w7_d263e21638
von	w9_d263e21641
Ghelen	w11_d263e21644
J	w1_d263e21649
U.	w3_d263e21652
D.	w5_d263e21655
Jhro	w7_d263e21658
Kaiserl.	w9_d263e21661
Königl.	w11_d263e21664
Majestät	w13_d263e21668
Stadt	w1_d263e21673
und	w3_d263e21676
Landerichter	w5_d263e21679
in	w7_d263e21682
dero	w9_d263e21685
Haupt	w11_d263e21688
und	w13_d263e21692
Residenz=stadt	w1_d263e21698
Wien,	w3_d263e21701
dann	w5_d263e21704
N.	w7_d263e21707
und	w9_d263e21710
