<doc id="wr_1760-10-29" attrs="word" year="1760" month="10" day="29" corpus="2">
<head id="h2_d496e3512">
Stralsund	w1_d496e3516
Verlassenschaft	w3_d496e17947
um	w5_d496e17950
rechtmäßiger	w7_d496e17953
Forderung	w9_d496e17956
willen	w1_d496e17962
einige	w3_d496e17965
Sprüch	w5_d496e17968
haben,	w7_d496e17971
oder	w9_d496e17974
zu	w11_d496e17977
haben	w13_d496e17981
ver	w15_d496e17984
meinen,	w1_d496e17989
an	w3_d496e17992
obbestimten	w5_d496e17995
Tag,	w7_d496e17998
und	w9_d496e18001
Stund	w11_d496e18004
vor	w13_d496e18008
Re	w15_d496e18011
gierung	w1_d496e18016
in	w3_d496e18019
der	w5_d496e18022
daselbst	w7_d496e18025
zu	w9_d496e18028
solchem	w11_d496e18031
Ende	w13_d496e18035
offen	w15_d496e18038
hal	w17_d496e18041
tenden	w1_d496e18046
Commißion=stuben	w3_d496e18049
entweder	w5_d496e18052
selbst	w7_d496e18055
Person	w9_d496e18058
lich	w1_d496e18064
oder	w3_d496e18067
durch	w5_d496e18070
hierzu	w7_d496e18073
genugsam	w9_d496e18076
Gevollmächtigte	w11_d496e18079
Gewalt=tragere	w1_d496e18084
also	w3_d496e18087
gewiß	w5_d496e18090
zu	w7_d496e18093
erscheinen,	w9_d496e18096
und	w11_d496e18099
ihrer	w13_d496e18103
an	w1_d496e18108
solche	w3_d496e18111
Verlassenschaft	w5_d496e18114
habende	w7_d496e18117
Anforderungen	w9_d496e18120
anzumelden,	w1_d496e18125
auch	w3_d496e18128
rechtlich	w5_d496e18131
zu	w7_d496e18134
liquidiren	w9_d496e18137
haben,	w11_d496e18140
als	w1_d496e18146
im	w3_d496e18149
widrigen	w5_d496e18152
die	w7_d496e18155
Abhandlung	w9_d496e18158
gleichwolen	w11_d496e18161
vor	w13_d496e18165
genommen,	w1_d496e18170
und	w3_d496e18173
ungehind	w5_d496e18176
ert	w7_d496e18179
deren	w9_d496e18182
etwann	w11_d496e18185
vorhan	w13_d496e18189
denen	w1_d496e18194
Glaubigern,	w3_d496e18197
so	w5_d496e18200
sich	w7_d496e18203
mit	w9_d496e18206
ihren	w11_d496e18209
Anforderungen	w13_d496e18213
in	w1_d496e18218
bestimter	w3_d496e18221
Zeit	w5_d496e18224
nicht	w7_d496e18227
angemeldet,	w9_d496e18230
solche	w11_d496e18233
Ver	w13_d496e18237
lassenschaft	w1_d496e18243
denen	w3_d496e18246
Jntestat=erben	w5_d496e18249
eingeantwortet,	w7_d496e18252
auch	w1_d496e18257
ansonsten	w3_d496e18260
ex	w5_d496e18263
officio	w7_d496e18266
vorgekehret	w9_d496e18269
werden	w11_d496e18272
solle	w13_d496e18276
was	w1_d496e18281
rechtens	w3_d496e18284
ist.	w5_d496e18287
Wornach	w7_d496e18290
sich	w9_d496e18293
also	w11_d496e18296
ein	w13_d496e18300
jeder	w15_d496e18303
zu	w17_d496e18306
richten	w1_d496e18311
wissen	w3_d496e18314
wird.	w5_d496e18317
</p>
<p id="p26_d496e18320">
Von	w1_d496e18324
N.	w3_d496e18327
Burgermeister,	w5_d496e18330
Stadt=richter	w7_d496e18333
und	w9_d496e18336
Raht	w1_d496e18341
der	w3_d496e18344
Landes=fürstl.	w5_d496e18347
Stadt	w7_d496e18350
Laa	w9_d496e18353
wird	w11_d496e18356
hiemit	w13_d496e18360
jedermänniglich	w1_d496e18365
kund	w3_d496e18368
und	w5_d496e18371
zu	w7_d496e18374
wissen	w9_d496e18377
gemacht,	w11_d496e18380
was	w13_d496e18384
gestalten	w1_d496e18390
die	w3_d496e18393
Andreas	w5_d496e18396
Wickartische	w7_d496e18399
allhier	w9_d496e18402
auf	w11_d496e18405
dem	w13_d496e18409
Platz	w1_d496e18414
gelegene	w3_d496e18417
Behausung,	w5_d496e18420
samt	w7_d496e18423
denen	w9_d496e18426
dazu	w11_d496e18429
ge	w13_d496e18433
hörigen	w1_d496e18438
6.	w3_d496e18441
Joch	w5_d496e18444
Aecker,	w7_d496e18447
dann	w9_d496e18450
Waitz	w11_d496e18453
und	w13_d496e18457
Holz	w15_d496e18460
garten,	w1_d496e18465
wie	w3_d496e18468
auch	w5_d496e18471
vorhandenen	w7_d496e18474
Waaren=lager	w9_d496e18477
ex	w1_d496e18483
officio	w3_d496e18486
werde	w5_d496e18489
verkauffet	w7_d496e18492
werden;	w9_d496e18495
da	w11_d496e18498
nun	w13_d496e18502
auf	w15_d496e18505
den	w1_d496e18510
7.	w3_d496e18513
Novemb.	w5_d496e18516
dies	w7_d496e18519
Jahrs	w9_d496e18522
die	w11_d496e18525
diesfällige	w13_d496e18529
Lici	w15_d496e18532
tations=tagsatzung	w1_d496e18537
angeordnet;	w3_d496e18540
als	w5_d496e18543
werden	w7_d496e18546
dieje	w9_d496e18549
nige,	w1_d496e18554
sothane	w3_d496e18557
Behausung	w5_d496e18560
nebst	w7_d496e18563
vorberührten	w9_d496e18566
Ap	w11_d496e18569
pertinentien	w1_d496e18575
und	w3_d496e18578
Waaren=lager	w5_d496e18581
zu	w7_d496e18584
erkauffen	w9_d496e18587
Wil	w11_d496e18590
lens,	w1_d496e18595
an	w3_d496e18598
obbestimmten	w5_d496e18601
Tag	w7_d496e18604
fruh	w9_d496e18607
um	w11_d496e18610
9.	w13_d496e18614
Uhr	w15_d496e18617
auf	w17_d496e18620
alhiesigem	w1_d496e18625
Raht=haus	w3_d496e18628
erscheinen,	w5_d496e18631
und	w7_d496e18634
sich	w9_d496e18637
alda	w11_d496e18640
anmelden	w1_d496e18645
lassen.	w3_d496e18648
</p>
<head id="h2_d496e18748">
Fortsetzung	w1_d496e18752
deren	w3_d496e18755
von	w5_d496e18758
Seiten	w7_d496e18761
der	w9_d496e18764
Holländer	w1_d496e18769
betreffenden	w3_d496e18772
Vor	w5_d496e18775
schläge.	w1_d496e18780
</head>
<p id="p4_d496e18783">
Art.	w1_d496e18787
1.	w3_d496e18790
(ie	w5_d496e18793
Engländer	w7_d496e18796
werden	w9_d496e18799
die	w11_d496e18802
Zu	w13_d496e18806
rückkunft	w1_d496e18811
des	w3_d496e18814
Nabob	w5_d496e18817
bewür	w7_d496e18820
ken,	w1_d496e18825
oder	w3_d496e18828
zum	w5_d496e18831
wenigsten	w7_d496e18834
ihn	w9_d496e18837
dahin	w11_d496e18840
vermö	w13_d496e18844
gen,	w1_d496e18850
sich	w3_d496e18853
ruhig	w5_d496e18856
in	w7_d496e18859
seinem	w9_d496e18862
Lager	w11_d496e18865
zu	w13_d496e18869
halten,	w15_d496e18872
oh	w17_d496e18875
ne	w1_d496e18880
uns	w3_d496e18883
irgend	w5_d496e18886
einige	w7_d496e18889
Beleidigung	w9_d496e18892
zuzufü	w11_d496e18895
gen:	w1_d496e18900
Auch	w3_d496e18903
werden	w5_d496e18906
sie	w7_d496e18909
dergestalten	w9_d496e18912
zu	w11_d496e18915
Wer	w13_d496e18919
le	w1_d496e18924
gehen,	w3_d496e18927
daß	w5_d496e18930
die	w7_d496e18933
Articul	w9_d496e18936
unserer	w11_d496e18939
Conven	w13_d496e18943
tion	w1_d496e18949
von	w3_d496e18952
dem	w5_d496e18955
vornehmsten	w7_d496e18958
Officier	w9_d496e18961
des	w11_d496e18964
Na	w13_d496e18968
bob,	w1_d496e18973
insoferne	w3_d496e18976
solche	w5_d496e18979
ihn	w7_d496e18982
angehet,	w9_d496e18985
sowol	w11_d496e18988
für	w13_d496e18992
das	w1_d496e18997
Gegenwärtige,	w3_d496e19000
als	w5_d496e19003
für	w7_d496e19006
das	w9_d496e19009
Zukünftige,	w11_d496e19012
genehm	w1_d496e19017
gehalten,	w3_d496e19020
gutgeheissen,	w5_d496e19023
und	w7_d496e19026
bestätti	w9_d496e19029
get	w1_d496e19035
werden.	w3_d496e19038
</p>
<p id="p6_d496e19041">
Antwort.	w1_d496e19045
Wir	w3_d496e19048
haben	w5_d496e19051
bereits	w7_d496e19054
allunse	w9_d496e19057
ren	w1_d496e19062
Credit	w3_d496e19065
bey	w5_d496e19068
dem	w7_d496e19071
Nabob	w9_d496e19074
angewendet,	w11_d496e19077
und	w13_d496e19081
wir	w1_d496e19086
werden	w3_d496e19089
solches	w5_d496e19092
ferner	w7_d496e19095
thun,	w9_d496e19098
um	w11_d496e19101
ihn	w13_d496e19105
zur	w15_d496e19108
Zurückziehung	w1_d496e19114
seiner	w3_d496e19117
Trupen	w5_d496e19120
von	w7_d496e19123
dem	w9_d496e19126
Au	w11_d496e19129
genblicke	w1_d496e19134
an,	w3_d496e19137
da	w5_d496e19140
die	w7_d496e19143
Holländische	w9_d496e19146
Regierung	w11_d496e19149
seine	w1_d496e19154
Befehle	w3_d496e19157
erfüllet,	w5_d496e19160
zu	w7_d496e19163
vermögen.	w9_d496e19166
Die	w11_d496e19169
Articul,	w1_d496e19174
worüber	w3_d496e19177
die	w5_d496e19180
Engländer	w7_d496e19183
und	w9_d496e19186
Hol	w11_d496e19189
länder	w1_d496e19195
unter	w3_d496e19198
sich	w5_d496e19201
übereinkommen,	w7_d496e19204
können	w9_d496e19207
in	w11_d496e19210
dem	w1_d496e19215
Tractat	w3_d496e19218
nicht	w5_d496e19221
eingeschaltet	w7_d496e19224
werden,	w9_d496e19227
wel	w11_d496e19230
chen	w1_d496e19235
die	w3_d496e19238
Redierung	w5_d496e19241
von	w7_d496e19244
Hughley	w9_d496e19247
mit	w11_d496e19250
dem	w13_d496e19254
Haupt=officier	w1_d496e19259
des	w3_d496e19262
Nabobs	w5_d496e19265
schliessen	w7_d496e19268
dörfte.	w9_d496e19271
</p>
<p id="p8_d496e19274">
2.Alles,	w1_d496e19278
was	w3_d496e19281
wärend	w5_d496e19284
den	w7_d496e19287
Unruhen,	w9_d496e19290
die	w11_d496e19293
nunmehro	w1_d496e19298
aufgehöret	w3_d496e19301
haben,	w5_d496e19304
vorgegangen	w7_d496e19307
seyn	w1_d496e19312
möchte,	w3_d496e19315
soll	w5_d496e19318
von	w7_d496e19321
ein	w9_d496e19324
so	w11_d496e19327
anderer	w13_d496e19331
Seite	w15_d496e19334
in	w1_d496e19340
Vergessenheit	w3_d496e19343
gestellet	w5_d496e19346
werden;	w7_d496e19349
Und	w9_d496e19352
wird	w11_d496e19355
man	w1_d496e19360
von	w3_d496e19363
beeden	w5_d496e19366
Seiten	w7_d496e19369
einander	w9_d496e19372
Versiche	w11_d496e19375
tungen	w1_d496e19380
der	w3_d496e19383
vollkommenen	w5_d496e19386
Freundschaft,	w7_d496e19389
Treue	w1_d496e19394
und	w3_d496e19397
Correspondenz,	w5_d496e19400
die	w7_d496e19403
zwischen	w9_d496e19406
den	w11_d496e19409
Hauptern	w1_d496e19415
der	w3_d496e19418
beyderseitigen	w5_d496e19421
Nationen	w7_d496e19424
beob	w9_d496e19427
uchtet	w1_d496e19432
werden	w3_d496e19435
sollen,	w5_d496e19438
geben,	w7_d496e19441
ohne	w9_d496e19444
von	w11_d496e19447
der	w13_d496e19451
ein	w1_d496e19456
oder	w3_d496e19459
anderen	w5_d496e19462
Seite,	w7_d496e19465
unter	w9_d496e19468
welchem	w11_d496e19471
Vor	w13_d496e19475
wande	w1_d496e19480
es	w3_d496e19483
seye,	w5_d496e19486
die	w7_d496e19489
mindeste	w9_d496e19492
Feindseeligkeit	w11_d496e19495
zu	w1_d496e19501
erlauben,	w3_d496e19504
ein	w5_d496e19507
jeder	w7_d496e19510
wird	w9_d496e19513
sein	w11_d496e19516
Aeusserstes	w13_d496e19520
</p>
<p id="p10_d496e19523">
thun,	w1_d496e19527
um	w3_d496e19530
dieses	w5_d496e19533
gute	w7_d496e19536
Vernehmen	w9_d496e19539
aufrecht	w11_d496e19542
zu	w1_d496e19547
erhalten,	w3_d496e19550
und	w5_d496e19553
alles	w7_d496e19556
dasjenige,	w9_d496e19559
was	w11_d496e19562
zum	w1_d496e19567
gemeinsamen	w3_d496e19570
Nutzen	w5_d496e19573
möglich	w7_d496e19576
seyn	w9_d496e19579
wird,	w11_d496e19582
beytragen,	w1_d496e19588
und	w3_d496e19591
weder	w5_d496e19594
unmittelbar	w7_d496e19597
noch	w9_d496e19600
mit	w11_d496e19603
telbarer	w1_d496e19608
Weise	w3_d496e19611
denjenigen	w5_d496e19614
Beystand	w7_d496e19617
leisten,	w9_d496e19620
welche	w1_d496e19625
ihnen	w3_d496e19628
einigen	w5_d496e19631
Nachtheil	w7_d496e19634
zufügen	w9_d496e19637
wollten.	w1_d496e19642
</p>
<p id="p12_d496e19646">
Antwort.	w1_d496e19650
Dieses	w3_d496e19653
wird,	w5_d496e19656
in	w7_d496e19659
so	w9_d496e19662
weit,	w11_d496e19665
als	w13_d496e19669
es	w1_d496e19674
der	w3_d496e19677
Allianz	w5_d496e19680
zwischen	w7_d496e19683
dem	w9_d496e19686
Nabob	w11_d496e19689
und	w13_d496e19693
uns	w15_d496e19696
nicht	w1_d496e19701
entgegen	w3_d496e19704
seyn	w5_d496e19707
wird,	w7_d496e19710
solange,	w9_d496e19713
als	w11_d496e19716
die	w13_d496e19720
Freundschaft	w1_d496e19726
zwischen	w3_d496e19729
unseren	w5_d496e19732
Souverains	w7_d496e19735
in	w1_d496e19740
Europa	w3_d496e19743
bestehen	w5_d496e19746
wird,	w7_d496e19749
begenehmiget.	w9_d496e19752
</p>
<p id="p14_d496e19755">
3.	w1_d496e19759
Gleichwie	w3_d496e19762
wir	w5_d496e19765
nicht	w7_d496e19768
nach	w9_d496e19771
einer	w11_d496e19774
Kriegs	w13_d496e19778
erklärung,	w1_d496e19783
noch	w3_d496e19786
aus	w5_d496e19789
einer	w7_d496e19792
Commißion	w9_d496e19795
agi	w11_d496e19798
ret	w1_d496e19803
haben,	w3_d496e19806
also	w5_d496e19809
können	w7_d496e19812
unsere	w9_d496e19815
Trupen	w11_d496e19818
und	w13_d496e19822
unsere	w1_d496e19828
See=leute	w3_d496e19831
nicht	w5_d496e19834
als	w7_d496e19837
einer	w9_d496e19840
Capitula	w11_d496e19843
tion	w1_d496e19848
unterworfene	w3_d496e19851
Kriegs=gefangene,	w5_d496e19854
sondern	w7_d496e19857
als	w1_d496e19862
zufällige	w3_d496e19865
Gefangene	w5_d496e19868
angesehen,	w7_d496e19871
und	w9_d496e19874
sol	w11_d496e19877
chemnach	w1_d496e19882
müssen	w3_d496e19885
sie	w5_d496e19888
mit	w7_d496e19891
allen	w9_d496e19894
Militarischen	w11_d496e19897
Ehren	w1_d496e19903
in	w3_d496e19906
Freyheit	w5_d496e19909
gesetzet	w7_d496e19912
werden.	w9_d496e19915
</p>
<p id="p16_d496e19918">
Antwort.	w1_d496e19922
Wir	w3_d496e19925
sehen	w5_d496e19928
die	w7_d496e19931
Holländischen	w9_d496e19934
Officiers	w1_d496e19939
und	w3_d496e19942
Trupen	w5_d496e19945
nicht	w7_d496e19948
als	w9_d496e19951
unsere,	w11_d496e19954
son	w13_d496e19958
dern	w1_d496e19963
als	w3_d496e19966
Gefangene	w5_d496e19969
des	w7_d496e19972
Nabob	w9_d496e19975
an;	w11_d496e19978
Sol	w13_d496e19982
chemnach	w1_d496e19988
sind	w3_d496e19991
wir	w5_d496e19994
auch	w7_d496e19997
bereit,	w9_d496e20000
solche	w11_d496e20003
sobald,	w13_d496e20007
als	w1_d496e20012
sie	w3_d496e20015
ihren	w5_d496e20018
Tractat	w7_d496e20021
mit	w9_d496e20024
ihm	w11_d496e20027
geschlossen	w13_d496e20031
ha	w15_d496e20034
eben,	w1_d496e20039
wieder	w3_d496e20042
los	w5_d496e20045
zu	w7_d496e20048
lassen,	w9_d496e20051
di	w11_d496e20054
jenige	w13_d496e20058
ausgenom	w15_d496e20061
men,	w1_d496e20066
die	w3_d496e20069
in	w5_d496e20072
unsern	w7_d496e20075
Dienst	w9_d496e20078
tretten	w11_d496e20081
wollen,	w13_d496e20085
und	w15_d496e20088
die	w1_d496e20094
den	w3_d496e20097
Schutz	w5_d496e20100
der	w7_d496e20103
Engländischen	w9_d496e20106
Flagge	w11_d496e20109
be	w13_d496e20113
gehren	w1_d496e20118
werden.	w3_d496e20121
</p>
<p id="p18_d496e20124">
4.	w1_d496e20128
Die	w3_d496e20131
Engländer	w5_d496e20134
werden	w7_d496e20137
uns	w9_d496e20140
den	w11_d496e20143
freyen	w13_d496e20147
Genuß	w1_d496e20152
unser	w3_d496e20155
Etablissements,	w5_d496e20158
unserer	w7_d496e20161
Han	w9_d496e20164
dlung,	w1_d496e20169
unserer	w3_d496e20172
Gerechtsamen	w5_d496e20175
und	w7_d496e20178
unserer	w9_d496e20181
Privilegien	w1_d496e20187
lassen.	w3_d496e20190
</p>
<p id="p20_d496e20193">
Antwort.	w1_d496e20197
Wir	w3_d496e20200
haben	w5_d496e20203
niemals	w7_d496e20206
die	w9_d496e20209
Hol	w11_d496e20212
länder	w1_d496e20217
in	w3_d496e20220
ihren	w5_d496e20223
rechtmäßigen	w7_d496e20226
Gerechtsamen	w9_d496e20229
und	w1_d496e20234
Privilegien	w3_d496e20237
gestöhret,	w5_d496e20240
und	w7_d496e20243
denken	w9_d496e20246
auch	w11_d496e20249
nicht,	w1_d496e20255
solches	w3_d496e20258
in	w5_d496e20261
Zukunft	w7_d496e20264
zu	w9_d496e20267
thun.	w11_d496e20270
</p>
<p id="p24_d496e20276">
5.	w1_d496e20280
Die	w3_d496e20283
Unterthanen,	w5_d496e20286
Besitzungen,	w7_d496e20289
Cta	w9_d496e20292
blissements,	w1_d496e20297
Ländereyen,	w3_d496e20300
Häuser,	w5_d496e20303
Schiffe	w7_d496e20306
und	w9_d496e20309
Fahr=zeuge,	w1_d496e20314
welche	w3_d496e20317
sowol	w5_d496e20320
der	w7_d496e20323
Compagnie,	w9_d496e20326
als	w1_d496e20332
einzeln	w3_d496e20335
Personen	w5_d496e20338
zugehören,	w7_d496e20341
und	w9_d496e20344
alles,	w11_d496e20347
was	w1_d496e20352
davon	w3_d496e20355
abhanget,	w5_d496e20358
wird	w7_d496e20361
frey	w9_d496e20364
erkläret,	w11_d496e20367
und	w13_d496e20371
alles	w1_d496e20376
in	w3_d496e20379
dem	w5_d496e20382
Stande,	w7_d496e20385
wie	w9_d496e20388
es	w11_d496e20391
ist,	w13_d496e20395
in	w15_d496e20398
Gegen	w17_d496e20401
wart	w1_d496e20406
von	w3_d496e20409
beeden	w5_d496e20412
Seiten	w7_d496e20415
ernannter	w9_d496e20418
Depu	w11_d496e20421
tirten	w1_d496e20427
zurück	w3_d496e20430
gegeben	w5_d496e20433
werden	w7_d496e20436
</p>
<p id="p26_d496e20439">
Antwort.	w1_d496e20443
Alle	w3_d496e20446
Schiffe	w5_d496e20449
und	w7_d496e20452
Fahr=zeuge,	w9_d496e20455
die	w1_d496e20460
wir	w3_d496e20463
in	w5_d496e20466
Handen	w7_d496e20469
haben,	w9_d496e20472
werden	w11_d496e20475
alsogleich,	w13_d496e20479
nachdeme	w1_d496e20484
man	w3_d496e20487
unsern	w5_d496e20490
Anforderungen	w7_d496e20493
Genü	w9_d496e20496
ge	w1_d496e20502
geleistet	w3_d496e20505
haben	w5_d496e20508
wird,	w7_d496e20511
oder	w9_d496e20514
auf	w11_d496e20517
die	w13_d496e20521
Versi	w15_d496e20524
cherung,	w1_d496e20529
die	w3_d496e20532
diesfalls	w5_d496e20535
von	w7_d496e20538
dem	w9_d496e20541
Director	w11_d496e20544
und	w13_d496e20548
Rahte	w1_d496e20553
von	w3_d496e20556
Hughley	w5_d496e20559
gegeben	w7_d496e20562
werden	w9_d496e20565
wird,	w11_d496e20568
zurücke	w1_d496e20573
gegeben	w3_d496e20576
werden.	w5_d496e20579
</p>
<head id="h2_d496e20585">
6.	w1_d496e20589
Die	w3_d496e20592
Tractaten	w5_d496e20595
werden	w7_d496e20598
mit	w9_d496e20601
der	w11_d496e20604
Ge	w13_d496e20608
nehmhaltung	w1_d496e20613
deren	w3_d496e20616
Directoren	w5_d496e20619
beeder	w7_d496e20622
Com	w9_d496e20625
pagnien,	w1_d496e20630
sobald	w3_d496e20633
es	w5_d496e20636
möglich	w7_d496e20639
seyn	w9_d496e20642
wird,	w11_d496e20645
ausge	w13_d496e20649
wechselt	w1_d496e20655
werden.	w3_d496e20658
Antwort.	w1_d496e20663
Zugestanden.	w3_d496e20666
</head>
<p id="p4_d496e20669">
7.	w1_d496e20673
Beede	w3_d496e20676
Theile	w5_d496e20679
werden	w7_d496e20682
gegeneinander	w9_d496e20685
Garants	w1_d496e20690
der	w3_d496e20693
Vollstreckung	w5_d496e20696
des	w7_d496e20699
vorhergehen	w9_d496e20702
den	w1_d496e20707
Articuls	w3_d496e20710
seyn.	w5_d496e20713
Antwort.	w1_d496e20719
Wir	w3_d496e20722
sehen	w5_d496e20725
keine	w7_d496e20728
Nohtwendig	w9_d496e20731
</p>
<p id="p6_d496e20734">
Richard	w1_d496e20738
Becher.	w3_d496e20741
Joh.	w5_d496e20744
Cooke.	w7_d496e20747
Articuln	w1_d496e20752
des	w3_d496e20755
Vertrags,	w5_d496e20758
welche	w7_d496e20761
von	w9_d496e20764
der	w11_d496e20767
Holländischen	w1_d496e20772
Compagnie	w3_d496e20775
in	w5_d496e20778
Ansehung	w7_d496e20781
des	w9_d496e20784
Nabob	w1_d496e20790
genehm	w3_d496e20793
gehalten	w5_d496e20796
worden.	w7_d496e20799
</p>
<p id="p8_d496e20802">
1.	w1_d496e20806
Wir	w3_d496e20809
werden	w5_d496e20812
ungesäumt	w7_d496e20815
die	w9_d496e20818
Europäer,	w11_d496e20821
die	w1_d496e20826
Buccasses,	w3_d496e20829
und	w5_d496e20832
die	w7_d496e20835
Talanges,	w9_d496e20838
welche	w11_d496e20841
am	w13_d496e20845
Bord	w1_d496e20850
unserer	w3_d496e20853
Schiffe	w5_d496e20856
hiehergeführet	w7_d496e20859
wor	w9_d496e20862
den,	w1_d496e20868
zurücke	w3_d496e20871
schicken;	w5_d496e20874
und	w7_d496e20877
wir	w9_d496e20880
werden	w11_d496e20883
den	w13_d496e20887
Europäern,	w1_d496e20892
den	w3_d496e20895
Sipagen	w5_d496e20898
und	w7_d496e20901
den	w9_d496e20904
Burgun	w11_d496e20907
dasses,	w1_d496e20912
welche	w3_d496e20915
man	w5_d496e20918
letztlich	w7_d496e20921
allhier	w9_d496e20924
unterhal	w11_d496e20927
trn	w1_d496e20932
hat,	w3_d496e20935
Abschied	w5_d496e20938
geben.	w7_d496e20941
</p>
<p id="p10_d496e20944">
2.	w1_d496e20948
Wir	w3_d496e20951
werden	w5_d496e20954
keine	w7_d496e20957
bewafnete	w9_d496e20960
Leute	w11_d496e20963
mehr	w1_d496e20968
in	w3_d496e20971
das	w5_d496e20974
Land	w7_d496e20977
von	w9_d496e20980
Bengala	w11_d496e20983
schicken	w13_d496e20987
Wir	w1_d496e20992
werden	w3_d496e20995
niemals	w5_d496e20998
darinne	w7_d496e21001
Krieg	w9_d496e21004
führen;	w11_d496e21007
</p>
<p id="p12_d496e21011">
Wir	w1_d496e21015
werden	w3_d496e21018
darinne	w5_d496e21021
keine	w7_d496e21024
Befestigung	w9_d496e21027
auf	w11_d496e21030
führen,	w1_d496e21035
und	w3_d496e21038
wir	w5_d496e21041
werden	w7_d496e21044
darinne	w9_d496e21047
keine	w11_d496e21050
Kriegs	w13_d496e21054
anstalt	w1_d496e21059
machen.	w3_d496e21062
</p>
<p id="p14_d496e21065">
3.	w1_d496e21069
Wir	w3_d496e21072
werden	w5_d496e21075
in	w7_d496e21078
allen	w9_d496e21081
unsern	w11_d496e21084
in	w13_d496e21088
den	w15_d496e21091
3	w17_d496e21094
Provinzen	w1_d496e21099
errichteten	w3_d496e21102
Factoreyen	w5_d496e21105
nicht	w7_d496e21108
mehr	w9_d496e21111
als	w1_d496e21116
125.	w3_d496e21119
Saldaten	w5_d496e21122
unterhalten.	w7_d496e21125
</p>
<p id="p16_d496e21128">
4.	w1_d496e21132
Wir	w3_d496e21135
werden	w5_d496e21138
unsere	w7_d496e21141
Handlung	w9_d496e21144
in	w11_d496e21147
Frie	w13_d496e21151
den	w1_d496e21156
und	w3_d496e21159
ruhig	w5_d496e21162
fortsetzen;	w7_d496e21165
Und	w9_d496e21168
im	w11_d496e21171
Fall	w13_d496e21175
(wel	w15_d496e21178
ches	w1_d496e21183
GOtt	w3_d496e21186
verhüten	w5_d496e21189
wolle)	w7_d496e21192
unseren	w9_d496e21195
Affairen	w11_d496e21198
einige	w1_d496e21204
Hindernisse,	w3_d496e21207
Streitigkeiten	w5_d496e21210
oder	w7_d496e21213
Be	w9_d496e21216
druckungen	w1_d496e21221
zustossen	w3_d496e21224
sollten,	w5_d496e21227
werden	w7_d496e21230
wir	w9_d496e21233
uns	w11_d496e21236
an	w1_d496e21241
den	w3_d496e21244
Nazem	w5_d496e21247
der	w7_d496e21250
Provinz	w9_d496e21253
wenden,	w11_d496e21256
um	w13_d496e21260
de	w15_d496e21263
ren	w1_d496e21268
Abstellung	w3_d496e21271
zu	w5_d496e21274
erlangen.	w7_d496e21277
</p>
<p id="p18_d496e21280">
Von	w1_d496e21284
Seiten	w3_d496e21287
des	w5_d496e21290
K.	w7_d496e21293
K.	w9_d496e21296
Markt=gericht	w11_d496e21299
Hallstatt	w13_d496e21303
in	w1_d496e21308
dem	w3_d496e21311
Erz=herzogtum	w5_d496e21314
Oesterreich	w7_d496e21317
ob	w9_d496e21320
der	w11_d496e21323
Enns	w13_d496e21327
wird	w1_d496e21332
anmit	w3_d496e21335
durch	w5_d496e21338
das	w7_d496e21341
gegenwärtige	w9_d496e21344
Edict	w11_d496e21347
jeder	w13_d496e21351
mann,	w1_d496e21357
deme	w3_d496e21360
daran	w5_d496e21363
gelegen,	w7_d496e21366
nochmalen	w9_d496e21369
und	w11_d496e21372
zwar	w13_d496e21376
ultimatim	w1_d496e21381
zu	w3_d496e21384
wissen	w5_d496e21387
gemacht:	w7_d496e21390
was	w9_d496e21393
gestalten	w11_d496e21396
auf	w13_d496e21400
gemachtes	w1_d496e21405
Ansuchen	w3_d496e21408
deren	w5_d496e21411
sammentlichen	w7_d496e21414
Präu	w9_d496e21417
spergischen	w1_d496e21422
Ereditoren	w3_d496e21425
dieser	w5_d496e21428
ihr	w7_d496e21431
Debitor	w9_d496e21434
benannt	w11_d496e21437
lichen	w1_d496e21443
Hr.	w3_d496e21446
Johann	w5_d496e21449
Michael	w7_d496e21452
Praunspergerfürge	w9_d496e21455
wester	w1_d496e21460
K.	w3_d496e21463
K.	w5_d496e21466
Wald=meister	w7_d496e21469
allhier,	w9_d496e21472
da	w11_d496e21475
dessen	w13_d496e21479
der	w15_d496e21482
maliger	w1_d496e21487
Aufenthalt	w3_d496e21490
hierorts	w5_d496e21493
unbekannt	w7_d496e21496
ist,	w9_d496e21499
bereits	w11_d496e21502
unterm	w1_d496e21507
16.	w3_d496e21510
May	w5_d496e21513
hujus	w7_d496e21516
anni	w9_d496e21519
per	w11_d496e21522
Edictum	w13_d496e21526
ad	w15_d496e21529
vai-	w17_d496e21532
vas	w1_d496e21538
einberuffen,	w3_d496e21541
und	w5_d496e21544
ihme	w7_d496e21547
commitiret	w9_d496e21550
worden	w11_d496e21553
seye,	w1_d496e21558
daß	w3_d496e21561
er	w5_d496e21564
bey	w7_d496e21567
der	w9_d496e21570
auf	w11_d496e21573
den	w13_d496e21577
16.	w15_d496e21580
Augusti	w17_d496e21583
abhin	w19_d496e21586
ge	w21_d496e21589
richtlich	w1_d496e21594
angeordneten	w3_d496e21597
Verhandlung	w5_d496e21600
seines	w7_d496e21603
zuruck	w9_d496e21606
gebliebenen	w1_d496e21611
Vermögens,	w3_d496e21614
wie	w5_d496e21617
nicht	w7_d496e21620
minder	w9_d496e21623
dem	w11_d496e21626
des	w13_d496e21630
erdeuteten	w1_d496e21636
Creditori	w3_d496e21639
während	w5_d496e21642
