<doc id="wr_1757-04-06" attrs="word" year="1757" month="04" day="06" corpus="2">
<head id="h2_d132e3822">
Neapel	w1_d132e3826
fortgeschaffet.	w7_d132e7462
Auf	w9_d132e7465
ein	w11_d132e7468
und	w13_d132e7472
auspaßirende	w1_d132e7477
Personen	w3_d132e7480
wird	w5_d132e7483
fleißig	w7_d132e7486
Achtung	w9_d132e7489
gegeben,	w1_d132e7495
und	w3_d132e7498
sie	w5_d132e7501
mögen	w7_d132e7504
seyn,	w9_d132e7507
wer	w11_d132e7510
sie	w13_d132e7514
wollen,	w15_d132e7517
so	w1_d132e7522
werden	w3_d132e7525
sie	w5_d132e7528
scharf	w7_d132e7531
examiniret.	w9_d132e7534
Wegen	w11_d132e7537
der	w13_d132e7541
Deserteurs	w1_d132e7546
ist	w3_d132e7549
die	w5_d132e7552
Verfügung	w7_d132e7555
geschehen,	w9_d132e7558
daß	w11_d132e7561
die	w1_d132e7566
Bauren,	w3_d132e7569
sobald	w5_d132e7572
sie	w7_d132e7575
einen	w9_d132e7578
Canon=schuß	w11_d132e7581
hören,	w1_d132e7587
sich	w3_d132e7590
gleich	w5_d132e7593
aufmachen	w7_d132e7596
sollen,	w9_d132e7599
dieselbe	w11_d132e7602
einzuholen.	w1_d132e7607
Gestern	w3_d132e7610
frühe	w5_d132e7613
marschierte	w7_d132e7616
von	w9_d132e7619
hier	w1_d132e7624
ein	w3_d132e7627
starkes	w5_d132e7630
Commando	w7_d132e7633
von	w9_d132e7636
der	w11_d132e7639
Artillerie	w13_d132e7643
mit	w1_d132e7648
zwölf	w3_d132e7651
schweren	w5_d132e7654
Canonen	w7_d132e7657
und	w9_d132e7660
eben	w11_d132e7663
so	w13_d132e7667
vielen	w15_d132e7670
Munitions=wägen	w1_d132e7676
nach	w3_d132e7679
Freyberg	w5_d132e7682
und	w7_d132e7685
Ehem	w9_d132e7688
nitz,	w1_d132e7693
worauf	w3_d132e7696
des	w5_d132e7699
Prinzen	w7_d132e7702
Ferdinand	w9_d132e7705
von	w11_d132e7708
Preus	w13_d132e7712
sen,	w1_d132e7717
und	w3_d132e7720
des	w5_d132e7723
Prinzen	w7_d132e7726
Ferdinand	w9_d132e7729
von	w11_d132e7732
Wolfen	w13_d132e7736
büttel	w1_d132e7741
sämtliche	w3_d132e7744
Equipage	w5_d132e7747
und	w7_d132e7750
Pferde	w9_d132e7753
nach	w11_d132e7756
folgten.	w1_d132e7762
Besagte	w3_d132e7765
Prinzen	w5_d132e7768
werden	w7_d132e7771
ebenfalle	w9_d132e7774
eiligst	w1_d132e7779
abgehen,	w3_d132e7782
weil	w5_d132e7785
sie	w7_d132e7788
das	w9_d132e7791
Corpo	w11_d132e7794
daselb	w13_d132e7798
commandieren	w1_d132e7803
sollen.	w3_d132e7806
Von	w5_d132e7809
hier	w7_d132e7812
nach	w9_d132e7815
der	w11_d132e7818
Gränz	w13_d132e7822
in	w1_d132e7827
Böhmen	w3_d132e7830
wird	w5_d132e7833
ein	w7_d132e7836
starker	w9_d132e7839
Cordon	w11_d132e7842
von	w13_d132e7846
der	w15_d132e7849
</p>
<p id="p6_d132e7852">
Cauollerte	w1_d132e7856
gl	w3_d132e7859
zogen.	w1_d132e7864
Gestern	w3_d132e7867
Nachmittag	w5_d132e7870
sind	w1_d132e7875
verschiedene	w3_d132e7878
Kähne	w5_d132e7881
aus	w7_d132e7884
Magdeburg,	w9_d132e7887
mit	w1_d132e7893
Proviant=mehl	w3_d132e7896
beladen,	w5_d132e7899
auf	w7_d132e7902
der	w9_d132e7905
Elbe	w11_d132e7908
hier	w1_d132e7913
eingetroffen.	w3_d132e7916
Allem	w5_d132e7919
Ansehen	w7_d132e7922
nach,	w9_d132e7925
wer	w11_d132e7928
den	w1_d132e7933
die	w3_d132e7936
Kriegs=operationen	w5_d132e7939
nunmehro	w7_d132e7942
bald	w9_d132e7945
angehen,	w1_d132e7950
indem	w3_d132e7953
sich	w5_d132e7956
alles	w7_d132e7959
in	w9_d132e7962
Marsch=fertigen	w11_d132e7965
Stande	w1_d132e7971
befindet.	w3_d132e7974
Heute	w5_d132e7977
frühe	w7_d132e7980
um	w9_d132e7983
7.	w11_d132e7986
Uhr,	w13_d132e7990
wurde	w1_d132e7995
ein	w3_d132e7998
Marquetender,	w5_d132e8001
der	w7_d132e8004
einen	w9_d132e8007
Grena	w11_d132e8010
dier	w1_d132e8015
von	w3_d132e8018
des	w5_d132e8021
Königs	w7_d132e8024
Garde	w9_d132e8027
entführen	w11_d132e8030
wollen,	w13_d132e8034
mit	w1_d132e8039
einem	w3_d132e8042
kleinen	w5_d132e8045
Commando	w7_d132e8048
von	w9_d132e8051
Preußischen	w11_d132e8054
Militz	w1_d132e8060
nach	w3_d132e8063
dem	w5_d132e8066
Galgen	w7_d132e8069
begleitet,	w9_d132e8072
und	w11_d132e8075
da	w13_d132e8079
selbst	w1_d132e8084
aufgehenket.	w3_d132e8087
</p>
<head id="h2_d132e8093">
Brüssel,	w1_d132e8097
den	w3_d132e8100
24.	w5_d132e8103
Mart.	w7_d132e8106
</head>
<p id="p4_d132e8109">
Der	w1_d132e8113
Marquis	w3_d132e8116
de	w5_d132e8119
Crillon,	w7_d132e8122
Marechal	w9_d132e8125
be	w11_d132e8128
Camp,	w1_d132e8133
bey	w3_d132e8136
der	w5_d132e8139
Französischen	w7_d132e8142
Armee,	w9_d132e8145
langte	w11_d132e8148
am	w1_d132e8153
Montag	w3_d132e8156
allhier	w5_d132e8159
an,	w7_d132e8162
desgleichen	w9_d132e8165
eine	w11_d132e8168
Com	w13_d132e8172
pagnie	w1_d132e8178
des	w3_d132e8181
Grand=prevot,	w5_d132e8184
die	w7_d132e8187
den	w9_d132e8190
folgen	w11_d132e8193
den	w1_d132e8198
Tag	w3_d132e8201
den	w5_d132e8204
Marsch	w7_d132e8207
nach	w9_d132e8210
Stockem	w11_d132e8213
fortsetzte,	w13_d132e8217
wohin	w1_d132e8222
auch	w3_d132e8225
die	w5_d132e8228
beyde	w7_d132e8231
Battaillons	w9_d132e8234
von	w11_d132e8237
Re	w13_d132e8241
giment	w1_d132e8246
de	w3_d132e8249
la	w5_d132e8252
Marine,	w7_d132e8255
die	w9_d132e8258
letzt	w11_d132e8261
in	w13_d132e8265
hiesiger	w15_d132e8268
Stadt	w1_d132e8274
angelanget	w3_d132e8277
waren,	w5_d132e8280
ihren	w7_d132e8283
Zug	w9_d132e8286
hie	w11_d132e8289
nahmen.	w1_d132e8294
Zwey	w3_d132e8297
Escadrons	w5_d132e8300
Dragoner	w7_d132e8303
vom	w9_d132e8306
Regiment	w1_d132e8311
d'Aubigne	w3_d132e8314
sind	w5_d132e8317
aus	w7_d132e8320
Frankreich	w9_d132e8323
am	w11_d132e8326
Dienstag	w1_d132e8331
mittags	w3_d132e8334
ankommen,	w5_d132e8337
und	w7_d132e8340
haben	w9_d132e8343
des	w11_d132e8346
Mittwochs	w1_d132e8352
frühe	w3_d132e8355
den	w5_d132e8358
Marsch	w7_d132e8361
auch	w9_d132e8364
nach	w11_d132e8367
Sto	w13_d132e8371
ckem	w1_d132e8376
fortgesetzet.	w3_d132e8379
An	w5_d132e8382
eben	w7_d132e8385
diesem	w9_d132e8388
Tag	w11_d132e8391
mar	w13_d132e8395
scherte	w1_d132e8400
eine	w3_d132e8403
Battaillon	w5_d132e8406
von	w7_d132e8409
Arberg	w9_d132e8412
kaus	w11_d132e8415
hiesi	w13_d132e8419
ger	w1_d132e8424
Stadt	w3_d132e8427
nach	w5_d132e8430
Mechlen	w7_d132e8433
an	w9_d132e8436
die	w11_d132e8439
Maas.	w13_d132e8443
Des	w15_d132e8446
Mittags	w1_d132e8452
kamen	w3_d132e8455
zwey	w5_d132e8458
Battaillons	w7_d132e8461
vom	w9_d132e8464
Re	w11_d132e8467
giment	w1_d132e8472
de	w3_d132e8475
la	w5_d132e8478
Marine	w7_d132e8481
hier	w9_d132e8484
an,	w11_d132e8487
und	w13_d132e8491
heute	w15_d132e8494
Mor	w17_d132e8497
gen	w1_d132e8502
rückten	w3_d132e8505
selbige	w5_d132e8508
nach	w7_d132e8511
Stockem	w9_d132e8514
fort.	w11_d132e8517
Sie	w13_d132e8521
ben	w1_d132e8526
Compagnien	w3_d132e8529
vom	w5_d132e8532
Regiment	w7_d132e8535
de	w9_d132e8538
los	w11_d132e8541
Rios	w13_d132e8545
so	w1_d132e8551
hier	w3_d132e8554
in	w5_d132e8557
Besatzung	w7_d132e8560
gelegen,	w9_d132e8563
sind	w11_d132e8566
diesen	w13_d132e8570
Morgen	w1_d132e8575
nach	w3_d132e8578
Mechlen	w5_d132e8581
marschiret,	w7_d132e8584
um	w9_d132e8587
sich	w11_d132e8590
auf	w13_d132e8594
dem	w1_d132e8599
angewiesenen	w3_d132e8602
Sammel=platz	w5_d132e8605
einzufinden.	w7_d132e8608
Diese	w1_d132e8613
sieben	w3_d132e8616
Compagnien	w5_d132e8619
sind	w7_d132e8622
durch	w9_d132e8625
eine	w11_d132e8628
Bat	w13_d132e8632
taillon	w1_d132e8638
vom	w3_d132e8641
Regiment	w5_d132e8644
Salm=Salm	w7_d132e8647
ersetzet	w9_d132e8650
worden.	w1_d132e8655
Heute	w3_d132e8658
nachmittag	w5_d132e8661
sind	w7_d132e8664
die	w9_d132e8667
beyde	w11_d132e8670
andere	w1_d132e8675
Escadrons	w3_d132e8678
vom	w5_d132e8681
Dragoner=regiment	w7_d132e8684
d'Aubigne	w1_d132e8689
allhier	w3_d132e8692
angelanget.	w5_d132e8695
Am	w7_d132e8698
Sonn	w9_d132e8701
tag	w1_d132e8707
hat	w3_d132e8710
sich	w5_d132e8713
auch	w7_d132e8716
der	w9_d132e8719
Herr	w11_d132e8722
von	w13_d132e8726
Mauvillain,	w15_d132e8729
Zahl=meister	w1_d132e8734
bey	w3_d132e8737
der	w5_d132e8740
Französischen	w7_d132e8743
Armee,	w9_d132e8746
allhier	w1_d132e8751
eingefunden;	w3_d132e8754
er	w5_d132e8757
kame	w7_d132e8760
aus	w9_d132e8763
Lütlich,	w11_d132e8766
da	w13_d132e8770
man	w1_d132e8775
dann	w3_d132e8778
zugleich	w5_d132e8781
erfuhre,	w7_d132e8784
daß	w9_d132e8787
zu	w11_d132e8790
Lüttich	w13_d132e8794
viele	w1_d132e8800
Säcke	w3_d132e8803
mit	w5_d132e8806
Mehl	w7_d132e8809
angefüllet	w9_d132e8812
angekommen,	w11_d132e8815
und	w1_d132e8820
auch	w3_d132e8823
ein	w5_d132e8826
guter	w7_d132e8829
Theil	w9_d132e8832
derselben	w11_d132e8835
nach	w13_d132e8839
Ton	w15_d132e8842
gern	w1_d132e8847
gebracht	w3_d132e8850
worden.	w5_d132e8853
Diesen	w7_d132e8856
Abend	w9_d132e8859
ist	w11_d132e8862
der	w13_d132e8866
Prinz	w1_d132e8871
von	w3_d132e8874
Soubuise	w5_d132e8877
auch	w7_d132e8880
allhier	w9_d132e8883
angekom	w11_d132e8886
men	w1_d132e8892
</p>
<head id="h4_d132e8908">
Basel	w1_d132e8912
den	w3_d132e8915
16.	w5_d132e8918
Martii.	w7_d132e8921
</head>
<p id="p6_d132e8924">
Eine	w1_d132e8928
auswärtige	w3_d132e8931
Zeitung,	w5_d132e8934
die	w7_d132e8937
sonst	w9_d132e8940
jeder	w11_d132e8943
zeit	w1_d132e8948
den	w3_d132e8951
Ruhm	w5_d132e8954
eines	w7_d132e8957
guten	w9_d132e8960
Brief=wechsels	w11_d132e8963
gehabt,	w1_d132e8968
stellet	w3_d132e8971
den	w5_d132e8974
Zustand	w7_d132e8977
von	w9_d132e8980
der	w11_d132e8983
Lausnitz	w13_d132e8987
mit	w1_d132e8993
betrübten	w3_d132e8996
Farben	w5_d132e8999
vor.	w7_d132e9002
Sie	w9_d132e9005
meldet	w11_d132e9008
un	w13_d132e9012
ter	w1_d132e9017
andern:	w3_d132e9020
daß	w5_d132e9023
der	w7_d132e9026
dasige	w9_d132e9029
commandierende	w11_d132e9032
Prinz	w1_d132e9037
selbst	w3_d132e9040
ein	w5_d132e9043
Mitleiden	w7_d132e9046
über	w9_d132e9049
die	w11_d132e9052
Einwohner	w13_d132e9056
bezeigt,	w1_d132e9061
daß	w3_d132e9064
er	w5_d132e9067
sich	w7_d132e9070
aber	w9_d132e9073
nicht	w11_d132e9076
getrauet,	w13_d132e9080
dem	w15_d132e9083
Kö	w17_d132e9086
nig	w1_d132e9092
seinem	w3_d132e9095
Bruder	w5_d132e9098
neue	w7_d132e9101
Vorstellungen	w9_d132e9104
zu	w11_d132e9107
thun	w13_d132e9111
indem	w1_d132e9116
er	w3_d132e9119
auf	w5_d132e9122
die	w7_d132e9125
ersten	w9_d132e9128
von	w11_d132e9131
dem	w13_d132e9135
König	w15_d132e9138
in	w17_d132e9141
Preus	w19_d132e9144
sen	w1_d132e9149
folgende	w3_d132e9152
Antwort	w5_d132e9155
erhalten:	w7_d132e9158
Jch	w9_d132e9161
habe	w11_d132e9164
Dero	w1_d132e9169
Schreiben	w3_d132e9172
empfangen.	w5_d132e9175
Dieselbe	w7_d132e9178
kön	w9_d132e9181
nen	w1_d132e9187
versichert	w3_d132e9190
seyn,	w5_d132e9193
daß	w7_d132e9196
ich	w9_d132e9199
mich	w11_d132e9202
allemal	w13_d132e9206
freue,	w1_d132e9211
wann	w3_d132e9214
ich	w5_d132e9217
eine	w7_d132e9220
Gelegenheit	w9_d132e9223
finden	w11_d132e9226
kan,	w13_d132e9230
ihnen	w1_d132e9235
meine	w3_d132e9238
Achtung	w5_d132e9241
zu	w7_d132e9244
bezeugen.	w9_d132e9247
Was	w11_d132e9250
aber	w13_d132e9254
dergleichen	w1_d132e9259
Sachen	w3_d132e9262
betrift,	w5_d132e9265
die	w7_d132e9268
ihr	w9_d132e9271
Schreiben	w11_d132e9274
enthält,	w1_d132e9280
will	w3_d132e9283
ich	w5_d132e9286
von	w7_d132e9289
ihnen	w9_d132e9292
verbitten;	w11_d132e9295
mi	w13_d132e9299
schen	w1_d132e9304
sie	w3_d132e9307
sich	w5_d132e9310
nicht	w7_d132e9313
in	w9_d132e9316
dieselben,	w11_d132e9319
und	w13_d132e9323
ziehen	w15_d132e9326
sie	w17_d132e9329
dadurch	w1_d132e9334
meine	w3_d132e9337
Nachsicht	w5_d132e9340
nicht	w7_d132e9343
in	w9_d132e9346
Mißbrauch.	w11_d132e9349
Ubrigens	w1_d132e9354
binlich	w3_d132e9357
mit	w5_d132e9360
der	w7_d132e9363
vollkommensten	w9_d132e9366
Ach	w11_d132e9369
tung	w1_d132e9375
rc.	w3_d132e9378
</p>
<p id="p8_d132e9381">
Die	w1_d132e9385
Berliner==zeitung	w3_d132e9388
hingegen	w5_d132e9391
vom	w7_d132e9394
15.	w9_d132e9397
Merz	w1_d132e9402
widerruffet	w3_d132e9405
alles,	w5_d132e9408
was	w7_d132e9411
bisher	w9_d132e9414
von	w11_d132e9417
denen	w13_d132e9421
Sächsischen	w1_d132e9426
Mühseligkeiten	w3_d132e9429
in	w5_d132e9432
auswärtigen	w7_d132e9435
Zeitungs=blättern	w1_d132e9441
gemeldet	w3_d132e9444
worden.	w5_d132e9447
Dieselbe	w7_d132e9450
will	w1_d132e9455
nicht	w3_d132e9458
zugeben,	w5_d132e9461
daß	w7_d132e9464
jeder	w9_d132e9467
Tag	w11_d132e9470
das	w13_d132e9474
Elend	w15_d132e9477
der	w1_d132e9482
Chur=sächsischen	w3_d132e9485
Lande	w5_d132e9488
vergrössere,	w7_d132e9491
daß	w9_d132e9494
Hunger	w1_d132e9499
und	w3_d132e9502
Krankheit	w5_d132e9505
den	w7_d132e9508
Erz=gebürgischen	w9_d132e9511
Kreis	w1_d132e9517
entvölkern,	w3_d132e9520
und	w5_d132e9523
daß	w7_d132e9526
die	w9_d132e9529
noch	w11_d132e9532
am	w13_d132e9536
Leben	w15_d132e9539
gebliebene	w1_d132e9544
Unterthanen	w3_d132e9547
sich	w5_d132e9550
der	w7_d132e9553
käussersten	w9_d132e9556
Dürftigkeit	w1_d132e9561
blosgestellet	w3_d132e9564
sehen.	w5_d132e9567
Allein	w7_d132e9570
man	w9_d132e9573
weiß	w1_d132e9578
doch	w3_d132e9581
wer	w5_d132e9584
Recht	w7_d132e9587
hat.	w9_d132e9590
</p>
<head id="h2_d132e9597">
Danzig	w1_d132e9601
22.	w3_d132e9604
Martii.	w5_d132e9607
</head>
<p id="p4_d132e9610">
Der	w1_d132e9614
zweyte	w3_d132e9617
Eisgang	w5_d132e9620
im	w7_d132e9623
Weichsel=strome	w9_d132e9626
ist	w1_d132e9631
nicht	w3_d132e9634
so	w5_d132e9637
glücklich,	w7_d132e9640
wie	w9_d132e9643
der	w11_d132e9646
erste.	w13_d132e9650
Er	w15_d132e9653
hat	w17_d132e9656
in	w1_d132e9661
dem	w3_d132e9664
Danziger	w5_d132e9667
Gebiete,	w7_d132e9670
die	w9_d132e9673
Nähring	w11_d132e9676
ge	w13_d132e9680
nannt,	w1_d132e9686
einen	w3_d132e9689
Haupt=bruch	w5_d132e9692
durch	w7_d132e9695
einen	w9_d132e9698
starken	w11_d132e9701
Deich	w1_d132e9706
verursachet,	w3_d132e9709
und	w5_d132e9712
fast	w7_d132e9715
die	w9_d132e9718
ganze	w11_d132e9721
Ge	w13_d132e9725
gend	w1_d132e9730
überschwemmet,	w3_d132e9733
wodurch	w5_d132e9736
Menschen	w7_d132e9739
und	w9_d132e9742
Vieh	w1_d132e9747
umgekommen	w3_d132e9750
sind.	w5_d132e9753
Noch	w7_d132e9756
gegenwärtig	w9_d132e9759
befindet	w1_d132e9765
sich	w3_d132e9768
eine	w5_d132e9771
grosse	w7_d132e9774
Menge	w9_d132e9777
Menschen	w11_d132e9780
auf	w13_d132e9784
denen	w1_d132e9789
Dächern	w3_d132e9792
zwischen	w5_d132e9795
Wasser	w7_d132e9798
und	w9_d132e9801
Eis	w11_d132e9804
in	w13_d132e9808
der	w1_d132e9813
jämmerlichsten	w3_d132e9816
Noht,	w5_d132e9819
und	w7_d132e9822
man	w9_d132e9825
muß	w11_d132e9828
sie	w13_d132e9832
der	w1_d132e9837
göttlichen	w3_d132e9840
Hülfe	w5_d132e9843
überlassen,	w7_d132e9846
weil	w9_d132e9849
mensch	w11_d132e9852
liche	w1_d132e9858
Hülfe	w3_d132e9861
dabey	w5_d132e9864
nichtes	w7_d132e9867
ausrichten	w9_d132e9870
kan.	w11_d132e9873
Die	w1_d132e9878
Warschauer=briefe	w3_d132e9881
sind	w5_d132e9884
wegen	w7_d132e9887
des	w9_d132e9890
Eis	w11_d132e9893
ganges	w1_d132e9898
in	w3_d132e9901
der	w5_d132e9904
Weichsel	w7_d132e9907
noch	w9_d132e9910
nicht	w11_d132e9913
angekom	w13_d132e9917
men.	w1_d132e9922
</p>
<head id="h2_d132e9928">
Aachen	w1_d132e9932
14.	w3_d132e9935
Mart.	w5_d132e9938
</head>
<p id="p4_d132e9941">
Am	w1_d132e9945
4ten	w3_d132e9948
dieses	w5_d132e9951
arrivirten	w7_d132e9954
hier	w9_d132e9957
Französi	w11_d132e9960
sche	w1_d132e9965
Commissarien,	w3_d132e9968
um	w5_d132e9971
Quartiere	w7_d132e9974
zu	w9_d132e9977
bestellen.	w11_d132e9980
</p>
<p id="p6_d132e9983">
Die	w1_d132e9987
erste	w3_d132e9990
Division	w5_d132e9993
dieser	w7_d132e9996
Trupen,	w9_d132e9999
soll	w11_d132e10002
ge	w13_d132e10006
gen	w1_d132e10011
den	w3_d132e10014
28sten	w5_d132e10017
curr	w7_d132e10020
hier	w9_d132e10023
seyn.	w11_d132e10026
Die	w13_d132e10030
Quar	w15_d132e10033
tiere	w1_d132e10038
werden	w3_d132e10041
in	w5_d132e10044
Bortscheid	w7_d132e10047
und	w9_d132e10050
denen	w11_d132e10053
umli	w13_d132e10057
genden	w1_d132e10063
Dörfern	w3_d132e10066
verlegt,	w5_d132e10069
es	w7_d132e10072
sollen	w9_d132e10075
10000.	w11_d132e10078
Mann	w1_d132e10083
hinter	w3_d132e10086
einander	w5_d132e10089
marschieren	w7_d132e10092
und	w9_d132e10095
alles	w11_d132e10098
bezahlen,	w1_d132e10103
auch	w3_d132e10106
ihren	w5_d132e10109
Marsch	w7_d132e10112
von	w9_d132e10115
hier	w11_d132e10118
nach	w13_d132e10122
Düsseldorf	w1_d132e10127
nehmen,	w3_d132e10130
inzwischen	w5_d132e10133
flüchten	w7_d132e10136
sich	w9_d132e10139
die	w1_d132e10145
Clevische	w3_d132e10148
Einwohner	w5_d132e10151
häuffig	w7_d132e10154
auf	w9_d132e10157
hiesig	w11_d132e10160
und	w13_d132e10164
andere	w1_d132e10169
neutrale	w3_d132e10172
Oerter.	w5_d132e10175
</p>
<head id="h2_d132e10181">
Düsseldorf	w1_d132e10185
23.	w3_d132e10188
Martii.	w5_d132e10191
</head>
<p id="p4_d132e10194">
Man	w1_d132e10198
macht	w3_d132e10201
zum	w5_d132e10204
Empfang	w7_d132e10207
der	w9_d132e10210
Französi	w11_d132e10213
schen	w1_d132e10218
Armee	w3_d132e10221
alle	w5_d132e10224
Anstalten	w7_d132e10227
Der	w9_d132e10230
Herr	w11_d132e10233
von	w13_d132e10237
Foulon,	w1_d132e10242
welchem	w3_d132e10245
die	w5_d132e10248
Haupt=Anordnung	w7_d132e10251
von	w9_d132e10254
Sr.	w1_d132e10260
Allerchristlichsten	w3_d132e10263
Majestät	w5_d132e10266
aufgetragen	w7_d132e10269
worden,	w1_d132e10274
ist	w3_d132e10277
täglich	w5_d132e10280
mit	w7_d132e10283
unsern	w9_d132e10286
Commissarien	w11_d132e10289
wegen	w1_d132e10294
der	w3_d132e10297
Proviant=lieferung	w5_d132e10300
in	w7_d132e10303
Unter	w9_d132e10306
handlung.	w1_d132e10311
Der	w3_d132e10314
Herr	w5_d132e10317
von	w7_d132e10320
Kinkel,	w9_d132e10323
Kaiserlich	w11_d132e10326
Königlicher	w1_d132e10332
Raht	w3_d132e10335
und	w5_d132e10338
Ober=commissarius	w7_d132e10341
ist	w9_d132e10344
alhier	w1_d132e10349
vorgestern	w3_d132e10352
von	w5_d132e10355
Wien	w7_d132e10358
eingetroffen.	w9_d132e10361
Er	w11_d132e10364
wird	w1_d132e10369
wegen	w3_d132e10372
seiner	w5_d132e10375
Erfahrenheit	w7_d132e10378
in	w9_d132e10381
Reichs	w11_d132e10384
sachen	w1_d132e10389
die	w3_d132e10392
Hülfs=trupen	w5_d132e10395
allenthalben	w7_d132e10398
beglei	w9_d132e10401
ten,	w1_d132e10407
und	w3_d132e10410
dafür	w5_d132e10413
sorgen,	w7_d132e10416
daß	w9_d132e10419
auf	w11_d132e10422
ihrem	w13_d132e10426
Mar	w15_d132e10429
sche	w1_d132e10434
nichts	w3_d132e10437
Widriges	w5_d132e10440
gegen	w7_d132e10443
die	w9_d132e10446
Reichsgrund	w11_d132e10449
verfassung	w1_d132e10454
und	w3_d132e10457
die	w5_d132e10460
Kaiserliche	w7_d132e10463
Wahlcapitu	w9_d132e10466
tlation	w1_d132e10471
zu	w3_d132e10474
besorgen	w5_d132e10477
sey.	w7_d132e10480
Aus	w9_d132e10483
dem	w11_d132e10486
Jnhalte	w13_d132e10490
deren	w15_d132e10493
Requisitorialebriefen,	w1_d132e10499
welche	w3_d132e10502
die	w5_d132e10505
Franzosen	w7_d132e10508
bey	w1_d132e10513
der	w3_d132e10516
hiesigen	w5_d132e10519
Regierung	w7_d132e10522
übergeben	w9_d132e10525
haben,	w11_d132e10528
erhellet,	w1_d132e10533
daß	w3_d132e10536
sie	w5_d132e10539
in	w7_d132e10542
keiner	w9_d132e10545
andern	w11_d132e10548
Absicht,	w13_d132e10552
als	w15_d132e10555
nur	w1_d132e10560
als	w3_d132e10563
Garants	w5_d132e10566
des	w7_d132e10569
Westphälischen	w9_d132e10572
Friedens,	w11_d132e10575
und	w1_d132e10581
Hülfs=trupen	w3_d132e10584
des	w5_d132e10587
Königs	w7_d132e10590
von	w9_d132e10593
Pohlen,	w11_d132e10596
Churfürstens	w1_d132e10601
von	w3_d132e10604
Sachsen,	w5_d132e10607
nach	w7_d132e10610
Teutschland	w9_d132e10613
kommen,	w1_d132e10618
um	w3_d132e10621
den	w5_d132e10624
Frieden	w7_d132e10627
im	w9_d132e10630
Reiche	w11_d132e10633
wieder	w13_d132e10637
herzustellen,	w1_d132e10642
und	w3_d132e10645
denen	w5_d132e10648
beunruthigten	w7_d132e10651
Sicher	w9_d132e10654
heit	w1_d132e10660
und	w3_d132e10663
Genugthuung	w5_d132e10666
zu	w7_d132e10669
verschaffen.	w9_d132e10672
Man	w11_d132e10675
ist	w13_d132e10679
gegenwärtig	w1_d132e10684
alhier	w3_d132e10687
damit	w5_d132e10690
beschäftiget,	w7_d132e10693
die	w9_d132e10696
Lebens=mittel	w1_d132e10701
und	w3_d132e10704
Fourage	w5_d132e10707
zu	w7_d132e10710
taxiren,	w9_d132e10713
welche	w11_d132e10716
während	w1_d132e10721
der	w3_d132e10724
Zeit,	w5_d132e10727
daß	w7_d132e10730
die	w9_d132e10733
Truppen	w11_d132e10736
auf	w13_d132e10740
hiesi	w15_d132e10743
gem	w1_d132e10749
Gebiete	w3_d132e10752
cantoniren,	w5_d132e10755
müssen	w7_d132e10758
geliefert	w9_d132e10761
werden.	w1_d132e10766
Die	w3_d132e10769
6.	w5_d132e10772
Colonen	w7_d132e10775
der	w9_d132e10778
Französischen	w11_d132e10781
Trupen,	w1_d132e10786
welche	w3_d132e10789
bereits	w5_d132e10792
würklich	w7_d132e10795
auf	w9_d132e10798
dem	w11_d132e10801
Marsche	w1_d132e10806
sind,	w3_d132e10809
werden	w5_d132e10812
alle	w7_d132e10815
vor	w9_d132e10818
dem	w11_d132e10821
6ten	w13_d132e10825
April	w15_d132e10828
auf	w1_d132e10834
der	w3_d132e10837
Höhe	w5_d132e10840
dieser	w7_d132e10843
Stadt	w9_d132e10846
beysammen	w11_d132e10849
seyn.	w13_d132e10853
Die	w1_d132e10858
Colonne	w3_d132e10861
von	w5_d132e10864
Meubeuge	w7_d132e10867
langet	w9_d132e10870
den	w11_d132e10873
4ten	w13_d132e10877
zu	w1_d132e10882
Neuß	w3_d132e10885
an;	w5_d132e10888
die	w7_d132e10891
von	w9_d132e10894
Sedan	w11_d132e10897
gleichfals	w13_d132e10901
den	w15_d132e10904
4ten;	w1_d132e10909
die	w3_d132e10912
von	w5_d132e10915
Longwy	w7_d132e10918
an	w9_d132e10921
eben	w11_d132e10924
dem	w13_d132e10928
Tage.	w15_d132e10931
Die	w1_d132e10937
Colone	w3_d132e10940
von	w5_d132e10943
Thionville	w7_d132e10946
paßiret	w9_d132e10949
den	w11_d132e10952
1sten	w13_d132e10956
April	w1_d132e10961
zu	w3_d132e10964
Cöln,	w5_d132e10967
und	w7_d132e10970
trift	w9_d132e10973
den	w11_d132e10976
folgenden	w13_d132e10980
Tag	w15_d132e10983
zu	w1_d132e10988
Neuß	w3_d132e10991
ein.	w5_d132e10994
</p>
<head id="h2_d132e11000">
Gratz	w1_d132e11004
23.	w3_d132e11007
Martii.	w5_d132e11010
</head>
<p id="p4_d132e11013">
Es	w1_d132e11017
ist	w3_d132e11020
am	w5_d132e11023
Donnerstag	w7_d132e11026
alhier	w9_d132e11029
bey	w11_d132e11032
dem	w13_d132e11036
grossen	w1_d132e11041
Christoph	w3_d132e11044
auf	w5_d132e11047
dem	w7_d132e11050
Platz	w9_d132e11053
in	w11_d132e11056
der	w13_d132e11060
Durch	w15_d132e11063
</p>
<p id="p8_d132e11068">
reise	w1_d132e11072
nacher	w3_d132e11075
Wien,	w5_d132e11078
und	w7_d132e11081
von	w9_d132e11084
dannen	w11_d132e11087
nacher	w13_d132e11091
Constantinopel	w1_d132e11096
angekommen	w3_d132e11099
