<doc id="edoc_wd_1775-07-01" attrs="word" year="1775" month="07" day="01" corpus="1">
<head id="hl4">
Korinth	w40
,
mit	w1810
Ver=günstigung	w1811
<g/>
=
seines	w1813
Hofes	w1814
<g/>
,
in	w1816
seinen	w1817
eige=nen	w1818
<g/>
=
Angelegenheiten	w1820
auf	w1821
einige	w1822
Zeit	w1823
nach	w1824
Spanien	w1825
gereißt	w1826
<g/>
.
</p>
<head id="hl15">
Kopenhagen	w1828
den	w1829
13	w1830
Brachm	w1831
<g/>
.
</head>
<p id="p42">
Die	w1833
erste	w1834
Seßion	w1835
des	w1836
höchsten	w1837
Gerichts	w1838
wurde	w1839
mit	w1840
der	w1841
vorigen	w1842
Woche	w1843
geendigt	w1844
<g/>
.
</p>
<p id="p43">
Die	w1846
königl	w1847
<g/>
.
Herrschaften	w1849
haben	w1850
am	w1851
ver=wichenen	w1852
<g/>
=
Sonnabend	w1854
zu	w1855
Mittag	w1856
auf	w1857
MaMarienlust	w1858
<g/>
=
</p>
<p id="p44">
rienlust	w1860
gespeist	w1861
<g/>
,
und	w1863
unterwegs	w1864
die	w1865
Mu=sterung	w1866
<g/>
=
des	w1868
Eskadrons	w1869
Husaren	w1870
<g/>
,
das	w1872
in	w1873
Helsingör	w1874
einquartiret	w1875
liegt	w1876
<g/>
,
in	w1878
hohen	w1879
Au=genschen	w1880
<g/>
=
genommen	w1882
<g/>
.
</p>
<p id="p45">
Die	w1884
Trauer	w1885
für	w1886
die	w1887
verstorbene	w1888
Köni=ginn	w1889
<g/>
=
Caroline	w1891
Mathilde	w1892
<g/>
,
ist	w1894
von	w1895
dem	w1896
kö=nigl	w1897
<g/>
=
<g/>
.
Hofe	w1900
auf	w1901
24	w1902
Wochen	w1903
also	w1904
angelegt	w1905
<g/>
:
Jn	w1907
den	w1908
ersten	w1909
2	w1910
Wochen	w1911
tragen	w1912
die	w1913
Da=men	w1914
<g/>
=
schwarze	w1916
seidene	w1917
Kleider	w1918
mit	w1919
Fran=zen	w1920
<g/>
=
<g/>
,
in	w1923
der	w1924
dritten	w1925
Woche	w1926
schwarze	w1927
sei=dene	w1928
<g/>
=
Kleider	w1930
mit	w1931
Spitzen	w1932
<g/>
,
und	w1934
in	w1935
der	w1936
vierten	w1937
schwarze	w1938
oder	w1939
schwarz	w1940
und	w1941
weiße	w1942
seidene	w1943
Kleider	w1944
mit	w1945
Spitzen	w1946
und	w1947
bunten	w1948
Band	w1949
<g/>
.
Die	w1951
Herren	w1952
tragen	w1953
schwarze	w1954
Kleider	w1955
mit	w1956
seidenen	w1957
Knöpfen	w1958
und	w1959
schwar=zen	w1960
<g/>
=
Knopflöchern	w1962
<g/>
,
goldene	w1964
<g/>
,
silberne	w1966
<g/>
,
oder	w1968
von	w1969
andern	w1970
Metall	w1971
Degen	w1972
und	w1973
Schnal=len	w1974
<g/>
=
Halsbinden	w1976
und	w1977
Mancheten	w1978
brodiret	w1979
<g/>
,
oder	w1981
von	w1982
Spitzen	w1983
<g/>
;
in	w1985
den	w1986
2	w1987
ersten	w1988
Wo=chen	w1989
<g/>
=
schwarze	w1991
<g/>
,
und	w1993
in	w1994
den	w1995
beyden	w1996
letzten	w1997
weiße	w1998
seidene	w1999
Strümpfe	w2000
<g/>
.
</p>
<p id="p46">
Wie	w2002
sehr	w2003
die	w2004
Kornpreise	w2005
in	w2006
England	w2007
gefallen	w2008
seyn	w2009
müssen	w2010
<g/>
,
erhellet	w2012
daraus	w2013
<g/>
,
daß	w2015
ein	w2016
Engelsmann	w2017
<g/>
,
welcher	w2019
mit	w2020
einer	w2021
Ladung	w2022
Korn	w2023
aus	w2024
der	w2025
Ostsee	w2026
bey	w2027
Helsin=gör	w2028
<g/>
=
ankam	w2030
<g/>
,
und	w2032
daselbst	w2033
Briefe	w2034
aus	w2035
England	w2036
empfieng	w2037
<g/>
,
mit	w2039
seiner	w2040
Ladung	w2041
nach	w2042
Norwegen	w2043
gesegelt	w2044
ist	w2045
<g/>
,
um	w2047
das	w2048
Korn	w2049
in	w2050
Drontheim	w2051
oder	w2052
Bergen	w2053
zu	w2054
verkaufen	w2055
<g/>
,
weil	w2057
er	w2058
<g/>
,
wenn	w2060
er	w2061
nach	w2062
England	w2063
gereiset	w2064
wä=re	w2065
<g/>
=
<g/>
,
das	w2068
Korn	w2069
unter	w2070
dem	w2071
Werthe	w2072
des	w2073
Ein=kaufs	w2074
<g/>
=
hätte	w2076
verkaufen	w2077
müssen	w2078
<g/>
.
</p>
<p id="p47">
Jn	w2080
dieser	w2081
und	w2082
der	w2083
vorigen	w2084
Woche	w2085
ist	w2086
es	w2087
hier	w2088
sehr	w2089
heiß	w2090
gewesen	w2091
<g/>
.
Der	w2093
Landmann	w2094
wünscht	w2095
Regen	w2096
<g/>
.
</p>
<head id="hl16">
Brüßel	w2098
den	w2099
19	w2100
<g/>
.
Brachm	w2102
<g/>
.
</head>
<p id="p48">
Am	w2104
Fronleichnamsfeste	w2105
begaben	w2106
sich	w2107
Se	w2108
<g/>
.
kön	w2110
<g/>
.
Hoheit	w2112
unser	w2113
Generalstatthalter	w2114
mit	w2115
dero	w2116
sämmtlichem	w2117
Hofstaate	w2118
nach	w2119
der	w2120
Kol=legiatkirche	w2121
<g/>
=
der	w2123
heiligen	w2124
Michael	w2125
<g/>
,
und	w2127
Gu=dula	w2128
<g/>
=
<g/>
,
wohnten	w2131
daselbst	w2132
dem	w2133
Hochamte	w2134
bey	w2135
<g/>
,
und	w2137
begleiteten	w2138
darauf	w2139
die	w2140
Prozes=sion	w2141
<g/>
=
des	w2143
vom	w2144
Herrn	w2145
Dechant	w2146
des	w2147
dasigen	w2148
Kapitels	w2149
getragenen	w2150
allerheiligsten	w2151
Sa=kraments	w2152
<g/>
=
<g/>
.
Zu	w2155
Mittage	w2156
speiseten	w2157
Höchst=dieselbe	w2158
<g/>
=
bey	w2160
dem	w2161
hiesigen	w2162
kön	w2163
<g/>
.
französi=schen	w2165
<g/>
=
Minister	w2167
<g/>
,
Herrn	w2169
Grafen	w2170
d'	w2171
Adhe=mar	w2172
<g/>
=
de	w2174
Montfaucon	w2175
<g/>
,
und	w2177
kehrten	w2178
Abends	w2179
nach	w2180
dem	w2181
Luftschloße	w2182
Tervoeren	w2183
zurück	w2184
<g/>
.
</p>
<head id="hl17">
Haag	w2186
den	w2187
9	w2188
<g/>
.
Brachm	w2190
<g/>
.
</head>
<p id="p49">
Mit	w2192
Briefen	w2193
aus	w2194
guter	w2195
Hand	w2196
vernimmt	w2197
man	w2198
von	w2199
Hannover	w2200
<g/>
,
daß	w2202
bey	w2203
der	w2204
dasi=gen	w2205
<g/>
=
Regierung	w2207
aus	w2208
England	w2209
Briefe	w2210
an=gekommen	w2211
<g/>
=
wären	w2213
<g/>
,
welche	w2215
alles	w2216
<g/>
,
was	w2218
die=selbe	w2219
<g/>
=
die	w2221
Beysetzung	w2222
der	w2223
verstorbenen	w2224
Kö=niginn	w2225
<g/>
=
Caroline	w2227
Mathilde	w2228
vorgenommen	w2229
<g/>
,
gutgeheißen	w2231
<g/>
,
der	w2233
Körper	w2234
ist	w2235
balsamirt	w2236
<g/>
,
und	w2238
in	w2239
die	w2240
fürstl	w2241
<g/>
.
Gruft	w2243
zu	w2244
Celle	w2245
beyge=setzt	w2246
<g/>
=
worden	w2248
<g/>
.
Jn	w2250
diesen	w2251
Briefen	w2252
wird	w2253
zugleich	w2254
allen	w2255
denen	w2256
<g/>
,
welche	w2258
bey	w2259
dieser	w2260
Fürstinn	w2261
in	w2262
Bedienung	w2263
gestanden	w2264
<g/>
,
nach	w2266
Maaßgab	w2267
ihrer	w2268
Stellen	w2269
ein	w2270
ansehnliches	w2271
Jahrgeld	w2272
auf	w2273
Lebenslang	w2274
bestimmt	w2275
<g/>
,
um	w2277
<g/>
,
sagt	w2279
das	w2280
aus	w2281
England	w2282
deßwegen	w2283
gekom=mene	w2284
<g/>
=
Rescript	w2286
<g/>
,
dieselbe	w2288
für	w2289
ihre	w2290
Treue	w2291
<g/>
,
und	w2293
Diensteifer	w2294
zu	w2295
belohnen	w2296
<g/>
,
welchen	w2298
sie	w2299
der	w2300
hochseligen	w2301
Königinn	w2302
in	w2303
ihrem	w2304
Leben	w2305
erwiesen	w2306
<g/>
.
</p>
<p id="p50">
Diese	w2308
Briefe	w2309
aus	w2310
Hannover	w2311
melden	w2312
ferner	w2313
<g/>
,
man	w2315
habe	w2316
verhoft	w2317
<g/>
,
den	w2319
König	w2320
von	w2321
England	w2322
dies	w2323
Jahr	w2324
ganz	w2325
gewiß	w2326
all=da	w2327
<g/>
=
zu	w2329
sehen	w2330
<g/>
,
allein	w2332
diese	w2333
Hofnung	w2334
sey	w2335
nun	w2336
verschwunden	w2337
<g/>
,
da	w2339
es	w2340
in	w2341
Amerika	w2342
zu	w2343
Thätlichkeiten	w2344
gekommen	w2345
sey	w2346
<g/>
,
welches	w2348
na=türlicher	w2349
<g/>
=
Weise	w2351
dem	w2352
König	w2353
nicht	w2354
gestat=ten	w2355
<g/>
=
werde	w2357
<g/>
,
bey	w2359
solchen	w2360
Umständen	w2361
Eng=land	w2362
<g/>
=
zu	w2364
verlassen	w2365
<g/>
,
und	w2367
seine	w2368
deutsche	w2369
Lan=de	w2370
<g/>
=
zu	w2372
besuchen	w2373
<g/>
.
</p>
<head id="hl18">
Amsterdam	w2375
den	w2376
20	w2377
<g/>
.
Brachm	w2379
<g/>
.
</head>
<p id="p51">
Nach	w2381
einem	w2382
Berichte	w2383
aus	w2384
den	w2385
englän=dischen	w2386
<g/>
=
Kolonien	w2388
<g/>
,
ist	w2390
am	w2391
29	w2392
<g/>
.
April	w2394
zu	w2395
Neu	w2396
<g/>
=
York	w2398
eine	w2399
Association	w2400
vorgeschlagen	w2401
<g/>
,
und	w2403
an	w2404
dem	w2405
nämlichen	w2406
Tage	w2407
von	w2408
mehr	w2409
als	w2410
tausend	w2411
der	w2412
vornehmsten	w2413
Einwohner	w2414
unterzeichnet	w2415
worden	w2416
<g/>
.
Man	w2418
hat	w2419
sie	w2420
dem=nächst	w2421
<g/>
=
in	w2423
alle	w2424
Grafschaften	w2425
der	w2426
Provinz	w2427
gefertigt	w2428
<g/>
,
und	w2430
man	w2431
zweifelt	w2432
nicht	w2433
<g/>
,
sie	w2435
werde	w2436
allgemein	w2437
unterschrieben	w2438
werden	w2439
<g/>
.
Die	w2441
Einwohner	w2442
machen	w2443
sich	w2444
auf	w2445
das	w2446
feyer=lichste	w2447
<g/>
=
anheischig	w2449
<g/>
,
die	w2451
Vollziehung	w2452
der	w2453
Par=lamentsakten	w2454
<g/>
=
nicht	w2456
zuzugeben	w2457
<g/>
.
Das	w2459
Hauptquartier	w2460
der	w2461
in	w2462
der	w2463
Nähe	w2464
von	w2465
Bo=ston	w2466
<g/>
=
stehenden	w2468
Militz	w2469
ist	w2470
gedachtermassen	w2471
zu	w2472
Cambrigde	w2473
<g/>
;
diese	w2475
Leute	w2476
verschanzen	w2477
sich	w2478
aber	w2479
zu	w2480
Roxbury	w2481
<g/>
,
und	w2483
legen	w2484
Batte=rien	w2485
<g/>
=
an	w2487
<g/>
,
davon	w2489
das	w2490
Feuer	w2491
wider	w2492
die	w2493
Li=nien	w2494
<g/>
=
der	w2496
königl	w2497
<g/>
.
Truppen	w2499
gerichtet	w2500
wer=den	w2501
<g/>
=
soll	w2503
<g/>
.
Der	w2505
Ausschuß	w2506
zu	w2507
Newark	w2508
hat	w2509
einstimmig	w2510
beschlossen	w2511
<g/>
,
Gut	w2513
und	w2514
Blut	w2515
</p>
<p id="p52">
für	w2516
die	w2517
Handhabung	w2518
der	w2519
amerikanischen	w2520
Freyheit	w2521
zu	w2522
wegen	w2523
<g/>
,
allen	w2525
Einwohnern	w2526
solches	w2527
einzuflössen	w2528
<g/>
,
den	w2530
Kapitains	w2531
von	w2532
der	w2533
Militz	w2534
anzuempfehlen	w2535
<g/>
,
daß	w2537
sie	w2538
ihre	w2539
Kompagnien	w2540
wenigst	w2541
einmal	w2542
in	w2543
der	w2544
Wo=che	w2545
<g/>
=
exerciren	w2547
<g/>
:
zu	w2549
sorgen	w2550
<g/>
,
daß	w2552
ihre	w2553
Leu=te	w2554
<g/>
=
mit	w2556
Gewehr	w2557
und	w2558
Munition	w2559
versehen	w2560
seyen	w2561
<g/>
,
und	w2563
alle	w2564
Hausväter	w2565
und	w2566
Meister	w2567
zu	w2568
ersuchen	w2569
<g/>
,
daß	w2571
sie	w2572
ihre	w2573
Kinder	w2574
<g/>
,
und	w2576
Lehrlinge	w2577
in	w2578
den	w2579
Kriegsübungen	w2580
anfüh=ren	w2581
<g/>
=
mögen	w2583
<g/>
.
Die	w2585
Versammlung	w2586
zu	w2587
Con=necticut	w2588
<g/>
=
hat	w2590
eine	w2591
Akte	w2592
gemacht	w2593
<g/>
,
um	w2595
ehe=stens	w2596
<g/>
=
6	w2598
Regimenter	w2599
unter	w2600
den	w2601
Befehlen	w2602
des	w2603
Obersten	w2604
Woosten	w2605
<g/>
,
Putnam	w2607
<g/>
,
Gared	w2609
<g/>
,
Spencer	w2611
<g/>
,
Hiuman	w2613
<g/>
,
Parsons	w2615
und	w2616
Wa=terbury	w2617
<g/>
=
aufzurichten	w2619
<g/>
.
Der	w2621
erste	w2622
soll	w2623
als	w2624
Generalfeldwachtmeister	w2625
<g/>
,
und	w2627
die	w2628
zween	w2629
folgenden	w2630
als	w2631
General	w2632
<g/>
=
Brigadiers	w2634
bey	w2635
die=sem	w2636
<g/>
=
Korps	w2638
stehen	w2639
<g/>
.
</p>
<head id="hl19">
Hamburg	w2641
den	w2642
16	w2643
<g/>
.
Brachm	w2645
<g/>
.
</head>
<p id="p53">
Jn	w2647
einer	w2648
hiesigen	w2649
Kirche	w2650
hat	w2651
sich	w2652
neu=lich	w2653
<g/>
=
ein	w2655
Vorfall	w2656
ereignet	w2657
<g/>
,
welcher	w2659
aufs	w2660
neue	w2661
einen	w2662
sehr	w2663
großen	w2664
Beweis	w2665
ablegt	w2666
<g/>
:
wie	w2668
schädlich	w2669
es	w2670
sey	w2671
<g/>
,
Todte	w2673
in	w2674
die	w2675
Kirche	w2676
zu	w2677
begraben	w2678
<g/>
.
Es	w2680
ist	w2681
Gebrauch	w2682
<g/>
,
daß	w2684
der	w2685
bey	w2686
der	w2687
Kommunion	w2688
zu	w2689
verspendende	w2690
Wein	w2691
sogleich	w2692
im	w2693
Kelche	w2694
vor	w2695
der	w2696
Predigt	w2697
auf	w2698
den	w2699
Altar	w2700
gesetzt	w2701
wird	w2702
<g/>
;
auch	w2704
in	w2705
die=ser	w2706
<g/>
=
Kirche	w2708
gieng	w2709
es	w2710
so	w2711
zu	w2712
<g/>
.
Kürzlich	w2714
<g/>
,
als	w2716
die	w2717
Kommunion	w2718
daselbst	w2719
ihren	w2720
Anfang	w2721
nahm	w2722
<g/>
,
ward	w2724
der	w2725
Wein	w2726
<g/>
,
wie	w2728
gewöhnlich	w2729
<g/>
,
vom	w2731
Prediger	w2732
konsekrirt	w2733
<g/>
;
zu	w2735
seiner	w2736
nicht	w2737
geringen	w2738
Bestürzung	w2739
aber	w2740
fand	w2741
er	w2742
den	w2743
Kelch	w2744
voller	w2745
kleinen	w2746
Fliegen	w2747
<g/>
!
er	w2749
goß	w2750
also	w2751
den	w2752
Wein	w2753
aus	w2754
<g/>
,
und	w2756
nahm	w2757
frischen	w2758
Wein	w2759
<g/>
;
aber	w2761
auch	w2762
dieser	w2763
war	w2764
wieder	w2765
ganz	w2766
mit	w2767
klei=nen	w2768
<g/>
=
Fliegen	w2770
angefüllt	w2771
<g/>
,
so	w2773
<g/>
,
daß	w2775
er	w2776
ihn	w2777
nochmal	w2778
weggießen	w2779
<g/>
,
und	w2781
zum	w2782
dritten=male	w2783
<g/>
=
neuen	w2785
Wein	w2786
konsekriren	w2787
mußte	w2788
<g/>
;
aber	w2790
auch	w2791
dieser	w2792
war	w2793
nicht	w2794
völlig	w2795
von	w2796
be=nannten	w2797
<g/>
=
Jnsekten	w2799
frey	w2800
<g/>
,
mußte	w2802
aber	w2803
<g/>
,
da	w2805
kein	w2806
anderer	w2807
vorhanden	w2808
war	w2809
<g/>
,
dießmal	w2811
gebraucht	w2812
werden	w2813
<g/>
.
Nach	w2815
der	w2816
Predigt	w2817
ward	w2818
eine	w2819
strenge	w2820
Untersuchung	w2821
ängestellt	w2822
<g/>
,
da	w2824
fand	w2825
man	w2826
dann	w2827
an	w2828
einer	w2829
frischen	w2830
Gruft	w2831
eine	w2832
ganz	w2833
unmerklich	w2834
kleine	w2835
Oefnung	w2836
<g/>
;
diefe	w2838
Gruft	w2839
ward	w2840
geöfnet	w2841
<g/>
,
und	w2843
sogleich	w2844
flog	w2845
ein	w2846
ganzer	w2847
Schwarm	w2848
dieser	w2849
kleinen	w2850
Fliegen	w2851
heraus	w2852
<g/>
,
welche	w2854
auf	w2855
der	w2856
erst	w2857
hin=eingesetzten	w2858
<g/>
=
frischen	w2860
Leiche	w2861
jung	w2862
geworden	w2863
</p>
<p id="p54">
waren	w2864
<g/>
.
Möchte	w2866
doch	w2867
auch	w2868
dieses	w2869
Bey=spiel	w2870
<g/>
=
empfehlend	w2872
seyn	w2873
<g/>
,
alle	w2875
Kirchengrüf=te	w2876
<g/>
=
<g/>
,
und	w2879
Gewölbe	w2880
ewig	w2881
zuzumauern	w2882
<g/>
,
und	w2884
den	w2885
Leichen	w2886
auf	w2887
dem	w2888
freyen	w2889
Felde	w2890
<g/>
,
wo	w2892
sie	w2893
keine	w2894
Lebendige	w2895
vergiften	w2896
können	w2897
<g/>
,
ih=re	w2899
<g/>
=
Ruhestätte	w2901
anzuweisen	w2902
<g/>
.
</p>
<head id="hl20">
Marienwerder	w2904
den	w2905
9	w2906
<g/>
.
Brachm	w2908
<g/>
.
</head>
<p id="p55">
Vorgestern	w2910
als	w2911
den	w2912
7	w2913
<g/>
.
dieses	w2915
<g/>
,
trafen	w2917
Se	w2918
<g/>
.
Majestät	w2920
der	w2921
König	w2922
in	w2923
Begleitung	w2924
Sr	w2925
<g/>
.
königl	w2927
<g/>
.
Hoheit	w2929
<g/>
,
Prinzen	w2931
von	w2932
Preu=sen	w2933
<g/>
=
<g/>
,
Sr	w2936
<g/>
.
Durchlaucht	w2938
<g/>
,
des	w2940
Erbprinzen	w2941
von	w2942
Braunschweig	w2943
und	w2944
des	w2945
Prinzen	w2946
von	w2947
Würtemberg	w2948
Durchlaucht	w2949
in	w2950
hiesiger	w2951
Ge=gend	w2952
<g/>
=
an	w2954
der	w2955
Weichsel	w2956
ein	w2957
<g/>
.
Gegen	w2959
Mit=tag	w2960
<g/>
=
langten	w2962
Höchstdieselben	w2963
bey	w2964
dem	w2965
er=wünschtestem	w2966
<g/>
=
Wohlseyn	w2968
zur	w2969
allgemeinen	w2970
Freude	w2971
unserer	w2972
Stadt	w2973
hier	w2974
an	w2975
<g/>
.
Gestern	w2977
Vormittags	w2978
geruheten	w2979
Se	w2980
<g/>
.
Majestät	w2982
zu	w2983
Fuße	w2984
die	w2985
hiesige	w2986
Stadt	w2987
zu	w2988
besehen	w2989
<g/>
;
und	w2991
haben	w2992
bey	w2993
aller	w2994
Gelegenheit	w2995
über	w2996
die	w2997
hie=sige	w2998
<g/>
=
Landeskollegien	w3000
und	w3001
deren	w3002
getroffenen	w3003
Einrichtungen	w3004
Höchstdero	w3005
gnädigste	w3006
Zu=friedenheit	w3007
<g/>
=
geäußert	w3009
<g/>
.
Heute	w3011
frühe	w3012
um	w3013
6	w3014
Uhr	w3015
reiseten	w3016
Se	w3017
<g/>
.
Majestät	w3019
nach	w3020
dem	w3021
La=ger	w3022
<g/>
=
bey	w3024
Mockerau	w3025
ab	w3026
<g/>
,
allwo	w3028
sie	w3029
die	w3030
Re=vüe	w3031
<g/>
=
über	w3033
die	w3034
in	w3035
Preußen	w3036
stehenden	w3037
Re=gimenter	w3038
<g/>
=
halten	w3040
werden	w3041
<g/>
.
</p>
<head id="hl21">
Vermischte	w3043
Nachrichten	w3044
<g/>
.
</head>
<p id="p56">
Jn	w3046
einem	w3047
Kirchspiele	w3048
unweit	w3049
Drontheim	w3050
ist	w3051
un=längst	w3052
<g/>
=
ein	w3054
Knab	w3055
getauft	w3056
worden	w3057
<g/>
,
bey	w3059
welchem	w3060
drey	w3061
Bruder	w3062
des	w3063
Kindes	w3064
<g/>
,
und	w3066
zwo	w3067
Brüderfrauen	w3068
Gevater	w3069
gestanden	w3070
haben	w3071
<g/>
.
Der	w3073
vierte	w3074
Bruder	w3075
hat	w3076
<g/>
,
als	w3078
Geistlicher	w3079
<g/>
,
die	w3081
Taufhandlung	w3082
ver=richtet	w3083
<g/>
=
<g/>
.
Die	w3086
Aeltern	w3087
hatten	w3088
also	w3089
das	w3090
Vergnü=gen	w3091
<g/>
=
<g/>
,
bey	w3094
dieser	w3095
Taufhandlung	w3096
fünf	w3097
Brüder	w3098
<g/>
,
und	w3100
zwo	w3101
Brüderfrauen	w3102
bey	w3103
sich	w3104
zu	w3105
sehen	w3106
<g/>
.
Die	w3108
dritte	w3109
Brüderfrau	w3110
ist	w3111
durch	w3112
ihre	w3113
eigene	w3114
am	w3115
vor=hergehenden	w3116
<g/>
=
Tage	w3118
erfolgte	w3119
Entbindung	w3120
verhin=dert	w3121
<g/>
=
worden	w3123
<g/>
,
dieser	w3125
Gesellschaft	w3126
beyzuwohnen	w3127
<g/>
.
Bey	w3129
Torup	w3130
<g/>
,
in	w3132
Schonen	w3133
<g/>
,
hat	w3135
sich	w3136
das	w3137
Unglück	w3138
zugetragen	w3139
<g/>
,
daß	w3141
ein	w3142
Offizier	w3143
<g/>
,
und	w3145
seine	w3146
Muh=me	w3147
<g/>
=
<g/>
,
und	w3150
seine	w3151
zwo	w3152
ältesten	w3153
Schwestern	w3154
<g/>
,
bey	w3156
ei=nem	w3157
<g/>
=
Spatziergange	w3159
auf	w3160
den	w3161
Einfall	w3162
gekommen	w3163
sind	w3164
<g/>
,
in	w3166
einem	w3167
am	w3168
Strande	w3169
befindlich	w3170
gewese=nen	w3171
<g/>
=
ausgehollten	w3173
eichenen	w3174
Kahn	w3175
<g/>
,
bey	w3177
stillem	w3178
Wetter	w3179
<g/>
,
und	w3181
heiterer	w3182
Luft	w3183
<g/>
,
auf	w3185
der	w3186
See	w3187
zu	w3188
fah=ren	w3189
<g/>
=
<g/>
.
Weil	w3192
sie	w3193
aber	w3194
mit	w3195
diesem	w3196
Fahrzeuge	w3197
nicht	w3198
umzugehen	w3199
wußten	w3200
<g/>
,
und	w3202
alle	w3203
drey	w3204
Frauenzim=mer	w3205
<g/>
=
sich	w3207
in	w3208
das	w3209
Hintertheil	w3210
desselben	w3211
gesetzt	w3212
hat=ten	w3213
<g/>
=
<g/>
,
so	w3216
ist	w3217
dasselbe	w3218
bey	w3219
einer	w3220
Wendung	w3221
umge=schlagen	w3222
<g/>
=
<g/>
,
und	w3225
sie	w3226
sind	w3227
alle	w3228
vier	w3229
ertrunken	w3230
<g/>
.
</p>
<p id="p57">
Zu	w3232
Porcari	w3233
<g/>
,
einem	w3235
zu	w3236
der	w3237
Rep	w3238
<g/>
.
Lucca	w3240
gehö=rigen	w3241
<g/>
=
Dorfe	w3243
<g/>
,
hat	w3245
sich	w3246
am	w3247
4	w3248
<g/>
.
dieses	w3250
folgender	w3251
trau=rige	w3252
<g/>
=
Zufall	w3254
ereignet	w3255
<g/>
.
Den	w3257
Tag	w3258
vor	w3259
des	w3260
heiligen	w3261
Justus	w3262
<g/>
,
des	w3264
Patrons	w3265
dasiger	w3266
Kirche	w3267
<g/>
,
welcher	w3269
am	w3270
5	w3271
<g/>
.
dieses	w3273
gefeyert	w3274
wird	w3275
<g/>
,
wird	w3277
um	w3278
die	w3279
Ve=sperzeit	w3280
<g/>
=
eine	w3282
Prozeßion	w3283
gehalten	w3284
<g/>
,
wobey	w3286
verschie=dene	w3287
<g/>
=
Mörser	w3289
abgefeuert	w3290
zu	w3291
werden	w3292
pflegen	w3293
<g/>
,
so	w3295
wie	w3296
solche	w3297
Gewohnheit	w3298
an	w3299
vielen	w3300
andern	w3301
Orten	w3302
noch	w3303
Statt	w3304
findet	w3305
<g/>
.
Ehe	w3307
nun	w3308
die	w3309
gedachte	w3310
Pro=zeßion	w3311
<g/>
=
ihren	w3313
Anfang	w3314
nahm	w3315
<g/>
,
wurden	w3317
gleich	w3318
nach	w3319
Mittag	w3320
einige	w3321
Mörser	w3322
geladen	w3323
<g/>
,
wobey	w3325
das	w3326
Pul=fer	w3327
<g/>
=
in	w3329
einem	w3330
der	w3331
Mörser	w3332
durch	w3333
das	w3334
Ladeisen	w3335
der=gestalt	w3336
<g/>
=
erhitzt	w3338
wurde	w3339
<g/>
,
daß	w3341
es	w3342
Feuer	w3343
fieng	w3344
<g/>
,
und	w3346
in	w3347
dem	w3348
Augenblicke	w3349
grief	w3350
die	w3351
Flamme	w3352
dergestalt	w3353
um	w3354
sich	w3355
<g/>
,
daß	w3357
die	w3358
übrigen	w3359
Mörser	w3360
<g/>
,
und	w3362
noch	w3363
da=zu	w3364
<g/>
=
50	w3366
Pf	w3367
<g/>
.
Pulver	w3369
<g/>
,
das	w3371
nahe	w3372
dabey	w3373
lag	w3374
<g/>
,
los=brannten	w3376
<g/>
=
<g/>
.
Bey	w3379
diesem	w3380
schrecklichen	w3381
Salve	w3382
blie=ben	w3383
<g/>
=
3	w3385
junge	w3386
Leute	w3387
auf	w3388
der	w3389
Stelle	w3390
todt	w3391
<g/>
,
drey	w3393
an=dere	w3394
<g/>
=
wurden	w3396
halb	w3397
todt	w3398
mit	w3399
zerschmeterten	w3400
Armen	w3401
<g/>
,
oder	w3403
Füssen	w3404
nach	w3405
Haus	w3406
gebracht	w3407
<g/>
;
verschiedene	w3409
andere	w3410
waren	w3411
verstümmelt	w3412
<g/>
,
und	w3414
in	w3415
den	w3416
kläglich=sten	w3417
<g/>
=
Zustand	w3419
versetzt	w3420
<g/>
.
Seit	w3422
dem	w3423
hat	w3424
man	w3425
Nach=richt	w3426
<g/>
=
<g/>
,
daß	w3429
bis	w3430
itzt	w3431
durch	w3432
diesen	w3433
unglücklichen	w3434
Zu=fall	w3435
<g/>
=
bereits	w3437
11	w3438
Personen	w3439
gestorben	w3440
<g/>
,
und	w3442
7	w3443
in	w3444
Le=bensgefahr	w3445
<g/>
=
sich	w3447
befunden	w3448
<g/>
.
</p>
<head id="hl22">
Wien	w3450
den	w3451
1	w3452
<g/>
.
Heum	w3454
<g/>
.
</head>
<p id="p58">
Gestern	w3456
Nachmittags	w3457
um	w3458
4	w3459
Uhr	w3460
lang=ten	w3461
<g/>
=
Se	w3463
<g/>
.
Majestät	w3465
der	w3466
Kaiser	w3467
von	w3468
dero	w3469
gethanen	w3470
Reise	w3471
zur	w3472
größten	w3473
Freude	w3474
des	w3475
allerhöchsten	w3476
Hofes	w3477
<g/>
,
im	w3479
beglücktesten	w3480
Wohl=seyn	w3481
<g/>
=
in	w3483
dem	w3484
Lustschlosse	w3485
Laxenburg	w3486
an	w3487
<g/>
.
</p>
<p id="p59">
Jhre	w3489
k	w3490
<g/>
.
k	w3492
<g/>
.
apostol	w3494
<g/>
.
Majestät	w3496
<g/>
,
nebst	w3498
den	w3499
beeden	w3500
durchl	w3501
<g/>
.
Erzherzoginnen	w3503
königl	w3504
<g/>
.
Ho=heiten	w3506
<g/>
=
<g/>
,
befinden	w3509
sich	w3510
in	w3511
bestem	w3512
Wohlstand	w3513
zu	w3514
ersagtem	w3515
Laxenburg	w3516
<g/>
,
und	w3518
erlustigen	w3519
sich	w3520
mit	w3521
Spazierenfahren	w3522
<g/>
;
des	w3524
Abends	w3525
aber	w3526
wur=de	w3527
<g/>
=
von	w3529
