<doc id="wr_1762-08-11" attrs="word" year="1762" month="08" day="11" corpus="2">
<head id="h2_d681e2802">
Lissabon	w1_d681e2806
wolzugerichtete,	w9_d681e17223
mit	w11_d681e17226
ei	w13_d681e17230
ner	w1_d681e17235
neu	w3_d681e17238
erbauten	w5_d681e17241
Ochsen=mühl	w7_d681e17244
versehene	w9_d681e17247
Burgerl.	w11_d681e17250
Bräu=haus	w1_d681e17255
plus	w3_d681e17258
offerenti	w5_d681e17261
in	w7_d681e17264
Bestand	w9_d681e17267
verlassen	w11_d681e17270
werden	w1_d681e17276
solle.	w3_d681e17279
Zu	w5_d681e17282
welchem	w7_d681e17285
Ende	w9_d681e17288
dann	w11_d681e17291
auch	w13_d681e17295
der	w15_d681e17298
25.	w1_d681e17303
dies	w3_d681e17306
Monats	w5_d681e17309
Augusti	w7_d681e17312
zur	w9_d681e17315
Licitations=tagsatzung	w11_d681e17318
bestimmet	w1_d681e17323
worden.	w3_d681e17326
Derohalben	w5_d681e17329
dann	w7_d681e17332
werden	w9_d681e17335
</p>
<p id="p42_d681e17338">
alle	w1_d681e17342
diejenige,	w3_d681e17345
welche	w5_d681e17348
obgemeltes	w7_d681e17351
wol	w9_d681e17354
zugerichtet	w11_d681e17357
mit	w1_d681e17362
einer	w3_d681e17365
neu	w5_d681e17368
erbauten	w7_d681e17371
Ochsen=mühl	w9_d681e17374
versehenes	w11_d681e17377
Bräu=haus	w1_d681e17382
in	w3_d681e17385
Bestand	w5_d681e17388
zu	w7_d681e17391
nehmen	w9_d681e17394
gedenken,	w11_d681e17397
am	w13_d681e17401
obangesetzten	w1_d681e17407
Tag	w3_d681e17410
fruh	w5_d681e17413
um	w7_d681e17416
8.	w9_d681e17419
Uhr	w11_d681e17422
auf	w13_d681e17426
dem	w15_d681e17429
allhi	w17_d681e17432
sigen	w1_d681e17437
Raht=haus	w3_d681e17440
zu	w5_d681e17443
erscheinen,	w7_d681e17446
und	w9_d681e17449
der	w11_d681e17452
Licitations	w13_d681e17456
tagsatzung	w1_d681e17461
beyzuwohnen	w3_d681e17464
haben,	w5_d681e17467
wo	w7_d681e17470
sodann	w9_d681e17473
mit	w11_d681e17476
dem	w1_d681e17481
Meistbietenden	w3_d681e17484
der	w5_d681e17487
Bestand	w7_d681e17490
geschlossen	w9_d681e17493
wer	w11_d681e17496
den	w1_d681e17502
solle.	w3_d681e17505
</p>
<p id="p44_d681e17512">
Es	w1_d681e17516
wird	w3_d681e17519
hiemit	w5_d681e17522
jedermänniglich	w7_d681e17525
kund	w9_d681e17528
und	w11_d681e17531
zu	w13_d681e17535
wissen	w1_d681e17540
gemachet,	w3_d681e17543
welchergestalten	w5_d681e17546
den	w7_d681e17549
20	w9_d681e17552
Sep	w11_d681e17555
tembris	w1_d681e17560
dieß	w3_d681e17563
Jahrs	w5_d681e17566
die	w7_d681e17569
in	w9_d681e17572
der	w11_d681e17575
Joseph=stadt	w13_d681e17579
all	w15_d681e17582
hier	w1_d681e17588
gelegen,	w3_d681e17591
vorhin	w5_d681e17594
Glattisch,	w7_d681e17597
nunmehro	w9_d681e17600
Rab	w11_d681e17603
bitchische	w1_d681e17608
Behausung	w3_d681e17611
pius	w5_d681e17614
offereuti	w7_d681e17617
wird	w9_d681e17620
verkauf	w11_d681e17623
set	w1_d681e17628
werden;	w3_d681e17631
wer	w5_d681e17634
nun	w7_d681e17637
sothane	w9_d681e17640
Behausung	w11_d681e17643
käuflich	w13_d681e17647
an	w1_d681e17652
sich	w3_d681e17655
zu	w5_d681e17658
bringen	w7_d681e17661
gedenket,	w9_d681e17664
derselbe	w11_d681e17667
beliebe	w13_d681e17671
sich	w15_d681e17674
an	w1_d681e17680
obbestimmtem	w3_d681e17683
Tag	w5_d681e17686
fruhe	w7_d681e17689
um	w9_d681e17692
8.	w11_d681e17695
Uhr	w13_d681e17699
bey	w15_d681e17702
dem	w17_d681e17705
allhiesig	w1_d681e17710
Löbl.	w3_d681e17713
Stadt=magistrat	w5_d681e17716
anzumelden.	w7_d681e17719
</p>
<p id="p46_d681e17724">
Wir	w1_d681e17728
Burgermeister=amts=verwalter,	w3_d681e17731
und	w5_d681e17734
Raht	w7_d681e17737
der	w1_d681e17742
Stadt	w3_d681e17745
Wien	w5_d681e17748
geben	w7_d681e17751
hiemit	w9_d681e17754
durch	w11_d681e17757
dieses	w13_d681e17761
offene	w15_d681e17764
Edict	w1_d681e17769
jedermänniglich	w3_d681e17772
zu	w5_d681e17775
vernehmen,	w7_d681e17778
wasgestalten	w9_d681e17781
wir	w1_d681e17787
über	w3_d681e17790
ein	w5_d681e17793
eingelangtes	w7_d681e17796
Hochlöbl.	w9_d681e17799
Regierungs	w11_d681e17802
decret	w1_d681e17807
de	w3_d681e17810
præs.	w5_d681e17813
9.	w7_d681e17816
dies	w9_d681e17819
in	w11_d681e17822
ein	w13_d681e17826
nochmaliges	w15_d681e17829
Licita	w17_d681e17832
rions=edict	w1_d681e17837
gewilliget	w3_d681e17840
und	w5_d681e17843
verordnet	w7_d681e17846
haben,	w9_d681e17849
daß	w11_d681e17852
die	w1_d681e17857
zwey	w3_d681e17860
Delespinische	w5_d681e17863
Häuser,	w7_d681e17866
als	w9_d681e17869
das	w11_d681e17872
zum	w13_d681e17876
weissen	w15_d681e17879
Löwen	w1_d681e17885
auf	w3_d681e17888
dem	w5_d681e17891
Saiz=grieß,	w7_d681e17894
und	w9_d681e17897
das	w11_d681e17900
auf	w13_d681e17904
der	w15_d681e17907
Schot	w17_d681e17910
ten=cortin	w1_d681e17915
ligende	w3_d681e17918
Pastey=häusel	w5_d681e17921
mehrmalen	w7_d681e17924
ex	w9_d681e17927
officio	w1_d681e17932
offeutlich	w3_d681e17935
ausgefeilet,	w5_d681e17938
und	w7_d681e17941
dem	w9_d681e17944
Meistbie	w11_d681e17947
tenden	w1_d681e17952
verkauffet	w3_d681e17955
werden	w5_d681e17958
sollen.	w7_d681e17961
Da	w9_d681e17964
nun	w11_d681e17967
hierzu	w13_d681e17971
der	w1_d681e17977
27.	w3_d681e17980
Monats=tag	w5_d681e17983
Septembris	w7_d681e17986
lauffenden	w9_d681e17989
1762.	w11_d681e17992
Jahrs	w1_d681e17997
zur	w3_d681e18000
Tagsatzung	w5_d681e18003
bestimmet	w7_d681e18006
worden	w9_d681e18009
ist,	w11_d681e18012
als	w13_d681e18016
wird	w1_d681e18021
ein	w3_d681e18024
solches	w5_d681e18027
hiemit	w7_d681e18030
jedermann,	w9_d681e18033
wer	w11_d681e18036
etwann	w13_d681e18040
diese	w1_d681e18045
Häuser	w3_d681e18048
käufl.	w5_d681e18051
an	w7_d681e18054
sich	w9_d681e18057
zu	w11_d681e18060
bringen	w13_d681e18064
gesinnet	w15_d681e18067
ist,	w17_d681e18070
mit	w1_d681e18076
diesem	w3_d681e18079
Edict	w5_d681e18082
kund	w7_d681e18085
und	w9_d681e18088
zu	w11_d681e18091
wissen	w13_d681e18095
gemacht,	w15_d681e18098
da	w17_d681e18101
mit	w1_d681e18106
ein	w3_d681e18109
sich	w5_d681e18112
hervorthuender	w7_d681e18115
Kauffer	w9_d681e18118
bey	w11_d681e18121
obbemelt	w13_d681e18125
bestimmter	w1_d681e18130
Licitations=tagsatzung	w3_d681e18133
fruh	w5_d681e18136
um	w7_d681e18139
9.	w9_d681e18142
Uhr,	w11_d681e18145
oder	w1_d681e18150
da	w3_d681e18153
wir	w5_d681e18156
selbigen	w7_d681e18159
Tags	w9_d681e18162
etwann	w11_d681e18165
anderer	w13_d681e18169
Ge	w15_d681e18172
schäften	w1_d681e18178
halber	w3_d681e18181
nicht	w5_d681e18184
zu	w7_d681e18187
Rath	w9_d681e18190
sitzeren,	w11_d681e18193
den	w13_d681e18197
nächst	w15_d681e18200
darauf	w1_d681e18205
folgenden	w3_d681e18208
Rahts=tag	w5_d681e18211
vor	w7_d681e18214
uns	w9_d681e18217
erscheinen,	w11_d681e18220
und	w1_d681e18225
sich	w3_d681e18228
bey	w5_d681e18231
unser	w7_d681e18234
und	w9_d681e18237
Gemeiner	w11_d681e18240
Stadt	w13_d681e18244
Grund	w15_d681e18247
buch	w1_d681e18252
durch	w3_d681e18255
den	w5_d681e18258
daselbstigen	w7_d681e18261
Amt	w9_d681e18264
schreiber	w11_d681e18267
anmei	w13_d681e18271
den	w1_d681e18277
lassen	w3_d681e18280
möge,	w5_d681e18283
allwo	w7_d681e18286
sodann	w9_d681e18289
das	w11_d681e18292
weiter	w13_d681e18296
Beho	w15_d681e18299
rigs	w1_d681e18304
tractiret	w3_d681e18307
werden	w5_d681e18310
solle.	w7_d681e18313
</p>
<p id="p48_d681e18317">
Zumalen	w1_d681e18321
die	w3_d681e18324
auf	w5_d681e18327
den	w7_d681e18330
9ten	w9_d681e18333
dies	w11_d681e18336
kund	w13_d681e18340
ge	w15_d681e18343
machte	w1_d681e18348
Ziehung	w3_d681e18351
der	w5_d681e18354
errichteten	w7_d681e18357
BrüßlerMa	w9_d681e18360
liner	w1_d681e18365
und	w3_d681e18368
Antwerper=spitzen=lotterie	w5_d681e18371
zwar	w7_d681e18374
fest	w1_d681e18380
gesetzet,	w3_d681e18383
jedoch	w5_d681e18386
wegen	w7_d681e18389
nicht	w9_d681e18392
genugsam	w11_d681e18395
hindann	w13_d681e18399
gebrachten	w1_d681e18404
Los=zettuln	w3_d681e18407
abgehalten	w5_d681e18410
worden;	w7_d681e18413
als	w1_d681e18418
wird	w3_d681e18421
männiglich	w5_d681e18424
anmit	w7_d681e18427
erinneret,	w9_d681e18430
daß	w11_d681e18433
diese	w13_d681e18437
Ziehung	w1_d681e18442
mittels	w3_d681e18445
Bewilligung	w5_d681e18448
einer	w7_d681e18451
Hochlöbl.	w9_d681e18454
N.	w11_d681e18457
Oe.	w1_d681e18463
Landesfürstl.	w3_d681e18466
Regierung	w5_d681e18469
auf	w7_d681e18472
den	w9_d681e18475
9.	w11_d681e18478
künftigen	w13_d681e18482
Monats	w1_d681e18487
Novemb.	w3_d681e18490
dies	w5_d681e18493
lauffenden	w7_d681e18496
Jahrs	w9_d681e18499
fruh	w11_d681e18502
um	w13_d681e18506
8.	w1_d681e18511
Uhr	w3_d681e18514
prolongiret,	w5_d681e18517
und	w7_d681e18520
in	w9_d681e18523
der	w11_d681e18526
bereits	w13_d681e18530
denominirt	w15_d681e18533
sogenannten	w1_d681e18538
Mehl=gruben	w3_d681e18541
auf	w5_d681e18544
die	w7_d681e18547
allschen	w9_d681e18550
be	w11_d681e18553
kannt	w1_d681e18559
gemachte	w3_d681e18562
Art	w5_d681e18565
und	w7_d681e18568
Weis	w9_d681e18571
ganz	w11_d681e18574
zuverläß	w13_d681e18578
lich	w1_d681e18583
gezogen	w3_d681e18586
werden	w5_d681e18589
wird.	w7_d681e18592
</p>
<head id="h2_d681e18635">
Journal	w1_d681e18639
von	w3_d681e18642
der	w5_d681e18645
Kais.	w7_d681e18648
Kön	w9_d681e18651
und	w11_d681e18654
Hais.	w13_d681e18658
kombinirten	w15_d681e18661
Reichs=erærutions	w17_d681e18664
/	w19_d681e18667
är	w21_d681e18670
mee	w1_d681e18675
vom	w3_d681e18678
21.	w5_d681e18681
bis	w7_d681e18684
letzten	w9_d681e18687
Julii	w11_d681e18690
1762.	w13_d681e18694
</head>
<p id="p4_d681e18697">
Den	w1_d681e18701
21.	w3_d681e18704
in	w5_d681e18707
der	w7_d681e18710
Nacht	w9_d681e18713
hatten	w11_d681e18716
die	w13_d681e18720
Schieblischen	w15_d681e18723
Frey=hussaren	w17_d681e18726
einen	w19_d681e18729
feindlichen	w1_d681e18734
Posten	w3_d681e18737
unweit	w5_d681e18740
Seiffersdorf	w7_d681e18743
überfallen,	w9_d681e18746
auch,	w11_d681e18749
ehe	w13_d681e18753
er	w15_d681e18756
zu	w17_d681e18759
Pferd	w1_d681e18764
kommen	w3_d681e18767
konte,	w5_d681e18770
verjaget,	w7_d681e18773
und	w9_d681e18776
einige	w11_d681e18779
Pferde	w13_d681e18783
erbeutet,	w15_d681e18786
indem	w17_d681e18789
sie	w19_d681e18792
aber	w21_d681e18795
in	w1_d681e18801
der	w3_d681e18804
Verfolgung	w5_d681e18807
ein	w7_d681e18810
wenig	w9_d681e18813
zu	w11_d681e18816
hitzig	w13_d681e18820
waren,	w15_d681e18823
hat	w17_d681e18826
der	w19_d681e18829
Feind	w21_d681e18832
sich	w23_d681e18835
zu	w25_d681e18839
setzen	w27_d681e18842
Ge	w29_d681e18845
legenheit	w1_d681e18850
gefunden;	w3_d681e18853
worüber	w5_d681e18856
ihnen	w7_d681e18859
die	w9_d681e18862
erbeutete	w11_d681e18865
Pferde	w13_d681e18869
nebst	w15_d681e18872
3.	w17_d681e18875
von	w19_d681e18878
den	w21_d681e18881
ihrigen	w1_d681e18886
wieder	w3_d681e18889
abgenommen,	w5_d681e18892
und	w7_d681e18895
1.	w9_d681e18898
bleßiret	w11_d681e18901
worden.	w13_d681e18905
</p>
<p id="p6_d681e18908">
Dagegen	w1_d681e18912
hat	w3_d681e18915
eine	w5_d681e18918
bis	w7_d681e18921
in	w9_d681e18924
die	w11_d681e18927
Gegend	w13_d681e18931
Senftenberg	w15_d681e18934
in	w17_d681e18937
der	w19_d681e18940
Laußnitz	w21_d681e18943
ge	w23_d681e18946
streifte	w1_d681e18951
unserige	w3_d681e18954
Patrouille	w5_d681e18957
3.	w7_d681e18960
von	w9_d681e18963
denen	w11_d681e18966
feindl.	w13_d681e18970
Frey	w15_d681e18973
hussaren	w1_d681e18978
diesen	w3_d681e18981
Tag	w5_d681e18984
aufgehoben,	w1_d681e18990
und	w3_d681e18993
die	w5_d681e18996
Nachricht	w7_d681e18999
mit	w9_d681e19002
sich	w11_d681e19005
gebracht,	w13_d681e19009
daß	w15_d681e19012
das	w17_d681e19015
unlängst	w19_d681e19018
bis	w21_d681e19021
auf	w23_d681e19024
Bautzen	w1_d681e19029
gekommene	w3_d681e19032
Seczenische	w5_d681e19035
Hussaren=commando	w7_d681e19038
sich	w9_d681e19041
über	w11_d681e19044
Weissenberg	w13_d681e19048
nach	w1_d681e19055
Rottenburg	w3_d681e19058
wieder	w5_d681e19061
zuruck	w7_d681e19064
gezogen	w9_d681e19067
habe.	w11_d681e19070
</p>
<p id="p8_d681e19073">
Den	w1_d681e19077
22.	w3_d681e19080
vernahme	w5_d681e19083
man,	w7_d681e19086
daß	w9_d681e19089
der	w11_d681e19092
General	w13_d681e19096
Kleist	w15_d681e19099
vergangene	w17_d681e19102
Nacht	w19_d681e19105
von	w21_d681e19108
Marienberg	w1_d681e19113
nach	w3_d681e19116
Wolkenstein	w5_d681e19119
marschiret,	w7_d681e19122
und	w9_d681e19125
von	w11_d681e19128
Freyberg	w13_d681e19132
noch	w15_d681e19135
einige	w17_d681e19138
Trupen	w1_d681e19143
dahin	w3_d681e19146
gegangen	w5_d681e19149
wären,	w7_d681e19152
um	w9_d681e19155
sich	w11_d681e19158
vermuthlich	w13_d681e19162
mit	w15_d681e19165
dem	w17_d681e19168
General	w19_d681e19171
Seidlitz	w1_d681e19177
zu	w3_d681e19180
vereinbaren.	w5_d681e19183
Dieser	w7_d681e19186
Tagen	w9_d681e19189
waren	w11_d681e19192
erlich	w13_d681e19196
40.	w15_d681e19199
Mann	w17_d681e19202
feindliche	w19_d681e19205
Hussaren	w1_d681e19210
gegen	w3_d681e19213
Grünwalde	w5_d681e19216
gekommen;	w7_d681e19219
es	w9_d681e19222
hat	w11_d681e19225
aber	w13_d681e19229
ein	w15_d681e19232
von	w17_d681e19235
dem	w19_d681e19238
Obrist	w21_d681e19241
wachtmeister	w1_d681e19246
Plettrich	w3_d681e19249
ausgeschicktes	w5_d681e19252
Commando	w7_d681e19255
auf	w9_d681e19258
selbige	w11_d681e19261
gestossen,	w13_d681e19265
und	w15_d681e19268
sie	w17_d681e19271
bis	w1_d681e19276
Rechenberg	w3_d681e19279
verfolget,/	w5_d681e19282
wobey	w7_d681e19285
4.	w9_d681e19288
Mann	w11_d681e19291
samt	w13_d681e19295
den	w15_d681e19298
Pferden	w17_d681e19301
gefangen	w19_d681e19304
worden.	w21_d681e19307
</p>
<p id="p10_d681e19310">
Den	w1_d681e19314
23.	w3_d681e19317
wurde	w5_d681e19320
raportiret,	w7_d681e19323
daß	w9_d681e19326
der	w11_d681e19329
Major	w13_d681e19333
Seculi	w15_d681e19336
gar	w17_d681e19339
bis	w19_d681e19342
Sagan	w21_d681e19345
mit	w23_d681e19348
seinem	w1_d681e19353
Commando	w3_d681e19356
zuruck	w5_d681e19359
gegangen,	w7_d681e19362
folglich	w9_d681e19365
die	w11_d681e19368
Laußnitz	w13_d681e19372
von	w15_d681e19375
dessen	w17_d681e19378
Execu	w19_d681e19381
tionen	w1_d681e19386
und	w3_d681e19389
Streiffereyen	w5_d681e19392
wieder	w7_d681e19395
gänzlich	w9_d681e19398
befreyet	w11_d681e19401
wäre.	w13_d681e19405
Hingegen	w15_d681e19408
ist	w17_d681e19411
dieser	w19_d681e19414
Tage	w1_d681e19420
ein	w3_d681e19423
feindl.	w5_d681e19426
Detaschement	w7_d681e19429
nach	w9_d681e19432
Platten	w11_d681e19435
in	w13_d681e19439
Böhmen	w15_d681e19442
um	w17_d681e19445
1.	w19_d681e19448
Uhr	w21_d681e19451
in	w23_d681e19454
der	w25_d681e19458
Nacht	w1_d681e19463
gekommen,	w3_d681e19466
hat	w5_d681e19469
sich	w7_d681e19472
aber	w9_d681e19475
nicht	w11_d681e19478
aufgehalten,	w13_d681e19482
sondern,	w15_d681e19485
nachdem	w17_d681e19488
es	w19_d681e19491
den	w21_d681e19494
Burger=meister	w1_d681e19499
als	w3_d681e19502
Geisel	w5_d681e19505
mit	w7_d681e19508
genommen,	w9_d681e19511
ist	w11_d681e19514
dasselbe	w13_d681e19518
um	w15_d681e19521
4.	w17_d681e19524
Uhr	w19_d681e19527
fruh	w21_d681e19530
nach	w23_d681e19533
Johann	w1_d681e19538
Georgenstadt	w3_d681e19541
zuruck	w5_d681e19544
marschiret.	w7_d681e19547
</p>
<p id="p12_d681e19551">
Den	w1_d681e19555
24.	w3_d681e19558
wolte	w5_d681e19561
verlauten,	w7_d681e19564
als	w9_d681e19567
ob	w11_d681e19570
ein	w13_d681e19574
Theil	w15_d681e19577
des	w17_d681e19580
Feindes,	w19_d681e19583
so	w21_d681e19586
über	w23_d681e19589
Gayern	w25_d681e19593
marschiret	w1_d681e19598
war,	w3_d681e19601
sich	w5_d681e19604
gegen	w7_d681e19607
Schneeberg	w9_d681e19610
gezogen	w11_d681e19613
hätte;	w13_d681e19617
nicht	w15_d681e19620
minder	w17_d681e19623
auch	w19_d681e19626
der	w21_d681e19629
andere	w1_d681e19634
Theil,	w3_d681e19637
welcher	w5_d681e19640
nacher	w7_d681e19643
Tschoppau	w9_d681e19646
abgegangen,	w11_d681e19649
von	w13_d681e19653
dannen	w15_d681e19656
links	w17_d681e19659
gegen	w19_d681e19662
Weisbach	w1_d681e19668
in	w3_d681e19671
die	w5_d681e19674
Gegend	w7_d681e19677
von	w9_d681e19680
Schneeberg	w11_d681e19683
und	w13_d681e19687
Zwickau	w15_d681e19690
geruckt	w17_d681e19693
wäre,	w19_d681e19696
indem	w21_d681e19699
der	w1_d681e19704
General	w3_d681e19707
v.	w5_d681e19710
Kleist	w7_d681e19713
mit	w9_d681e19716
diesem	w11_d681e19719
ganzen	w13_d681e19723
Corps	w15_d681e19726
auf	w17_d681e19729
die	w19_d681e19732
Reichsarmee	w21_d681e19735
loszugehen	w23_d681e19738
vorhabens	w1_d681e19743
seyn	w3_d681e19746
solle:	w5_d681e19749
Wie	w7_d681e19752
dann	w9_d681e19755
würklich	w11_d681e19758
</p>
<p id="p14_d681e19761">
Den	w1_d681e19765
25.	w3_d681e19768
darauf	w5_d681e19771
die	w7_d681e19774
Nachricht	w9_d681e19777
hier	w11_d681e19780
ankam,	w13_d681e19784
daß	w15_d681e19787
mehrbesagter	w17_d681e19790
Gen.	w19_d681e19793
v.	w21_d681e19796
Kleist	w1_d681e19801
die	w3_d681e19804
Reichs=armee	w5_d681e19807
bey	w7_d681e19810
Schneeberg,	w9_d681e19813
und	w11_d681e19816
der	w13_d681e19820
Obrist	w15_d681e19823
Belling	w17_d681e19826
zu	w19_d681e19829
gleicher	w21_d681e19832
Zeit	w1_d681e19837
sie	w3_d681e19840
hinter	w5_d681e19843
Zwickau	w7_d681e19846
attaquiret,	w9_d681e19849
auch	w11_d681e19852
etwas	w13_d681e19856
zum	w15_d681e19859
Weichen	w17_d681e19862
gebracht	w19_d681e19865
haben;	w21_d681e19868
wobey	w1_d681e19874
von	w3_d681e19877
beeden	w5_d681e19880
Theilen	w7_d681e19883
verschiedene	w9_d681e19886
auf	w11_d681e19889
dem	w13_d681e19893
Platz	w15_d681e19896
geblieben:	w17_d681e19899
und	w19_d681e19902
in	w21_d681e19905
die	w23_d681e19908
Gefangenschaft	w1_d681e19913
verfallen,	w3_d681e19916
auch	w5_d681e19919
etwelche	w7_d681e19922
verspätete	w9_d681e19925
Bagage=wägen	w11_d681e19928
bey	w13_d681e19932
der	w15_d681e19935
</p>
<p id="p20_d681e19948">
Den	w1_d681e19952
26.	w3_d681e19955
langte	w5_d681e19958
von	w7_d681e19961
dem	w9_d681e19964
Obristen	w11_d681e19967
Törröck,	w13_d681e19971
so	w15_d681e19974
mit	w17_d681e19977
seinem	w19_d681e19980
Corps	w21_d681e19983
bis	w1_d681e19988
gegen	w3_d681e19991
Schlagenwert	w5_d681e19994
gerucket	w7_d681e19997
war,	w9_d681e20000
die	w11_d681e20003
Nachricht	w13_d681e20007
ein,	w15_d681e20010
daß	w17_d681e20013
der	w19_d681e20016
General	w21_d681e20019
Kleist	w1_d681e20024
seine	w3_d681e20027
Vorposten	w5_d681e20030
bey	w7_d681e20033
Zwöniz	w9_d681e20036
und	w11_d681e20039
in	w13_d681e20043
Geyer	w15_d681e20046
hielte,	w17_d681e20049
er	w19_d681e20052
für	w21_d681e20055
seine	w23_d681e20058
Person	w25_d681e20062
aber	w1_d681e20068
Tags	w3_d681e20071
vorher	w5_d681e20074
annoch	w7_d681e20077
in	w9_d681e20080
Schneeberg	w11_d681e20083
gewesen	w13_d681e20087
seye.	w15_d681e20090
</p>
<p id="p22_d681e20093">
Reichs=armee	w1_d681e20097
vermisset	w3_d681e20100
worden.	w5_d681e20103
Des	w7_d681e20106
nämlichen	w9_d681e20109
Tags	w11_d681e20112
hat	w13_d681e20116
der	w15_d681e20119
Obrist	w17_d681e20122
Schiebel	w19_d681e20125
einen	w1_d681e20130
in	w3_d681e20133
der	w5_d681e20136
Gegend	w7_d681e20139
Borlas	w9_d681e20142
stehenden	w11_d681e20145
gegentheiligen	w13_d681e20149
Posten	w15_d681e20152
anzugreiffen	w17_d681e20155
ge	w19_d681e20158
sucht;	w1_d681e20163
dieser	w3_d681e20166
aber	w5_d681e20169
hatte	w7_d681e20172
sich	w9_d681e20175
zeitlich	w11_d681e20178
zuruck	w13_d681e20182
zu	w15_d681e20185
ziehen	w17_d681e20188
angefangen.	w19_d681e20191
Unsere	w21_d681e20194
Frey	w23_d681e20197
bussaren	w1_d681e20203
haben	w3_d681e20206
ihm	w5_d681e20209
nachgejaget,	w7_d681e20212
und	w9_d681e20215
7.	w11_d681e20218
Mann,	w13_d681e20222
nebst	w15_d681e20225
12.	w17_d681e20228
Pferden	w19_d681e20231
abgenom	w21_d681e20234
men:	w1_d681e20239
unserer	w3_d681e20242
Seits	w5_d681e20245
sind	w7_d681e20248
nur	w9_d681e20251
2.	w11_d681e20254
Hussaren	w13_d681e20258
bleßeret,	w15_d681e20261
und	w17_d681e20264
2.	w19_d681e20267
tod	w21_d681e20270
geschosse	w23_d681e20273
worden.	w25_d681e20277
</p>
<p id="p24_d681e20281">
Die	w1_d681e20285
von	w3_d681e20288
diesem	w5_d681e20291
feindlichen	w7_d681e20294
General	w9_d681e20297
schon	w11_d681e20300
verschiedent	w13_d681e20304
lich	w15_d681e20307
in	w17_d681e20310
Böhmen	w19_d681e20313
unternommene	w1_d681e20318
Verheerungen	w3_d681e20321
veranlasten,	w5_d681e20324
daß	w7_d681e20327
S.	w9_d681e20330
Excellenz	w11_d681e20333
der	w13_d681e20337
comman	w15_d681e20340
dirende	w1_d681e20345
Feld=marschall	w3_d681e20348
Graf	w5_d681e20351
Serbeloni	w7_d681e20354
den	w9_d681e20357
General	w11_d681e20360
Stampa	w13_d681e20364
aus	w15_d681e20367
den	w17_d681e20370
Gegenden	w1_d681e20376
von	w3_d681e20379
Gabel	w5_d681e20382
gegen	w7_d681e20385
Töplitz	w9_d681e20388
herüber	w11_d681e20391
rucken,	w13_d681e20395
und	w15_d681e20398
die	w17_d681e20401
ihm	w19_d681e20404
unter	w21_d681e20407
gebene	w1_d681e20412
Trupen	w3_d681e20415
mit	w5_d681e20418
denen	w7_d681e20421
unter	w9_d681e20424
dem	w11_d681e20427
General	w13_d681e20431
Plunket	w15_d681e20434
vereinigen,	w17_d681e20437
auch	w19_d681e20440
noch	w1_d681e20445
etwelche	w3_d681e20448
von	w5_d681e20451
hier	w7_d681e20454
dahin	w9_d681e20457
marschiren,	w11_d681e20460
und	w13_d681e20464
also	w15_d681e20467
ein	w17_d681e20470
Corps	w19_d681e20473
von	w21_d681e20476
mehr	w23_d681e20479
als	w25_d681e20483
10000.	w1_d681e20488
Mann	w3_d681e20491
daselbst	w5_d681e20494
formiren	w7_d681e20497
liesse;	w9_d681e20500
worüber	w11_d681e20503
sie	w13_d681e20507
dem	w15_d681e20510
General	w17_d681e20513
der	w19_d681e20516
Cavallerie	w1_d681e20522
Fürsten	w3_d681e20525
von	w5_d681e20528
Löwenstein	w7_d681e20531
das	w9_d681e20534
Commando	w11_d681e20537
übergeben,	w13_d681e20541
mit	w15_d681e20544
dem	w17_d681e20547
Auftrage,	w1_d681e20552
dem	w3_d681e20555
Feind	w5_d681e20558
nach	w7_d681e20561
äussersten	w9_d681e20564
Kräften	w11_d681e20567
Einhalt	w13_d681e20571
zu	w15_d681e20574
thun,	w17_d681e20577
und	w19_d681e20580
das	w21_d681e20583
Königreich	w1_d681e20588
vor	w3_d681e20591
all	w5_d681e20594
ferneren	w7_d681e20597
Einbruch	w9_d681e20600
best	w11_d681e20603
möglichst	w13_d681e20607
zu	w15_d681e20610
schützen;	w17_d681e20613
es	w19_d681e20616
giengen	w21_d681e20619
dahero	w1_d681e20624
Se.	w3_d681e20627
Fürstliche	w5_d681e20630
Gnaden	w7_d681e20633
</p>
<p id="p26_d681e20636">
Den	w1_d681e20640
27.	w3_d681e20643
nacher	w5_d681e20646
Töplitz	w7_d681e20649
ab	w9_d681e20652
in	w1_d681e20657
sothanes	w3_d681e20660
Commando	w5_d681e20663
daselbst	w7_d681e20666
anzutretten.	w9_d681e20669
und	w1_d681e20674
das	w3_d681e20677
etwa	w5_d681e20680
nöhtige	w7_d681e20683
weiters	w9_d681e20686
zu	w11_d681e20689
veranstalten	w13_d681e20693
Vom	w15_d681e20696
Kleistischen	w17_d681e20699
Corps	w19_d681e20702
ist	w21_d681e20705
ver	w23_d681e20708
mög	w1_d681e20714
der	w3_d681e20717
Nachrichten	w5_d681e20720
dieser	w7_d681e20723
Tagen	w9_d681e20726
die	w11_d681e20729
Cavallerie	w13_d681e20733
bey	w15_d681e20736
Tschopau	w17_d681e20739
über	w19_d681e20742
die	w21_d681e20745
Schmi	w23_d681e20748
de	w1_d681e20753
gelagert,	w3_d681e20756
die	w5_d681e20759
Jnfanterie	w7_d681e20762
hingegen	w9_d681e20765
in	w11_d681e20768
die	w13_d681e20772
Stadt	w15_d681e20775
einquartiret	w17_d681e20778
gewesen.	w19_d681e20781
</p>
<p id="p28_d681e20784">
Den	w1_d681e20788
28.	w3_d681e20791
