<doc id="wr_1759-02-10" attrs="word" year="1759" month="02" day="10" corpus="2">
<head id="h2_d321e3155">
Haag	w1_d321e3159
angesehen,	w3_d321e17647
und	w5_d321e17650
reversiren	w7_d321e17653
sich	w9_d321e17656
solcher	w11_d321e17659
gestalt	w1_d321e17664
nicht	w3_d321e17667
in	w5_d321e17670
diesem	w7_d321e17673
Kriege	w9_d321e17676
zu	w11_d321e17679
Felde	w13_d321e17683
zu	w15_d321e17686
gehen,	w1_d321e17692
und	w3_d321e17695
zu	w5_d321e17698
dienen,	w7_d321e17701
directe	w9_d321e17704
noch	w11_d321e17707
indirecte	w13_d321e17711
gegen	w1_d321e17716
Se.	w3_d321e17719
Königl.	w5_d321e17722
Majestät	w7_d321e17725
in	w9_d321e17728
Preussen	w11_d321e17731
und	w1_d321e17736
dessen	w3_d321e17739
Alliirte,	w5_d321e17742
bis	w7_d321e17745
sie	w9_d321e17748
ranzioniret	w11_d321e17751
oder	w13_d321e17755
ausgewechselt	w1_d321e17760
werden.	w3_d321e17763
Die	w5_d321e17766
übrige	w7_d321e17769
Cleri	w9_d321e17772
sey,	w1_d321e17778
militair	w3_d321e17781
und	w5_d321e17784
Civil=bediente	w7_d321e17787
gehen	w9_d321e17790
nun	w11_d321e17793
gleich	w1_d321e17798
mit	w3_d321e17801
der	w5_d321e17804
übrigen	w7_d321e17807
Garnison	w9_d321e17810
nach,	w11_d321e17813
um	w13_d321e17817
nach	w1_d321e17822
Schweden	w3_d321e17825
transportirt	w5_d321e17828
zu	w7_d321e17831
werden.	w9_d321e17834
</p>
<p id="p12_d321e17838">
2.)	w1_d321e17842
Die	w3_d321e17845
sämmtliche	w5_d321e17848
Garnison	w7_d321e17851
ist	w9_d321e17854
würk	w11_d321e17857
lich	w1_d321e17862
Kriegs=gefangen,	w3_d321e17865
und	w5_d321e17868
wird	w7_d321e17871
also	w9_d321e17874
über	w11_d321e17877
nommen.	w1_d321e17882
</p>
<p id="p14_d321e17885">
3.)	w1_d321e17889
Die	w3_d321e17892
Officiers	w5_d321e17895
behalten	w7_d321e17898
sämtlich	w9_d321e17901
ihre	w11_d321e17904
Degen,	w1_d321e17909
wie	w3_d321e17912
auch	w5_d321e17915
die	w7_d321e17918
ihnen	w9_d321e17921
eigentümlich	w11_d321e17924
zugehörige	w1_d321e17929
Equipage	w3_d321e17932
und	w5_d321e17935
Bediente.	w7_d321e17938
Die	w9_d321e17941
Unter=officiers	w1_d321e17947
und	w3_d321e17950
Gemeine	w5_d321e17953
behalten	w7_d321e17956
ihre	w9_d321e17959
Leibes=montirung,	w1_d321e17964
so	w3_d321e17967
sie	w5_d321e17970
würklich	w7_d321e17973
anjetzo	w9_d321e17976
tragen,	w1_d321e17981
imgleichen	w3_d321e17984
ihre	w5_d321e17987
Tornister,	w7_d321e17990
und	w9_d321e17993
die	w11_d321e17996
ihnen	w1_d321e18001
eigen	w3_d321e18004
gehörige	w5_d321e18007
Equipage	w7_d321e18010
und	w9_d321e18013
Bagage.	w11_d321e18016
3.)	w1_d321e18022
Wird	w3_d321e18025
accordiret.	w5_d321e18028
</p>
<p id="p16_d321e18031">
4.)	w1_d321e18035
Die	w3_d321e18038
Kranke	w5_d321e18041
und	w7_d321e18044
Bleßirte,	w9_d321e18047
so	w11_d321e18050
nun	w13_d321e18054
gleich	w1_d321e18059
nicht	w3_d321e18062
können	w5_d321e18065
mitgenommen	w7_d321e18068
werden,	w9_d321e18071
und	w1_d321e18076
wozu	w3_d321e18079
nöthige	w5_d321e18082
Fuhren	w7_d321e18085
sollen	w9_d321e18088
fourniret	w11_d321e18091
werden,	w1_d321e18097
zu	w3_d321e18100
dem	w5_d321e18103
Ende	w7_d321e18106
auch	w9_d321e18109
ein	w11_d321e18112
Feldscheers	w13_d321e18116
wagen	w1_d321e18121
mitgenommen	w3_d321e18124
werden	w5_d321e18127
soll,	w7_d321e18130
sind	w9_d321e18133
eben	w11_d321e18136
fals	w1_d321e18141
unter	w3_d321e18144
dieser	w5_d321e18147
Capitulation	w7_d321e18150
einbegriffen,	w9_d321e18153
und	w1_d321e18158
werden	w3_d321e18161
auf	w5_d321e18164
Kosten	w7_d321e18167
der	w9_d321e18170
Crone	w11_d321e18173
Schwe	w13_d321e18177
den	w1_d321e18183
bis	w3_d321e18186
zu	w5_d321e18189
ihrer	w7_d321e18192
Genesung	w9_d321e18195
gewartet	w11_d321e18198
und	w13_d321e18202
gepfleget.	w1_d321e18207
</p>
<p id="p18_d321e18210">
4.)	w1_d321e18214
Die	w3_d321e18217
Kranke	w5_d321e18220
und	w7_d321e18223
Bleßirte	w9_d321e18226
sind	w11_d321e18229
gleichfals	w1_d321e18234
Kriegs=gefangene.	w3_d321e18237
Für	w5_d321e18240
ihre	w7_d321e18243
Sorge	w1_d321e18248
und	w3_d321e18251
Wartung	w5_d321e18254
wird	w7_d321e18257
man	w9_d321e18260
alle	w11_d321e18263
At	w13_d321e18267
tention	w1_d321e18273
haben,	w3_d321e18276
und	w5_d321e18279
die	w7_d321e18282
Kosten	w9_d321e18285
mit	w11_d321e18288
der	w13_d321e18292
Crone	w1_d321e18297
Schweden	w3_d321e18300
liquidiren,	w5_d321e18303
und	w7_d321e18306
be	w9_d321e18309
richtigen.	w1_d321e18314
</p>
<p id="p24_d321e18331">
5.)	w1_d321e18335
Alles,	w3_d321e18338
was	w5_d321e18341
an	w7_d321e18344
Feld=cassen,	w9_d321e18347
Maga	w11_d321e18350
zins,	w1_d321e18355
Artillerie,	w3_d321e18358
Fahnen	w5_d321e18361
mit	w7_d321e18364
mehrern,	w9_d321e18367
Ca	w11_d321e18370
nons,	w1_d321e18375
Ober	w3_d321e18378
und	w5_d321e18381
Unter=gewehre,	w7_d321e18384
Monti	w9_d321e18387
rungen,	w1_d321e18393
Sattels,	w3_d321e18396
Riemen	w5_d321e18399
und	w7_d321e18402
Reit=zeug,	w9_d321e18405
Pferde	w1_d321e18410
und	w3_d321e18413
Geschirren,	w5_d321e18416
Wägen	w7_d321e18419
rc.	w9_d321e18422
rc.	w11_d321e18425
und	w13_d321e18429
übrigen	w1_d321e18434
Effecten,	w3_d321e18437
sie	w5_d321e18440
haben	w7_d321e18443
Namen,	w9_d321e18446
wie	w11_d321e18449
sie	w13_d321e18453
wollen,	w1_d321e18458
und	w3_d321e18461
der	w5_d321e18464
Crone	w7_d321e18467
Schweden	w9_d321e18470
gehöret,	w11_d321e18473
sollen	w1_d321e18479
unter	w3_d321e18482
gehöriger	w5_d321e18485
Verzeichnüß	w7_d321e18488
getreu	w9_d321e18491
lich	w1_d321e18496
an	w3_d321e18499
die	w5_d321e18502
Königl.	w7_d321e18505
Preußische	w9_d321e18508
Artillerie	w11_d321e18511
bediente	w1_d321e18516
und	w3_d321e18519
Commissarien	w5_d321e18522
geliefert	w7_d321e18525
werden,	w9_d321e18528
und	w1_d321e18533
ist	w3_d321e18536
davon	w5_d321e18539
nichts	w7_d321e18542
zu	w9_d321e18545
verschweigen,	w11_d321e18548
noch	w13_d321e18552
an	w1_d321e18558
der	w3_d321e18561
Besatzung	w5_d321e18564
und	w7_d321e18567
deren	w9_d321e18570
Einwohnern	w11_d321e18573
zu	w13_d321e18577
vertheilen,	w1_d321e18582
oder	w3_d321e18585
irgends	w5_d321e18588
wo	w7_d321e18591
von	w9_d321e18594
der	w11_d321e18597
Hand	w13_d321e18601
zu	w1_d321e18606
bringen.	w3_d321e18609
</p>
<p id="p26_d321e18612">
5.)	w1_d321e18616
Muß	w3_d321e18619
alles	w5_d321e18622
getreulich	w7_d321e18625
übergeben	w9_d321e18628
und	w1_d321e18633
specificiret	w3_d321e18636
werden.	w5_d321e18639
</p>
<p id="p28_d321e18642">
6.)	w1_d321e18646
Was	w3_d321e18649
aus	w5_d321e18652
denen	w7_d321e18655
Vor=städten	w9_d321e18658
an	w11_d321e18661
Vieh	w13_d321e18665
und	w1_d321e18670
Pferde	w3_d321e18673
eingetrieben,	w5_d321e18676
und	w7_d321e18679
in	w9_d321e18682
die	w11_d321e18685
Stadt	w13_d321e18689
gebracht	w1_d321e18694
worden,	w3_d321e18697
soll	w5_d321e18700
denen	w7_d321e18703
Eigentümern	w9_d321e18706
zugestellet	w1_d321e18712
werden.	w3_d321e18715
</p>
<p id="p30_d321e18718">
6.)	w1_d321e18722
Jst	w3_d321e18725
nicht	w5_d321e18728
mehr	w7_d321e18731
wie	w9_d321e18734
billig,	w11_d321e18737
und	w13_d321e18741
wird	w1_d321e18746
hierunter	w3_d321e18749
alles	w5_d321e18752
Vieh	w7_d321e18755
und	w9_d321e18758
Pferde	w11_d321e18761
verstanden,	w1_d321e18766
so	w3_d321e18769
von	w5_d321e18772
Königl.	w7_d321e18775
Preußischen	w9_d321e18778
Unterthanen	w1_d321e18784
genommen	w3_d321e18787
worden,	w5_d321e18790
und	w7_d321e18793
in	w9_d321e18796
der	w1_d321e18801
Stadt	w3_d321e18804
vorhanden	w5_d321e18807
ist.	w7_d321e18810
</p>
<p id="p32_d321e18813">
7.)	w1_d321e18817
Wann	w3_d321e18820
die	w5_d321e18823
Capitulation	w7_d321e18826
geschlossen	w9_d321e18829
ist,	w1_d321e18834
soll	w3_d321e18837
vom	w5_d321e18840
Stolper=thor	w7_d321e18843
gewöhnlicher	w9_d321e18846
massen	w1_d321e18851
Posseßion	w3_d321e18854
genommen	w5_d321e18857
werden,	w7_d321e18860
und	w9_d321e18863
ohne	w1_d321e18869
beyder	w3_d321e18872
Commandirenden	w5_d321e18875
Genehmhal	w7_d321e18878
tung	w1_d321e18883
nichts	w3_d321e18886
eingelassen	w5_d321e18889
werden.	w7_d321e18892
</p>
<p id="p34_d321e18895">
7.)	w1_d321e18899
Das	w3_d321e18902
Stolper=thor,	w5_d321e18905
und	w7_d321e18908
Stein	w9_d321e18911
thor	w1_d321e18916
müssen	w3_d321e18919
sogleich	w5_d321e18922
nach	w7_d321e18925
geschlossener	w9_d321e18928
Capitulation	w1_d321e18933
denen	w3_d321e18936
Königl.	w5_d321e18939
Preußischen	w7_d321e18942
Trupen	w1_d321e18948
eingeräumet	w3_d321e18951
werden.	w5_d321e18954
Alle	w7_d321e18957
De	w9_d321e18960
sordres	w1_d321e18965
müssen	w3_d321e18968
von	w5_d321e18971
beyden	w7_d321e18974
Theilen	w9_d321e18977
dar	w11_d321e18980
bey	w1_d321e18985
verhütet	w3_d321e18988
werden.	w5_d321e18991
Die	w7_d321e18994
Zeit,	w9_d321e18997
und	w11_d321e19000
Stunde,	w1_d321e19005
wann	w3_d321e19008
die	w5_d321e19011
Garnison	w7_d321e19014
ausmarschi	w9_d321e19017
ren	w1_d321e19023
soll,	w3_d321e19026
wird	w5_d321e19029
ihr	w7_d321e19032
bekannt	w9_d321e19035
gemacht	w11_d321e19038
werden.	w13_d321e19042
</p>
<p id="p36_d321e19046">
8.)	w1_d321e19050
Ein	w3_d321e19053
Staabs=officier,	w5_d321e19056
oder	w7_d321e19059
ein	w9_d321e19062
Paar	w11_d321e19065
andere	w1_d321e19070
Officiers,	w3_d321e19073
so	w5_d321e19076
der	w7_d321e19079
Commandant	w9_d321e19082
selbst	w11_d321e19085
auszunehmen	w1_d321e19090
hat,	w3_d321e19093
verbleiben	w5_d321e19096
als	w7_d321e19099
Geissel,	w9_d321e19102
bis	w1_d321e19108
die	w3_d321e19111
Gelder,	w5_d321e19114
so	w7_d321e19117
vor	w9_d321e19120
der	w11_d321e19123
Garnison	w13_d321e19127
auf	w15_d321e19130
Rechnung	w1_d321e19135
der	w3_d321e19138
Crone	w5_d321e19141
Schweden	w7_d321e19144
hier	w9_d321e19147
in	w11_d321e19150
der	w13_d321e19154
</p>
<p id="p38_d321e19157">
Stadt	w1_d321e19161
währender	w3_d321e19164
Capitulation	w5_d321e19167
aufgenom	w7_d321e19170
men	w1_d321e19175
worden,	w3_d321e19178
bezahlt	w5_d321e19181
sind,	w7_d321e19184
und	w9_d321e19187
die	w11_d321e19190
Sache	w13_d321e19194
in	w1_d321e19199
Richtigkeit	w3_d321e19202
gebracht	w5_d321e19205
ist.	w7_d321e19208
Sonsten	w9_d321e19211
soll	w11_d321e19214
niemand	w1_d321e19220
von	w3_d321e19223
denen	w5_d321e19226
Königl.	w7_d321e19229
Schwedischen	w9_d321e19232
Trupen,	w1_d321e19237
wer	w3_d321e19240
er	w5_d321e19243
auch	w7_d321e19246
seyn	w9_d321e19249
könnte,	w11_d321e19252
oder	w13_d321e19256
um	w15_d321e19259
keiner	w1_d321e19264
Ursache	w3_d321e19267
willen	w5_d321e19270
inquietiret	w7_d321e19273
oder	w9_d321e19276
zurück	w11_d321e19279
behalten	w1_d321e19284
werden.	w3_d321e19287
</p>
<p id="p40_d321e19290">
8.)	w1_d321e19294
Es	w3_d321e19297
ist	w5_d321e19300
kein	w7_d321e19303
Gebrauch	w9_d321e19306
bey	w11_d321e19309
denen	w13_d321e19313
Königl.	w1_d321e19318
Preußischen	w3_d321e19321
Trupen	w5_d321e19324
Gefangene	w7_d321e19327
zu	w1_d321e19332
inquietiren,	w3_d321e19335
und	w5_d321e19338
Prätexte	w7_d321e19341
zu	w9_d321e19344
deren	w11_d321e19347
Zu	w13_d321e19351
rück=behaltung	w1_d321e19357
zu	w3_d321e19360
erfinden.	w5_d321e19363
Wegen	w7_d321e19366
de	w9_d321e19369
ren	w1_d321e19374
Geisseln	w3_d321e19377
wird	w5_d321e19380
dem	w7_d321e19383
Commandanten	w9_d321e19386
die	w11_d321e19389
Wahl	w1_d321e19394
zugestanden.	w3_d321e19397
Es	w5_d321e19400
muß	w7_d321e19403
aber	w9_d321e19406
wenig	w11_d321e19409
stens	w1_d321e19414
ein	w3_d321e19417
Stabs=officier	w5_d321e19420
unter	w7_d321e19423
denen	w9_d321e19426
andern	w11_d321e19429
Officiers	w1_d321e19435
als	w3_d321e19438
Geissel,	w5_d321e19441
begriffen	w7_d321e19444
seyn.	w9_d321e19447
</p>
<p id="p42_d321e19450">
Alles	w1_d321e19454
dieses	w3_d321e19457
soll	w5_d321e19460
getreulich	w7_d321e19463
und	w9_d321e19466
ohne	w11_d321e19469
Ver	w13_d321e19473
deutung	w1_d321e19478
der	w3_d321e19481
Worte,	w5_d321e19484
nach	w7_d321e19487
deren	w9_d321e19490
klaren	w11_d321e19493
Ein	w13_d321e19497
halt	w1_d321e19502
verstanden	w3_d321e19505
und	w5_d321e19508
gehalten	w7_d321e19511
werden.	w9_d321e19514
Sollte	w11_d321e19517
aber	w1_d321e19523
vorsetzlicherweise,	w3_d321e19526
und	w5_d321e19529
auf	w7_d321e19532
Ordres	w9_d321e19535
durch	w1_d321e19540
Anzündung,	w3_d321e19543
oder	w5_d321e19546
durch	w7_d321e19549
Pulfer,	w9_d321e19552
aus	w11_d321e19555
welchem	w1_d321e19560
Vorwand	w3_d321e19563
es	w5_d321e19566
sey,	w7_d321e19569
der	w9_d321e19572
Stadt,	w11_d321e19575
oder	w13_d321e19579
der	w1_d321e19584
darinnen	w3_d321e19587
befindlichen	w5_d321e19590
Effecten	w7_d321e19593
Schaden	w9_d321e19596
geschehen,	w1_d321e19602
oder	w3_d321e19605
Ruin	w5_d321e19608
zu	w7_d321e19611
wege	w9_d321e19614
gebracht	w11_d321e19617
wer	w13_d321e19621
den;	w1_d321e19626
so	w3_d321e19629
verfallen	w5_d321e19632
alle	w7_d321e19635
obenbenannte	w9_d321e19638
und	w11_d321e19641
accordirte	w1_d321e19646
Puncte.	w3_d321e19649
</p>
<p id="p44_d321e19652">
Was	w1_d321e19656
Preußischer	w3_d321e19659
Seits	w5_d321e19662
einmal	w7_d321e19665
unter	w9_d321e19668
schrieben	w1_d321e19673
ist,	w3_d321e19676
wird	w5_d321e19679
unverbrüchlich	w7_d321e19682
ge	w9_d321e19685
halten.	w1_d321e19690
</p>
<p id="p46_d321e19693">
Zu	w1_d321e19697
Bekräftigung	w3_d321e19700
wird	w5_d321e19703
es	w7_d321e19706
von	w9_d321e19709
beyden	w11_d321e19712
Commandirenden	w1_d321e19717
eigenhändig	w3_d321e19720
unterschrie	w5_d321e19723
ben,	w1_d321e19728
und	w3_d321e19731
mit	w5_d321e19734
ihren	w7_d321e19737
Pettschaften	w9_d321e19740
gezeichnet.	w11_d321e19743
Anclam,	w1_d321e19749
den	w3_d321e19752
21ten	w5_d321e19755
Jan.	w7_d321e19758
1759.	w9_d321e19761
(L.	w1_d321e19766
S.)	w3_d321e19769
Joh.	w5_d321e19772
Sparre,	w7_d321e19775
Graf	w9_d321e19778
Obrist	w11_d321e19781
</p>
<p id="p48_d321e19785">
leutenant.	w1_d321e19789
Es	w1_d321e19794
wird	w3_d321e19797
noch	w5_d321e19800
accordiret,	w7_d321e19803
daß	w9_d321e19806
die	w11_d321e19809
Schwedische	w1_d321e19814
Garnison	w3_d321e19817
zu	w5_d321e19820
Anclam	w7_d321e19823
anstatt	w9_d321e19826
nach	w1_d321e19832
Stettin	w3_d321e19835
transportiret	w5_d321e19838
zu	w7_d321e19841
werden,	w9_d321e19844
bis	w1_d321e19849
zu	w3_d321e19852
ihrer	w5_d321e19855
Einschiffung	w7_d321e19858
nach	w9_d321e19861
Schwe	w11_d321e19864
den,	w1_d321e19869
zu	w3_d321e19872
Usedom	w5_d321e19875
zusammen	w7_d321e19878
verbleibe.	w9_d321e19881
Die	w1_d321e19886
Schiffe	w3_d321e19889
so	w5_d321e19892
zur	w7_d321e19895
Ueberfahrt	w9_d321e19898
der	w11_d321e19901
Gar	w13_d321e19905
nison	w1_d321e19911
nach	w3_d321e19914
Schweden	w5_d321e19917
bestimmet	w7_d321e19920
werden,	w9_d321e19923
müssen	w1_d321e19928
von	w3_d321e19931
beyden	w5_d321e19934
Theilen	w7_d321e19937
mit	w9_d321e19940
gehöri	w11_d321e19943
gen	w1_d321e19948
Pässen	w3_d321e19951
versehen	w5_d321e19954
seyn.	w7_d321e19957
</p>
<list id="l52_d321e19962">
</list>
<head id="h2_d321e19971">
EDICT.	w1_d321e19975
</head>
<p id="p4_d321e19978">
Wir	w1_d321e19982
N.	w3_d321e19985
Stadt=richter	w5_d321e19988
und	w7_d321e19991
Raht	w9_d321e19994
der	w11_d321e19997
Kaiserl.	w13_d321e20001
Königl.	w1_d321e20006
und	w3_d321e20009
Landes=fürstl.	w5_d321e20012
Stadt	w7_d321e20015
Baaden	w9_d321e20018
thun	w11_d321e20021
hiemit	w1_d321e20026
nochmalen	w3_d321e20029
kund,	w5_d321e20032
und	w7_d321e20035
zu	w9_d321e20038
wissen	w11_d321e20041
daß	w1_d321e20047
nachdeme	w1_d321e20052
man	w3_d321e20055
von	w5_d321e20058
Gericht	w7_d321e20061
aus	w9_d321e20064
angetragen	w11_d321e20067
bey	w1_d321e20072
der	w1_d321e20077
den	w3_d321e20080
1.	w5_d321e20083
dies	w7_d321e20086
bestimmt=gewesten	w9_d321e20089
Licitations	w11_d321e20092
tag=satzung	w1_d321e20098
der	w3_d321e20101
Frauen	w5_d321e20104
Elisabeth	w7_d321e20107
Mayrin,	w9_d321e20110
ihre	w11_d321e20113
sammentliche	w1_d321e20118
Wirtschaft	w3_d321e20121
bestehend	w5_d321e20124
in	w7_d321e20127
einem	w9_d321e20130
Bräu	w11_d321e20133
haus,	w1_d321e20138
Mühl,	w3_d321e20141
einem	w5_d321e20144
Haus	w7_d321e20147
vor	w9_d321e20150
dem	w11_d321e20153
Spittal	w13_d321e20157
thor,	w1_d321e20162
und	w3_d321e20165
einem	w5_d321e20168
andern	w7_d321e20171
Haus	w9_d321e20174
vor	w11_d321e20177
dem	w13_d321e20181
Wiener	w15_d321e20184
thor,	w1_d321e20190
wie	w3_d321e20193
auch	w5_d321e20196
20.	w7_d321e20199
Joch	w9_d321e20202
Aecker,	w11_d321e20205
17.	w13_d321e20209
Tag=werk	w15_d321e20212
Wiesen,	w1_d321e20217
und	w3_d321e20220
88.	w5_d321e20223
Tag=werk	w7_d321e20226
Wein=gärten	w9_d321e20229
lauter	w11_d321e20232
Ueberländ=grund=stück,	w1_d321e20237
dann	w3_d321e20240
250.	w5_d321e20243
Emmer	w7_d321e20246
Wein	w1_d321e20251
zusammen	w3_d321e20254
an	w5_d321e20257
einen	w7_d321e20260
Kauffer	w9_d321e20263
zu	w11_d321e20266
bringen	w13_d321e20270
sich	w1_d321e20276
aber	w3_d321e20279
um	w5_d321e20282
diese	w7_d321e20285
grosse	w9_d321e20288
Wirtschaft	w11_d321e20291
von	w13_d321e20295
denen	w15_d321e20298
dabey	w1_d321e20303
erschienenen	w3_d321e20306
Licitanten	w5_d321e20309
niemand	w7_d321e20312
angenom	w9_d321e20315
men;	w1_d321e20320
als	w3_d321e20323
siehet	w5_d321e20326
man	w7_d321e20329
sich	w9_d321e20332
bemüßiget	w11_d321e20335
diese	w13_d321e20339
Wirt	w15_d321e20342
schaft	w1_d321e20347
zertheilter,	w3_d321e20350
und	w5_d321e20353
zwar	w7_d321e20356
das	w9_d321e20359
Bräu	w11_d321e20362
und	w13_d321e20366
Wohn=haus	w1_d321e20372
vor	w3_d321e20375
dem	w5_d321e20378
Spittal=thor	w7_d321e20381
mit	w9_d321e20384
denen	w11_d321e20387
Aeckern,	w1_d321e20392
und	w3_d321e20395
Wiesen,	w5_d321e20398
die	w7_d321e20401
Mühl	w9_d321e20404
mit	w11_d321e20407
3.	w13_d321e20411
Gän	w15_d321e20414
gen	w1_d321e20419
an	w3_d321e20422
Schwechat	w5_d321e20425
oder	w7_d321e20428
Mühl=bach	w9_d321e20431
separatim;	w11_d321e20434
dann	w1_d321e20439
das	w3_d321e20442
Haus	w5_d321e20445
vor	w7_d321e20448
dem	w9_d321e20451
Wiener=thor,	w11_d321e20454
nebst	w13_d321e20458
dem	w1_d321e20464
in	w3_d321e20467
alldasigem	w5_d321e20470
Keller	w7_d321e20473
befindlichen	w9_d321e20476
Wein,	w11_d321e20479
und	w13_d321e20483
leeren	w1_d321e20488
Fässern	w3_d321e20491
auszufeilen,	w5_d321e20494
und	w7_d321e20497
zu	w9_d321e20500
verkauffen;	w11_d321e20503
dahero	w1_d321e20508
eine	w3_d321e20511
all=endliche	w5_d321e20514
Licitations=tag=satzung	w7_d321e20517
auf	w1_d321e20522
den	w3_d321e20525
21.	w5_d321e20528
Februarii	w7_d321e20531
a.	w9_d321e20534
c.	w11_d321e20537
zu	w13_d321e20541
bestimmen	w15_d321e20544
wo	w1_d321e20550
bey	w1_d321e20555
die	w3_d321e20558
um	w5_d321e20561
ein	w7_d321e20564
oder	w9_d321e20567
das	w11_d321e20570
andere	w13_d321e20574
von	w15_d321e20577
dieser	w17_d321e20580
May	w19_d321e20583
rischen	w1_d321e20588
Wirtschaft	w3_d321e20591
zu	w5_d321e20594
licitiren	w7_d321e20597
Lust=habende	w9_d321e20600
Par	w11_d321e20603
theyen	w1_d321e20608
um	w3_d321e20611
9.	w5_d321e20614
Uhr	w7_d321e20617
Vormittag	w9_d321e20620
an	w11_d321e20623
erst=besagten	w13_d321e20627
Tag	w1_d321e20633
auf	w3_d321e20636
alhiesigem	w5_d321e20639
Raht=haus	w7_d321e20642
zu	w9_d321e20645
erscheinen	w11_d321e20648
sich	w13_d321e20652
belieben	w1_d321e20657
lassen	w3_d321e20660
werden.	w5_d321e20663
Datum	w7_d321e20666
Stadt	w9_d321e20669
Baaden	w11_d321e20672
den	w1_d321e20677
3.	w3_d321e20680
Februarii	w5_d321e20683
1759.	w7_d321e20686
</p>
<head id="h2_d321e20692">
E	w1_d321e20696
DIC	w3_d321e20699
</head>
<p id="p4_d321e20702">
Von	w1_d321e20706
der	w3_d321e20709
N.	w5_d321e20712
Oe.	w7_d321e20715
Regierung	w9_d321e20718
wegen,	w11_d321e20721
wird	w13_d321e20725
mit	w15_d321e20728
gegenwärtig=offenen	w1_d321e20733
Edict	w3_d321e20736
jedermänniglich,	w5_d321e20739
so	w7_d321e20742
wol	w1_d321e20747
An	w3_d321e20750
als	w5_d321e20753
Abwesenden,	w7_d321e20756
deme	w9_d321e20759
daran	w11_d321e20762
gelegen,	w13_d321e20766
kund	w1_d321e20772
und	w3_d321e20775
wissen	w5_d321e20778
gemacht.	w7_d321e20781
Es	w9_d321e20784
habe	w11_d321e20787
Regierung	w13_d321e20791
nach	w1_d321e20796
erfolgt=tödtlichen	w3_d321e20799
Hintritt	w5_d321e20802
des	w7_d321e20805
Anton	w9_d321e20808
von	w11_d321e20811
Rimanpez,	w1_d321e20816
gewest=Königl.	w3_d321e20819
Hungarischen	w5_d321e20822
Hof	w7_d321e20825
agentens	w1_d321e20830
zu	w3_d321e20833
Erfindung	w5_d321e20836
desselben	w7_d321e20839
etwann	w9_d321e20842
vorhan	w11_d321e20845
denen	w1_d321e20851
Æris	w3_d321e20854
alieni,	w5_d321e20857
folgends	w7_d321e20860
auch	w9_d321e20863
zu	w11_d321e20866
sicherer	w13_d321e20870
Ab	w15_d321e20873
handlung	w1_d321e20878
solcher	w3_d321e20881
Verlassenschaft	w5_d321e20884
für	w7_d321e20887
nöhtig	w9_d321e20890
be	w11_d321e20893
funden,	w1_d321e20898
die	w3_d321e20901
sammentliche	w5_d321e20904
so	w7_d321e20907
wol	w9_d321e20910
in	w11_d321e20913
als	w13_d321e20917
ausser	w15_d321e20920
Land	w1_d321e20925
befindliche	w3_d321e20928
Anton	w5_d321e20931
von	w7_d321e20934
Rimanoczische	w9_d321e20937
Glau	w11_d321e20940
bigere	w1_d321e20946
zu	w3_d321e20949
Anmeld	w5_d321e20952
und	w7_d321e20955
Liquidirung	w9_d321e20958
ihrer	w11_d321e20961
an	w13_d321e20965
wiederholte	w1_d321e20970
Rimanoczische	w3_d321e20973
Verlassenschaft	w5_d321e20976
zu	w7_d321e20979
stel	w9_d321e20982
len	w1_d321e20987
habenden	w3_d321e20990
Sprüch	w5_d321e20993
und	w7_d321e20996
Forderungen	w9_d321e20999
gerichtlich	w11_d321e21002
vorzuladen,	w1_d321e21007
und	w3_d321e21010
einzuberuffen;	w5_d321e21013
zu	w7_d321e21016
welchem	w9_d321e21019
En	w11_d321e21022
de	w1_d321e21028
denenselben	w3_d321e21031
der	w5_d321e21034
17.	w7_d321e21037
Tag	w9_d321e21040
des	w11_d321e21043
nächst=künftigen	w13_d321e21047
Monats	w1_d321e21052
Martii	w3_d321e21055
Nachmittag	w5_d321e21058
um	w7_d321e21061
3.	w9_d321e21064
Uhr	w11_d321e21067
zur	w13_d321e21071
ge	w15_d321e21074
wöhnlichen	w1_d321e21079
Convocations	w3_d321e21082
und	w5_d321e21085
Anmeldungstag	w7_d321e21088
sätzung	w1_d321e21093
zu	w3_d321e21096
all=endlicher	w5_d321e21099
Frist	w7_d321e21102
anberaumet	w9_d321e21105
worden.	w11_d321e21108
Solchemnach	w1_d321e21114
werden	w3_d321e21117
all	w5_d321e21120
und	w7_d321e21123
jede,	w9_d321e21126
welche	w11_d321e21129
bey	w13_d321e21133
gedacht=Anton	w1_d321e21138
von	w3_d321e21141
Rimanoczischer	w5_d321e21144
Verlassen	w7_d321e21147
schaft	w1_d321e21152
um	w3_d321e21155
rechtmäniger	w5_d321e21158
Forderung=willen	w7_d321e21161
einige	w9_d321e21164
</p>
<p id="p6_d321e21167">
Sprüch	w1_d321e21171
haben,	w3_d321e21174
oder	w5_d321e21177
zu	w7_d321e21180
haben	w9_d321e21183
vermeinen,	w11_d321e21186
an	w13_d321e21190
obbestimmten	w1_d321e21195
Tag	w3_d321e21198
und	w5_d321e21201
Stund	w7_d321e21204
vor	w9_d321e21207
Regierung	w11_d321e21210
in	w1_d321e21215
der	w3_d321e21218
daselbst	w5_d321e21221
zu	w7_d321e21224
solchem	w9_d321e21227
Ende	w11_d321e21230
offen	w13_d321e21234
haltenden	w15_d321e21237
Commißion=Stuben	w1_d321e21243
entweder	w3_d321e21246
