<doc id="edoc_wd_1762-07-28" attrs="word" year="1762" month="07" day="28" corpus="1">
<head id="hl1">
Warschau	w39
der	w7220
berühmte	w7221
Herr	w7222
Gregor	w7223
<g/>
.
Mayans	w7225
in	w7226
spanischer	w7227
Sprache	w7228
1738	w7229
<g/>
.
beschrieben	w7231
hat	w7232
<g/>
,
verspricht	w7234
er	w7235
uns	w7236
in	w7237
der	w7238
Fol=ge	w7239
<g/>
=
eine	w7241
lateinische	w7242
Uebersetzung	w7243
<g/>
.
Der	w7245
gegenwärtige	w7246
erste	w7247
Theil	w7248
enthält	w7249
folgendes	w7250
<g/>
:
1	w7252
<g/>
)
Vorrede	w7254
der	w7255
er	w7256
sten	w7257
pariser	w7258
Ausgabe	w7259
<g/>
.
2	w7261
<g/>
)
Stephans	w7263
Baluze	w7264
weitläuftige	w7265
<g/>
,
aber	w7267
sehr	w7268
gelehrte	w7269
und	w7270
losenswürdige	w7271
Vorrede	w7272
zu	w7273
seiner	w7274
Ausgabe	w7275
<g/>
.
Er	w7277
ist	w7278
zwar	w7279
wegen	w7280
sei=ner	w7281
<g/>
=
darinn	w7283
angebrachten	w7284
Lehre	w7285
von	w7286
dem	w7287
Ursprunge	w7288
des	w7289
jüngern	w7290
geistlichen	w7291
Rechtes	w7292
<g/>
,
von	w7294
einigen	w7295
eifri=gen	w7296
<g/>
=
Verfechtern	w7298
der	w7299
römischen	w7300
Grundsätze	w7301
hart	w7302
und	w7303
mit	w7304
vieler	w7305
Bitterkeit	w7306
hergenommen	w7307
worden	w7308
<g/>
:
Jta=lien	w7310
<g/>
=
allein	w7312
aber	w7313
kan	w7314
die	w7315
Frage	w7316
nicht	w7317
entscheiden	w7318
<g/>
.
3	w7320
<g/>
)
Folget	w7322
das	w7323
erste	w7324
Buch	w7325
von	w7326
den	w7327
Fehlern	w7328
und	w7329
Verbes=serungen	w7330
<g/>
=
der	w7332
Sammlung	w7333
<g/>
,
welche	w7335
der	w7336
Mönch	w7337
Gratianus	w7338
im	w7339
eilften	w7340
Jahrhunderte	w7341
von	w7342
den	w7343
al=ten	w7344
<g/>
=
Kirchencanonen	w7346
gemacht	w7347
hat	w7348
<g/>
.
Dabey	w7350
findet	w7351
man	w7352
die	w7353
baluzischen	w7354
und	w7355
mastrichtischen	w7356
Anmer=gungen	w7357
<g/>
=
<g/>
,
nebst	w7360
des	w7361
Augustins	w7362
eigenen	w7363
Zusätzen	w7364
<g/>
.
</p>
<head id="hl18">
Von	w7366
GOttes	w7367
Gnaden	w7368
</head>
<head id="hl19">
Wir	w7369
Catharina	w7370
die	w7371
Zweyte	w7372
Kaiserin	w7373
</head>
<head id="hl20">
und	w7374
Selbstherrscherin	w7375
aller	w7376
Reussen	w7377
ꝛc	w7378
<g/>
.
ꝛc	w7380
<g/>
.
ꝛc	w7382
<g/>
.
</head>
<head id="hl21">
Thun	w7384
hiemit	w7385
allen	w7386
Unsern	w7387
getreuen	w7388
Unterthanen	w7389
sowol	w7390
Geistlichen	w7391
<g/>
=
als	w7393
Militar	w7394
<g/>
=
und	w7396
Civil	w7397
<g/>
=
standes	w7399
kund	w7400
und	w7401
zu	w7402
wissen	w7403
<g/>
.
</head>
<p id="p74">
Unsere	w7405
Gelangung	w7406
auf	w7407
den	w7408
Rußisch	w7409
<g/>
=
kaiserl	w7411
<g/>
.
Thron	w7413
ist	w7414
ein	w7415
Beweis	w7416
der	w7417
Wahrheit	w7418
<g/>
,
daß	w7420
die	w7421
Hand	w7422
GOttes	w7423
würke	w7424
<g/>
,
wenn	w7426
die	w7427
Herzen	w7428
der	w7429
Menschen	w7430
ohne	w7431
Heucheley	w7432
das	w7433
Gute	w7434
auszuüben	w7435
suchen	w7436
<g/>
.
Es	w7438
ist	w7439
weder	w7440
Unser	w7441
Vorsatz	w7442
<g/>
,
noch	w7444
Wunsch	w7445
jemalen	w7446
gewesen	w7447
<g/>
,
auf	w7449
eine	w7450
solche	w7451
Art	w7452
zur	w7453
Regierung	w7454
zu	w7455
gelangen	w7456
<g/>
,
wie	w7458
GOtt	w7459
nach	w7460
seinem	w7461
allweisen	w7462
Rahtschluß	w7463
be=stimmet	w7464
<g/>
=
<g/>
,
daß	w7467
wir	w7468
den	w7469
Rußischen	w7470
Thron	w7471
besteigen	w7472
sollten	w7473
<g/>
.
</p>
<p id="p75">
Nachdem	w7475
Unsere	w7476
in	w7477
GOtt	w7478
ruhende	w7479
allerdurchläuchtigste	w7480
und	w7481
geliebteste	w7482
Muhme	w7483
<g/>
,
die	w7485
Kaiserin	w7486
Elisabeth	w7487
Petrowna	w7488
das	w7489
Zeitliche	w7490
mit	w7491
dem	w7492
Ewigen	w7493
verwechselt	w7494
hatten	w7495
<g/>
,
hoften	w7497
alle	w7498
wahre	w7499
Söhne	w7500
des	w7501
Vatterlands	w7502
<g/>
,
und	w7504
nunmehro	w7505
Unsere	w7506
getreue	w7507
Unterthanen	w7508
<g/>
,
die	w7510
durch	w7511
den	w7512
Verlust	w7513
ihrer	w7514
treuesten	w7515
Landes	w7516
<g/>
=
mutter	w7518
äufferst	w7519
niedergeschlagen	w7520
waren	w7521
<g/>
,
wenigstens	w7523
darinn	w7524
einigen	w7525
Trost	w7526
zu	w7527
finden	w7528
<g/>
,
daß	w7530
fie	w7531
durch	w7532
den	w7533
Gehorsam	w7534
<g/>
,
den	w7536
sie	w7537
ihrem	w7538
Neve	w7539
<g/>
,
und	w7541
von	w7542
ihr	w7543
selbst	w7544
ernannten	w7545
Thron	w7546
<g/>
=
folger	w7548
leistey	w7549
würden	w7550
<g/>
,
ihre	w7552
Erkenntlichkeit	w7553
gegen	w7554
Dieselbe	w7555
würden	w7556
beweisen	w7557
können	w7558
<g/>
.
Man	w7560
wurde	w7561
zwar	w7562
an	w7563
ihm	w7564
seine	w7565
wenige	w7566
Fähigkeit	w7567
ein	w7568
so	w7569
grosses	w7570
Reich	w7571
zu	w7572
regieren	w7573
bald	w7574
gewahr	w7575
<g/>
,
jedoch	w7577
schmeichelte	w7578
man	w7579
sich	w7580
mit	w7581
der	w7582
Hofnung	w7583
<g/>
,
daß	w7585
Er	w7586
dieses	w7587
selbst	w7588
erkennen	w7589
würde	w7590
<g/>
,
und	w7592
man	w7593
bewarb	w7594
sich	w7595
unterdessen	w7596
um	w7597
Unsere	w7598
Landes	w7599
<g/>
=
mütterliche	w7601
Beyhülfe	w7602
in	w7603
den	w7604
Regierungs	w7605
<g/>
=
geschäften	w7607
<g/>
.
Da	w7609
aber	w7610
die	w7611
unumschränkte	w7612
Macht	w7613
<g/>
,
wofern	w7615
ste	w7616
in	w7617
einem	w7618
re=gierenden	w7619
<g/>
=
Herrn	w7621
nicht	w7622
von	w7623
der	w7624
Menschen	w7625
<g/>
=
liebe	w7627
und	w7628
andern	w7629
löblichen	w7630
Eigenschaften	w7631
ver=gesellschaftet	w7632
<g/>
=
wird	w7634
<g/>
,
ein	w7636
Uebel	w7637
ist	w7638
<g/>
,
aus	w7640
welchem	w7641
unmittelbar	w7642
viele	w7643
unglückliche	w7644
Folgen	w7645
zu	w7646
ent=springen	w7647
<g/>
=
pflegen	w7649
<g/>
;
so	w7651
ward	w7652
auch	w7653
<g/>
,
gleich	w7655
nach	w7656
der	w7657
Thron	w7658
<g/>
=
besteigung	w7660
des	w7661
gewesenen	w7662
Kaisers	w7663
unser	w7664
Vatterland	w7665
in	w7666
Forcht	w7667
und	w7668
Zittern	w7669
gesetzet	w7670
<g/>
,
indem	w7672
es	w7673
einen	w7674
Herrn	w7675
und	w7676
Regenten	w7677
über	w7678
sich	w7679
sahe	w7680
<g/>
,
der	w7682
<g/>
,
ehe	w7684
er	w7685
noch	w7686
angefangen	w7687
<g/>
,
auf	w7689
das	w7690
Wol	w7691
des	w7692
ihme	w7693
anvertraueten	w7694
Reiches	w7695
zu	w7696
denken	w7697
<g/>
,
zu	w7699
allerförderst	w7700
sich	w7701
befließ	w7702
<g/>
,
allen	w7704
seinen	w7705
Leidenschaften	w7706
auf	w7707
eine	w7708
gleichsam	w7709
knechtische	w7710
Weise	w7711
ein	w7712
Genüge	w7713
zu	w7714
thun	w7715
<g/>
,
und	w7717
auch	w7718
mit	w7719
solchen	w7720
Gesinnungen	w7721
auf	w7722
den	w7723
Thron	w7724
gestiegen	w7725
war	w7726
<g/>
.
</p>
<p id="p76">
Schon	w7728
als	w7729
Großfürst	w7730
und	w7731
Erbnehmer	w7732
des	w7733
Rußischen	w7734
Thrones	w7735
fügte	w7736
er	w7737
seiner	w7738
Allerdurch=leuchtigsten	w7739
<g/>
=
Muhme	w7741
und	w7742
Monarchin	w7743
mancherley	w7744
Herzeleid	w7745
zu	w7746
<g/>
,
und	w7748
verursachte	w7749
ihr	w7750
viele	w7751
Sor=gen	w7752
<g/>
=
und	w7754
Bekümmernüß	w7755
<g/>
,
wie	w7757
solches	w7758
unserem	w7759
ganzen	w7760
Hofe	w7761
bekanmt	w7762
ist	w7763
<g/>
.
Er	w7765
verstellte	w7766
sich	w7767
zwar	w7768
in	w7769
seinem	w7770
äußerlichen	w7771
Betragen	w7772
so	w7773
viel	w7774
ihm	w7775
möglich	w7776
war	w7777
<g/>
,
da	w7779
ihm	w7780
noch	w7781
einige	w7782
Forcht	w7783
für	w7784
die	w7785
höchstseelige	w7786
Monarchin	w7787
zurück	w7788
hielt	w7789
<g/>
;
sahe	w7791
aber	w7792
im	w7793
Herzen	w7794
die	w7795
Liebe	w7796
<g/>
,
die	w7798
sie	w7799
als	w7800
seine	w7801
Bluts	w7802
<g/>
=
freun=din	w7804
<g/>
=
für	w7806
ihn	w7807
begte	w7808
<g/>
,
als	w7810
den	w7811
äußersten	w7812
Zwang	w7813
und	w7814
eine	w7815
Selaverey	w7816
an	w7817
<g/>
,
und	w7819
enthielt	w7820
sich	w7821
auch	w7822
schon	w7823
damalen	w7824
nicht	w7825
<g/>
,
allen	w7827
unseren	w7828
getreuen	w7829
Unterthanen	w7830
öffentliche	w7831
Merkmale	w7832
seiner	w7833
sträflichen	w7834
Un=dankbarkeit	w7835
<g/>
=
<g/>
,
theils	w7838
durch	w7839
Verachtung	w7840
ihrer	w7841
Person	w7842
selbst	w7843
<g/>
,
theils	w7845
durch	w7846
seinen	w7847
Haß	w7848
gegen	w7849
das	w7850
</p>
<p id="p77">
Vatterland	w7853
blicken	w7854
zu	w7855
lassen	w7856
<g/>
:
ja	w7858
die	w7859
Gefälligkeit	w7860
für	w7861
seine	w7862
eigene	w7863
Leidenschaften	w7864
gieng	w7865
endilch	w7866
so	w7867
weit	w7868
<g/>
,
daß	w7870
er	w7871
allen	w7872
Wolstand	w7873
und	w7874
Würde	w7875
des	w7876
Thron	w7877
<g/>
=
folgers	w7879
von	w7880
einem	w7881
so	w7882
grossen	w7883
Reiche	w7884
aus	w7885
den	w7886
Augen	w7887
setzte	w7888
<g/>
.
Mit	w7890
einem	w7891
Worte	w7892
<g/>
,
man	w7894
sahe	w7895
schon	w7896
damalen	w7897
in	w7898
ihm	w7899
sehr	w7900
wenig	w7901
Merkmale	w7902
von	w7903
einer	w7904
auch	w7905
nur	w7906
mittelmäßigen	w7907
Ehrbegierde	w7908
<g/>
.
Was	w7910
war	w7911
die	w7912
Folge	w7913
davon	w7914
<g/>
?
kaum	w7916
war	w7917
er	w7918
versichert	w7919
<g/>
,
daß	w7921
seine	w7922
Muhme	w7923
und	w7924
Wolthäterin	w7925
sich	w7926
ihrem	w7927
Ende	w7928
nähere	w7929
<g/>
;
so	w7931
hatte	w7932
er	w7933
schon	w7934
ihr	w7935
Andenken	w7936
aus	w7937
seinem	w7938
Herzen	w7939
verbannet	w7940
<g/>
,
ebe	w7942
noch	w7943
GOtt	w7944
ihre	w7945
Seele	w7946
zu	w7947
sich	w7948
genommen	w7949
hatte	w7950
<g/>
.
Jhren	w7952
erblasten	w7953
Körper	w7954
würdigte	w7955
er	w7956
entweder	w7957
gar	w7958
keines	w7959
Anblicks	w7960
<g/>
,
oder	w7962
wenn	w7963
er	w7964
bey	w7965
Gelegenhei=ten	w7966
<g/>
=
<g/>
,
da	w7969
das	w7970
Ceremoniel	w7971
seine	w7972
Gegenwart	w7973
erforderte	w7974
<g/>
,
sich	w7976
dessen	w7977
nicht	w7978
entziehen	w7979
konte	w7980
<g/>
,
sahe	w7982
er	w7983
ihren	w7984
Sarg	w7985
mit	w7986
freudigen	w7987
Augen	w7988
an	w7989
<g/>
,
und	w7991
stieß	w7992
dabey	w7993
allerley	w7994
undankbare	w7995
Reden	w7996
aus	w7997
<g/>
.
Ja	w7999
es	w8000
wäre	w8001
nicht	w8002
einmal	w8003
der	w8004
Körper	w8005
dieser	w8006
grossen	w8007
<g/>
,
und	w8009
leutseligen	w8010
Monarchin	w8011
mit	w8012
den	w8013
gebührenden	w8014
Ehren=bezeugungen	w8015
<g/>
=
zur	w8017
Erde	w8018
bestattet	w8019
worden	w8020
<g/>
,
wenn	w8022
nicht	w8023
das	w8024
Band	w8025
der	w8026
Verwandschaft	w8027
<g/>
,
wodurch	w8029
Wir	w8030
mit	w8031
ihrem	w8032
Geblüte	w8033
vereiniget	w8034
worden	w8035
<g/>
,
so	w8037
wie	w8038
Unsere	w8039
zärtliche	w8040
Zuneigungen	w8041
für	w8042
sie	w8043
<g/>
,
und	w8045
ihre	w8046
gegenseitige	w8047
außerordentliche	w8048
Liebe	w8049
für	w8050
Uns	w8051
<g/>
,
diese	w8053
Pflicht	w8054
Uns	w8055
auferleget	w8056
hätte	w8057
<g/>
.
Es	w8059
dunkte	w8060
ihn	w8061
<g/>
,
die	w8063
höchste	w8064
Gewalt	w8065
<g/>
,
die	w8067
er	w8068
nunmehro	w8069
als	w8070
Monarch	w8071
in	w8072
Handen	w8073
hatte	w8074
<g/>
,
habe	w8076
nicht	w8077
ihren	w8078
Ursprung	w8079
von	w8080
GOtt	w8081
<g/>
,
sey	w8083
auch	w8084
nicht	w8085
zum	w8086
Besten	w8087
und	w8088
Wol	w8089
seiner	w8090
Unterthanen	w8091
eingesetzet	w8092
<g/>
,
sondern	w8094
ungefäh=rer	w8095
<g/>
=
Weise	w8097
ihm	w8098
zugefallen	w8099
<g/>
,
um	w8101
seine	w8102
Begierden	w8103
vergnügen	w8104
zu	w8105
können	w8106
<g/>
.
Er	w8108
vereinigte	w8109
also	w8110
seine	w8111
unumschränkte	w8112
Macht	w8113
mit	w8114
seinen	w8115
unüberlegten	w8116
Trieben	w8117
<g/>
;
um	w8119
Neuerungen	w8120
im	w8121
Reiche	w8122
zu	w8123
machen	w8124
<g/>
,
so	w8126
wie	w8127
sie	w8128
sein	w8129
schwacher	w8130
Geist	w8131
zu	w8132
Kränkung	w8133
der	w8134
Nation	w8135
<g/>
,
nur	w8137
ersinnen	w8138
konte	w8139
<g/>
.
Da	w8141
er	w8142
<g/>
,
wie	w8144
man	w8145
deutlich	w8146
gesehen	w8147
<g/>
,
keine	w8149
Spur	w8150
der	w8151
wahren	w8152
Griechischen	w8153
Religion	w8154
<g/>
(
obwol	w8156
er	w8157
in	w8158
derselben	w8159
genugsam	w8160
unterrichtet	w8161
worden	w8162
<g/>
)
in	w8164
seinem	w8165
Herzen	w8166
hegte	w8167
<g/>
,
so	w8169
versuchte	w8170
er	w8171
zu	w8172
allerförderst	w8173
den	w8174
von	w8175
Alters	w8176
her	w8177
in	w8178
Rußland	w8179
eingeführten	w8180
wahren	w8181
Glauben	w8182
durch	w8183
seine	w8184
unumschränkte	w8185
Gewalt	w8186
unter	w8187
dem	w8188
Volke	w8189
auszurotten	w8190
<g/>
,
und	w8192
entzog	w8193
sich	w8194
selbst	w8195
dem	w8196
Hause	w8197
GOttes	w8198
<g/>
,
bezeigte	w8200
auch	w8201
sonst	w8202
nicht	w8203
die	w8204
geringste	w8205
Andacht	w8206
<g/>
:
und	w8208
wenn	w8209
gewissenhafte	w8210
Personen	w8211
von	w8212
seinen	w8213
Unterthanen	w8214
<g/>
,
die	w8216
seine	w8217
wenige	w8218
Ehrer=bietung	w8219
<g/>
=
gegen	w8221
die	w8222
Heiligen	w8223
<g/>
,
und	w8225
seine	w8226
Verachtung	w8227
<g/>
,
oder	w8229
vielmehr	w8230
Verspottung	w8231
<g/>
,
der	w8233
Kirchen=gebräuche	w8234
<g/>
=
sahen	w8236
<g/>
,
und	w8238
dadurch	w8239
geärgert	w8240
wurden	w8241
<g/>
,
sich	w8243
erkühnten	w8244
ihm	w8245
solches	w8246
mit	w8247
aller	w8248
Ehrforcht	w8249
vorzustellen	w8250
<g/>
,
so	w8252
entgiengen	w8253
sie	w8254
kaum	w8255
den	w8256
üblen	w8257
Folgen	w8258
<g/>
,
die	w8260
bey	w8261
einem	w8262
eigensinnigen	w8263
<g/>
,
ziegellosen	w8265
<g/>
,
und	w8267
keinem	w8268
menschlichen	w8269
Gerichte	w8270
unterworfenen	w8271
Regenten	w8272
allemal	w8273
zu	w8274
beförchten	w8275
sind	w8276
<g/>
.
End=lich	w8278
<g/>
=
fienge	w8280
er	w8281
sogar	w8282
an	w8283
<g/>
,
auf	w8285
die	w8286
Zerstöhrung	w8287
der	w8288
Kirchen	w8289
selbst	w8290
zu	w8291
sinnen	w8292
<g/>
,
und	w8294
hatte	w8295
schon	w8296
würk=lich	w8297
<g/>
=
den	w8299
Befehl	w8300
gegeben	w8301
<g/>
,
einige	w8303
derselben	w8304
nieder	w8305
zu	w8306
reissen	w8307
<g/>
;
vorher	w8309
war	w8310
aber	w8311
schon	w8312
denenjenigen	w8313
<g/>
,
die	w8315
ihrer	w8316
schwächlichen	w8317
Gesundheit	w8318
halber	w8319
die	w8320
öffentlichen	w8321
Kirchen	w8322
nicht	w8323
besuchen	w8324
konten	w8325
<g/>
,
und	w8327
dennoch	w8328
in	w8329
ihren	w8330
Häusern	w8331
GOtt	w8332
ihr	w8333
Gebett	w8334
darbringen	w8335
wollten	w8336
<g/>
,
ein	w8338
für	w8339
allemal	w8340
von	w8341
ihm	w8342
ver=botten	w8343
<g/>
=
worden	w8345
<g/>
,
keine	w8347
Capelle	w8348
in	w8349
ihren	w8350
Häusern	w8351
zu	w8352
halten	w8353
<g/>
.
Also	w8355
wolte	w8356
er	w8357
über	w8358
rechtgla	w8359
ubige	w8360
Christen	w8361
herrschen	w8362
<g/>
,
und	w8364
suchte	w8365
gleichwol	w8366
die	w8367
Forcht	w8368
GOttes	w8369
<g/>
,
die	w8371
uns	w8372
in	w8373
der	w8374
heiligen	w8375
Schrift	w8376
als	w8377
der	w8378
Anfang	w8379
der	w8380
Weisheit	w8381
angedeutet	w8382
wird	w8383
<g/>
,
bey	w8385
denenselben	w8386
zu	w8387
erstücken	w8388
<g/>
.
</p>
<p id="p78">
Nächst	w8390
dieser	w8391
wenigen	w8392
Liebe	w8393
zu	w8394
GOtt	w8395
<g/>
,
und	w8397
der	w8398
Hindansetzung	w8399
seines	w8400
Gesätzes	w8401
<g/>
,
trait	w8403
er	w8404
auch	w8405
alle	w8406
natürliche	w8407
<g/>
,
und	w8409
weltliche	w8410
Gesätze	w8411
mit	w8412
Füssen	w8413
<g/>
,
indeme	w8415
er	w8416
den	w8417
von	w8418
GOtt	w8419
Uns	w8420
verliehenen	w8421
einigen	w8422
Sohn	w8423
<g/>
,
den	w8425
Großfürsten	w8426
Paul	w8427
Petrowitsch	w8428
<g/>
,
sogleich	w8430
bey	w8431
seiner	w8432
Gelan=gung	w8433
<g/>
=
auf	w8435
den	w8436
Rußisch	w8437
<g/>
=
kaiserlichen	w8439
Thronsnicht	w8440
zu	w8441
seinem	w8442
Nachfolger	w8443
erklären	w8444
wollte	w8445
<g/>
,
son=dern	w8447
<g/>
=
nach	w8449
seinem	w8450
Eigensinn	w8451
einen	w8452
Vorsatz	w8453
in	w8454
Herzen	w8455
begte	w8456
<g/>
,
der	w8458
auf	w8459
Unferen	w8460
<g/>
,
und	w8462
Unferes	w8463
Sohnes	w8464
Untergang	w8465
abziehlete	w8466
<g/>
;
nämlich	w8468
<g/>
,
entweder	w8470
das	w8471
von	w8472
seiner	w8473
Muhme	w8474
auf	w8475
ihn	w8476
vererbte	w8477
Recht	w8478
der	w8479
Nachfolge	w8480
übern	w8481
Hauffen	w8482
zu	w8483
werfen	w8484
<g/>
,
oder	w8486
gar	w8487
das	w8488
Vatterland	w8489
in	w8490
fremde	w8491
Hände	w8492
zu	w8493
lieferen	w8494
<g/>
,
ohne	w8496
sich	w8497
des	w8498
Satzes	w8499
in	w8500
dem	w8501
Natur	w8502
<g/>
=
rechte	w8504
zu	w8505
erinneren	w8506
<g/>
,
daß	w8508
Niemand	w8509
sein	w8510
Recht	w8511
</p>
<p id="p79">
weiter	w8513
ausdehnen	w8514
könne	w8515
<g/>
,
als	w8517
er	w8518
es	w8519
selbst	w8520
empfangen	w8521
<g/>
.
Ob	w8523
Wir	w8524
nun	w8525
gleich	w8526
mit	w8527
bekümmer=ten	w8528
<g/>
=
Herzen	w8530
diese	w8531
seine	w8532
Absicht	w8533
wahrnahmen	w8534
<g/>
,
so	w8536
vermuhteten	w8537
Wir	w8538
doch	w8539
nicht	w8540
<g/>
,
daß	w8542
seine	w8543
Ver=folgung	w8544
<g/>
=
wider	w8546
Uns	w8547
und	w8548
Unseren	w8549
geliebtesten	w8550
Sohn	w8551
sich	w8552
in	w8553
der	w8554
That	w8555
so	w8556
weit	w8557
<g/>
,
als	w8559
geschehen	w8560
<g/>
,
erstrecken	w8562
würde	w8563
<g/>
.
Es	w8565
bemerken	w8566
aber	w8567
alle	w8568
Gewissenhafte	w8569
<g/>
,
und	w8571
nunmeho	w8572
Unsere	w8573
getreue	w8574
Un=terthanen	w8575
<g/>
=
<g/>
,
daß	w8578
sein	w8579
wildes	w8580
Bestreben	w8581
Unseren	w8582
<g/>
,
und	w8584
Unsers	w8585
Erben	w8586
Untergang	w8587
zu	w8588
befördern	w8589
schon	w8590
würklich	w8591
auszubrechen	w8592
anfieng	w8593
<g/>
.
Die	w8595
so	w8596
edlen	w8597
als	w8598
frommen	w8599
Herzen	w8600
aller	w8601
<g/>
,
bey	w8603
denen	w8604
die	w8605
Wolfahrt	w8606
ihres	w8607
Vatterlandes	w8608
einen	w8609
wahren	w8610
Eindruck	w8611
gemacht	w8612
hatte	w8613
<g/>
,
geriehten	w8615
darüber	w8616
in	w8617
die	w8618
äusserste	w8619
Unruhe	w8620
<g/>
,
besonders	w8622
da	w8623
sie	w8624
sahen	w8625
<g/>
,
mit	w8627
wie	w8628
vieler	w8629
Geduld	w8630
Wir	w8631
alle	w8632
diese	w8633
Ver=folgungen	w8634
<g/>
=
über	w8636
Uns	w8637
ergehen	w8638
liessen	w8639
<g/>
.
Sie	w8641
warneten	w8642
Uns	w8643
in	w8644
Geheim	w8645
vielfältig	w8646
<g/>
,
und	w8648
mit	w8649
allem	w8650
Eifer	w8651
auf	w8652
die	w8653
Rettung	w8654
Unsers	w8655
Lebens	w8656
bedacht	w8657
zu	w8658
seyn	w8659
<g/>
,
und	w8661
suchten	w8662
Uns	w8663
dadurch	w8664
zu	w8665
Uberneh=mung	w8666
<g/>
=
der	w8668
Regierungs	w8669
<g/>
=
last	w8671
zu	w8672
bewegen	w8673
<g/>
.
</p>
<p id="p80">
Jndessen	w8675
da	w8676
der	w8677
Ausbruch	w8678
des	w8679
allgemeinen	w8680
Unwillens	w8681
wider	w8682
ihn	w8683
schon	w8684
so	w8685
zu	w8686
sagen	w8687
un=vermeidlich	w8688
<g/>
=
ware	w8690
<g/>
,
unterließ	w8692
er	w8693
dennoch	w8694
nicht	w8695
das	w8696
Reich	w8697
mehr	w8698
und	w8699
mehr	w8700
zu	w8701
kränken	w8702
<g/>
,
indeme	w8704
er	w8705
alles	w8706
dasjenige	w8707
umkehrete	w8708
<g/>
,
was	w8710
der	w8711
grosse	w8712
Monarch	w8713
und	w8714
wahre	w8715
Vatter	w8716
seines	w8717
Vatterlandes	w8718
Unser	w8719
geliebtester	w8720
Anher	w8721
Kaiser	w8722
Peter	w8723
der	w8724
Grosse	w8725
Höchst	w8726
<g/>
=
seeligen	w8728
und	w8729
unsterblichen	w8730
Andenkens	w8731
<g/>
,
in	w8733
Rußland	w8734
eingeführet	w8735
<g/>
,
und	w8737
durch	w8738
seinen	w8739
unermüdeten	w8740
Fleiß	w8741
während	w8742
seiner	w8743
30	w8744
<g/>
=
jährigen	w8746
Regierung	w8747
zu	w8748
Stande	w8749
gebracht	w8750
hatte	w8751
<g/>
.
Die	w8753
Gesätze	w8754
verloren	w8755
ihre	w8756
Kraft	w8757
<g/>
;
die	w8759
Gerichte	w8760
und	w8761
ih=re	w8762
<g/>
=
Geschäfte	w8764
wurden	w8765
verachtet	w8766
<g/>
;
ja	w8768
man	w8769
wollte	w8770
nicht	w8771
einmal	w8772
<g/>
,
daß	w8774
ihrer	w8775
erwehnet	w8776
würde	w8777
<g/>
:
die	w8779
Einkünfte	w8780
des	w8781
Reichs	w8782
wurden	w8783
zu	w8784
unnützen	w8785
<g/>
,
und	w8787
noch	w8788
dazu	w8789
dem	w8790
Lande	w8791
schädlichen	w8792
Ausgaben	w8793
verschwendet	w8794
<g/>
;
nach	w8796
einem	w8797
blutigen	w8798
Kriege	w8799
rüstete	w8800
man	w8801
sich	w8802
bereits	w8803
zu	w8804
einem	w8805
neuen	w8806
<g/>
,
der	w8808
so	w8809
un=zeitig	w8810
<g/>
=
<g/>
,
als	w8813
dem	w8814
wahren	w8815
Vortheil	w8816
des	w8817
Rußischen	w8818
Reichs	w8819
wenig	w8820
gemäß	w8821
war	w8822
<g/>
.
Gegen	w8824
die	w8825
Garde=regimenter	w8826
<g/>
=
<g/>
,
welche	w8829
seinen	w8830
geheiligten	w8831
Vorgängern	w8832
auf	w8833
dem	w8834
Throne	w8835
allezeit	w8836
mit	w8837
der	w8838
vollkomme=nesten	w8839
<g/>
=
Treue	w8841
zugethan	w8842
gewesen	w8843
<g/>
,
faste	w8845
er	w8846
einen	w8847
Haß	w8848
<g/>
,
und	w8850
fienge	w8851
an	w8852
bey	w8853
denselben	w8854
solche	w8855
uner=trägliche	w8856
<g/>
=
Neuerungen	w8858
einzuführen	w8859
<g/>
,
die	w8861
statt	w8862
dem	w8863
kriegerischen	w8864
Mut	w8865
zu	w8866
erheben	w8867
<g/>
,
vielmehr	w8869
in	w8870
dem	w8871
bekümmerten	w8872
Herzen	w8873
seiner	w8874
mit	w8875
allem	w8876
Eifer	w8877
für	w8878
die	w8879
Religion	w8880
und	w8881
das	w8882
Vatterland	w8883
fechten=den	w8884
<g/>
=
<g/>
,
und	w8887
ihres	w8888
Blutes	w8889
nicht	w8890
schonenden	w8891
getreuen	w8892
Unterthauen	w8893
die	w8894
schmerzhaftesten	w8895
Empfindun=gen	w8896
<g/>
=
erregeten	w8898
<g/>
.
Die	w8900
Armee	w8901
sonderte	w8902
er	w8903
durch	w8904
seine	w8905
neue	w8906
Einrichtungen	w8907
in	w8908
lauter	w8909
kleine	w8910
Hauf=fen	w8911
<g/>
=
ab	w8913
<g/>
,
so	w8915
<g/>
,
daß	w8917
es	w8918
schien	w8919
<g/>
,
als	w8921
gehöreten	w8922
sie	w8923
nicht	w8924
einem	w8925
Herrn	w8926
<g/>
:
woraus	w8928
nichts	w8929
anders	w8930
hätte	w8931
erfolgen	w8932
können	w8933
<g/>
,
als	w8935
daß	w8936
einer	w8937
den	w8938
andern	w8939
im	w8940
Felde	w8941
für	w8942
seinen	w8943
Gegner	w8944
würde	w8945
angesehen	w8946
<g/>
,
und	w8948
ihn	w8949
aufgerieben	w8950
haben	w8951
<g/>
,
Die	w8953
Regimenter	w8954
bekamen	w8955
zu	w8956
gleicher	w8957
Zeit	w8958
ein	w8959
fremdes	w8960
<g/>
,
und	w8962
einige	w8963
darunter	w8964
ein	w8965
ganz	w8966
verkehrtes	w8967
