<doc id="edoc_wd_1772-05-16" attrs="word" year="1772" month="05" day="16" corpus="1">
<head id="hl1">
*Urbania	w28
Königsvogt	w7202
und	w7203
die	w7204
Gerichts=bedienten	w7205
<g/>
=
waren	w7207
schon	w7208
das	w7209
Gerüste	w7210
hinan	w7211
ge=gangen	w7212
<g/>
=
<g/>
;
und	w7215
Brandt	w7216
folgete	w7217
nun	w7218
in	w7219
Beglei=tung	w7220
<g/>
=
des	w7222
gedachten	w7223
Geistlichen	w7224
<g/>
.
Bald	w7226
nach=her	w7227
<g/>
=
sahe	w7229
man	w7230
sie	w7231
alle	w7232
<g/>
,
nebst	w7234
dem	w7235
Scharfrich=ter	w7236
<g/>
=
<g/>
,
oben	w7239
auf	w7240
der	w7241
Bühne	w7242
<g/>
.
Zuerst	w7244
unterhielte	w7245
der	w7246
Geistliche	w7247
den	w7248
Delinquenten	w7249
mit	w7250
einer	w7251
un=gefähr	w7252
<g/>
=
eine	w7254
Viertelstunde	w7255
währenden	w7256
Rede	w7257
<g/>
,
worin	w7259
er	w7260
ihn	w7261
wegen	w7262
des	w7263
ihm	w7264
bevorstehenden	w7265
Todes	w7266
zu	w7267
trösten	w7268
und	w7269
zu	w7270
ermahnen	w7271
suchte	w7272
<g/>
.
Als=dann	w7274
<g/>
=
laß	w7276
ihm	w7277
der	w7278
Königsvogt	w7279
den	w7280
Hauptein=halt	w7281
<g/>
=
seines	w7283
Urtheils	w7284
vor	w7285
<g/>
,
nämlich	w7287
zuerst	w7288
die	w7289
in	w7290
solchem	w7291
Urtheil	w7292
angeführten	w7293
Verbrechen	w7294
<g/>
,
bey	w7296
deren	w7297
Anhörung	w7298
er	w7299
wie	w7300
man	w7301
bemerket	w7302
<g/>
,
einige=male	w7304
<g/>
=
die	w7306
Achsel	w7307
gezuckt	w7308
<g/>
,
und	w7310
mit	w7311
einer	w7312
Mine	w7313
<g/>
,
die	w7315
von	w7316
Reue	w7317
gezeugt	w7318
<g/>
,
gen	w7320
Himmel	w7321
gesehen	w7322
hat	w7323
<g/>
,
hiernächst	w7325
aber	w7326
den	w7327
Schluß	w7328
desselben	w7329
<g/>
,
welcher	w7331
die	w7332
Strafe	w7333
bestimmet	w7334
<g/>
,
kurz	w7336
vor	w7337
welcher	w7338
letztern	w7339
Verlesung	w7340
von	w7341
den	w7342
Truppen	w7343
das	w7344
Gewehr	w7345
prä=sentiret	w7346
<g/>
=
ward	w7348
<g/>
,
und	w7350
alle	w7351
andere	w7352
Anwesende	w7353
die	w7354
Hüte	w7355
abnahmen	w7356
<g/>
.
Brandt	w7358
nahm	w7359
seinen	w7360
Hut	w7361
gleichfalls	w7362
ab	w7363
<g/>
,
und	w7365
setzte	w7366
ihn	w7367
hernach	w7368
<g/>
,
nebst	w7370
den	w7371
andern	w7372
wieder	w7373
auf	w7374
<g/>
.
Nun	w7376
gieng	w7377
die	w7378
Vollzie=hung	w7379
<g/>
=
des	w7381
Urtheils	w7382
vor	w7383
sich	w7384
<g/>
.
Der	w7386
Scharfrich=ter	w7387
<g/>
=
zerbrach	w7389
das	w7390
gräflich	w7391
brandtsche	w7392
Wappen	w7393
<g/>
,
und	w7395
warf	w7396
es	w7397
auf	w7398
den	w7399
Fußboden	w7400
<g/>
,
wobey	w7402
er	w7403
sagte	w7404
<g/>
:
Dieses	w7406
geschieht	w7407
nicht	w7408
ohne	w7409
Ursache	w7410
<g/>
,
sondern	w7412
nach	w7413
Verdienst	w7414
<g/>
.
Dieses	w7416
brachte	w7417
den	w7418
Delin=quenten	w7419
<g/>
=
nicht	w7421
aus	w7422
seiner	w7423
Verfassung	w7424
<g/>
.
Sogar	w7426
blieb	w7427
er	w7428
<g/>
,
als	w7430
itzo	w7431
die	w7432
empfindlichste	w7433
Catastrophe	w7434
vor	w7435
sich	w7436
gehen	w7437
sollte	w7438
<g/>
,
bey	w7440
einer	w7441
Gesetztheit	w7442
<g/>
,
die	w7444
man	w7445
von	w7446
einem	w7447
solchen	w7448
Hofmanne	w7449
nicht	w7450
erwar=tet	w7451
<g/>
=
hatte	w7453
<g/>
.
Er	w7455
warf	w7456
den	w7457
Pelz	w7458
<g/>
,
den	w7460
er	w7461
zuoberst	w7462
anhatte	w7463
<g/>
,
herunter	w7465
<g/>
,
gab	w7467
seinen	w7468
mit	w7469
einer	w7470
golde=nen	w7471
<g/>
=
Tresse	w7473
besetzten	w7474
Huth	w7475
ab	w7476
<g/>
,
zog	w7478
sich	w7479
auch	w7480
sein	w7481
Kleid	w7482
<g/>
,
das	w7484
grün	w7485
und	w7486
mit	w7487
goldenen	w7488
Tressen	w7489
be=setzt	w7490
<g/>
=
war	w7492
<g/>
,
selbst	w7494
aus	w7495
<g/>
,
lösete	w7497
seine	w7498
Halsbinde	w7499
auf	w7500
<g/>
,
zog	w7502
sich	w7503
nicht	w7504
minder	w7505
selbst	w7506
das	w7507
Hemd	w7508
herunter	w7509
<g/>
,
kniete	w7511
<g/>
,
und	w7513
legte	w7514
zuletzt	w7515
sowohl	w7516
den	w7517
Kopf	w7518
<g/>
,
als	w7520
erst	w7521
die	w7522
Hand	w7523
auf	w7524
den	w7525
einen	w7526
und	w7527
andern	w7528
Block	w7529
<g/>
,
</p>
<p id="p56">
auf	w7531
welchen	w7532
er	w7533
sich	w7534
dieselben	w7535
solchergestalt	w7536
gleichsam	w7537
mit	w7538
kaltem	w7539
Blute	w7540
abschlagen	w7541
ließ	w7542
<g/>
,
welches	w7544
durch	w7545
zwey	w7546
verschiedene	w7547
Beile	w7548
geschah	w7549
<g/>
.
Dabey	w7551
muß	w7552
man	w7553
aber	w7554
auch	w7555
nicht	w7556
unangezeiget	w7557
lassen	w7558
<g/>
,
daß	w7560
der	w7561
Hr	w7562
<g/>
.
Probst	w7564
Hee	w7565
ihm	w7566
beständig	w7567
zuredete	w7568
<g/>
,
und	w7570
nach	w7571
der	w7572
Zeit	w7573
<g/>
,
da	w7575
er	w7576
ihn	w7577
schon	w7578
eingesegnet	w7579
<g/>
,
und	w7581
dem	w7582
Scharfrichter	w7583
überlie=fert	w7584
<g/>
=
hatte	w7586
<g/>
,
mit	w7588
seinen	w7589
lauten	w7590
Tröstungen	w7591
nicht	w7592
eher	w7593
aufhörete	w7594
<g/>
,
als	w7596
bis	w7597
der	w7598
Kopf	w7599
herunter	w7600
ge=schlagen	w7601
<g/>
=
war	w7603
<g/>
.
Als	w7605
der	w7606
Scharfrichter	w7607
sein	w7608
Amt	w7609
verrichtet	w7610
hatte	w7611
<g/>
,
trat	w7613
einer	w7614
von	w7615
dessen	w7616
Knechten	w7617
herzu	w7618
<g/>
,
Derselbe	w7620
entkleidete	w7621
zuerst	w7622
den	w7623
Körper	w7624
völlig	w7625
<g/>
,
öffnete	w7627
alsdann	w7628
den	w7629
Unter=leib	w7630
<g/>
=
<g/>
,
nahm	w7633
die	w7634
Gedärme	w7635
und	w7636
alle	w7637
inwendige	w7638
Theile	w7639
heraus	w7640
<g/>
,
warf	w7642
dieselben	w7643
in	w7644
ein	w7645
hölzern	w7646
Gefäß	w7647
<g/>
,
und	w7649
zerhauete	w7650
hernach	w7651
den	w7652
Körper	w7653
in	w7654
4	w7655
Theile	w7656
<g/>
,
die	w7658
hierauf	w7659
Stück	w7660
für	w7661
Stück	w7662
an	w7663
einem	w7664
Seil	w7665
auf	w7666
einen	w7667
dicht	w7668
unter	w7669
dem	w7670
Gerüste	w7671
stehen=den	w7672
<g/>
=
Wagen	w7674
herabgelassen	w7675
wurden	w7676
<g/>
,
auf	w7678
welchen	w7679
auch	w7680
gedachtes	w7681
Gefäß	w7682
gesetzt	w7683
ward	w7684
<g/>
.
Nach	w7686
al=len	w7687
<g/>
=
diesen	w7689
Verrichtungen	w7690
fassete	w7691
der	w7692
Schinder=knecht	w7693
<g/>
=
den	w7695
noch	w7696
zurückgebliebenen	w7697
Kopf	w7698
des	w7699
Hingerichteten	w7700
<g/>
,
hielt	w7702
ihn	w7703
in	w7704
die	w7705
Höhe	w7706
<g/>
,
um	w7708
ihn	w7709
den	w7710
Zuschauern	w7711
zu	w7712
zeigen	w7713
<g/>
,
und	w7715
warf	w7716
ihn	w7717
so=dann	w7718
<g/>
=
<g/>
,
nebst	w7721
der	w7722
Hand	w7723
gerade	w7724
zu	w7725
<g/>
,
ohne	w7727
ein	w7728
Seil	w7729
zu	w7730
brauchen	w7731
<g/>
,
in	w7733
den	w7734
besagten	w7735
Wagen	w7736
<g/>
,
der	w7738
be=stimmet	w7739
<g/>
=
war	w7741
<g/>
,
alle	w7743
Theile	w7744
nach	w7745
dem	w7746
Galgen=berge	w7747
<g/>
=
zu	w7749
bringen	w7750
<g/>
.
Endlich	w7752
wurde	w7753
die	w7754
Bühne	w7755
mit	w7756
frischem	w7757
Sande	w7758
beworfen	w7759
<g/>
,
das	w7761
Blut	w7762
zu	w7763
bedecken	w7764
<g/>
,
und	w7766
auf	w7767
diese	w7768
Weise	w7769
zu	w7770
dem	w7771
zweyten	w7772
Auftritte	w7773
zubereitet	w7774
<g/>
,
der	w7776
auch	w7777
gleich	w7778
nachher	w7779
erfolgte	w7780
<g/>
.
</p>
<p id="p57">
Graf	w7782
Struensee	w7783
bestieg	w7784
das	w7785
Gerüst	w7786
in	w7787
Be=gleitung	w7788
<g/>
=
des	w7790
Doktors	w7791
Münter	w7792
<g/>
.
Er	w7794
war	w7795
sehr	w7796
ernsthaft	w7797
<g/>
,
und	w7799
aus	w7800
seinen	w7801
Minen	w7802
blickten	w7803
De=votion	w7804
<g/>
=
<g/>
,
Demuth	w7807
und	w7808
Reue	w7809
hervor	w7810
<g/>
.
Sobald	w7812
er	w7813
auftrat	w7814
<g/>
,
nahm	w7816
er	w7817
seinen	w7818
Hut	w7819
ab	w7820
<g/>
,
den	w7822
er	w7823
auch	w7824
nicht	w7825
wieder	w7826
aufsetzte	w7827
<g/>
.
Das	w7829
Urtheil	w7830
ward	w7831
ihn	w7832
eben	w7833
so	w7834
<g/>
,
wie	w7836
dem	w7837
Grafen	w7838
Brandt	w7839
<g/>
,
vorgelesen	w7841
<g/>
.
Der	w7843
Prediger	w7844
redete	w7845
nur	w7846
eine	w7847
kurze	w7848
Weile	w7849
und	w7850
nicht	w7851
sehr	w7852
laut	w7853
mit	w7854
ihm	w7855
<g/>
;
und	w7857
<g/>
,
nachdem	w7859
er	w7860
ihn	w7861
eingesegnet	w7862
hatte	w7863
<g/>
,
so	w7865
zerbrach	w7866
der	w7867
Scharfrich=ter	w7868
<g/>
=
zuvorderst	w7870
das	w7871
gräfl	w7872
<g/>
.
struenseesche	w7874
Wappen	w7875
eben	w7876
so	w7877
<g/>
,
wie	w7879
es	w7880
mit	w7881
dem	w7882
gräfl	w7883
<g/>
.
brandtschen	w7885
ge=schehen	w7886
<g/>
=
war	w7888
<g/>
.
Hierauf	w7890
zog	w7891
Struensee	w7892
ein	w7893
weis=ses	w7894
<g/>
=
Tuch	w7896
heraus	w7897
<g/>
,
das	w7899
er	w7900
dem	w7901
Scharfrichter	w7902
reichen	w7903
wollte	w7904
<g/>
,
ihme	w7906
damit	w7907
die	w7908
Augen	w7909
zu	w7910
ver=binden	w7911
<g/>
=
<g/>
;
als	w7914
aber	w7915
dieser	w7916
ihm	w7917
zu	w7918
erkennen	w7919
gab	w7920
<g/>
,
daß	w7922
es	w7923
nicht	w7924
nöthig	w7925
wäre	w7926
<g/>
,
so	w7928
steckte	w7929
er	w7930
das	w7931
Tuch	w7932
wieder	w7933
ein	w7934
<g/>
.
Er	w7936
legte	w7937
seinen	w7938
Pelz	w7939
und	w7940
seinen	w7941
</p>
<p id="p58">
Hut	w7942
von	w7943
sich	w7944
<g/>
,
zog	w7946
sich	w7947
auch	w7948
selbst	w7949
<g/>
,
wobey	w7951
ihm	w7952
je=doch	w7953
<g/>
=
der	w7955
Scharfrichter	w7956
etwas	w7957
half	w7958
<g/>
,
sein	w7960
Kleid	w7961
<g/>
,
das	w7963
von	w7964
blauem	w7965
Sammet	w7966
mit	w7967
weissen	w7968
Knöpfen	w7969
ohne	w7970
Besetzung	w7971
war	w7972
<g/>
,
dergleichen	w7974
auch	w7975
der	w7976
Hut	w7977
nicht	w7978
hatte	w7979
<g/>
,
aus	w7981
<g/>
,
kniete	w7983
nieder	w7984
<g/>
,
legte	w7986
dann	w7987
die	w7988
Hand	w7989
<g/>
,
und	w7991
nachher	w7992
auch	w7993
den	w7994
Kopf	w7995
auf	w7996
die	w7997
Blöcke	w7998
<g/>
,
und	w8000
überstand	w8001
solchergestalt	w8002
ganz	w8003
ge=lassen	w8004
<g/>
=
den	w8006
peinlichsten	w8007
Theil	w8008
seiner	w8009
Strafe	w8010
<g/>
,
die	w8012
der	w8013
Scharfrichter	w8014
mit	w8015
großer	w8016
Geschicklichkeit	w8017
verrichtete	w8018
<g/>
.
Die	w8020
übrigen	w8021
Theile	w8022
der	w8023
Execu=tion	w8024
<g/>
=
wurden	w8026
volkommen	w8027
eben	w8028
so	w8029
<g/>
,
wie	w8031
vorher	w8032
an	w8033
Brandt	w8034
vollstreckt	w8035
<g/>
.
</p>
<p id="p59">
Als	w8037
die	w8038
zerstückten	w8039
Körper	w8040
beyder	w8041
Hinge=richteten	w8042
<g/>
=
<g/>
,
jede	w8045
auf	w8046
einem	w8047
besondern	w8048
Wagen	w8049
<g/>
,
am	w8051
Gerüste	w8052
beysammen	w8053
waren	w8054
<g/>
,
wurden	w8056
solche	w8057
nach	w8058
dem	w8059
Galgenberge	w8060
gebracht	w8061
<g/>
.
Daselbst	w8063
wurden	w8064
von	w8065
jedem	w8066
Körper	w8067
4	w8068
Theile	w8069
auf	w8070
eben	w8071
so	w8072
viele	w8073
Räder	w8074
gelegt	w8075
<g/>
,
die	w8077
Köpfe	w8078
aber	w8079
auf	w8080
2	w8081
Stangen	w8082
gesteckt	w8083
<g/>
,
an	w8085
diesen	w8086
Stangen	w8087
auch	w8088
die	w8089
beyden	w8090
rechten	w8091
Hände	w8092
angenagelt	w8093
<g/>
,
und	w8095
zu=letzt	w8096
<g/>
=
die	w8098
Gefässe	w8099
mit	w8100
den	w8101
Eingeweiden	w8102
einge=graben	w8103
<g/>
=
<g/>
.
</p>
<p id="p60">
Also	w8106
endigte	w8107
sich	w8108
eine	w8109
Execution	w8110
<g/>
,
dergleichen	w8112
man	w8113
hier	w8114
niemals	w8115
gesehen	w8116
hat	w8117
und	w8118
bey	w8119
welcher	w8120
jeder	w8121
unter	w8122
den	w8123
Zuschauern	w8124
natürlicher	w8125
Weise	w8126
sehr	w8127
gerührt	w8128
seyn	w8129
mußte	w8130
<g/>
.
Unter	w8132
allen	w8133
diesen	w8134
vielen	w8135
Taufenden	w8136
herrschete	w8137
die	w8138
größte	w8139
Stille	w8140
<g/>
,
so	w8142
wie	w8143
auch	w8144
vom	w8145
Anfange	w8146
bis	w8147
zum	w8148
Ende	w8149
dieser	w8150
Execution	w8151
die	w8152
beste	w8153
Ordnung	w8154
beobachtet	w8155
wurde	w8156
<g/>
.
</p>
<p id="p61">
Dem	w8158
Verlaute	w8159
nach	w8160
<g/>
,
sind	w8162
die	w8163
Zimmer	w8164
<g/>
,
welche	w8166
die	w8167
Executirten	w8168
im	w8169
Kastelle	w8170
bewohnet	w8171
haben	w8172
<g/>
,
itzo	w8174
für	w8175
zween	w8176
bisher	w8177
anderwärts	w8178
ge=sessene	w8179
<g/>
=
Gefangene	w8181
bestimmt	w8182
<g/>
.
</p>
<head id="hl22">
Nachricht	w8184
</head>
<p id="p62">
Bey	w8185
dem	w8186
Verleger	w8187
des	w8188
wienerischen	w8189
Dia=riums	w8190
<g/>
=
ist	w8192
Montags	w8193
den	w8194
18ten	w8195
May	w8196
der	w8197
voll=ständige	w8198
<g/>
=
Katalogus	w8200
der	w8201
Zeichnungen	w8202
und	w8203
Kupferstiche	w8204
des	w8205
weil	w8206
<g/>
.
Herrn	w8208
Georg	w8209
von	w8210
Reutter	w8211
<g/>
,
k	w8213
<g/>
.
k	w8215
<g/>
.
Kapellmeisters	w8217
sel	w8218
<g/>
.
Kabinets	w8220
unentgeltlich	w8221
zu	w8222
haben	w8223
<g/>
.
</p>
<p id="p63">
Vor	w8225
dem	w8226
Stubenthor	w8227
auf	w8228
der	w8229
Landstraß	w8230
in	w8231
der	w8232
Ungergassen	w8233
in	w8234
dem	w8235
zum	w8236
goldenen	w8237
Dächel	w8238
genann=ten	w8239
<g/>
=
Behausung	w8241
ist	w8242
alltäglich	w8243
der	w8244
erste	w8245
Stock	w8246
<g/>
,
beste=hend	w8248
<g/>
=
in	w8250
einem	w8251
Saal	w8252
<g/>
,
und	w8254
acht	w8255
Zimmer	w8256
<g/>
,
mit	w8258
ver=schiedenen	w8259
<g/>
=
Ausgängen	w8261
<g/>
,
alle	w8263
ausspallirt	w8264
<g/>
,
gemahlt	w8266
<g/>
,
mit	w8268
Lustern	w8269
<g/>
,
Wand	w8271
und	w8272
Trumouspiegeln	w8273
<g/>
,
mar=morsteinen	w8275
<g/>
=
Tischln	w8277
versehen	w8278
<g/>
,
nebst	w8280
2	w8281
<g/>
.
Kucheln	w8283
<g/>
,
schönen	w8285
Garten	w8286
<g/>
,
Stallung	w8288
<g/>
,
Wagenschupfen	w8290
<g/>
,
und	w8292
Heuboden	w8293
alltäglich	w8294
zu	w8295
verlassen	w8296
<g/>
,
derentwillen	w8298
sich	w8299
bey	w8300
dem	w8301
Hausinhaber	w8302
allda	w8303
zu	w8304
melden	w8305
ist	w8306
<g/>
.
</p>
<p id="p64">
Von	w8308
des	w8309
löbl	w8310
<g/>
.
Stifts	w8312
und	w8313
Kloster	w8314
Zwetl	w8315
Herr=schaftskanzley	w8316
<g/>
=
wegen	w8318
<g/>
,
wird	w8320
hiemit	w8321
jedermänniglich	w8322
kund	w8323
<g/>
,
und	w8325
zu	w8326
wissen	w8327
gemacht	w8328
<g/>
,
welchergestalten	w8330
zwar	w8331
voriges	w8332
Jahr	w8333
unterm	w8334
11	w8335
<g/>
.
May	w8337
eine	w8338
Convocatio	w8339
Creditorum	w8340
des	w8341
Bernhard	w8342
Ottillingers	w8343
<g/>
,
gewest	w8345
burgerl	w8346
<g/>
.
Färbermeisters	w8348
im	w8349
Markt	w8350
Schweickers	w8351
auf	w8352
den	w8353
28	w8354
<g/>
.
Juny	w8356
anberaumt	w8357
gewesen	w8358
<g/>
,
dabey	w8360
aber	w8361
die	w8362
wenigste	w8363
erschienen	w8364
<g/>
,
und	w8366
ihre	w8367
Forderungen	w8368
behörig	w8369
angemeldet	w8370
<g/>
,
oder	w8372
liquidiret	w8373
haben	w8374
<g/>
.
Wann	w8376
nun	w8377
aber	w8378
erforderlich	w8379
seyn	w8380
will	w8381
die	w8382
Sache	w8383
in	w8384
behörige	w8385
Rich=tigkeit	w8386
<g/>
=
zu	w8388
bringen	w8389
<g/>
,
als	w8391
wird	w8392
hiemit	w8393
ein	w8394
nochmalige	w8395
Convocationstagsatzung	w8396
mit	w8397
Einschließung	w8398
deren	w8399
dawischen	w8400
kommenden	w8401
Pfingst	w8402
<g/>
,
und	w8404
Bettferien	w8405
auf	w8406
den	w8407
23	w8408
<g/>
.
Juny	w8410
sob	w8411
1mo	w8413
<g/>
,
2do	w8415
<g/>
,
<g/>
&
3tio	w8418
ac	w8419
ulti-mo	w8420
<g/>
-
Termino	w8422
præclusipraeclusi	w8423
hiemit	w8424
dergestalten	w8425
anbe=raumet	w8426
<g/>
=
<g/>
,
daß	w8429
an	w8430
solchen	w8431
Tag	w8432
frühe	w8433
um	w8434
9	w8435
<g/>
.
Uhr	w8437
alle	w8438
<g/>
,
welche	w8440
an	w8441
besagten	w8442
Bernhard	w8443
Ottillinger	w8444
quocun-que	w8445
<g/>
-
demum	w8447
jure	w8448
aut	w8449
titulo	w8450
Schuldforderungen	w8451
haben	w8452
oder	w8453
zu	w8454
haben	w8455
vermeinen	w8456
<g/>
,
wie	w8458
auch	w8459
er	w8460
Bern=hard	w8461
<g/>
=
Ottillinger	w8463
sich	w8464
bey	w8465
allhiesiger	w8466
Kanzley	w8467
entwe=der	w8468
<g/>
=
selbst	w8470
<g/>
,
oder	w8472
durch	w8473
genugsam	w8474
bevollmächtigte	w8475
Gewalttrager	w8476
anmelden	w8477
<g/>
,
und	w8479
ihre	w8480
Forderungen	w8481
Rechtserforderlich	w8482
liquidiren	w8483
sollen	w8484
<g/>
,
wie	w8486
ansonst	w8487
bey	w8488
Unterbleibung	w8489
ein	w8490
so	w8491
anderens	w8492
dieselbe	w8493
nicht	w8494
mehr	w8495
gehöret	w8496
<g/>
,
sondern	w8498
mit	w8499
dem	w8500
ewigen	w8501
Stillschweigen	w8502
abgewiesen	w8503
<g/>
,
und	w8505
sohin	w8506
<g/>
,
was	w8508
Rechtens	w8509
ist	w8510
<g/>
,
ex	w8512
Offi-cio	w8513
<g/>
-
fürgekehret	w8515
werden	w8516
wurde	w8517
<g/>
.
</p>
<p id="p65">
Von	w8519
des	w8520
löbl	w8521
<g/>
.
Stifts	w8523
<g/>
,
und	w8525
Kloster	w8526
Zwetl	w8527
Herr=schaft	w8528
<g/>
=
wegen	w8530
<g/>
,
wird	w8532
hiemit	w8533
jedermänniglich	w8534
kund	w8535
<g/>
,
und	w8537
zu	w8538
wissen	w8539
gemacht	w8540
<g/>
;
Es	w8542
seye	w8543
für	w8544
nöthig	w8545
befunden	w8546
worden	w8547
<g/>
,
des	w8549
Bernhard	w8550
Ottillinger	w8551
ge=west	w8552
<g/>
=
burgerl	w8554
<g/>
.
Färbermeisters	w8556
zu	w8557
Schweickers	w8558
ver=lassene	w8559
<g/>
=
Burgrechtsbehausung	w8561
samt	w8562
darauf	w8563
radicir=ten	w8564
<g/>
=
Färbergerechtigkeit	w8566
<g/>
,
allen	w8568
darzu	w8569
gehörigen	w8570
Hausgründen	w8571
<g/>
,
und	w8573
denen	w8574
zum	w8575
Handwerk	w8576
gehörig	w8577
vorhandenen	w8578
Gewerbzeug	w8579
<g/>
,
oder	w8581
allenfalls	w8582
das	w8583
Haus	w8584
allein	w8585
ohne	w8586
Gewerb	w8587
und	w8588
dessen	w8589
Zugehörungen	w8590
<g/>
,
dem	w8592
Meistbietenden	w8593
ex	w8594
Officio	w8595
zu	w8596
verkaufen	w8597
<g/>
.
Wes=sentwegen	w8599
<g/>
=
dann	w8601
hiemit	w8602
der	w8603
23ste	w8604
Juny	w8605
mit	w8606
Ein=schließung	w8607
<g/>
=
deren	w8609
darzwischen	w8610
kommenden	w8611
Pfingst=und	w8612
<g/>
=
Bettferien	w8614
anberaumet	w8615
wird	w8616
<g/>
,
an	w8618
welchem	w8619
Tag	w8620
frühe	w8621
um	w8622
9	w8623
<g/>
.
Uhr	w8625
alle	w8626
Kaufsliebhabere	w8627
in	w8628
allhiesiger	w8629
Kanzley	w8630
zu	w8631
erscheinen	w8632
haben	w8633
<g/>
,
allwo	w8635
sodann	w8636
dieses	w8637
Kaufshalber	w8638
mit	w8639
dem	w8640
Meistbietenden	w8641
das	w8642
Weitere	w8643
tractiret	w8644
werden	w8645
wird	w8646
<g/>
.
</p>
<p id="p66">
Von	w8648
des	w8649
löbl	w8650
<g/>
.
Stifts	w8652
und	w8653
Klosters	w8654
Zwetl	w8655
Herr=schaftskanzley	w8656
<g/>
=
wegen	w8658
<g/>
,
wird	w8660
hiemit	w8661
jedermänniglich	w8662
kund	w8663
<g/>
,
und	w8665
zu	w8666
wissen	w8667
gemacht	w8668
<g/>
;
Es	w8670
seye	w8671
für	w8672
nothwen=dig	w8673
<g/>
=
befunden	w8675
worden	w8676
auf	w8677
das	w8678
Ableiben	w8679
des	w8680
weyl	w8681
<g/>
.
Joseph	w8683
Koppensteiners	w8684
gewest	w8685
behausten	w8686
burgerl	w8687
<g/>
.
Cottonfaktors	w8689
in	w8690
dem	w8691
anhero	w8692
gehörigen	w8693
Markt	w8694
Schweickers	w8695
zu	w8696
sicherer	w8697
Abhandlung	w8698
desselben	w8699
hin=terlassenen	w8700
<g/>
=
Vermögens	w8702
alle	w8703
diejenige	w8704
einzuberuffen	w8705
<g/>
,
welche	w8707
an	w8708
ihme	w8709
Joseph	w8710
Koppensteiner	w8711
seel	w8712
<g/>
.
Forde=rungen	w8714
<g/>
=
<g/>
,
oder	w8717
Schulden	w8718
unter	w8719
was	w8720
immer	w8721
für	w8722
einen	w8723
Titul	w8724
haben	w8725
<g/>
,
oder	w8727
zu	w8728
haben	w8729
vermeinen	w8730
<g/>
.
Zu	w8732
welchem	w8733
</p>
<p id="p67">
Ende	w8734
dann	w8735
hiemit	w8736
der	w8737
23	w8738
<g/>
.
July	w8740
sub	w8741
1mo	w8742
<g/>
,
2do	w8744
<g/>
,
<g/>
&
3tio	w8747
<g/>
,
Termino	w8749
præclusipraeclusi	w8750
ungehindert	w8751
deren	w8752
dar=zwischen	w8753
<g/>
=
kommenden	w8755
Pfingst	w8756
und	w8757
Bettferien	w8758
<g/>
,
folg=sam	w8760
<g/>
=
mit	w8762
Einschließung	w8763
derenselben	w8764
anberaumet	w8765
wird	w8766
<g/>
,
an	w8768
welchen	w8769
Tag	w8770
alle	w8771
diejenige	w8772
<g/>
,
welche	w8774
Schuld	w8775
<g/>
,
oder	w8777
Erbschafts	w8778
halber	w8779
einige	w8780
Forderung	w8781
haben	w8782
<g/>
,
oder	w8784
zu	w8785
haben	w8786
vermeinen	w8787
<g/>
,
früh	w8789
um	w8790
9	w8791
Uhr	w8792
in	w8793
allhie=siger	w8794
<g/>
=
Amtskanzley	w8796
<g/>
,
entweder	w8798
persönlich	w8799
<g/>
,
oder	w8801
durch	w8802
genugsam	w8803
instruirte	w8804
Gewalttragere	w8805
alsogewiß	w8806
zu	w8807
er=scheinen	w8808
<g/>
=
<g/>
,
und	w8811
ihre	w8812
Forderungen	w8813
Rechts	w8814
beständig	w8815
zu	w8816
liquidiren	w8817
haben	w8818
<g/>
,
wie	w8820
ansonst	w8821
sowohl	w8822
die	w8823
Aus=bleibende	w8824
<g/>
=
<g/>
,
als	w8827
nicht	w8828
behörig	w8829
liquidirende	w8830
weiters	w8831
a	w8832
n	w8833
nicht	w8834
mehr	w8835
angehöret	w8836
<g/>
,
sondern	w8838
mit	w8839
dem	w8840
ewigen	w8841
Stillschweigen	w8842
abgewiesen	w8843
werden	w8844
sollen	w8845
<g/>
.
</p>
<p id="p68">
Bey	w8847
dem	w8848
blechernen	w8849
Thurn	w8850
in	w8851
der	w8852
Leopoldstadt	w8853
ist	w8854
ein	w8855
Pirutsch	w8856
auf	w8857
Reisen	w8858
<g/>
,
oder	w8860
auch	w8861
in	w8862
der	w8863
Stadt	w8864
zu	w8865
gebrauchen	w8866
eingerichtet	w8867
um	w8868
einen	w8869
billigen	w8870
Preiß	w8871
zu	w8872
verkaufen	w8873
<g/>
,
und	w8875
ist	w8876
sich	w8877
bey	w8878
dem	w8879
Hausmei=ster	w8880
<g/>
=
allda	w8882
anzufragen	w8883
<g/>
.
</p>
<p id="p69">
Bey	w8885
dem	w8886
allhiesig	w8887
k	w8888
<g/>
.
k	w8890
<g/>
.
Stadt	w8892
und	w8893
Landgericht	w8894
ist	w8895
ein	w8896
gerichtl	w8897
<g/>
.
bekannter	w8899
schlechter	w8900
Pursch	w8901
in	w8902
Ver=haft	w8903
<g/>
=
gerathen	w8905
<g/>
,
bey	w8907
welchem	w8908
eine	w8909
längliche	w8910
vierekig=te	w8911
<g/>
=
goldene	w8913
Tabakier	w8914
<g/>
,
eine	w8916
dergleichen	w8917
Tombackver=goldte	w8918
<g/>
=
<g/>
,
eine	w8921
Violetfarb	w8922
lakirte	w8923
runde	w8924
in	w8925
Silberge=faßte	w8926
<g/>
=
<g/>
,
auf	w8929
deren	w8930
Deckel	w8931
ein	w8932
besonders	w8933
gefaßtes	w8934
klei=nes	w8935
