<doc id="wr_1758-07-19" attrs="word" year="1758" month="07" day="19" corpus="2">
<head id="h2_d262e3122">
Wißmayr	w1_d262e3126
wie	w3_d262e17506
auch	w5_d262e17509
anderer	w7_d262e17512
Einrichtung,	w9_d262e17515
dem	w1_d262e17520
meist	w3_d262e17523
bietenden	w5_d262e17526
gegen	w7_d262e17529
gleich	w9_d262e17532
baarer	w11_d262e17535
Be	w13_d262e17539
zahlung	w1_d262e17544
verkauffet;	w3_d262e17547
wer	w5_d262e17550
demnach	w7_d262e17553
hierzu	w9_d262e17556
ei	w11_d262e17559
niges	w1_d262e17565
Belieben	w3_d262e17568
tragen	w5_d262e17571
möchte,	w7_d262e17574
der	w9_d262e17577
hat	w11_d262e17580
sich	w13_d262e17584
oben	w15_d262e17587
bestimten	w1_d262e17592
Tag	w3_d262e17595
fruh	w5_d262e17598
um	w7_d262e17601
9.	w9_d262e17604
Uhr	w11_d262e17607
in	w13_d262e17611
dortiger	w15_d262e17614
Herrschafts	w1_d262e17619
Canzley	w3_d262e17622
anzumelden.	w5_d262e17625
</p>
<p id="p44_d262e17628">
Es	w1_d262e17632
dienet	w3_d262e17635
dem	w5_d262e17638
Publico	w7_d262e17641
zur	w9_d262e17644
Nachricht	w11_d262e17647
daß	w13_d262e17651
den	w1_d262e17656
20.	w3_d262e17659
dies	w5_d262e17662
auf	w7_d262e17665
dem	w9_d262e17668
Peters=freyt=hof,	w11_d262e17671
im	w13_d262e17675
Mazzischen	w1_d262e17680
Hauß	w3_d262e17683
verschiedene	w5_d262e17686
historische,	w7_d262e17689
ju	w9_d262e17692
ristische	w1_d262e17698
und	w3_d262e17701
medicinische	w5_d262e17704
Bücher	w7_d262e17707
licitande	w9_d262e17710
verkauft	w1_d262e17715
werden	w3_d262e17718
sollen.	w5_d262e17721
Der	w7_d262e17724
Catalogus	w9_d262e17727
ist	w11_d262e17730
in	w1_d262e17735
der	w3_d262e17738
Buchhandlung	w5_d262e17741
zum	w7_d262e17744
goldenen	w9_d262e17747
Vließ	w11_d262e17750
auf	w1_d262e17755
der	w3_d262e17758
hohen	w5_d262e17761
Brucken	w7_d262e17764
gratis	w9_d262e17767
zu	w11_d262e17770
bekommen.	w13_d262e17774
</p>
<head id="h2_d262e17781">
AVERTISSEMENT.	w1_d262e17785
</head>
<p id="p4_d262e17788">
Demnach	w1_d262e17792
Jhre	w3_d262e17795
Kaiserl.	w5_d262e17798
Königl.	w7_d262e17801
Majestät	w9_d262e17804
über	w1_d262e17809
das	w3_d262e17812
denen	w5_d262e17815
alhiesig	w7_d262e17818
Burgerl.	w9_d262e17821
Apotheckern	w11_d262e17824
zu	w1_d262e17829
Einfuhr	w3_d262e17832
und	w5_d262e17835
Verkaufung	w7_d262e17838
des	w9_d262e17841
Rohitscher	w11_d262e17844
sauerbrunns	w1_d262e17850
und	w3_d262e17853
Pfeffer=wassers,	w5_d262e17856
dann	w7_d262e17859
Spaa	w9_d262e17862
und	w1_d262e17867
Selter=wasser	w3_d262e17870
neuerdings	w5_d262e17873
Allergnädigst	w7_d262e17876
bestättigte	w1_d262e17881
Privilegium	w3_d262e17884
privativum	w5_d262e17887
Aller	w7_d262e17890
höchst	w1_d262e17895
zu	w3_d262e17898
verordnen	w5_d262e17901
geruhet	w7_d262e17904
haben,	w9_d262e17907
daß	w11_d262e17910
bey	w13_d262e17914
allmahlig	w1_d262e17920
ankommender	w3_d262e17923
Liferung	w5_d262e17926
dieser	w7_d262e17929
Wäs	w9_d262e17932
ser	w1_d262e17937
die	w3_d262e17940
Visiration	w5_d262e17943
derenselben	w7_d262e17946
durch	w9_d262e17949
einen	w11_d262e17952
eigens	w1_d262e17957
bestimmten	w3_d262e17960
Doctorem	w5_d262e17963
Med	w7_d262e17966
cinæ	w9_d262e17969
vorgenommen,	w1_d262e17974
sodann	w3_d262e17977
diese	w5_d262e17980
vier	w7_d262e17983
Sortenwäs	w9_d262e17986
ser	w1_d262e17992
alsogleich	w3_d262e17995
bey	w5_d262e17998
ihrer	w7_d262e18001
Ankunft	w9_d262e18004
Flaschen	w11_d262e18007
weis	w1_d262e18012
mit	w3_d262e18015
einem	w5_d262e18018
gewissen	w7_d262e18021
Jährlich	w9_d262e18024
abände	w11_d262e18027
</p>
<p id="p6_d262e18030">
renden	w1_d262e18034
Zeichen,	w3_d262e18037
nebst	w5_d262e18040
einem	w7_d262e18043
gedruckten	w9_d262e18046
kleinen	w11_d262e18049
Zettul,	w1_d262e18054
und	w3_d262e18057
darauf	w5_d262e18060
anmerkenden	w7_d262e18063
Jahr=zahl	w9_d262e18066
signiret,	w1_d262e18071
und	w3_d262e18074
eine	w5_d262e18077
Flaschen	w7_d262e18080
Spaa=wasser	w9_d262e18083
pr.	w1_d262e18089
1.	w3_d262e18092
fl.	w5_d262e18095
für	w7_d262e18098
einen	w9_d262e18101
Selter=krug	w11_d262e18104
54.	w13_d262e18108
kr.	w15_d262e18111
für	w17_d262e18114
eine	w1_d262e18119
grosse	w3_d262e18122
Pfeffer=wasser=flaschen	w5_d262e18125
pr.	w7_d262e18128
48.	w9_d262e18131
kr.	w11_d262e18134
dann	w1_d262e18139
für	w3_d262e18142
eine	w5_d262e18145
derley	w7_d262e18148
kleine	w9_d262e18151
Flaschen	w11_d262e18154
pr.	w13_d262e18158
24.	w15_d262e18161
kr.,	w17_d262e18164
und	w1_d262e18169
endlich	w3_d262e18172
für	w5_d262e18175
eine	w7_d262e18178
Rohitschersauerbrun	w9_d262e18181
nen=wasser=flaschen	w1_d262e18187
pr.	w3_d262e18190
36.	w5_d262e18193
kr.	w7_d262e18196
hindann	w9_d262e18199
gege	w11_d262e18202
ben	w1_d262e18207
werden	w3_d262e18210
sollen;	w5_d262e18213
als	w7_d262e18216
wird	w9_d262e18219
diese	w11_d262e18222
Allerhöchste	w13_d262e18226
Verordnung	w1_d262e18231
sowol,	w3_d262e18234
als	w5_d262e18237
auch	w7_d262e18240
derselben	w9_d262e18243
al	w11_d262e18246
lergehorsamste	w1_d262e18251
beschehende	w3_d262e18254
genaueste	w5_d262e18257
Befol	w7_d262e18260
gung	w1_d262e18266
dem	w3_d262e18269
Publico	w5_d262e18272
hiemit	w7_d262e18275
zu	w9_d262e18278
dem	w11_d262e18281
Ende	w13_d262e18285
kund	w15_d262e18288
und	w1_d262e18293
zu	w3_d262e18296
wissen	w5_d262e18299
gemacht,	w7_d262e18302
damit	w9_d262e18305
selbes	w11_d262e18308
sich	w13_d262e18312
nicht	w15_d262e18315
allein	w1_d262e18320
des	w3_d262e18323
diesfälligen	w5_d262e18326
Preises	w7_d262e18329
halber	w9_d262e18332
(zu	w11_d262e18335
mahlen	w1_d262e18340
ausser	w3_d262e18343
des	w5_d262e18346
Pfeffer=wassers,	w7_d262e18349
welches	w9_d262e18352
sich	w1_d262e18358
aber	w3_d262e18361
durch	w5_d262e18364
mehrere	w7_d262e18367
Jahr	w9_d262e18370
in	w11_d262e18373
seiner	w13_d262e18377
gu	w15_d262e18380
ten	w1_d262e18385
Eigenschaft	w3_d262e18388
und	w5_d262e18391
Würkung	w7_d262e18394
erhalte,	w9_d262e18397
mit	w11_d262e18400
hin	w1_d262e18405
auch	w3_d262e18408
immerfort	w5_d262e18411
in	w7_d262e18414
dem	w9_d262e18417
bereits	w11_d262e18420
gesetzten	w13_d262e18424
Preis	w1_d262e18429
zu	w3_d262e18432
verbleiben	w5_d262e18435
hat,	w7_d262e18438
in	w9_d262e18441
folge	w11_d262e18444
der	w13_d262e18448
erst	w15_d262e18451
vor	w1_d262e18457
wenig	w3_d262e18460
Tägen	w5_d262e18463
Commissionaliter	w7_d262e18466
vorge	w9_d262e18469
nommenen	w1_d262e18474
General=visitation	w3_d262e18477
aller	w5_d262e18480
in	w7_d262e18483
dem	w9_d262e18486
alhiesigen	w1_d262e18491
Appalto	w3_d262e18494
befindlichen	w5_d262e18497
derley	w7_d262e18500
Wäs	w9_d262e18503
sern	w1_d262e18508
kein	w3_d262e18511
einzig	w5_d262e18514
voreinjährige,	w7_d262e18517
noch	w9_d262e18520
weniger	w11_d262e18523
eine	w1_d262e18529
ältere	w3_d262e18532
Flaschen	w5_d262e18535
von	w7_d262e18538
diesen	w9_d262e18541
Wässern	w11_d262e18544
alda	w13_d262e18548
vorhanden	w1_d262e18553
ist)	w3_d262e18556
hiernach	w5_d262e18559
zu	w7_d262e18562
richten,	w9_d262e18565
sondern	w11_d262e18568
auch	w1_d262e18573
Falls	w3_d262e18576
die	w5_d262e18579
vier	w7_d262e18582
obbenannte	w9_d262e18585
Sorten	w11_d262e18588
Wäs	w13_d262e18592
ser	w1_d262e18597
mit	w3_d262e18600
denen	w5_d262e18603
vorerwehnten	w7_d262e18606
gedruckten	w9_d262e18609
nebst	w11_d262e18612
der	w1_d262e18618
Jahr=zahl	w3_d262e18621
anzeigenden	w5_d262e18624
Zettuln,	w7_d262e18627
und	w9_d262e18630
bey	w11_d262e18633
gesetztem	w1_d262e18638
diesem	w3_d262e18641
für	w5_d262e18644
das	w7_d262e18647
gegenwärtig	w9_d262e18650
1758ste	w11_d262e18653
nicht	w1_d262e18658
ge	w3_d262e18661
Jahr	w1_d262e18666
andienenden	w3_d262e18669
Sigil	w5_d262e18672
Wässer	w1_d262e18678
zeichnet	w1_d262e18683
wären,	w3_d262e18686
solche	w5_d262e18689
anzuse	w1_d262e18694
für	w1_d262e18699
keine	w3_d262e18702
kaufrechte	w5_d262e18705
Waar	w7_d262e18708
hen	w1_d262e18714
wissen	w3_d262e18717
möge.	w5_d262e18720
</p>
<p id="p8_d262e18723">
Es	w1_d262e18727
wird	w3_d262e18730
dem	w5_d262e18733
Publico	w7_d262e18736
hiemit	w9_d262e18739
zu	w11_d262e18742
wissen	w13_d262e18746
gemacht,	w15_d262e18749
daß	w1_d262e18754
die	w3_d262e18757
HoltzhandlungsCompagniegerech	w5_d262e18760
tigkeit	w1_d262e18765
in	w3_d262e18768
der	w5_d262e18771
Lands=fürstl.	w7_d262e18774
Stadt	w9_d262e18777
Steyer	w11_d262e18780
in	w13_d262e18784
Oe.	w1_d262e18790
ob	w3_d262e18793
der	w5_d262e18796
Ennß	w7_d262e18799
una	w9_d262e18802
cum	w11_d262e18805
appertinentiis,	w13_d262e18809
als	w1_d262e18814
da	w3_d262e18817
seynd:	w5_d262e18820
Häuser,	w7_d262e18823
Städl,	w9_d262e18826
Holz;zeug,	w11_d262e18829
Grund	w1_d262e18834
stücke,	w3_d262e18837
und	w5_d262e18840
dergleichen	w7_d262e18843
mehrere	w9_d262e18846
Zugehöl	w11_d262e18849
rung	w1_d262e18854
plus	w3_d262e18857
Offerenti	w5_d262e18860
zum	w7_d262e18863
Verkauf	w9_d262e18866
stehe,	w11_d262e18869
und	w13_d262e18873
wie	w1_d262e18879
nun	w3_d262e18882
die	w5_d262e18885
diesfällige	w7_d262e18888
Licitations=tag	w9_d262e18891
sa	w11_d262e18894
tzung	w1_d262e18899
mit	w3_d262e18902
genugsamer	w5_d262e18905
Einverständnus	w7_d262e18908
de	w9_d262e18911
ren	w1_d262e18916
Jntreßirten	w3_d262e18919
auf	w5_d262e18922
den	w7_d262e18925
21.	w9_d262e18928
dies	w11_d262e18931
Monats	w13_d262e18935
Julii	w1_d262e18940
instehend	w3_d262e18943
1758sten	w5_d262e18946
Jahrs	w7_d262e18949
Fruhe	w9_d262e18952
um	w11_d262e18955
8.	w13_d262e18959
Uhr	w1_d262e18965
bestimmet	w3_d262e18968
ist,	w5_d262e18971
als	w7_d262e18974
werden	w9_d262e18977
diejenigen	w11_d262e18980
Lieb	w13_d262e18984
habere,	w1_d262e18989
so	w3_d262e18992
zu	w5_d262e18995
diesem	w7_d262e18998
nutzbaren	w9_d262e19001
Wirk	w11_d262e19004
Lust	w13_d262e19008
tra	w15_d262e19011
gen,	w1_d262e19016
sich	w3_d262e19019
in	w5_d262e19022
vorbestemmter	w7_d262e19025
Zeit	w9_d262e19028
in	w11_d262e19031
dasiger	w13_d262e19035
Rahts	w15_d262e19038
stuben	w1_d262e19043
einzufinden	w3_d262e19046
belieben,	w5_d262e19049
damit	w7_d262e19052
der	w9_d262e19055
Kauf	w11_d262e19058
richtig	w1_d262e19064
gestellet	w3_d262e19067
werden	w5_d262e19070
möge.	w7_d262e19073
</p>
<p id="p16_d262e19170">
Bgleich	w1_d262e19174
die	w3_d262e19177
Unternehmungen	w5_d262e19180
im	w7_d262e19183
letzteren	w9_d262e19186
Winter	w1_d262e19191
eben	w3_d262e19194
nicht	w5_d262e19197
so	w7_d262e19200
weit	w9_d262e19203
gegangen	w11_d262e19206
seynd,	w1_d262e19211
so	w3_d262e19214
haben	w5_d262e19217
doch	w7_d262e19220
die	w9_d262e19223
Franzosen	w11_d262e19226
in	w13_d262e19230
allen	w15_d262e19233
de	w17_d262e19236
nen	w1_d262e19242
verschiedenen	w3_d262e19245
Recontren,	w5_d262e19248
die	w7_d262e19251
sie	w9_d262e19254
mit	w11_d262e19257
denen	w13_d262e19261
Engländern	w1_d262e19266
gehabt,	w3_d262e19269
sowol	w5_d262e19272
in	w7_d262e19275
Ansehung	w9_d262e19278
der	w11_d262e19281
Etablissements,	w1_d262e19286
die	w3_d262e19289
ihnen	w5_d262e19292
ruiniret	w7_d262e19295
worden,	w9_d262e19298
als	w1_d262e19303
des	w3_d262e19306
von	w5_d262e19309
denen	w7_d262e19312
Wilden	w9_d262e19315
eingebrachten	w11_d262e19318
Haupt=haars,	w1_d262e19324
die	w3_d262e19327
Ueberlegenheit	w5_d262e19330
gehabt.	w7_d262e19333
Von	w9_d262e19336
einer	w1_d262e19341
Menge	w3_d262e19344
kleiner	w5_d262e19347
Unternehmungen	w7_d262e19350
will	w9_d262e19353
man	w11_d262e19356
nur	w1_d262e19361
2.	w3_d262e19364
anführen,	w5_d262e19367
welche	w7_d262e19370
zureichend	w9_d262e19373
seyn	w11_d262e19376
wer	w13_d262e19380
den,	w1_d262e19385
von	w3_d262e19388
der	w5_d262e19391
Bravour	w7_d262e19394
derer	w9_d262e19397
Canadier	w11_d262e19400
und	w13_d262e19404
de	w15_d262e19407
ren	w1_d262e19413
Wilden,	w3_d262e19416
so	w5_d262e19419
Französische	w7_d262e19422
Bunds=genossene	w9_d262e19425
seynd,	w1_d262e19430
zu	w3_d262e19433
urtheilen.	w5_d262e19436
</p>
<head id="h2_d262e19442">
Aus	w1_d262e19446
Canada	w3_d262e19449
13.	w5_d262e19452
May,	w7_d262e19455
1758.	w9_d262e19458
</head>
<p id="p4_d262e19461">
Als	w1_d262e19465
der	w3_d262e19468
Marquis	w5_d262e19471
von	w7_d262e19474
Vaudreuil	w9_d262e19477
sich	w11_d262e19480
vor	w13_d262e19484
genommen,	w1_d262e19489
das	w3_d262e19492
Engländische	w5_d262e19495
Dorf	w7_d262e19498
derer	w9_d262e19501
Emi	w11_d262e19504
granten	w1_d262e19509
(das	w3_d262e19512
an	w5_d262e19515
dem	w7_d262e19518
Fluß	w9_d262e19521
Corlakgelegen,	w11_d262e19524
und	w13_d262e19528
denen	w1_d262e19534
Feinden	w3_d262e19537
zum	w5_d262e19540
Niederlag=ort	w7_d262e19543
diente,	w9_d262e19546
auch	w11_d262e19549
mit	w1_d262e19554
allerley	w3_d262e19557
Effecten	w5_d262e19560
und	w7_d262e19563
Munition	w9_d262e19566
angefüllet	w11_d262e19569
ware)	w1_d262e19574
anzugreiffen,	w3_d262e19577
schickte	w5_d262e19580
er	w7_d262e19583
den	w9_d262e19586
Hrn.	w11_d262e19589
von	w13_d262e19593
Be	w15_d262e19596
lette,	w1_d262e19601
Leutenant	w3_d262e19604
deren	w5_d262e19607
Trupen	w7_d262e19610
von	w9_d262e19613
der	w11_d262e19616
Colonne,	w13_d262e19620
mit	w1_d262e19626
einem	w3_d262e19629
Detaschement	w5_d262e19632
von	w7_d262e19635
300.	w9_d262e19638
Mann	w11_d262e19641
theils	w13_d262e19645
Grenadiers,	w1_d262e19650
theils	w3_d262e19653
Wilden	w5_d262e19656
ab.	w7_d262e19659
Der	w9_d262e19662
rauhen	w11_d262e19665
Witterung	w1_d262e19670
ungeachtet	w3_d262e19673
langte	w5_d262e19676
der	w7_d262e19679
Hr	w9_d262e19682
von	w11_d262e19685
Be	w13_d262e19689
lette	w1_d262e19694
nach	w3_d262e19697
unglaubiger	w5_d262e19700
Mühe	w7_d262e19703
bey	w9_d262e19706
Corlak	w11_d262e19709
an.	w13_d262e19713
Er	w1_d262e19719
zog	w3_d262e19722
auf	w5_d262e19725
seiner	w7_d262e19728
Route	w9_d262e19731
verschiedene	w11_d262e19734
Wilde	w13_d262e19738
von	w1_d262e19743
denen	w3_d262e19746
5.	w5_d262e19749
Jroquoisischen	w7_d262e19752
und	w9_d262e19755
denen	w11_d262e19758
On	w13_d262e19762
neyoutischen	w1_d262e19767
Nationen	w3_d262e19770
an	w5_d262e19773
sich,	w7_d262e19776
welche	w9_d262e19779
zu	w11_d262e19782
ihm	w13_d262e19786
stiessen,	w1_d262e19791
und	w3_d262e19794
nachdeme	w5_d262e19797
er	w7_d262e19800
den	w9_d262e19803
Fluß	w11_d262e19806
halb	w13_d262e19810
durch	w15_d262e19813
Schwimmen,	w1_d262e19819
und	w3_d262e19822
halb	w5_d262e19825
im	w7_d262e19828
Wasser	w9_d262e19831
bis	w11_d262e19834
an	w13_d262e19838
den	w15_d262e19841
Hals	w1_d262e19846
paßiret,	w3_d262e19849
machte	w5_d262e19852
er	w7_d262e19855
sofort	w9_d262e19858
seinen	w11_d262e19861
Plan	w13_d262e19865
zum	w1_d262e19870
Angriffe.	w3_d262e19873
Das	w5_d262e19876
Dorf	w7_d262e19879
ware	w9_d262e19882
von	w11_d262e19885
5.	w13_d262e19889
klei	w15_d262e19892
nen	w1_d262e19897
Forts	w3_d262e19900
bedecket,	w5_d262e19903
welche	w7_d262e19906
die	w9_d262e19909
Engländer	w11_d262e19912
seit	w13_d262e19916
der	w1_d262e19922
Demolirung	w3_d262e19925
von	w5_d262e19928
Chonagen	w7_d262e19931
zu	w9_d262e19934
verlassen	w11_d262e19937
gezwungen	w1_d262e19942
worden	w3_d262e19945
waren,	w5_d262e19948
darein	w7_d262e19951
sie	w9_d262e19954
sich	w11_d262e19957
aber	w13_d262e19961
wieder	w1_d262e19966
in	w3_d262e19969
Besitz	w5_d262e19972
gesetzet	w7_d262e19975
hatten.	w9_d262e19978
Der	w11_d262e19981
Hr.	w13_d262e19985
von	w15_d262e19988
Belette	w1_d262e19993
wagte	w3_d262e19996
es,	w5_d262e19999
ihnen	w7_d262e20002
eines	w9_d262e20005
nach	w11_d262e20008
dem	w13_d262e20012
an	w15_d262e20015
deren	w1_d262e20021
mit	w3_d262e20024
stürmender	w5_d262e20027
Hand	w7_d262e20030
abzuneymen	w9_d262e20033
und	w1_d262e20038
es	w3_d262e20041
gelunge	w5_d262e20044
ihm	w7_d262e20047
wegen	w9_d262e20050
der	w11_d262e20053
Bestürzung	w13_d262e20057
die	w1_d262e20062
unter	w3_d262e20065
die	w5_d262e20068
Engländer	w7_d262e20071
kame.	w9_d262e20074
Als	w11_d262e20077
der	w13_d262e20081
Che	w15_d262e20084
des	w1_d262e20089
Dorfs,	w3_d262e20092
der	w5_d262e20095
in	w7_d262e20098
dem	w9_d262e20101
ersten	w11_d262e20104
dieses	w13_d262e20108
Forts	w15_d262e20111
com	w17_d262e20114
mandirte,	w1_d262e20120
sich	w3_d262e20123
auf	w5_d262e20126
Discretion	w7_d262e20129
1geben	w9_d262e20132
hatte,	w11_d262e20135
machte	w1_d262e20140
sich	w3_d262e20143
der	w5_d262e20146
Hr.	w7_d262e20149
von	w9_d262e20152
Belette	w11_d262e20155
gar	w13_d262e20159
bald	w15_d262e20162
von	w17_d262e20165
denen	w1_d262e20170
anderen	w3_d262e20173
Meister,	w5_d262e20176
und	w7_d262e20179
ließ	w9_d262e20182
es	w11_d262e20185
im	w13_d262e20189
Brand	w15_d262e20192
</p>
<p id="p6_d262e20195">
stecken.	w1_d262e20199
Während	w3_d262e20202
dieser	w5_d262e20205
Operation	w7_d262e20208
unter	w9_d262e20211
nahme	w1_d262e20216
ein	w3_d262e20219
Theil	w5_d262e20222
seiner	w7_d262e20225
Leute,	w9_d262e20228
das	w11_d262e20231
Dorf	w13_d262e20235
zu	w15_d262e20238
plündern	w1_d262e20243
und	w3_d262e20246
anzustecken,	w5_d262e20249
welches	w7_d262e20252
aus	w9_d262e20255
60.	w11_d262e20258
Häusern	w1_d262e20264
bestunde.	w3_d262e20267
Die	w5_d262e20270
Beute	w7_d262e20273
ware	w9_d262e20276
sehr	w11_d262e20279
ansehnlich,	w1_d262e20284
und	w3_d262e20287
ausser	w5_d262e20290
einer	w7_d262e20293
grossen	w9_d262e20296
Quanti	w11_d262e20299
tät	w1_d262e20304
Mehl	w3_d262e20307
und	w5_d262e20310
allerley	w7_d262e20313
Getreide,	w9_d262e20316
Munition	w11_d262e20319
und	w1_d262e20324
Effecten	w3_d262e20327
von	w5_d262e20330
aller	w7_d262e20333
Art,	w9_d262e20336
bekam	w11_d262e20339
man	w13_d262e20343
4000.	w15_d262e20346
Stück	w1_d262e20352
Horn=vieh,	w3_d262e20355
3000.	w5_d262e20358
Schafe,	w7_d262e20361
so	w9_d262e20364
viele	w11_d262e20367
Schweine,	w1_d262e20372
und	w3_d262e20375
500.	w5_d262e20378
Pferde,	w7_d262e20381
worüber	w9_d262e20384
sich	w11_d262e20387
nicht	w13_d262e20391
zu	w1_d262e20396
verwunderen	w3_d262e20399
ist,	w5_d262e20402
weil	w7_d262e20405
die	w9_d262e20408
Engländer	w11_d262e20411
aus	w13_d262e20415
solchem	w1_d262e20420
Dorfe	w3_d262e20423
ein	w5_d262e20426
Magazin	w7_d262e20429
zum	w9_d262e20432
Handel	w11_d262e20435
de	w13_d262e20439
ren	w1_d262e20445
5.	w3_d262e20448
Jroquoisischen	w5_d262e20451
Nationen,	w7_d262e20454
und	w9_d262e20457
deren	w11_d262e20460
oberhalb	w1_d262e20465
Gelegenen	w3_d262e20468
errichtet	w5_d262e20471
hatten.	w7_d262e20474
Man	w9_d262e20477
versicheret,	w1_d262e20482
daß	w3_d262e20485
der	w5_d262e20488
Chef	w7_d262e20491
dieses	w9_d262e20494
Dorfs	w11_d262e20497
allein	w13_d262e20501
bey	w1_d262e20506
solcher	w3_d262e20509
Gelegenheit	w5_d262e20512
einen	w7_d262e20515
Verlust	w9_d262e20518
von	w11_d262e20521
400000.	w1_d262e20527
Livres	w3_d262e20530
erlitten	w5_d262e20533
habe.	w7_d262e20536
</p>
<p id="p8_d262e20539">
Ein	w1_d262e20543
Theil	w3_d262e20546
der	w5_d262e20549
Besatzung	w7_d262e20552
des	w9_d262e20555
Forts	w11_d262e20558
Konary,	w13_d262e20562
der	w1_d262e20567
sich	w3_d262e20570
in	w5_d262e20573
Marsch	w7_d262e20576
gesetzet,	w9_d262e20579
denen	w11_d262e20582
Engländern	w13_d262e20586
zu	w1_d262e20591
Hülfe	w3_d262e20594
zu	w5_d262e20597
kommen,	w7_d262e20600
wurde	w9_d262e20603
genöhtiget,	w11_d262e20606
sich	w13_d262e20610
durch	w1_d262e20616
Schwimmen	w3_d262e20619
über	w5_d262e20622
den	w7_d262e20625
Fluß	w9_d262e20628
wieder	w11_d262e20631
zu	w13_d262e20635
flüchten,	w1_d262e20640
nachdeme	w3_d262e20643
er	w5_d262e20646
verschiedene	w7_d262e20649
Salven	w9_d262e20652
aus	w1_d262e20657
der	w3_d262e20660
Mousqueterie	w5_d262e20663
aushalten	w7_d262e20666
müssen.	w9_d262e20669
Diese	w1_d262e20674
kleine	w3_d262e20677
Unternehmung	w5_d262e20680
ist	w7_d262e20683
am	w9_d262e20686
13.	w11_d262e20689
No	w13_d262e20693
vemb.	w1_d262e20699
geschehen,	w3_d262e20702
und	w5_d262e20705
desto	w7_d262e20708
vortheilhafter	w9_d262e20711
ge	w11_d262e20714
wesen,	w1_d262e20719
als	w3_d262e20722
sie	w5_d262e20725
eine	w7_d262e20728
gute	w9_d262e20731
Würkung	w11_d262e20734
über	w13_d262e20738
die	w15_d262e20741
Wilden	w1_d262e20746
hervorgebracht	w3_d262e20749
hat.	w5_d262e20752
Die	w7_d262e20755
Engländer	w9_d262e20758
haben	w1_d262e20763
50.	w3_d262e20766
Mann	w5_d262e20769
dabey	w7_d262e20772
verloren,	w9_d262e20775
und	w11_d262e20778
man	w13_d262e20782
hat	w1_d262e20788
70.	w3_d262e20791
Gefangene	w5_d262e20794
von	w7_d262e20797
ihnen	w9_d262e20800
gemacht,	w11_d262e20803
wor	w13_d262e20807
unter	w1_d262e20812
sich	w3_d262e20815
verschiedene	w5_d262e20818
Officiers	w7_d262e20821
befunden.	w9_d262e20824
Der	w1_d262e20829
Verlust	w3_d262e20832
deren	w5_d262e20835
Franzosen	w7_d262e20838
ist	w9_d262e20841
sehr	w11_d262e20844
gering	w13_d262e20848
gewesen.	w1_d262e20853
</p>
<p id="p10_d262e20856">
Die	w1_d262e20860
zweyte	w3_d262e20863
Unternehmung	w5_d262e20866
ist	w7_d262e20869
auf	w9_d262e20872
der	w11_d262e20875
Sei	w13_d262e20879
te	w1_d262e20884
des	w3_d262e20887
Forts	w5_d262e20890
Carillon	w7_d262e20893
geschehen.	w9_d262e20896
Nechdeme	w11_d262e20899
der	w1_d262e20904
Marquis	w3_d262e20907
von	w5_d262e20910
Vaudreuil	w7_d262e20913
benachrichtiget	w9_d262e20916
worden,	w1_d262e20922
daß	w3_d262e20925
die	w5_d262e20928
Engländer	w7_d262e20931
einen	w9_d262e20934
Anschlag	w11_d262e20937
auf	w1_d262e20942
solches	w3_d262e20945
Fort	w5_d262e20948
hätten,	w7_d262e20951
ließ	w9_d262e20954
er	w11_d262e20957
ein	w13_d262e20961
Detasche	w15_d262e20964
ment	w1_d262e20969
von	w3_d262e20972
ungefähr	w5_d262e20975
200.	w7_d262e20978
Canadiern	w9_d262e20981
und	w11_d262e20984
Wil	w13_d262e20988
den	w1_d262e20993
unter	w3_d262e20996
dem	w5_d262e20999
Commando	w7_d262e21002
des	w9_d262e21005
Hrn.	w11_d262e21008
Duren	w13_d262e21012
tay,	w1_d262e21018
Cadets	w3_d262e21021
unter	w5_d262e21024
denen	w7_d262e21027
Trupen	w9_d262e21030
der	w11_d262e21033
Colonne,	w13_d262e21037
von	w1_d262e21042
dannen	w3_d262e21045
ausgehen.	w5_d262e21048
Kaum	w7_d262e21051
ware	w9_d262e21054
der	w11_d262e21057
Hr.	w13_d262e21061
von	w1_d262e21066
Durentay	w3_d262e21069
ausgerücket,	w5_d262e21072
als	w7_d262e21075
er	w9_d262e21078
ein	w11_d262e21081
Eng	w13_d262e21085
ländisches	w1_d262e21090
Detaschement	w3_d262e21093
gewahr	w5_d262e21096
wurde,	w7_d262e21099
des	w9_d262e21102
sen	w1_d262e21108
Anzahl	w3_d262e21111
dem	w5_d262e21114
seinigen	w7_d262e21117
gleich	w9_d262e21120
ware,	w11_d262e21123
und	w13_d262e21127
auf	w15_d262e21130
einer	w1_d262e21135
kahlen	w3_d262e21138
Anhöhe	w5_d262e21141
postiret	w7_d262e21144
stunde.	w9_d262e21147
Es	w11_d262e21150
wa	w13_d262e21154
</p>
<p id="p16_d262e21168">
ren	w1_d262e21172
solches	w3_d262e21175
auserlösene	w5_d262e21178
Trupen,	w7_d262e21181
und	w9_d262e21184
wurden	w11_d262e21187
von	w1_d262e21192
dem	w3_d262e21195
berühmten	w5_d262e21198
Parthey=gänger,	w7_d262e21201
Ma	w9_d262e21204
jor	w1_d262e21209
Robert	w3_d262e21212
Roger,	w5_d262e21215
commandiret.	w7_d262e21218
Der	w9_d262e21221
vor	w11_d262e21224
theilhaften	w1_d262e21230
Stellung	w3_d262e21233
des	w5_d262e21236
