<doc id="wr_1760-08-06" attrs="word" year="1760" month="08" day="06" corpus="2">
<head id="h2_d473e3491">
Toulon	w1_d473e3495
von	w5_d473e7135
Vair	w7_d473e7138
in	w9_d473e7141
einem	w11_d473e7144
Jägerschar	w13_d473e7148
mützel,	w1_d473e7154
seinen	w3_d473e7157
tapfern	w5_d473e7160
Geist	w7_d473e7163
auf	w9_d473e7166
dem	w11_d473e7169
Behte	w13_d473e7173
der	w1_d473e7178
Ehren	w3_d473e7181
auf.	w5_d473e7184
Der	w7_d473e7187
Prinz	w9_d473e7190
Ferdinand	w11_d473e7193
soll,	w13_d473e7197
dem	w1_d473e7202
Vernehmen	w3_d473e7205
nach,	w5_d473e7208
von	w7_d473e7211
Wolfshagen	w9_d473e7214
wiederum	w1_d473e7219
aufgebrochen	w3_d473e7222
seyn.	w5_d473e7225
</p>
<head id="h2_d473e7231">
Waldeck	w1_d473e7235
13.	w3_d473e7238
Julii.	w5_d473e7241
</head>
<p id="p4_d473e7244">
Am	w1_d473e7248
12.	w3_d473e7251
brach	w5_d473e7254
das	w7_d473e7257
unter	w9_d473e7260
commando	w11_d473e7263
Sr.	w13_d473e7267
Königl.	w1_d473e7272
Hoheit	w3_d473e7275
des	w5_d473e7278
Prinzens	w7_d473e7281
Xaverius,	w9_d473e7284
am	w11_d473e7287
rechten	w1_d473e7292
Flügel	w3_d473e7295
der	w5_d473e7298
Französischen	w7_d473e7301
Armee	w9_d473e7304
ste	w11_d473e7307
hende	w1_d473e7313
Corps	w3_d473e7316
auf.	w5_d473e7319
Ein	w7_d473e7322
Theil	w9_d473e7325
davon	w11_d473e7328
grif	w13_d473e7332
das	w1_d473e7337
zwischen	w3_d473e7340
beyden	w5_d473e7343
Armeen,	w7_d473e7346
unsern	w9_d473e7349
Brenck	w11_d473e7352
hansen,	w1_d473e7357
auf	w3_d473e7360
dem	w5_d473e7363
sogenannten	w7_d473e7366
Steinberge	w9_d473e7369
postirte	w1_d473e7374
Detaschement,	w3_d473e7377
Herzoglich	w5_d473e7380
Braun	w7_d473e7383
schweigischer	w1_d473e7389
Jäger	w3_d473e7392
an.	w5_d473e7395
Letztere,	w7_d473e7398
so	w9_d473e7401
aus	w11_d473e7404
100.	w1_d473e7409
Mann	w3_d473e7412
Büchsen=schützen	w5_d473e7415
unter	w7_d473e7418
des	w9_d473e7421
Capitain	w1_d473e7426
von	w3_d473e7429
Heine	w5_d473e7432
Commando	w7_d473e7435
bestunden,	w9_d473e7438
hielten	w1_d473e7443
den	w3_d473e7446
mit	w5_d473e7449
überlegener	w7_d473e7452
Macht	w9_d473e7455
andrin	w11_d473e7458
genden	w1_d473e7464
Feind	w3_d473e7467
einige	w5_d473e7470
Stunden,	w7_d473e7473
und	w9_d473e7476
so	w11_d473e7479
lange	w13_d473e7483
auf,	w1_d473e7488
bis	w3_d473e7491
derselbe	w5_d473e7494
Feind	w7_d473e7497
die	w9_d473e7500
ganze	w11_d473e7503
Anhöhe	w13_d473e7507
umgeben,	w1_d473e7512
und	w3_d473e7515
die	w5_d473e7518
Retirade	w7_d473e7521
abschneiden	w9_d473e7524
wolte;	w1_d473e7529
worauf	w3_d473e7532
sich	w5_d473e7535
die	w7_d473e7538
Jäger	w9_d473e7541
von	w11_d473e7544
der	w13_d473e7548
An	w15_d473e7551
höhe	w1_d473e7557
durch	w3_d473e7560
das	w5_d473e7563
Holz	w7_d473e7566
zurück	w9_d473e7569
zogen,	w11_d473e7572
dem	w13_d473e7576
nach	w15_d473e7579
folgenden	w1_d473e7584
Feind	w3_d473e7587
im	w5_d473e7590
Retiriren	w7_d473e7593
noch	w9_d473e7596
vielen	w11_d473e7599
Abbruch	w1_d473e7604
thaten,	w3_d473e7607
und	w5_d473e7610
sich	w7_d473e7613
an	w9_d473e7616
ihr	w11_d473e7619
an	w13_d473e7623
der	w15_d473e7626
Eder	w1_d473e7631
stehendes	w3_d473e7634
Corps,	w5_d473e7637
so	w7_d473e7640
der	w9_d473e7643
Obristleute	w11_d473e7646
nant	w1_d473e7652
von	w3_d473e7655
Hohm	w5_d473e7658
commandiret,	w7_d473e7661
anschlossen.	w9_d473e7664
Zu	w1_d473e7669
gleicher	w3_d473e7672
Zeit	w5_d473e7675
kamen	w7_d473e7678
die	w9_d473e7681
Franzosen	w11_d473e7684
aus	w13_d473e7688
dem	w1_d473e7693
Thal,	w3_d473e7696
und	w5_d473e7699
von	w7_d473e7702
der	w9_d473e7705
Anhöhe	w11_d473e7708
hervor.	w13_d473e7712
Der	w1_d473e7717
in	w3_d473e7720
Büschen	w5_d473e7723
stehende,	w7_d473e7726
und	w9_d473e7729
mit	w11_d473e7732
Canonen	w13_d473e7736
versehene	w1_d473e7742
Feind	w3_d473e7745
wurde	w5_d473e7748
von	w7_d473e7751
dem	w9_d473e7754
im	w11_d473e7757
Freyen	w13_d473e7761
stehenden	w1_d473e7766
Corps	w3_d473e7769
Braunschweigischer	w5_d473e7772
Jäger	w7_d473e7775
und	w1_d473e7780
Hussaren	w3_d473e7783
zugleich	w5_d473e7786
angegriffen,	w7_d473e7789
und	w9_d473e7792
mit	w11_d473e7795
Verluste	w1_d473e7800
zurück	w3_d473e7803
getrieben.	w5_d473e7806
</p>
<p id="p6_d473e7809">
Die	w1_d473e7813
Franzosen	w3_d473e7816
haben	w5_d473e7819
an	w7_d473e7822
Todten	w9_d473e7825
63.	w11_d473e7828
Mann,	w1_d473e7833
und	w3_d473e7836
5.	w5_d473e7839
Gefangene	w7_d473e7842
verloren.	w9_d473e7845
Nach	w11_d473e7848
Aussage	w1_d473e7853
der	w3_d473e7856
Deserteurs,	w5_d473e7859
soll	w7_d473e7862
die	w9_d473e7865
Anzahl	w11_d473e7868
der	w13_d473e7872
Bleßirten	w1_d473e7878
noch	w3_d473e7881
weit	w5_d473e7884
stärker	w7_d473e7887
seyn;	w9_d473e7890
und	w11_d473e7893
sollen	w13_d473e7897
Se.	w1_d473e7902
Königl.	w3_d473e7905
Hoheit	w5_d473e7908
in	w7_d473e7911
höchster	w9_d473e7914
Person	w11_d473e7917
an	w13_d473e7921
der	w1_d473e7926
Spitze	w3_d473e7929
dieses	w5_d473e7932
Corps	w7_d473e7935
zugegen	w9_d473e7938
gewesen	w11_d473e7941
seyn.	w1_d473e7946
Diese	w3_d473e7949
lapferr	w5_d473e7952
Anführung	w7_d473e7955
hätte	w9_d473e7958
Sr.	w11_d473e7961
</p>
<p id="p12_d473e7975">
Königl.	w1_d473e7979
Hoheit	w3_d473e7982
bald	w5_d473e7985
sehr	w7_d473e7988
hoch	w9_d473e7991
zu	w11_d473e7994
stehen	w13_d473e7998
kommen	w1_d473e8003
können;	w3_d473e8006
denn	w5_d473e8009
nach	w7_d473e8012
der	w9_d473e8015
Aussage	w11_d473e8018
der	w1_d473e8023
Gefangenen,	w3_d473e8026
sind	w5_d473e8029
Höchstdieselbe	w7_d473e8032
durch	w9_d473e8035
den	w1_d473e8041
Hut	w3_d473e8044
geschossen	w5_d473e8047
worden.	w7_d473e8050
Das	w9_d473e8053
muhtige	w11_d473e8056
Betragen	w1_d473e8061
der	w3_d473e8064
sämtlichen	w5_d473e8067
Braunschweigischen	w7_d473e8070
Jäger	w1_d473e8075
und	w3_d473e8078
Hussaren=officiers	w5_d473e8081
verdienet	w7_d473e8084
ge	w9_d473e8087
rühmet	w1_d473e8092
zu	w3_d473e8095
werden.	w5_d473e8098
Besonders	w7_d473e8101
haben	w9_d473e8104
sich	w11_d473e8107
die	w1_d473e8113
Capitains	w3_d473e8116
von	w5_d473e8119
Heine	w7_d473e8122
und	w9_d473e8125
Hartung,	w11_d473e8128
auch	w1_d473e8133
von	w3_d473e8136
Kuhlen,	w5_d473e8139
desgleichen	w7_d473e8142
die	w9_d473e8145
Rittmei	w11_d473e8148
sters	w1_d473e8153
Engel,	w3_d473e8156
Schorri	w5_d473e8159
und	w7_d473e8162
Beyreys	w9_d473e8165
unge	w11_d473e8168
mein	w1_d473e8173
hervorgethan,	w3_d473e8176
und	w5_d473e8179
dem	w7_d473e8182
Feinde	w9_d473e8185
vielen	w11_d473e8188
Verlust	w1_d473e8194
zuwege	w3_d473e8197
gebracht.	w5_d473e8200
</p>
<p id="p14_d473e8203">
Die	w1_d473e8207
Braunschweigische	w3_d473e8210
Jäger	w5_d473e8213
und	w7_d473e8216
Hus	w9_d473e8219
saren	w1_d473e8224
sind	w3_d473e8227
nur	w5_d473e8230
800.	w7_d473e8233
Mann	w9_d473e8236
stark	w11_d473e8239
gewesen,	w13_d473e8243
und	w1_d473e8248
haben	w3_d473e8251
bey	w5_d473e8254
dieser	w7_d473e8257
Affaire	w9_d473e8260
8.	w11_d473e8263
Mann	w13_d473e8267
Ver	w15_d473e8270
lust,	w1_d473e8276
als	w3_d473e8279
1.	w5_d473e8282
Todten	w7_d473e8285
und	w9_d473e8288
7.	w11_d473e8291
Bleßirte.	w13_d473e8295
</p>
<head id="h2_d473e8301">
Lippstadt	w1_d473e8305
17.	w3_d473e8308
Julii.	w5_d473e8311
</head>
<p id="p4_d473e8314">
Die	w1_d473e8318
Armee	w3_d473e8321
Sr.	w5_d473e8324
Excellenz	w7_d473e8327
des	w9_d473e8330
Herrn	w11_d473e8333
Generals	w1_d473e8338
von	w3_d473e8341
Spörken	w5_d473e8344
ist	w7_d473e8347
mit	w9_d473e8350
starken	w11_d473e8353
Schrit	w13_d473e8357
ten	w1_d473e8362
aus	w3_d473e8365
hiesigen	w5_d473e8368
Gegenden	w7_d473e8371
vorwärts	w9_d473e8374
gerückt,	w11_d473e8377
sich	w1_d473e8383
mit	w3_d473e8386
der	w5_d473e8389
Herzogl.	w7_d473e8392
Armee	w9_d473e8395
zu	w11_d473e8398
vereinigen.	w13_d473e8402
Sie	w1_d473e8407
brach	w3_d473e8410
des	w5_d473e8413
Endes	w7_d473e8416
am	w9_d473e8419
10.	w11_d473e8422
von	w13_d473e8426
Ham	w15_d473e8429
und	w1_d473e8434
Soest	w3_d473e8437
auf,	w5_d473e8440
marschirte	w7_d473e8443
des	w9_d473e8446
Tages	w11_d473e8449
bis	w13_d473e8453
Anröchte,	w1_d473e8458
am	w3_d473e8461
11.	w5_d473e8464
bis	w7_d473e8467
Büren,	w9_d473e8470
den	w11_d473e8473
12.	w13_d473e8477
bis	w1_d473e8483
Stadtberge,	w3_d473e8486
und	w5_d473e8489
den	w7_d473e8492
13.	w9_d473e8495
nach	w11_d473e8498
Landau,	w13_d473e8502
wo	w1_d473e8507
die	w3_d473e8510
Vereinigung,	w5_d473e8513
ohne	w7_d473e8516
daß	w9_d473e8519
solche	w11_d473e8522
Ge	w13_d473e8526
gentheils	w1_d473e8531
verhindert	w3_d473e8534
werden	w5_d473e8537
mögen,	w7_d473e8540
des	w9_d473e8543
Nachmittags	w1_d473e8548
mit	w3_d473e8551
der	w5_d473e8554
grossen	w7_d473e8557
Armee	w9_d473e8560
glück	w11_d473e8563
lich	w1_d473e8569
erfolget	w3_d473e8572
ist.	w5_d473e8575
Bey	w7_d473e8578
diesen	w9_d473e8581
Bewegungen	w11_d473e8584
sind	w1_d473e8589
allerley	w3_d473e8592
nachtheilige	w5_d473e8595
Gerüchte	w7_d473e8598
wegen	w9_d473e8601
einer	w1_d473e8606
schon	w3_d473e8609
würklich	w5_d473e8612
vorseyenden	w7_d473e8615
Belagerung	w9_d473e8618
hiesiger	w1_d473e8623
Festung	w3_d473e8626
ausgestreuet,	w5_d473e8629
die	w7_d473e8632
aber	w9_d473e8635
noch	w11_d473e8638
zur	w1_d473e8644
Zeit	w3_d473e8647
ungegründet	w5_d473e8650
sind;	w7_d473e8653
nur	w9_d473e8656
fähret	w11_d473e8659
un	w13_d473e8663
ser	w1_d473e8668
wachsamer	w3_d473e8671
und	w5_d473e8674
unermüdeter	w7_d473e8677
Comman	w9_d473e8680
dant,	w1_d473e8685
der	w3_d473e8688
Herr	w5_d473e8691
Obrist=leutenant	w7_d473e8694
von	w9_d473e8697
Mon	w11_d473e8700
roi,	w1_d473e8705
fort,	w3_d473e8708
die	w5_d473e8711
ernsthaftesten	w7_d473e8714
Vertheidigungs	w9_d473e8717
anstalten	w1_d473e8723
vorzukehren.	w3_d473e8726
Das	w5_d473e8729
von	w7_d473e8732
der	w9_d473e8735
Spör	w11_d473e8738
kischen	w1_d473e8743
Armee	w3_d473e8746
unter	w5_d473e8749
den	w7_d473e8752
Befehlen	w9_d473e8755
des	w11_d473e8758
Herrn	w13_d473e8762
Obristen	w1_d473e8767
von	w3_d473e8770
Fersen	w5_d473e8773
hier	w7_d473e8776
angekommene	w9_d473e8779
Corps	w1_d473e8784
von	w3_d473e8787
4000.	w5_d473e8790
Mann	w7_d473e8793
Jnfanterie	w9_d473e8796
und	w11_d473e8799
Cavallerie	w1_d473e8805
ist	w3_d473e8808
auch,	w5_d473e8811
nachdem	w7_d473e8814
es	w9_d473e8817
einige	w11_d473e8820
Tage	w13_d473e8824
hier	w1_d473e8829
im	w3_d473e8832
Lager	w5_d473e8835
gestanden,	w7_d473e8838
vor	w9_d473e8841
2.	w11_d473e8844
Tagen	w13_d473e8848
wei	w15_d473e8851
</p>
<p id="p6_d473e8854">
ter	w1_d473e8858
gegen	w3_d473e8861
den	w5_d473e8864
Nieder=rhein	w7_d473e8867
marschiret,	w9_d473e8870
um	w11_d473e8873
nebst	w1_d473e8878
dem	w3_d473e8881
Corps	w5_d473e8884
des	w7_d473e8887
Herrn	w9_d473e8890
Majors	w11_d473e8893
von	w13_d473e8897
Scheiter,	w1_d473e8902
denen	w3_d473e8905
feindlichen	w5_d473e8908
Partheyen	w7_d473e8911
Ein	w9_d473e8914
halt	w1_d473e8920
zu	w3_d473e8923
thun,	w5_d473e8926
da	w7_d473e8929
jüngster	w9_d473e8932
Tagen	w11_d473e8935
der	w13_d473e8939
Herr	w15_d473e8942
von	w1_d473e8947
Cambfort	w3_d473e8950
mit	w5_d473e8953
seinen	w7_d473e8956
leichten	w9_d473e8959
Trupen	w11_d473e8962
aus	w1_d473e8967
Wesel	w3_d473e8970
sich	w5_d473e8973
bis	w7_d473e8976
über	w9_d473e8979
Münster	w11_d473e8982
gewagt,	w13_d473e8986
und	w1_d473e8991
einige	w3_d473e8994
Train=pferde	w5_d473e8997
weggenommen	w7_d473e9000
hat.	w9_d473e9003
</p>
<p id="p8_d473e9006">
Am	w1_d473e9010
14.	w3_d473e9013
hat	w5_d473e9016
die	w7_d473e9019
sonst	w9_d473e9022
auf	w11_d473e9025
dem	w13_d473e9029
linken	w15_d473e9032
Flügel	w1_d473e9037
der	w3_d473e9040
Französischen	w5_d473e9043
Armee	w7_d473e9046
gestandene	w9_d473e9049
Reserve	w1_d473e9054
des	w3_d473e9057
Generals	w5_d473e9060
von	w7_d473e9063
St.	w9_d473e9066
Germain	w11_d473e9069
eine	w1_d473e9075
Bewegung	w3_d473e9078
gegen	w5_d473e9081
die	w7_d473e9084
in	w9_d473e9087
der	w11_d473e9090
Gegend	w13_d473e9094
Landau	w1_d473e9099
stehende	w3_d473e9102
Spörkische	w5_d473e9105
Armee,	w7_d473e9108
und	w9_d473e9111
also	w11_d473e9114
nach	w1_d473e9119
dem	w3_d473e9122
Alliirten	w5_d473e9125
rechten	w7_d473e9128
Flügel	w9_d473e9131
gemacht,	w11_d473e9134
und	w1_d473e9139
sich	w3_d473e9142
Nordwestwärts	w5_d473e9145
Meugeringhausen	w7_d473e9148
gelageret,	w1_d473e9154
wo	w3_d473e9157
sie	w5_d473e9160
nur	w7_d473e9163
durch	w9_d473e9166
einen	w11_d473e9169
Berg	w13_d473e9173
von	w15_d473e9176
der	w1_d473e9181
Legion	w3_d473e9184
Britannique,	w5_d473e9187
und	w7_d473e9190
denen	w9_d473e9193
Heßischen	w11_d473e9196
Hussaren	w1_d473e9201
entfernet	w3_d473e9204
stehet.	w5_d473e9207
So	w7_d473e9210
viel	w9_d473e9213
man	w11_d473e9216
weiß,	w1_d473e9221
ist	w3_d473e9224
noch	w5_d473e9227
nichts	w7_d473e9230
entscheidendes	w9_d473e9233
zwi	w11_d473e9236
schen	w1_d473e9242
beyden	w3_d473e9245
also	w5_d473e9248
vereinigten	w7_d473e9251
Armeen	w9_d473e9254
vorge	w11_d473e9257
fallen,	w1_d473e9262
wiewol	w3_d473e9265
man	w5_d473e9268
stündlich	w7_d473e9271
dergleichen	w9_d473e9274
vermutet.	w1_d473e9279
</p>
<head id="h2_d473e9285">
Rhein=strom	w1_d473e9289
23.	w3_d473e9292
Julii.	w5_d473e9295
</head>
<p id="p4_d473e9298">
Die	w1_d473e9302
Nachrichten	w3_d473e9305
von	w5_d473e9308
Wesel	w7_d473e9311
geben,	w9_d473e9314
daß	w11_d473e9317
es	w1_d473e9322
dem	w3_d473e9325
Herrn	w5_d473e9328
Haupt=mann	w7_d473e9331
von	w9_d473e9334
Cambe	w11_d473e9337
fort	w1_d473e9342
geglücket,	w3_d473e9345
bey	w5_d473e9348
Bielefeld	w7_d473e9351
einen	w9_d473e9354
Currier	w11_d473e9357
vom	w1_d473e9363
Prinz	w3_d473e9366
Ferdinand	w5_d473e9369
mit	w7_d473e9372
denen	w9_d473e9375
bey	w11_d473e9378
sich	w13_d473e9382
ge	w15_d473e9385
habten	w1_d473e9390
Briefschaften	w3_d473e9393
aufzuheben;	w5_d473e9396
der	w7_d473e9399
Hr.	w9_d473e9402
von	w1_d473e9407
Chabo	w3_d473e9410
hat	w5_d473e9413
400.	w7_d473e9416
Reiter	w9_d473e9419
jenseits	w11_d473e9422
der	w13_d473e9426
Dymel	w1_d473e9431
abgeschicket,	w3_d473e9434
welche	w5_d473e9437
sich	w7_d473e9440
bis	w9_d473e9443
nacher	w11_d473e9446
Paderborn	w1_d473e9452
gewaget,	w3_d473e9455
und	w5_d473e9458
allda	w7_d473e9461
sich	w9_d473e9464
einiges	w11_d473e9467
Kriegs=vorrahts	w1_d473e9472
bemächtiget;	w3_d473e9475
ein	w5_d473e9478
ande	w7_d473e9481
res	w1_d473e9486
Corps	w3_d473e9489
von	w5_d473e9492
denen	w7_d473e9495
Franzosen	w9_d473e9498
hat	w11_d473e9501
einen	w13_d473e9505
merklichen	w1_d473e9510
Theil	w3_d473e9513
von	w5_d473e9516
Scheiderischen	w7_d473e9519
Corpo	w9_d473e9522
zu	w1_d473e9528
Kriegs=gefangenen	w3_d473e9531
gemacht,	w5_d473e9534
und	w7_d473e9537
die	w9_d473e9540
Bagage	w1_d473e9545
erbeutet;	w3_d473e9548
denen	w5_d473e9551
Alliirten	w7_d473e9554
ist	w9_d473e9557
die	w11_d473e9560
Communication	w1_d473e9565
zwisen	w3_d473e9568
Lippstadt	w5_d473e9571
und	w7_d473e9574
ihrer	w9_d473e9577
Armee	w1_d473e9582
abgeschnitten.	w3_d473e9585
Der	w5_d473e9588
Graf	w7_d473e9591
von	w9_d473e9594
St.	w11_d473e9597
Germain	w1_d473e9603
ist	w3_d473e9606
wider	w5_d473e9609
alles	w7_d473e9612
Vermuten	w9_d473e9615
mit	w11_d473e9618
aller	w13_d473e9622
seiner	w1_d473e9627
Equipage	w3_d473e9630
am	w5_d473e9633
20.	w7_d473e9636
von	w9_d473e9639
der	w11_d473e9642
Armee	w13_d473e9646
na	w15_d473e9649
cher	w1_d473e9654
Frankreich	w3_d473e9657
abmarschiret,	w5_d473e9660
sein	w7_d473e9663
Com	w9_d473e9666
mando	w1_d473e9671
hat	w3_d473e9674
der	w5_d473e9677
Herr	w7_d473e9680
von	w9_d473e9683
Muy	w11_d473e9686
übernom	w13_d473e9690
men.	w1_d473e9696
</p>
<head id="h4_d473e9714">
Erfurk	w1_d473e9718
24.	w3_d473e9721
Julii.	w5_d473e9724
</head>
<p id="p6_d473e9727">
Das	w1_d473e9731
Herzogl.	w3_d473e9734
Würtembergische	w5_d473e9737
Corps	w7_d473e9740
b'Armee	w1_d473e9745
trift	w3_d473e9748
den	w5_d473e9751
28.	w7_d473e9754
Julii	w9_d473e9757
in	w11_d473e9760
denen	w13_d473e9764
Ge	w15_d473e9767
genden	w1_d473e9772
von	w3_d473e9775
Heilbronn	w5_d473e9778
ein,	w7_d473e9781
den	w9_d473e9784
29.	w11_d473e9787
zu	w13_d473e9791
Oeh	w15_d473e9794
ungen,	w1_d473e9800
den	w3_d473e9803
30.	w5_d473e9806
Rast=tag,	w7_d473e9809
den	w9_d473e9812
31.	w11_d473e9815
in	w13_d473e9819
Lan	w15_d473e9822
genburg,	w1_d473e9827
den	w3_d473e9830
1.	w5_d473e9833
Augusti	w7_d473e9836
zu	w9_d473e9839
Creglingen,	w11_d473e9842
den	w1_d473e9847
2.	w3_d473e9850
Rast=tag,	w5_d473e9853
den	w7_d473e9856
3.	w9_d473e9859
in	w11_d473e9862
Uffenheim,	w13_d473e9866
den	w15_d473e9869
4.	w1_d473e9874
in	w3_d473e9877
Meinbernheim,	w5_d473e9880
den	w7_d473e9883
5.	w9_d473e9886
in	w11_d473e9889
Prichen	w13_d473e9893
stadt,	w1_d473e9899
den	w3_d473e9902
6.	w5_d473e9905
Rast=tag,	w7_d473e9908
den	w9_d473e9911
7.	w11_d473e9914
in	w13_d473e9918
Zahel	w15_d473e9921
stein,	w1_d473e9926
den	w3_d473e9929
8.	w5_d473e9932
in	w7_d473e9935
Hasfurt,	w9_d473e9938
den	w11_d473e9941
9.	w13_d473e9945
in	w15_d473e9948
Hofs	w17_d473e9951
hein,	w1_d473e9956
den	w3_d473e9959
10.	w5_d473e9962
Rast=tag,	w7_d473e9965
den	w9_d473e9968
11.	w11_d473e9971
in	w13_d473e9975
Röm	w15_d473e9978
bild	w1_d473e9983
und	w3_d473e9986
den	w5_d473e9989
12.	w7_d473e9992
in	w9_d473e9995
Meinungen.	w11_d473e9998
</p>
<head id="h2_d473e10004">
Genua	w1_d473e10008
12.	w3_d473e10011
Julii.	w5_d473e10014
</head>
<p id="p4_d473e10017">
Laut	w1_d473e10021
Briefen	w3_d473e10024
von	w5_d473e10027
Carthagena	w7_d473e10030
in	w9_d473e10033
Spa	w11_d473e10036
nien,	w1_d473e10041
liegen	w3_d473e10044
in	w5_d473e10047
dasigen	w7_d473e10050
Hafen	w9_d473e10053
würklich	w11_d473e10056
10.	w13_d473e10060
Kriegs=schiffe,	w1_d473e10065
nebst	w3_d473e10068
vielen	w5_d473e10071
Palandern	w7_d473e10074
und	w9_d473e10077
Brand=schiffen,	w1_d473e10083
fertig,	w3_d473e10086
vor	w5_d473e10089
Algier	w7_d473e10092
zu	w9_d473e10095
segeln,	w11_d473e10098
auf	w1_d473e10103
den	w3_d473e10106
Fall	w5_d473e10109
der	w7_d473e10112
Bey	w9_d473e10115
allda	w11_d473e10118
die	w13_d473e10122
von	w15_d473e10125
Sr.	w17_d473e10128
Catholischen	w1_d473e10133
Majestät	w3_d473e10136
vorgeschlagene	w5_d473e10139
Aus	w7_d473e10142
wechslung	w1_d473e10147
der	w3_d473e10150
Türken=sclaven	w5_d473e10153
gegen	w7_d473e10156
die	w9_d473e10159
Spanischen	w1_d473e10165
sich	w3_d473e10168
nicht	w5_d473e10171
gefallen	w7_d473e10174
lassen,	w9_d473e10177
und	w11_d473e10180
cas	w1_d473e10185
Lose=geld	w3_d473e10188
von	w5_d473e10191
200.	w7_d473e10194
Piasters,	w9_d473e10197
für	w11_d473e10200
jeden	w13_d473e10204
Spanier,	w1_d473e10209
den	w3_d473e10212
die	w5_d473e10215
Algierer	w7_d473e10218
mehr	w9_d473e10221
haben	w11_d473e10224
wür	w13_d473e10228
den,	w1_d473e10233
nicht	w3_d473e10236
annehmen	w5_d473e10239
wolte.	w7_d473e10242
Diese	w9_d473e10245
Briefe	w11_d473e10248
than	w1_d473e10254
hinzu,	w3_d473e10257
daß	w5_d473e10260
würklich	w7_d473e10263
5.	w9_d473e10266
Spanische	w11_d473e10269
Schiffe	w1_d473e10274
und	w3_d473e10277
eine	w5_d473e10280
Fregatte	w7_d473e10283
vor	w9_d473e10286
dem	w11_d473e10289
Hafen	w13_d473e10293
von	w1_d473e10298
Algier	w3_d473e10301
sich	w5_d473e10304
befänden,	w7_d473e10307
welche	w9_d473e10310
beordert	w11_d473e10313
wären,	w1_d473e10318
dem	w3_d473e10321
Bey	w5_d473e10324
einen	w7_d473e10327
solchen	w9_d473e10330
Antrag	w11_d473e10333
zu	w13_d473e10337
thun.	w1_d473e10343
Würde	w3_d473e10346
aber	w5_d473e10349
derselbe	w7_d473e10352
dazu	w9_d473e10355
sich	w11_d473e10358
nicht	w13_d473e10362
verstehen,	w1_d473e10367
so	w3_d473e10370
solten	w5_d473e10373
sie	w7_d473e10376
ohne	w9_d473e10379
Anstand	w11_d473e10382
eine	w13_d473e10386
ihrer	w1_d473e10391
Fregatten	w3_d473e10394
abschicken,	w5_d473e10397
um	w7_d473e10400
solches	w9_d473e10403
de	w11_d473e10406
nen	w1_d473e10411
zu	w3_d473e10414
Carthagena	w5_d473e10417
befindlichen	w7_d473e10420
Schiffen	w9_d473e10423
zu	w11_d473e10426
wissen	w1_d473e10432
zu	w3_d473e10435
thun.	w5_d473e10438
Von	w7_d473e10441
einer	w9_d473e10444
andern	w11_d473e10447
Seite	w13_d473e10451
der	w1_d473e10456
schreibt	w3_d473e10459
man	w5_d473e10462
über	w7_d473e10465
diese	w9_d473e10468
Materie,	w11_d473e10471
daß	w13_d473e10475
die	w1_d473e10480
Algierer	w3_d473e10483
würklich	w5_d473e10486
ein	w7_d473e10489
Spanisches	w9_d473e10492
Bom	w11_d473e10495
bardement	w1_d473e10500
befürchten,	w3_d473e10503
deswegen	w5_d473e10506
auch	w7_d473e10509
alle	w9_d473e10512
Christen=sclaven	w1_d473e10518
in	w3_d473e10521
Ketten	w5_d473e10524
und	w7_d473e10527
Banden	w9_d473e10530
ge	w11_d473e10533
leget,	w1_d473e10538
und	w3_d473e10541
zu	w5_d473e10544
einer	w7_d473e10547
tapfern	w9_d473e10550
Gegenwehr	w11_d473e10553
an	w13_d473e10557
dere	w1_d473e10562
Vorsicht	w3_d473e10565
mehr	w5_d473e10568
gebrauchet	w7_d473e10571
hätten.	w9_d473e10574
Der	w11_d473e10577
Französische	w1_d473e10582
Consul	w3_d473e10585
in	w5_d473e10588
Algier	w7_d473e10591
solle	w9_d473e10594
genöh	w11_d473e10597
ichet	w1_d473e10603
worden	w3_d473e10606
seyn,	w5_d473e10609
in	w7_d473e10612
Eil	w9_d473e10615
sich	w11_d473e10618
zu	w13_d473e10622
entfeinen,	w15_d473e10625
wden	w1_d473e10630
er	w3_d473e10633
einem	w5_d473e10636
Franzosen,	w7_d473e10639
der	w9_d473e10642
auf	w11_d473e10645
einer	w13_d473e10649
da	w15_d473e10652
hin	w1_d473e10657
gebrachten	w3_d473e10660
Spanischen	w5_d473e10663
Prise	w7_d473e10666
Sclave	w9_d473e10669
ge	w11_d473e10672
</p>
<p id="p6_d473e10675">
wesen,	w1_d473e10679
einen	w3_d473e10682
Paspork	w5_d473e10685
zu	w7_d473e10688
Handen	w9_d473e10691
gestellet.	w11_d473e10694
Von	w1_d473e10699
Marseille	w3_d473e10702
schreibt	w5_d473e10705
man,	w7_d473e10708
daß	w9_d473e10711
in	w11_d473e10714
denen	w13_d473e10718
Gewässern	w1_d473e10723
von	w3_d473e10726
der	w5_d473e10729
Provence	w7_d473e10732
10.	w9_d473e10735
Englän	w11_d473e10738
dische	w1_d473e10744
Kriegs=schiffe	w3_d473e10747
zum	w5_d473e10750
Vorschein	w7_d473e10753
gekom	w9_d473e10756
men	w1_d473e10761
seyen.	w3_d473e10764
</p>
<head id="h2_d473e10778">
Wien	w1_d473e10782
den	w3_d473e10785
6.	w5_d473e10788
Augusti	w7_d473e10791
1760.	w9_d473e10794
</head>
<p id="p4_d473e10797">
SSamstags	w1_d473e10801
den	w3_d473e10804
