<doc id="wr_1758-07-05" attrs="word" year="1758" month="07" day="05" corpus="2">
<head id="h2_d258e3225">
Dünkirchen	w1_d258e3229
Es	w1_d258e17660
habe	w3_d258e17663
alda	w5_d258e17666
Herr	w7_d258e17669
P.	w9_d258e17672
Franciscus	w11_d258e17675
Dolfin	w13_d258e17679
S.	w1_d258e17684
J.	w3_d258e17687
des	w5_d258e17690
Kaiserl.	w7_d258e17693
Prob=haus	w9_d258e17696
alhier	w11_d258e17699
ad	w13_d258e17703
S.	w15_d258e17706
An	w17_d258e17709
nam	w1_d258e17714
Rector	w3_d258e17717
unter	w5_d258e17720
anderen	w7_d258e17723
vorgestellet,	w9_d258e17726
was	w11_d258e17729
gestalten	w1_d258e17734
derselbe	w3_d258e17737
seiner	w5_d258e17740
auf	w7_d258e17743
denen	w9_d258e17746
in	w11_d258e17749
der	w13_d258e17753
so	w15_d258e17756
genannten	w1_d258e17762
Jäger=zeil	w3_d258e17765
alhier	w5_d258e17768
ligenden	w7_d258e17771
Gräfl.	w9_d258e17774
Preysingischen	w1_d258e17779
Häusern	w3_d258e17782
und	w5_d258e17785
Gärten,	w7_d258e17788
Satz	w9_d258e17791
weis	w1_d258e17796
haftender	w3_d258e17799
Anforderung	w5_d258e17802
halber,	w7_d258e17805
wider	w9_d258e17808
Herrn	w1_d258e17813
Johann	w3_d258e17816
Franz	w5_d258e17819
de	w7_d258e17822
Paula	w9_d258e17825
Grafen	w11_d258e17828
von	w13_d258e17832
Preysing	w1_d258e17838
die	w3_d258e17841
Gradus	w5_d258e17844
Executionis	w7_d258e17847
bereits	w9_d258e17850
meistentheils	w1_d258e17855
abgeführet	w3_d258e17858
habe,	w5_d258e17861
da	w7_d258e17864
nun	w9_d258e17867
aber	w11_d258e17870
erst=ermeldeter	w1_d258e17875
Herr	w3_d258e17878
Graf	w5_d258e17881
immittelst	w7_d258e17884
das	w9_d258e17887
Zein	w11_d258e17890
liche	w1_d258e17895
geseegnet	w3_d258e17898
hätte,	w5_d258e17901
und	w7_d258e17904
dessen	w9_d258e17907
Herren	w11_d258e17910
Er	w13_d258e17914
ben	w1_d258e17920
nicht	w3_d258e17923
ausfindig	w5_d258e17926
gemachet,	w7_d258e17929
weder	w9_d258e17932
die	w11_d258e17935
wei	w13_d258e17939
ters	w1_d258e17944
in	w3_d258e17947
Sachen	w5_d258e17950
ergehende	w7_d258e17953
Verordnungen	w9_d258e17956
denenselben	w1_d258e17961
intimiret	w3_d258e17964
werden	w5_d258e17967
könten,	w7_d258e17970
als	w9_d258e17973
hatte	w11_d258e17976
er	w1_d258e17981
P.	w3_d258e17984
Dolfin	w5_d258e17987
womit	w7_d258e17990
ihme	w9_d258e17993
sothane	w11_d258e17996
Gräflich	w13_d258e18000
Preysingische	w1_d258e18006
gerichtlich	w3_d258e18009
taxirte	w5_d258e18012
Häuser	w7_d258e18015
um	w9_d258e18018
das	w1_d258e18023
Schätzungs=quantum	w3_d258e18026
pr.	w5_d258e18029
7500	w7_d258e18032
fl.	w9_d258e18035
ein	w11_d258e18038
geantwortet,	w1_d258e18043
und	w3_d258e18046
die	w5_d258e18049
hierüber	w7_d258e18052
ergehende	w9_d258e18055
Verordnung	w1_d258e18060
denen	w3_d258e18063
besagt=Gräfl.	w5_d258e18066
Herren	w7_d258e18069
Erbs	w9_d258e18072
interessenten	w1_d258e18078
durch	w3_d258e18081
ein	w5_d258e18084
offenes	w7_d258e18087
Edict	w9_d258e18090
kund	w11_d258e18093
ge	w13_d258e18097
macht	w1_d258e18102
werden	w3_d258e18105
möchte,	w5_d258e18108
worüber	w7_d258e18111
dann	w9_d258e18114
der	w11_d258e18117
Gerichts=bräuchige	w1_d258e18122
Bescheid	w3_d258e18125
dahin:	w5_d258e18128
Fiat	w7_d258e18131
in	w9_d258e18134
hærendo	w1_d258e18139
prioribus	w3_d258e18142
Einantwortung,	w5_d258e18145
doch	w7_d258e18148
dessen	w1_d258e18154
vorhero	w3_d258e18157
zu	w5_d258e18160
erinneren,	w7_d258e18163
wofern	w9_d258e18166
nichts	w11_d258e18169
eingekommen	w1_d258e18174
Nichts)	w3_d258e18177
ergangen,	w5_d258e18180
und	w7_d258e18183
zugleich	w9_d258e18186
diese	w1_d258e18191
Verordnung	w3_d258e18194
durch	w5_d258e18197
ein	w7_d258e18200
gewöhnliches	w9_d258e18203
Edict	w1_d258e18208
intimiren	w3_d258e18211
zu	w5_d258e18214
lassen,	w7_d258e18217
und	w9_d258e18220
dahero	w11_d258e18223
sotha	w13_d258e18227
nes	w1_d258e18233
Edict	w3_d258e18236
bey	w5_d258e18239
der	w7_d258e18242
Canzley	w9_d258e18245
auszufertigen,	w11_d258e18248
verwilliget	w1_d258e18253
worden	w3_d258e18256
ist.	w5_d258e18259
Solchemnach	w7_d258e18262
nun	w9_d258e18265
wird	w11_d258e18268
ihnen	w1_d258e18273
Eingangs=gebacht=Gräfl.	w3_d258e18276
Preyfin	w5_d258e18279
gischen	w1_d258e18284
Herren	w3_d258e18287
Erben	w5_d258e18290
die	w7_d258e18293
hievor	w9_d258e18296
mentionirte	w11_d258e18299
Eina	w1_d258e18305
twortungs=erinnerungs=verordnung	w3_d258e18308
im	w5_d258e18311
Kraft	w1_d258e18316
eines	w3_d258e18319
Gerichts=üblichen	w5_d258e18322
sechs=wochi	w7_d258e18325
gen	w1_d258e18330
Termins	w3_d258e18333
von	w5_d258e18336
unten	w7_d258e18339
gesetztem	w9_d258e18342
Dato	w11_d258e18345
an,	w13_d258e18349
</p>
<p id="p6_d258e18352">
das	w1_d258e18356
ist	w3_d258e18359
bis	w5_d258e18362
7.	w7_d258e18365
Julii	w9_d258e18368
dies	w11_d258e18371
lauffenden	w13_d258e18375
Jahro,	w15_d258e18378
und	w1_d258e18383
zu	w3_d258e18386
dem	w5_d258e18389
Ende	w7_d258e18392
judicialite	w9_d258e18395
anerinneret,	w11_d258e18398
womit	w1_d258e18403
dieselbe	w3_d258e18406
binnen	w5_d258e18409
solcher	w7_d258e18412
Zeit	w9_d258e18415
ihre	w11_d258e18418
etwaf	w13_d258e18422
wider	w1_d258e18428
vorgedachte	w3_d258e18431
Einantwortung	w5_d258e18434
haben	w7_d258e18437
de	w1_d258e18442
Bedenken	w3_d258e18445
behörig	w5_d258e18448
mögen	w7_d258e18451
onzubringen	w9_d258e18454
wis	w11_d258e18457
sen.	w1_d258e18462
Actum	w3_d258e18465
Wien	w5_d258e18468
den	w7_d258e18471
22.	w9_d258e18474
May	w11_d258e18477
1758	w13_d258e18481
</p>
<p id="p8_d258e18484">
Es	w1_d258e18488
werden	w3_d258e18491
den	w5_d258e18494
11ten	w7_d258e18497
dies	w9_d258e18500
lauffenden	w11_d258e18503
Mo	w13_d258e18507
nats	w1_d258e18512
Julii	w3_d258e18515
fruhe	w5_d258e18518
von	w7_d258e18521
9.	w9_d258e18524
bis	w11_d258e18527
12.	w13_d258e18531
Nachmit	w15_d258e18534
tags	w1_d258e18539
aber	w3_d258e18542
von	w5_d258e18545
3.	w7_d258e18548
bis	w9_d258e18551
6.	w11_d258e18554
Uhr,	w13_d258e18558
in	w15_d258e18561
dem	w17_d258e18564
Doro	w19_d258e18567
the=hof	w1_d258e18573
in	w3_d258e18576
dasigen	w5_d258e18579
kleinen	w7_d258e18582
Höfl	w9_d258e18585
über	w11_d258e18588
die	w13_d258e18592
Schnecken=stiegen	w1_d258e18597
hinauf	w3_d258e18600
im	w5_d258e18603
3ten	w7_d258e18606
Stock	w9_d258e18609
rechter	w1_d258e18614
Hand	w3_d258e18617
gegen	w5_d258e18620
dem	w7_d258e18623
Capuciner=garten	w9_d258e18626
über,	w1_d258e18631
verschiedene	w3_d258e18634
sauber	w5_d258e18637
gebundene	w7_d258e18640
Bücher	w9_d258e18643
denen	w1_d258e18649
Meist=bietenden	w3_d258e18652
verkauffet	w5_d258e18655
werden,	w7_d258e18658
und	w9_d258e18661
ist	w1_d258e18666
hievon	w3_d258e18669
der	w5_d258e18672
Catalogus	w7_d258e18675
auf	w9_d258e18678
der	w11_d258e18681
Hohen	w13_d258e18685
brucken	w1_d258e18690
in	w3_d258e18693
der	w5_d258e18696
Buchhandlung	w7_d258e18699
zum	w9_d258e18702
goldenen	w11_d258e18705
Vließ	w1_d258e18710
gratis	w3_d258e18713
zu	w5_d258e18716
bekommen.	w7_d258e18719
</p>
<head id="h2_d258e18725">
EDICT.	w1_d258e18729
</head>
<p id="p4_d258e18732">
Von	w1_d258e18736
des	w3_d258e18739
von	w5_d258e18742
der	w7_d258e18745
Hoch=adelich	w9_d258e18748
von	w11_d258e18751
Reich	w13_d258e18755
mannischen	w1_d258e18760
Herrschaft	w3_d258e18763
Guttenbrunn	w5_d258e18766
nächt	w7_d258e18769
Baaden	w1_d258e18774
aufgestellten	w3_d258e18777
Judicii	w5_d258e18780
Delegati	w7_d258e18783
wegen	w9_d258e18786
wird	w1_d258e18792
hirmit	w3_d258e18795
durch	w5_d258e18798
dieses	w7_d258e18801
offentliche	w9_d258e18804
Edictse	w11_d258e18807
dermänniglich	w1_d258e18812
kund	w3_d258e18815
und	w5_d258e18818
zu	w7_d258e18821
wissen	w9_d258e18824
gemacht,	w11_d258e18827
welcher	w1_d258e18832
gestalten	w3_d258e18835
auf	w5_d258e18838
beschehen	w7_d258e18841
schriftliches	w9_d258e18844
Anlangen	w1_d258e18849
und	w3_d258e18852
Bitten	w5_d258e18855
des	w7_d258e18858
Herrn	w9_d258e18861
Ferdinand	w11_d258e18864
Aichinger	w1_d258e18870
von	w3_d258e18873
Buchenau,	w5_d258e18876
U.	w7_d258e18879
J.	w9_d258e18882
Goctoris.	w11_d258e18885
Hof	w1_d258e18890
und	w3_d258e18893
Gerichts=advoratens	w5_d258e18896
als	w7_d258e18899
gerichtlich	w9_d258e18902
verordnet	w1_d258e18907
Joseph	w3_d258e18910
Mölzerischen	w5_d258e18913
Coratori	w7_d258e18916
ac	w9_d258e18919
lites	w1_d258e18924
in	w3_d258e18927
eine	w5_d258e18930
nochmahlige	w7_d258e18933
offentliche	w9_d258e18936
Feilbiet	w11_d258e18939
und	w1_d258e18945
Licitirung	w3_d258e18948
der	w5_d258e18951
zu	w7_d258e18954
Gutenbrunn	w9_d258e18957
nächst	w11_d258e18960
Baa	w13_d258e18964
den	w1_d258e18969
gelegen=Joseph	w3_d258e18972
Mölzerischen	w5_d258e18975
Behau	w7_d258e18978
ung	w9_d258e18981
cum	w1_d258e18986
appertinentiis	w3_d258e18989
gewilliget	w5_d258e18992
worden	w7_d258e18995
sehe;	w9_d258e18998
da	w1_d258e19003
nun	w3_d258e19006
zu	w5_d258e19009
Vermehrung	w7_d258e19012
sothaner	w9_d258e19015
Licitation	w11_d258e19018
der	w1_d258e19024
8.	w3_d258e19027
nächst=kommenden	w5_d258e19030
Monats	w7_d258e19033
Julii	w9_d258e19036
zu	w11_d258e19039
Tagsatzung	w1_d258e19044
bestimmet	w3_d258e19047
worden.	w5_d258e19050
</p>
<p id="p6_d258e19053">
Als	w1_d258e19057
wird	w3_d258e19060
ein	w5_d258e19063
solches	w7_d258e19066
hiemit	w9_d258e19069
jedermännig	w11_d258e19072
lich,	w1_d258e19077
wer	w3_d258e19080
etwann	w5_d258e19083
vorbemeldte	w7_d258e19086
Behausung	w9_d258e19089
samt	w11_d258e19092
Baaders	w1_d258e19097
Gerechtigkeit,	w3_d258e19100
und	w5_d258e19103
anderer	w7_d258e19106
Zugehö	w9_d258e19109
rung	w1_d258e19115
käuflichen	w3_d258e19118
an	w5_d258e19121
sich	w7_d258e19124
zu	w9_d258e19127
bringen	w11_d258e19130
gesinnet	w13_d258e19134
ist,	w15_d258e19137
mit	w1_d258e19142
diesem	w3_d258e19145
offentlichen	w5_d258e19148
Edict	w7_d258e19151
zu	w9_d258e19154
dem	w11_d258e19157
Ende	w13_d258e19161
kund	w1_d258e19166
und	w3_d258e19169
zu	w5_d258e19172
wissen	w7_d258e19175
gemacht,	w9_d258e19178
damit	w11_d258e19181
ein	w13_d258e19185
sich	w15_d258e19188
hervorthurnder	w1_d258e19193
Kauffer	w3_d258e19196
bey	w5_d258e19199
obbemeldt	w7_d258e19202
auf	w9_d258e19205
den	w1_d258e19211
8ten	w3_d258e19214
künftigen	w5_d258e19217
Monats	w7_d258e19220
Julii	w9_d258e19223
Nachmit	w11_d258e19226
tag	w1_d258e19231
um	w3_d258e19234
2.	w5_d258e19237
Uhr	w7_d258e19240
bestimmten	w9_d258e19243
Licitationstagsa	w11_d258e19246
tzung	w1_d258e19251
in	w3_d258e19254
des	w5_d258e19257
Judicii	w7_d258e19260
Belegati	w9_d258e19263
in	w11_d258e19266
dem	w13_d258e19270
Zoem	w15_d258e19273
schen	w1_d258e19278
Haus	w3_d258e19281
neben	w5_d258e19284
dem	w7_d258e19287
Seitzer=hof	w9_d258e19290
im	w11_d258e19293
3ten	w13_d258e19297
Stock	w1_d258e19303
habender	w3_d258e19306
Wohnung	w5_d258e19309
erscheinen,	w7_d258e19312
und	w9_d258e19315
sich	w1_d258e19320
alda	w3_d258e19323
behörig	w5_d258e19326
anmelden	w7_d258e19329
lassen	w9_d258e19332
möge,	w11_d258e19335
alwo	w13_d258e19339
sodann	w1_d258e19344
das	w3_d258e19347
weitere	w5_d258e19350
behörig	w7_d258e19353
tractirt	w9_d258e19356
werden	w11_d258e19359
solle.	w1_d258e19364
Actum	w3_d258e19367
Wien	w5_d258e19370
den	w7_d258e19373
30.	w9_d258e19376
May	w11_d258e19379
1758.	w13_d258e19383
</p>
<head id="h2_d258e19415">
OURNAL	w1_d258e19419
Von	w1_d258e19424
der	w3_d258e19427
Kaiserl.	w5_d258e19430
und	w7_d258e19433
des	w9_d258e19436
Reichs=unter	w11_d258e19439
Commando	w13_d258e19443
des	w1_d258e19448
Herrn	w3_d258e19451
Pfalz=grafens	w5_d258e19454
zu	w7_d258e19457
Zweybrücken	w9_d258e19460
Durchl.	w11_d258e19463
stehenden	w13_d258e19467
Armee	w15_d258e19470
aus	w1_d258e19476
dem	w3_d258e19479
Haupt=quartier	w5_d258e19482
Saatz	w7_d258e19485
in	w9_d258e19488
Böheim,	w11_d258e19491
vom	w13_d258e19495
27sten	w15_d258e19498
bis	w1_d258e19503
30.	w3_d258e19506
Junii	w5_d258e19509
1758.	w7_d258e19512
</head>
<p id="p4_d258e19515">
DEn	w1_d258e19519
27.	w3_d258e19522
ruckte	w5_d258e19525
ein	w7_d258e19528
feindliches	w9_d258e19531
Commando	w11_d258e19534
ungefähr	w13_d258e19538
1500.	w15_d258e19541
Mann	w17_d258e19544
Sstark	w1_d258e19549
gegen	w3_d258e19552
unserem	w5_d258e19555
Verhack	w7_d258e19558
bey	w9_d258e19561
Weypert	w11_d258e19564
an,	w13_d258e19568
triebe	w15_d258e19571
die	w17_d258e19574
daselbsten	w19_d258e19577
stehende	w1_d258e19582
Croaten	w3_d258e19585
zuruck,	w5_d258e19588
und	w7_d258e19591
verfolgte	w9_d258e19594
solche	w11_d258e19597
bis	w13_d258e19601
Preßnitz,	w15_d258e19604
wobey	w17_d258e19607
un	w19_d258e19610
serer	w1_d258e19616
Seits	w3_d258e19619
5.	w5_d258e19622
Croaten	w7_d258e19625
getödtet,	w9_d258e19628
und	w11_d258e19631
7.	w13_d258e19635
bleßiret,	w15_d258e19638
auch	w17_d258e19641
1.	w19_d258e19644
Leutenant	w21_d258e19647
gefangen	w1_d258e19652
worden,	w3_d258e19655
der	w5_d258e19658
Feind	w7_d258e19661
hingegen	w9_d258e19664
nach	w11_d258e19667
Aussag	w13_d258e19671
derer	w15_d258e19674
Deferteurs	w17_d258e19677
ungefähr	w1_d258e19682
30.	w3_d258e19685
Todte	w5_d258e19688
und	w7_d258e19691
Bleßirte	w9_d258e19694
überkommen;	w11_d258e19697
da	w13_d258e19701
aber	w15_d258e19704
der	w17_d258e19707
Hr.	w19_d258e19710
Gene	w21_d258e19713
ral=feld=wacht=meister	w1_d258e19718
von	w3_d258e19721
Clefeld	w5_d258e19724
hierauf	w7_d258e19727
mit	w9_d258e19730
einem	w11_d258e19733
Commando	w13_d258e19737
an	w15_d258e19740
ruckte,	w1_d258e19746
um	w3_d258e19749
den	w5_d258e19752
Feind	w7_d258e19755
wiederum	w9_d258e19758
aus	w11_d258e19761
dem	w13_d258e19765
Verhack	w15_d258e19768
zu	w17_d258e19771
delogiren,	w19_d258e19774
hat	w21_d258e19777
selber	w1_d258e19782
solches	w3_d258e19785
nicht	w5_d258e19788
erwartet,	w7_d258e19791
sondern	w9_d258e19794
sich	w11_d258e19797
schleunigst	w13_d258e19801
nach	w15_d258e19804
Annaberg	w17_d258e19807
zuruck	w1_d258e19812
gezogen.	w3_d258e19815
Es	w5_d258e19818
liessen	w7_d258e19821
hierauf	w9_d258e19824
des	w11_d258e19827
commandirenden	w13_d258e19831
Generalen	w15_d258e19834
Prinzen	w1_d258e19839
von	w3_d258e19842
Zweybrücken	w5_d258e19845
Durchl.	w7_d258e19848
den	w9_d258e19851
Posto	w11_d258e19854
von	w13_d258e19858
Comotau	w15_d258e19861
und	w17_d258e19864
von	w19_d258e19867
Caaden	w1_d258e19873
mit	w3_d258e19876
2.	w5_d258e19879
Bataillonen,	w7_d258e19882
einigen	w9_d258e19885
Grenadiers,	w11_d258e19888
einem	w13_d258e19892
starken	w15_d258e19895
Comman	w17_d258e19898
do	w1_d258e19903
Teutscher	w3_d258e19906
Cavallerie	w5_d258e19909
und	w7_d258e19912
4.	w9_d258e19915
Stücken	w11_d258e19918
besetzen,	w13_d258e19922
um	w15_d258e19925
im	w17_d258e19928
Fall	w19_d258e19931
eines	w21_d258e19934
An	w23_d258e19937
grifs	w1_d258e19942
die	w3_d258e19945
diesseitige	w5_d258e19948
leichte	w7_d258e19951
Trupen	w9_d258e19954
mit	w11_d258e19957
Nachdruck	w13_d258e19961
unterstützen	w15_d258e19964
zu	w17_d258e19967
können.	w19_d258e19970
Den	w1_d258e19975
28.	w3_d258e19978
ruckte	w5_d258e19981
der	w7_d258e19984
Prinz	w9_d258e19987
Heinrich	w11_d258e19990
mit	w13_d258e19994
dem	w15_d258e19997
meisten	w17_d258e20000
Theil	w19_d258e20003
deren	w21_d258e20006
</p>
<p id="p6_d258e20009">
jenigen	w1_d258e20013
Trupen,	w3_d258e20016
welche	w5_d258e20019
theils	w7_d258e20022
in	w9_d258e20025
dem	w11_d258e20028
Reich	w13_d258e20032
herum	w15_d258e20035
gestreiffet,	w17_d258e20038
theils	w19_d258e20041
bey	w1_d258e20046
Oelßnitz	w3_d258e20049
und	w5_d258e20052
Plauen	w7_d258e20055
gestanden,	w9_d258e20058
in	w11_d258e20061
dem	w13_d258e20065
Lager	w15_d258e20068
bey	w17_d258e20071
Tschoppau	w19_d258e20074
ein,	w21_d258e20077
nachdeme	w1_d258e20082
er	w3_d258e20085
vorhero	w5_d258e20088
4.	w7_d258e20091
Regimenter	w9_d258e20094
in	w11_d258e20097
Zwickau	w13_d258e20101
gelassen,	w15_d258e20104
auch	w17_d258e20107
von	w19_d258e20110
sol	w21_d258e20113
chen	w1_d258e20119
ein	w3_d258e20122
Commando	w5_d258e20125
nacher	w7_d258e20128
Gera	w9_d258e20131
an	w11_d258e20134
die	w13_d258e20138
Leipziger	w15_d258e20141
Strassen	w17_d258e20144
abgeschi	w19_d258e20147
cket.	w1_d258e20152
Nach	w3_d258e20155
Aussag	w5_d258e20158
deren	w7_d258e20161
täglich	w9_d258e20164
ankommenden	w11_d258e20167
Deserteurs	w13_d258e20171
stehet	w15_d258e20174
der	w17_d258e20177
Obriste	w1_d258e20182
Mayer	w3_d258e20185
mit	w5_d258e20188
seinen	w7_d258e20191
Leuten	w9_d258e20194
zu	w11_d258e20197
Loßnitz	w13_d258e20201
und	w15_d258e20204
Marienberg,	w17_d258e20207
der	w19_d258e20210
Obrist	w21_d258e20213
leutenant	w1_d258e20218
Wunsch	w3_d258e20221
hingegen	w5_d258e20224
mit	w7_d258e20227
einem	w9_d258e20230
Bataillon	w11_d258e20233
und	w13_d258e20237
3.	w15_d258e20240
Escadrons	w17_d258e20243
Hussaren	w1_d258e20249
zu	w3_d258e20252
Annaberg.	w5_d258e20255
</p>
<p id="p8_d258e20258">
Den	w1_d258e20262
29.	w3_d258e20265
wurde	w5_d258e20268
ein	w7_d258e20271
feindliches	w9_d258e20274
Detaschement	w11_d258e20277
ungefähr	w13_d258e20281
von	w15_d258e20284
1200.	w17_d258e20287
Mann	w1_d258e20292
aus	w3_d258e20295
der	w5_d258e20298
Garnison	w7_d258e20301
von	w9_d258e20304
Dreßden	w11_d258e20307
über	w13_d258e20311
die	w15_d258e20314
Elbe	w17_d258e20317
geschicket,	w19_d258e20320
um	w21_d258e20323
de	w23_d258e20326
nen	w1_d258e20331
unserigen	w3_d258e20334
Partheyen	w5_d258e20337
(so	w7_d258e20340
der	w9_d258e20343
jenseits	w11_d258e20346
der	w13_d258e20350
Elbe	w15_d258e20353
postirt	w17_d258e20356
stehende	w19_d258e20359
Obri	w21_d258e20362
ste	w1_d258e20368
Törröck	w3_d258e20371
bis	w5_d258e20374
gegen	w7_d258e20377
die	w9_d258e20380
Thöre	w11_d258e20383
von	w13_d258e20387
Dreßden	w15_d258e20390
absendet,	w17_d258e20393
und	w19_d258e20396
welche	w21_d258e20399
</p>
<p id="p14_d258e20413">
die	w1_d258e20417
feindliche	w3_d258e20420
Communication	w5_d258e20423
über	w7_d258e20426
besagtem	w9_d258e20429
Fluß	w11_d258e20432
erschwehren)	w13_d258e20436
Ein	w15_d258e20439
halt	w1_d258e20444
zu	w3_d258e20447
thun.	w5_d258e20450
Es	w7_d258e20453
ist	w9_d258e20456
auch	w11_d258e20459
feindlicher	w13_d258e20463
Seits	w15_d258e20466
die	w17_d258e20469
Garnison	w19_d258e20472
von	w21_d258e20475
Sonnen	w23_d258e20478
stein	w1_d258e20483
mit	w3_d258e20486
300.	w5_d258e20489
Mann	w7_d258e20492
eben	w9_d258e20495
aus	w11_d258e20498
Dreßden	w13_d258e20502
verstärket	w15_d258e20505
worden,	w17_d258e20508
und	w19_d258e20511
wird	w21_d258e20514
dem	w1_d258e20520
Vernehmen	w3_d258e20523
nach	w5_d258e20526
noch	w7_d258e20529
stark	w9_d258e20532
an	w11_d258e20535
der	w13_d258e20539
Befestigung	w15_d258e20542
von	w17_d258e20545
Dreßden	w19_d258e20548
und	w21_d258e20551
Pirna,	w1_d258e20556
wie	w3_d258e20559
ingleichen	w5_d258e20562
an	w7_d258e20565
der	w9_d258e20568
Verschanzung	w11_d258e20571
des	w13_d258e20575
Lagers	w15_d258e20578
bey	w17_d258e20581
Tschoppau	w19_d258e20584
gearbeitet.	w1_d258e20589
Heute,	w3_d258e20592
als	w5_d258e20595
</p>
<p id="p16_d258e20598">
Den	w1_d258e20602
30.	w3_d258e20605
erhielte	w5_d258e20608
der	w7_d258e20611
commandirende	w9_d258e20614
General	w11_d258e20617
die	w13_d258e20621
Nachricht,	w15_d258e20624
daß	w1_d258e20629
der	w3_d258e20632
Hr.	w5_d258e20635
General=feld=marschall=leutenant	w7_d258e20638
von	w9_d258e20641
Dombasle	w11_d258e20644
mit	w13_d258e20648
seinem	w1_d258e20653
unterhabenden	w3_d258e20656
Corps	w5_d258e20659
den	w7_d258e20662
26.	w9_d258e20665
von	w11_d258e20668
Bamberg	w13_d258e20672
aufgebrochen,	w15_d258e20675
und	w17_d258e20678
gegen	w1_d258e20684
Voigtland	w3_d258e20687
und	w5_d258e20690
Sachsen	w7_d258e20693
marschiret	w9_d258e20696
seye,	w11_d258e20699
wie	w13_d258e20703
auch,	w15_d258e20706
daß	w17_d258e20709
Hr.	w19_d258e20712
Ge	w21_d258e20715
neral	w1_d258e20720
Esterhazy	w3_d258e20723
ein	w5_d258e20726
beträchtliches	w7_d258e20729
Detaschement	w9_d258e20732
unter	w11_d258e20735
dem	w13_d258e20739
Comman	w15_d258e20742
do	w1_d258e20747
des	w3_d258e20750
Hrn.	w5_d258e20753
General	w7_d258e20756
Lusinsky	w9_d258e20759
bis	w11_d258e20762
Oelßnitz	w13_d258e20766
in	w15_d258e20769
Sachsen	w17_d258e20772
vorrucken	w19_d258e20775
lassen	w21_d258e20778
von	w1_d258e20783
wannen	w3_d258e20786
die	w5_d258e20789
Vor=posten	w7_d258e20792
sich	w9_d258e20795
bis	w11_d258e20798
gegen	w13_d258e20802
Reichenbach	w15_d258e20805
erstrecken;	w17_d258e20808
die	w19_d258e20811
Patrouillen	w1_d258e20817
aber	w3_d258e20820
sogar	w5_d258e20823
bis	w7_d258e20826
gegen	w9_d258e20829
Zwickau	w11_d258e20832
abgeschicket	w13_d258e20836
werden;	w15_d258e20839
wobey	w17_d258e20842
zu	w1_d258e20847
vernehmen	w3_d258e20850
gewesen,	w5_d258e20853
daß	w7_d258e20856
der	w9_d258e20859
Preußische	w11_d258e20862
General	w13_d258e20866
von	w15_d258e20869
Jtzenplitz	w17_d258e20872
in	w19_d258e20875
Zwickau	w1_d258e20880
commandire,	w3_d258e20883
daß	w5_d258e20886
die	w7_d258e20889
Jnfanterie	w9_d258e20892
allda	w11_d258e20895
in	w13_d258e20899
der	w15_d258e20902
Stadt	w17_d258e20905
lige,	w19_d258e20908
die	w21_d258e20911
Cavallerie	w1_d258e20916
hingegen	w3_d258e20919
hinter	w5_d258e20922
der	w7_d258e20925
Stadt	w9_d258e20928
auf	w11_d258e20931
der	w13_d258e20935
Strasse	w15_d258e20938
gegen	w17_d258e20941
Kemnit	w19_d258e20944
postiret	w1_d258e20950
seye.	w3_d258e20953
</p>
<p id="p18_d258e20956">
Anderweitigen	w1_d258e20960
Nachrichten	w3_d258e20963
aus	w5_d258e20966
Sachsen	w7_d258e20969
zufolge	w9_d258e20972
hat	w11_d258e20975
Prinz	w13_d258e20979
Hein	w15_d258e20982
rich	w1_d258e20987
die	w3_d258e20990
ganze	w5_d258e20993
Garnison	w7_d258e20996
von	w9_d258e20999
Leipzig	w11_d258e21002
zur	w13_d258e21006
Armee	w15_d258e21009
gezogen,	w17_d258e21012
und	w19_d258e21015
in	w21_d258e21018
die	w23_d258e21021
ser	w1_d258e21026
Stadt	w3_d258e21029
nur	w5_d258e21032
ein	w7_d258e21035
einziges	w9_d258e21038
Bataillon	w11_d258e21041
von	w13_d258e21045
Saldern,	w15_d258e21048
nebst	w17_d258e21051
etlichen	w19_d258e21054
100	w21_d258e21057
Kranken	w1_d258e21063
zuruck	w3_d258e21066
gelassen,	w5_d258e21069
auch	w7_d258e21072
sogar	w9_d258e21075
das	w11_d258e21078
ganze	w13_d258e21082
Magazin	w15_d258e21085
von	w17_d258e21088
dar	w19_d258e21091
nach	w21_d258e21094
Kemnitz	w1_d258e21099
zu	w3_d258e21102
transportiren	w5_d258e21105
befohlen.	w7_d258e21108
</p>
<p id="p20_d258e21111">
Uebrigens	w1_d258e21115
soll	w3_d258e21118
man	w5_d258e21121
feindlicher	w7_d258e21124
Seits	w9_d258e21127
über	w11_d258e21130
dem	w13_d258e21134
Anmarsch	w15_d258e21137
der	w17_d258e21140
Kaiserl.	w1_d258e21145
Rußischen	w3_d258e21148
Auxiliar=trupen	w5_d258e21151
(welche	w7_d258e21154
sich	w9_d258e21157
allbereits,	w11_d258e21160
wie	w13_d258e21164
dar	w15_d258e21167
Gerüchte	w1_d258e21172
gehet,	w3_d258e21175
denen	w5_d258e21178
Schlesisch	w7_d258e21181
und	w9_d258e21184
Brandeburgischen	w11_d258e21187
Gränzen	w13_d258e21191
na	w15_d258e21194
heren)	w1_d258e21200
sehr	w3_d258e21203
bestürzet	w5_d258e21206
seyn,	w7_d258e21209
und	w9_d258e21212
solle	w11_d258e21215
auch	w13_d258e21219
die	w15_d258e21222
Armee	w17_d258e21225
im	w19_d258e21228
Lager	w21_d258e21231
