<doc id="edoc_wd_1772-06-17" attrs="word" year="1772" month="06" day="17" corpus="1">
<head id="hl1">
Venedig	w28
hochfeyerlichen	w1830
Gottesdienst	w1831
des	w1832
Festes	w1833
der	w1834
allerheiligsten	w1835
Dreyfaltigkeit	w1836
in	w1837
der	w1838
Schloßkapelle	w1839
zu	w1840
Schönbrun	w1841
beygewohnet	w1842
<g/>
;
und	w1844
es	w1845
wurde	w1846
dem	w1847
hohen	w1848
Adel	w1849
zur	w1850
Gala	w1851
auf	w1852
Montag	w1853
angesaget	w1854
<g/>
.
</p>
<p id="p22">
Montags	w1856
hat	w1857
der	w1858
kais	w1859
<g/>
.
kön	w1861
<g/>
.
Hofe	w1863
die	w1864
Gala	w1865
angezogen	w1866
<g/>
,
und	w1868
sind	w1869
die	w1870
deutsch	w1871
<g/>
=
und	w1873
hunga=risch	w1874
<g/>
=
adelichen	w1876
Leibgarden	w1877
<g/>
,
in	w1879
ihren	w1880
Gala=uniformen	w1881
<g/>
=
erschienen	w1883
<g/>
.
Nachmittags	w1885
haben	w1886
alle	w1887
Hrn	w1888
<g/>
.
Botschafter	w1890
und	w1891
Gesandte	w1892
bey	w1893
Jh=rer	w1894
<g/>
=
Majest	w1896
<g/>
.
der	w1898
Kaiserinn	w1899
Königinn	w1900
die	w1901
Auf=wartung	w1902
<g/>
=
gemacht	w1904
<g/>
,
und	w1906
die	w1907
Wünsche	w1908
abgestat=tet	w1909
<g/>
=
<g/>
;
die	w1912
kais	w1913
<g/>
.
kön	w1915
<g/>
.
geheimden	w1917
Räthe	w1918
<g/>
,
Käm=merer	w1920
<g/>
=
Hof	w1922
<g/>
=
und	w1924
Staatsdamen	w1925
Hrn	w1926
<g/>
.
Offi=ciere	w1928
<g/>
=
und	w1930
adelichen	w1931
Leibgarden	w1932
<g/>
,
mit	w1934
den	w1935
übri=gen	w1936
<g/>
=
Hofpartheyen	w1938
sind	w1939
zum	w1940
allergnädigsten	w1941
Handkuß	w1942
gelassen	w1943
worden	w1944
<g/>
.
Gleich	w1946
nach	w1947
7	w1948
<g/>
.
Uhr	w1950
hat	w1951
das	w1952
große	w1953
Apartement	w1954
angefangen	w1955
wobey	w1956
die	w1957
allerhöchst	w1958
<g/>
=
und	w1960
höchsten	w1961
Herr=schaften	w1962
<g/>
=
mit	w1964
allen	w1965
Hrn	w1966
<g/>
.
Botschaftern	w1968
und	w1969
Ge=sandten	w1970
<g/>
=
<g/>
,
nebst	w1973
einer	w1974
unzähligen	w1975
Menge	w1976
des	w1977
hohen	w1978
Adels	w1979
beyderley	w1980
Geschlechts	w1981
in	w1982
kostba=rester	w1983
<g/>
=
Gala	w1985
erschienen	w1986
und	w1987
nach	w1988
8	w1989
<g/>
.
Uhr	w1991
sich	w1992
geendet	w1993
hat	w1994
<g/>
.
Vor	w1996
dem	w1997
Apartement	w1998
ist	w1999
eine	w2000
Promotion	w2001
von	w2002
nachfolgenden	w2003
neu	w2004
ernannten	w2005
Kämmerern	w2006
öffentlich	w2007
abgelesen	w2008
worden	w2009
<g/>
;
Als	w2011
</p>
<p id="p23">
Wirkliche	w2012
Kämmerer	w2013
<g/>
.
</p>
<list id="li2">
Wratislau	w2015
v	w2016
<g/>
.
Mitrowitz	w2018
Graf	w2019
Franz	w2020
Wenzel	w2021
<g/>
.
Szöreny	w2023
Freyherr	w2024
Joseph	w2025
<g/>
.
Haller	w2027
Graf	w2028
Peter	w2029
<g/>
.
Schafgotsch	w2031
Graf	w2032
Franz	w2033
<g/>
.
Senzeille	w2035
Baron	w2036
v	w2037
<g/>
.
Soumaigne	w2039
und	w2040
v	w2041
<g/>
.
Han	w2043
Arnold	w2044
Mathias	w2045
Franz	w2046
<g/>
.
Zavaglia	w2048
Freyherr	w2049
Karl	w2050
<g/>
.
Nalatzky	w2052
Freyherr	w2053
Karl	w2054
<g/>
.
Pertusati	w2056
Graf	w2057
Franz	w2058
<g/>
.
Trivulzi	w2060
Marcheß	w2061
Hieronymus	w2062
<g/>
.
Raigecourt	w2064
Graf	w2065
Karl	w2066
Hieronymus	w2067
<g/>
.
St	w2069
<g/>
.
Jgnon	w2071
Graf	w2072
<g/>
.
Nitzky	w2074
Stephan	w2075
Graf	w2076
<g/>
.
</list>
<p id="p24">
Decretisten	w2078
<g/>
.
</p>
<list id="li3">
Waldstein	w2080
<g/>
=
Wartenberg	w2082
Graf	w2083
Karl	w2084
Joseph	w2085
<g/>
.
</list>
<list id="li4">
Schwerts	w2087
<g/>
=
Sporck	w2089
Graf	w2090
Philipp	w2091
Benitins	w2093
Hartig	w2094
Graf	w2095
Franz	w2096
<g/>
.
Roden	w2098
Freyherr	w2099
v	w2100
<g/>
.
Hierzenau	w2102
Franz	w2103
Joseph	w2104
<g/>
.
Trasaignies	w2106
v	w2107
<g/>
.
Jttre	w2109
Graf	w2110
<g/>
.
</list>
<p id="p25">
Sonn	w2112
<g/>
=
und	w2114
Montags	w2115
sind	w2116
die	w2117
Stadtthöre	w2118
von	w2119
dem	w2120
Sperrgeld	w2121
<g/>
,
und	w2123
am	w2124
Montag	w2125
Nach=mittags	w2126
<g/>
=
auch	w2128
die	w2129
Linien	w2130
von	w2131
dem	w2132
sonst	w2133
ge=wöhnliche	w2134
<g/>
=
Weggeld	w2136
freygelassen	w2137
worden	w2138
<g/>
.
</p>
<p id="p26">
Dienstags	w2140
sind	w2141
der	w2142
Hr	w2143
<g/>
.
Herzog	w2145
Albert	w2146
zu	w2147
Sachsenteschen	w2148
in	w2149
Schlesien	w2150
mit	w2151
höcht	w2152
dero	w2153
Frauen	w2154
Gemahlinn	w2155
königl	w2156
<g/>
.
Hoheiten	w2158
wieder	w2159
nach	w2160
Preßburg	w2161
abgegangen	w2162
<g/>
.
</p>
<p id="p27">
Eben	w2164
diesen	w2165
Tag	w2166
da	w2167
der	w2168
Hochwürdige	w2169
Pa=ter	w2170
<g/>
=
Cäsarius	w2172
Marc	w2173
<g/>
,
des	w2175
minderen	w2176
Ordens	w2177
St	w2178
<g/>
.
Francisci	w2180
Reform	w2181
<g/>
.
durch	w2183
22	w2184
<g/>
.
Jahr	w2186
würk=licher	w2187
<g/>
=
Commissarius	w2189
Generalis	w2190
des	w2191
Löbl	w2192
<g/>
.
Jungfrauenstifts	w2194
St	w2195
<g/>
.
Clarä	w2197
Ordens	w2198
bey	w2199
Ma=ria	w2200
<g/>
=
deren	w2202
Engeln	w2203
genannt	w2204
<g/>
,
die	w2206
glückliche	w2207
Ju=belzeit	w2208
<g/>
=
seiner	w2210
50	w2211
<g/>
.
jährigen	w2213
Priesterschaft	w2214
mit	w2215
allem	w2216
Ruhme	w2217
erlebet	w2218
<g/>
,
haben	w2220
Jhre	w2221
Majest	w2222
<g/>
.
die	w2224
Kaiserinn	w2225
Königinn	w2226
mit	w2227
des	w2228
Erzherzogs	w2229
Maximilian	w2230
<g/>
,
wie	w2232
auch	w2233
den	w2234
zwey	w2235
Erzher=zoginnen	w2236
<g/>
=
Maria	w2238
Anna	w2239
und	w2240
Elisabeth	w2241
kön	w2242
<g/>
.
Hoheiten	w2244
um	w2245
8	w2246
<g/>
.
Uhr	w2248
frühe	w2249
von	w2250
Schönbrun	w2251
herein	w2252
in	w2253
das	w2254
Löbliche	w2255
königl	w2256
<g/>
.
Jungfrau=enstift	w2258
<g/>
=
sich	w2260
erhoben	w2261
<g/>
,
allwo	w2263
der	w2264
Hochwürdig=jubilirte	w2265
<g/>
=
Primitiant	w2267
in	w2268
Gegenwart	w2269
aller=höchst	w2270
<g/>
=
<g/>
=
und	w2273
Höchster	w2274
Herrschaften	w2275
<g/>
,
hohen	w2277
Alters	w2278
halber	w2279
<g/>
,
in	w2281
der	w2282
Stille	w2283
in	w2284
der	w2285
Ma=rianischen	w2286
<g/>
=
Gnadenkapelle	w2288
seine	w2289
zweyte	w2290
Heil	w2291
<g/>
.
Meße	w2293
Gott	w2294
dem	w2295
Allmächtigen	w2296
geopfert	w2297
<g/>
,
Jhre	w2299
Majest	w2300
<g/>
.
die	w2302
Kaiserinn	w2303
geruheten	w2304
aller=gnädigst	w2305
<g/>
=
den	w2307
Brautkranz	w2308
Sr	w2309
<g/>
.
königl	w2311
<g/>
.
Hoheit	w2313
dem	w2314
Erzherzogen	w2315
Maximilian	w2316
zu	w2317
übergeben	w2318
<g/>
,
welche	w2320
königl	w2321
<g/>
.
Hoheit	w2323
selben	w2324
dem	w2325
Jubilirten	w2326
an	w2327
den	w2328
Arm	w2329
gebracht	w2330
<g/>
,
und	w2332
zugleich	w2333
aus	w2334
an=gebohrner	w2335
<g/>
=
Andacht	w2337
auferbäulichst	w2338
ministriret	w2339
<g/>
;
Se	w2341
<g/>
.
Hochwürden	w2343
und	w2344
Gnaden	w2345
Hr	w2346
<g/>
.
Jgnatz	w2348
Müller	w2349
des	w2350
hochlöbl	w2351
<g/>
.
Stifts	w2353
deren	w2354
regulirten	w2355
Chorherren	w2356
bey	w2357
St	w2358
<g/>
.
Dorothe	w2360
würdigster	w2361
Prä=lat	w2362
<g/>
=
ꝛc	w2364
<g/>
.
haben	w2366
sich	w2367
gewürdiget	w2368
dem	w2369
Primitian=ten	w2370
<g/>
=
zu	w2372
aßistiren	w2373
<g/>
,
und	w2375
der	w2376
hochwürdige	w2377
P	w2378
<g/>
.
Provincial	w2380
und	w2381
P	w2382
<g/>
.
Quardian	w2384
des	w2385
hiesigen	w2386
Convents	w2387
bey	w2388
St	w2389
<g/>
.
Hieronymus	w2391
sind	w2392
ihme	w2393
bey=gestanden	w2394
<g/>
=
<g/>
.
Nach	w2397
der	w2398
Primitz	w2399
geruheten	w2400
Jhre	w2401
kais	w2402
<g/>
.
kön	w2404
<g/>
.
apost	w2406
<g/>
.
Majest	w2408
<g/>
.
in	w2410
allerhöchsten	w2411
Gna=den	w2412
<g/>
=
nicht	w2414
nur	w2415
allein	w2416
den	w2417
P	w2418
<g/>
.
Primitianten	w2420
<g/>
,
son=dern	w2422
<g/>
=
auch	w2424
den	w2425
P	w2426
<g/>
.
Provincial	w2428
und	w2429
P	w2430
<g/>
.
Guar=dian	w2432
<g/>
=
mit	w2434
göldenen	w2435
Medaillen	w2436
zu	w2437
beehren	w2438
<g/>
,
so=dann	w2440
<g/>
=
sich	w2442
wieder	w2443
nach	w2444
Schönbrun	w2445
zu	w2446
verfügen	w2447
<g/>
.
</p>
<p id="p28">
Mittags	w2449
wurde	w2450
der	w2451
hochwürdige	w2452
Primitiant	w2453
sammt	w2454
seinen	w2455
dazu	w2456
eingeladenen	w2457
Gästen	w2458
<g/>
,
wie	w2460
auch	w2461
das	w2462
ganze	w2463
löbl	w2464
<g/>
.
königl	w2466
<g/>
.
Jungfrauenstift	w2468
auf	w2469
Kosten	w2470
des	w2471
allerhöchsten	w2472
Hofes	w2473
gespeiset	w2474
<g/>
.
</p>
<p id="p29">
Nachdem	w2476
Jhre	w2477
k	w2478
<g/>
.
k	w2480
<g/>
.
apost	w2482
<g/>
.
Majest	w2484
<g/>
.
zur	w2486
Abhülf	w2487
der	w2488
im	w2489
verflossenen	w2490
Jahr	w2491
1771	w2492
<g/>
.
für=gewesten	w2494
<g/>
=
Getreid	w2496
<g/>
=
und	w2498
Brodnoth	w2499
<g/>
,
welche	w2501
auch	w2502
allerhöchst	w2503
Dero	w2504
Unterthanen	w2505
in	w2506
Schwa=ben	w2507
<g/>
=
gedrücket	w2509
<g/>
,
aus	w2511
angebohrner	w2512
Landesmüt=terlicher	w2513
<g/>
=
Gutthätigkeit	w2515
und	w2516
Mitleiden	w2517
nicht	w2518
nur	w2519
diesen	w2520
<g/>
,
sondern	w2522
auch	w2523
denen	w2524
in	w2525
der	w2526
Marg=grafschaft	w2527
<g/>
=
Burgau	w2529
befindlichen	w2530
Reichsstän=den	w2531
<g/>
=
<g/>
,
eine	w2534
Menge	w2535
Getreid	w2536
aus	w2537
Hungarn	w2538
na=cher	w2539
<g/>
=
Günzburg	w2541
senden	w2542
zu	w2543
lassen	w2544
geruhet	w2545
<g/>
.
So	w2547
waren	w2548
Se	w2549
<g/>
.
Excellenz	w2551
der	w2552
Herr	w2553
Reichsprälat	w2554
zu	w2555
Wettenhausen	w2556
der	w2557
erste	w2558
<g/>
,
welcher	w2560
für	w2561
die=se	w2562
<g/>
=
unschätzbareste	w2564
k	w2565
<g/>
.
k	w2567
<g/>
.
Wohlthat	w2569
sowohl	w2570
ein	w2571
besonderes	w2572
Dankfest	w2573
unter	w2574
Einberufung	w2575
der	w2576
Reichsstistischen	w2577
Unterthanen	w2578
abgehalten	w2579
<g/>
,
und	w2581
durch	w2582
eine	w2583
in	w2584
Druck	w2585
bekannt	w2586
gemachte	w2587
zierliche	w2588
Dankrede	w2589
das	w2590
Volk	w2591
zu	w2592
Abstattung	w2593
des	w2594
eifrigen	w2595
Gebeths	w2596
für	w2597
der	w2598
großmüthigsten	w2599
Wohlthäterinn	w2600
Majestät	w2601
ermahnet	w2602
<g/>
,
als	w2604
zu	w2605
Verewigung	w2606
der	w2607
Dankbarkeit	w2608
eine	w2609
Denkmün=ze	w2610
<g/>
=
zu	w2612
errichten	w2613
sich	w2614
beeiferet	w2615
<g/>
,
und	w2617
verwendet	w2618
hat	w2619
<g/>
.
Dessen	w2621
Vorstellung	w2622
ist	w2623
folgende	w2624
<g/>
.
</p>
<p id="p30">
Auf	w2626
der	w2627
Reversseite	w2628
wird	w2629
der	w2630
Empfang	w2631
der	w2632
Wohlthat	w2633
ausgedrücket	w2634
<g/>
:
allwo	w2636
die	w2637
Stadt	w2638
Günzburg	w2639
mit	w2640
der	w2641
umliegenden	w2642
angenehmen	w2643
Landschaft	w2644
<g/>
,
durch	w2646
welche	w2647
die	w2648
Donau	w2649
schlän=gelnd	w2650
<g/>
=
herabfließet	w2652
<g/>
,
in	w2654
einem	w2655
künstlich	w2656
bear=beiteten	w2657
<g/>
=
Perspective	w2659
sich	w2660
zeiget	w2661
<g/>
,
und	w2663
vor	w2664
der	w2665
Stadt	w2666
am	w2667
Ufer	w2668
verschiedene	w2669
mit	w2670
Getreid	w2671
beladene	w2672
Schiffe	w2673
anländen	w2674
<g/>
,
die	w2676
Bürger	w2677
aber	w2678
in	w2679
Ausschiffung	w2680
der	w2681
Getreidsäcken	w2682
beschäfti=get	w2683
<g/>
=
sind	w2685
<g/>
.
Jm	w2687
Luftkreis	w2688
stehet	w2689
die	w2690
Umschrift	w2691
<g/>
:
</p>
<p id="p31">
Et	w2693
facta	w2694
est	w2695
quasi	w2696
navis	w2697
de	w2698
longe	w2699
portans	w2700
panem	w2701
<g/>
.
</p>
<p id="p32">
Sie	w2703
ist	w2704
einem	w2705
Schif	w2706
ähnlich	w2707
worden	w2708
<g/>
,
wel=ches	w2710
<g/>
=
von	w2712
Ferne	w2713
her	w2714
<g/>
,
das	w2716
Brod	w2717
zuführet	w2718
<g/>
.
</p>
<p id="p33">
Jn	w2720
dessen	w2721
Abschnitt	w2722
aber	w2723
<g/>
:
</p>
<p id="p34">
In	w2725
memoriam	w2726
beneficii	w2727
tempore	w2728
famis	w2729
ac-cepti	w2730
<g/>
-
<g/>
,
</p>
<p id="p35">
Augustinus	w2733
PrælatusPraelatus	w2734
<g/>
,
</p>
<p id="p36">
Canonici	w2736
Lateranenses	w2737
<g/>
,
</p>
<p id="p37">
<g/>
&
populus	w2740
Wettenhusanus	w2741
<g/>
.
</p>
<p id="p38">
Auf	w2743
der	w2744
Aversseite	w2745
befindet	w2746
sich	w2747
das	w2748
un=gemein	w2749
<g/>
=
ähnliche	w2751
Brustbild	w2752
ihrer	w2753
Majestät	w2754
auf	w2755
einer	w2756
von	w2757
dem	w2758
Dank	w2759
errichteten	w2760
Denk=säule	w2761
<g/>
=
mit	w2763
der	w2764
Umschrift	w2765
<g/>
:
</p>
<p id="p39">
MariæMariae	w2767
TheresiæTheresiae	w2768
Aug	w2769
<g/>
.
Vid	w2771
<g/>
.
nostrænostrae	w2773
<g/>
.
</p>
<p id="p40">
Jn	w2775
Fußgestelle	w2776
der	w2777
Säule	w2778
sind	w2779
die	w2780
Wort	w2781
des	w2782
Propheten	w2783
Joel	w2784
<g/>
.
</p>
<p id="p41">
Ego	w2786
mittam	w2787
vobis	w2788
frumentum	w2789
<g/>
.
</p>
<p id="p42">
Neben	w2791
derselben	w2792
stehet	w2793
die	w2794
Bildniß	w2795
des	w2796
Hrn	w2797
<g/>
.
Reichsprälaten	w2799
mit	w2800
einigen	w2801
Canonicis	w2802
<g/>
,
und	w2804
zeiget	w2805
einem	w2806
Bürger	w2807
<g/>
,
welcher	w2809
sich	w2810
dank=bar	w2811
<g/>
=
verbeugt	w2813
<g/>
,
und	w2815
einem	w2816
Bauer	w2817
<g/>
,
der	w2819
seine	w2820
Augen	w2821
gegen	w2822
den	w2823
Himmel	w2824
erhebend	w2825
<g/>
,
den	w2827
Allmächtigen	w2828
für	w2829
die	w2830
Erhaltung	w2831
der	w2832
Kaise=rin	w2833
<g/>
=
anflehet	w2835
<g/>
,
die	w2837
Pflicht	w2838
des	w2839
Dankes	w2840
<g/>
,
und	w2842
wie	w2843
sie	w2844
solchen	w2845
auch	w2846
ihren	w2847
Kindern	w2848
einprä=peneinpräpen	w2849
<g/>
=
sollen	w2851
<g/>
.
Auf	w2853
der	w2854
anderen	w2855
Seite	w2856
erschei=net	w2857
<g/>
=
eine	w2859
Schwäbinn	w2860
<g/>
,
die	w2862
ihre	w2863
Kinder	w2864
zu	w2865
die=sen	w2866
<g/>
=
Dank	w2868
ermunteret	w2869
<g/>
,
und	w2871
ihr	w2872
Töchterl	w2873
mit	w2874
beeden	w2875
Armen	w2876
in	w2877
die	w2878
Höhe	w2879
hebet	w2880
<g/>
,
welches	w2882
sich	w2883
bemühet	w2884
<g/>
,
mit	w2886
Hinstreckung	w2887
ihrer	w2888
kleinen	w2889
Hände	w2890
dem	w2891
Bild	w2892
der	w2893
Wohlthäterinn	w2894
einen	w2895
Blumenkranz	w2896
darzureichen	w2897
<g/>
:
das	w2899
Söhnlein	w2900
aber	w2901
eben	w2902
mit	w2903
einem	w2904
Kranz	w2905
in	w2906
der	w2907
Hand	w2908
ist	w2909
mit	w2910
vermischten	w2911
Geberden	w2912
der	w2913
Bewunderung	w2914
und	w2915
des	w2916
freudigen	w2917
Dankes	w2918
beschäftiget	w2919
<g/>
,
die	w2921
auf	w2922
den	w2923
Fußgestell	w2924
stehende	w2925
Worte	w2926
seiner	w2927
Gedächtniß	w2928
einzudrücken	w2929
<g/>
.
</p>
<p id="p43">
Mit	w2931
allergnädigster	w2932
Erlaubniß	w2933
ist	w2934
diese	w2935
silberne	w2936
Denkmünze	w2937
<g/>
,
woran	w2939
der	w2940
k	w2941
<g/>
.
k	w2943
<g/>
.
Münz=graveur	w2945
<g/>
=
Hr	w2947
<g/>
.
König	w2949
die	w2950
Stärke	w2951
seiner	w2952
Kunst	w2953
bestättiget	w2954
hat	w2955
<g/>
,
in	w2957
Günzburg	w2958
gepräget	w2959
wor=den	w2960
<g/>
=
<g/>
,
und	w2963
ist	w2964
nun	w2965
auch	w2966
allhier	w2967
bey	w2968
dem	w2969
k	w2970
<g/>
.
k	w2972
<g/>
.
Böheim	w2974
<g/>
=
Oesterreichischen	w2976
Hofkanzley	w2977
Agen=ten	w2978
<g/>
=
Hrn	w2980
<g/>
.
Epp	w2982
in	w2983
dem	w2984
Winterischen	w2985
Haus	w2986
unter	w2987
dem	w2988
Tuchlauben	w2989
<g/>
,
für	w2991
2	w2992
<g/>
.
fl	w2994
<g/>
.
das	w2996
Stück	w2997
zu	w2998
haben	w2999
<g/>
.
</p>
<p id="p44">
Den	w3001
8	w3002
<g/>
.
Junii	w3004
hat	w3005
die	w3006
allhiesige	w3007
k	w3008
<g/>
.
k	w3010
<g/>
.
Aka=demie	w3012
<g/>
=
der	w3014
Mahler	w3015
<g/>
=
Bildhauer	w3017
<g/>
=
und	w3019
Bau=kunst	w3020
<g/>
=
eine	w3022
besondere	w3023
Versammlung	w3024
gehalten	w3025
<g/>
,
und	w3027
den	w3028
Hrn	w3029
<g/>
.
Johann	w3031
Plazer	w3032
<g/>
,
Bildhauer	w3034
von	w3035
Prag	w3036
gebürtig	w3037
<g/>
,
wie	w3039
auch	w3040
Hr	w3041
<g/>
.
Karl	w3043
Schütz	w3044
<g/>
,
Architekten	w3046
von	w3047
hier	w3048
<g/>
,
über	w3050
ihre	w3051
eingereichte	w3052
wohlausgeführte	w3053
Stücke	w3054
durch	w3055
die	w3056
gewöhnli=chen	w3057
<g/>
=
Stimmen	w3059
als	w3060
Mitglieder	w3061
aufgenommen	w3062
<g/>
.
</p>
<p id="p45">
Der	w3064
erste	w3065
hat	w3066
in	w3067
einen	w3068
grossen	w3069
Bassorilie=vo	w3070
<g/>
=
von	w3072
Metall	w3073
<g/>
,
das	w3075
Modellzimmer	w3076
der	w3077
Aka=demie	w3078
<g/>
=
vorgestellet	w3080
<g/>
;
auf	w3082
dessen	w3083
Vorgrund	w3084
die	w3085
Minerva	w3086
sitzet	w3087
<g/>
,
und	w3089
dem	w3090
Mahler	w3091
in	w3092
Gestalt	w3093
eines	w3094
Kindes	w3095
mit	w3096
Pinseln	w3097
<g/>
,
und	w3099
Palette	w3100
in	w3101
der	w3102
Hand	w3103
auf	w3104
die	w3105
Natur	w3106
weiset	w3107
<g/>
:
neben	w3109
diesem	w3110
beschäftigen	w3111
sich	w3112
zwey	w3113
andere	w3114
Kinder	w3115
als	w3116
Ar=chitekten	w3117
<g/>
=
ein	w3119
Kapitell	w3120
mit	w3121
Zirckel	w3122
<g/>
,
und	w3124
SenkSenkbley	w3125
<g/>
=
</p>
<p id="p46">
bley	w3127
abzumessen	w3128
<g/>
:
auf	w3130
der	w3131
Seite	w3132
arbeitet	w3133
ein	w3134
Bildhauer	w3135
an	w3136
einer	w3137
Statue	w3138
<g/>
,
welche	w3140
einen	w3141
mit	w3142
Sternen	w3143
besetzten	w3144
Schleyer	w3145
in	w3146
die	w3147
Höhe	w3148
hält	w3149
<g/>
,
und	w3151
mit	w3152
diesem	w3153
<g/>
,
sammt	w3155
dem	w3156
Monde	w3157
auf	w3158
dem	w3159
Kopf	w3160
die	w3161
Nacht	w3162
anzeigt	w3163
<g/>
:
auf	w3165
der	w3166
andern	w3167
Seite	w3168
sitzt	w3169
ein	w3170
Kind	w3171
mit	w3172
einem	w3173
Perspectiv	w3174
<g/>
,
und	w3176
sieht	w3177
auf	w3178
die	w3179
in	w3180
der	w3181
Entfernung	w3182
liegende	w3183
Stadt	w3184
<g/>
;
in	w3186
der	w3187
Mitte	w3188
sind	w3189
die	w3190
Kunstbefliesse=nen	w3191
<g/>
=
in	w3193
der	w3194
Uebung	w3195
nach	w3196
dem	w3197
unter	w3198
einer	w3199
grossen	w3200
Lampe	w3201
aufgestellten	w3202
Modell	w3203
begriffen	w3204
<g/>
.
Der	w3206
Saal	w3207
ist	w3208
mit	w3209
Architektnr	w3210
nach	w3211
ionischer	w3212
Ordnung	w3213
gezieret	w3214
<g/>
,
wo	w3216
auf	w3217
einem	w3218
Wandpfei=ler	w3219
<g/>
=
ein	w3221
Medaillon	w3222
als	w3223
das	w3224
Bildniß	w3225
ihrer	w3226
Ma=jestät	w3227
<g/>
=
<g/>
.
auf	w3230
den	w3231
Wänden	w3232
aber	w3233
verschiedene	w3234
Bassorilieven	w3235
zu	w3236
sehen	w3237
sind	w3238
<g/>
.
</p>
<p id="p47">
So	w3240
schwer	w3241
dieses	w3242
alles	w3243
in	w3244
gehöriger	w3245
Ab=weichung	w3246
<g/>
=
in	w3248
einem	w3249
solchen	w3250
Stück	w3251
anzubringen	w3252
scheinet	w3253
<g/>
,
so	w3255
hat	w3256
doch	w3257
Hr	w3258
<g/>
.
Plazer	w3260
nicht	w3261
weni=ger	w3262
<g/>
=
die	w3264
optische	w3265
Haltung	w3266
als	w3267
richtige	w3268
Zeich=nung	w3269
<g/>
=
bey	w3271
so	w3272
vielen	w3273
in	w3274
manigfältiger	w3275
Stellung	w3276
vorkommenden	w3277
Gegenständen	w3278
genau	w3279
beobach=tet	w3280
<g/>
=
<g/>
,
mithin	w3283
von	w3284
den	w3285
Mitgliedern	w3286
einen	w3287
ein=helligen	w3288
<g/>
=
Beyfall	w3290
der	w3291
Stimmen	w3292
zu	w3293
seinem	w3294
be=sonderen	w3295
<g/>
=
Lob	w3297
<g/>
,
und	w3299
Ehre	w3300
erhalten	w3301
<g/>
.
</p>
<p id="p48">
Hr	w3303
<g/>
.
Schütz	w3305
hat	w3306
zu	w3307
einer	w3308
Wohnung	w3309
für	w3310
eine	w3311
Akademie	w3312
der	w3313
drey	w3314
vereinigten	w3315
Mahler	w3316
<g/>
,
Bildhauer	w3318
<g/>
,
und	w3320
Baukünste	w3321
ein	w3322
ansehnliches	w3323
Gebäude	w3324
<g/>
,
des	w3326
in	w3327
dem	w3328
Aufzug	w3329
<g/>
,
<g/>
.
Durchschnitt	w3332
<g/>
,
und	w3334
zweyen	w3335
Grundrissen	w3336
<g/>
.
bestehet	w3338
<g/>
,
aufgeführt	w3340
<g/>
.
Das	w3342
Hauptgebäude	w3343
ist	w3344
nach	w3345
römischer	w3346
<g/>
,
und	w3348
das	w3349
Portail	w3350
nach	w3351
dorischer	w3352
Ordnung	w3353
<g/>
.
Bey	w3355
der	w3356
Einfahrt	w3357
nebst	w3358
den	w3359
zweyen	w3360
Seitenthüren	w3361
sind	w3362
Säulen	w3363
<g/>
,
im	w3365
ganzen	w3366
Gebäude	w3367
aber	w3368
Wand=pfeiler	w3369
<g/>
=
angebracht	w3371
<g/>
:
dieses	w3373
krönet	w3374
in	w3375
der	w3376
Mit=te	w3377
<g/>
=
ein	w3379
Giebel	w3380
<g/>
,
in	w3382
welchem	w3383
die	w3384
Freygebigkeit	w3385
<g/>
,
wie	w3387
sie	w3388
die	w3389
Wohlverdienten	w3390
belohnet	w3391
<g/>
,
gezeich=net	w3393
<g/>
=
ist	w3395
<g/>
.
Darauf	w3397
stehet	w3398
ein	w3399
Gruppo	w3400
von	w3401
der	w3402
Mahler	w3403
<g/>
,
Bildhauer	w3405
<g/>
,
und	w3407
Baukunst	w3408
<g/>
;
auf	w3410
beyden	w3411
Seiten	w3412
des	w3413
Gebäudes	w3414
noch	w3415
andere	w3416
Figuren	w3417
<g/>
:
wie	w3419
ingleichen	w3420
auf	w3421
dem	w3422
Portail	w3423
<g/>
:
Apollo	w3425
<g/>
,
und	w3427
Minerva	w3428
<g/>
;
in	w3430
der	w3431
Mitte	w3432
des	w3433
Gebäudes	w3434
ist	w3435
der	w3436
kaiserl	w3437
<g/>
.
Adler	w3439
<g/>
,
und	w3441
an	w3442
ge=hörigen	w3443
<g/>
=
Orten	w3445
Fruchtgehänge	w3446
zu	w3447
sehen	w3448
<g/>
.
</p>
<p id="p49">
Die	w3450
Zusammstimmung	w3451
des	w3452
Aufzuges	w3453
mit	w3454
den	w3455
Grundrissen	w3456
<g/>
,
und	w3458
Durchschnitt	w3459
<g/>
,
die	w3461
ver=nünftige	w3462
<g/>
=
Eintheilung	w3464
der	w3465
Gemächer	w3466
<g/>
,
die	w3468
La=ge	w3469
<g/>
=
der	w3471
Stiegen	w3472
mit	w3473
guter	w3474
Wahl	w3475
des	w3476
Lichts	w3477
<g/>
,
und	w3479
die	w3480
ganze	w3481
reinliche	w3482
<g/>
,
und	w3484
fleißige	w3485
Zeich=nung	w3486
<g/>
=
der	w3488
Figurn	w3489
sowohl	w3490
als	w3491
des	w3492
Gebäudes	w3493
<g/>
,
geben	w3495
genugsames	w3496
Zeugniß	w3497
von	w3498
der	w3499
GeschickGeschicklichkeit	w3500
<g/>
=
</p>
<p id="p50">
lichkeit	w3502
des	w3503
Künstlers	w3504
<g/>
,
wodurch	w3506
er	w3507
mit	w3508
