<doc id="wr_1761-09-30" attrs="word" year="1761" month="09" day="30" corpus="2">
<head id="h2_d591e2482">
Mastricht	w1_d591e2486
in	w11_d591e16937
Wien	w13_d591e16941
anwesen	w15_d591e16944
de	w1_d591e16949
in	w3_d591e16952
der	w5_d591e16955
diesfälligen	w7_d591e16958
Schreib=stuben	w9_d591e16961
in	w11_d591e16964
dem	w1_d591e16969
neuen	w3_d591e16972
Michaeler=haus,	w5_d591e16975
die	w7_d591e16978
aus	w9_d591e16981
wärtige	w1_d591e16987
Liebhabere	w3_d591e16990
aber	w5_d591e16993
in	w7_d591e16996
dem	w9_d591e16999
Obrist	w11_d591e17002
Post=amt	w1_d591e17007
diesfalls	w3_d591e17010
anzumelden.	w5_d591e17013
</p>
<p id="p56_d591e17112">
Den	w1_d591e17116
7.	w3_d591e17119
lief	w5_d591e17122
der	w7_d591e17125
Bericht	w9_d591e17128
ein,	w11_d591e17131
daß	w13_d591e17135
der	w15_d591e17138
Feind	w17_d591e17141
noch	w1_d591e17146
den	w3_d591e17149
6.	w5_d591e17152
sich	w7_d591e17155
von	w9_d591e17158
Schöllen	w11_d591e17161
und	w13_d591e17165
Born	w1_d591e17170
auf	w3_d591e17173
Altenburg	w5_d591e17176
zuruck	w7_d591e17179
gezogen	w9_d591e17182
hätte	w11_d591e17185
von	w1_d591e17191
dannen	w3_d591e17194
aber	w5_d591e17197
der	w7_d591e17200
weitere	w9_d591e17203
Marsch	w11_d591e17206
nach	w13_d591e17210
Borna	w1_d591e17215
gegangen,	w3_d591e17218
und	w5_d591e17221
gegen	w7_d591e17224
Leipzig	w9_d591e17227
gerich	w11_d591e17230
tet	w1_d591e17235
gewesen	w3_d591e17238
wäre.	w5_d591e17241
Sonst	w7_d591e17244
stieß	w9_d591e17247
zu	w11_d591e17250
Alten	w13_d591e17254
burg	w1_d591e17259
ein	w3_d591e17262
diesseitiges	w5_d591e17265
Commando	w7_d591e17268
auf	w9_d591e17271
ein	w11_d591e17274
feind.	w13_d591e17278
liches,	w1_d591e17284
grif	w3_d591e17287
solches	w5_d591e17290
an,	w7_d591e17293
jagte	w9_d591e17296
es	w11_d591e17299
aus	w13_d591e17303
der	w15_d591e17306
Stadt,	w17_d591e17309
und	w1_d591e17314
machte	w3_d591e17317
davon	w5_d591e17320
einige	w7_d591e17323
Gefangene.	w9_d591e17326
Den	w11_d591e17329
8.	w1_d591e17334
und	w3_d591e17337
9.	w5_d591e17340
erhielt	w7_d591e17343
man	w9_d591e17346
mehrmalen	w11_d591e17349
Nachricht,	w13_d591e17353
daß	w1_d591e17358
der	w3_d591e17361
feindliche	w5_d591e17364
General	w7_d591e17367
Seidlitz	w9_d591e17370
nur	w11_d591e17373
mit	w13_d591e17377
8000.	w1_d591e17383
Mann	w3_d591e17386
gegen	w5_d591e17389
Leipzig	w7_d591e17392
marschiret	w9_d591e17395
wä	w11_d591e17398
re,	w1_d591e17403
der	w3_d591e17406
Obriste	w5_d591e17409
Kleist	w7_d591e17412
aber	w9_d591e17415
sich	w11_d591e17418
bey	w13_d591e17422
Borna,	w15_d591e17425
und	w1_d591e17430
der	w3_d591e17433
Orten	w5_d591e17436
gesetzet	w7_d591e17439
hätte;	w9_d591e17442
und	w11_d591e17445
obgleich	w13_d591e17449
von	w1_d591e17454
der	w3_d591e17457
Reichs=armee	w5_d591e17460
nicht	w7_d591e17463
nur	w9_d591e17466
Naum	w11_d591e17469
burg,	w1_d591e17475
sondern	w3_d591e17478
auch	w5_d591e17481
Zeitz	w7_d591e17484
bereits	w9_d591e17487
aufs	w11_d591e17490
neue	w13_d591e17494
gut	w1_d591e17499
besetzet	w3_d591e17502
worden	w5_d591e17505
ware:	w7_d591e17508
so	w9_d591e17511
wurde	w11_d591e17514
jedoch	w13_d591e17518
eine	w1_d591e17523
Verfügung	w3_d591e17526
gemacht,	w5_d591e17529
vermög	w7_d591e17532
welcher	w9_d591e17535
den	w1_d591e17540
10.	w3_d591e17543
noch	w5_d591e17546
ein	w7_d591e17549
beträchtliches	w9_d591e17552
Commando	w11_d591e17555
unter	w1_d591e17561
dem	w3_d591e17564
Herrn	w5_d591e17567
Generalen	w7_d591e17570
Baron	w9_d591e17573
von	w11_d591e17576
Würzburg	w1_d591e17581
nach	w3_d591e17584
gedachtem	w5_d591e17587
Zeitz	w7_d591e17590
abzurucken	w9_d591e17593
hatte:	w1_d591e17598
wohingegen	w3_d591e17601
eben	w5_d591e17604
den	w7_d591e17607
Tag	w9_d591e17610
der	w11_d591e17613
zu	w13_d591e17617
Ron	w15_d591e17620
neburg	w1_d591e17625
stehende	w3_d591e17628
Herr	w5_d591e17631
G.	w7_d591e17634
F.	w9_d591e17637
W.	w11_d591e17640
M.	w13_d591e17644
von	w15_d591e17647
Kleefeld	w1_d591e17653
den	w3_d591e17656
Bericht	w5_d591e17659
erstattete,	w7_d591e17662
daß	w9_d591e17665
der	w11_d591e17668
Feind	w13_d591e17672
mit	w1_d591e17677
ungefehr	w3_d591e17680
3000.	w5_d591e17683
Mann	w7_d591e17686
aufs	w9_d591e17689
neue	w11_d591e17692
gegen	w13_d591e17696
ihn	w1_d591e17701
im	w3_d591e17704
Anzuge	w5_d591e17707
wäre,	w7_d591e17710
bereits	w9_d591e17713
bey	w11_d591e17716
und	w13_d591e17720
her	w15_d591e17723
warts	w1_d591e17728
Altenburg	w3_d591e17731
vorgerucket,	w5_d591e17734
den	w7_d591e17737
Had	w9_d591e17740
dickischen	w1_d591e17746
Rittmeister	w3_d591e17749
Mohr,	w5_d591e17752
welcher	w7_d591e17755
mit	w1_d591e17760
100.	w3_d591e17763
Pferden	w5_d591e17766
daselbst	w7_d591e17769
gestanden,	w9_d591e17772
von	w11_d591e17775
dannen	w1_d591e17780
hinweg	w3_d591e17783
gedrungen,	w5_d591e17786
und	w7_d591e17789
etwa	w9_d591e17792
mit	w11_d591e17795
6.	w13_d591e17799
bis	w1_d591e17804
7.	w3_d591e17807
Escadrons	w5_d591e17810
verfolget	w7_d591e17813
hätte,	w9_d591e17816
an	w11_d591e17819
der	w13_d591e17823
Pleisse	w1_d591e17829
aber	w3_d591e17832
bey	w5_d591e17835
Münsa,	w7_d591e17838
Cötteritz	w9_d591e17841
und	w11_d591e17844
Schel	w13_d591e17848
witz	w1_d591e17853
mit	w3_d591e17856
Anbruch	w5_d591e17859
des	w7_d591e17862
Tages	w9_d591e17865
feindliche	w11_d591e17868
Jn	w13_d591e17872
janterie,	w1_d591e17877
Cavallerie	w3_d591e17880
und	w5_d591e17883
Hussaren	w7_d591e17886
zu	w9_d591e17889
sehen	w11_d591e17892
gewesen	w1_d591e17897
wären.	w3_d591e17900
Den	w5_d591e17903
11.	w7_d591e17906
aber	w9_d591e17909
langte	w11_d591e17912
von	w13_d591e17916
denen	w1_d591e17922
Vorposten	w3_d591e17925
die	w5_d591e17928
Nachricht	w7_d591e17931
ein,	w9_d591e17934
daß	w11_d591e17937
das	w13_d591e17941
</p>
<head id="h2_d591e17947">
Weida	w1_d591e17951
vom	w3_d591e17954
14.	w5_d591e17957
September.	w7_d591e17960
</head>
<p id="p4_d591e17963">
ganze	w1_d591e17967
Seidlitzische	w3_d591e17970
Corps,	w5_d591e17973
welches	w7_d591e17976
nicht	w9_d591e17979
nur	w11_d591e17982
noch	w1_d591e17987
von	w3_d591e17990
Leipzig	w5_d591e17993
aus	w7_d591e17996
verstärket	w9_d591e17999
worden,	w11_d591e18002
son	w13_d591e18006
dern	w1_d591e18011
auch	w3_d591e18014
vom	w5_d591e18017
Prinze	w7_d591e18020
Heinrich	w9_d591e18023
zwey	w11_d591e18026
Grena	w13_d591e18030
dier=bataillons,	w1_d591e18036
nebst	w3_d591e18039
6.	w5_d591e18042
Canonen	w7_d591e18045
erhalten,	w9_d591e18048
mithin	w1_d591e18053
über	w3_d591e18056
12000.	w5_d591e18059
Mann	w7_d591e18062
angewachsen	w9_d591e18065
war,	w1_d591e18070
und	w3_d591e18073
so	w5_d591e18076
bey	w7_d591e18079
Borna	w9_d591e18082
ein	w11_d591e18085
Lager	w13_d591e18089
geschlagen	w15_d591e18092
hatte,	w1_d591e18097
sich	w3_d591e18100
in	w5_d591e18103
Bewegung	w7_d591e18106
befände.	w9_d591e18109
Des	w11_d591e18112
com	w13_d591e18116
mandirenden	w1_d591e18122
Herrn	w3_d591e18125
F.	w5_d591e18128
M.	w7_d591e18131
Excell.	w9_d591e18134
machten	w11_d591e18137
dahero	w1_d591e18142
die	w3_d591e18145
Vorkehrung;	w5_d591e18148
daß	w7_d591e18151
den	w9_d591e18154
12.	w11_d591e18157
der	w13_d591e18161
Herr	w1_d591e18166
F.	w3_d591e18169
M.	w5_d591e18172
L.	w7_d591e18175
von	w9_d591e18178
Rosenfeld	w11_d591e18181
mit	w13_d591e18185
denen	w15_d591e18188
Her	w17_d591e18191
ren	w1_d591e18196
Generals	w3_d591e18199
F.	w5_d591e18202
W.	w7_d591e18205
M.	w9_d591e18208
von	w11_d591e18211
Wolfkehl,	w13_d591e18215
und	w15_d591e18218
Graf	w1_d591e18224
von	w3_d591e18227
Wartensleben	w5_d591e18230
mit	w7_d591e18233
8.	w9_d591e18236
Bataillons	w11_d591e18239
und	w1_d591e18244
2.	w3_d591e18247
Cavallerie=regimentern,	w5_d591e18250
nebst	w7_d591e18253
4	w9_d591e18256
sechs	w11_d591e18259
pfündigen	w1_d591e18264
Canonen,	w3_d591e18267
und	w5_d591e18270
2.	w7_d591e18273
Haubitzen	w9_d591e18276
zwi	w11_d591e18279
schen	w1_d591e18284
Weida	w3_d591e18287
und	w5_d591e18290
Gera	w7_d591e18293
vorrucken	w9_d591e18296
musten,	w11_d591e18299
um	w1_d591e18305
nicht	w3_d591e18308
nur	w5_d591e18311
das	w7_d591e18314
Bataillon,	w9_d591e18317
so	w11_d591e18320
die	w13_d591e18324
Brücke	w15_d591e18327
bey	w1_d591e18332
Gera	w3_d591e18335
besetzet	w5_d591e18338
hatte,	w7_d591e18341
und	w9_d591e18344
den	w11_d591e18347
bey	w13_d591e18351
Zeitz	w15_d591e18354
ste	w17_d591e18357
henden	w1_d591e18362
Herrn	w3_d591e18365
Generalen	w5_d591e18368
von	w7_d591e18371
Würzburg,	w9_d591e18374
nebst	w1_d591e18379
dem	w3_d591e18382
Generalen	w5_d591e18385
Weczey,	w7_d591e18388
wie	w9_d591e18391
nicht	w11_d591e18394
minder	w1_d591e18400
den	w3_d591e18403
Jäger=capitan	w5_d591e18406
Otto	w7_d591e18409
zu	w9_d591e18412
Naum	w11_d591e18415
burg	w1_d591e18420
in	w3_d591e18423
allem	w5_d591e18426
Falle	w7_d591e18429
zu	w9_d591e18432
unterstützen,	w11_d591e18435
sondern	w13_d591e18439
auch	w1_d591e18444
die	w3_d591e18447
Gegend	w5_d591e18450
zwischen	w7_d591e18453
Weida	w9_d591e18456
und	w11_d591e18459
Gera	w13_d591e18463
bestens	w1_d591e18468
zu	w3_d591e18471
beobachten,	w5_d591e18474
damit	w7_d591e18477
der	w9_d591e18480
Feind	w11_d591e18483
nicht	w13_d591e18487
etwa	w1_d591e18493
zwischen	w3_d591e18496
Ronneburg	w5_d591e18499
und	w7_d591e18502
Gera	w9_d591e18505
über	w11_d591e18508
die	w1_d591e18513
Elster	w3_d591e18516
zu	w5_d591e18519
setzen,	w7_d591e18522
sofort	w9_d591e18525
aber	w11_d591e18528
die	w13_d591e18532
Trupen	w15_d591e18535
bey	w1_d591e18540
Gera,	w3_d591e18543
auch	w5_d591e18546
gedachten	w7_d591e18549
General	w9_d591e18552
Baron	w11_d591e18555
Würzburg,	w1_d591e18560
und	w3_d591e18563
den	w5_d591e18566
Hauptmann	w7_d591e18569
Otto	w9_d591e18572
von	w11_d591e18575
der	w13_d591e18579
Armee	w1_d591e18585
abzuschneiden	w3_d591e18588
suchen	w5_d591e18591
möchte.	w7_d591e18594
Da	w9_d591e18597
nun	w1_d591e18602
auch	w3_d591e18605
der	w5_d591e18608
Erstere	w7_d591e18611
sich	w9_d591e18614
noch	w11_d591e18617
zeit	w13_d591e18621
lich	w1_d591e18626
in	w3_d591e18629
der	w5_d591e18632
Nacht	w7_d591e18635
nach	w9_d591e18638
Droisig	w11_d591e18641
zuruck	w13_d591e18645
zog,	w1_d591e18650
so	w3_d591e18653
ward	w5_d591e18656
der	w7_d591e18659
Feind	w9_d591e18662
gestern	w11_d591e18665
als	w13_d591e18669
den	w15_d591e18672
13.	w1_d591e18678
hierdurch	w3_d591e18681
veranlasset,	w5_d591e18684
sich	w7_d591e18687
von	w9_d591e18690
Alten	w11_d591e18693
burg	w1_d591e18698
und	w3_d591e18701
Borna	w5_d591e18704
in	w7_d591e18707
Marsch	w9_d591e18710
zu	w11_d591e18713
setzen,	w13_d591e18717
und	w15_d591e18720
solchen	w1_d591e18725
theils	w3_d591e18728
gegen	w5_d591e18731
Leipzig,	w7_d591e18734
theils	w9_d591e18737
aber	w11_d591e18740
ge	w13_d591e18744
gen	w1_d591e18749
Golditz	w3_d591e18752
und	w5_d591e18755
Pönig	w7_d591e18758
zu	w9_d591e18761
nehmen.	w11_d591e18764
Der	w13_d591e18768
Posten	w1_d591e18774
zu	w3_d591e18777
Wintersdorf	w5_d591e18780
wurde	w7_d591e18783
vom	w9_d591e18786
Feinde	w11_d591e18789
unter	w1_d591e18794
grossem	w3_d591e18797
Lermen,	w5_d591e18800
und	w7_d591e18803
nachdem	w9_d591e18806
er	w11_d591e18809
allda	w13_d591e18813
die	w1_d591e18818
</p>
<p id="p8_d591e18823">
sogar	w1_d591e18827
die	w3_d591e18830
Fenster	w5_d591e18833
eingeschlagen,	w7_d591e18836
verlassen	w9_d591e18839
Uebrigens	w1_d591e18844
seynd	w3_d591e18847
diese	w5_d591e18850
Zeit	w7_d591e18853
über	w9_d591e18856
etliche	w11_d591e18859
hun	w13_d591e18863
dert	w1_d591e18868
feindliche	w3_d591e18871
Deserteurs	w5_d591e18874
angekommen,	w7_d591e18877
und	w9_d591e18880
gaben	w1_d591e18886
die	w3_d591e18889
verläßige	w5_d591e18892
Nachrichten,	w7_d591e18895
daß	w9_d591e18898
der	w11_d591e18901
Feind	w1_d591e18906
gegen	w3_d591e18909
den	w5_d591e18912
4.	w7_d591e18915
und	w9_d591e18918
5.	w11_d591e18921
dieses	w13_d591e18925
sehr	w15_d591e18928
viele	w17_d591e18931
verwundete	w1_d591e18936
bekommen,	w3_d591e18939
da	w5_d591e18942
13.	w7_d591e18945
Wägen	w9_d591e18948
mit	w11_d591e18951
feindlichen	w1_d591e18956
Bleßirten	w3_d591e18959
über	w5_d591e18962
Altenburg	w7_d591e18965
nach	w9_d591e18968
Leipzig	w1_d591e18974
abgeführet	w3_d591e18977
worden,	w5_d591e18980
welche	w7_d591e18983
der	w9_d591e18986
dasige	w11_d591e18989
Commandant	w1_d591e18994
Major	w3_d591e18997
Keller	w5_d591e19000
sogleich	w7_d591e19003
in	w9_d591e19006
das	w11_d591e19009
Spital	w1_d591e19014
habe	w3_d591e19017
bringen,	w5_d591e19020
einen	w7_d591e19023
Wagen	w9_d591e19026
aber	w11_d591e19029
mit	w1_d591e19034
diesseitigen	w3_d591e19037
bleßirten	w5_d591e19040
Gefangenen	w7_d591e19043
auf	w9_d591e19046
den	w11_d591e19049
Platz	w1_d591e19055
vor	w3_d591e19058
die	w5_d591e19061
Haupt=wache	w7_d591e19064
führen	w9_d591e19067
lassen.	w11_d591e19070
</p>
<p id="p10_d591e19073">
Von	w1_d591e19077
dem	w3_d591e19080
Kais.	w5_d591e19083
Kön.	w7_d591e19086
Stadt	w9_d591e19089
und	w11_d591e19092
Land=gericht	w13_d591e19096
Wien	w1_d591e19101
wird	w3_d591e19104
des	w5_d591e19107
Jacob	w7_d591e19110
Geigers	w9_d591e19113
gewestburgerli	w11_d591e19116
chen	w1_d591e19121
Gartners	w3_d591e19124
sammentlichen	w5_d591e19127
Creditoren	w7_d591e19130
hiemit	w9_d591e19133
angefüget,	w1_d591e19139
was	w3_d591e19142
gestalten	w5_d591e19145
der	w7_d591e19148
in	w9_d591e19151
der	w11_d591e19154
diesfälligen	w13_d591e19158
Concurs=sach	w1_d591e19163
aufgestellte	w3_d591e19166
Herr	w5_d591e19169
Curator	w7_d591e19172
ad	w9_d591e19175
lites	w11_d591e19178
allda	w1_d591e19183
mit	w3_d591e19186
mehreren	w5_d591e19189
vorstellig	w7_d591e19192
gemachet,	w9_d591e19195
wie	w11_d591e19198
daß	w13_d591e19202
er	w1_d591e19207
in	w3_d591e19210
Beförderung	w5_d591e19213
der	w7_d591e19216
gegenwartigen	w9_d591e19219
Cridä	w11_d591e19222
/	w13_d591e19226
sach	w15_d591e19229
von	w1_d591e19235
darumen	w3_d591e19238
bis	w5_d591e19241
anhero	w7_d591e19244
gehemmet	w9_d591e19247
werde,	w11_d591e19250
alldie	w13_d591e19254
weilen	w1_d591e19259
bey	w3_d591e19262
der	w5_d591e19265
bereits	w7_d591e19268
unterm	w9_d591e19271
15.	w11_d591e19274
Julii	w13_d591e19278
dies	w15_d591e19281
Jahrs	w17_d591e19284
angeordnet	w1_d591e19289
angemeldt,	w3_d591e19292
und	w5_d591e19295
respective	w7_d591e19298
Liquidi	w9_d591e19301
rungs=tagsatzung	w1_d591e19306
kein	w3_d591e19309
einziger	w5_d591e19312
Creditor	w7_d591e19315
sich	w9_d591e19318
gemel	w11_d591e19321
det,	w1_d591e19327
viel	w3_d591e19330
weniger	w5_d591e19333
liquidiret	w7_d591e19336
haben,	w9_d591e19339
wie	w11_d591e19342
zumalen	w13_d591e19346
aber	w1_d591e19351
ihme	w3_d591e19354
Herrn	w5_d591e19357
Curatori	w7_d591e19360
bekannt,	w9_d591e19363
daß	w11_d591e19366
einige	w13_d591e19370
Geigerische	w1_d591e19375
Creditores	w3_d591e19378
vorhanden,	w5_d591e19381
demselben	w7_d591e19384
aber	w9_d591e19387
weder	w1_d591e19392
ihre	w3_d591e19395
Forderung	w5_d591e19398
noch	w7_d591e19401
weniger	w9_d591e19404
ihre	w11_d591e19407
Wohnung	w13_d591e19411
wissend	w1_d591e19417
seye,	w3_d591e19420
als	w5_d591e19423
hat	w7_d591e19426
selber	w9_d591e19429
supplicando	w11_d591e19432
gebetten,	w13_d591e19436
damit	w1_d591e19441
diese	w3_d591e19444
Cridä=sach	w5_d591e19447
zu	w7_d591e19450
Ende	w9_d591e19453
gebracht,	w11_d591e19456
daß	w13_d591e19460
ein	w15_d591e19463
abermaliges	w1_d591e19468
Valval	w3_d591e19471
edict	w5_d591e19474
affigiret	w7_d591e19477
werden	w9_d591e19480
moge,	w11_d591e19483
wobey	w1_d591e19488
all	w3_d591e19491
und	w5_d591e19494
jede	w7_d591e19497
Geigerische	w9_d591e19500
Glaubigere	w11_d591e19503
ihre	w13_d591e19507
zu	w15_d591e19510
stellen	w1_d591e19516
habende	w3_d591e19519
Anforderungen	w5_d591e19522
also	w7_d591e19525
gewiß	w9_d591e19528
gericht	w11_d591e19531
lich	w1_d591e19536
anzumelden,	w3_d591e19539
auch	w5_d591e19542
zu	w7_d591e19545
liquidiren	w9_d591e19548
gehalten	w11_d591e19551
seyn	w13_d591e19555
sollten,	w1_d591e19560
wie	w3_d591e19563
im	w5_d591e19566
widrigen	w7_d591e19569
die	w9_d591e19572
Ausbleibende	w11_d591e19575
von	w13_d591e19579
der	w15_d591e19582
dies	w1_d591e19587
ortigen	w3_d591e19590
Cridä=massa	w5_d591e19593
ihrer	w7_d591e19596
Prätension	w9_d591e19599
halber	w11_d591e19602
gänzlichen	w1_d591e19608
ausgeschlossen,	w3_d591e19611
auch	w5_d591e19614
denenselben	w7_d591e19617
das	w9_d591e19620
ewige	w1_d591e19625
Stillschweigen	w3_d591e19628
auferlegt	w5_d591e19631
werden	w7_d591e19634
solle,	w9_d591e19637
gleich	w11_d591e19640
wie	w1_d591e19645
nichts	w3_d591e19648
minders	w5_d591e19651
der	w7_d591e19654
mehr	w9_d591e19657
erholte	w11_d591e19660
Hr.	w13_d591e19664
Curator	w15_d591e19667
in	w1_d591e19672
erst	w3_d591e19675
gehörter	w5_d591e19678
Conformität	w7_d591e19681
sein	w9_d591e19684
Petitum	w11_d591e19687
gestellet,	w13_d591e19691
und	w1_d591e19697
deme	w3_d591e19700
von	w5_d591e19703
Gerichts	w7_d591e19706
wegen	w9_d591e19709
allerdings	w11_d591e19712
willfahret	w13_d591e19716
ist.	w1_d591e19721
Diesemnach	w3_d591e19724
wirdet	w5_d591e19727
denen	w7_d591e19730
Eingangs	w9_d591e19733
ermeld	w11_d591e19736
ten	w1_d591e19741
Jacob	w3_d591e19744
Geigerischen	w5_d591e19747
Creditoren	w7_d591e19750
zu	w9_d591e19753
besagtem	w11_d591e19756
Ende	w1_d591e19761
mit	w3_d591e19764
all=vorberührtem	w5_d591e19767
Anhang	w7_d591e19770
clausulirte	w9_d591e19773
Tagsatzung	w1_d591e19779
mit	w3_d591e19782
Einschliessung	w5_d591e19785
deren	w7_d591e19788
entzwischen	w9_d591e19791
fallenden	w1_d591e19796
Wein=ferien	w3_d591e19799
auf	w5_d591e19802
den	w7_d591e19805
6ten	w9_d591e19808
des	w11_d591e19811
künftigen	w13_d591e19815
Monat	w1_d591e19820
Novemb	w3_d591e19823
fruhe	w5_d591e19826
um	w7_d591e19829
8.	w9_d591e19832
Uhr	w11_d591e19835
auf	w13_d591e19839
dem	w15_d591e19842
Kais.	w17_d591e19845
Kön.	w1_d591e19850
Stadt=gericht	w3_d591e19853
unausbleiblich	w5_d591e19856
zu	w7_d591e19859
erscheinen,	w9_d591e19862
in	w1_d591e19868
Kraft	w3_d591e19871
des	w5_d591e19874
gegenwärtig=offenen	w7_d591e19877
Edicts	w9_d591e19880
hiemit	w11_d591e19883
bestimmet,	w1_d591e19888
wornach	w3_d591e19891
sich	w5_d591e19894
in	w7_d591e19897
allweeg	w9_d591e19900
zu	w11_d591e19903
zurichten	w13_d591e19907
ha	w15_d591e19910
ben,	w1_d591e19915
und	w3_d591e19918
ihre	w5_d591e19921
Juri	w7_d591e19924
annoch	w9_d591e19927
in	w11_d591e19930
rechter	w13_d591e19934
Zeit,	w15_d591e19937
und	w17_d591e19940
weil	w1_d591e19945
gebührend	w3_d591e19948
zu	w5_d591e19951
invigiliren	w7_d591e19954
wissen	w9_d591e19957
werden.	w11_d591e19960
Se	w13_d591e19964
geschehen	w1_d591e19970
Wien	w3_d591e19973
den	w5_d591e19976
9.	w7_d591e19979
Sept	w9_d591e19982
1761.	w11_d591e19985
</p>
<p id="p12_d591e19989">
Es	w1_d591e19993
ist	w3_d591e19996
bey	w5_d591e19999
der	w7_d591e20002
Hoch=gräfl.	w9_d591e20005
Johann	w11_d591e20008
Ernest	w13_d591e20012
Hoyo	w15_d591e20015
sischen	w1_d591e20020
Herrschaft	w3_d591e20023
Stixenstein	w5_d591e20026
in	w7_d591e20029
dem	w9_d591e20032
Markt	w11_d591e20035
Sit	w13_d591e20039
ning	w1_d591e20044
ein	w3_d591e20047
Viertel=lehens=behausung	w5_d591e20050
mit	w7_d591e20053
völlig	w9_d591e20056
neu	w11_d591e20059
gebauten	w1_d591e20065
2.	w3_d591e20068
grossen	w5_d591e20071
Zimmern,	w7_d591e20074
Speis=cammer	w9_d591e20077
Zinß=zimmer,	w1_d591e20082
gewölbter	w3_d591e20085
Kuchel,	w5_d591e20088
Vorhaus	w7_d591e20091
und	w9_d591e20094
Keller	w1_d591e20099
auf	w3_d591e20102
200.	w5_d591e20105
Emmer	w7_d591e20108
Wein,	w9_d591e20111
gemauertet	w11_d591e20114
Stal	w13_d591e20118
lung	w1_d591e20123
auf	w3_d591e20126
4.	w5_d591e20129
Stuck	w7_d591e20132
Rind	w9_d591e20135
vieh,	w11_d591e20138
und	w13_d591e20142
neu=gebautem	w15_d591e20145
Stadl	w1_d591e20151
mit	w3_d591e20154
nachstehenden	w5_d591e20157
Haus	w7_d591e20160
grund=stücken,	w9_d591e20163
als	w11_d591e20166
2.	w1_d591e20171
und	w3_d591e20174
halbes	w5_d591e20177
Tag	w7_d591e20180
werk	w9_d591e20183
Haus=acker,	w11_d591e20186
1.	w13_d591e20190
Tag	w15_d591e20193
werk	w17_d591e20196
Wiesen,	w1_d591e20201
einer	w3_d591e20204
öden	w5_d591e20207
Hofstatt,	w7_d591e20210
so	w9_d591e20213
anjetzo	w11_d591e20216
8	w13_d591e20220
Viertel	w15_d591e20223
Wiesen	w1_d591e20228
und	w3_d591e20231
Obst=garten,	w5_d591e20234
dann	w7_d591e20237
3.	w9_d591e20240
Kuchel=gärtel,	w11_d591e20243
2.	w1_d591e20249
Tag=werk	w3_d591e20252
Uberlend=holz,	w5_d591e20255
und	w7_d591e20258
halbes	w9_d591e20261
Tagw.	w11_d591e20264
Acker	w1_d591e20269
samt	w3_d591e20272
dem	w5_d591e20275
Baders=gewerb	w7_d591e20278
zu	w9_d591e20281
verkauffen;	w11_d591e20284
wer	w1_d591e20289
nun	w3_d591e20292
solche	w5_d591e20295
Behausung	w7_d591e20298
cum	w9_d591e20301
Appertinentis	w11_d591e20304
käuflich	w1_d591e20309
an	w3_d591e20312
sich	w5_d591e20315
zu	w7_d591e20318
bringen	w9_d591e20321
gedenket,	w11_d591e20324
hat	w13_d591e20328
sich	w15_d591e20331
läng	w17_d591e20334
steus	w1_d591e20340
bis	w3_d591e20343
Ende	w5_d591e20346
Decemb.	w7_d591e20349
1761.	w9_d591e20352
in	w11_d591e20355
hiesiger	w13_d591e20359
Amts	w15_d591e20362
canzley	w1_d591e20367
anzumelden,	w3_d591e20370
um	w5_d591e20373
mit	w7_d591e20376
demselben	w9_d591e20379
des	w11_d591e20382
Kaufs	w13_d591e20386
halber	w1_d591e20391
schließig	w3_d591e20394
werden	w5_d591e20397
zu	w7_d591e20400
können.	w9_d591e20403
Schloß	w11_d591e20406
Sti	w13_d591e20410
xeustein	w1_d591e20415
den	w3_d591e20418
25.	w5_d591e20421
Sept.	w7_d591e20424
1761.	w9_d591e20427
</p>
<p id="p14_d591e20430">
Es	w1_d591e20434
wird	w3_d591e20437
hiemit	w5_d591e20440
jedermänniglich	w7_d591e20443
kund	w9_d591e20446
und	w11_d591e20449
zu	w13_d591e20453
wissen	w1_d591e20458
gemacht,	w3_d591e20461
daß	w5_d591e20464
ungehindert	w7_d591e20467
deren	w9_d591e20470
bevorste	w11_d591e20473
henden	w1_d591e20478
Les=ferien	w3_d591e20481
den	w5_d591e20484
9.	w7_d591e20487
Octobris	w9_d591e20490
1761.	w11_d591e20493
die	w13_d591e20497
zu	w15_d591e20500
Anzbach	w1_d591e20506
ligend	w3_d591e20509
Joseph	w5_d591e20512
Wilhelm	w7_d591e20515
Dippoldische	w9_d591e20518
Be	w11_d591e20521
hausung	w1_d591e20526
samt	w3_d591e20529
denen	w5_d591e20532
darzu	w7_d591e20535
gehörigen	w9_d591e20538
Grundstü	w11_d591e20541
cken,	w1_d591e20546
dann	w3_d591e20549
die	w5_d591e20552
bey	w7_d591e20555
erst=bemeldter	w9_d591e20558
Behausung	w11_d591e20561
be	w13_d591e20565
findliche	w1_d591e20570
Uberländ=gründe	w3_d591e20573
entweder	w5_d591e20576
zusammen,	w7_d591e20579
oder	w1_d591e20585
stuckweis	w3_d591e20588
fruh	w5_d591e20591
um	w7_d591e20594
8.	w9_d591e20597
Uhr	w11_d591e20600
in	w13_d591e20604
der	w15_d591e20607
Herrschaftl.	w17_d591e20610
Neuen	w1_d591e20615
lengbachischen	w3_d591e20618
Amts=canzley	w5_d591e20621
offentlich	w7_d591e20624
lici	w9_d591e20627
tiret,	w1_d591e20632
und	w3_d591e20635
gegen	w5_d591e20638
baarer	w7_d591e20641
Bazahlung	w9_d591e20644
dem	w11_d591e20647
Meistbis	w13_d591e20651
fenden	w1_d591e20656
