"ID_A","A","AA","AAA","AAA_kompakt","AAAS","Stichwort_A","WDH","Löschen"
1000618,7,1,0,710,,,3,false
1000619,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
1000620,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
1000621,3,0,4,304,P,Hafen Dünkirchen,1,false
1000622,3,9,5,395,,,1,false
1000623,1,1,1,111,,,1,false
1000624,1,1,1,111,,,1,false
1000625,3,9,0,390,,Erdbeben/Neue Felsen im Meer,1,false
1000626,1,1,5,115,M,Konvoi,1,false
1000627,1,1,1,111,,,1,false
1000628,1,3,0,130,,,1,false
1000629,3,2,0,320,,,1,false
1000630,3,9,0,390,,Unbeständiger Winter,1,false
1000631,3,6,0,360,,,1,false
1000632,2,1,0,210,P,,1,false
1000633,2,1,0,210,,,1,false
1000634,3,6,0,360,,,1,false
1000635,3,0,6,306,,Akademie der Wissenschaften,1,false
1000636,3,6,0,360,,,1,false
1000637,1,3,0,130,,,1,false
1000638,3,0,6,306,,Theater,1,false
1000639,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
1000640,7,1,0,710,,,1,false
1000641,1,1,5,115,,,1,false
1000642,2,1,0,210,P,,1,false
1000643,1,1,5,115,,,1,false
1000644,3,9,0,390,,Erdbeben,1,false
1000645,3,0,8,308,,,1,false
1000646,1,1,8,118,,,1,false
1000647,2,1,0,210,,,1,false
1000648,3,6,0,360,,,1,false
1000649,3,5,0,350,,,1,false
1000650,1,2,0,120,,,1,false
1000651,3,6,0,360,,,1,false
1000652,3,7,0,370,,,1,false
1000653,1,6,0,160,,,1,false
1000654,1,1,1,111,,,1,false
1000655,1,1,1,111,,,1,false
1000656,1,1,5,115,M,Piraterie,1,false
1000657,1,3,0,130,,,1,false
1000658,3,9,0,390,,Erdbeben,1,false
1000659,3,6,8,368,,,1,false
1000660,1,3,0,130,,,1,false
1000661,2,0,4,204,,,1,false
1000662,2,7,0,270,,,1,false
1000663,3,2,0,320,,,1,false
1000664,3,3,0,330,…,,1,false
1000665,2,4,0,240,P,,1,false
1000666,2,8,0,280,,Nordamerika: engl. Beute,1,false
1000667,1,1,1,111,,,1,false
1000668,3,9,0,390,,Erdbeben,1,false
1000669,1,3,0,130,,,1,false
1000670,1,3,0,130,,,1,false
1000671,1,3,0,130,,,1,false
1000672,1,3,0,130,,,1,false
1000673,1,3,0,130,,,1,false
1000674,3,9,0,390,,Überschwemmung,1,false
1000675,1,1,5,115,M,Piraterie: Kampf gegwen Piraten,1,false
1000676,6,3,0,630,,Schreiben aus Tyrol über die Erdspaltung,1,false
1000677,3,9,0,390,,Erdbeben/Erdspaltung,1,false
1000678,1,2,0,120,,,1,false
1000679,3,6,0,360,,,1,false
1000680,6,0,0,600,M,"Journal der Belagerung von Glatz durch österr. Armee, 27.07.60",1,false
1000681,5,3,0,530,,Kreditorenansprüche,1,false
1000682,7,1,0,710,,,1,false
1000683,5,3,0,530,,Kreditorenansprüche,3,false
1000684,7,1,0,710,,,3,false
1000685,7,1,0,710,,,1,false
1000686,7,1,0,710,,,1,false
1000687,7,1,0,710,,,2,false
1000688,5,3,0,530,,Kreditorenansprüche,3,false
1000689,5,3,0,530,,Kreditorenansprüche,3,false
1000690,7,1,0,710,,,1,false
1000691,7,1,0,710,,,1,false
1000692,6,1,0,610,,Engl.-russ.Defensiv-Allianz-Traktat,1,false
1000693,3,6,8,368,,,1,false
1000694,3,0,8,308,,,1,false
1000695,3,9,0,390,,Erdbeben mit ungewöhnlichen Luft- und Wassererscheinungen,1,false
1000696,2,4,0,240,,,1,false
1000697,3,0,0,300,,Hinwendung an den amerik. Kolonien,1,false
1000698,4,2,0,420,,"Befehl, engl. Schiffe anzugreifen",1,false
1000699,2,1,0,210,,Landesmiliz,1,false
1000700,1,1,5,115,M,Aufbringen der engl. Schiffe in den frz. Hafen,1,false
1000701,2,0,4,204,P,,1,false
1000702,2,1,0,210,,,1,false
1000703,2,1,0,210,,,1,false
1000704,3,3,1,331,,,1,false
1000705,3,0,6,306,,Ital. Musik,1,false
1000706,2,1,0,210,P,,1,false
1000707,3,7,0,370,,,1,false
1000708,2,2,0,220,,,1,false
1000709,3,9,0,390,,Überschwemmung,1,false
1000710,2,6,0,260,,,1,false
1000711,2,1,0,210,,Landesmiliz,1,false
1000712,3,6,0,360,«,,1,false
1000713,3,0,8,308,,Danksagung für die Bewährung vom Erdbeben,1,false
1000714,2,1,0,210,,,1,false
1000715,3,6,0,360,,,1,false
1000716,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
1000717,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
1000718,7,1,0,710,,,1,false
1000719,7,1,0,710,,,3,false
1000720,4,7,0,470,,Staatl. Lotterie,1,false
1000721,5,3,0,530,,Kreditorenansprüche,3,false
1000722,5,3,0,530,,Kreditorenansprüche,3,false
1000723,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
1000724,3,2,0,320,,,1,false
1000725,3,3,0,330,…,,1,false
1000726,3,7,0,370,,,1,false
1000727,3,0,0,300,,Verbot für ausländischen Militärdienst,1,false
1000728,1,1,5,115,M,Konvoi,1,false
1000729,2,7,0,270,P,,1,false
1000730,2,4,0,240,P,,1,false
1000731,2,5,0,250,,,1,false
1000732,2,7,0,270,,,1,false
1000733,2,1,0,210,,,1,false
1000734,4,2,0,420,,Aufbringen der angl. Schiffe in den frz. Hafen,1,false
1000735,3,4,0,340,,Persöhnliche Kontrolle die Fremde,1,false
1000736,2,4,0,240,P,,1,false
1000737,3,6,8,368,,Fest der Erscheinung Christi,1,false
1000738,1,2,0,120,,,1,false
1000739,6,9,0,690,,Treffe des pol. Abgesandtes von Türken auf der Dniestr,1,false
1000740,3,9,0,390,,Erdbeben,1,false
1000741,3,6,5,365,,Hofreise,1,false
1000742,2,0,4,204,,,1,false
1000743,2,1,0,210,,,1,false
1000744,2,4,0,240,,,1,false
1000745,3,7,0,370,,,1,false
1000746,7,0,9,709,ø,Rückgabe gestohlener/gefundener Sachen,1,false
1000747,5,3,0,530,,Kreditorenansprüche,1,false
1000748,7,1,0,710,,,3,false
1000749,7,1,0,710,,,2,false
1000750,7,1,0,710,,,1,false
1000751,6,2,0,620,,Betrachtungen des engl. Ministeriums über das frz. Requisitionsprojekt,1,false
1000752,7,1,0,710,,,1,false
1000753,2,6,0,260,P,,1,false
1000754,1,1,0,110,…,,1,false
1000755,3,9,0,390,,Erdbeben,1,false
1000756,1,3,0,130,,,1,false
1000757,1,1,0,110,,,1,false
1000758,1,1,5,115,,,1,false
1000759,1,1,8,118,,,1,false
1000760,3,0,5,305,,Wasserkommunikationsbau,1,false
1000761,3,9,0,390,,Erdbeben,1,false
1000762,3,5,0,350,,,1,false
1000763,2,4,0,240,,,1,false
1000764,1,3,0,130,,,1,false
1000765,1,1,1,111,,,1,false
1000766,3,7,8,378,,,1,false
1000767,3,6,0,360,,,1,false
1000768,3,0,6,306,,Bibliothek des Vatikan,1,false
1000769,1,1,5,115,M,Konvoi,1,false
1000770,0,0,0,0,,,1,true
1000771,2,6,0,260,P,,1,false
1000772,2,4,0,240,,,1,false
1000773,3,4,0,340,,Verbannung der engl. Kaufleute aus Frankreich,1,false
1000774,2,2,0,220,,,1,false
1000775,1,6,0,160,,,1,false
1000776,1,2,0,120,,,1,false
1000777,3,6,0,360,«,,1,false
1000778,5,2,1,521,,Handelsstatistik für Dresden 1755 (Warenmenge),1,false
1000779,2,0,1,201,,,1,false
1000780,2,1,0,210,,,1,false
1000781,3,6,0,360,,,1,false
1000782,7,9,8,798,X,Geistl. Exerzitien,2,false
1000783,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
1000784,7,1,0,710,,,3,false
1000785,7,1,0,710,,,4,false
1000786,6,2,0,620,,Betrachtungen des engl. Ministeriums über das frz. Requisitionsprojekt,1,false
1000787,7,1,0,710,,,2,false
1000788,1,6,1,161,,,1,false
1000789,1,1,5,115,M,Piraterie,1,false
1000790,1,1,5,115,M,Konvoi,1,false
1000791,3,9,0,390,,Erdbeben,1,false
1000792,3,0,0,300,,Machtkampf,1,false
1000793,2,1,0,210,,,1,false
1000794,3,9,0,390,,Brandfall auf dem St.Markus-Platz,1,false
1000795,2,4,0,240,,,1,false
1000796,2,5,0,250,P,Frz. Landungspläne in England/Irrland,1,false
1000797,2,1,0,210,,,1,false
1000798,2,6,0,260,P,,1,false
1000799,3,6,0,360,«,,1,false
1000800,3,6,0,360,,,1,false
1000801,3,0,4,304,,,1,false
1000802,1,1,1,111,,,1,false
1000803,4,0,1,401,,Instruktion für dänische Kaufmannschaft wegen Kriegszeiten,1,false
1000804,1,1,1,111,,,1,false
1000805,6,9,0,690,,Tauf des jungen Prinzen,1,false
1000806,3,0,0,300,,Ital. Komödie,1,false
1000807,3,6,8,368,,,1,false
1000808,3,0,8,308,,Dankfest (Bewahrung vom Erdbeben),1,false
1000809,6,9,0,690,,Begrabung der Herzogin von Württemberg,1,false
1000810,3,6,8,368,X,Theresianische Fräuleinstift,1,false
1000811,3,6,8,368,,Faschingsfest in Wien,1,false
1000812,3,6,0,360,,,1,false
1000813,3,6,0,360,,,1,false
1000814,5,3,0,530,,Erb- und/oder Kreditorenansprüche,2,false
1000815,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
1000816,7,1,0,710,,,2,false
1000817,7,1,0,710,,,2,false
1000818,7,1,0,710,,,1,false
1000819,5,7,0,570,,,2,false
1000820,7,1,0,710,,,1,false
1000821,7,1,0,710,,,3,false
1000822,5,6,0,560,,Ansprüche an Theater,1,false
1000823,7,1,0,710,,,3,false
1000824,6,0,6,606,,Chronik der Erdbeben 1750-1755,1,false
1000825,7,1,0,710,,,1,false
1000826,2,1,0,210,P,,1,false
1000827,1,1,5,115,,,1,false
1000828,2,6,0,260,P,,1,false
1000829,1,1,5,115,M,Konvoi,1,false
1000830,1,6,1,161,,,1,false
1000831,4,2,0,420,,Proklamation über die Maßnahmen gegen der feindlichen Einfall,1,false
1000832,3,0,5,305,,Kanal Liverpool-Hull,1,false
1000833,3,2,0,320,…,Truppenunterhalt,1,false
1000834,2,5,0,250,P,"Frz. Angriffspläne auf England, Irrland und Nordamerika",1,false
1000835,2,4,0,240,,,1,false
1000836,2,4,0,240,,,1,false
1000837,1,1,5,115,M,Kaperei,1,false
1000838,3,1,0,310,,Handelskammer Errichtung,1,false
1000839,3,6,0,360,,,1,false
1000840,1,1,0,110,,England fordert Hilfe von Niederlanden gemäß Utrechter Traktat,1,false
1000841,3,2,0,320,,,1,false
1000842,3,9,0,390,,Erdbeben,1,false
1000843,3,6,0,360,,,1,false
1000844,1,1,0,110,,,1,false
1000845,1,1,0,110,,,1,false
1000846,3,9,0,390,,Erdbeben,1,false
1000847,1,1,5,115,,Post,1,false
1000848,3,9,0,390,,Sturmwind,1,false
1000849,3,9,0,390,,Erdbeben,1,false
1000850,3,9,0,390,,Sturmwind,1,false
1000851,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
1000852,7,9,8,798,X,Geistl. Exerzitien,1,false
1000853,7,1,0,710,,,2,false
1000854,5,3,0,530,,Erb- und/oder Kreditorenansprüche,3,false
1000855,7,1,0,710,,,3,false
1000856,1,1,5,115,M,Kaperei gegen Engländer,1,false
1000857,3,9,0,390,,Erdbeben,1,false
1000858,7,3,0,730,,,1,false
1000859,1,1,0,110,,,1,false
1000860,2,6,0,260,,,1,false
1000861,3,8,0,380,,Versicherung der Treue von Irland durch die untertenigste Adresse,1,false
1000862,3,9,0,390,,Lufterscheinung,1,false
1000863,1,1,1,111,,,1,false
1000864,2,0,4,204,P,,1,false
1000865,1,5,0,150,,Engl.-pr. Traktat,1,false
1000866,2,4,0,240,P,,1,false
1000867,2,4,0,240,,,1,false
1000868,3,9,0,390,,Erdbeben,1,false
1000869,3,8,0,380,,Streit zwischen Pariser Parlament und Großrat,1,false
1000870,2,0,4,204,,,1,false
1000871,3,6,5,365,,Hofreise,1,false
1000872,1,1,0,110,,,1,false
1000873,2,0,5,205,P,Erkundungsoperation in Hafen Marseille,1,false
1000874,3,9,0,390,,Erdbeben,1,false
1000875,3,6,0,360,,,1,false
1000876,3,0,6,306,,Musik,1,false
1000877,3,4,9,349,,,1,false
1000878,2,1,0,210,,,1,false
1000879,3,6,0,360,,,1,false
1000880,7,0,9,709,ö,Suche nach den gestohlenen Wahren,1,false
1000881,5,3,0,530,,Ansprüche an der entwichenen Persone,1,false
1000882,7,1,0,710,,,2,false
1000883,7,1,0,710,,,4,false
1000884,7,1,0,710,,,3,false
1000885,3,9,0,390,,Sturmwind (Observation eines Naturforschers),1,false
1000886,3,9,0,390,,Erdbeben,1,false
1000887,1,1,4,114,,Engl. Bauarbeiter in Portugal,1,false
1000888,3,0,4,304,,,1,false
1000889,2,1,0,210,,,1,false
1000890,2,0,4,204,P,,1,false
1000891,2,0,6,206,,Kriegsakademien,1,false
1000892,2,0,9,209,,Spionage: Arrest der frz. Spione in England,1,false
1000893,2,4,0,240,,,1,false
1000894,3,9,0,390,,Erdbeben und Lufterscheinung,1,false
1000895,1,1,0,110,,,1,false
1000896,3,2,0,320,…,,1,false
1000897,3,6,0,360,,,1,false
1000898,3,9,0,390,,Erdbeben,1,false
1000899,3,9,0,390,,Erdbeben,1,false
1000900,3,9,0,390,,Feuersbrunst,1,false
1000901,7,1,0,710,,,2,false
1000902,7,1,0,710,,,2,false
1000903,5,3,0,530,,Anschpruche an der entwichenen Persone,1,false
1000904,7,1,0,710,,,1,false
1000905,7,1,0,710,,,2,false
1000906,7,1,0,710,,,2,false
1000907,7,1,0,710,,,2,false
1000908,7,1,0,710,,,3,false
1000909,5,5,0,550,,Über die Falschung des Warenzeichens,1,false
1000910,7,1,0,710,,,1,false
1000911,1,1,5,115,M,Konvoi,1,false
1000912,2,2,0,220,P,,1,false
1000913,2,6,0,260,,,1,false
1000914,3,2,0,320,,,1,false
1000915,3,6,0,360,,,1,false
1000916,2,4,0,240,,,1,false
1000917,2,1,0,210,,,1,false
1000918,3,9,0,390,,Erdbeben,1,false
1000919,2,4,0,240,,,1,false
1000920,3,9,0,390,,Erdbeben,1,false
1000921,7,1,0,710,,,1,false
1000922,3,0,0,300,,Machtkampf,1,false
1000923,1,1,5,115,M,Piraterie,1,false
1000924,3,6,0,360,,,1,false
1000925,3,9,0,390,,Erdbeben,1,false
1000926,3,0,4,304,,,1,false
1000927,3,3,0,330,…,,1,false
1000928,3,3,0,330,…,,1,false
1000929,3,5,0,350,,,1,false
1000930,1,1,1,111,,,1,false
1000931,1,1,5,115,,"Briefe, Depeschen, Kuriere",1,false
1000932,3,0,0,300,,Kolonisation nach dem Erdbeben,1,false
1000933,1,1,6,116,,Musikanten,1,false
1000934,1,1,1,111,,,1,false
1000935,1,1,5,115,M,Aufbringen,1,false
1000936,2,5,0,250,,,1,false
1000937,1,1,0,110,,,1,false
1000938,2,6,0,260,,,1,false
1000939,3,9,0,390,,Erdbeben,1,false
1000940,2,6,0,260,P,,1,false
1000941,2,0,4,204,,,1,false
1000942,1,1,5,115,M,Aufbringen,1,false
1000943,3,9,0,390,,Sturm,1,false
1000944,3,8,0,380,,Beziehungen: König - Parlament,1,false
1000945,3,8,0,380,,Beziehungen: König - Parlament,1,false
1000946,3,9,0,390,,Sturmwind,1,false
1000947,1,5,0,150,,Vermählung (Hg. von Sachsen-Weimar und Pzn. von Br.-Wolfenbüttel),1,false
1000948,1,1,0,110,,,1,false
1000949,3,6,0,360,,,1,false
1000950,3,6,0,360,«,,1,false
1000951,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
1000952,5,3,0,530,,Kreditorenansprüche,1,false
1000953,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
1000954,7,1,0,710,,,4,false
1000955,5,3,0,530,,Kreditorenansprüche,1,false
1000956,7,1,0,710,,,2,false
1000957,7,1,0,710,,,2,false
1000958,2,1,0,210,,Ausländische Offiziere/Ingenieure in engl. Armee,1,false
1000959,3,5,0,350,,Indianer,1,false
1000960,2,0,9,209,,Die von  Franzosen erhitzte Indianer töten engl. Frauen und Kindern,1,false
1000961,5,3,0,530,,Erb- und/oder Kreditorenansprüche,3,false
1000962,7,1,0,710,,,2,false
1000963,7,1,0,710,,,1,false
1000964,3,9,0,390,,Erdbeben,1,false
1000965,1,2,0,120,,,1,false
1000966,1,2,0,120,,,1,false
1000967,3,9,0,390,,Feuersbrunst in London,1,false
1000968,2,4,0,240,,,1,false
1000969,3,4,0,340,,Deportation der Engländer aus Dünkirchen,1,false
1000970,3,7,0,370,,,1,false
1000971,2,6,0,260,,,1,false
1000972,2,6,0,260,P,,1,false
1000973,2,2,0,220,,,1,false
1000974,3,8,0,380,,Der Prinzen und Pairs Forderungen,1,false
1000975,2,4,0,240,,,1,false
1000976,3,7,0,370,,,1,false
1000977,2,6,0,260,,,1,false
1000978,1,1,0,110,,,1,false
1000979,2,1,0,210,,Holl. Hilfskorps für England,1,false
1000980,1,1,0,110,,,1,false
1000981,3,9,5,395,,,1,false
1000982,1,1,5,115,M,Aufbringen,1,false
1000983,1,1,1,111,,,1,false
1000984,1,1,1,111,,,1,false
1000985,3,6,0,360,,,1,false
1000986,3,6,0,360,,,1,false
1000987,3,0,6,306,,Ital. Musik,1,false
1000988,3,2,0,320,,,1,false
1000989,3,7,0,370,,,1,false
1000990,2,2,0,220,,,1,false
1000991,1,1,0,110,,,1,false
1000992,2,1,0,210,,Holl. Hilfskorps für England,1,false
1000993,6,9,0,690,,Einzug des neuen Kftes.,1,false
1000994,3,6,0,360,,,1,false
1000995,3,7,0,370,X,,1,false
1000996,3,9,0,390,,Sturm,1,false
1000997,3,6,0,360,,,1,false
1000998,7,5,0,750,,,1,false
1000999,3,9,0,390,,Sturmwind,1,false
1001000,5,3,0,530,,Erb- und/oder Kreditorenansprüche,1,false
1001001,7,1,0,710,,,1,false
1001002,3,6,0,360,,,1,false
1001003,1,1,1,111,,,1,false
1001004,3,3,0,330,…,,1,false
1001005,3,0,6,306,,"Theater, Musik",1,false
1001006,1,1,1,111,,Handelskrise,1,false
1001007,2,4,0,240,,,1,false
1001008,2,0,0,200,,Kriegsgefangene: Engl. Behandlung gefangener frz. Offiziere,1,false
1001009,2,0,1,201,P,,1,false
1001010,2,6,0,260,,,1,false
1001011,3,2,0,320,,,1,false
1001012,3,8,0,380,,Streit zwischen Pariser Parlament und Großrat,1,false
1001013,2,6,0,260,P,,1,false
1001014,3,6,5,365,ø,,1,false
1001015,3,8,0,380,,Streit zw. Prinzen/Pairs und Kg.,1,false
1001016,6,2,0,620,,Engl. Promemoria über die holl. Hilfstrp. gegen die Französen,1,false
1001017,1,6,0,160,,,1,false
1001020,3,6,0,360,,,1,false
1001021,3,2,0,320,,,1,false
1001022,3,4,0,340,,,1,false
1001023,3,3,0,330,,,1,false
1001024,3,0,6,306,,Ital. Oper,1,false
1001025,1,3,0,130,,,1,false
1001026,1,3,0,130,,,1,false
1001027,1,1,5,115,,,1,false
1001028,4,0,1,401,,Reskript über den Weizenverkauf,1,false
1001029,2,2,0,220,,,1,false
1001030,3,7,0,370,,,1,false
1001031,3,6,0,360,,,1,false
1001032,1,1,0,110,,,1,false
1001033,3,6,0,360,«,,1,false
1001034,7,0,3,703,,Seidenwurmsame vom Staat gratis,3,false
1001035,7,1,0,710,,,5,false
1001036,7,1,0,710,,,1,false
1001037,7,1,0,710,,,2,false
1001038,7,1,0,710,,,2,false
1001039,4,7,0,470,,Über das Sterbrecht (Todtenpfundgeld),1,false
1001040,1,2,0,120,,,1,false
1001041,1,1,5,115,,,1,false
1001042,1,1,1,111,,,1,false
1001043,3,6,0,360,«,,1,false
1001044,1,6,0,160,,Neutralität des Königreichs beider Sizilien,1,false
1001045,1,1,5,115,,,1,false
1001046,3,9,0,390,,Erdbeben,1,false
1001047,3,4,9,349,,,1,false
1001048,2,4,0,240,,,1,false
1001049,3,2,0,320,…,,1,false
1001050,2,4,0,240,,Gewaltige Mobilmachung,1,false
1001051,2,1,0,210,P,,1,false
1001052,1,1,5,115,,Post,1,false
1001053,3,6,0,360,«,,1,false
1001054,1,1,5,115,M,Aufbringen,1,false
1001055,2,4,0,240,,,1,false
1001056,1,1,1,111,,,1,false
1001057,2,6,0,260,P,,1,false
1001058,1,1,5,115,M,Kaperei,1,false
1001059,3,8,0,380,,,1,false
1001060,3,6,0,360,,,1,false
1001061,3,6,0,360,,,1,false
1001062,3,0,6,306,,Frz. Tragödie,1,false
1001063,6,7,0,670,,Abt R. Pentner,1,false
1001064,1,1,5,115,,,1,false
1001065,1,1,5,115,,,1,false
1001066,3,6,0,360,«,,1,false
1001067,3,6,0,360,,,1,false
1001068,1,1,0,110,,,1,false
1001069,1,2,0,120,,,1,false
1001070,3,6,8,368,,,1,false
1001071,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
1001072,7,9,8,798,X,Geistl. Exerzitien,1,false
1001073,7,1,0,710,,,2,false
1001074,5,3,0,530,,Erb- und/oder Kreditorenansprüche,2,false
1001075,7,1,0,710,,,2,false
1001076,7,1,0,710,,,1,false
1001077,7,1,0,710,,,1,false
1001078,1,2,0,120,,,1,false
1001079,3,6,0,360,,,1,false
1001080,3,8,0,380,,Beziehungen: König - Parlament,1,false
1001081,3,0,8,308,…,,1,false
1001082,7,1,0,710,,,1,false
1001083,7,1,0,710,,,4,false
1001084,0,0,0,0, ,,1,true
1001085,0,0,0,0, ,,1,true
1001086,3,9,7,397,,,1,false
1001087,3,8,0,380,,,1,false
1001088,3,4,9,349,,,1,false
1001089,1,1,1,111,,,1,false
1001090,3,3,1,331,,,1,false
1001091,6,3,0,630,,Danksagungsadresse von Parlament an König,1,false
1001092,3,2,0,320,,,1,false
1001093,3,7,0,370,,,1,false
1001094,2,0,1,201,,,1,false
1001095,2,6,0,260,,,1,false
1001096,3,6,0,360,*,,1,false
1001097,1,1,0,110,,,1,false
1001098,2,6,0,260,,,1,false
1001099,2,7,0,270,,,1,false
1001100,2,1,0,210,,Pr. Garnison in Dresden,1,false
1001101,2,0,1,201,,,1,false
1001102,2,0,9,209,,Kaution von arrestierten feindlichen Hochbeamten,1,false
1001103,2,1,0,210,,Pr. Werbungen (Rekrutenpressen) in Sachsen,1,false
1001104,1,2,0,120,,,1,false
1001105,2,4,0,240,,,1,false
1001106,3,6,0,360,«,,1,false
1001107,3,6,5,365,,Hofreise,1,false
1001108,3,6,8,368,[,Äußerung der Untertänigkeit der Juden in Prag,1,false
1001109,3,0,0,300,,Warnung der Juden gegen der Verraterei,1,false
1001110,7,1,0,710,,,1,false
1001111,0,9,0,90,,WDQuartalbezahlungsmahnung,1,false
1001112,3,8,0,380,,Streit wegen der Bulle Unigenitus,1,false
1001113,3,2,0,320,,,1,false
1001114,3,0,0,300,,Fahnenweihung,1,false
1001115,2,6,0,260,,,1,false
1001116,2,0,1,201,,,1,false
1001117,7,1,0,710,,,2,false
1001118,7,1,0,710,,,1,false
1001119,7,1,0,710,,,2,false
1001120,6,0,0,600,M,"FJ aus dem Hauptquart. der österr. Armee in Böhmen (Prag), 26.12.56",1,false
1001121,2,1,0,210,,,1,false
1001122,2,0,0,200,,Kriegsgefangenenaustausch: österr.-pr.,1,false
1001123,3,7,0,370,M,,1,false
1001124,3,5,0,350,,,1,false
1001125,2,0,4,204,P,,1,false
1001126,3,4,0,340,,,1,false
1001127,3,1,0,310,,Staatsrat,1,false
1001128,3,2,0,320,,,1,false
1001129,2,4,0,240,P,,1,false
1001130,3,7,0,370,,,1,false
1001131,2,6,0,260,,,1,false
1001132,2,0,0,200,,Kanonen von Menorka,1,false
1001133,2,1,0,210,,Unterrichten in engl. Sprache bei der frz. Armee,1,false
1001134,1,2,0,120,,,1,false
1001135,1,3,0,130,,,1,false
1001136,1,1,8,118,,Taufe einen Tunesischen Bacha/Bassa,1,false
1001137,3,9,0,390,,Erdbeben,1,false
1001138,2,1,0,210,,,1,false
1001139,1,1,0,110,,,1,false
1001140,2,4,0,240,,,1,false
1001141,2,1,0,210,,,1,false
1001142,3,3,0,330,,Hungersnot,1,false
1001143,1,1,0,110,,Russ. Getreidehilfe Schweden: Bitte an Rußland um Getreidehilfe !,1,false
1001144,3,9,3,393,,,1,false
1001145,2,6,0,260,,,1,false
1001146,2,6,0,260,,,1,false
1001147,2,6,0,260,,,1,false
1001148,2,0,1,201,,,1,false
1001149,1,1,1,111,,,1,false
1001150,3,2,0,320,,Reichstag Regensburg,1,false
1001151,0,1,0,10,,Vom Branntwein innerlich verbrannte Frau,1,false
1001152,3,9,0,390,,Treibeis in der Neva-Fluß,1,false
1001153,2,4,0,240,,,1,false
1001154,1,1,0,110,,,1,false
1001155,3,3,0,330,,Pr. Requisitionen der sächsischen Porzellaneinkommen,1,false
1001156,2,7,0,270,,"Zittau, 09.12.56",1,false
1001157,2,6,0,260,,,1,false
1001158,2,0,9,209,,,1,false
1001159,2,6,0,260,,,1,false
1001160,3,6,0,360,«,,1,false
1001161,1,3,0,130,,,1,false
1001162,3,6,0,360,,,1,false
1001163,3,6,8,368,,,1,false
1001164,5,3,0,530,,Erb- und/oder Kreditorenansprüche,3,false
1001165,7,1,0,710,,,2,false
1001166,7,1,0,710,,,1,false
1001167,7,1,0,710,,,1,false
1001168,7,1,0,710,,,1,false
1001169,1,6,9,169,,Spionage des frz. Diplomaten gegen Pr. zugunst Österr.,1,false
1001170,2,6,0,260,,,1,false
1001171,7,1,0,710,,,1,false
1001172,2,7,0,270,,"Zittau, 09.12.56",1,false
1001173,2,6,0,260,,,1,false
1001174,2,1,0,210,,Pr. Werbungen in Sachsen,1,false
1001175,2,0,9,209,,Pr. Requisitionen des sächs. Porzelanmagazins,1,false
1001176,3,6,0,360,,,1,false
1001177,1,6,0,160,,,1,false
1001178,2,6,0,260,,,1,false
1001179,3,4,9,349,,,1,false
1001180,1,2,0,120,,,1,false
1001181,2,6,0,260,P,,1,false
1001182,1,1,5,115,M,Kaperei,1,false
1001183,2,7,0,270,,,1,false
1001184,3,2,0,320,,,1,false
1001185,6,3,0,630,,Untertänige Adresse vom Parlament König,1,false
1001186,3,2,0,320,,,1,false
1001187,2,1,0,210,P,,1,false
1001188,2,0,1,201,,,1,false
1001189,3,6,0,360,«,,1,false
1001190,2,6,0,260,P,,1,false
1001191,1,1,5,115,M,Konvoi,1,false
1001192,3,8,0,380,,Beziehungen: König - Parlament,1,false
1001193,2,6,0,260,P,Frz. Ausschiffung auf Korsika,1,false
1001194,3,5,0,350,,,1,false
1001195,1,1,0,110,,,1,false
1001196,2,6,0,260,,,1,false
1001197,3,9,3,393,,,1,false
1001198,2,0,0,200,,Kontributionen an die pr. Armee von Sachsen,1,false
1001199,3,7,0,370,,,1,false
1001200,2,0,1,201,,,1,false
1001201,2,9,0,290,,,1,false
1001202,2,1,0,210,,Pr. Werbungen (Rekrutenpressen) in Sachsen,1,false
1001203,2,0,0,200,,Neutralität der sächs. Festung Königstein,1,false
1001204,3,3,1,331,,Teuerung,1,false
1001205,2,6,0,260,,,1,false
1001206,3,2,0,320,,,1,false
1001207,2,0,7,207,,,1,false
1001208,3,7,0,370,,,1,false
1001209,1,1,0,110,,,1,false
1001210,3,6,0,360,«,,1,false
1001211,3,6,8,368,,,1,false
1001212,7,6,0,760,,Kgl.-kaiserl. privileg. Lotterie,1,false
1001213,7,2,0,720,,Repertorium der Winerischen Theatern,2,false
1001214,7,1,0,710,,,1,false
1001215,7,1,0,710,,,1,false
1001216,2,6,0,260,,,1,false
1001217,2,0,0,200,,Neutralität der sächs. Festung Königstein,1,false
